,pretty_comp,bulk_modulus_kv
2434,LaAlO3,203.0
2435,CaMnF6,25.921999999999997
2436,ScPd,117.367
2437,AcYbMg2,28.967
2438,Be2ZnFe,148.344
2439,K2Sn(AsS3)2,34.178000000000004
2440,CrSiO5,51.167
2441,CaPdF6,31.378
2442,BaCaCd,11.4
2443,TiH8(NF3)2,35.244
2444,H4N2O3,9.244
2445,Ni4W,234.778
2446,Rb2Si3SnO9,80.111
2447,ScFe2,155.2
2448,YbNi2B2C,162.8
2449,Sr2BeBi,29.467
2450,Sc2GaTc,115.5
2451,MnPH6NO5,52.888999999999996
2452,Zr(PS3)2,29.178
2453,TaGaRu2,243.567
2454,RbMnBi,17.267
2455,Ba2TlV,24.933000000000003
2456,HfBeBi,73.689
2457,Dy2AlZn,65.567
2458,ErSeI,28.511
2459,TmTlTe2,35.367
2460,AlNi,157.333
2461,PrHo3,41.733000000000004
2462,CeSb,60.667
2463,Ca2NF,78.444
2464,Tb5Si3,75.51100000000002
2465,SO2,11.589
2466,Rb3Dy,5.9670000000000005
2467,TbFe2,126.0
2468,Rb8N3O,21.7
2469,YAl2Co,94.111
2470,RbNO3,21.555999999999997
2471,As2Ir,151.911
2472,Ga3Pt2,128.344
2473,LiCaF3,88.96700000000001
2474,Ti3InN,154.13299999999995
2475,BaTa2P,83.57799999999997
2476,Sb2TeSe2,36.622
2477,Ba(POs)2,106.633
2478,Ba2HfTe,26.833000000000002
2479,KMgAs,30.978
2480,NaBeAs,53.343999999999994
2481,HfScOs2,202.167
2482,AlAsO4,36.010999999999996
2483,BeTl2Ga,37.6
2484,TmP5,72.133
2485,KBeO3,99.3
2486,V3Au,193.9
2487,VZnF4,60.65600000000001
2488,LiTiNiO4,132.067
2489,Si2Ru,154.967
2490,BeV2Pt,187.41099999999997
2491,Sr3AsN,51.967
2492,LiDy2Os,87.633
2493,Ba2ScCr,14.967
2494,TiAsOs2,213.567
2495,Dy2SeO2,92.389
2496,Ba4SrIr,14.167
2497,Ca2Sn,32.933
2498,Lu2ZnIr,111.26700000000001
2499,TaNO,227.389
2500,BaPr2PdO5,127.056
2501,SrZnF4,64.633
2502,LiNiO2,99.22200000000001
2503,ZrTiF6,86.43299999999998
2504,ThP,114.167
2505,Th(GeOs)2,166.733
2506,Li6Fe(SiO4)2,87.07799999999996
2507,AlVNi,110.5
2508,YbNi2,108.76700000000001
2509,Lu3SnC,95.633
2510,TiB,101.96700000000001
2511,Cu2H3ClO3,44.533
2512,Ba2YSn,23.833000000000002
2513,Ca2Sn3O8,115.544
2514,Na2BeBr,16.122
2515,Th2Zn,70.256
2516,Tl4O3,27.622
2517,Tb(SiAg)2,101.289
2518,Nd5As2Cl,102.57799999999999
2519,Sr3BiAs,23.933000000000003
2520,Sc2CCl2,58.633
2521,BeCo2Ir,249.24400000000003
2522,Li2FeBr4,24.333000000000002
2523,PmSbPd2,103.367
2524,InAsF6,21.033
2525,ScNiSb,105.3
2526,NpSi2,104.389
2527,Zn(PtO2)3,202.81099999999998
2528,WSe2,22.355999999999998
2529,LiBeH3,63.878
2530,Cr3CdTe4,36.667
2531,Pr(SbOs2)2,98.667
2532,InTeI,16.833
2533,Li2NbS3,57.433
2534,Ti2VSe4,76.47800000000002
2535,CaMgSi,52.122
2536,TmNi,91.62200000000001
2537,CdTeMoO6,63.722
2538,VSb2O5,40.567
2539,Dy(Al2Fe)4,125.51100000000001
2540,PrH2,69.967
2541,NaHg2,26.410999999999998
2542,RbScO2,104.26700000000001
2543,Al2O3,78.378
2544,AgPbO2,89.56700000000002
2545,BaSiC,27.889
2546,BeBiPb,37.889
2547,TmClO,46.744
2548,Sc2BC2,143.056
2549,InOF,145.033
2550,BePdRh2,209.033
2551,TeOF2,28.144000000000002
2552,TiBe2Se,102.87799999999999
2553,RbYS2,43.978
2554,Ca2H3Br,45.467
2555,ScN,191.7
2556,Tl3BSe3,19.989
2557,Tm2NiIr,123.4
2558,SmErRh2,115.03299999999999
2559,CdHg2,25.1
2560,SmBr,52.367
2561,CaBeNi2,81.411
2562,AlFe,175.1
2563,TmAg(PSe3)2,29.244
2564,Mg(AlS2)2,47.356
2565,UB2,212.3
2566,MnAlCo2,193.067
2567,NbAsOs2,232.0
2568,SbS2NCl6,15.667
2569,NbAsIr2,220.767
2570,BaNaSr2,9.978
2571,Na2GeS3,21.978
2572,Ho(FeGe)2,131.533
2573,Li2RuF6,55.888999999999996
2574,FeCuO2,196.05599999999998
2575,AuClO,53.388999999999996
2576,DyBiPd,83.5
2577,Mg(AlSi)2,64.256
2578,SmHoRu2,118.667
2579,Ba2SrWO6,110.944
2580,HfVF6,89.93299999999998
2581,Li2AlBO4,84.978
2582,NiBTe,107.333
2583,BeFe2Cu,155.311
2584,ZrAg,111.522
2585,Np(SiOs)2,176.044
2586,UO2,165.922
2587,Ba3Nb2ZnO9,140.422
2588,TiTe2,34.344
2589,U(GePd)2,128.444
2590,SmH2,78.0
2591,MgScHg2,71.767
2592,Sb2Os,127.911
2593,Ba4GaCu,12.9
2594,SrCdO2,105.822
2595,NaLi3(H2N)4,23.089000000000002
2596,Ba(MgP)2,53.8
2597,Sr2BeZn,29.156
2598,K2PtCl4,17.178
2599,BeCrRh2,213.25599999999997
2600,Ca2ZnN2,88.1
2601,Sm(GaPd)2,104.344
2602,HfSiS,136.233
2603,DyRh3C,204.63299999999998
2604,GaSb,45.911
2605,V3Sn,134.189
2606,BeCu2Cl,68.211
2607,RbH,12.967
2608,ZrBe2Os,156.52200000000005
2609,Nb2CoAs,164.033
2610,Pr3InC,33.867
2611,NaLi2Sb,30.467
2612,ZrBe2Pd,121.311
2613,TmTaOs2,220.233
2614,Ba4MgTi,13.167
2615,LaTiO3,194.033
2616,UI4,10.989
2617,TiRh,192.2
2618,K3AsS3,19.367
2619,Ba2YMn,17.7
2620,Na3ErCl6,24.721999999999998
2621,Tl3Ga9S3O2,38.644
2622,TiGePd,151.211
2623,Rb3P,15.967
2624,MgO,160.667
2625,Dy3TlC,43.467
2626,Ho(CuO2)2,171.44400000000005
2627,LiFe2O3,128.02200000000002
2628,ErCo2,146.567
2629,Rb3Sb,11.689
2630,BaBeCo2,58.288999999999994
2631,PbS,56.933
2632,Yb3InC,42.533
2633,RbSnS2,38.189
2634,Hf2Ge,135.933
2635,SrPd3O4,163.36700000000005
2636,YBeOs2,169.94400000000005
2637,NaLiO3,52.733000000000004
2638,Be2TlIr,149.95600000000005
2639,PuNi,168.178
2640,K2Al2Sb2O7,57.578
2641,Rb2NaCoF6,52.667
2642,CdCuAs,67.067
2643,Na2Zn(H2Se)2,50.856
2644,HfAu,146.0
2645,Ca(BC)2,170.956
2646,PmRh2Pb,119.7
2647,TmMnGe,100.48899999999999
2648,Mn2VSi,236.63299999999998
2649,InSe,27.644000000000002
2650,Pt3Pb,174.167
2651,Zn(CoO2)2,183.622
2652,CrFeTe,123.6
2653,Hf2BeTc,158.767
2654,Ag2H3IO6,101.256
2655,Sm3Sc,41.522
2656,KErTe2,31.844
2657,In2AgSe4,30.844
2658,DySe,86.43299999999998
2659,Ba2ErSbO6,141.833
2660,VSb,97.444
2661,Na2CaBe,14.356
2662,BeNbOs2,222.21099999999998
2663,PrCuSO,91.43299999999999
2664,HfBe2Fe,142.856
2665,YbCd3,45.1
2666,TaSe2,52.744
2667,LiGa2Ir,119.8
2668,LiO2,101.03299999999999
2669,Be2CrSb,123.956
2670,GePd2,155.722
2671,LiTlO2,85.156
2672,ScBeBr2,44.18899999999999
2673,HoBO3,139.1
2674,YbF3,91.2
2675,KNO2,22.57800000000001
2676,NaCuO,50.943999999999996
2677,Na2Zn2O3,77.322
2678,RbNaO,39.411
2679,Co(AsO3)2,170.91099999999997
2680,As8S9,14.344000000000001
2681,BeVRu4,221.067
2682,SrBeGe,45.756
2683,Sm3PbC,38.6
2684,K3H5Pd,20.133
2685,TaMn2Al,200.233
2686,TiAu2,156.389
2687,Mg(BiO2)2,105.344
2688,Sc2CuRu,120.333
2689,Rb3TlO3,33.811
2690,LuFe2,140.767
2691,CaTiF4,99.76700000000001
2692,BeCr2Co,214.667
2693,AgCSN,20.211
2694,VCu3Te4,32.2
2695,ZnSbF5,27.055999999999997
2696,BeFe4Ge,138.667
2697,Rb3BP2,19.722
2698,K2MgF4,55.644
2699,Na2CS3,19.678
2700,BaHfO3,168.2
2701,ThCoC2,192.678
2702,Nd(SiPt)2,139.6
2703,K2TeI6,13.544
2704,SnSe,35.256
2705,MgSc2In,63.033
2706,RbAcTe2,40.033
2707,BaPr2ZnS5,65.111
2708,NdS,90.133
2709,ZnRh,174.36700000000005
2710,KCeS2,39.778
2711,CaTiF5,72.889
2712,Ho(CoSi)2,148.667
2713,CuBiS2,53.956
2714,Ba2YTi3O8,161.567
2715,MnAlAu2,126.0
2716,Sm3Pd,56.033
2717,ScSi,100.96700000000001
2718,CaC2,72.667
2719,Li2MgSi,45.033
2720,K2PtSe2,36.067
2721,CdF2,106.2
2722,HfBeCd,95.633
2723,GaMo3,230.4
2724,H2O2,25.921999999999997
2725,NpCo2,204.567
2726,Sm2SeO2,111.22200000000001
2727,Rb3Os,12.667
2728,Ba2Sc2O5,115.27799999999999
2729,Na2BePb,30.467
2730,BeCu2Rh,166.08900000000003
2731,ThGeO4,163.333
2732,CuH2(IN)4,15.422
2733,Cr(CoO3)2,102.522
2734,RbTiS2,56.178000000000004
2735,K3Rh,9.011000000000001
2736,Er(CoSi)2,149.933
2737,Sr2BeNi,32.289
2738,Li2PNO2,93.978
2739,Ca(AsO3)2,134.289
2740,NbZn3,123.667
2741,DyInAu2,95.333
2742,Sr2MgUO6,116.9
2743,Ba2MgV,23.0
2744,BaYMo2,53.888999999999996
2745,SrHBr,39.010999999999996
2746,CaGe2O5,133.111
2747,Ba3LuIr2O9,131.378
2748,Bi2TeO6,122.956
2749,Sr(NO3)2,38.266999999999996
2750,Li3Nb,33.6
2751,Rb2PbO3,43.15600000000001
2752,SrAlGe,50.167
2753,NdCuO2,113.42200000000001
2754,Mn3GaN,227.4
2755,AuS,79.422
2756,CoSe,133.667
2757,TlGeF3,18.855999999999998
2758,K2TiBe,13.933
2759,Na2BeF4,41.956
2760,Np(CoSi)2,171.3
2761,NaPPdS4,30.07800000000001
2762,NiSb,109.633
2763,Rb3Tc,6.189
2764,SrBeSe2,53.333
2765,Sr(CdGe)2,49.111000000000004
2766,Na4PbO4,47.278
2767,NdB6,176.733
2768,ReSe2,65.1
2769,Al3Ni5,166.267
2770,CaMg(CO3)2,102.133
2771,NdBO3,128.933
2772,Ba2PdBr,32.867
2773,MnFeCoGe,207.1
2774,BiAuBr6,20.622
2775,Ca4BeZn,11.732999999999999
2776,ZrZnAs,76.4
2777,TlFeF3,64.911
2778,K2NaRhF6,51.4
2779,ErBiPt,94.73299999999999
2780,BaSr2Ca,12.567
2781,Dy6FeSb2,64.9
2782,Ho(NiGe)2,122.37799999999999
2783,ZrV2As,143.0
2784,BeSe,88.96700000000001
2785,BeSnCl,38.678000000000004
2786,BeFeRh2,193.733
2787,TiBe2Ni,140.711
2788,V5SiB2,219.567
2789,MnZn3,103.633
2790,Ce(FeSi)2,144.878
2791,MnNi2Sn,144.167
2792,AlCuO2,181.878
2793,Pr(HO)3,70.544
2794,BaGa2Cl,30.144000000000002
2795,BaCdHg,19.2
2796,BaHgW2,91.76700000000001
2797,TbCo3B2,209.878
2798,AlSn,46.766999999999996
2799,MnFeTe,122.43299999999999
2800,YbMnGe,68.056
2801,Na2H6Pt,26.233
2802,YAgTe2,44.478
2803,Nd3SnC,36.633
2804,MoO3,75.067
2805,BaNaZn,10.433
2806,Pm2MgGa,50.766999999999996
2807,Hf(B2H3)2,9.6
2808,Ti2BeCo,145.089
2809,Ho(SiRh)2,157.389
2810,BaSi2P,45.321999999999996
2811,DySn2,62.522
2812,SrAl4,53.744
2813,BaSe,39.633
2814,V3Zn2O8,145.189
2815,Er3InN,97.333
2816,ScPRu,175.878
2817,NaRe3,237.7
2818,Ti4As3,132.5
2819,Li4CO4,77.1
2820,ThSiAu,125.77799999999999
2821,Be(GaPd)2,109.87799999999999
2822,CrWO6,60.167
2823,CrPd3,171.967
2824,Ca3P2,41.467
2825,NpNi5,179.5
2826,Ca2Co2O5,108.189
2827,Be2NiCl,80.244
2828,TbYb2PrS6,51.321999999999996
2829,BaCaV4O8,103.0
2830,Nd3In,46.033
2831,H8(NO2)3,26.9
2832,Cr2As,193.778
2833,MnBe2P,168.0
2834,MoW3S8,44.3
2835,K2AlF5,34.933
2836,AlVNi2,180.36700000000002
2837,NdSeF,94.156
2838,ThSe,98.56700000000001
2839,PbO2,124.556
2840,KBaRu2,56.644
2841,AgBi(PS3)2,30.278000000000002
2842,YbSnAu2,75.167
2843,CrBr3,13.1
2844,AlF3,95.178
2845,TiSi2,135.1
2846,In2Se3,37.122
2847,NaMn4Be,154.1
2848,KRb3,3.267
2849,Rb2Ag2GeS4,24.256
2850,Ca2ScBe,31.844
2851,SrCaO3,66.767
2852,BeAgW,179.722
2853,Ca(GeAu)2,74.52199999999998
2854,LiMgPO4,94.822
2855,NiPt,221.58900000000003
2856,BaMg2Fe,32.344
2857,FeSbO4,178.122
2858,LiZrPt2,141.733
2859,Lu2MgOs,98.167
2860,USnRu,143.678
2861,ErAu4,124.089
2862,K2P2Pd,26.921999999999997
2863,ScSiAu,119.544
2864,BeInSe,35.567
2865,LiDyHg2,58.833
2866,RbLiBr2,18.410999999999998
2867,PdBr2,15.777999999999999
2868,Li7Br3O2,41.922
2869,SrCeN2,127.5
2870,Tm2CoIr,125.9
2871,LiScAs2O7,93.4
2872,LiCo(CO)4,33.067
2873,AlAgO2,117.744
2874,KBaNb,9.3
2875,CuBr,47.033
2876,K(AsRh)2,57.922
2877,Ca3SbN,62.033
2878,BeCu2Os,190.667
2879,BaCr2Te,34.711
2880,Sb2TeSe2,36.766999999999996
2881,Rb2WCl6,11.267000000000001
2882,NbAlCo2,194.5
2883,RbNO2,23.6
2884,YNiF5,72.289
2885,KLi6BiO6,84.711
2886,Mn2BeTc,192.544
2887,Ni4N,86.43299999999998
2888,Yb2HgGe,49.766999999999996
2889,HfTl3,62.044
2890,TeMoS,55.71100000000001
2891,MgFeO2,108.9
2892,LiGaRh2,154.833
2893,YbTlS2,51.678000000000004
2894,UZn3,79.85600000000002
2895,RbCa2Nb3,103.244
2896,LiHfRh2,152.267
2897,K2Os(Cl2O)2,18.878
2898,NaCuO,75.767
2899,Rb2AuBr,1.6
2900,Dy(MnSi)2,135.667
2901,Ba2InClO3,73.911
2902,TlInSe2,29.2
2903,ScCuO2,149.278
2904,NdTlS2,46.622
2905,AgNO2,45.033
2906,LiCdAs,47.367
2907,Ca2B4Rh5,164.044
2908,YHfBe2,88.167
2909,Pr5AgSe8,65.567
2910,Mg3(HO2)2,87.4
2911,Sr3CdO4,96.833
2912,HoSb,67.5
2913,AsP2W,146.63299999999995
2914,K2AgP,26.322
2915,Y2Cr3O9,197.856
2916,SbN,38.821999999999996
2917,Ti2C,139.9
2918,GaCl3,10.156
2919,Mg2Ni3O8,151.389
2920,Sr2H3I,35.778
2921,LiBC,184.97799999999998
2922,PbF4,59.022
2923,DyAg2,83.3
2924,Yb(SiPt)2,124.833
2925,TmC2,134.95600000000002
2926,Tb2S3,86.244
2927,LuScPd2,112.367
2928,YMgBe2,67.0
2929,VCdO3,203.767
2930,LiAl2Ir,136.067
2931,CuN,169.067
2932,PrAs2,68.556
2933,YbBiPd,63.0
2934,Ba(NdSe2)2,56.089
2935,Zn(WN)2,160.744
2936,AlSnO3,155.1
2937,RbMgBO3,60.7
2938,BeOs2Cl,95.53299999999999
2939,TmAlO3,210.278
2940,Mg2Rh,74.756
2941,MnBeCl2,45.622
2942,K2PAuS4,22.9
2943,Yb(MnSb)2,49.288999999999994
2944,IO2F,25.756
2945,Ca(BeN)2,139.656
2946,Nb6C5,237.889
2947,Li3BrO,52.7
2948,DySe,53.044
2949,Si3Ag,75.956
2950,Tm2CdOs,106.7
2951,Ca3SbP,40.833
2952,VSnRh2,189.667
2953,Rb2NaGaF6,50.4
2954,ScCo2Sn,143.467
2955,Te3SeO8,44.967
2956,DyBO3,137.444
2957,MnAlNi2,160.63299999999995
2958,BaZnTe,21.833000000000002
2959,Sr2GeS4,39.321999999999996
2960,Rb2CuF4,46.433
2961,Sr2GaSbO6,157.86700000000005
2962,TaMnRu2,228.467
2963,K2RbSb,15.167
2964,BaMnIn2,38.156
2965,KAgO2,35.944
2966,Rb2Li2SiO4,53.533
2967,SnF3,54.067
2968,TaSiAs,155.422
2969,Sr2Sb,30.989
2970,Sc2AlOs,125.23299999999999
2971,Sc2AlCd,74.867
2972,Er(MnGe)2,122.1
2973,FeSn,113.822
2974,SrBeCd2,41.533
2975,CuI,24.57800000000001
2976,CaNiWO6,148.211
2977,Er2NiRu,112.3
2978,VPbO3,81.244
2979,Sc2AlAg,80.9
2980,U(SiRu)2,177.55599999999995
2981,Sr2YSbO6,140.567
2982,NaSmTe2,32.321999999999996
2983,BeZn2Fe,111.189
2984,CaPt5,175.3
2985,Ca5As3,48.68899999999999
2986,Hf3Au,128.7
2987,GaTe,26.355999999999998
2988,Hf(VH2)2,170.1
2989,NaSc2Be,33.9
2990,Sr(PRh)2,91.756
2991,Nb(Te2I3)2,12.255999999999998
2992,SrCrO3,180.833
2993,Ho(CuSi)2,116.56700000000001
2994,IrPbBr,39.833
2995,AlVPt,138.9
2996,ZrB,159.97799999999995
2997,Nd4Sb3,62.266999999999996
2998,TiTl2F6,37.111
2999,NdHO2,91.1
3000,KAl(SO4)2,66.111
3001,SnO,47.821999999999996
3002,Nd2Be2SiO7,160.256
3003,NaTcAs,45.533
3004,Np(GePd)2,115.56700000000001
3005,Sm2InAg,61.8
3006,ThSO,142.144
3007,Rb3Ge,8.644
3008,InHO2,158.389
3009,Mn2Co3Ge,218.878
3010,Sb2Ru,116.189
3011,TiInNi2,150.267
3012,Bi2TeSe2,34.989000000000004
3013,V3Ag,167.5
3014,AlCuSe2,66.422
3015,Sc3Sb,68.756
3016,AlCl3,41.9
3017,BaGeBr,20.133
3018,K4SnSb2F4,30.866999999999997
3019,Ce(PRu2)2,157.567
3020,SiF4,12.3
3021,K3Sc,6.933
3022,H2SeO4,19.578
3023,Ca(CuN)2,89.844
3024,PH6(NO)2,31.689
3025,Ba3N,13.556
3026,YV2O4,144.211
3027,V2ZnO4,182.767
3028,BeV2Ge,160.611
3029,Al3Fe,125.64399999999999
3030,K2SnSe3,17.044
3031,ErRh,124.0
3032,CaClF,60.867
3033,HoCu,77.467
3034,YVF5,80.611
3035,BPbO3,198.167
3036,Zn2AgSbO6,140.056
3037,HfSe3,39.989000000000004
3038,BaBeF4,60.033
3039,TaAsAu,115.46700000000001
3040,K2HfF6,20.0
3041,AlTlF4,49.65600000000001
3042,Co(NiSe2)2,101.044
3043,Y(SiPd)2,133.167
3044,BaO2,76.3
3045,BaInTe,21.566999999999997
3046,GaH3NF3,58.589
3047,Ti3O2,199.8
3048,TaGeAs,100.43299999999999
3049,NbCo2,238.233
3050,Ba4HfCl,11.833
3051,Sr(MnGe)2,62.1
3052,ScBeCr2,137.878
3053,Na6S2O9,48.033
3054,Na4SrBe,11.133
3055,NaLi2Bi,26.533
3056,Fe3Pd,131.7
3057,Mo2O5,56.878
3058,MgMnGe,91.944
3059,SiPd,144.211
3060,USiAu,120.978
3061,YBe2Rh,103.26700000000001
3062,Tl(CuS)2,46.033
3063,PrTm3,42.766999999999996
3064,Ba4ZrSb,19.367
3065,TmScRu2,137.433
3066,Sr7(HBr)2,39.656
3067,SnF4,19.5
3068,TbPd3,134.733
3069,As(IF2)3,15.633
3070,HoAl3,75.467
3071,NaFe2O3,167.233
3072,Tm2CuPd,92.06700000000001
3073,YbAu,64.367
3074,K4Na2TeO6,55.033
3075,LuTlTe2,35.811
3076,Be2SiW,194.233
3077,Na2SrBe,15.878
3078,Er2Fe2Si2C,135.622
3079,SrZr2Nb,68.8
3080,VBO3,200.4
3081,NdY3,39.367
3082,Na2SO3,38.189
3083,LiIn2Rh,89.7
3084,BaNaGa,12.467
3085,Pr(NiGe)2,111.07799999999999
3086,ZrBePd,117.822
3087,Sr2TiBe2,32.044000000000004
3088,Cr3Ge,230.63299999999998
3089,NdGa2,75.278
3090,InAg3,84.53299999999999
3091,Zr2Ag,104.822
3092,YbOs3,224.822
3093,U(GeRh)2,147.811
3094,Rb3Os2Br9,18.122
3095,Li2SiO3,80.311
3096,Be2HgRu,155.9
3097,Na2MnBe,22.566999999999997
3098,B4CCl6O,11.311
3099,RbBe2BO3F2,77.689
3100,Er2TlAg,70.933
3101,TiGaCo2,189.167
3102,CaMn2,26.244
3103,KSmSe2,39.122
3104,LiBeNi,84.822
3105,SbRu,145.611
3106,TiGaNi,150.54399999999995
3107,DyPb3,53.167
3108,VGeRu2,237.8
3109,Mn3N2,243.167
3110,BaAlGe,45.167
3111,KBIr2,136.86700000000002
3112,BaTiPd2,66.178
3113,Cr3AgO8,65.0
3114,Be2CuNi,149.911
3115,HoP,90.76700000000001
3116,Dy2SO2,128.7
3117,KLiMnS2,31.7
3118,Be2SnMo,56.044
3119,GaCuO2,165.6
3120,LiDyS2,63.578
3121,DyZn,64.067
3122,YMn2,141.4
3123,BeSO4,40.010999999999996
3124,LuSb,65.967
3125,SrH2O3,58.544
3126,Zr6CoAs2,126.9
3127,TmNiC2,177.1
3128,Er2(NiB2)3,191.1
3129,NbCrSe5,39.0
3130,SrF2,73.833
3131,TiZnF5,76.122
3132,Np3In,71.833
3133,K2BeRe,25.066999999999997
3134,HoSi2,84.389
3135,Mg2ZrBe,67.033
3136,Ca2CoO3,104.51100000000001
3137,BaHf4Be,58.033
3138,TmMnRh2,138.0
3139,InCuO2,132.356
3140,BeZnO2,173.356
3141,NaAsIr2,146.0
3142,LiCaRh,47.033
3143,Tl2O,26.522
3144,Mg2V2O5,146.611
3145,K2BeZn,11.155999999999999
3146,Ca3PCl3,44.2
3147,Y3AlC,81.233
3148,AlFeCo2,185.1
3149,NpIO,43.278
3150,Ti2CuTc,169.567
3151,BePBr,58.022
3152,TiAlAu2,142.033
3153,NaLiS,37.811
3154,PbBr2,28.956
3155,FeH3,205.767
3156,Ho2CdSe4,56.933
3157,YbCd,37.067
3158,UAg3,84.611
3159,K2Mg2Si2O7,117.711
3160,NaZnAs,43.367
3161,Al2O3,194.044
3162,NbCrCo,130.733
3163,USnPt,115.2
3164,CaSiO3,227.63299999999998
3165,DyIr3,218.967
3166,Sc2GaOs,127.833
3167,BaTeBr,23.267
3168,MnBePb,67.678
3169,BaCo2Sb,43.367
3170,NaBrO3,33.7
3171,Pr(BO2)3,139.722
3172,TeI2,10.111
3173,Na5ReO6,63.31100000000001
3174,Na3AlAs2,24.833000000000002
3175,Ti2CoIr,204.6
3176,HfBeGa,107.189
3177,BeTl2Fe,59.81100000000001
3178,NaTbSe2,43.122
3179,TeBr2,9.956
3180,ThMgZn2,70.433
3181,Al2ZnO4,198.233
3182,InAgSe2,48.589
3183,Yb(ZnAs)2,63.6
3184,NdS2,88.867
3185,DyCd,62.133
3186,Ca(NiAs)2,87.844
3187,Na4UO5,63.244
3188,TbTiSi,90.711
3189,BePbCl2,37.510999999999996
3190,Be2FeP,178.15599999999995
3191,ScAu,110.43299999999999
3192,Mg(InS2)2,66.967
3193,UGa3Ni,108.133
3194,SmCl3,17.822
3195,BaSiNi2,67.911
3196,LiBeFe,92.911
3197,Mn4BeTe,114.23299999999999
3198,HoInAu2,96.367
3199,MgFeRh2,161.8
3200,Ho3InC,41.367
3201,BaHf4Ga,56.533
3202,V2ZnN2,145.922
3203,BeGeTe2,43.911
3204,HgPRh,95.43299999999999
3205,TbIr2,204.033
3206,TiAlNi2,165.767
3207,Ce2ZnHg,61.0
3208,Y2BeIn,54.7
3209,ScNi4Sn,147.733
3210,Ca5B3O9F,94.333
3211,RbCaI3,17.133
3212,P3Rh,146.567
3213,Ba2YBiO6,121.23299999999999
3214,ErCoC,155.389
3215,TbH3(CO2)3,91.96700000000001
3216,USiIr,186.167
3217,LiSc2Os,102.6
3218,CdSe,63.8
3219,Pm3Tl,47.667
3220,YWN3,101.87799999999999
3221,BaCuP2,60.933
3222,NbTlBr4O,23.022
3223,Au2S,74.267
3224,Li4MgCo3O8,145.567
3225,FeRh,181.267
3226,FeCuS2,58.733000000000004
3227,Ba3AsN,42.0
3228,Er2TlCd,64.333
3229,YN,158.0
3230,Al5CuSe8,71.7
3231,AsPdCl,60.733000000000004
3232,ZrBe2V,114.7
3233,HgPd,120.656
3234,SmSnAu,80.689
3235,MgMo2O5,61.044
3236,Li2SbPd,67.767
3237,Sr3PN,53.333
3238,Tl4SiS4,20.189
3239,Li5AlO4,84.556
3240,RhF3,74.411
3241,Mg3(BO3)2,132.089
3242,KCuC2,48.567
3243,Sr2CaBe,19.889
3244,BaP3,46.788999999999994
3245,GaSeBr7,12.110999999999999
3246,BeCdFe,101.73299999999999
3247,HoP,93.0
3248,USiS,90.611
3249,CaCoSi,68.611
3250,LiVS2,66.333
3251,NaSr2Tl,20.4
3252,CoAs2,130.6
3253,NaTl3(SO3)2,37.467
3254,BeSiPt2,202.58900000000003
3255,KAlF4,56.722
3256,LiMnSbO4,96.056
3257,Be2VBr,55.467
3258,Sr2SbAu,41.833
3259,AlVRu2,236.733
3260,NaBiF6,17.711
3261,Ni(AgO)2,131.911
3262,YBeFe,81.85600000000002
3263,Be2InPt2,133.433
3264,Sm(SiRh)2,148.97799999999995
3265,Nd(NiGe)2,113.133
3266,BaGe,32.510999999999996
3267,NiP2,125.544
3268,Sb2O3,50.578
3269,Te2Rh,58.68899999999999
3270,BaCrBr2,28.055999999999997
3271,AlN,213.86700000000002
3272,Sr5As3H,44.456
3273,NbFeSb,166.433
3274,SnTe,42.0
3275,CoH4(BrO)2,23.4
3276,GeH3Cl,8.667
3277,BaGaFe2,42.967
3278,TiZnN2,160.233
3279,NaBeCl2,32.2
3280,Li4Mn2O9,80.967
3281,Ba2Pd2O5,116.411
3282,Ba2MnBr,19.1
3283,TiNbO4,179.78900000000004
3284,KHfCuS3,51.411
3285,RbBO3,131.0
3286,Ba2LuNbO6,150.3
3287,DyBiRh,101.589
3288,AlF3,54.911
3289,NbNiP,214.47799999999998
3290,LiErS2,55.433
3291,SrClF,55.622
3292,Be2ZnCo,151.089
3293,Er3Al3NiGe2,90.822
3294,ErNbRu2,181.667
3295,KCoF3,81.9
3296,BaMnBr2,19.9
3297,Na2SiO3,66.667
3298,MnCN2,77.211
3299,Li4Mn(OF)2,68.689
3300,TiBe2Cd,107.76700000000001
3301,KCuO,35.556
3302,MnFe2Ge,217.667
3303,Rb3Tm,5.722
3304,IrF6,12.744000000000002
3305,Np(Al2Fe)4,138.189
3306,Te2O5,60.611000000000004
3307,Tb(GeRh)2,135.811
3308,CaBeIr2,122.211
3309,ScZnPd2,126.53299999999999
3310,TbCo2,140.267
3311,BeNiIr,222.933
3312,RbPdF3,78.267
3313,UFeB4,241.05599999999998
3314,CuBrO2,30.166999999999998
3315,CrCo2Sb,169.63299999999995
3316,MnAsPd,107.911
3317,Tl2InGaF6,44.5
3318,SmDyMg2,41.5
3319,RbMnTe2,24.478
3320,NaTm3,35.6
3321,TlGaSe2,32.311
3322,Ba(BiO2)4,30.122
3323,BaLi2Mg(PO4)2,93.544
3324,Ta2Se,94.444
3325,CeH2,68.833
3326,KScBe2,31.63300000000001
3327,PSe,15.677999999999999
3328,MnBeGe2,86.4
3329,Sr(MgSb)2,40.544000000000004
3330,PrO,139.8
3331,HoGe,82.867
3332,Dy2OsPd,120.6
3333,Sr2ScBe,26.366999999999997
3334,K2GeSe3,17.756
3335,Na2Cu3(Ge2O)2,67.822
