,pretty_comp,dfpt_piezo_max_dielectric_electronic
884,BeBr2,1.04550873
885,SbSBr,47.86650119
886,RbMgBO3,3.472350187
887,Li4WO5,14.75966724
888,Ba2HfS4,24.64486162
889,LiBF4,2.044860573
890,YbBr2,3.612901937
891,YN,5.45828899
892,ScPS4,3.254444687
893,NdH3(CO2)3,3.896474033
894,Tl4SiS4,17.98771234
895,NdBr3,4.156382113
896,KBiO2,8.69082163
897,RbCuC2,3.200632573
898,KAuC2,2.83699847
899,SmIO,4.194936367
900,Rb2Hf2O5,10.53685317
901,ZrMnO3,24.44602143
902,NaS2,3.838809403
903,HgCN2,7.055298147
904,MoCl4O,1.726709047
905,LiB6C,1.349791577
906,TiF4,3.42416259
907,Mn(GaS2)2,3.207712003
908,NaSb(PS3)2,9.426766713
909,BC2N,1.082088243
910,Sm2CdS4,36.5736855
911,ZnS,3.404169257
912,KNbSe2,1.3775102
913,CaGeO3,52.90925678
914,ZrC,10.92629731
915,ZrS2,28.26225944
916,KBi2F7,22.17169888
917,BaAuO2,9.566195917
918,SbAsO3,6.3219772270000005
919,CdSiP2,2.649740903
920,KHF2,3.789316113
921,Ba(MgAs)2,7.096966727000001
922,YAgSe2,12.38826434
923,Er2Be2GeO7,9.300919897
924,NaMnCrF6,3.701760583
925,LuTlTe2,12.44301906
926,Nd5AgSe8,15.60846974
927,NdIO,6.641068057000001
928,Zn2W3O8,8.233845432999999
929,SbSeI,37.73225505
930,RbBiO2,7.78053863
931,TmTlO2,54.00698943
932,Tm2O3,14.19786876
933,Na2PdS2,4.799292443
934,NaPH3NO3,2.87281648
935,Na2PdC2,4.17424429
936,NaCrS2,4.694760883
937,Ge2S3I2,0.922313223
938,Th2SeN2,13.81352827
939,Sr(Si3N4)2,8.867655003
940,KCN,3.98693113
941,H3ClO,2.603497843
942,KCl,4.323011813
943,K2LiBO3,5.804880927
944,CeZrO4,36.61749273
945,Li2CeAs2,8.735871797
946,Lu3AlO6,9.234423993
947,HfS2,22.22366317
948,SmSF,9.483461813
949,KAsSe2,3.193638757
950,InI3,1.98925528
951,Ba2BiBr,21.96191421
952,NbCu3Se4,0.301545327
953,BeCN2,2.414164057
954,NaNO2,2.375915973
955,SiAs2,0.689307517
956,NbOF3,4.929940993
957,TeOF2,11.444560699999998
958,Yb4Cl6O,5.226477187
959,LiErS2,12.56816775
960,Li5GaO4,4.95890706
961,Li3SbS4,1.35729332
962,SrAl2O4,7.101910113
963,K2Te2Pt,3.47585456
964,TmTlTe2,12.29356336
965,K2S,2.677904163
966,PrCuO2,7.097653593
967,Yb(ZnP)2,9.02296065
968,BaHBr,4.718272183
969,Lu2CCl2,16.8761988
970,HfBrN,5.214167123
971,Tl2O,14.78003914
972,FePH5CO4,1.46939974
973,Zn4(B2O)3,4.358465277
974,Li2BF5,3.57324416
975,CaTi2,8.51724094
976,MoO3,12.23379672
977,BaHgO2,4.05293391
978,Rb3NbO8,5.340382557
979,PbClF,14.49063972
980,CdPbF6,5.180929407
981,GaS,2.44587702
982,LiTeHO4,7.27529093
983,NiP2,2.659236393
984,AgBi(PSe3)2,10.30833787
985,InSe,2.772759663
986,RbCl,2.369261547
987,BaLiP,15.29491163
988,AlSiTe3,4.563681517
989,SrO,13.75764398
990,MgTlF3,10.21585652
991,Hg3(SF)2,14.42571871
992,SbSI,46.85752453
993,Li4CO4,4.83801538
994,NaBF4,2.422075677
995,YBi2ClO4,17.73103652
996,NaDySe2,8.517987199999999
997,Sb2S3,56.65957758
998,TbBi2BrO4,17.15307796
999,NaCN,3.150586463
1000,MgMnF6,3.20657304
1001,AlCuO2,3.918661097
1002,Y3CuSnS7,8.430928797
1003,HgSe,12.8230206
1004,TlHgF3,44.35778908
1005,Ba3Ti2O7,33.87086189
1006,Pr2PbS4,28.36504847
1007,CS2,0.153612337
1008,Sr2HN,14.11883556
1009,NdOF,10.31717979
1010,Na6BeO4,4.99200494
1011,SiS2,1.262177697
1012,RbH3O2,3.884166207
1013,P2Se5,2.483129857
1014,GaF3,4.222810477
1015,ScCl3,3.625950173
1016,Ba(NdSe2)2,13.28010565
1017,AlAgSe2,2.51658009
1018,Ga2PdI8,1.86111449
1019,Cd(HO)2,7.649540247000001
1020,SmOF,10.16587283
1021,BaTe,18.96576913
1022,V2Te2O7F2,39.42229699
1023,MgMnF4,6.414313787
1024,SiH8,0.17649489999999998
1025,GeH3Cl,1.624641663
1026,CaB4O7,8.362920877
1027,CaC2,5.696003067
1028,MgTa2O6,60.334114
1029,RbLiSe,4.007584973
1030,P2S7,1.225087313
1031,K4HgAs2,2.970225173
1032,AlAsO4,2.5902533130000003
1033,Ba(InTe2)2,4.919557123
1034,BiAuO2,17.79725412
1035,K2PdCl4,1.90935674
1036,HgCl2,3.879067347
1037,Mg2SnO4,7.38377532
1038,AuI,0.976986313
1039,Hg(ClO3)2,3.007792673
1040,NbCoSn,12.39803434
1041,Mn(Sb2O)2,8.14280847
1042,NbFeSb,19.91650623
1043,ScBrO,22.92825336
1044,Li8MnO5F,7.326033027
1045,ThSbRh,6.812139217
1046,Li7SbO6,7.051708087000001
1047,Ca(ZnP)2,9.45439764
1048,Ga2HgTe4,4.452426163
1049,PCl3,0.714993723
1050,KHoO2,10.24950216
1051,HgI,12.3338386
1052,K2SmF5,4.3002054
1053,Zn(CN)2,0.802463933
1054,NaAgO2,3.55958729
1055,TbTlSe2,13.70208169
1056,DyClO,11.28198566
1057,VF5,0.9003902
1058,K2MnF6,3.41874875
1059,Ho3CuSnS7,8.368403577
1060,K2NaAlF6,4.102973037
1061,KYTe2,6.2537674370000005
1062,PbO,78.72343368
1063,TbH3(CO2)3,4.164397947
1064,CuBS2,1.397637033
1065,Zn(GaSe2)2,3.319127437
1066,K2Se,2.45960612
1067,Na2MgSiO4,2.893357833
1068,CdBr2,3.934513883
1069,ZnSbF5,11.43105256
1070,YHSe,5.738319213
1071,SCl2O,0.984069297
1072,Te2Mo(WSe2)2,0.306377153
1073,Rb2NiO2,3.418258163
1074,NaPrS2,11.39367799
1075,CaS,6.508498727
1076,DyTlO2,55.03576057
1077,RbYS2,6.851074887
1078,P4S3,0.31033377
1079,TmBi2ClO4,16.65569301
1080,BaTm2F8,6.81945313
1081,Na2ZnGeO4,3.34535241
1082,BaBrF,4.830067463
1083,S5N6,0.933875133
1084,LiTlPHO3,7.754643702999999
1085,NbCu3S4,0.317191467
1086,Ca2AlBiO5,15.08435911
1087,Be4TeO7,4.111874473
1088,ZrSiPt,3.869497613
1089,Ba2NCl,22.401931
1090,HOF,1.142928593
1091,MgS,2.587006333
1092,Zn2GeS4,3.1816598330000003
1093,NaHS,4.289149877
1094,HgB4O7,9.427922377
1095,TiCoSb,11.20157193
1096,Zn(HO)2,5.53668682
1097,Rb2LiAsO4,4.429561823
1098,TlInS2,24.87614383
1099,RbLiCrO4,2.797541283
1100,MnTlF3,22.24556099
1101,ZrPdF6,4.57214536
1102,SrAuO2,7.80052682
1103,Rb3BiSe3,3.420457763
1104,KAlSiO4,3.719219923
1105,Cd3AsI3,3.88390018
1106,Li2VBO4,6.11834617
1107,CdSO4,5.814516502999999
1108,CoSnC4Cl3O4,1.00906378
1109,SiBi2O5,26.43854407
1110,Al2ZnTe4,2.599989297
1111,CdBiS2Br,26.16678392
1112,ErTlS2,15.29878005
1113,RbAs,3.741746653
1114,LiYbAlF6,4.185094673
1115,Mo2H2O7,11.76855521
1116,Pd(Se3Br)2,2.49334791
1117,Li2GeF6,4.31323471
1118,Tl3PO4,8.82533045
1119,Yb(PrS2)2,11.71584981
1120,SrTiN2,20.02237595
1121,KYGeS4,5.061147987
1122,LiV(PO4)2,11.47060403
1123,YCuO2,5.89482673
1124,AuBrF6,1.746178927
1125,Na2ZnSiO4,3.272807923
1126,VCuO3,2.522885247
1127,Mo3W(SeS3)2,0.10576721
1128,LiCdBO3,4.181194757
1129,KPrTe2,7.698387062999999
1130,H4IN,3.86408747
1131,H4CN5Cl,1.6381358169999998
1132,LuAgO2,5.217638597
1133,SnPSe3,26.09570805
1134,CaMgNiH4,26.4925103
1135,YbTe,5.556268922999999
1136,TbTlS2,15.14476603
1137,TiTl2F6,14.63656534
1138,B2O3,3.423107487
1139,K3ClO,19.77666627
1140,Y2Be2GeO7,9.04602212
1141,RbInTe2,3.446520097
1142,Hf2SN2,14.94870101
1143,GaI3,1.29801672
1144,ZnPtF6,2.686314807
1145,MgSiO3,11.89233735
1146,NaLiS,5.418866867
1147,Rb2PbO3,5.656009797
1148,TmBi2BrO4,15.94851591
1149,Li3N,7.709725102999999
1150,NbI5,17.30656793
1151,BSb,0.558124673
1152,Lu2(CN2)3,5.335101077
1153,HgN3,8.70884405
1154,Ca(HoSe2)2,8.849171853
1155,KAlF4,6.508735063
1156,Ga2Te5,9.2571586
1157,K4CO4,6.640596767000001
1158,HfNCl,5.7831688670000005
1159,Li3NbO4,13.39321521
1160,GaTeI7,5.098942623
1161,Rb2HfF6,4.824184773
1162,KNa(BH4)2,2.30486445
1163,BaHI,4.973142287
1164,UF5,3.145403787
1165,SmOF,8.973308863
1166,Yb4Sb2O,17.50108597
1167,ErTlSe2,13.7538299
1168,Na4SnS4,4.192471457
1169,Ca3CdO4,11.26792267
1170,K2ZnF4,5.351940137
1171,ScAuO2,7.362496007000001
1172,Mg2H2O3,5.475124172999999
1173,Rb2BeF4,3.92675374
1174,CdHClO,4.838869483
1175,IrI3,0.41246394
1176,LiGaS2,2.8184323
1177,ThSeO,16.72626991
1178,K2HgO2,2.951260243
1179,Ga2PbO4,16.05063961
1180,K2PbO3,5.00628076
1181,AsCl3,1.138878463
1182,TbF3,7.68617538
1183,PbIBr,30.16476145
1184,Si3H,0.38353936
1185,KTmO2,9.58513619
1186,Li2MnPO4F,8.420983643
1187,Nb3Sb2Te5,3.0303005730000003
1188,H(CO)2,4.37628433
1189,Rb2O2,2.972029553
1190,CuB(CN)4,0.1703829
1191,Ca3AsBr3,5.58562343
1192,Hg2P2S7,6.534286452999999
1193,HfZrO4,25.94717223
1194,Er2TeO2,8.45137493
1195,Mg(ReO4)2,1.80492731
1196,TaBe2Rh,26.35245634
1197,Sm2SO2,8.588537307000001
1198,B2S2O9,2.6242687
1199,CdS,2.857055623
1200,Na4CrO3,7.823786737000001
1201,Cu2WS4,0.3341654000000001
1202,Ag3P,0.53055713
1203,LiTmO2,32.00742825
1204,RhBr3,0.5556991029999999
1205,Rb2Se,2.440110483
1206,Ga2TeSe2,2.859326357
1207,TiZnF6,6.628268077
1208,LiGaSe2,2.75553759
1209,YbSe,3.164144253
1210,BiI,7.748758863
1211,SnC,3.926732677
1212,K4Au6S5,2.751200143
1213,RbCaCO3F,5.07971513
1214,TbCl3,4.58567728
1215,SmH3(CO2)3,3.962747793
1216,B2S3,1.284666023
1217,Mg(BeAs)2,9.22088115
1218,K4I2O,3.429678567
1219,Na6MnTe4,4.894448227
1220,RbSmTe2,7.175343353
1221,TlN3,12.93215059
1222,HgHOF,5.221150327
1223,Bi2Se3,52.77680841
1224,Mg2PN3,5.35318485
1225,SrHBr,5.26014081
1226,TbBi2ClO4,18.85877412
1227,W3(Se2S)2,4.505941623
1228,Zn2Sb2O5,18.10121601
1229,LiZnPS4,2.835782857
1230,MnTeMoO6,13.41038937
1231,NaSbS2,18.61012481
1232,Rb2ZrCl6,3.877667457
1233,LiSbTe2WO2,20.36220689
1234,Zr(MoO4)2,8.4071774
1235,KSbS2,11.23382008
1236,AgH,2.849540963
1237,CrBiO3,27.48521164
1238,HgPbF6,6.836078327
1239,MgI2,3.531202193
1240,Rb2Te,2.169363747
1241,AlF3,2.989087693
1242,ZnC2S2(OF)6,1.86554041
1243,MgGeN2,4.272015653
1244,YCl3,2.81190188
1245,BaAl2O4,8.655814832999999
1246,Nd2SO2,8.839363317
1247,BH6CN3F4,2.157790383
1248,Rb2GeF6,2.682795243
1249,Sm2PbS4,27.23562093
1250,NaNbS2,1.586760327
1251,TmBrO,5.254489063
1252,Ti3MnO8,36.97339788
1253,YbI2,2.070969373
1254,TmAg(PSe3)2,5.04901774
1255,Zn3CdS4,3.578014993
1256,NaAuO2,3.359076047
1257,LiInTe2,2.861130567
1258,MgO,7.147493317
1259,LuSBr,5.61740665
1260,K2Se5,3.53552147
1261,HgSeO4,9.188660113
1262,Ca2SnN2,10.39113852
1263,HS7N,0.264746193
1264,BaSr3O4,28.13433638
1265,AgNO2,3.79652072
1266,SrGaSiH,6.31081466
1267,Sr(MgAs)2,6.264978202999999
1268,TiSnO4,50.97147228
1269,ZnPdF6,2.953414053
1270,Pr3AgGeS7,7.828671992999999
1271,HfBrN,9.8295235
1272,Zn4B6SeO2,4.49683582
1273,BiSeCl,24.28399844
1274,SnS2,4.58519822
1275,LiYSe2,14.09395844
1276,VCu3S4,0.38514473
1277,Sr(BiO2)2,10.49862581
1278,K3AsSe3,3.516031673
1279,NaSrP,9.86568182
1280,Zn3(PS4)2,3.390941633
1281,LiZnP,6.647600387000001
1282,BNCl2,0.265743337
1283,SrAlSiH,6.54463005
1284,RbAcTe2,19.90487814
1285,NaLi3(H2N)4,2.903691383
1286,SrC2,5.69951372
1287,WOF4,1.870695357
1288,Ca4P2O,20.40416834
1289,LiAlSe2,2.350867083
1290,Na2Se,3.125654597
1291,Nb3TeCl7,1.681257767
1292,InGaS3,5.01030052
1293,DyCl3,4.644427917
1294,KGeNO,4.41427842
1295,TiZnSiO5,10.67459727
1296,NdZnPO,11.02352949
1297,KUO3,13.35570329
1298,InPbCl3,12.18327774
1299,YTlTe2,11.4908276
1300,IO2F,8.184278347000001
1301,Tb2YbS4,12.12082652
1302,Pr2SeO2,8.73281242
1303,FeN3ClO3,0.544065647
1304,RbI,3.591362233
1305,Rb2Pd3S4,3.25059546
1306,NdBi2BrO4,20.39983308
1307,RbDyS2,7.297568507
1308,MgSnP2,2.67025461
1309,SiSe2,1.363418583
1310,Zn(SbO3)2,21.85275201
1311,ErBi2IO4,16.61823397
1312,DyTlTe2,12.19431026
1313,BaHCl,4.724779713
1314,KNbS2,1.4047885969999998
1315,Bi(BO2)3,5.778680037000001
1316,HoTlSe2,13.9961186
1317,RbLiS,4.361869797
1318,AlSbO4,7.103866423
1319,LiNbS2,3.026678533
1320,Na2GeO3,3.316517433
1321,P2Pd3S8,0.82841759
1322,TeWSe,0.275367773
1323,LiCaAlF6,4.28767063
1324,BH3OF4,2.645278517
1325,ErZnAsO,16.97520614
1326,RbHoO2,11.12106397
1327,YbB4O7,8.422775912999999
1328,SnB4O7,15.56451438
1329,Ba2SbAu,11.64954075
1330,Ge2N2O,3.758648117
1331,Pr2AlNO3,23.15078713
1332,FePb2(CN)6,7.469167562999999
1333,Rb2O,5.772034457
1334,NaScS2,9.715329837
1335,KPH2SO3,3.284627603
1336,BaLiAs,13.17569648
1337,LiAgC2,1.471108233
1338,MoW2(SeS2)2,0.097657187
1339,KNdGeS4,5.1216850130000005
1340,BaZnSO,9.685590233
1341,LiVPO4,6.985508962999999
1342,NaGaO2,3.376253957
1343,KSrCO3F,8.585171333
1344,Mg2ZnAs2,15.88621093
1345,NaInS2,9.33121746
1346,GeSe2,3.898121283
1347,BaHfO3,29.80770288
1348,BaAlSiH,5.67507378
1349,BaSe,7.531879027
1350,SbTeI,26.75646714
1351,Li3BePCO7,5.794692397
1352,ZrZnN2,31.4224215
1353,Li2Si3NiO8,5.745265997000001
1354,P4S5,1.134264723
1355,BaMgO2,7.78643335
1356,Li2GePbS4,35.68636683
1357,Sr7(HCl)2,5.58948411
1358,As2PbO6,12.59610163
1359,VO2F,3.31621123
1360,NbBr2O,10.60972553
1361,SrSiO3,18.77445108
1362,KErTe2,6.713561333
1363,RbHF2,3.76375667
1364,Cd(GaTe2)2,3.162153207
1365,BaI2,7.06413917
1366,Rb2SnO3,22.04731997
1367,TiGeO3,27.05269489
1368,NaSrAs,9.155895382999999
1369,LiDySe2,12.42884333
1370,CS2NClO2,0.955235607
1371,AgI,10.33958266
1372,BaGa4S7,7.18927724
1373,Ca2AsI,5.881516257
1374,Ag3AsS3,7.672164723
1375,KAgC2,2.09094536
1376,FeSeCl7,2.770941537
1377,K2S5,2.939203067
1378,W2Se3S,0.10411553
1379,KSmS2,7.84088333
1380,CuSe2Cl,52.93797414
1381,As2SO6,9.184409007000001
1382,TlI3,14.29902632
1383,RbErO2,10.83518716
1384,BiIO,36.31134147
1385,Tl3VO4,15.23287189
1386,SmTlSe2,13.66956466
1387,Li2CrO4,5.031712883
1388,RbPbCl3,13.38500284
1389,Ga2TeS2,2.86474903
1390,NaDyS2,8.42644851
1391,K2Cu(ClF)2,2.777974843
1392,Al2Si2H4O9,3.173223363
1393,MgBr2,2.87534445
1394,KNaThF6,5.30164156
1395,Cd(InTe2)2,3.43523479
1396,SnICl,36.34870774
1397,Tl2Sn2S3,63.46253106
1398,K2NiO2,3.1605781630000003
1399,BaBe2Si2O7,6.01615759
1400,KNdO2,12.09812081
1401,Sc2CCl2,16.33359471
1402,YCuO2,5.892501713
1403,Br2O,6.031457067000001
1404,KCrS2,3.637740017
1405,CoCuO2,1.34897822
1406,RbMgF3,3.742102663
1407,InBr,24.52306714
1408,MgAgF3,13.67440309
1409,InClO,4.132995803
1410,NaCdF3,3.609106997
1411,NdBrO2,8.953384727000001
1412,BaCaI4,9.15301466
1413,CuCN,0.80116471
1414,DyTlSe2,13.73865094
1415,Ba2CuBrO2,4.060693157
1416,Pr2PbSe4,28.84434634
1417,YbMgNiH4,38.55868629
1418,RbAlF4,4.440118533
1419,Li4TiS4,2.4717864
1420,MoSe2,2.155673727
1421,NdTlSe2,13.61770907
1422,BaB2F8,4.41398902
1423,LiYF4,6.205085607000001
1424,AcBr3,4.395448807
1425,Au2O3,1.07758396
1426,Au7I,3.339751777
1427,BaLiH3,9.90294605
1428,GaBr3,1.255140117
1429,Na2SiO3,2.96350016
1430,BaCl2,4.03170258
1431,AgClO3,8.48287263
1432,H2O2,1.16443405
1433,Zn(InSe2)2,3.69593982
1434,K2SiF6,2.804273717
1435,KTbS2,7.412165292999999
1436,Sr2H6Ru,6.19796551
1437,KH8N3,3.41326872
1438,BCl(OF2)2,3.530471747
1439,HfTeSe4,36.52115322
1440,CaH2(BrO3)2,4.21343046
1441,CaH2(ClO3)2,4.376172477
1442,Rb2Zr2O5,15.98780876
1443,NaTlO2,9.042487933
1444,CaH2,25.45198659
1445,SrBe3O4,5.4758899770000005
1446,ZnCoF4,12.71429086
1447,Er2SO2,8.34711645
1448,HgSO4,9.249530417
1449,NaCaAs,3.842834987
1450,ZnO,23.45728409
1451,SrB4O7,6.221049552999999
1452,Li2TiTeO6,15.69846958
1453,Rb2H6Pt,2.443380093
1454,ZnPS3,9.146012757000001
1455,Ag3SI,6.376478803
1456,PdBr2,0.31667907300000003
1457,Hf(B2H3)2,0.46943791
1458,BiClO,32.12827608
1459,RbSrCO3F,4.535579693
1460,AlCuO2,3.913004787
1461,LiGaO2,12.87828303
1462,Tb3BWO9,10.82935689
1463,KBrO3,3.446968263
1464,BeSiAs2,0.930326813
1465,DyZnPO,10.69096127
1466,NaF,2.9388264530000003
1467,Cd(GaSe2)2,3.502610447
1468,TeRhCl,3.96785017
1469,K2NiF6,2.290508307
1470,NaPrSe2,9.609217987000001
1471,SbIrS,4.97447694
1472,RhCl3,0.5782120629999999
1473,TiCdF6,5.624262033
1474,LiAuF6,2.429381097
1475,IOF3,5.440339373
1476,CdPS3,5.230778207
1477,Cd(InSe2)2,3.951381107
1478,Li2TeO4,5.719553563
1479,Hg(BiS2)2,33.40495057
1480,Li3VO4,3.3786883000000003
1481,BaTe,6.268466687
1482,BaAl4S7,7.08377876
1483,Ca2BrN,8.256257307
1484,Y2Be2SiO7,7.645150782999999
1485,RbSmS2,7.800254382999999
1486,Sr2CdAs2,7.397478283
1487,LiAsF6,3.170454753
1488,BiSeBr,23.71140481
1489,KNiIO6,3.221446227
1490,RbV(CuS2)2,3.076842347
1491,KErS2,7.01585039
1492,LiH,11.79188494
1493,Li2CdGeO4,4.018651397
1494,NaLuS2,7.641515983
1495,Nd5AgS8,14.56090353
1496,KLiTe,3.645494193
1497,HgF,9.983836277
1498,Pd(SeCl3)2,2.256784307
1499,SnF2,14.01698093
1500,BaBeF4,17.357927800000002
1501,H6CNF,1.95886162
1502,Zn4P6N2O,4.64498356
1503,BaSi4O9,5.183112933
1504,Rb2PtS2,3.118365117
1505,BAsO4,3.917761757
1506,LiMnO2,7.425742372999999
1507,KCaSiHO4,6.62424361
1508,AgHgAsS3,10.65366832
1509,Ta(TeBr3)2,8.299845357
1510,BPS4,1.236420383
1511,K3BrO,8.54192074
1512,YBi2IO4,17.1219412
1513,K4CdP2,3.073681853
1514,Sm3CuSiS7,7.564338932999999
1515,GaP,2.1520167000000003
1516,Er2O3,14.53281555
1517,MgPSe3,2.878516693
1518,TcS2,0.321519357
1519,Tl2SnF6,14.45910815
1520,PbCN2,28.79666452
1521,Ca3AsN,26.3640238
1522,Ge2N2O,3.57249278
1523,Li2NiPO4F,5.641667967
1524,K3IO,5.132185517
1525,KSmTe2,7.37675715
1526,SrBrF,5.252929303
1527,NaGe2N3,4.6699162
1528,KPrO2,12.83772185
1529,CaO,5.6533444
1530,Ca2SiB2O7,6.090209663
1531,K2ReF6,3.847985347
1532,SiPbO3,89.13932698
1533,KInO2,6.27612605
1534,NaPN2,5.644573952999999
1535,Be2C,8.553031667
1536,Mg(BeN)2,7.684458273
1537,AgB(CN)4,0.624045823
1538,BrO2F,1.84310723
1539,MgGeO3,19.72793943
1540,Cd(CN)2,2.09998159
1541,Li8TiMn3O2,16.469015
1542,Dy5AgS8,14.89214433
1543,Mg(BeP)2,8.826628363
1544,IrBr3,0.423309243
1545,Sn(WO4)2,4.679347727
1546,Cd2BiAsO6,11.42488587
1547,K2ErF5,4.065879713
1548,CaZnSe2,3.41922087
1549,ScCoTe,7.746870177000001
1550,Mo3(Se2S)2,0.51483989
1551,AsI3,10.21133524
1552,Sr2SbAu,9.482704553
1553,KHoBeF6,4.730204537
1554,Tb3CuSiS7,7.900263963
1555,Dy2PbS4,29.45260396
1556,Na6ZnSe4,4.763415967
1557,Li3CuF4,3.91075972
1558,Ba3Bi2F2,9.608612243
1559,Ho2SeO2,8.279034857000001
1560,HfFeCl6,3.656006133
1561,Pt(SCl3)2,1.773267793
1562,KGeBr3,33.93695903
1563,BaO2,9.638193267
1564,KF,5.943415663
1565,Ca(SbO3)2,9.013807403
1566,NaCrSe2,4.58776325
1567,KC2IN2,2.659380217
1568,Mg(InTe2)2,3.15868044
1569,KYS2,6.805964107
1570,Mg(HO)2,5.98274971
1571,GaAgS2,3.1039342530000003
1572,Ca(NdTe2)2,12.4453545
1573,RbMnF3,6.40195109
1574,CClF3,0.431798427
1575,KZnF3,6.63648203
1576,CdSnF6,3.908691457
1577,Li3Sb,13.06317161
1578,Mg3NF3,5.86866424
1579,HoSI,4.996060003
1580,PtI2,1.362305687
1581,MoW3Se8,0.147899353
1582,KNdS2,8.17643663
1583,H8(NO2)3,4.259244733
1584,PrHSe,6.593377263
1585,TlCl,11.59852296
1586,NaSbO2,12.43687262
1587,NaNbSe2,1.739115203
1588,LiYMo3O8,8.97467031
1589,S2N,0.84145035
1590,LiHF2,7.0637099370000005
1591,Tl2ZnI4,7.355951782999999
1592,AlF3,2.280175543
1593,AlTeI7,4.18131237
1594,BiSI,27.83743686
1595,Na2AgAs,7.846684287
1596,SmAgO2,6.099250353
1597,IBr,9.83781575
1598,LiSbO2,5.55215857
1599,Ca(MgBi)2,7.203076587000001
1600,GeS2,3.165763033
1601,ErTlTe2,12.25848281
1602,KrF2,1.160212377
1603,Ba(MgSb)2,6.32561723
1604,BiBrO,32.10536957
1605,UN2,54.56966881
1606,DyAgTe2,8.460391623
1607,YI3,2.904817007
1608,NdClO,9.56665372
1609,Ba2AsAu,14.9735991
1610,LiMn(CO3)2,3.541318483
1611,AlSCl7,2.663253337
1612,Y2TeO2,22.32770878
1613,K2MnF4,7.44748935
1614,NaH,6.598420299999999
1615,YBrO,4.22548236
1616,Rb4SnO3,5.260943383
1617,BaO,38.79258689
1618,SmTlTe2,12.00670595
1619,TiSiPd,4.862917063
1620,Sr4P2O,33.19377241
1621,NbBiO4,18.65508482
1622,Pr4S3NCl3,9.59965701
1623,HoClO,11.54726674
1624,BiSBr,26.13341694
1625,RbTmS2,6.964325933
1626,CaZrSi2O7,8.326382792999999
1627,SO3,4.047943727
1628,ZrCoBi,9.63407886
1629,NaAlO2,5.4409478170000005
1630,GaCl3,1.5625235030000002
1631,Dy3CuSiS7,8.055146882999999
1632,S(IO3)2,17.53897764
1633,MgMoN2,4.32087822
1634,SrAl2B2O7,2.9180558530000003
1635,Sr2IN,9.252042867
1636,Sr(ZnP)2,8.77747723
1637,LiErO2,20.3698688
1638,K2AgAs,4.372513897
1639,ZrBrN,11.21760177
1640,Rb2ZrF6,5.204539403
1641,Ca2SiO4,12.22794052
1642,CdBiClO2,10.56216621
1643,ZrS3,3.423644983
1644,Y2SeO2,30.452715
1645,Sr2H3I,7.22822505
1646,Ag2HgI4,4.035744347
1647,PbCl4,2.095467697
1648,K6CdTe4,3.33049383
1649,AlSbI6,1.821794247
1650,KPrGeSe4,4.982702277
1651,Li4MnSi2O7,3.585068103
1652,Na2BeF4,2.294432763
1653,BaSiCl,6.143108663
1654,NaErSe2,8.216007627
1655,Sm2PbSe4,28.14776624
1656,TlBr,10.74334539
1657,BaZnCl2,22.01574585
1658,SrH2,20.79151347
1659,YBi2BrO4,16.77264871
1660,Mo3WSe8,1.920590003
1661,TiBrN,42.08224013
1662,Ba(H2O3)2,22.82822913
1663,Na3MoNO3,2.3737029
1664,HgBr2,6.67144905
1665,PtO2,2.075327413
1666,PrBr3,4.359313453
1667,SrCa(CO3)2,5.41615861
1668,TiSnPt,5.489084117000001
1669,TmTlSe2,13.99622062
1670,BiI3,6.585756462999999
1671,NaBr,3.25717667
1672,UCO5,3.664854413
1673,LiCrO2,10.57776682
1674,TaCu3Se4,0.283301527
1675,Bi3BrO4,25.78574102
1676,NaSmS2,9.083655963
1677,BeS,2.071387967
1678,As2Ru,14.15807643
1679,KI,4.46335221
1680,KAuSe2,2.686819903
1681,BaNaH3Pd,8.91636013
1682,NaDyO2,15.91439241
1683,ZnNiF6,3.162470663
1684,LiNbO3,33.274359999999994
1685,KTlO,4.76875292
1686,PdF4,0.7523174429999999
1687,AgCl,6.730242353
1688,LiCrP2O7,10.03171598
1689,CoHgC4(SeN)4,2.07502371
1690,KBi(PS3)2,13.41190743
1691,Na2ThF6,13.50003924
1692,RbBaSiHO4,6.016317503
1693,ScCuS2,9.85618942
1694,Li2H2SeO5,2.0359485
1695,K3Ta3(BO)2,30.58919748
1696,MnH4(BrO)2,5.33686418
1697,LiTa2CuO6,55.18323473
1698,Al5CuS8,4.789103063
1699,Zn(GaS2)2,3.32664626
1700,Ga2S3,4.311262347
1701,ZnGeN2,4.80305776
1702,CdI2,5.573786147000001
1703,KCl,2.33939358
1704,SmTaO4,35.81586912
1705,KErO2,9.91872086
1706,Li2NbOF5,6.527479812999999
1707,CaSnF4,30.19726717
1708,P4PtF2,1.061970853
1709,SNCl,2.574796093
1710,Zr3GeO8,19.09197818
1711,LiC,2.90887466
1712,K2PAu,5.974551693
1713,LiSb3P2,12.95343162
1714,KBaSiHO4,5.96010009
1715,Mg3(HO2)2,6.076093823
1716,NdBi2ClO4,22.20551512
1717,Na4S2O5,4.533237003
1718,Na2CN2,3.5778408
1719,RbTlO2,8.750910023
1720,LiHF2,6.885464582999999
1721,LiLuO2,23.00054245
1722,Ba2BiAu,10.68386232
1723,Li6FeO5F,7.0156209
1724,Ca4Al6O3,12.27169881
1725,UCdO4,16.62577353
1726,KTeHOF4,5.17369805
