,pretty_comp,formation_energy_peratom
5213,CaCuF4,-2.91289
5214,Sc2PdAu,-0.89266
5215,Ca2MgSi2O7,-3.17756
5216,LiSiNi2,-0.48341999999999996
5217,Y3Al7Cu2,-0.52467
5218,SrBeCu4,0.14134000000000002
5219,Te2Mo(WS2)3,-0.60104
5220,Cr3O8,-1.45832
5221,NbCo3,-0.11594000000000006
5222,AlFe,-0.35768
5223,Li4BeSe,0.10697000000000001
5224,Rb3Tl,0.00443
5225,BaCrSi2,0.5971
5226,KBaIn,0.15173
5227,LaCo5,-0.04324
5228,WC,0.27225
5229,TmMg3,-0.03841
5230,Li2Ti3O7,-2.99361
5231,NaCdAs,-0.41203999999999996
5232,PaGaAu2,-0.43917
5233,Hf2FeIr,-0.70312
5234,PrNiC2,-0.31599
5235,SrMnBe2,0.36635
5236,BeSb2Pd,-0.07996
5237,U(PdS2)2,-0.88264
5238,Be2ZnSe,0.41321
5239,TiNbO4,-2.89049
5240,Sc2BeTc,-0.16994
5241,SnF3,-2.4531400000000003
5242,RbSb3Se5,-0.47958
5243,PtRh3,-0.01117
5244,Li2Ti3CoO8,-2.70658
5245,CaSiPd,-0.8023899999999999
5246,CrFe2Si,-0.21952
5247,Na2AlNiF7,-2.95203
5248,K2LiAlH6,-0.38678
5249,YBe2Se,-0.03255
5250,NaYSiO4,-3.16384
5251,Cu2Hg2SF6,-1.31835
5252,Zr3O,-1.49981
5253,DyHg2,-0.20018
5254,Mn5Si3,-0.22394
5255,Mn2AlW,-0.34703
5256,Nb2Tl4S,-0.6177
5257,ZrCo,-0.34178000000000003
5258,LiAsPt2,-0.25017
5259,SmSF,-3.2313099999999997
5260,CaF2,-4.17138
5261,RbCdF3,-2.59223
5262,H3N,-0.28519
5263,ZnSeO4,-0.92315
5264,Be2Pt,-0.09136
5265,Er2O3,-3.83765
5266,YbPt3,-0.88231
5267,Ba4PdCl,0.14065
5268,DyTlSe2,-1.44032
5269,NdAl2,-0.5254
5270,Li8TiS6,-1.44564
5271,Rb2O2,-1.20671
5272,UGe3,-0.30159
5273,LaBe2Cu,0.30122
5274,Yb3InC,-0.09771
5275,SrBeGe,0.10597000000000001
5276,SrZn2,-0.32467
5277,NaBi,-0.34961
5278,ScIn3,-0.29980999999999997
5279,NdTlPd,-0.66518
5280,Y2W2O9,-3.02446
5281,PtN2,0.38004
5282,YF3,-4.15215
5283,Ba2YMn3O7,-2.49967
5284,NiSbSe,-0.30367
5285,SiAgPt5,-0.25437
5286,ZnCuNi2,-0.12202
5287,InPd3,-0.4124600000000001
5288,BiH3,0.77187
5289,ScTlRh2,-0.58321
5290,Ba4YBi,0.23899
5291,Ti2CdC,-0.57808
5292,ScVO3,-2.6047700000000003
5293,Li2MoO3,-2.22503
5294,ZnMoF5,-2.31074
5295,Yb2In,-0.41363
5296,Zr(NiP)2,-0.8083
5297,NbZnRu2,-0.24104
5298,NaYS2,-2.03782
5299,BaSc4Mn,0.8639600000000001
5300,NaSr3TaO6,-3.04675
5301,NaSr3SbO6,-2.5811599999999997
5302,UTe,-0.40676
5303,ThPt3,-1.13409
5304,Te4MoW3(SeS)2,-0.30474
5305,Y2NiIr,-0.75112
5306,Ba4YGe,0.48435
5307,Hf5Ga3,-0.42162
5308,Be2B,-0.01672
5309,HfBeBi2,0.43439
5310,TiSb,-0.17825
5311,TcRu3,-0.06124
5312,Ta2BeCd,0.19384
5313,Co(CO)4,-0.53023
5314,LiMg3,-0.03557
5315,K2BeSe,-0.16854
5316,Be2GaSe,0.45688
5317,Sm(SiRu)2,-0.8380700000000001
5318,Li2CaTl,-0.05126
5319,LiAsO3,-1.6808299999999998
5320,TlCuAs,0.2247
5321,BaNa2Si,0.18102000000000001
5322,RbVBr3,-1.12641
5323,HfSiSe,-0.9926
5324,ScVOs2,0.2828
5325,BaSeO3,-2.031
5326,BaInTe2,-0.92005
5327,BiSeBr,-0.56989
5328,CrSbS3,-0.57075
5329,HfAsRu,-0.72347
5330,SnAs,-0.07056
5331,Sc2Al,-0.37711
5332,Dy(CrGe)2,-0.28031
5333,Er2Re2Si2C,-0.61479
5334,RbYb3,0.1916
5335,Hf(B2H3)2,-0.17954
5336,Ba4YHf,0.85045
5337,BeCdSi2,0.56685
5338,Na2FeO2,-1.4061
5339,InPbCl3,-1.0187700000000002
5340,YBO3,-3.3475900000000003
5341,Mn8(OF)3,-1.88894
5342,Th3Br,0.02104
5343,PdPbF4,-1.90773
5344,SrBe2V,0.3807
5345,Ca2TlHg,0.14375
5346,CaBeCd,0.10223
5347,U3Si2,-0.10843
5348,MnCo5O2,-1.07086
5349,BaNiRh2,0.51615
5350,InBF4,-2.64869
5351,RbBe3ZnF9,-3.19553
5352,BeTl2Ni,0.20771
5353,Y3Mg,0.01444
5354,CaCd3O4,-1.71067
5355,Be(GaPd)2,-0.05626
5356,TaAlO4,-3.1632
5357,Rb2VCuS4,-1.15093
5358,UTlO3,-2.73172
5359,ErRh5,-0.30694
5360,Y3GaO6,-3.4212
5361,As2SO6,-1.26827
5362,TiBe2Os,-0.16714
5363,HfFe2,-0.36118
5364,Ca(TiN)2,-0.79977
5365,Nd(SiRh)2,-1.03183
5366,H4CN2O,-0.46213999999999994
5367,Sc(Fe2P)2,-0.72055
5368,TlAsPt5,-0.09611
5369,YMgZn2,-0.38682
5370,HfBeCu,-0.12177
5371,U(BO3)2,-2.8283
5372,K3AlO3,-2.22083
5373,Li2FeNi(PO4)2,-2.0190200000000003
5374,Y2PtAu,-1.07945
5375,Li2Co3TeO8,-1.40248
5376,MgFe(GeO3)2,-1.89175
5377,Tl2Pt2O7,-0.85211
5378,BeHg4Ru,1.25519
5379,Ca3CuRhO6,-2.1802900000000003
5380,Ta3SBr7,-0.97968
5381,HoCuS2,-1.48675
5382,Li2H2Pt,-0.53394
5383,Be2MoCl,0.65361
5384,TiBeNb,0.2692
5385,CoAg3(CN)6,0.36409
5386,PrAu,-0.81879
5387,Mn3OF5,-2.2881400000000003
5388,SrLuCuS3,-1.8426799999999999
5389,BeInGe4,0.61978
5390,LaReB,1.1061299999999998
5391,BeTcPb4,1.27114
5392,Sm(HO)3,-2.02937
5393,LiNiN,-0.17665
5394,Li2BeNi,0.00134
5395,MnAl,-0.22066
5396,PrCd3,-0.33846
5397,Sr4BeV,1.35699
5398,ErRu3,0.09711
5399,BeCd4Os,0.91295
5400,LiZrRh2,-0.68767
5401,Li2CrNi(PO4)2,-2.08555
5402,Mg2Sb2O5,-1.9947400000000002
5403,Li(CoGe)6,-0.24169
5404,RbN3,-0.18808
5405,Er2(NiB2)3,-0.60078
5406,Zn(BH4)2,-0.02404
5407,Li2V3WO8,-2.4140900000000003
5408,ErB4,-0.60821
5409,Li2MnCr2O6,-2.08453
5410,Nd(SiOs)2,-0.66945
5411,UCoB4,-0.48995
5412,CeVO3,-3.00821
5413,Ba4CrCl,0.44678999999999996
5414,KHo2CuS4,-1.81065
5415,Sr3(InP2)2,-0.9151600000000001
5416,NdMgAu2,-0.78585
5417,Ca(AlGe)2,-0.4854
5418,TmInRh,-0.77357
5419,ZrSbPd,-0.70153
5420,Mg3BeAl8O6,-3.2658400000000003
5421,LuAsPd,-1.14404
5422,Sc2IrPt,-0.06848
5423,BeZn2Tc,0.13595
5424,TiSnPd2,-0.5695
5425,Dy(CoGe)2,-0.61395
5426,BeVSi4,0.56655
5427,BeTc2Pd,0.08173
5428,ZrCuSi,-0.62517
5429,Li6PS5Br,-1.18008
5430,Tm2MgIr,-0.55104
5431,Ca3Ni7B2,-0.40293
5432,ScBe2Pb,0.15536
5433,Ta4AlC3,-0.5376
5434,VCo2Ge,-0.19991
5435,TlPt,0.53414
5436,ErIn3,-0.3803
5437,Yb2ZnRh,-0.60039
5438,Na3Mo(OF)3,-2.61824
5439,Ti2ReTc,-0.46815
5440,LaBe2Pd,-0.06748
5441,Li2TiCo3O8,-1.89498
5442,AgO,-0.22261
5443,CaAl4,-0.27860999999999997
5444,Ni4N,1.97194
5445,Ca(HO)2,-1.79007
5446,SbIr,-0.15550999999999998
5447,LiCuBO3,-1.86005
5448,PrSmMg2,-0.10322
5449,ZnCuPt2,-0.35896999999999996
5450,Hg3(TeBr)2,-0.19261
5451,ZnCu2SnS4,-0.51939
5452,Co3S4,-0.52972
5453,Tl2PdCl4,-0.83245
5454,RbTcO4,-1.90604
5455,BaZn(AgO2)4,-0.4707
5456,NpO,-2.5746599999999997
5457,LiY2Ru,-0.31247
5458,MnAsO4,-1.44302
5459,DyB2Rh3,-0.7064699999999999
5460,Li2VAsCO7,-1.82491
5461,MnBe2Cu,-0.058329999999999986
5462,Na2BeGe,0.1666
5463,NaHoTl2,-0.25968
5464,Tm2In,-0.34915999999999997
5465,YMg,-0.09389
5466,NaDy3,0.30674
5467,Li3FeF6,-2.62384
5468,LiHfPt2,-0.99589
5469,Sr3(AlSi)2,-0.5
5470,NdOF,-4.00709
5471,Ca(AuO2)2,-1.26839
5472,YP,-1.18941
5473,LiI,-1.28714
5474,ZrBe2Sn,0.08901
5475,Mg6MnO8,-2.80594
5476,PrPd3,-0.78359
5477,LiMg2Pd,-0.49696999999999997
5478,VSiPt,-0.40691
5479,NaMn2O4,-1.83743
5480,YbH2,-0.64461
5481,VIr3,-0.48763
5482,SCl,-0.16683
5483,CaBe2Ru,0.45436
5484,K2CrPCO7,-2.07398
5485,BaErAgS3,-1.7588700000000002
5486,AlPPt5,-0.57005
5487,Te2Rh3,-0.18834
5488,HoCrO4,-2.82793
5489,YBeCd,-0.11617
5490,YbAu2,-0.92585
5491,LiBe2Co,0.03142
5492,Pr2Zr2O7,-3.69754
5493,Sm3RuO7,-2.92358
5494,LiCuS2,-0.61844
5495,SmBiRh,-0.72777
5496,Ba4NiRh,0.97372
5497,CdCo3N,-0.02111
5498,RbErSe2,-1.8363900000000002
5499,PH6(NO)2,-0.81896
5500,CrPd3,-0.05165
5501,TiCl3,-1.6313799999999998
5502,PuNi,0.07016
5503,NaBe4SbO7,-2.55954
5504,MnSiTc2,-0.25069
5505,LiGaHg2,0.19302
5506,BeSiHg,0.6854100000000001
5507,LiAgTe,-0.44045
5508,UIN,-1.4407299999999998
5509,KMnRu,1.49058
5510,Yb(HoS2)2,-2.30506
5511,SrCu2(BO3)2,-2.0485700000000002
5512,Y2ZnIr,-0.72624
5513,K6CoS4,-1.0756700000000001
5514,Mg2TiSbO6,-2.5091099999999997
5515,KBe2Bi,0.43528
5516,ZnCO3,-1.51804
5517,LiSiAg2,1.63718
5518,ErAu4,-0.6454300000000001
5519,Ba(CoAs)2,-0.6389699999999999
5520,Ta2SnO6,-2.7324200000000003
5521,TbYIr2,-0.92463
5522,Rb2O3,-1.11171
5523,ErCuSe2,-1.24746
5524,Li4Ti3Cu3(TeO3)2,-1.94226
5525,Be3Zn4Si3SO2,-2.4643900000000003
5526,Ce2ZnNi2,-0.38842
5527,Re(AgCl3)2,-0.55823
5528,MgBeCu2,0.03668
5529,TmBr3,-1.8223
5530,Y2Mo2O7,-2.86471
5531,K2Al2O3F2,-3.10807
5532,Er3GaC,1.13854
5533,Y2BeW,0.11379
5534,AsSeI,-0.17523
5535,SmSiAg,-0.5655600000000001
5536,Tb(CoB3)2,-0.34576999999999997
5537,BeNbNi,-0.19537000000000002
5538,BeGaRu2,0.03562
5539,KPb2,-0.2253300000000001
5540,LiBi3(BrO2)2,-1.45928
5541,Co2SbTe,-0.08066
5542,AsPtSe,-0.10752
5543,USb2Ru,-0.2986
5544,BePt2Cl,0.38776
5545,Mg4TiBe,0.6149
5546,Ho(MnSi)2,-0.56524
5547,FeNiMo,0.47916
5548,YbPrAg2,-0.42449
5549,ZrTiO4,-3.45761
5550,LuSi3,-0.10558
5551,TeAsRu,-0.37373
5552,Ba2BrN,-1.36901
5553,CuBiPbS3,-0.44544
5554,Na2TlSb,-0.37477
5555,Rb2NaMoF6,-2.82768
5556,NaCuO,-1.14224
5557,W2N,0.39575
5558,LiCoAs,-0.51045
5559,Rb5SiAs3,-0.50354
5560,TiAl3,-0.37375
5561,BaMgH4,-0.49873
5562,LiPd,-0.4637
5563,H4CN5Cl,-0.058329999999999986
5564,ScFe2,-0.33016
5565,Li4H4Rh,-0.44933
5566,BeCuHg2,0.40283
5567,Li4MnO3F,-2.18099
5568,Ti3O,-1.38648
5569,SmSnPd2,-0.8217399999999999
5570,PI3,-0.03756
5571,Al2Re3B,0.26173
5572,Cr2O5,-1.8223599999999998
5573,LiNdTi2O6,-3.22011
5574,BeCo2W,-0.14620999999999998
5575,Li2MgAu,-0.19831
5576,Mn2Cd3O5,-1.21484
5577,SmNiAs,-1.0589
5578,SrMg5,-0.06982000000000001
5579,TaPbBr,1.3087600000000001
5580,LiBeZn,0.14012
5581,Tm2NiRu,-0.53878
5582,CaTiPO5,-2.95154
5583,Yb2AgGe,-0.66738
5584,NaFeO2,-1.4944
5585,ZnCrF6,-2.50941
5586,SBr,-0.05482000000000002
5587,BeGa2Co,-0.02411
5588,BeHgPd2,0.04187
5589,RbIO3,-1.07456
5590,Li7VO5F,-2.30514
5591,K3CrO8,-1.32261
5592,BaPdF4,-2.6992599999999998
5593,Ba4BeCd,0.70428
5594,Ba4LiOs,1.10999
5595,AsRuBr,1.39078
5596,Be2FeCl,0.13316
5597,YB2C,-0.6136
5598,UInNi2,-0.13523
5599,Sr2HoReO6,-2.84807
5600,Lu2PdPt,-1.21457
5601,NbCl5,-1.266
5602,NaAsPd,0.27768000000000004
5603,HoCd2,-0.32971999999999996
5604,Ho2Be2SiO7,-3.42849
5605,WCl3,-0.81989
5606,LiCa2Sn,-0.24755
5607,FeO2,-0.11827
5608,Na4Ge2Se5,-0.85521
5609,PrTe3,-1.03084
5610,Ba(NiP2)2,-0.6821699999999999
5611,Tm(NiGe)2,-0.65973
5612,RbTe6,-0.2752
5613,ZrMnO3,-2.73009
5614,YbCuSb,-0.76956
5615,Sr3FeN3,-0.85945
5616,Nb(Te2I3)2,-0.23441
5617,NaMgSb,-0.57515
5618,Rb4NO,-0.29858
5619,Li4CuSi2O7,-2.38655
5620,Pu3O2,-2.22681
5621,Sr3MnN3,-0.94208
5622,AsPIr2,0.63245
5623,Y(FeB)2,-0.5021
5624,LiPrO2,-2.991
5625,Ba4IrO6,-2.35212
5626,BaTiHg,1.0087
5627,BaCdTe,-0.87684
5628,BaMn2In,0.52273
5629,ScCu3,-0.19243
5630,CeZn,-0.20661
5631,Na3CuO3,-1.31472
5632,BaNa2Sr,1.07866
5633,BeZn2Ge,0.26485
5634,BaTiAlCuO5,-2.3545
5635,TiBeV2,0.055470000000000005
5636,BeCdOs2,0.1409
5637,AlTeI7,-0.35669
5638,KAcTe2,-1.41504
5639,U3As4,-0.78363
5640,NaVAs,0.627
5641,Ge2MoO6,-1.67882
5642,NaDyTl2,-0.26701
5643,Ca2AlSnO5,-2.7455
5644,MoCl3,-0.92461
5645,BeGa4Te,0.45341
5646,CaBeSn,-0.3601
5647,Sc2TcPt,-0.81055
5648,Sm4U2O,-3.63974
5649,Sr2CoO3,-2.05349
5650,YV2O4,-2.63301
5651,CeCd,-0.13934000000000002
5652,Rb2NaHoF6,-3.5307
5653,NaLi3(H2N)4,-0.50879
5654,Ba2CuSi2O7,-2.70379
5655,SmHoTl2,-0.36489
5656,LiHg2Pt,0.0030800000000000003
5657,Ba4MgPb,0.21993000000000001
5658,BeBi4Br,0.52313
5659,Ba4ReHg,1.18953
5660,Mn2AlRe,-0.19607
5661,MgSnO2,-1.99525
5662,Li3VO4,-2.55884
5663,BeVSe,-0.054970000000000005
5664,VZnF4,-2.45359
5665,BC,0.42249
5666,Zn3GaB6PO2,-2.18099
5667,LiBe2Rh,-0.13258
5668,AsCl2F3,-1.45759
5669,Co6O5F7,-1.4987
5670,CrAgSe2,-0.3325
5671,BeNbCr2,0.22689
5672,LiPm2Rh,-0.39223
5673,Ba4GaMo,1.16466
5674,YLuCd2,-0.35621
5675,Li2Ni2SnO6,-1.48848
5676,K3Ag,0.0458
5677,BaTlSe,-0.68406
5678,MgCuAs,-0.36532
5679,Ca(MgAs)2,-1.0429
5680,Li4Cr2P4(HO2)3,-2.10977
5681,BeMo4P,0.76778
5682,ErH2,-0.74447
5683,MoF6,-2.54644
5684,NaMgF3,-3.40881
5685,Ba4CaOs,1.05616
5686,Ba4VSb,0.8123100000000001
5687,KBeZn2,0.58191
5688,FeAgO2,-1.0031299999999999
5689,PuNiC2,-0.24638
5690,MnBeCo4,0.35252
5691,AsS,-0.15061
5692,Dy2IrAu,-0.93954
5693,Zn2CoN2,0.13671
5694,Pr(NiAs)2,-0.81588
5695,Ca(CoGe)2,-0.51457
5696,In3NO3,-1.19241
5697,Y6TeO2,-3.3802800000000004
5698,LiBe2Cr,0.21733000000000002
5699,NaPmAu2,-0.67935
5700,Hg2SeO3,-0.49336
5701,LiBeV2,0.3062
5702,AlTlI4,-0.72644
5703,NaBeSb,-0.10772000000000001
5704,Pr5Ge3,-0.70596
5705,KBe2Te,0.35358
5706,SmFeC2,-0.31021
5707,Lu2InAg,-0.40451
5708,LiV4O5F7,-2.77969
5709,CaPmRh2,-0.61455
5710,Si3N4,-1.04656
5711,LiTbTl2,-0.34405
5712,MgB4Os3,-0.20544
5713,NaBe2Pb,0.6671199999999999
5714,BaTeO3,-2.08385
5715,V5S4,-0.97703
5716,Na2UO4,-2.73773
5717,Sr2Pb,-0.62105
5718,ScTlCd,0.06545
5719,Ho(GePd)2,-0.74707
5720,BeHgRh,0.19837
5721,TbS,-2.15731
5722,ScZnPt2,-0.96201
5723,NbCoTe2,-0.34851
5724,TbAl2,-0.54108
5725,BeSnAs,0.31817
5726,Sr(AgSn)2,-0.37422
5727,Al2PdPt,-0.77041
5728,NaZr2MnF,-3.50539
5729,KPt2S3,-0.73416
5730,Li2ErIn,-0.28815999999999997
5731,AgBF5,-2.1935
5732,P4Ru,-0.44391
5733,Sm3Se4,-1.91794
5734,BeReHg,0.68703
5735,LiP2WO7,-2.10511
5736,Hf2In5,-0.13297
5737,Hg2Mo2O7,-1.59715
5738,BeHg2Pd,0.3445
5739,TiAsOs2,0.22212
5740,Nd2CdHg,-0.36057
5741,Li5TiV3O8,-2.41031
5742,RbCaI3,-1.6154
5743,SiC2,0.36521
5744,Hf2Ga3,-0.46472
5745,Mn2BePd,0.0198
5746,TaAsSe,0.5632
5747,Sb4I2O5,-1.1982700000000002
5748,TaTlO3,-2.38081
5749,Mg2BePt,-0.3499
5750,NaBe2Sn,0.57591
5751,FeTeAs,-0.25219
5752,Al2Ru,-0.66203
5753,Ho3CuSnS7,-1.54879
5754,KAuF6,-1.60169
5755,MgGeO3,-2.19738
5756,DyCoSn2,-0.38165
5757,Sc(ReO3)2,-2.2608599999999996
5758,HoInCu,-0.43838
5759,Tl3H,0.44187
5760,UCl6,-1.52813
5761,Li4VGa3O8,-2.18869
5762,Ag2O,-0.08248
5763,UAu2,-0.33521999999999996
5764,Lu3O2F5,-4.2919800000000015
5765,PuRu2,0.13285999999999998
5766,Rb3H5Pt,-0.40107
5767,SrMgGe,-0.6217
5768,MgZnPd2,-0.66203
5769,Cu(BO2)2,-2.0323599999999997
5770,BaInMo2,1.21135
5771,NiPbO3,-0.89349
5772,Er2TeO2,-3.0874200000000003
5773,Li4SiO4,-2.5528299999999997
5774,RhN2,0.22351
5775,Ce4C2Br5,-1.39741
5776,Ti5CuSb2,-0.36493
5777,MnH4(OF2)2,-1.66777
5778,NaCeO2,-2.7962
5779,AlCuPd2,-0.60764
5780,Rb3Sn,-0.10893
5781,Sm5Co2,-0.15861
5782,FeSi2,-0.29061
5783,ScAu2,-0.87602
5784,Zr2TcPd,-0.55521
5785,Li3Al2CrO6,-2.73115
5786,In3Ge,0.11857
5787,Mn3ZnN,-0.22793000000000002
5788,LiSi2N3,-1.26168
5789,BeCr2Cd,0.26725
5790,PrSnRh,-0.8485799999999999
5791,Co2Sn,0.16339
5792,BeGaTe2,0.33893
5793,Ba4SbRh,0.39833
5794,Te2Os,-0.05571
5795,SmBi2IO4,-2.06734
5796,Hg3(BO3)2,-1.29969
5797,Tl2Hg2PdCl8,-0.69863
5798,Ba4ReRh,1.46571
5799,Be2ZnIn,0.39552
5800,Be2NbRh,-0.21105
5801,ZrBe2Bi,0.15717
5802,Ni3(PbSe)2,-0.25340999999999997
5803,CeRh,-0.8036399999999999
5804,ScCoC2,-0.41345
5805,Al2CuTc,2.34803
5806,LiGaNi2,-0.35519
5807,Ba4HfTa,1.45541
5808,BeRe2Cl,0.19045
5809,Rb3AsSe6,-0.35854
5810,BeHg2Te,0.45042
5811,MgBeSe,0.02079
5812,CdHClO,-1.1397700000000002
5813,Dy2Hf2O7,-3.82745
5814,BeTl2Cr,0.80353
5815,BeRu2Rh,0.031
5816,Zr6CI2,-0.9981700000000001
5817,RuI,0.9270299999999999
5818,Er2ZnIn,-0.41638
5819,Al2BiSe4,-0.7924
5820,BeVOs2,-0.06496
5821,Hg2P3Br,-0.05961
5822,Ba2CuPd,1.2086
5823,SrAl2O4,-3.31902
5824,Rb2CoSe2,-0.78005
5825,NdAl7Au3,-0.5615600000000001
5826,TiB,0.62688
5827,KNa2Be,0.47338
5828,TaO2F,-3.0161700000000002
5829,Lu2AgOs,-0.46395
5830,BaTe3,-0.94926
5831,BaYTiCuO5,-2.8595599999999997
5832,Ba4MnTc,1.36358
5833,LiScS2,-1.94491
5834,Li2TmTl,-0.21647
5835,CaAlSi,-0.46326999999999996
5836,ErP,-1.7107299999999999
5837,BeO,-2.53707
5838,V(CO3)2,-1.59171
5839,LuGeAu,-0.7901
5840,YbGePt,-1.08028
5841,Ba4GeSb,0.13174
5842,K3NaCr2O8,-2.18763
5843,LiPmAu2,-0.73935
5844,SrBeCd2,0.20738
5845,Hf2S,-1.1020299999999998
5846,LaMg3,-0.13139
5847,ScPt3,-1.0845799999999999
5848,NaHO,-1.37081
5849,KH3F4,-2.0047
5850,LiMnPd2,-0.32816
5851,FeRe,0.05337000000000002
5852,Lu2(CN2)3,-0.87056
5853,Rb3InO3,-1.53933
5854,Nd3(BN2)2,-1.46973
5855,ZrZnAs,0.08827
5856,Co2Ge,-0.0717
5857,SiC(ClF)3,-1.37174
5858,YBe2Fe,0.05322
5859,YB2,-0.27609
5860,MnBO3,-2.14587
5861,MnPH2CO6,-1.55295
5862,BaTi2As2O,-1.6952599999999998
5863,Yb(SiAu)2,-0.50903
5864,Ba4ScRh,0.8733799999999999
5865,BaSi2Ir,0.5114
5866,Li3Zn,-0.13775
5867,SrAgO3,-1.22939
5868,MnSiRu2,-0.35052
5869,Ti2GaNi,-0.2525
5870,BaTcBi,1.32207
5871,K2Co(H2Se)2,-1.1076
5872,NaTbO2,-3.0217099999999997
5873,Nd2ZnAg,-0.31676
5874,Sm3GaO6,-3.30611
5875,InFeRh2,0.40965
5876,YbAgSb,-0.7515
5877,Ta2Te4O,-0.84083
5878,Cr(SiO3)2,-2.51809
5879,KH2I3O,-0.88515
5880,Sr2CdAs2,-1.03126
5881,Ba2Ti3AlO8,-2.88515
5882,Ba2YCr3O7,-2.53505
5883,FeBiO3,-1.31949
5884,YZn5,-0.29832
5885,LiTeHO4,-1.2719200000000002
5886,PrF3,-4.15958
5887,LiNd2Ga,-0.29496999999999995
5888,Li3Ti2V2O8,-2.6934
5889,YErO3,-3.792780000000002
5890,Pr(SiRh)2,-1.0181799999999999
5891,Li2VF6,-2.9774
5892,UPd3,-0.5585899999999999
5893,NaAc2Sn,-0.31461
5894,Ti2Al,0.53606
5895,HoScRu2,-0.49769
5896,TeMoWS3,-0.61348
5897,NdFe2,0.04498
5898,Pm2S3,-2.1674
5899,TaInS2,-0.9601799999999999
5900,MgSbRu2,-0.16235
5901,Lu2CdS4,-1.80139
5902,MoCl3O,-1.21696
5903,ZrBeCl2,-0.18483
5904,YTh4,-3.93376
5905,MnBe2Pt,-0.24551
5906,NbRu3C,-0.02075
5907,LuCl3,-2.22571
5908,TaO2,-2.79812
5909,Ba4GeRu,0.9188
5910,BaBiIO2,-1.97786
5911,BaN3Cl,-1.00473
5912,HRh,0.12625999999999998
5913,H4INO4,-0.37634
5914,Mo2AsPd,0.33904
5915,SrMn2Si,0.58831
5916,K4SrU3O2,-3.06259
5917,La3InC,-0.3794300000000001
5918,BaLiCa,0.53975
5919,BiF4,-2.11516
5920,Pr3CuGeSe7,-1.3756
5921,Ba3SbN,-0.91333
5922,LiBe2Cl,-0.24341999999999997
5923,Ce(GePd)2,-0.74805
5924,BeFe4Ir,0.13288
5925,Ba4NbRu,1.4681799999999998
5926,AlVRu2,-0.61861
5927,CaMg(SiO3)2,-3.0610000000000004
5928,Sn3Pt2,-0.47405
5929,CaAcIn2,-0.49908
5930,PrRh,-0.70449
5931,Li6Fe(O2F)2,-2.2171
5932,Li3MnO4,-2.00736
5933,Sr2BeBi,-0.00359
5934,MnPH2O5,-1.75052
5935,Ba2HoB2ClO6,-3.13394
5936,Ba4ZrCd,0.69462
5937,CeB6,-0.53379
5938,LiAuI4,-0.46452
5939,LiBe2P,0.12476
5940,Na2PRuCO7,-1.77705
5941,BaCdSb,-0.29875999999999997
5942,PrRh2,-0.6692600000000001
5943,K2SO4,-0.25646
5944,Ba4PSe,-0.03257
5945,ZrBe2Br,0.45956
5946,LiMgPd2,-0.65799
5947,PSe,-0.04488
5948,ZnCoPHO5,-1.62565
5949,TlBS2,-0.5313100000000001
5950,NaTmGeO4,-2.6701599999999996
5951,Li2RuF6,-2.46657
5952,AgSe,0.12469000000000001
5953,BaRu2Pt,0.8247
5954,Sr2InI5,-1.4544
5955,CuP2(HO)4,-0.95268
5956,Ge2Os,-0.04973
5957,LiCaNiF6,-2.84265
5958,LuNi4Sn,-0.42539
5959,YbCu5,-0.28575
5960,V5SiB2,-0.6391
5961,Sr(BS2)2,-1.0634299999999999
5962,LiYF4,-3.95992
5963,Ba4VSe,0.53175
5964,RbFe(SeO4)2,-0.96703
5965,YbPm3,0.06065
5966,KTi2F7,-3.40965
5967,TmNbRu2,-0.40886
5968,TbYbPt2,-1.30102
5969,HfMn2,-0.26228
5970,U2Co2Sn,-0.24663
5971,PbN,0.76984
5972,LiLaHg2,-0.37819
5973,Mo5As4,-0.03678
5974,KBaV4,1.05092
5975,Tb3Al5O2,-3.5627800000000005
5976,YHSe,-1.55306
5977,DyPt3,-1.07485
5978,TmCdPt2,-0.91365
5979,Li2VO2F,-2.5423
5980,K2Sr(P2O)2,-2.50826
5981,NdBr3,-1.98489
5982,Ti2NbPt,-0.41828999999999994
5983,Ba4TeW,0.7861899999999999
5984,UO2,-3.37915
5985,CaNdZn2,-0.37238
5986,Fe3W3N,-0.14837999999999998
5987,Zn(InS2)2,-0.63583
5988,LiBi,-0.39787
5989,LiCo3(OF3)2,-1.89711
5990,Be2HgBi,0.86923
5991,HfBe2Rh,-0.27467
5992,Ta2AgF2,-2.8998
5993,NaCuO2,-1.0505
5994,BaMo2Br,0.96241
5995,Sc2RuPt,-1.02006
5996,Mg(TiS2)2,-1.37895
5997,SrSe,-2.20404
5998,Ce3Ga,-0.23699
5999,TiAlAu2,-0.4602100000000001
6000,SnPbF4,-2.44537
6001,LiTaW2,0.23848000000000005
6002,Li2Fe3O3F5,-2.07913
6003,TcSnSe,0.92238
6004,Nb2P5,-0.5770000000000001
6005,Ba(MgGe)2,-0.54482
6006,PtO,0.38649
6007,Na2HgSb,0.08213999999999999
6008,PrBrO,-2.97437
6009,La2AlNi9,-0.4215600000000001
6010,Ho7FeI2,-1.22286
6011,Tl2Sn2S5,-0.45935
6012,BeNbCu2,0.24144
6013,Ba4BeSi,0.84751
6014,K2NaFeF6,-2.7119
6015,Ce2C3,-0.35457
6016,SrIr2,-0.40071
6017,Ba4MgFe,1.04074
6018,Ba2TiNi,0.66906
