,pretty_comp,dfpt_piezo_max_dielectric
883,Si4P4Ru,17.91133787
884,BeBr2,4.19414208
885,SbSBr,56.27760513
886,RbMgBO3,6.026426047
887,Li4WO5,18.92782332
888,Ba2HfS4,31.46334992
889,LiBF4,3.779771237
890,YbBr2,6.938217967000001
891,YN,11.9391752
892,ScPS4,9.285049707
893,NdH3(CO2)3,6.94064564
894,Tl4SiS4,25.62650847
895,NdBr3,8.645358697
896,KBiO2,13.17245823
897,RbCuC2,6.857553492999999
898,KAuC2,6.93689065
899,SmIO,8.903495647
900,Rb2Hf2O5,14.35444577
901,ZrMnO3,29.82941124
902,NaS2,8.552503427000001
903,HgCN2,11.78426307
904,MoCl4O,6.196375043
905,LiB6C,8.59562794
906,TiF4,5.913634943
907,Mn(GaS2)2,9.67227736
908,NaSb(PS3)2,16.0738399
909,BC2N,6.6549552929999995
910,Sm2CdS4,45.2206266
911,ZnS,9.390830687000001
912,KNbSe2,13.01107937
913,CaGeO3,57.44882116
914,ZrC,39.42266695
915,ZrS2,37.88395526
916,KBi2F7,25.17137926
917,BaAuO2,15.70515345
918,SbAsO3,11.01817384
919,CdSiP2,13.55064608
920,KHF2,5.706554092999999
921,Ba(MgAs)2,16.44047932
922,YAgSe2,22.14500034
923,Er2Be2GeO7,13.02543321
924,NaMnCrF6,6.283810022999999
925,LuTlTe2,22.38042246
926,Nd5AgSe8,26.04775307
927,NdIO,11.438552900000001
928,Zn2W3O8,16.22995249
929,SbSeI,48.90396119
930,RbBiO2,11.93834758
931,TmTlO2,60.58201773
932,Tm2O3,18.51745331
933,Na2PdS2,11.67987078
934,NaPH3NO3,5.3710202
935,Na2PdC2,11.13007142
936,NaCrS2,13.09836617
937,Ge2S3I2,5.758997383
938,Th2SeN2,21.82466196
939,Sr(Si3N4)2,13.40824207
940,KCN,6.32415417
941,H3ClO,5.18065024
942,KCl,6.943310143
943,K2LiBO3,8.378579363
944,CeZrO4,43.44649839
945,Li2CeAs2,24.09434255
946,Lu3AlO6,13.06018762
947,HfS2,30.79463633
948,SmSF,15.26074311
949,KAsSe2,9.014979542999999
950,InI3,7.00076326
951,Ba2BiBr,30.93321063
952,NbCu3Se4,7.896995477000001
953,BeCN2,7.14643942
954,NaNO2,4.642000727
955,SiAs2,13.32308132
956,NbOF3,7.69336416
957,TeOF2,14.95652024
958,Yb4Cl6O,8.6163559
959,LiErS2,18.4468277
960,Li5GaO4,7.988423967
961,Li3SbS4,4.57774471
962,SrAl2O4,9.986865123
963,K2Te2Pt,10.68612734
964,TmTlTe2,22.26679498
965,K2S,5.829797162999999
966,PrCuO2,11.82000228
967,Yb(ZnP)2,20.672992800000006
968,BaHBr,8.60541212
969,Lu2CCl2,24.03365594
970,HfBrN,10.87077454
971,Tl2O,27.88264657
972,FePH5CO4,5.462577583
973,Zn4(B2O)3,7.603901957000001
974,Li2BF5,5.45918853
975,CaTi2,10.85179323
976,MoO3,17.64833082
977,BaHgO2,7.67428692
978,Rb3NbO8,8.170341017
979,PbClF,18.38709916
980,CdPbF6,7.992956657000001
981,GaS,8.910812917000001
982,LiTeHO4,11.10643665
983,NiP2,25.85458991
984,AgBi(PSe3)2,21.03345082
985,InSe,10.97119651
986,RbCl,4.735996677
987,BaLiP,25.24557745
988,AlSiTe3,15.75410163
989,SrO,17.53468324
990,MgTlF3,13.31319024
991,Hg3(SF)2,20.21802392
992,SbSI,58.82036228
993,Li4CO4,7.492424152999999
994,NaBF4,4.20554065
995,YBi2ClO4,23.26941727
996,NaDySe2,14.64507794
997,Sb2S3,69.84859293
998,TbBi2BrO4,23.04447229
999,NaCN,5.38128959
1000,MgMnF6,5.9394279270000006
1001,AlCuO2,9.287770933
1002,Y3CuSnS7,16.43698827
1003,HgSe,24.40985334
1004,TlHgF3,48.11507418
1005,Ba3Ti2O7,39.21059122
1006,Pr2PbS4,37.89744436
1007,CS2,3.601430883
1008,Sr2HN,19.66662624
1009,NdOF,13.95504129
1010,Na6BeO4,8.05748319
1011,SiS2,5.476784667
1012,RbH3O2,6.28671246
1013,P2Se5,11.04949231
1014,GaF3,6.582492922999999
1015,ScCl3,7.13125175
1016,Ba(NdSe2)2,22.14153364
1017,AlAgSe2,9.70974285
1018,Ga2PdI8,7.71522067
1019,Cd(HO)2,11.43919169
1020,SmOF,13.76559055
1021,BaTe,27.60746365
1022,V2Te2O7F2,46.440578
1023,MgMnF4,8.770130542999999
1024,SiH8,2.197924827
1025,GeH3Cl,4.521068293
1026,CaB4O7,11.50043188
1027,CaC2,9.685037917
1028,MgTa2O6,65.64340961
1029,RbLiSe,8.125694023
1030,P2S7,6.999982312999999
1031,K4HgAs2,8.543301363
1032,AlAsO4,5.350469503
1033,Ba(InTe2)2,14.40892049
1034,BiAuO2,25.29046501
1035,K2PdCl4,4.771676867
1036,HgCl2,7.723416137
1037,Mg2SnO4,10.96122478
1038,AuI,8.002218417
1039,Hg(ClO3)2,6.101516767000001
1040,NbCoSn,38.40064233
1041,Mn(Sb2O)2,14.08160699
1042,NbFeSb,45.3462256
1043,ScBrO,27.75850123
1044,Li8MnO5F,10.70074613
1045,ThSbRh,28.17726967
1046,Li7SbO6,10.22940308
1047,Ca(ZnP)2,20.7838572
1048,Ga2HgTe4,18.32520964
1049,PCl3,3.782397673
1050,KHoO2,13.79589968
1051,HgI,21.62726375
1052,K2SmF5,6.49501409
1053,Zn(CN)2,3.0370827830000002
1054,NaAgO2,9.576265027
1055,TbTlSe2,21.89592631
1056,DyClO,15.57730815
1057,VF5,3.35670504
1058,K2MnF6,5.835887562999999
1059,Ho3CuSnS7,16.419809400000002
1060,K2NaAlF6,6.087428967
1061,KYTe2,12.90888016
1062,PbO,85.43720004
1063,TbH3(CO2)3,7.253275537
1064,CuBS2,9.511289733
1065,Zn(GaSe2)2,11.44250091
1066,K2Se,5.8189858
1067,Na2MgSiO4,5.402159807
1068,CdBr2,8.144473137
1069,ZnSbF5,14.20740623
1070,YHSe,14.326342499999999
1071,SCl2O,4.04850316
1072,Te2Mo(WSe2)2,9.599084597000001
1073,Rb2NiO2,6.56721686
1074,NaPrS2,17.15087658
1075,CaS,11.53249075
1076,DyTlO2,61.45094938
1077,RbYS2,11.69717154
1078,P4S3,5.343440613
1079,TmBi2ClO4,22.16156365
1080,BaTm2F8,9.347806807000001
1081,Na2ZnGeO4,6.424585877
1082,BaBrF,8.03949071
1083,S5N6,4.85223028
1084,LiTlPHO3,11.19400893
1085,NbCu3S4,6.846643917000001
1086,Ca2AlBiO5,19.59758259
1087,Be4TeO7,7.487163852999999
1088,ZrSiPt,20.70624535
1089,Ba2NCl,27.61395998
1090,HOF,3.422215393
1091,MgS,6.622112123
1092,Zn2GeS4,9.308064023
1093,NaHS,7.602590782999999
1094,HgB4O7,13.86098216
1095,TiCoSb,32.04487921
1096,Zn(HO)2,8.865433587
1097,Rb2LiAsO4,7.123190457000001
1098,TlInS2,34.65795039
1099,RbLiCrO4,5.632870593
1100,MnTlF3,25.6479693
1101,ZrPdF6,7.492536397
1102,SrAuO2,14.13093739
1103,Rb3BiSe3,8.048054263
1104,KAlSiO4,6.161489992999999
1105,Cd3AsI3,10.48423525
1106,Li2VBO4,10.40243449
1107,CdSO4,8.927404433
1108,CoSnC4Cl3O4,4.0638759030000005
1109,SiBi2O5,31.37414088
1110,Al2ZnTe4,11.05856045
1111,CdBiS2Br,34.89426695
1112,ErTlS2,22.46168876
1113,RbAs,11.59916346
1114,LiYbAlF6,6.26009753
1115,Mo2H2O7,16.56522712
1116,Pd(Se3Br)2,12.14060531
1117,Li2GeF6,6.43143116
1118,Tl3PO4,13.37303678
1119,Yb(PrS2)2,19.42625103
1120,SrTiN2,28.81204014
1121,KYGeS4,10.01037788
1122,LiV(PO4)2,17.28117636
1123,YCuO2,10.64886448
1124,AuBrF6,4.745545267
1125,Na2ZnSiO4,6.02834599
1126,VCuO3,10.50094796
1127,Mo3W(SeS3)2,8.878197157
1128,LiCdBO3,7.524535377
1129,KPrTe2,14.53694685
1130,H4IN,6.864023697
1131,H4CN5Cl,4.43581415
1132,LuAgO2,10.19554528
1133,SnPSe3,37.42582079
1134,CaMgNiH4,33.80039795
1135,YbTe,12.39396733
1136,TbTlS2,22.31619722
1137,TiTl2F6,17.85816868
1138,B2O3,6.40166319
1139,K3ClO,22.64397761
1140,Y2Be2GeO7,12.78160651
1141,RbInTe2,10.96523992
1142,Hf2SN2,23.55012066
1143,GaI3,6.102561947000001
1144,ZnPtF6,5.99506889
1145,MgSiO3,15.23737469
1146,NaLiS,9.28360014
1147,Rb2PbO3,9.469340537
1148,TmBi2BrO4,21.78374486
1149,Li3N,12.97144944
1150,NbI5,28.58966259
1151,BSb,12.06803679
1152,Lu2(CN2)3,9.13843718
1153,HgN3,13.78438153
1154,Ca(HoSe2)2,15.51852648
1155,KAlF4,8.455712923
1156,Ga2Te5,25.66945447
1157,K4CO4,9.441520767
1158,HfNCl,10.92464794
1159,Li3NbO4,17.38146656
1160,GaTeI7,11.19972429
1161,Rb2HfF6,7.017541317
1162,KNa(BH4)2,4.62348052
1163,BaHI,9.438144263
1164,UF5,5.74349108
1165,SmOF,12.45879123
1166,Yb4Sb2O,30.08105473
1167,ErTlSe2,21.91978892
1168,Na4SnS4,8.403716142999999
1169,Ca3CdO4,15.45727419
1170,K2ZnF4,7.51400807
1171,ScAuO2,14.49010209
1172,Mg2H2O3,8.26440198
1173,Rb2BeF4,5.977042772999999
1174,CdHClO,8.468006547
1175,IrI3,8.393084193
1176,LiGaS2,7.768115527000001
1177,ThSeO,24.96586965
1178,K2HgO2,6.09547149
1179,Ga2PbO4,20.20564954
1180,K2PbO3,8.83007989
1181,AsCl3,4.4855147230000005
1182,TbF3,10.37454918
1183,PbIBr,37.25454598
1184,Si3H,9.249153327
1185,KTmO2,13.09974497
1186,Li2MnPO4F,11.2944325
1187,Nb3Sb2Te5,26.959521000000002
1188,H(CO)2,7.597760813
1189,Rb2O2,5.69304104
1190,CuB(CN)4,3.33623616
1191,Ca3AsBr3,10.70150225
1192,Hg2P2S7,13.50287561
1193,HfZrO4,30.76805217
1194,Er2TeO2,14.98751248
1195,Mg(ReO4)2,4.634651437
1196,TaBe2Rh,53.07936492
1197,Sm2SO2,13.76637989
1198,B2S2O9,5.27265586
1199,CdS,9.082461277
1200,Na4CrO3,13.14048952
1201,Cu2WS4,6.39016867
1202,Ag3P,12.26241393
1203,LiTmO2,35.78219521
1204,RhBr3,7.6721981470000005
1205,Rb2Se,5.867829072999999
1206,Ga2TeSe2,10.24301272
1207,TiZnF6,9.385845807
1208,LiGaSe2,8.70514665
1209,YbSe,7.682771702999999
1210,BiI,18.24201314
1211,SnC,18.86370068
1212,K4Au6S5,7.927855
1213,RbCaCO3F,7.49873483
1214,TbCl3,8.378738223
1215,SmH3(CO2)3,7.028901042999999
1216,B2S3,7.526876722999999
1217,Mg(BeAs)2,19.87082783
1218,K4I2O,6.51598409
1219,Na6MnTe4,10.10331798
1220,RbSmTe2,13.89030549
1221,TlN3,17.55038436
1222,HgHOF,8.960491583
1223,Bi2Se3,71.85511212
1224,Mg2PN3,9.52957279
1225,SrHBr,9.14181288
1226,TbBi2ClO4,24.41884865
1227,W3(Se2S)2,12.47484202
1228,Zn2Sb2O5,23.3863586
1229,LiZnPS4,7.7645116970000005
1230,MnTeMoO6,19.14946754
1231,NaSbS2,27.32413729
1232,Rb2ZrCl6,6.954445437
1233,LiSbTe2WO2,25.8860882
1234,Zr(MoO4)2,12.43962973
1235,KSbS2,17.17154496
1236,AgH,12.49922984
1237,CrBiO3,36.40369247
1238,HgPbF6,10.12830641
1239,MgI2,7.8126482170000005
1240,Rb2Te,5.704429287000001
1241,AlF3,4.974540037
1242,ZnC2S2(OF)6,4.169075397
1243,MgGeN2,9.296313753
1244,YCl3,5.80258396
1245,BaAl2O4,11.63411995
1246,Nd2SO2,14.04345114
1247,BH6CN3F4,4.31699685
1248,Rb2GeF6,4.717518473
1249,Sm2PbS4,36.84663398
1250,NaNbS2,12.67498431
1251,TmBrO,8.8060622
1252,Ti3MnO8,44.17577236
1253,YbI2,5.95331434
1254,TmAg(PSe3)2,13.14505135
1255,Zn3CdS4,9.707550633
1256,NaAuO2,8.174796057
1257,LiInTe2,10.39650087
1258,MgO,10.28395886
1259,LuSBr,10.28437924
1260,K2Se5,12.27983559
1261,HgSeO4,13.85494106
1262,Ca2SnN2,19.85457365
1263,HS7N,4.654287343
1264,BaSr3O4,32.00546082
1265,AgNO2,8.074438642999999
1266,SrGaSiH,21.2042703
1267,Sr(MgAs)2,14.963215
1268,TiSnO4,56.42953065
1269,ZnPdF6,6.923479102999999
1270,Pr3AgGeS7,15.53591276
1271,HfBrN,15.21109721
1272,Zn4B6SeO2,7.99053673
1273,BiSeCl,33.26210446
1274,SnS2,11.08031439
1275,LiYSe2,21.13414658
1276,VCu3S4,7.73878981
1277,Sr(BiO2)2,15.61220905
1278,K3AsSe3,7.7491184429999995
1279,NaSrP,17.66163706
1280,Zn3(PS4)2,9.112843983
1281,LiZnP,16.94261021
1282,BNCl2,3.295715173
1283,SrAlSiH,19.360356200000002
1284,RbAcTe2,29.37432327
1285,NaLi3(H2N)4,5.511186837
1286,SrC2,9.264086467
1287,WOF4,4.661674503
1288,Ca4P2O,27.78239711
1289,LiAlSe2,7.345551697
1290,Na2Se,7.015214267
1291,Nb3TeCl7,8.155889853
1292,InGaS3,11.84413064
1293,DyCl3,8.42314201
1294,KGeNO,8.020194542999999
1295,TiZnSiO5,14.88492673
1296,NdZnPO,19.8049837
1297,KUO3,18.20930337
1298,InPbCl3,16.1642125
1299,YTlTe2,21.36153645
1300,IO2F,12.65833563
1301,Tb2YbS4,19.81191176
1302,Pr2SeO2,14.31887083
1303,FeN3ClO3,3.851043633
1304,RbI,6.864221153
1305,Rb2Pd3S4,9.990683423
1306,NdBi2BrO4,26.38893268
1307,RbDyS2,12.21271506
1308,MgSnP2,12.32189586
1309,SiSe2,6.71755444
1310,Zn(SbO3)2,26.91424239
1311,ErBi2IO4,23.146668899999998
1312,DyTlTe2,22.22781405
1313,BaHCl,8.282014687
1314,KNbS2,12.01320738
1315,Bi(BO2)3,9.38024513
1316,HoTlSe2,22.16787558
1317,RbLiS,8.165107197000001
1318,AlSbO4,11.15977978
1319,LiNbS2,15.17258847
1320,Na2GeO3,6.045799923
1321,P2Pd3S8,7.83841517
1322,TeWSe,8.239134647
1323,LiCaAlF6,6.324763167
1324,BH3OF4,4.560118237
1325,ErZnAsO,27.49991481
1326,RbHoO2,14.78859529
1327,YbB4O7,11.58743941
1328,SnB4O7,19.47328281
1329,Ba2SbAu,30.96343603
1330,Ge2N2O,8.271815617
1331,Pr2AlNO3,29.13951311
1332,FePb2(CN)6,11.61782732
1333,Rb2O,9.343733027
1334,NaScS2,15.81649874
1335,KPH2SO3,6.041055737000001
1336,BaLiAs,23.77655311
1337,LiAgC2,5.948216907000001
1338,MoW2(SeS2)2,11.73028069
1339,KNdGeS4,10.09425487
1340,BaZnSO,14.83947863
1341,LiVPO4,10.91170452
1342,NaGaO2,6.479481252999999
1343,KSrCO3F,10.90975562
1344,Mg2ZnAs2,26.250516100000002
1345,NaInS2,15.33811522
1346,GeSe2,12.46266074
1347,BaHfO3,34.37437392
1348,BaAlSiH,19.72368278
1349,BaSe,12.93553811
1350,SbTeI,39.12560559
1351,Li3BePCO7,8.32395203
1352,ZrZnN2,40.14137277
1353,Li2Si3NiO8,8.698809763
1354,P4S5,6.577460792999999
1355,BaMgO2,11.38578872
1356,Li2GePbS4,43.18203277
1357,Sr7(HCl)2,9.384166637
1358,As2PbO6,17.14099649
1359,VO2F,7.184457983
1360,NbBr2O,16.70984772
1361,SrSiO3,22.66490922
1362,KErTe2,13.49956449
1363,RbHF2,5.7392505929999995
1364,Cd(GaTe2)2,14.00759954
1365,BaI2,11.47992024
1366,Rb2SnO3,25.29118482
1367,TiGeO3,33.11063307
1368,NaSrAs,17.92271941
1369,LiDySe2,19.31958004
1370,CS2NClO2,4.187058113
1371,AgI,17.93332337
1372,BaGa4S7,13.140264800000002
1373,Ca2AsI,12.2304541
1374,Ag3AsS3,16.32828262
1375,KAgC2,5.5266853
1376,FeSeCl7,7.1323492029999995
1377,K2S5,7.518846673
1378,W2Se3S,8.77684882
1379,KSmS2,12.81398316
1380,CuSe2Cl,61.79307053
1381,As2SO6,12.68369762
1382,TlI3,21.49467331
1383,RbErO2,14.488408300000001
1384,BiIO,44.04984544
1385,Tl3VO4,20.7419412
1386,SmTlSe2,21.87878772
1387,Li2CrO4,8.104254947000001
1388,RbPbCl3,16.98457945
1389,Ga2TeS2,9.568186500000001
1390,NaDyS2,13.67948092
1391,K2Cu(ClF)2,6.58013883
1392,Al2Si2H4O9,5.73220006
1393,MgBr2,6.301647827
1394,KNaThF6,7.581865367000001
1395,Cd(InTe2)2,14.68417968
1396,SnICl,43.02801564
1397,Tl2Sn2S3,74.97810296
1398,K2NiO2,6.3239129929999995
1399,BaBe2Si2O7,9.0276864
1400,KNdO2,15.796728400000001
1401,Sc2CCl2,24.30812643
1402,YCuO2,10.64649139
1403,Br2O,13.92284279
1404,KCrS2,11.31338057
1405,CoCuO2,15.44788686
1406,RbMgF3,5.931642233
1407,InBr,31.79081174
1408,MgAgF3,16.42455889
1409,InClO,7.90380082
1410,NaCdF3,5.907417013
1411,NdBrO2,13.48366826
1412,BaCaI4,13.27460054
1413,CuCN,4.665180463
1414,DyTlSe2,21.91973437
1415,Ba2CuBrO2,7.81574806
1416,Pr2PbSe4,40.29584594
1417,YbMgNiH4,45.94947588
1418,RbAlF4,6.485016432999999
1419,Li4TiS4,6.71363792
1420,MoSe2,9.75331545
1421,NdTlSe2,21.80147588
1422,BaB2F8,6.464655183
1423,LiYF4,8.540113817
1424,AcBr3,8.40627273
1425,Au2O3,10.41153942
1426,Au7I,18.81689856
1427,BaLiH3,14.67460041
1428,GaBr3,4.849691383
1429,Na2SiO3,5.381892167
1430,BaCl2,6.94656705
1431,AgClO3,11.92985436
1432,H2O2,3.70294508
1433,Zn(InSe2)2,12.37789253
1434,K2SiF6,4.726654917
1435,KTbS2,12.35287089
1436,Sr2H6Ru,10.46852853
1437,KH8N3,6.0007568
1438,BCl(OF2)2,5.999822127000001
1439,HfTeSe4,52.74297634
1440,CaH2(BrO3)2,6.89459413
1441,CaH2(ClO3)2,6.8983138429999995
1442,Rb2Zr2O5,20.04110317
1443,NaTlO2,14.49525103
1444,CaH2,30.62367973
1445,SrBe3O4,8.58982188
1446,ZnCoF4,15.76415606
1447,Er2SO2,13.4023581
1448,HgSO4,13.16547199
1449,NaCaAs,10.29981316
1450,ZnO,28.823672499999997
1451,SrB4O7,9.35566496
1452,Li2TiTeO6,20.34016171
1453,Rb2H6Pt,5.196651313
1454,ZnPS3,15.87972092
1455,Ag3SI,15.52268797
1456,PdBr2,7.2987993829999995
1457,Hf(B2H3)2,3.13320959
1458,BiClO,38.18585871
1459,RbSrCO3F,6.926787462999999
1460,AlCuO2,9.28293579
1461,LiGaO2,16.57965896
1462,Tb3BWO9,15.243229300000001
1463,KBrO3,6.48581625
1464,BeSiAs2,11.77608812
1465,DyZnPO,19.214550699999997
1466,NaF,4.789475273
1467,Cd(GaSe2)2,11.465290699999999
1468,TeRhCl,15.74063326
1469,K2NiF6,4.748847077
1470,NaPrSe2,15.88218408
1471,SbIrS,21.82249657
1472,RhCl3,6.23493563
1473,TiCdF6,8.316549363
1474,LiAuF6,5.54765263
1475,IOF3,8.576254273
1476,CdPS3,11.42220869
1477,Cd(InSe2)2,12.07783652
1478,Li2TeO4,9.181754032999999
1479,Hg(BiS2)2,44.83889437
1480,Li3VO4,6.60308073
1481,BaTe,12.37058757
1482,BaAl4S7,12.07415659
1483,Ca2BrN,13.21443208
1484,Y2Be2SiO7,11.20003757
1485,RbSmS2,12.7440425
1486,Sr2CdAs2,19.04268766
1487,LiAsF6,5.281243213
1488,BiSeBr,32.80212771
1489,KNiIO6,8.36797913
1490,RbV(CuS2)2,9.078660693
1491,KErS2,11.88430902
1492,LiH,16.09133873
1493,Li2CdGeO4,7.5799073329999995
1494,NaLuS2,12.782775599999999
1495,Nd5AgS8,23.22741925
1496,KLiTe,8.1179141
1497,HgF,14.83790391
1498,Pd(SeCl3)2,7.057740857000001
1499,SnF2,17.52394904
1500,BaBeF4,19.60410202
1501,H6CNF,4.00862545
1502,Zn4P6N2O,9.01585663
1503,BaSi4O9,8.04228705
1504,Rb2PtS2,8.470586887
1505,BAsO4,7.26120294
1506,LiMnO2,12.5370909
1507,KCaSiHO4,9.4114463
1508,AgHgAsS3,20.47178739
1509,Ta(TeBr3)2,15.11547846
1510,BPS4,5.920284082999999
1511,K3BrO,11.64874921
1512,YBi2IO4,23.67618466
1513,K4CdP2,8.118066512999999
1514,Sm3CuSiS7,15.06113196
1515,GaP,12.79608896
1516,Er2O3,18.8800557
1517,MgPSe3,9.847166403
1518,TcS2,14.76174387
1519,Tl2SnF6,17.41704342
1520,PbCN2,34.8965271
1521,Ca3AsN,36.00067049
1522,Ge2N2O,7.7992797629999995
1523,Li2NiPO4F,8.941787193
1524,K3IO,8.414794237
1525,KSmTe2,14.24375316
1526,SrBrF,8.459242307
1527,NaGe2N3,9.824491317
1528,KPrO2,16.55684829
1529,CaO,8.976461223
1530,Ca2SiB2O7,9.207972032999999
1531,K2ReF6,6.19200355
1532,SiPbO3,94.92273669
1533,KInO2,10.17987668
1534,NaPN2,9.609452357
1535,Be2C,15.4193905
1536,Mg(BeN)2,12.26960824
1537,AgB(CN)4,3.1758860230000003
1538,BrO2F,4.84486043
1539,MgGeO3,23.72366138
1540,Cd(CN)2,4.4260406869999995
1541,Li8TiMn3O2,23.06049382
1542,Dy5AgS8,23.51429378
1543,Mg(BeP)2,18.27088926
1544,IrBr3,6.631030572999999
1545,Sn(WO4)2,8.69942303
1546,Cd2BiAsO6,16.13244939
1547,K2ErF5,6.230280913
1548,CaZnSe2,9.02764933
1549,ScCoTe,26.0985553
1550,Mo3(Se2S)2,13.40783254
1551,AsI3,18.51287726
1552,Sr2SbAu,28.63163375
1553,KHoBeF6,6.916576663
1554,Tb3CuSiS7,15.45370034
1555,Dy2PbS4,39.01402314
1556,Na6ZnSe4,9.290805667
1557,Li3CuF4,6.22836043
1558,Ba3Bi2F2,12.33224277
1559,Ho2SeO2,13.77648436
1560,HfFeCl6,7.9535385629999995
1561,Pt(SCl3)2,6.50892826
1562,KGeBr3,39.70546803
1563,BaO2,13.114394
1564,KF,8.107269663
1565,Ca(SbO3)2,13.75697875
1566,NaCrSe2,14.95738703
1567,KC2IN2,5.3868228270000005
1568,Mg(InTe2)2,13.43607783
1569,KYS2,11.65894383
1570,Mg(HO)2,8.5497309
1571,GaAgS2,10.68426174
1572,Ca(NdTe2)2,24.22088674
1573,RbMnF3,8.89062425
1574,CClF3,2.487496293
1575,KZnF3,8.97834631
1576,CdSnF6,6.286820252999999
1577,Li3Sb,22.78738926
1578,Mg3NF3,8.63349688
1579,HoSI,9.997424853
1580,PtI2,12.66190291
1581,MoW3Se8,9.01493119
1582,KNdS2,13.15567714
1583,H8(NO2)3,6.97121736
1584,PrHSe,14.78104252
1585,TlCl,16.06653309
1586,NaSbO2,17.02162068
1587,NaNbSe2,14.09472147
1588,LiYMo3O8,15.47916765
1589,S2N,5.39063789
1590,LiHF2,8.98312816
1591,Tl2ZnI4,12.64678828
1592,AlF3,4.112203223
1593,AlTeI7,9.960249753
1594,BiSI,37.66259687
1595,Na2AgAs,19.46289443
1596,SmAgO2,10.92671321
1597,IBr,17.40738524
1598,LiSbO2,9.75080701
1599,Ca(MgBi)2,21.61586272
1600,GeS2,9.443610967
1601,ErTlTe2,22.24302801
1602,KrF2,4.175121807
1603,Ba(MgSb)2,16.76867551
1604,BiBrO,38.71160951
1605,UN2,76.75502814
1606,DyAgTe2,19.9562044
1607,YI3,7.396074583
1608,NdClO,13.87993984
1609,Ba2AsAu,34.76169025
1610,LiMn(CO3)2,6.824971907
1611,AlSCl7,6.107119493
1612,Y2TeO2,30.58377711
1613,K2MnF4,9.648506147
1614,NaH,9.58532777
1615,YBrO,8.163694337
1616,Rb4SnO3,8.945281762999999
1617,BaO,43.04076591
1618,SmTlTe2,22.07999162
1619,TiSiPd,27.06540942
1620,Sr4P2O,40.49527008
1621,NbBiO4,24.25211049
1622,Pr4S3NCl3,15.32856255
1623,HoClO,15.83427668
1624,BiSBr,34.58291019
1625,RbTmS2,11.85894115
1626,CaZrSi2O7,11.66405486
1627,SO3,6.59062735
1628,ZrCoBi,30.74445283
1629,NaAlO2,8.35203379
1630,GaCl3,4.40642843
1631,Dy3CuSiS7,15.61065582
1632,S(IO3)2,22.79511609
1633,MgMoN2,16.04115138
1634,SrAl2B2O7,5.373421962999999
1635,Sr2IN,14.79243497
1636,Sr(ZnP)2,20.08094973
1637,LiErO2,24.1007435
1638,K2AgAs,11.48194873
1639,ZrBrN,16.9589575
1640,Rb2ZrF6,7.431305297000001
1641,Ca2SiO4,15.92179128
1642,CdBiClO2,15.3458598
1643,ZrS3,11.07007842
1644,Y2SeO2,36.93257242
1645,Sr2H3I,11.69332519
1646,Ag2HgI4,10.1768728
1647,PbCl4,6.14026589
1648,K6CdTe4,7.717683937
1649,AlSbI6,6.814922967
1650,KPrGeSe4,11.09493718
1651,Li4MnSi2O7,6.602798182999999
1652,Na2BeF4,4.067304023
1653,BaSiCl,10.47515483
1654,NaErSe2,14.28903209
1655,Sm2PbSe4,39.72078743
1656,TlBr,15.95867958
1657,BaZnCl2,27.60249987
1658,SrH2,25.35576848
1659,YBi2BrO4,22.63971433
1660,Mo3WSe8,11.28484442
1661,TiBrN,52.1144348
1662,Ba(H2O3)2,25.58437324
1663,Na3MoNO3,5.201163793
1664,HgBr2,12.34510952
1665,PtO2,10.62724012
1666,PrBr3,8.945519073
1667,SrCa(CO3)2,8.221667303
1668,TiSnPt,27.02382756
1669,TmTlSe2,22.16347489
1670,BiI3,13.322247899999999
1671,NaBr,6.12595257
1672,UCO5,7.2529806070000005
1673,LiCrO2,15.78970913
1674,TaCu3Se4,7.404286267000001
1675,Bi3BrO4,32.40885072
1676,NaSmS2,14.43969422
1677,BeS,7.262600077
1678,As2Ru,38.08019867
1679,KI,7.77328256
1680,KAuSe2,11.34711103
1681,BaNaH3Pd,14.86427534
1682,NaDyO2,19.64501855
1683,ZnNiF6,8.239157573
1684,LiNbO3,38.83529179999999
1685,KTlO,9.798876147
1686,PdF4,6.13590157
1687,AgCl,11.77912256
1688,LiCrP2O7,13.601598699999998
1689,CoHgC4(SeN)4,8.115630017
1690,KBi(PS3)2,19.89944166
1691,Na2ThF6,15.85176825
1692,RbBaSiHO4,8.857937207
1693,ScCuS2,20.35073179
1694,Li2H2SeO5,4.40725648
1695,K3Ta3(BO)2,34.768600299999996
1696,MnH4(BrO)2,8.784183373
1697,LiTa2CuO6,62.04039381
1698,Al5CuS8,11.45092482
1699,Zn(GaS2)2,9.484544063
1700,Ga2S3,10.51376838
1701,ZnGeN2,10.92260617
1702,CdI2,10.9824448
1703,KCl,4.69523077
1704,SmTaO4,40.75592079
1705,KErO2,13.446516399999998
1706,Li2NbOF5,9.180851533
1707,CaSnF4,33.18502182
1708,P4PtF2,3.459717173
1709,SNCl,6.46464208
1710,Zr3GeO8,24.24994596
1711,LiC,6.201937997000001
1712,K2PAu,12.84551126
1713,LiSb3P2,16.95177555
1714,KBaSiHO4,8.744401822999999
1715,Mg3(HO2)2,8.969744853
1716,NdBi2ClO4,27.85971682
1717,Na4S2O5,7.310502483
1718,Na2CN2,6.298395693
1719,RbTlO2,14.10716325
1720,LiHF2,8.871342643
1721,LiLuO2,26.71583934
1722,Ba2BiAu,29.5626838
1723,Li6FeO5F,11.85876144
