,pretty_comp,gap expt
900,InAgTe2,0.93
901,Li4TiCr3O8,0.0
902,Li2PrIn,0.0
903,Ba3Eu(PO4)3,4.09
904,DyIr2,0.0
905,Li7(NiO2)11,0.0
906,ScCd,1.71
907,ReOsRu,0.0
908,PrLuIn2,0.0
909,In2Bi3Se7I,1.38
910,Sm(BOs)2,0.0
911,BaHgS2,1.93
912,Mn3PdN,0.0
913,SmHoZn2,0.0
914,LiIn(IO3)4,4.27
915,SnSe,0.88
916,La2YbCuS5,1.45
917,NaSbS2,1.48
918,Cs2Li3(BO2)5,7.3
919,Mg3Rh,0.0
920,K3Bi2I9,2.1
921,Sr8Co8O23,0.0
922,Er2MnC4,0.0
923,HoAlAu2,0.0
924,Ag3AsS3,1.86
925,Ga1.001Sb0.999Se0.003,0.71
926,BeGaO3,0.0
927,Mg2PdAu,0.0
928,CeCd2Ag,0.0
929,BaAg,0.0
930,Li2(LuGe)3,0.0
931,MgSi7Ir3,0.0
932,Ga1.05Sb0.95Te0.15,0.68
933,Cu7Hg6,0.0
934,In1Sb0.2As0.8,0.12
935,CuMoO4,0.0
936,Bi2Te0.45Se2.55,0.2
937,Ba3Ta2Se9,1.6
938,Ag2O,1.4
939,Zn3(PS4)2,3.07
940,Nd2Se3,1.7
941,NaLa2TaO6,4.5
942,Zn0.2Hg0.8Te1,0.07
943,EuAlO3,0.0
944,Zn4Sb3,1.0
945,Si0.9Ge0.1,1.04
946,Sn0.23Te1Pb0.77,0.04
947,ZrHg4(AsCl3)2,2.48
948,Mg32Al36Ag13,0.0
949,PrTmTl2,0.0
950,Mg2MnN2,0.0
951,Li3Cr3(CuO6)2,0.0
952,Ge0.1Pb0.9Se1,0.3
953,Ce2Al2Co15,0.0
954,DyRh,0.0
955,HfOs2,0.0
956,K0.8Sn2Hg1.2S8,2.78
957,Ba2YGaTe5,1.08
958,Al2FeNi,0.0
959,NiS2,0.64
960,YSbPt,0.16
961,KTa3(TeO6)2,4.06
962,LiB9PbO15,4.75
963,ReSe2,0.99
964,BiClO,3.46
965,CeSiIr,0.0
966,Cs2PdSe8,1.5
967,Li3(CuO)4,0.0
968,TeWCl9,0.0
969,YSbPd,0.27
970,Fe2Te3,0.34
971,InCuS2,1.5
972,Cd0.99Ga0.01Sb0.01Te0.99,1.35
973,Cd0.28Hg0.72Te1,0.21
974,LiY(CuP)2,0.0
975,Tl0.07Te1Pb0.93,0.54
976,TaCoSn2,0.0
977,NbAg2(PS4)2,2.02
978,Ni2PO5,0.0
979,Bi2(BO3)3,0.0
980,Ba(GaSe2)2,3.16
981,Cs3PW3O13,3.27
982,RbBr3,0.0
983,U6Co,0.0
984,Te2W2SeS,0.0
985,NaNb2PS10,1.72
986,Li2InAg,0.0
987,Ag7AsS6,1.0
988,YbZnAu2,0.0
989,CaIn2Ir,0.0
990,Cr3Se4,1.59
991,Ba3Gd2(PS4)4,3.41
992,KBi2,0.0
993,KAsSe2,1.62
994,Cs2Pt(IO3)6,2.4
995,Si0.458Ge0.542,2.24
996,TlTeP,0.3
997,Sr2Cu(ClO)2,0.0
998,UHg4(AsCl3)2,1.9
999,In2Te,0.46
1000,YHg2,0.0
1001,DyFeSi,0.0
1002,ZrMo3,0.0
1003,Cd12Ge17(B4O29)2,4.29
1004,Sn0.17Te1Pb0.83,0.15
1005,Mg3Ge,0.0
1006,Lu5Si3B,0.0
1007,Dy2O3,5.0
1008,Zr3Al2,0.0
1009,YAlGe,0.0
1010,ErCu,0.0
1011,LiFe2(PO4)3,0.0
1012,Er2O3,5.42
1013,Yb(HO)3,0.0
1014,Zn0.99Ga0.01P0.01S0.99,3.7
1015,ZrS3,2.17
1016,CsGaSnSe4,1.97
1017,Li5La3Nb14O42,0.0
1018,Nd(PRu)2,0.0
1019,Ba2CeInTe5,1.35
1020,Li2NdSb2,0.0
1021,Mg(SnO2)4,0.0
1022,La2TiCoO6,1.02
1023,Cu3(P2O7)2,0.0
1024,Er5NiPb3,0.0
1025,PrMgGa,0.0
1026,In1Sb0.01As0.99,0.17
1027,Sr2La2Pt1O7.13,2.52
1028,Ce(MnSi)2,0.0
1029,Cu2GeS3,0.53
1030,NiAsO3,0.0
1031,ReS2,1.0
1032,SbPbIO2,2.48
1033,SrNi5As3,0.0
1034,Ho10Si17,0.0
1035,LaBPt3,0.0
1036,LiBi2(PO4)3,0.0
1037,PbI2,2.32
1038,TcSe2,0.88
1039,RbEuO2,0.0
1040,Tb2C3,0.0
1041,Ti5(B6O13)2,0.0
1042,Cd0.99Hg0.01Se1,0.29
1043,CsCaO3,0.0
1044,SmIn2Rh,0.0
1045,La4InSbS9,2.07
1046,RbCaBO3,3.67
1047,Gd2Zn17,0.0
1048,Ce(CoAs)2,0.0
1049,Nd(InS2)3,1.15
1050,HoTh3,0.0
1051,LiI,5.62
1052,Cs2Ti(AgS2)2,2.44
1053,LaIn2Ir,0.0
1054,EuSnTe2,0.6
1055,Ba2GdGaTe5,1.12
1056,BaGa2SiS6,3.75
1057,Cs3V2Cl9,0.0
1058,Cd0.23Hg0.77Te1,0.12
1059,Na4Eu(GeS3)2,2.15
1060,K8N3O,0.0
1061,HoInPt,0.0
1062,InSb2S4Br,1.8
1063,Cu3Hg2(Te3O8)2,2.56
1064,Eu2Se3,1.02
1065,Li7Ti5O12,0.0
1066,Ti2CuS4,0.0
1067,CuPO4F,0.0
1068,Cs2TeBr6,2.12
1069,As2Rh,1.15
1070,CoP3,0.45
1071,P2H4RhO9,0.0
1072,Sm2AlCd,0.0
1073,BaGa2SiSe6,2.88
1074,Ca(TiS2)4,0.0
1075,Gd4GaSbS9,2.41
1076,FeBi25O39,2.8
1077,Tl0.04Te1Pb0.96,0.57
1078,K2In3CuSe6,1.68
1079,La6Sb4(SO4)3,2.6
1080,PrSm3,0.0
1081,Pr2Te3,1.16
1082,Sc6Te2Os,0.0
1083,Ca(GeRh)2,0.0
1084,ErB6,3.5
1085,ScZnPt2,0.0
1086,In2Se3,0.97
1087,Ga0.005Te1Pb0.995,0.37
1088,Ce2CrN3,0.0
1089,EuVO4,3.26
1090,Y(Al2Cu)4,0.0
1091,Te0.5Pb1Se0.5,0.29
1092,Sm3(Sb7Te12)2,0.0
1093,Fe2S,0.0
1094,Pr6Fe13Si,0.0
1095,YbTe,1.8
1096,SbSI,1.82
1097,ScGa2,0.0
1098,Cs2Cd1.35Hg4.65S7,1.84
1099,Tb(Al2Fe)4,0.0
1100,VZnRu2,0.0
1101,Tl6Cu(TeO5)2,2.3
1102,Yb6U3O17,0.0
1103,TlSbTe3,0.38
1104,Bi2Te3,0.25
1105,Hf(CoSi)2,0.0
1106,TaNO,2.4
1107,Al21Pt8,0.0
1108,Rb3Nb2AsSe11,1.5
1109,AgI,2.8
1110,PrAu,0.0
1111,ZrSiTe,0.0
1112,Yb16S29,0.0
1113,YNi4B,0.0
1114,K10Zn4Sn4S17,3.1
1115,NaSi2Pd3,0.0
1116,Ba(BO2)2,6.2
1117,Nd3(GeRu)2,0.0
1118,In0.4Ga0.6As0.4P0.6,1.85
1119,GaP,2.74
1120,LiCd2Rh,0.0
1121,Rb2Pt(IO3)6,2.4
1122,Sn0.99Te1Pb0.01,0.26
1123,Cd0.1In0.9Te0.1As0.9,0.69
1124,LaAl12O19,0.0
1125,Pr2InGe2,0.0
1126,V3SiNi2,0.0
1127,Lu3InN,0.0
1128,Si0.4Ge0.6,0.9
1129,ReCl4,0.0
1130,Li2SnHgS4,2.32
1131,Fe2B(PO4)3,3.52
1132,EuH2,1.85
1133,Cd4P2I3,2.17
1134,LaMg3,0.0
1135,Rb2Sn2Hg3S8,2.48
1136,AsSeBr,0.0
1137,Ho(SbO3)2,0.0
1138,FeAs2O7,0.0
1139,MnP2,0.0
1140,Ba2SnSe4,1.9
1141,Li3Ni2(GeO4)3,0.0
1142,CeN,0.7
1143,GaAgGe3Se8,2.17
1144,TbNiGe2,0.0
1145,ErNi4Au,0.0
1146,In2Hg6(P2Cl3)3,3.13
1147,CeAl2Pt3,0.0
1148,Rb2VCuS4,1.85
1149,LuC2,0.0
1150,Na2Si2Hg3S8,2.86
1151,Na7(CoO3)2,0.5
1152,Hf6PbO18,0.0
1153,Dy3InC,0.0
1154,VFeRu2,0.0
1155,Rb2PS5,2.3
1156,Ag2BiO3,0.0
1157,Sr5Cd2Sb5F,0.0
1158,CsCd4In5Te12,1.42
1159,Ag0.5Ge1Pb1.75S4,1.83
1160,CuBi(PSe3)2,1.2
1161,YTiO3,0.0
1162,Sb6Pb4Se13,0.65
1163,Ge(WO3)6,0.0
1164,BeO,10.39
1165,Dy12C6I17,0.0
1166,CdSe,1.67
1167,Ni(CN)2,2.0
1168,AgN3,3.44
1169,Ca4Al3O10,0.0
1170,Ba3Sn0.87Bi2.13Se8,0.79
1171,BaCuSbS3,2.0
1172,Tl2Te3As2Se,0.67
1173,Rb2NbCuS4,2.64
1174,Mn3Cr3(CoO8)2,0.0
1175,Sr(RuO3)2,0.0
1176,ErSiPd,0.0
1177,K2ReH9,5.71
1178,Na5Gd(MoO4)4,3.38
1179,Cd2PbO4,0.0
1180,Cd(InS2)2,2.0
1181,Zn0.7Ga0.3P0.3Se0.7,2.15
1182,Ti2MnFe,0.0
1183,LiGaAg2,0.0
1184,Mg3(MnAl9)2,0.0
1185,Ba2NdInSe5,2.2
1186,CaTaNO2,2.4
1187,CdHIO4,4.35
1188,Sm(NiSn)2,0.0
1189,Zn0.75Hg0.25Te1,1.25
1190,NbGaCo2,0.0
1191,CdAg2(PS3)2,2.49
1192,ZnGeP2,2.0
1193,Zn3P2,1.15
1194,MgO,7.67
1195,SiTe2Os,0.0
1196,Sn0.05Pb0.95Se1,0.12
1197,Zn2Sb3O8,0.0
1198,Cu5(Si2O7)2,0.0
1199,Er3Al3NiGe2,0.0
1200,Sc3(MnGa3)2,0.0
1201,EuRhO3,0.0
1202,ThO2,3.3
1203,MnSb3(PO4)6,0.0
1204,AlSn,0.0
1205,Li8Ti16CuS32,0.0
1206,Tb6PbSe10,0.0
1207,LiCl,9.33
1208,Pb3Se2(BrO3)2,3.73
1209,Ge0.03Pb0.97Se0.97S0.03,0.28
1210,HfCo3B2,0.0
1211,Li2PtO3,2.3
1212,Zn0.15Cd0.85Se1,2.5
1213,Ba4LiGa5Se12,2.65
1214,LiBr,7.5
1215,Tb(CuSe)3,0.16
1216,AuBrO2,0.0
1217,InSe,1.05
1218,Sn1Se0.6S0.4,0.98
1219,Tb(CuTe)3,0.46
1220,Sc3(ReSi2)2,0.0
1221,MgRh2Pb,0.0
1222,ThSeO,1.65
1223,GaCuS2,2.38
1224,Zr6Al2Ni,0.0
1225,Hg2Rh,0.0
1226,GdN,1.54
1227,Nd2Ge5Rh3,0.0
1228,CaMgSn,0.0
1229,Ba7Ru4Br2O15,0.0
1230,DyZnGa,0.0
1231,Sr2MgIrO6,0.0
1232,Ga1As0.99P0.01,1.37
1233,Zn0.9Ga0.1P0.1Se0.9,2.3
1234,SiTe2,1.85
1235,GaFe3,0.0
1236,InBi2S4Cl,1.5
1237,HoAlB14,0.0
1238,Eu(SbS2)2,1.2
1239,CeAl2Pd5,0.0
1240,Re3As7,0.0
1241,LiCuPO4,0.0
1242,GeAs3,0.0
1243,CuF,0.0
1244,Cd0.4Hg0.6Se1,0.95
1245,Th2GeSe2,1.98
1246,SnPbS3,0.9
1247,Eu3Sb4Se9,1.08
1248,ReSi2,0.12
1249,Hg5AsS2I3,1.57
1250,Mn7O7F,0.0
1251,V3Cd4(TeO5)3,2.66
1252,Zn0.99Ga0.01Sb0.01Te0.99,2.1
1253,V3Ag,0.0
1254,HfB4Ir3,0.0
1255,LiPm2Ga,0.0
1256,Tl8Os8O27,0.0
1257,Tl2Se,0.37
1258,ThPSe,0.0
1259,CrCu2Si,0.0
1260,Al2S3,4.1
1261,Cd0.6Hg0.4Se1,0.7
1262,K2Ag3Sb3S7,2.2
1263,Na15Sn4,0.0
1264,CaPd3C,0.0
1265,La3Ga1Ge0.5S7,2.54
1266,Th6Mg23,0.0
1267,Li5Mn6(BO3)6,0.0
1268,VAg(IO4)2,2.24
1269,KBiS2,0.86
1270,Yb(SbTe2)2,0.34
1271,Li2CdGeS4,3.1
1272,Ti2Cd,0.0
1273,GeSe2,2.3
1274,CsSbTe2,0.43
1275,CaSnO3,4.4
1276,TaW3,0.0
1277,K2Nd2Ti3O10,3.25
1278,Li17Ti20O40,0.0
1279,Eu2ReO5,0.0
1280,YB2Rh2C,0.0
1281,In1Sb0.4As0.6,0.1
1282,Ce5(SiN3)3,0.0
1283,NdSbPd,0.0
1284,Nd(AsPd)2,0.0
1285,RbY(TeO3)2,3.6
1286,TlN,1.4
1287,CsBi2,0.55
1288,ScCoO3,0.0
1289,Na2SO4,0.0
1290,P4Os,0.4
1291,NaAsS2,2.23
1292,Y3Tm,0.0
1293,Te3MoWS,0.0
1294,ZrAlW,0.0
1295,Cu25Se26,0.0
1296,Na2Mo2Se2O11,3.1
1297,La20Cu9O40,0.0
1298,LuBPd3,0.0
1299,LiMgSnPd,0.0
1300,Ba2GdInSe5,2.24
1301,LiInTe2,1.46
1302,SmSe,0.46
1303,Ho(SiPd)2,0.0
1304,Ba2DyGaTe5,1.13
1305,HgO,2.21
1306,ZrAlRu2,0.0
1307,HgPt,0.0
1308,NaIn3Se5,2.17
1309,YbAgO2,0.0
1310,LaP3,0.0
1311,In0.001Te1Pb0.999,0.3
1312,Zn0.9Ga0.1As0.1Se0.9,2.34
1313,Bi3BTeO9,2.6
1314,ErZn12,0.0
1315,MnTcOs,0.0
1316,Ga2Cu1S3.5,2.42
1317,Ce3(Al3Ru)4,0.0
1318,AlCu3,0.0
1319,RbInGeS4,3.1
1320,Zr5SiSb3,0.0
1321,Cs2Ba3(P2O7)2,6.31
1322,Ga1.85Cu0.15Se2.85,1.92
1323,AsP,0.23
1324,Mg2AgIr,0.0
1325,Er5Si3,0.0
1326,Ba3Er2(PS4)4,3.3
1327,Ba8Hg4Se7S5,1.98
1328,Hg3Bi2(SCl4)2,3.26
1329,Zr3NiO,0.0
1330,Sb2O3,3.2
1331,YbTlS2,0.0
1332,In0.3Ga0.7P1,2.2
1333,Mn(CoO2)4,0.0
1334,TiFe2,0.0
1335,Ga2Se2O7,4.61
1336,ScSi3Ni,0.0
1337,Sr8Al7,0.0
1338,TiV4CuO12,0.0
1339,DyGe,0.0
1340,LiLu2Tc,0.0
1341,Na6FeS4,0.0
1342,PmDy3,0.0
1343,Sc5Bi3,0.0
1344,Dy(CuSi)2,0.0
1345,Li2SnIr,0.0
1346,Si2Ru,0.0
1347,LaBiAu2,0.0
1348,LaCuSeO,2.83
1349,KF,10.3
1350,LiMnSiO4,0.0
1351,Pd16S7,0.0
1352,CsZrPSe6,2.0
1353,Ti4O5,0.0
1354,Cs2ZnSn3Se8,2.12
1355,Mg2CuWO6,0.0
1356,Rb3Zn(BO2)5,2.66
1357,Ti2C,0.0
1358,U(SiNi)2,0.0
1359,GaCuTe2,1.0
1360,GdAs,0.63
1361,K2.15Sb8.15Pb1.7Se15,0.6
1362,Yb2EuSe4,1.3
1363,Ho3Ni19B10,0.0
1364,Hf2Ge,0.0
1365,Na7.36Ga7.24Sn4.78Se24,1.5
1366,CdRhF6,0.0
1367,Li2MnCu3O8,0.0
1368,WSe2,1.35
1369,Zn(InSe2)2,1.82
1370,CrPbO4,2.25
1371,BaCdSnS4,2.3
1372,NaInSe2,2.8
1373,In0.04Te1Pb0.96,0.37
1374,Sr3Sb2,0.0
1375,NdAs,1.04
1376,K2Cd3S4,2.75
1377,Mn3Al10,0.0
1378,Ga3Pt2,0.0
1379,La3GaCuSe7,1.36
1380,Li15Mn2O12,0.0
1381,Si2Te3,2.0
1382,LuSiIr,0.0
1383,KI,5.61
1384,Li2GaPd,0.0
1385,Lu4C7,0.0
1386,Be3Sb2,0.67
1387,BaTiO3,2.96
1388,YbWClO4,4.23
1389,TlCr5Se5S3,0.8
1390,Er3SnC,0.0
1391,SmCo3B2,0.0
1392,VNi5(PO4)6,0.0
1393,Nd2Te3,1.12
1394,IrSeS,1.2
1395,Zr2In5Ni,0.0
1396,Ho(SiPt)2,0.0
1397,Ba2Yb(CuO2)4,0.0
1398,K2Ce(PO4)2,2.46
1399,CeSbO3,0.0
1400,KTm,0.0
1401,SnS2,2.43
1402,GdInIr,0.0
1403,Ba3N2,0.0
1404,EuSb4Te7,0.54
1405,Ba7B3O9F5,4.94
1406,Na10(Ga2Sn)3,0.0
1407,Li4.5Mn0.5Te1O6,1.97
1408,LiCdBO3,4.28
1409,Ti2RePd,0.0
1410,BaGa4S7,3.54
1411,Ba3GeS5,3.0
1412,Mg2V9O13,0.0
1413,Lu2TlCu3Se5,2.12
1414,BiSeO3F,3.83
1415,CuCl,3.2
1416,Te2Pd,1.8
1417,YbDyPd2,0.0
1418,Ce4Bi3,0.0
1419,ThIr5,0.0
1420,KCu2BiS3,1.29
1421,GeP,0.95
1422,CsNa2Sb,0.8
1423,RbUAgS3,0.0
1424,Mg(CoS2)2,0.0
1425,Ba2NdGaSe5,2.18
1426,Te0.99Pb1Se0.01,0.3
1427,TiTe2,1.0
1428,CeMgPt,0.0
1429,ErCuPb,0.0
1430,NaLaS3,2.61
1431,Li6Fe9CoO20,0.0
1432,Ga1.95Cu0.05S2.95,2.64
1433,CsB3O5,7.42
1434,PrMoO4F,3.64
1435,Al0.7In0.3P1,2.3
1436,Li5Fe2Ni3O10,0.0
1437,K2ZnTe2,3.0
1438,Cu6PbO8,0.0
1439,Cu2Se,1.1
1440,ScTiNbO6,3.58
1441,La2MnNiO6,1.2
1442,UPt3,0.0
1443,K2Cd3Se4,2.36
1444,Eu3BWO9,0.0
1445,EuBiW2O9,3.63
1446,Na2In4Se6S,1.92
1447,Hg3Sb,0.0
1448,La2S3,2.77
1449,ReF6,0.0
1450,La(SiRu)2,0.0
1451,TlS,1.36
1452,Te3As2,1.59
1453,YbB66,1.27
1454,Ba5(Ga2Se5)2,2.2
1455,Rb4Ge(PSe3)4,2.0
1456,Cd1Se0.45S0.55,2.05
1457,TlSbSe2,0.82
1458,CuSeO3,0.0
1459,BaZnGeSe4,2.46
1460,TlHg6S4Br5,3.03
1461,Li3VOF5,0.0
1462,Co5Ge7,0.0
1463,NbCuO3,2.0
1464,Ba2V2Te2O11,3.16
1465,Te2Mo(WS2)3,0.0
1466,LiSm3SiS7,2.83
1467,In1Sb0.8As0.2,0.21
1468,Ba3(LiSn2)4,0.0
1469,Mg5As,0.0
1470,Ga1As0.4P0.6,2.1
1471,RbTbSe2,2.5
1472,Sm2AgRu,0.0
1473,Ho2Co17,0.0
1474,Na2Hg3(GeS4)2,2.68
1475,CsHo9(Cd2Se9)2,2.06
1476,Te2Mo2WSe4,0.0
1477,Li2(FeO2)5,0.0
1478,Tm(GeRu)2,0.0
1479,RbCd(BO2)3,4.2
1480,ZnO,3.2
1481,Sb2XeF14,0.0
1482,RbGe3,0.0
1483,ThRh2,0.0
1484,TmSb,0.0
1485,HfHg4(AsCl3)2,2.47
1486,EuAl2O4,2.74
1487,Tl2InGaTe4,0.88
1488,Li7Ti7O16,0.0
1489,BSe2Cl,0.0
1490,Rb6O,0.0
1491,Pm2CuGe,0.0
1492,SeS,1.9
1493,Li15(FeO4)4,0.0
1494,ZnI2,4.53
1495,YbCuSi,0.0
1496,KC60,0.0
1497,CrSi2,1.3
1498,KNb3(TeO6)2,3.52
1499,CeF3,4.85
1500,MgV4O6,0.0
1501,ZrRu3C,0.0
1502,Na2Cr7O14,0.0
1503,TiS3,0.9
1504,Sm(SiAg)2,0.0
1505,Li2Cu2S3,0.0
1506,Cs2Hg3S4,2.8
1507,CsK(PSe4)2,2.36
1508,Bi2Pt,0.0
1509,Cr3N2,0.0
1510,InAgS2,1.88
1511,Ba2DyInTe5,1.35
1512,Nb3Bi,0.0
1513,Li3Co3SbO8,0.0
1514,Sr7Bi23O40,0.0
1515,Cs3Sn3Cl7F2,2.96
1516,Bi5IO7,2.76
1517,Li4VF7,0.0
1518,Tm2ZnHg,0.0
1519,Ti3Fe3O,0.0
1520,Ba2B6H4O13,6.53
1521,Li2Nb2(PO4)3,0.0
1522,Er2Se3,1.66
1523,Sn0.08Te1Pb0.92,0.13
1524,NaSb,0.82
1525,In0.72Ga0.28As1,0.55
1526,La2PI2,0.0
1527,Ce5Si3,0.0
1528,ScBPd3,0.0
1529,TmCdAg2,0.0
1530,Al0.3In0.7P1,1.9
1531,Bi2Te0.4Se2.6,0.7
1532,NbCrW,0.0
1533,K2Zn(SnSe3)2,1.71
1534,In1.01Cu0.99Se2.01,1.08
1535,Bi2Te0.6Se2.4,0.28
1536,Cs2Hg6S7,1.63
1537,CaMg2N2,3.25
1538,KAu(IO3)4,2.75
1539,K2Gd2Sb2Se9,1.33
1540,Yb3V,0.0
1541,Ge0.15Te0.15Pb0.85Se0.85,0.32
1542,Sb8I2O11,2.72
1543,CsCu(SbS2)2,1.7
1544,Li3Mo2P5O18,0.0
1545,KHg2,0.0
1546,Cs2Ga2S5,3.26
1547,LiZr2Os,0.0
1548,Ca2ZnRh,0.0
1549,ErTe,0.9
1550,V3As2O9,0.76
1551,Lu(SiOs)2,0.0
1552,Y(AlSi)2,0.0
1553,Ba3ThSe7,1.96
1554,CuBr,2.9
1555,Zn0.55Ga0.45P0.45S0.55,2.3
1556,CsK2Sb,1.0
1557,Eu2CuO4,0.0
1558,U(MnSi)2,0.0
1559,Al0.6Ga0.4As1,2.3
1560,NdPt,0.0
1561,CsGdZnTe3,2.13
1562,Ba2Ga8SiS16,3.4
1563,Na5Fe6(SiO3)12,0.0
1564,K2Hg3Se2.97S1.03,2.11
1565,BeTcSe,0.0
1566,Cd2AgRh,0.0
1567,ScSbRu2,0.0
1568,CaZn2,0.0
1569,Eu(LuSe2)2,1.7
1570,EuSb4S7,0.98
1571,YbCe2CuSe5,1.05
1572,Mn0.1Te1Pb0.9,0.49
1573,Rb3Tm,0.0
1574,Cu0.5Ge1Pb1.75S4,1.48
1575,CrAs,0.0
1576,SiB3,2.0
1577,LiErAu2,0.0
1578,ScRh3C,0.0
1579,EuTe,1.96
1580,Mn2P,0.0
1581,HgI,2.37
1582,Nd3Te4,1.6
1583,TiTc2Sb,0.0
1584,Lu3TlC,0.0
1585,Na0.8Li0.2As1Se2,1.57
1586,Dy(Al2Cu)4,0.0
1587,Na2Hg3Se1.49S2.51,2.03
1588,ZnGeN2,2.9
1589,Yb(Al2Mo)2,0.0
1590,Ba3ZrRu2O9,0.0
1591,RbMn4Ga5Te12,1.53
1592,Zn(InTe2)2,1.8
1593,Nd(Re2Si)2,0.0
1594,Gd(CuSe)3,0.14
1595,MgAgAs,0.0
1596,Ca3Au,0.0
1597,SiSb3,0.0
1598,RbSc(SeO3)2,4.9
1599,Fe3B,0.0
1600,ZrPd2,0.0
1601,Sm3Al,0.0
1602,Ca5Ir,0.0
1603,Tb(MnGe)6,0.0
1604,NaInTe2,1.6
1605,CsPSe4,2.44
1606,Ce(CoB)4,0.0
1607,Al2Te3,2.2
1608,Ru3Cl,0.0
1609,YScO2,0.0
1610,Li6Mn5FeO12,0.0
1611,Mg3Bi2,0.0
1612,MoSe2,1.6
1613,Ti1C0.9,0.3
1614,LiEuH3,1.5
1615,Sc2(PO4)3,0.0
1616,TmAlCu,0.0
1617,Yb(AlGa)2,0.0
1618,Pb17(Cl9O4)2,3.44
1619,ZnHg3(SCl2)2,2.65
1620,RbCd13,0.0
1621,Ba2InBiS5,1.55
1622,In0.99Ga0.01As0.99P0.01,0.3
1623,TmGe,0.0
1624,Pr1Te1.9,1.0
1625,Na2Pt(IO3)6,2.4
1626,Mg5Tl2,0.0
1627,MnCdO2,0.0
1628,Sn0.07Pb0.93Se1,0.08
1629,CaInPt,0.0
1630,CeAsSe,0.0
1631,Bi2Te2.7Se0.3,0.2
1632,KH(CN2)3,0.0
1633,PrBPt4,0.0
1634,In0.01Ga0.99As1,1.4
1635,Mg9CuO10,0.0
1636,Cs3Bi2Br9,2.5
1637,Rb2Zn3(SeO3)4,4.9
1638,Li5Co2O2F5,0.0
1639,LiIO3,4.0
1640,Gd3S4,0.0
1641,AgBi(PS3)2,1.7
1642,Li2ZnGe,1.1
1643,GaAgSe2,1.3
1644,Rb2NaVF6,0.0
1645,GeSe,1.08
1646,TaInNi,0.0
1647,ReIr3,0.0
1648,Lu3Ga,0.0
1649,ZrNiSb,0.55
1650,SmP,1.09
1651,MnSi,0.6
1652,AgS,0.85
1653,KCeSe4,1.54
1654,FePS,0.25
1655,Ba6Sn6Se13,1.52
1656,Ba2In2S5,2.47
1657,CsTb9(Cd2Se9)2,1.95
1658,Ba4Ga5AgS12,2.52
1659,Hf4Co4Si7,0.0
1660,TaF3,0.0
1661,Ga1Sb0.85As0.15,1.1
1662,LaRe2Ag,0.0
1663,CaEu2O3,0.0
1664,Ge0.3Pb0.7Se1,0.4
1665,Lu2MgHg,0.0
1666,Y2CuO4,0.0
1667,Ta11(CuO6)5,2.58
1668,NdCu3(RuO3)4,0.0
1669,Tm(CoSi)2,0.0
1670,UVC2,0.0
1671,LiCa3As2H,1.4
1672,HoMgZn2,0.0
1673,Ag2PdO2,0.18
1674,Sn0.25Pb0.75Se1,0.04
1675,La(FeAs3)4,0.0
1676,LiFe2(SiO4)2,0.0
1677,GePbS3,2.4
1678,NdFeSi2,0.0
1679,RbSbSe2,1.62
1680,In(PS2)2,2.42
1681,K2In2P3Se10,2.2
1682,DyAg,0.0
1683,Cs0.4K0.6P1Se6,2.1
1684,TmPd,0.0
1685,YMoO4F,3.78
1686,TbGa3,0.0
1687,Te2Ru,0.25
1688,Sn3Ir2Se3,0.43
1689,Dy(InS2)3,1.22
1690,Sc2MnC,0.0
1691,Ce2Fe17,0.0
1692,LiPm2Si,0.0
1693,SrS,4.76
1694,Sr2ZnReO6,0.0
1695,Yb2ZnPb,0.0
1696,BH(PbO2)2,3.76
1697,Be2HgTe,0.0
1698,HfB,0.0
1699,SrIn2Ir,0.0
1700,Sr3Ge(SbSe4)2,0.75
1701,CsNa8(B7O12)3,4.67
1702,Eu(MnGe)2,0.0
1703,ThTeO,1.45
1704,Sr(In4Rh)2,0.0
1705,Cu18S11,0.0
1706,Lu2FeS4,0.0
1707,La3Ge3Br2,0.0
1708,Ni4(PO4)3,0.0
1709,ZrAlPt,0.0
1710,Ag3AsO4,0.0
1711,MnCu3,0.0
1712,Ba4InAgSe6,2.41
1713,U2Zn17,0.0
1714,Cs2MgGe3Se8,2.04
1715,Na2Ga2GeS6,3.29
1716,ErLu3,0.0
1717,NaSn2,0.0
1718,LiMnCuO4,0.0
1719,Li3MnAs2,0.0
1720,Fe4H15(IO8)3,2.3
1721,TmThRu2,0.0
1722,Yb4Sb2S11.25,1.71
1723,Bi0.002Te0.003Pb0.999Se0.999,0.79
1724,Sn1Se0.99S0.01,0.89
1725,DyBiPt,0.0
1726,TiMn2Al,0.0
1727,InAu3,0.0
1728,YbSe,1.5
1729,ZnCu2GeS4,2.1
1730,WO3,2.7
1731,Li2TiMn3O8,0.0
1732,Na2Ge2Se5,2.38
1733,CsScBr3,0.0
1734,Sr3Eu(PO4)3,3.99
1735,DyInCu2,0.0
1736,Li3Mn(CuO3)2,0.0
1737,CsNb6I11,0.0
1738,Ge0.4Te1Pb0.6,0.51
1739,Y2U3O11,0.0
1740,In0.4Ga1.6Cu1S3.5,2.15
1741,Rb2VAgS4,1.83
1742,Zn0.99Hg0.01Te1,2.17
1743,CsAgCl3,0.0
1744,Ag2HgI4,2.47
1745,Hf(CuP)2,0.0
1746,Fe4O7F,0.0
1747,SrLa3MnO8,0.0
1748,La2Ni5B4,0.0
1749,Rb2BaNb2Se11,1.53
1750,CaI2,5.98
1751,Mg2TcO4,0.0
