,pretty_comp,delta_e
844,TaB2,-0.722735094667
845,Al2S3,-1.344245819
846,MgSeO3,-1.8659665879700005
847,NpCl3,-2.34166170672
848,Si2N2O,-1.839657925
849,WCl2,-0.88896416644
850,CuH10SO9,-1.12354115703
851,ScAsO4,-2.47536769923
852,Pr3S4,-2.3014009596
853,V2B3,-0.7155077437199999
854,FeWO4,-2.05559749045
855,RbF,-2.9004409595
856,AuBr,-0.073718979656
857,Cd(GaO2)2,-2.0089952907
858,ThP,-1.8039011935
859,As2O3,-1.3633160758
860,Ce2S3,-2.46308949404
861,Cs2TeO3,-1.7166685876700003
862,NbO,-2.17470886342
863,Zn2SiO4,-2.4352036853
864,LiBH4,-0.32900338688
865,HgSO4,-1.22212362559
866,GdI3,-1.59532025975
867,Ni5As2,-0.37178561283
868,Cr5O12,-1.80598624076
869,Ca2Pb,-0.735859715243
870,SrCrO4,-2.47274208417
871,Mo(CO)6,-0.784890153358
872,PdS,-0.36642876585
873,Cd3As2,-0.112746674768
874,PtBr3,-0.339323608733
875,SnSe2,-0.404731653013
876,Mo2S3,-0.8438650819619999
877,Ca2Al2SiO7,-3.4424577329300003
878,Ag2WO4,-1.37030603561
879,ZrC,-1.01905648348
880,CaPH5O6,-1.93028150738
881,Ca3SiO5,-3.37322440933
882,TiS2,-1.40644180327
883,Cs3CrO4,-1.99917699564
884,CdSiO3,-2.46480996286
885,GeRu,-0.29360940483000003
886,CeCrO3,-3.19246463102
887,MnSe,-0.88896416644
888,Li2B4O7,-2.6889062088
889,US,-1.58712730432
890,ZrCl2,-1.72737833333
891,La2Se3,-1.93403911333
892,In5S6,-0.729305413709
893,BeAl6O10,-3.42882363736
894,Ca3(BO3)2,-3.23090099742
895,P2S3,-0.323495813802
896,In2S3,-0.73718979656
897,VSi2,-0.4336410568
898,Cr3(AsO4)2,-1.7684872801599998
899,KBr,-2.03891101575
900,HfI3,-1.02122520698
901,MgTiO3,-3.25968728624
902,MnB,-0.39027695112
903,WBr4,-0.54930631
904,FeSi2,-0.280522441101
905,KAlO2,-2.9294609155
906,H8S(NO2)2,-0.8159098819670001
907,Al3Ni2,-0.58541542668
908,DyCl3,-2.57318913425
909,BeCl2,-1.7143262626499998
910,Ca2P2O7,-3.14074127048
911,VF4,-2.90885674674
912,CrF2,-2.700928762
913,Ca12Al14O33,-3.4131824762700003
914,Ni2Ge,-0.380303068623
915,MnS2,-0.773326551293
916,VI2,-0.91064621928
917,BMo2,-0.456718831333
918,CsO2,-0.988405882333
919,ZnS,-1.051973405
920,MgHClO,-2.071817573
921,YH2,-0.7660992003470001
922,MgSiO3,-3.209814419
923,Ca2Cu,-0.02006522672
924,U2Cl5O2,-2.5305401632
925,In2Te5,-0.28372485247
926,GeI2,-0.26947102
927,Ca4Ti3O10,-3.45778262706
928,LaB6,-0.15425291102
929,V5B6,-0.7194499351450001
930,BaCrO4,-2.49777179622
931,Te3As2,-0.078055390224
932,Ba2Sn,-1.3009231704000002
933,Ba2TiO4,-3.32100823
934,GeO2,-2.00342030051
935,Zr2S3,-2.11269425388
936,Ni(HO)2,-1.104831182
937,CaAl4,-0.446650288504
938,NpO2,-3.71040866
939,Ni3N,0.00216820787507
940,SnS,-0.56828328837
941,Na2O,-1.44402610105
942,CdBr2,-1.09234223665
943,FeCl3,-1.02606273
944,YH3,-0.6884051776700001
945,PuBrO,-3.07018006405
946,CaAl2Si2(H2O5)2,-2.65025293658
947,Li2S,-1.5423173829700003
948,CuSe2,-0.166229071773
949,SiRu2,-0.364767027893
950,CdI2,-0.702497130113
951,Na2H20SO14,-1.21256356692
952,AgBrO3,-0.02168205284
953,In2Te,-0.276084806163
954,Rb2Si2O5,-2.84960997308
955,CaHfO3,-3.7553895918
956,Mg2C3,0.156110780448
957,Ca3Bi2,-1.09277546314
958,UClO,-2.88082139639
959,BaH2,-0.656403766667
960,TiI4,-0.793903082
961,Cr3Si,-0.357567315
962,TaClO2,-2.710256605
963,HgSeO3,-0.7571368706020001
964,Co(NO3)2,-0.485446284602
965,Mg(HO)2,-1.9160425949
966,NaBi,-0.3290655725
967,GeF2,-2.27444596101
968,BaSn3,-0.50410772853
969,ThC,-0.6503579425
970,Cd(HO)2,-1.1639075209999998
971,NiP2,-0.4466516704070001
972,SrZrO3,-3.66339633128
973,SrH2,-0.6218562
974,B2O3,-2.639779569
975,Lu2O3,-3.8932343828
976,U(ClO)2,-2.57755249192
977,Pu2C3,-0.309620129126
978,Pr6O11,-3.43749914101
979,SnF2,-2.33887026333
980,Mn2Sb,-0.112745983817
981,Pb4Br2O3,-1.11734891699
982,SbI3,-0.24934360766
983,La4Co3O10,-2.77731952853
984,YF3,-4.452412659969999
985,LiAlO2,-3.0804812847400003
986,UCl6,-1.5815283776
987,Co3(AsO4)2,-1.48629212561
988,ZrBr2,-1.4509978
989,CaZrO3,-3.65906406642
990,OsO2,-1.01915321667
991,FeO,-1.414722855
992,NdTe,-1.5611078044799995
993,ZrF4,-3.9618458502
994,CrI2,-0.5458515533330001
995,Ca3N2,-0.893395928292
996,Re2Te5,-0.1393846254
997,Te2Au,-0.0643234234253
998,KSb2,-0.370764485467
999,ZnAs2,-0.256934399008
1000,NaBH4,-0.331373349953
1001,TiO,-2.79698481636
1002,UF3,-3.90914353725
1003,CoB,-0.4878461889
1004,PuBr3,-2.0554575728
1005,UGe3,-0.27644617371
1006,Hf5Si3,-0.71033597299
1007,Co3N,0.02168205284
1008,CuSO4,-1.33005022386
1009,Zn3(AsO4)2,-1.7019247492200005
1010,InP,-0.386001689745
1011,U(SO4)2,-2.18397781853
1012,KCN,-0.392011238967
1013,Rb2SiO3,-2.65404771403
1014,AsBr3,-0.481342609475
1015,AgP3,-0.18007919125
1016,ZnSiAs2,-0.3794359247
1017,Fe2N,-0.013009231704
1018,HoBr3,-2.17904631042
1019,LaCrO3,-3.1805871776
1020,AsS,-0.181763385125
1021,Re5Si3,-0.203810778483
1022,WF4,-2.564120398
1023,ThBr2O,-3.0766335495
1024,Ni3(AsO4)2,-1.47430943498
1025,Mg7Si8(HO12)2,-3.05528568117
1026,Mn3O4,-2.0529842138
1027,PbO2,-0.9482270623
1028,NdBr3,-2.2625227320700003
1029,LaMnO3,-2.9540242354000004
1030,PuF3,-4.02201043755
1031,CrB4,-0.25866108639
1032,KClO4,-0.742971331842
1033,CuS,-0.285017425
1034,MnTe2,-0.4336410568
1035,Al2Si2H4O9,-2.50014236895
1036,FeAsO4,-1.49476093007
1037,PbCl2,-1.24166027454
1038,AlClO,-2.7406100970700003
1039,Na2Te,-1.084102642
1040,EuBr2,-2.48620872565
1041,Li2O2,-1.63885019375
1042,CsBr,-2.101873956
1043,PdO,-0.59842258553
1044,RbHO,-1.446852092
1045,Na3AlF6,-3.4434250648
1046,MgF2,-3.88397563493
1047,RuSe2,-0.589201839987
1048,Na3UO4,-2.62190120325
1049,Zr2Pt,-1.230238849
1050,CsNO3,-1.04679127
1051,K3AsO4,-2.16192194531
1052,BaSO4,-2.52024498833
1053,ThN,-2.027251212
1054,NbCr2,-0.0722735094667
1055,FeBr2,-0.8453789563330001
1056,SrCl2,-2.86347506317
1057,Cr23C6,-0.117382148134
1058,FeClO,-1.4081588173299997
1059,Ni3Sn4,-0.34877101099
1060,MoOF4,-2.36650831667
1061,CsU2O6,-3.20964168117
1062,CuMoO4,-1.5748404622299998
1063,Li2SiO3,-2.84931056083
1064,W(CO)6,-0.7588718494
1065,NiSb,-0.4336410568
1066,WCl5,-0.8860725351100001
1067,Ca(FeO2)2,-2.2510306074
1068,Dy2O3,-3.8611051458
1069,IrCl3,-0.636368769067
1070,NiBi,-0.04032737457
1071,YI3,-1.59796833074
1072,AuSe,-0.041195900396
1073,CaCu5,-0.013473551
1074,NaBr,-1.8715798766
1075,Ti3(AsO4)2,-2.08661456155
1076,InN,-0.5003066325069999
1077,SrMnO3,-2.53700746768
1078,NdSe,-1.8646565442400005
1079,UGe2,-0.302103269571
1080,Na2Ti3O7,-3.00560375243
1081,VO,-2.232463758
1082,FeB,-0.375706860354
1083,BaBr2,-2.59797701333
1084,CeAlO3,-3.66165513392
1085,CoBr2,-0.744154586
1086,Ni3Sn2,-0.398949772256
1087,CaF2,-4.24244118667
1088,ZnSO4,-1.69047807738
1089,BaCl2,-2.95450790133
1090,RbBr,-2.04575143395
1091,CuSe,-0.2168205284
1092,CdSe,-0.750373148
1093,Sr2CuO3,-2.35597130883
1094,CaMg(CO3)2,-2.4110401301
1095,Hf5Si4,-0.777127935212
1096,CeF3,-4.37607981142
1097,WBr5,-0.538437645527
1098,Ca3Mg(SiO4)2,-3.37899632065
1099,FeCuS2,-0.49326670211
1100,Ir2S3,-0.435376035598
1101,CeC2,-0.2168205284
1102,CuBr,-0.544124175
1103,Al4C3,-0.306338209
1104,Nd2S3,-2.39369034212
1105,CuCN,0.32812242393
1106,TiSi,-0.6721436380399999
1107,Bi2(SO4)3,-1.55116542124
1108,Pb3O4,-1.06409367846
1109,AlH3,-0.029538169500000006
1110,In2(SO4)3,-1.69913061706
1111,Na3AsO4,-1.995121975
1112,GeI4,-0.3109281
1113,TlI,-0.6417866912100001
1114,Mg3N2,-0.95661175673
1115,LiB3O5,-2.68537084114
1116,MgCO3,-2.271847984
1117,ZnCl2,-1.43717877333
1118,LiNO3,-1.0005666258
1119,Cr2NiO4,-2.0344913949000003
1120,SrCuO2,-1.99071716025
1121,PtBr4,-0.329567203168
1122,Sb2O3,-1.46871448314
1123,La2Te3,-1.626153963
1124,TiF3,-3.653405175
1125,Ca3P2,-1.04941135746
1126,BaSi2O5,-3.30109772703
1127,HgBr,-0.529041571083
1128,UH3,-0.329568239595
1129,MgMoO4,-2.41971156933
1130,NiSO4,-1.5078423661899998
1131,TiSi2,-0.463994548873
1132,Cs2TeO4,-1.657542895
1133,CaUO4,-3.45030003057
1134,SrWO4,-2.8323822531700005
1135,Ca3Ti2O7,-3.41200405292
1136,La2S3,-2.53246791742
1137,V3B4,-0.7204633453899999
1138,NiSe2,-0.375822249227
1139,Sn2Au,-0.14657150634000002
1140,LaF3,-4.40362285895
1141,SmCl3,-2.65662150775
1142,PtCl2,-0.36859489828
1143,SiMo3,-0.301380016262
1144,Al18B4O33,-3.34021577973
1145,TlCl3,-0.816328771213
1146,K2Se,-1.32983257419
1147,MoCl4O,-1.1314328083299998
1148,ErI3,-1.5396123085
1149,USO6,-2.39044114347
1150,Pb2CO4,-1.35977445668
1151,Si2Mo,-0.473647139
1152,YMn2O5,-2.60564225469
1153,MoCl2O,-1.373265775
1154,K2S,-1.3009231704000002
1155,NaB3O5,-2.65002868044
1156,CdO,-1.34212114365
1157,Li2Si2O5,-2.94909544922
1158,CdCO3,-1.55850637271
1159,Li3CrO4,-2.16224582875
1160,Tl2O3,-0.802194498
1161,AgCN,0.504380654307
1162,TbO2,-3.35638247058
1163,U2S3,-1.770217316
1164,ThO2,-4.236913576
1165,GaBr3,-1.00171187764
1166,Zr3Si2,-0.920475692948
1167,Cs4CrO4,-1.829293655
1168,Ga2O3,-2.261483714
1169,BHO2,-2.0847729105
1170,ZnBr2,-1.13661494333
1171,Na2MoO4,-2.17501609
1172,NiSeO3,-1.1760337169
1173,SrBr2,-2.4804254629900004
1174,Al2Te3,-0.6608693851340001
1175,MgCu2,-0.121419495904
1176,V3B2,-0.629645985332
1177,Cs2Te2O5,-1.558786208
1178,Li2CO3,-2.10026749415
1179,WOF4,-2.5910675
1180,PbO,-1.132814711
1181,MnP3,-0.551915514973
1182,TaN,-1.3074267498299998
1183,Hf2Si,-0.66108496195
1184,NaO2,-0.900527237003
1185,NbBr5,-0.960515631763
1186,Na3As,-0.53121029458
1187,Ag2SO4,-1.05994204802
1188,Ca3Al2O6,-3.37766848268
1189,CaS,-2.461514125
1190,UCd11,-0.0393890626593
1191,PrCl3,-2.7429040555
1192,NaSb,-0.342576434872
1193,Ba3Al2O6,-3.31893133797
1194,Ce7Ru3,-0.23715522614
1195,Cd(FeO2)2,-1.5951796018000002
1196,Mg(NO3)2,-0.90968234217
1197,CuCO3,-1.23587701188
1198,ReBr3,-0.426051820092
1199,CsBO2,-2.492606935
1200,CaGeO3,-2.66428070328
1201,Cr2(SO4)3,-1.7746129858099997
1202,ZnSe,-0.917237895
1203,PdCl2,-0.686453240153
1204,Na2SO3,-1.89139290608
1205,NaIn,-0.154810064563
1206,Mg3(PO4)2,-3.01362676042
1207,TaCl5,-1.4837748038799998
1208,Re3As7,-0.0988701609504
1209,Cr(AgO2)2,-1.08348374702
1210,Rb2O,-1.16770775333
1211,CsH,-0.2800425754
1212,PuH3,-0.35775387186
1213,CrSi2,-0.345475666667
1214,Sb2Se3,-0.264521044648
1215,LiBO2,-2.6416451376
1216,Be2C,-0.313667722037
1217,CeI3,-1.73420147775
1218,KCrO2,-2.2816940405
1219,AgI,-0.3204632284
1220,YbI3,-1.44762941225
1221,KP(HO2)2,-2.0318244461400004
1222,CeCl3,-2.74575422975
1223,Cr2N,-0.43529934
1224,H3AuO3,-0.62881654761
1225,CoI2,-0.325783553667
1226,CeBr3,-2.28745657462
1227,Al2SiO5,-3.36104207364
1228,BeH2,-0.06564037666669999
1229,AuF3,-0.903056982572
1230,PrH2,-0.69093405955
1231,Co3S4,-0.51525228
1232,KAlSiO4,-3.140817993
1233,Mn2SiO4,-2.562195605
1234,Mo2C,-0.183575404997
1235,Ce2(SO4)3,-2.41079016829
1236,Cr2FeO4,-2.1480097636
1237,InCl2,-1.2532233451
1238,XeF6,-0.50044618
1239,FeCuO2,-1.3291139848
1240,BN,-1.300715885
1241,AlNi,-0.613601058945
1242,Nd2Te3,-1.6478360158399998
1243,TiI2,-0.902797012133
1244,OsS2,-0.5102502858829999
1245,TlAsO4,-1.6385133549700002
1246,MoI4,-0.254961042
1247,Ca3Si2(H3O5)2,-2.3604526217700004
1248,HgBr2,-0.58541542668
1249,Fe2P,-0.553624755833
1250,TiFeO3,-2.57183141488
1251,PuCl3,-2.61410209007
1252,CrCl3,-1.476908475
1253,Ga2S3,-1.07022695732
1254,Cd3(AsO4)2,-1.54216351342
1255,LaN,-1.5719488309
1256,UF5,-3.59812906833
1257,NaHO,-1.47103538867
1258,LaS2,-2.15375058211
1259,Co2SiO4,-2.0859425924
1260,DyF3,-4.3841121206699984
1261,HgI2,-0.364131352667
1262,TeBr4,-0.394613361688
1263,SnBr2,-0.841264341143
1264,MgTl,-0.247175402376
1265,Cr2O3,-2.3642972724
1266,BeF2,-3.54803509667
1267,Mn23C6,-0.0950653731034
1268,UCl3O,-2.38703648078
1269,Nb2N,-0.865765475423
1270,BeH8SO8,-1.39560077685
1271,UAl2,-0.341130964683
1272,FeS2,-0.5883450603329999
1273,Ti2Ni,-0.27753096730300003
1274,AlBr3,-1.3243386473999998
1275,CuCl2,-0.7527914776669999
1276,LiI,-1.4157592819999998
1277,ICl,-0.18356158597
1278,PtI4,-0.150907916908
1279,Si2Ni,-0.32523079260000004
1280,MnO2,-1.79657365461
1281,Bi2Te3,-0.167901174
1282,CeNi5,-0.2976618344
1283,PrAl2,-0.578188075733
1284,GaN,-0.5680708208349999
1285,B(HO)2,-1.46180773361
1286,Pb5SO8,-1.3447196142
1287,Sn(SO4)2,-1.55322719045
1288,Mg3Sb2,-0.62218785664
1289,AlCo,-0.57240826783
1290,PrI3,-1.7230598875
1291,Cs2CO3,-1.9604016705
1292,ZnP2,-0.351248565057
1293,MgZn,-0.091064621928
1294,Pb3(ClO)2,-1.2377351774299998
1295,Mn5N2,-0.302340562
1296,CeTe,-1.5611078044799995
1297,BeH4SO6,-1.57447944016
1298,Si2W,-0.32169657653
1299,CuH6SO7,-1.16157901501
1300,ZrI2,-0.960422353333
1301,CuO,-0.807376633
1302,MnP,-0.58541542668
1303,NaH,-0.2921687713
1304,Pb3(BrO)2,-1.09835055203
1305,Tm2O3,-3.91491643564
1306,CaSi,-0.78248165646
1307,CuI,-0.368968012
1308,H2WO4,-1.6756359492
1309,ZrF3,-3.6274945
1310,SrMoO4,-2.69652394725
1311,CuBr2,-0.478483798333
1312,TlCl,-1.0576737535
1313,FeMoO4,-1.8517841209
1314,CuSeO3,-0.896414003716
1315,InBr,-0.9084282655
1316,FeSiO3,-2.39369034212
1317,IrI,-0.23850258124
1318,Mg3Si4(HO6)2,-2.92297090833
1319,MnF2,-2.95381695
1320,Si3N4,-1.227277629
1321,Th3N4,-1.94700215
1322,SmS,-2.23325144252
1323,Na2Ti2O5,-2.92467031959
1324,RbCl,-2.2553687947
1325,TiCl2,-1.77919968333
1326,Sr2CrO4,-2.821154294
1327,SnAu,-0.1578478321
1328,SiI4,-0.39287838289
1329,Zn3P2,-0.404152635796
1330,Th3Si2,-0.59061829022
1331,BaZrO3,-3.66895158
1332,ThCl2,-2.48187300604
1333,WO2,-2.0381786073400003
1334,Nd2Zr2O7,-3.813043199190001
1335,Y2O3,-3.94878687
1336,Na4V2O7,-2.33298123197
1337,MoCl3,-1.09870589843
1338,Ni2P,-0.5680690934570001
1339,NbCl5,-1.37753239948
1340,HfI,-0.741527243555
1341,Pu(SO4)2,-2.07358892096
1342,CsNO2,-0.98434654325
1343,ZnH14SO11,-1.1817340654
1344,NbCl2O,-2.0055898877
1345,Cs3AsO4,-2.16159806187
1346,CoP,-0.7588718494
1347,WCl2O,-1.5883243775
1348,Cr5B3,-0.35498661177
1349,Fe2NiO4,-1.6057067389
1350,InI2,-0.608037173333
1351,AlPO4,-2.99428942435
1352,Ti(CoO2)2,-2.169389772
1353,CaAl2,-0.7588718494
1354,Pd4S,-0.143101548744
1355,Ni3S4,-0.44583388015
1356,Si(PbO2)2,-2.0400881007
1357,MnI2,-0.8383727098129999
1358,Nd2Se3,-1.9513847556
1359,Fe2CoO4,-1.6180994446
1360,CaH4SO6,-1.74692361917
1361,ThC2,-0.432196968513
1362,NiBr2,-0.732062937667
1363,MoBr3,-0.73586317
1364,Fe(HO)2,-1.185672488
1365,Al3Co,-0.394614398115
1366,SmCl2,-2.81735060691
1367,Co2B,-0.4336410568
1368,IrO2,-0.861512669967
1369,Na3AlCl6,-2.051089033
1370,Ag2S,-0.1132814711
1371,UBr4,-1.663465335
1372,Ni3C,0.17464831377
1373,CdCl2,-1.3529587153100002
1374,ErH12(ClO2)3,-1.35414369685
1375,CoSb3,-0.16261539630000002
1376,Re2S7,-0.519887905398
1377,As2S3,-0.1921535658
1378,PtS,-0.431472851516
1379,Al2(SO4)3,-2.09769776485
1380,LuCl3,-2.55764272925
1381,MgB2,-0.37234676402
1382,SrMn3O6,-2.2752681931
1383,AlHO2,-2.58991447496
1384,SrCu,-0.010348723595
1385,Mg2GeO4,-2.742830025
1386,Fe4N,-0.0229829760104
1387,ZrBr4,-1.5743326130000002
1388,UP,-1.38879663359
1389,Sr3N2,-0.810908776216
1390,NaAlCl4,-1.97306335368
1391,MoF3,-2.357871425
1392,Na2H14SO11,-1.279543162
1393,HfN,-1.91322351346
1394,Ca3(AsO4)2,-2.6299016224400003
1395,RuO2,-1.0537491499299998
1396,TePb,-0.355585666576
1397,B(HO)3,-1.620971828
1398,Sm2Zr2O7,-3.83575037255
1399,SiPbO3,-2.37339710146
1400,Ag2CO3,-0.873063648882
1401,AgF,-1.05157956274
1402,SnSO4,-1.752598057
1403,Rb2S,-1.2026318884799998
1404,BeCO3,-2.16613243
1405,VCl2,-1.55809525667
1406,NaCN,-0.313377522477
1407,UH4O5,-1.8932412009
1408,HgF,-1.26832754125
1409,WCl4,-0.918452587444
1410,CoSeO3,-1.20638859088
1411,Mg2Pb,-0.171722134873
1412,Li2TiO3,-2.88587916015
1413,NaS,-1.04290466875
1414,UCl4,-2.1118236552000003
1415,Th(SO4)2,-2.39565390018
1416,PrO2,-3.2797732415
1417,MoPbO4,-1.81910212283
1418,TiPbO3,-2.48477154688
1419,Fe(HO)3,-1.23778996
1420,NaAlSi3O8,-3.13133297755
1421,ThSi,-0.66346874405
1422,PtCl3,-0.435809780298
1423,TaS2,-1.22298386
1424,Sr2MnO4,-2.7207541299
1425,LaAl2,-0.5203692681600001
1426,Rh2O3,-0.73718979656
1427,Ca3Al2(SiO4)3,-3.44412983516
1428,VF3,-3.3606145475
1429,TiI3,-0.8939182875
1430,NaCd2,-0.101182913253
1431,MgO,-3.117572416
1432,B4C,-0.12851694800000002
1433,BaCO3,-2.516444756
1434,LaPO4,-3.4041444815
1435,K4CrO4,-1.82526310556
1436,ReS3,-0.5398825975029999
1437,BaI2,-2.09358254
1438,Na2SiO3,-2.69718035102
1439,Sr4Mn3O10,-2.62669620228
1440,KBH4,-0.391938689077
1441,Nd2(SO4)3,-2.37737454249
1442,Ti2O3,-3.15256219152
1443,Ta2C,-0.7372485274230001
1444,WO3,-2.18403411536
1445,CaTiO3,-3.4421813524
1446,NiHO2,-1.010516325
1447,WCl4O,-1.24198502167
1448,TlF,-1.7064770555000002
1449,SiS2,-0.849389928823
1450,Na2Si2O5,-2.84554487607
1451,CrB,-0.39162430622
1452,Mn2O3,-1.98347460837
1453,BeSO4,-2.07425317645
1454,NdClO,-3.45467375251
1455,InBr3,-1.0338359325
1456,Ta2O5,-3.03376989
1457,CoSb2,-0.17345642272
1458,Mo(ClO)2,-1.500746296
1459,LiH,-0.472610712
1460,Al2Se3,-1.17516726393
1461,U3O8,-3.3681993087299995
1462,ReSi,-0.27362709227
1463,KHF2,-2.41288756123
1464,ZrCl4,-2.0309823492
1465,SbF3,-2.37201606248
1466,Cr2B,-0.31971700096
1467,CsCl,-2.29211013185
1468,K3AlF6,-3.44744640156
1469,EuBr3,-1.9513847556
1470,Al2CO,-1.75624628004
1471,Mg2V2O7,-2.67792950466
1472,V2O5,-2.29642611
1473,FeP2,-0.66412169306
1474,CdSO4,-1.61242130525
1475,IrI2,-0.289094037867
1476,BaTe,-2.122602496
1477,Si3Ru4,-0.49528921537
1478,U(HO2)2,-2.2766155482
