,pretty_comp,n_powerfact
2963,Li3Ac,993.1805158
2964,MgCoF6,116.6013327
2965,K4Au6S5,839.7654302000003
2966,Li3Re,715.9872843999997
2967,Sm4Bi3,0.09471122400000001
2968,Ca2CoN2,365.9198146
2969,V(CoSe2)2,935.2842303
2970,Cu2SiS3,2172.100386
2971,Li2SnP2O7,1593.5473769999999
2972,RbNaH2,2064.926071
2973,Rb2H4Pt,2187.507874
2974,Na4FeO4,296.9023533
2975,AlCuAu2,4.579022551
2976,ErTl3,2924.925308
2977,Mg3Mn,645.6446676
2978,HoSnPd,173.99404730000003
2979,KNaH2,2073.955302
2980,Ag2BBr,4.768692712
2981,Ca3BN3,1332.3317650000001
2982,Li2V3F8,613.308132
2983,Tm6ReO2,54.92952275
2984,BaNb4O6,201.6924741
2985,SrLi2Ta2O7,1954.589169
2986,NdAgHg2,37.72901912
2987,Ba2Ti3AlO8,1339.6323949999999
2988,Zr2InNi2,50.25411744
2989,Li2Cr5(SiO)4,424.62732300000016
2990,Na4Al3Si3IO2,553.4324736000002
2991,KGaS2,571.8088159
2992,Ho3Pb,1016.858825
2993,Sm2Mo2C3,862.6191960000001
2994,SmTmRh2,95.10938002
2995,Lu2ZnOs,104.4813087
2996,LiCaO3,77.81280368
2997,Li2PdAu,217.3472728
2998,Ca(TiS2)4,2.9672105589999997
2999,PrAsO4,846.8717707999997
3000,Rb2HgAu,969.4399937999999
3001,YbMg3,10.51145998
3002,Ga3Au,2518.335343
3003,Sc2OsPt,1113.642049
3004,Rb2PtS2,2959.488084
3005,Yb2HgGe,3792.899631
3006,Cr2B,1227.128802
3007,AgBr,426.3796011
3008,BI3,799.4843039
3009,HfAu,431.8656868
3010,SrIr2,1468.98174
3011,CuBrO2,986.8943867
3012,NaNO,343.0228722
3013,PrCoO3,75.71082971
3014,Mn3ZnC,394.8647605
3015,Cu(IrS2)2,3776.5254840000002
3016,ZrPt3,514.2573097
3017,H4WNCl6,139.28169640000002
3018,Co9S8,75.63428908
3019,YAuO2,1893.302668
3020,TbCdAg2,693.4273948
3021,Ca3GeN,521.6836005
3022,La3Al,33.60393694
3023,MgNiPO5,752.2131362000001
3024,NdNiC2,1101.655966
3025,ZrGa,334.8018465
3026,GaBr2,812.9205334
3027,ScC,61.26569286
3028,CeZr7O6,17.61393277
3029,Sr2CuBrO2,1946.29335
3030,Li3Fe7O2,67.63253799
3031,DyMgIn,1129.838265
3032,In3Ga,211.11259180000002
3033,Lu2CoRh,877.9401695
3034,CePb3,3895.094933
3035,CrFe2Sb,1624.619185
3036,TlBrO3,1695.064276
3037,B5H,635.3155235
3038,LaB6,0.138751657
3039,ScInAg2,395.2198704
3040,TiCl4,97.672519
3041,VIrO3,246.66844759999998
3042,SmAg3,383.5080611
3043,Rb2ThF6,471.1025068
3044,PrSn3,387.03320319999995
3045,RhI,347.54885889999997
3046,MgSiN2,2462.8880050000002
3047,LuTlTe2,4494.047841
3048,SnC,259.42377180000005
3049,Li2Mn2CuO6,240.92330460000002
3050,Nd(CoGe)2,994.9557914999999
3051,YbNbRu2,2624.015362
3052,Pm2AgGe,3233.350611
3053,TiPt3,1590.1146019999999
3054,Na3YCl6,303.4320141
3055,USiS,1400.500182
3056,K4CaU3O2,48.85052004
3057,Fe(CoSe2)2,104.6665203
3058,Sm2AgRh,0.179370303
3059,Dy2ZnIn,84.87671004
3060,CdO,19.27046409
3061,PuTe,3748.3248350000003
3062,Ba(Cu2P)4,372.5874234
3063,LuNiBC,369.9047622
3064,SbTeClO3,1419.710577
3065,LiSm2Os,2374.203355
3066,Ca(NdTe2)2,1829.7551600000002
3067,K2TeBr6,2590.573718
3068,HgPd3,48.127722999999996
3069,RbRuO3,3.646035121
3070,MgSnIr2,624.657366
3071,Th(SiAu)2,8.150089933
3072,HoSi,183.2637062
3073,MnInNi2,748.6497757999997
3074,Li3Nd,538.4224202
3075,BaPIr,1.1282058320000001
3076,CaSn,1926.988794
3077,K2PtBr4,1598.19765
3078,BaWN3,1028.3417539999996
3079,YbPmPd2,566.1551329
3080,Y(BIr)2,176.77072030000005
3081,TmP,108.8656926
3082,BaYFe2O5,524.4527554
3083,V2S5,2527.45585
3084,SiF4,1053.616376
3085,KBa2Re,0.009132325
3086,BaEr2F8,918.3273132999999
3087,Pm2IrPd,364.6713869
3088,V5S4,1078.869336
3089,BNF8,160.3356522
3090,Ti3Zn2O8,1169.481779
3091,K2AgP,1057.315122
3092,SnSb,17.00860872
3093,LiHg,126.2478895
3094,SmTiGe,1540.126005
3095,Tl2PtCl6,2064.216589
3096,K3AlH6,2535.20245
3097,Li3MnF5,17.21698793
3098,SbSI,3863.715575
3099,HfSb,234.45097009999998
3100,Mn(GaS2)2,694.5160114
3101,SrGe(HO2)2,859.6705873
3102,KMnSb,122.58983899999998
3103,CaRhO3,174.47589
3104,ZrO2,1668.917679
3105,K(RuO2)4,36.83120315
3106,Ba4Ru3,395.4043732
3107,LiAg3,473.75803729999996
3108,ErBiPt,745.4823892000003
3109,FeH,195.9590905
3110,Rb2Hf2O5,928.1047663999999
3111,UBrN,77.83891024
3112,MgTaZn,108.0615045
3113,YAsO4,779.7279085
3114,Ce(SiIr)2,678.2744974999998
3115,Hf3(Cu2Ge)2,65.31943954
3116,LiFe2F7,13.08750033
3117,Li5WNO4,893.362865
3118,NaLi3(H2N)4,923.1352665
3119,TaNO,889.3218494999999
3120,Rb3TlO3,714.7186035
3121,Li3Fe3(OF)4,128.5592197
3122,SiSn3,4146.339849
3123,Fe2O2F3,1330.257185
3124,WF5,1538.4442179999999
3125,Li3Cu,738.0336305
3126,Li3Y3ZrO8,1087.699693
3127,CdRuO3,209.23720659999998
3128,AlCrCo2,76.72211579
3129,CdPd5Se,514.5775775000002
3130,Si(GeN2)2,1991.4235170000002
3131,Cu3PS4,2265.647818
3132,BaAl4S7,1436.8974
3133,Ba2MgUO6,4.003335776
3134,Zn2PtO4,900.0673306
3135,Tb2SO2,1616.559631
3136,Sm2As4O9,653.3012937999998
3137,Li2MnSiO5,1005.018173
3138,Bi2Pd,948.4767522
3139,Li2CeAs2,186.935304
3140,NaSm2IrO6,31.72920946
3141,Li3VP2HO8,931.3466617
3142,TbCuS2,822.3294187999999
3143,S(IO3)2,1891.1655879999998
3144,NO2,29.48588432
3145,BaYbCdSb2,998.9405092000001
3146,Rb2S5,635.8674570000002
3147,CeCdNi4,8.525958511
3148,Na3Tl,451.92503
3149,Er2Nb2O7,331.3768798
3150,TiBeZn,323.9660599
3151,NbSeI3,558.2323198
3152,SmClF,775.1487137
3153,Rb2TeBr6,2584.553428
3154,LiMoO2,56.21229125
3155,TiVW,1428.583095
3156,Tc3Ir,1780.175325
3157,Ba3PN,699.8335885
3158,ZnMo3,9.626405178999999
3159,Li2VGeO5,926.9438624
3160,PNF2,638.8121259
3161,Li3In2,229.37464509999998
3162,LiIn2Pd,70.30233879999999
3163,LuHg,706.4529003
3164,Be2BO3F,1072.292309
3165,LiVWO6,465.41570419999994
3166,UPbO4,93.91216553
3167,La(FeSi)2,299.7527291
3168,K2Hg3(GeSe4)2,410.5750312
3169,CaAl4O7,844.8773317
3170,SiPd,47.40965544
3171,LiBeB,328.5186438
3172,Tm2SO2,1731.048198
3173,CeZnGa,1281.519361
3174,NaCa3IrO6,60.13266018
3175,TbScGe,544.0286944000002
3176,Na4SnS4,505.0742419
3177,BrClO,1242.609005
3178,KCuO2,1813.8044280000001
3179,LaBi,125.28228440000001
3180,Sc(MnAl2)4,58.12444145
3181,B2S2O9,693.7175856
3182,MoP,168.0178025
3183,ScAu3,169.9691257
3184,TbBi5O9,1787.9848769999999
3185,BaO2,1554.785722
3186,Ba2VTe,183.6904915
3187,LuSb2,134.7239421
3188,Te2Os,268.3097141
3189,BaO,3201.91725
3190,Ti(MnP)2,787.090302
3191,Th3U,78.33940854
3192,CuAuF5,85.59127405
3193,LiCa6Ge,124.6571054
3194,Rb3H5Pt,1242.463716
3195,HoP,92.44693848
3196,Ta2CdBi,964.7929778999999
3197,Ag2Te,303.5074390000001
3198,Li3BiS3,1215.4821570000001
3199,Mg3Sc,523.1336436
3200,Sr2LiTl,159.4007622
3201,MgH2(ClO3)2,959.1847872999999
3202,Sr2HN,2328.482405
3203,SbCl4F,830.5366031000003
3204,Yb2ZnRh,2138.229252
3205,Tl(CuSe)2,904.9582853000001
3206,TiMn2Al,152.98188580000001
3207,Li2CuSiO4,37.34863625
3208,Nd(AsPd)2,1474.432226
3209,Tm2TlHg,2.5650732119999997
3210,BeSnP2,1753.533503
3211,Li2FeBr4,47.31838883
3212,CoSi,2290.43998
3213,Dy6FeSb2,127.17276709999999
3214,AlCrNi2,1130.248035
3215,PAuS4,1183.379393
3216,MnAlGe,609.1268212
3217,Ta3SeI7,993.3367171
3218,Al2HgO4,757.8519673
3219,AlI3,488.58747310000007
3220,Hf5ZnSb3,2342.947095
3221,Li3(CoO2)4,3119.209505000001
3222,Y2Zn7,74.23669712
3223,TmTl3,1652.275236
3224,TbAlPd,219.79880209999996
3225,Mg3Ti2O7,1106.478781
3226,Ba2ErSbO6,1250.208235
3227,SBr,976.8002347999999
3228,Dy(Al2Cu)4,220.50158190000002
3229,YbRh2Pb,2335.630657
3230,TaF5,2616.5508489999997
3231,GeBi4Te7,1921.090072
3232,RbUAgSe3,219.7045654
3233,VCr2O4,102.942698
3234,ThBi,49.5286875
3235,Pr2CuO4,155.65807780000003
3236,Zn2BiWO6,204.6972312
3237,KTa(CuSe2)2,1313.689887
3238,SmAl3,339.9163345
3239,Rb2Ni3Se4,1228.2696369999999
3240,MnH4(CO3)2,224.48727230000003
3241,AgSb2F2,202.7209194
3242,Li4Ca(BO3)2,629.6036383999998
3243,SmCuSeO,500.44866349999995
3244,NdFeAsO,14.7830228
3245,MgGeIr2,2710.264884
3246,TaCuRh2,1465.363505
3247,Tb2Ti3Si4,99.33232691
3248,LuSbPt,792.8895253
3249,Ba3NiIr2O9,166.5054188
3250,MgIn5,7.127476122999999
3251,Ho5Si3,1338.690073
3252,NdCl3,956.1756159
3253,Y(NiGe)2,1348.888984
3254,Na6Sn2S7,393.8301106
3255,TmLuRh2,182.5535629
3256,BaAuO2,2130.53267
3257,KPt2Se3,2193.100266
3258,Li3MnAl2O6,307.6536893
3259,Nd2Mg,382.08757610000004
3260,Lu3Ga,569.5139917
3261,Sr4As2O,731.9463688
3262,TbYbRh2,44.21027062
3263,LiHo2Os,621.920992
3264,ZrCdAu2,1191.044537
3265,SrMg5,98.80406297
3266,MgSnAs2,509.7137572
3267,PrInAu,812.4770285
3268,Li5Fe3Ni2,150.9650757
3269,LuBi2BrO4,633.7292323
3270,Er3TaO7,1632.795651
3271,InAgSe2,1822.9802719999998
3272,Ba2YSbO6,2521.85513
3273,PI3,1513.1707470000001
3274,Na6CuO4,258.64293280000004
3275,LiAg2Sn,186.3304489
3276,Li2AgSn,47.73681205
3277,Li2FeSi3O8,20.1419505
3278,ReSnGe,2304.406791
3279,TaHgS2,69.60279961
3280,Dy2InAu2,899.5773062000003
3281,YFe2,221.62402200000002
3282,HoAsO4,864.7741785000003
3283,Sc2CuOs,18.144204000000002
3284,MnF4,580.8317049
3285,Na3Pt,516.0919222
3286,K2NaInF6,946.9890393
3287,TmMn6(GaSn2)2,286.7711101000001
3288,Mg2H4Ru,1951.5226329999998
3289,YSi2,1806.8805260000001
3290,LiP(HO)2,1831.7280289999999
3291,Ti2GaNi,84.21691976
3292,Th3Bi4,578.3797517999999
3293,CaMgGeO4,709.3156112
3294,Pr3SiAgS7,1290.2354890000001
3295,K2InP2S7,1042.475342
3296,Fe8N,109.23813490000002
3297,Li4MnCr5O2,97.26717428
3298,SrHf2Mo,217.6938582
3299,TbMn2,109.915135
3300,PH2F3,1184.4756300000001
3301,DyIn3,2276.5057309999997
3302,Sm3Cr,1998.389843
3303,ScGaRu2,601.1832456000002
3304,Sr(CuSb)2,757.5759036000003
3305,TiSi2,878.0988779999999
3306,NaV2O5,89.54919396
3307,Li(FeO2)2,44.96088887
3308,Al6Cd4SO2,774.4312573
3309,Mo6PbSe8,50.74144286
3310,Rb3ZnBr5,408.0441861
3311,ThB4Mo,222.3059273
3312,Ga2Cu,99.24713685
3313,NaAg2,10.57113744
3314,Rb2Li4Pb3O4,870.9320182
3315,Li3Fe5,11.52503994
3316,FeCu2SiSe4,328.2190700000001
3317,CaTl3,345.7938295
3318,NpPa3,3361.268875
3319,Yb2AgBi,88.03639090000001
3320,Li(CN)2,1021.370744
3321,Ta2O,43.18860353
3322,PmAgAu2,345.7909082
3323,Li6CuS4,1242.552488
3324,MnCo5O2,760.0822416
3325,Li2MgSiO4,742.7276114
3326,Na2LiNF6,1701.303534
3327,PuGe3,1353.186107
3328,Pu2W2C3,254.090181
3329,TiN,167.2953331
3330,ErRh2,1067.9913800000004
3331,MgMoH2O5,222.9509039
3332,Hf2Au,385.4269844
3333,TiFeSn,738.9536601
3334,TiIr,3458.522521
3335,MgMnSiO5,1035.851761
3336,Y2TiO5,1012.4037380000001
3337,InPO4,840.3413447999999
3338,NbCrGe,304.1634245
3339,Li3Co3OF7,90.22844687
3340,NdAl3Ni2,927.7098404999999
3341,TlTcIr2,467.54085810000004
3342,YbPaPt2,1009.945321
3343,RbCaH3,2182.157857
3344,KTlO,1440.2517560000001
3345,Zn4P6SN2,991.6922411
3346,Rb3GaO3,819.4846021000003
3347,WBr6,753.4450766
3348,V3Ag,1181.332107
3349,TbNbO4,1307.4916660000001
3350,Ta2InC,564.8848142999999
3351,Na2GeF6,656.7404938
3352,Ta4AlC3,1636.0925710000001
3353,RbAcO3,6.238262355
3354,Al2FeO4,2538.8797219999997
3355,NaCu2O3,2042.607903
3356,HoCd2,784.3227678999997
3357,CaZnSe2,438.4599747
3358,LiMn3CrO8,554.3973992000001
3359,Ac2CuGe,3135.876475
3360,Ba4As2O,701.8544967
3361,UPdSe3,183.59921440000002
3362,Be3Ir,223.6731792
3363,Zr3ZnN,907.2805494999999
3364,PrLuSe3,937.0294346000001
3365,Sr(AlSe2)2,2370.624977
3366,Al2(BiO3)3,2961.8342559999996
3367,TmNi2B2C,4457.215606000002
3368,B2(CN2)3,1536.567006
3369,FeBiSbS4,574.4755562999999
3370,CrP4,1452.717117
3371,Li2AlPCO7,104.0609647
3372,CeIn5Rh,3130.3566079999996
3373,AlGaO3,599.2032773
3374,LaN,200.992519
3375,NpPd3,140.92019119999995
3376,TaPd2,215.92909249999997
3377,Nd3Si2S8Br,630.5367647999999
3378,VZnSF5,68.53035940000001
3379,MgH6(NCl)2,724.203921
3380,Y(FeB)2,184.4886965
3381,YTmHg2,1142.953493
3382,Sr3MgRhO6,418.7809119
3383,NaAsO3,488.4479345
3384,PrMgTl2,1.631239708
3385,Th(SiRu)2,93.00495924
3386,YUO4,56.58039474
3387,MgSiRh2,387.047336
3388,LiFeCoO4,52.84658406
3389,InGaTe2,1090.710022
3390,TmTlTe2,4454.363943
3391,AgBF5,213.0607139
3392,KTbO3,2187.192191
3393,PrMgRh,116.11547720000002
3394,Na3Co,377.7387602
3395,Cu2HgI4,998.6050575999999
3396,Zn3C,793.2536712
3397,LiGa2Pd,24.76303848
3398,LuSi3,277.6509023
3399,BaAg,4.185698517
3400,TbSF,924.7476527000001
3401,TcC,16.00471629
3402,NaCuO2,2395.212052
3403,AgHg2PO4,823.8064893
3404,BeCo2Ge,1440.5464359999999
3405,NaNiO2,1389.111317
3406,TiFeSe,2740.507297
3407,SmErZn2,42.2988461
3408,RbInO3,11.47829425
3409,BiI,655.0015241
3410,HoFe2,474.23726889999995
3411,Li3N,1637.827747
3412,Na2SeO4,904.1148870999999
3413,RbGeCl3,2135.0490760000002
3414,CaMn2(Si2O)2,766.1449317
3415,AlN,2289.580768
3416,Cr2OF2,604.2440075000002
3417,LiHoGe,850.9812778999999
3418,Ba(CdSb)2,778.0220959
3419,YB4,311.0119937
3420,NaMg,196.82830890000002
3421,TaRu3C,26.16354288
3422,DyGaPd,44.26308769
3423,Mg2Cr3O8,137.6969123
3424,AgBiS2,1622.917781
3425,TaTl(GeO3)3,1739.954391
3426,Li3V2O6,229.4451443
3427,Fe2As,20.05131698
3428,RbH2N,791.3282335
3429,SrAlSi,321.7628588
3430,Cu8O,325.6419812
3431,ScBiPd2,0.40667088
3432,Ce3Y4O2,46.20699994
3433,KYO2,2745.4354510000007
3434,Ni3I,702.1288102000003
3435,Yb2AgHg,806.9042472
3436,Dy3CoB4,1.06734756
3437,Ac3Tl,413.26629219999995
3438,Li2BPd3,58.69735414
3439,KTeF5,1058.42244
3440,Sr2MnZn2(AsO)2,884.6639317
3441,CeBrO,207.2614905
3442,HoSnAu,2058.330501000001
3443,Na2V2ZnO7,171.8350237
3444,Tc2N,781.4109021
3445,Ba2Mn3AlO8,148.42646619999996
3446,Ba(MgGe)2,4301.356894
3447,NdMgGa,385.5297021
3448,Nb(SeCl)2,1516.673393
3449,Ni(PS3)2,1312.929638
3450,KPt2S3,2315.071027
3451,AlICl6,114.46666880000001
3452,KSnSO4F,1665.863247
3453,LuInCo4,1367.213467
3454,Dy(CoGe)2,1636.943749
3455,Nb3Al,248.5350838
3456,KSn2Br5,1538.1028609999994
3457,Dy2Pb2O7,532.8042588000002
3458,Na2SnTeO6,1149.131477
3459,Yb2SnHg,3339.303127
3460,Rh3Se,294.02943230000005
3461,RbBS2,716.8984366000003
3462,K2CuSb,1200.140214
3463,Tl2O,3252.097461
3464,AsF5,949.8989466
3465,DyCoC,147.18315180000005
3466,Rb3Ir,3101.552525
3467,DyNiO3,887.6345715
3468,PrP5,572.3827129
3469,Tl3Ge,1169.9145
3470,Li6Mn(OF2)2,291.1498463
3471,RbCr5Se8,331.6171575
3472,Li5NCl2,857.2072627999999
3473,Ba2YbTaO6,4419.743947999998
3474,K3YF6,805.2839117999997
3475,ScSiRh,109.31985279999999
3476,Lu2MgGe2,144.8913996
3477,CeNiSb2,145.47457649999996
3478,Na3TlO2,1428.415516
3479,Rb2SiF6,1032.240942
3480,Hf(VH2)2,1425.536136
3481,Li3VF7,72.49542122
3482,Sr2Cu(OF)2,6.081325022000001
3483,Ce(CoP)2,280.0912106
3484,NaH3SO5,1130.819764
3485,PdS,475.4415847
3486,Y2IrRh,491.3000763
3487,YbPmAu2,0.42531652600000003
3488,YbZnAu2,112.9094307
3489,SrNiSn3,1442.3412560000006
3490,Y2Ni2O7,1674.072232
3491,Mg(NiO2)4,400.7460262
3492,TaPt2,384.3966104
3493,NaCu,70.58759251
3494,Er2CuOs,61.91972970000001
3495,ErB3Mo,1270.700693
3496,V3Te4,605.8648159
3497,BaCaAlF7,456.2451966
3498,Y4Cu2O7,1160.014781
3499,Cr2CoO4,0.619123023
3500,Pm2InAg,2466.946096
3501,CeBPt3,1652.460844
3502,HfMn2,193.09008889999998
3503,Pm3Zr,63.02618686
3504,ErInAu2,378.56384039999995
3505,NdCuO2,2199.821444
3506,Cu2GeS3,1133.994411
3507,LuScPd2,146.82812180000005
3508,TaCoSb,2056.083679
3509,Ca(BeN)2,2499.120553
3510,ScAg4,933.241067
3511,Rb2Al2Sb2O7,1620.696418
3512,Th2Ge,69.67071732
3513,YHg,1069.532309
3514,Li2AgSb,4311.2275039999995
3515,Li2GaPd,321.47393389999996
3516,LiGePCO7,1373.4427859999996
3517,Tl4GeS4,1649.2208039999994
3518,DyCdAu2,13.41666344
3519,Ba2BiSbO6,2157.885582
3520,Nb3CoS6,395.7126398
3521,LiTiRh2,1671.2457789999999
3522,Sr2HfO4,912.6776091
3523,MgH2SeO5,874.2859345
3524,ErMg3,66.56162391
3525,Ba(TlHg)2,46.34128992
3526,YSbPt,686.1765022000002
3527,Yb3Ti3O4,650.1372232000001
3528,TlCuPO4,13.73609402
3529,NaFeS2,111.2421424
3530,Li3VPCO7,226.5952887
3531,La(NiSn)2,380.2886423
3532,HgNO2,1049.064546
3533,USeO5,78.06445788
3534,Ho3Mg,106.67035130000001
3535,YbPmZn2,305.2586985
3536,SnBiO4,52.93800388
3537,Na2Cd3(PO)4,786.0624047
3538,ReRu3,2028.814773
3539,KH8N3,794.6846874
3540,TaTe2,286.9126419
3541,Tm2AgOs,16.15562245
3542,NaTl2MoF6,5.796288804
3543,Tm2CuRu,50.1836895
3544,SrS2,3878.5542609999998
3545,Ba(MnP)2,80.63208218
3546,Li2CdHg,69.17066826
3547,K2AlF5,929.300967
3548,Lu3Al,239.0238807
3549,Ca(ZnSb)2,533.2592624
3550,ZnH4(CO3)2,581.3894502
3551,HfNi2Sn,15.14568467
3552,Mn2SnS4,48.93609819
3553,Pt3PbC,28.45844543
3554,Fe3H4(OF4)2,612.7184177999999
3555,Na3CrBAsO7,1143.810736
3556,ZrCu2Hg,320.344925
3557,SrCrRh2,17.61044057
3558,RbSmS2,3204.167953
3559,Ti3NbCu3O2,78.94331708
3560,Li3Cr3FeO8,16.55201451
3561,OsCl4O,128.1234383
3562,KFe2S3,1827.8565219999998
3563,TcSnSe,29.67369327
3564,LiCo2Ge,317.7050301999999
3565,Fe(Sb2O)2,117.9365768
3566,Te3WO2,1765.280834
3567,SmPbAu2,1.831423055
3568,HfRu3,1146.4282640000001
3569,LiMnPd2,489.2227722
3570,CuH6BrN2,1007.860386
3571,SbPO5,1042.23106
3572,ZrPt,158.1991447
3573,NaScS2,2809.315487000001
3574,DyNi,157.9643601
3575,SrCuH6O5,266.5667325
3576,BaTm2F8,935.9330532
3577,NbAu2,235.92241549999997
3578,Dy2ZnIr,108.9805872
3579,KLiZnS2,533.9653545
3580,ZrB6,245.08084730000002
3581,HoMgAu2,10.88668042
3582,BaHBr,748.6789602000001
3583,Li5SbO5,876.1367321
3584,SmSi2,172.2353025
3585,TiS,2075.7044539999997
3586,NpN,1981.496884
3587,TbP,76.65102259
3588,Y2B3C2,171.24491
3589,BaMg(SnO2)4,272.1006478
3590,NdBPd3,208.839751
3591,NaNd3,585.7934092999999
3592,ScPd3C,118.82681740000001
3593,K2CuP,994.7280363
3594,Ce(NiGe)2,1297.88232
3595,Al2Ge(HO3)2,795.103612
3596,BiAuO2,1054.643247
3597,ErSe,642.7109012999998
3598,Cr2O3,1427.194875
3599,Rb2TeBr6,2338.684174
3600,Cr3O7,215.64748799999998
3601,ErAgSe2,1758.8320010000002
3602,TbGaRh2,2739.194445
3603,Li2O,968.9777173
3604,MnAu,142.6545198
3605,K5P2Au,497.85718960000014
3606,MgMnF5,1213.313629
3607,ZrAgMo,533.972286
3608,Rb8NO3,112.45209740000001
3609,Ta2Se,680.4892629
3610,TiMn2O4,258.56084619999996
3611,ThPb3,2253.482987000001
3612,SrZnCl4,479.01029180000006
3613,Li3Al,1129.868975
3614,ZnSn3,130.2104392
3615,V2N,115.8582605
3616,BaYMnCuO5,184.5815807
3617,Dy2Fe2Si2C,78.74840804
3618,PrHSe,2141.628899
3619,Li5Tl2,536.7204568
3620,SmSnRh2,2643.549035
3621,Mo3Pd2N,85.84031571
3622,Si3W5,192.59213119999998
3623,Ho2NiAs2,513.3853637
3624,NaMnCl3,196.38864740000002
3625,CdInGaS4,514.9887156000002
3626,SrHIO,666.7183967
3627,Li2InPt,384.6502749
3628,Ce2SO2,96.00509077
3629,CeInPd,3067.77465
3630,NdGa2,311.4613885
3631,Rb2Se,736.5766474
3632,ZnBr2,2566.654766
3633,YbP,1488.046386
3634,CaTiO2,15.12639443
3635,MgTiPO5,1214.929133
3636,ScSnPd2,1820.1729149999999
3637,DyPt2,152.6877852
3638,HoCdAu2,15.83285149
3639,Ho(SiPd)2,356.6792091
3640,Li6FeCl8,43.88070967
3641,K3Na(SO4)2,943.2844747000001
3642,Ba3Si2(BO)6,677.7579822
3643,NbGaO4,1466.6708820000001
3644,BePd2,361.149104
3645,LiTaIr2,505.3414791
3646,LiV3O8,998.8831493999999
3647,SmCuSe2,779.3869082
3648,SrBiB,445.9910103
3649,CeMg2Ag,1112.162402
3650,Al2Pd,0.047253185
3651,TlCu4S3,2869.144951
3652,Ba(AsPd)2,61.16723616
3653,Mg(MnS2)4,64.03123227
3654,NaPrTl2,177.20791090000003
3655,YbTe,2548.149379
3656,Y2FeB,1039.886419
3657,SmTlS2,4131.09252
3658,Bi2Te2W,25.02230029
3659,Li3Ni4O4F3,0.15348409300000002
3660,Mg2ZnRh,584.2454466
3661,CF4,894.997891
3662,HgBr2,544.660517
3663,Mn6O7F5,77.60669257
3664,BeCN2,1175.243813
3665,TaMn2O3,443.7529052
3666,Na(OsO3)2,786.4436977999999
3667,AlAgTe2,248.3165733
3668,TiAu4,58.58987368
3669,AuF3,449.88764199999997
3670,DyTlO2,4199.829702
3671,Cd2GaAgS4,296.151903
3672,Tm2Al3Si2,480.5371952
3673,Ti(CoO2)2,410.040071
3674,Rb2NiO2,380.34569039999997
3675,Sm6Si4S7,215.6177389
3676,NdGeO3,316.9082491000001
3677,Nb5Ga3,685.751395
3678,Li7Fe(O2F)2,26.88345802
3679,ErS2,619.8219561000002
3680,ScAsO3,701.2169449
3681,HfAlAu2,22.92167239
3682,SbTePd,159.6866354
3683,MgMn2O3,903.3492627999999
3684,KV(CuSe2)2,650.2237774
3685,Cu3SbS4,1609.808893
3686,Li7Mn5O2,150.7180389
3687,ZrNCl,3177.596751
3688,ZnGeN2,417.8058538
3689,KV(CuS2)2,549.5639376
3690,BaO,2687.336641
3691,BaSnHg,764.6334421
3692,NdTlS2,3753.7357829999996
3693,Li5(Cu2P3)2,1461.4246699999999
3694,YCuSb2,900.4672575
3695,MnPd3,343.0295423
3696,Y2Te5O3,517.1129900000002
3697,FeO2,317.5750726
3698,TmTiGe,476.75625419999994
3699,Mn3AlC,41.22245525
3700,BN,1697.6930350000002
3701,LiHg3,363.7898173
3702,KPrO2,2744.928902
3703,UAlNi4,1398.345904
3704,RbTaGeS5,2053.337399
3705,CeSe,4740.546504999998
3706,Rb3Li,429.9646194
3707,Sb4I2O5,1345.103141
3708,SrF2,1120.061976
3709,NaPaO3,785.7446959
3710,Ba2CaMoO6,2698.81453
3711,Al9Co2,247.866275
3712,Ga2TeO6,410.2217478
3713,YbSnPd2,15.47591809
3714,FeSnF6,215.69187799999997
3715,LuB4Os,565.6548904
3716,Tm5(SiSb)2,650.8087353
3717,NdBi2BrO4,722.7628665
3718,H4C,955.2807687999999
3719,ScReTc2,2180.835971
3720,U(SiRu)2,152.0267049
3721,Sc7BCl2,373.1236462
3722,GaAsPd5,95.05496569
3723,K2CuAs,1436.0997380000001
3724,SrPS3,915.1682432
3725,BPb3O4F,828.0322844
3726,KPrSiSe4,1099.4340220000001
3727,Yb2HgPb,1475.528458
3728,CdCN2,2335.6234329999997
3729,SrGeO3,747.0280579
3730,NaLiICl,717.0011557
3731,Li2VBO4,1194.2433119999996
3732,NaPt2,236.5407878
3733,Te2Br,1853.0575820000001
3734,MgCu4Sn,820.9763116
3735,Zr(Se2Cl3)2,343.5344659
3736,ErTiGe,580.0695312999999
3737,Pm2MgAl,73.00234314
3738,ErInPd2,634.8835891
3739,Co2P,170.7684173
3740,Ca(CrS2)4,236.8851725
3741,SrAl4,227.2717724
3742,ZrHg,992.3325478
3743,Cr3Sb(P2O3)2,450.5683118
3744,CaB2,773.1332612000001
3745,NbNi3,250.7782364
3746,Cd(FeO2)2,0.073620267
3747,AgN3,3165.022204
3748,U(CuSi)2,80.94095952
3749,KHg2,569.4775885
3750,Na5SiAs3,1432.523126
3751,SrGaGeH,4019.622061
3752,Zn4P6N2O,1095.692393
3753,Sr(SnAs)2,4017.9983509999997
3754,K2NaAlP2,1686.4603719999998
3755,Nd3Tl,4.020855421
3756,TiMnO4,923.7436966
3757,AlNi,173.62424
3758,Ge5(Te4As)2,2112.4588059999996
3759,MgSi2,241.958223
3760,Nd2PbSe4,1549.747149
3761,CaCdHg2,365.28779879999996
