,pretty_comp,et_c66
1036,BeCo4Pt,25.9
1037,Ti2InNi,16.7
1038,Al2CO,80.5
1039,Rb2NaYF6,18.4
1040,Yb2PrDyS6,23.5
1041,Zn(HO)2,26.8
1042,U2InPd2,39.6
1043,Ti3PO7,42.1
1044,Ca3BiSb,6.4
1045,BeNbBi4,11.0
1046,Co3W,118.2
1047,Nb3Os,59.1
1048,TiCoO3,98.0
1049,LiSmO2,82.0
1050,DyTe2,27.0
1051,Tl3AsSe3,7.3
1052,NiSe,12.4
1053,Fe3RhN,70.9
1054,Na3Nd,2.9
1055,K2SrTa2O7,31.7
1056,RbCeTe2,19.4
1057,Ba2Ga2O5,65.8
1058,Mo3W(Se3S)2,1.0
1059,HoSe,11.5
1060,PbIF,13.6
1061,RbBe2F5,19.1
1062,Ba2YNb,13.1
1063,Rb2PtCl6,12.8
1064,Dy2AlZn,55.1
1065,MgTa,19.4
1066,Rb3Th,5.4
1067,BeCoTe2,7.3
1068,ErInAg2,45.5
1069,Ca(AsO3)2,54.0
1070,Na2CoP2O7,11.3
1071,TbAu2,30.0
1072,Si2W,130.9
1073,Dy(CuSi)2,83.7
1074,ScRu,44.5
1075,Li3BO3,67.8
1076,K2BeCo,16.2
1077,BeV2Hg,24.0
1078,BaSO3,22.1
1079,BaTe,9.7
1080,Ba2UCoO6,59.5
1081,Mg(InS2)2,37.3
1082,CClF3,7.3
1083,SmBRh3,64.9
1084,NaGa4,14.7
1085,BaZnCr2,21.4
1086,CrNiAs,59.8
1087,UGa,58.9
1088,Yb(SiPt)2,49.0
1089,Sm2AlNO3,130.4
1090,Sc2GaAg,51.1
1091,K2BeSe,17.5
1092,USbRh,29.5
1093,UCr2O6,43.9
1094,ZnAsRh2,45.3
1095,ScIr3,165.7
1096,SmI3,5.4
1097,CaCoF6,33.0
1098,SrSeO4,29.2
1099,RbH2N,5.6
1100,Zr2SN2,95.6
1101,UTeS,49.6
1102,Yb2SeO2,15.5
1103,Zr2Pd,63.2
1104,SrZrN2,104.5
1105,Ba3(HIr)2,17.6
1106,RbTcO4,13.1
1107,RbCrO2,62.5
1108,LuNi2Sn,43.6
1109,KSn2Cl5,10.3
1110,LiIn2Rh,59.5
1111,ZrO,95.9
1112,RbCa3,11.2
1113,Nd(SiAg)2,67.5
1114,LiNpIr2,34.9
1115,PtS,27.8
1116,HoH2,71.8
1117,LiGa2Ir,70.0
1118,YbPt3,87.9
1119,MnBr2,6.5
1120,NpAs,22.6
1121,TlHgF3,11.1
1122,K3Ag3As2,12.6
1123,BaCuP2,10.3
1124,GaFeCo2,100.9
1125,RbHoSe2,27.2
1126,Zr3In,67.9
1127,Al2Ru,156.8
1128,Y(MnGe)2,75.0
1129,Mg2CoH5,50.2
1130,Hg3(TeBr)2,8.1
1131,SbAsOs,2.5
1132,FeSeBr7,5.1
1133,Mg3ZnC,35.0
1134,RbBiS2,28.6
1135,LiSiNi2,107.4
1136,Dy(CrSi)2,95.9
1137,ZrSnRh2,57.8
1138,Ho3Hg,23.2
1139,LuAlGe,40.7
1140,Sc2TlAg,45.7
1141,CuAgS,6.9
1142,KRb2TiF6,10.4
1143,TiBeHg,51.4
1144,K2NaAlAs2,11.7
1145,Hg3(SCl)2,9.6
1146,Er(PRu)2,80.3
1147,BaLiSb,17.1
1148,NdRh3C,67.5
1149,LiCa2Tl,29.9
1150,TiGaFeCo,116.7
1151,CuCl,10.8
1152,USb2,34.1
1153,SeCl,5.1
1154,ZrBeBi,16.1
1155,KCeS2,27.2
1156,LuP,51.9
1157,K2MnBe,13.5
1158,Ba4NaTa,2.7
1159,Cl2O,7.4
1160,MgCoF5,17.3
1161,V2O5,26.2
1162,Na5CoSO2,13.9
1163,Zr3Ag,29.8
1164,ScMnRh2,36.4
1165,Rb3BrO,8.7
1166,Ga2PdI8,3.7
1167,NaSmTl2,25.3
1168,Nd(SiNi)2,79.6
1169,MnAl,107.1
1170,TiNiSn,63.2
1171,ThAl2,75.6
1172,LiZn,46.1
1173,PrAgPb,41.3
1174,CoH4(BrO)2,14.1
1175,NaSb,9.1
1176,BaNdMn2O6,106.6
1177,LaTiO3,50.2
1178,LuTiGe,56.6
1179,Ca2Ge,20.0
1180,Na3AlAs2,13.0
1181,CuI4,3.7
1182,Li(TiS2)3,16.7
1183,NaLi2Sb,30.9
1184,TlAuCl4,11.7
1185,RbNaSi2O5,22.3
1186,Nb3B4,187.4
1187,Lu2AgOs,53.4
1188,BaLiAs,18.7
1189,SrTaBe,30.6
1190,YbF2,27.9
1191,TaBeFe,75.6
1192,Tb2SO2,80.3
1193,BaErCuS3,35.0
1194,NbCoSb,45.1
1195,Li4MoO5,83.5
1196,PrNi5,65.2
1197,Ba2ClF3,21.9
1198,Y2Al3Si2,81.6
1199,TbPd,42.5
1200,VTe,57.4
1201,Ti2Ge,34.1
1202,NaSrBO3,26.4
1203,SmCo2,40.2
1204,YbNi2B2C,49.1
1205,RbAuC2,1.2
1206,CoMo,49.6
1207,Mg2Sb2O5,18.5
1208,SrTcO3,70.1
1209,PdS2,7.8
1210,ZnGeP2,61.7
1211,TmN,138.3
1212,U2InRh2,41.6
1213,Pm2ZnOs,30.7
1214,ScGe,100.3
1215,BaCa3O4,55.4
1216,Na4CO4,21.4
1217,P4S3,10.3
1218,MnAlRh2,77.7
1219,YPbAu,36.8
1220,BeVSi2,46.4
1221,K2NaInAs2,12.3
1222,Ga2Os,115.8
1223,Rb3Tm,5.5
1224,Ta2N,117.6
1225,YAgSe2,17.4
1226,AlCuF5,32.9
1227,Nd2CdS4,26.8
1228,NaVS2,37.1
1229,ThGa2,84.2
1230,K2CuSb,20.1
1231,TiAu2,61.8
1232,HfBeCo4,49.2
1233,ZrSnTe,52.2
1234,Sm3Hf,36.4
1235,ZrGeSe,71.7
1236,CaPbI4,5.2
1237,Th(Al2Cr)4,74.5
1238,Mn2SnS4,13.0
1239,MgPd2,62.3
1240,KBrF4,11.0
1241,SrAlGeH,40.1
1242,GaAgSe2,17.2
1243,Ba2ZnCd,17.1
1244,AcInTe2,16.6
1245,Na4BeW,6.9
1246,Rb2SnCl6,12.2
1247,Ni4W,134.3
1248,Rb3Dy,5.4
1249,BaMnBr2,0.7
1250,Yb(FeSi)2,68.5
1251,Y2BeSn,13.4
1252,CuF2,72.3
1253,BeFeNi2,90.1
1254,NaAlSe2,15.5
1255,Ba2H6Os,17.4
1256,V2OF5,28.2
1257,Ba3PbO,27.1
1258,KY3,38.1
1259,Pm3Y,28.7
1260,Zr2Cd,45.1
1261,Th3Au,29.7
1262,NpAsSe,46.8
1263,NbSbRh,36.9
1264,Th(CrSi)2,97.0
1265,Xe(OF)2,9.1
1266,NdP,38.5
1267,Sc2BeCo,1.9
1268,LuSBr,14.2
1269,ThBr4,14.8
1270,Ca2BeFe,30.7
1271,SbIrS,72.9
1272,Ca(SnN)2,7.7
1273,TbInCu2,41.7
1274,BaGaFe2,12.1
1275,Rb2As3,3.9
1276,Mn3B4,178.2
1277,Ca2IN,30.0
1278,Ti2Sn,45.7
1279,Sr3UO6,48.8
1280,MnNi2Sb,50.3
1281,Ag2PdCl4,9.6
1282,BeGaRu2,60.2
1283,UCuAs2,51.2
1284,Cd3As2,12.7
1285,PrB2ClO4,17.7
1286,Tb3CuGeS7,39.8
1287,NaSb(PS3)2,16.7
1288,Er2Al3Si2,83.3
1289,Ca(MgBi)2,25.0
1290,ScNbO4,61.6
1291,SmTe,30.0
1292,K4ZnAs2,4.3
1293,KC4N3,4.6
1294,LiAl2Rh,96.3
1295,VGaNi2,101.9
1296,Pr2CdSe4,20.8
1297,MoAs,50.3
1298,Na6MnCl8,12.0
1299,NaBeRh2,44.0
1300,LiErSe2,20.8
1301,SmBrO,26.5
1302,MoO3,40.3
1303,KF,12.7
1304,UTeO,34.5
1305,NiCl2,5.7
1306,Ta2BeCo,66.8
1307,Na2S2O3,21.2
1308,MgBeZn,34.2
1309,BeCr2Tc,84.3
1310,ScZn2Ag,61.2
1311,Na4NpO5,44.7
1312,InGaTe2,16.3
1313,Rb3Al,3.9
1314,LiBH4,5.0
1315,TaBeCr,58.9
1316,Mg4H2O5,53.2
1317,Pr(Al2Fe)4,66.0
1318,CaSnF6,8.3
1319,Dy(SiOs)2,80.8
1320,MnBe2Ni,117.2
1321,FePd,109.7
1322,Ce2SeO2,20.1
1323,Mn2BeCo,94.0
1324,Sm(SiOs)2,85.5
1325,NbSiPd,89.0
1326,BeGa4Tc,35.1
1327,CdSnF6,30.3
1328,HfMg,57.5
1329,Tm2Cr2C3,55.4
1330,KZrBe,3.9
1331,KRb2RhF6,9.1
1332,Mg2ZnAs2,18.8
1333,NbCo2,127.2
1334,ZrAsCl,51.1
1335,NbV3,24.1
1336,Sc2ZnAu,54.1
1337,Pr2ZnAg,29.4
1338,MoCl3,6.2
1339,FePt3,100.0
1340,H6PbCBr3N,2.8
1341,TbB6,41.1
1342,RbUO3,53.6
1343,PtN2,109.4
1344,HoAgTe2,27.1
1345,Ce3InC,37.7
1346,ZrBeGa,63.9
1347,Li2MnSiO5,66.7
1348,Ba(MnGe)2,41.9
1349,LiCoS2,0.8
1350,As3H5,27.4
1351,Sc2BeTe,35.2
1352,CeTe,28.8
1353,Zn2SiO4,111.3
1354,Ni(BMo)2,225.2
1355,NaCaBe,13.2
1356,Ba2NbFeO6,109.6
1357,LiZnAs,44.5
1358,CaZnSO,34.9
1359,Ti2B,109.5
1360,KCu4AsS4,21.2
1361,KAg2PS4,14.3
1362,Pu(CuSi)2,70.9
1363,Te8MoW3,0.6
1364,Rb2Cu(BrCl)2,9.4
1365,TaBeBr,3.2
1366,MnF2,94.5
1367,BaO,11.7
1368,Mn2BeIr,142.3
1369,Nb4C3,105.6
1370,Ca(MgSb)2,29.3
1371,ScClO,28.7
1372,Sr2SbAu,19.8
1373,Hg2BrN,7.1
1374,Rb2NaVF6,26.2
1375,NdScGe,24.6
1376,Ti2BeMo,49.8
1377,TiBe2V,9.5
1378,SmLuZn2,39.7
1379,TmInRh,49.0
1380,SmSiRu,32.9
1381,KMgF3,49.8
1382,KRb2ScF6,10.5
1383,KCuO,8.7
1384,MnGaCo2,85.6
1385,YMnSi,50.4
1386,Zr2BePb,30.7
1387,PrSmZn2,36.3
1388,Na2MnBe,7.0
1389,BaNaTi4,7.3
1390,CeZn5,49.4
1391,RbInTe2,11.0
1392,SrAu2,18.6
1393,BeFeCu2,85.8
1394,Tm2AlZn,61.1
1395,BeMoRh,131.3
1396,Pm2AgRu,26.2
1397,Rb2Zr2O5,37.2
1398,MgI2,6.0
1399,BaNaHg2,10.9
1400,Hf3Pt,4.4
1401,RbAu(SO4)2,20.3
1402,Yb3GeO,27.9
1403,VSb2,25.9
1404,LiHfPt2,39.1
1405,Co3B,75.7
1406,Ba2BiSbO6,8.0
1407,HoBRh3,70.2
1408,Rb3Sn,7.4
1409,Li2BeBi,2.0
1410,MnAgO2,22.4
1411,PrCd,32.5
1412,Ce(CoP)2,98.7
1413,Cr3Si,133.6
1414,In5AgTe8,16.7
1415,KCrCl3,13.9
1416,VGaPt,13.8
1417,Hf2BeW,68.9
1418,SmCdAu2,16.2
1419,HfGeO4,80.3
1420,Na2GeS3,9.0
1421,Sm(CoGe)2,80.4
1422,TmInPt,53.9
1423,TaAs2,120.9
1424,V3Ru,65.0
1425,Er2CuPt,41.3
1426,Ba(MgP)2,45.0
1427,Ba2YBiO6,61.9
1428,AlN,203.7
1429,LiCuO2,3.9
1430,HfBeSi,131.2
1431,CrC,123.7
1432,Mg2CrN2,37.7
1433,BeSnSb,5.5
1434,KBe2Co,11.6
1435,KTlO2,32.5
1436,K2NiF4,15.4
1437,ScCuO2,19.0
1438,Nd(MnGe)2,76.9
1439,Ca2GeO4,51.2
1440,ScPt,53.0
1441,MnBe2Cu,122.8
1442,UTeAs,40.4
1443,TaAsBr,29.5
1444,MgCl2,15.9
1445,ZnFePO5,52.6
1446,Y2BeIn,0.2
1447,CuNiSb2,38.4
1448,Li4Fe2SiO7,108.8
1449,Sc2MnS4,30.7
1450,MnVAs,81.1
1451,ScBRh3,72.3
1452,Y(GeRu)2,51.0
1453,SrInHg2,14.9
1454,KPrSiSe4,9.8
1455,TiAlCo2,107.1
1456,SbCl4F,5.6
1457,Pr(SiOs)2,87.6
1458,ZrGa3,71.1
1459,U3O8,29.6
1460,YbTe,20.4
1461,LiAlVO4,22.5
1462,Ca2AlSnO5,44.6
1463,Eu(MnSb)2,13.5
1464,BeNbRu2,62.4
1465,Pu3Pb,29.7
1466,IF7,1.8
1467,MnBeRh2,76.9
1468,V2GeAs,70.7
1469,Na6PbO5,35.2
1470,HoFe5,37.5
1471,Na4S2O5,17.9
1472,TbZn2,45.0
1473,BeV2Cr,54.8
1474,Ba2HoSbO6,77.5
1475,HoCuS2,25.3
1476,SiC,161.5
1477,Ti3Ge,59.1
1478,NiCl,13.9
1479,TeAsIr,22.1
1480,Rb2PtF6,15.5
1481,NiO,46.5
1482,DySi,102.7
1483,NdNbO4,58.3
1484,Rb2GeS3,2.7
1485,NiPt,100.3
1486,TiBe2Cr,141.6
1487,Sc2AlC,45.8
1488,Ba2ErNbO6,74.5
1489,SrZrBe,17.6
1490,Lu2RuAu,48.1
1491,Li5P(S2Cl)2,19.5
1492,Sr2SnO4,61.2
1493,HoCuO2,11.7
1494,YB2,162.8
1495,BiI3,5.8
1496,MnB4,232.6
1497,ScSiNi,91.3
1498,Ca(CoGe)2,62.0
1499,CrCoTe,8.0
1500,TiGaCo2,104.8
1501,Sr3Yb,15.0
1502,MnBeCl,16.2
1503,K2ErF5,18.2
1504,MgMn2Be,112.3
1505,Er2SO2,84.8
1506,BeGaIr,113.7
1507,Na2ZnS2,14.6
1508,HfGaIr2,50.0
1509,BeNbOs2,63.5
1510,MnAlNi2,99.1
1511,Mg2PbO4,73.9
1512,Cd3AsI3,7.2
1513,Be2TcIr,58.0
1514,Ba2H6Ru,18.2
1515,Te2Mo3(SeS)2,8.0
1516,Er2O3,42.9
1517,Ca2BeBi,4.2
1518,PAuClF3,6.1
1519,VP4,35.5
1520,TmIn5Co,25.7
1521,Ba4CdHg,1.0
1522,Tm2AlSi2,83.7
1523,K4BeAs2,4.1
1524,KCdSb,9.0
1525,Y2BeBi,21.4
1526,Pm3Pb,29.7
1527,Sm2InAg,29.8
1528,NaMo2As,31.4
1529,Ba(AgS)2,6.0
1530,Ba4TaBr,2.2
1531,BeGa2Tc,86.1
1532,ErNbO4,57.4
1533,TiI,14.8
1534,Na2GeO3,43.0
1535,UBi,7.3
1536,Pr(HO)3,2.6
1537,DyBRh3,69.0
1538,Sc2AlZn,77.4
1539,NaPrHg2,20.9
1540,DyGa2,57.3
1541,LiMnF6,26.0
1542,CrH,111.6
1543,LiB,14.9
1544,LuBi2BrO4,28.9
1545,UCoAs2,68.3
1546,PtN,2.3
1547,Ca4Mg3H4,39.3
1548,RbNa2BO3,16.8
1549,NaBeV,8.5
1550,Sc2BeRh,37.4
1551,Be(CN)2,11.9
1552,TiSi,137.8
1553,TlPF6,10.1
1554,PuRu,10.5
1555,Tm(FeSi)2,83.7
1556,Rb3Os2Br9,6.1
1557,Ca(BC)2,59.3
1558,RbGeIO6,17.6
1559,NbPd3,107.6
1560,ZrCl2,8.5
1561,Ca3SbP,19.7
1562,K2Be2O3,7.0
1563,YScBe2,51.5
1564,TiTl2F6,14.9
1565,Rb2TeBr6,10.2
1566,Mg2FeWO6,63.1
1567,K2BeF4,12.1
1568,Na2NiO2,25.7
1569,CrP2S7,6.2
1570,NdMg,38.4
1571,ZnSbF6,36.4
1572,Sm(SiNi)2,81.0
1573,NbSiPt,76.1
1574,BeFe4Ge,58.1
1575,Ca3(SiIr)4,47.0
1576,Ba(NiP2)2,56.7
1577,ScB2,182.2
1578,Li2VO3,48.1
1579,Er2Be2GeO7,72.7
1580,PmH3,88.5
1581,TmTaOs2,83.9
1582,KBaCd2,10.9
1583,Er2CuRu,45.9
1584,InHO2,52.2
1585,KBaV4,0.5
1586,Mg2SnN2,49.3
1587,BaNd2ZnO5,65.4
1588,ErAlO3,135.1
1589,DyAgGe,32.7
1590,UCO5,3.6
1591,TlCuS2,29.1
1592,Ba2SbI,0.0
1593,Ca5Si3,31.1
1594,Fe3NiN,57.9
1595,Ce(Fe2As)2,79.8
1596,CdSnAs2,30.0
1597,Th(CuSi)2,79.7
1598,MnSbIr,26.8
1599,LiAs,18.5
1600,ScNi4Sn,64.5
1601,TmCdHg2,30.9
1602,YbZn,0.9
1603,NiAuO2,32.0
1604,Ba3MgNb2O9,77.2
1605,Lu2Si2O7,89.1
1606,CoCu2Sn,65.5
1607,CeDy3,34.0
1608,Sr2FeBrO3,32.5
1609,YCuO2,12.9
1610,ErAg2,34.7
1611,NaLiCO3,5.7
1612,Y2SiCO7,71.9
1613,Na3ClO,20.5
1614,NaNd2RuO6,67.5
1615,Ti(NbSe2)2,56.9
1616,Yb2Nd2O5,13.5
1617,BaCdW2,5.8
1618,Ce(SiIr)2,109.8
1619,MgAgAs,25.0
1620,BeV2In,37.9
1621,CaTlF3,17.2
1622,Ba2TiCr,18.2
1623,CeSmO2,57.7
1624,SbN,31.9
1625,Ti6O,59.9
1626,PbO2,41.5
1627,CeSiO4,65.2
1628,Rb8NO3,4.1
1629,Ti2BeCo,74.0
1630,Be2FeSb,66.0
1631,TiFe,66.1
1632,SrTaBe2,26.7
1633,CuP2,65.6
1634,SmCuSe2,36.5
1635,TaGaFe2,126.5
1636,YbTm3,29.0
1637,LuAgS2,11.0
1638,PmSbPd2,19.4
1639,Er(GeRu)2,46.6
1640,K2RbSb,14.9
1641,Hg3(SeCl)2,9.1
1642,Ca(MnP)2,63.6
1643,Be2MoP,68.5
1644,CoBr2,4.7
1645,InSn2Br5,9.2
1646,Dy2In,31.7
1647,Sc6Te2Os,50.6
1648,CdSe,25.6
1649,Ba2YCu,6.2
1650,LuCuSi,66.0
1651,NbTl3Se4,3.0
1652,K2Os(Cl2O)2,12.2
1653,YZn,41.6
1654,Ba2HfS4,22.5
1655,HoC2,4.4
1656,LiBe2Ni,82.3
1657,Rb3Tc,1.8
1658,CuBr,14.9
1659,NbSbO4,44.4
1660,SrLiAlF6,45.6
1661,PHF4,7.6
1662,BaGe2,17.9
1663,Na3NiF6,25.6
1664,Sr2MnSO3,41.9
1665,DyAl2,53.5
1666,CrCo3,190.3
1667,TaMnBe2,46.0
1668,Na3Mo(OF)3,27.6
1669,CdCO3,35.0
1670,Y(AgCl2)3,7.0
1671,Ce3Al,42.0
1672,CdHgO2,1.6
1673,Nd3GaC,4.0
1674,TbH2,68.0
1675,CaBeW,27.5
1676,Dy2CoSi2,70.4
1677,Ba4ZrCd,4.5
1678,Li2PtF6,30.2
1679,UN,50.2
1680,AlRh,101.9
1681,Yb(CuSi)2,51.8
1682,HoHg,34.6
1683,MgCoO2,50.4
1684,LuNi2,61.7
1685,NaZr2MnF,22.0
1686,BCl3,3.0
1687,Na4SrBe,1.6
1688,Ba2NdSbO6,54.2
1689,RbAu3Se2,11.9
1690,Sb2O5,15.8
1691,ScCo3B2,140.0
1692,NbS,109.5
1693,MgPPt5,60.3
1694,Ca5B3O9F,16.5
1695,MnO2,46.2
1696,ThTe,49.9
1697,U(SiRu)2,84.2
1698,BaAsPt,29.2
1699,ZrTiTe4,28.0
1700,NiO,45.8
1701,TiBeCl2,13.2
1702,H4NCl,15.3
1703,BaCo2Sb,6.3
1704,HgO2,14.1
1705,MnZn3,65.0
1706,Zr2Cu,59.9
1707,ErIr2,105.6
1708,LiSnCl3,11.0
1709,Ge2O3,122.1
1710,SrCd,21.3
1711,ScTlO2,24.2
1712,Sc2BeSb,35.2
1713,TlBiTe2,28.3
1714,CuN,51.0
1715,KLiZnS2,11.1
1716,TmZn,46.8
1717,K4CdP2,5.7
1718,Li2CaHfF8,36.5
1719,VCdO3,59.5
1720,RbBaTaS4,0.6
1721,DyNiBi,40.9
1722,Ba4NaBi3O2,48.0
1723,BaFePd2,29.1
1724,U2SN2,96.0
1725,NdIn3,28.1
1726,Hf2Ni,20.3
1727,Rb2In4O7,33.1
1728,K2MgF4,19.0
1729,ThSe,4.0
1730,ScVRu2,66.7
1731,MgAl2O4,78.8
1732,Ti2NiMo,68.6
1733,HoNi5,69.5
1734,ScNiP,71.8
1735,U(SiRh)2,90.9
1736,KInO3,15.3
1737,PtPb2,10.3
1738,CrFeTe,13.9
1739,Sc2IrPd,58.6
1740,YBi,22.1
1741,VSi2As,0.9
1742,HfBeBi,13.7
1743,NpIO,12.9
1744,MnFeAs,82.2
1745,RhCl3,6.4
1746,CaTi2S5,29.7
1747,NbBr2O,21.6
1748,DyRh,37.0
1749,CdGe2O5,59.8
1750,CaCd3O4,46.7
1751,LiGaO2,48.8
1752,LuNiC2,89.6
1753,TlSb,17.2
1754,KNaICl,5.1
1755,Nd3Hg,20.4
1756,ScBi3,7.9
1757,Sc3GaC,76.5
1758,Sc2AlRu,49.1
1759,MoH2Cl2O3,15.6
1760,K2Pt,6.9
1761,Eu2I2O,11.1
1762,NaTm3,34.3
1763,TaBeCl,1.1
1764,MgScCd2,50.2
1765,SiH,8.8
1766,SrSe,21.8
1767,Ca3SbAs,6.4
1768,BaNd,7.8
1769,AlCrFe2,117.6
1770,CdO,46.7
1771,Rb3Os,9.6
1772,Bi2TeO6,83.4
1773,AuCl3,0.9
1774,Sr3CdO4,51.8
1775,AlGa3N4,155.5
1776,Pr(CoSi)2,102.7
1777,LiMnAs,47.1
1778,Ta2N3F,62.4
1779,Zr2Te2P,19.2
1780,ZrBeZn,72.7
1781,LuCl3,7.0
1782,SmSb2Au,28.3
1783,VH6(OF)3,3.1
1784,Ca2Sb,24.8
1785,TlPd2Se3,15.6
1786,YMgTl,52.9
1787,BeGeMo2,70.4
1788,SrBeBi2,14.9
1789,SmAlSi,61.8
1790,CaMn2,16.8
1791,NaYb(PS3)2,4.7
1792,Mn(AlTe2)2,17.9
1793,PmInRh2,47.3
1794,NbCrSe5,20.1
1795,TiSbRu,20.5
1796,ErCdPd2,47.0
1797,LiAlO2,64.0
1798,HfGeTe,69.4
1799,ZrMoP,128.7
1800,BeV2Se,18.8
1801,AuS,13.0
1802,LiMnF4,18.3
1803,BaSiN2,28.3
1804,SrAgAs,28.5
1805,K2AgAs,21.5
1806,Li2SnIr,68.0
1807,Ho2TeO2,71.8
1808,CaF2,20.9
1809,LiAlPHO5,77.9
1810,ThZn4,58.4
1811,ErAu2,36.8
1812,BeCd2Fe,13.0
1813,Be2ZnFe,114.5
1814,Sr6Li2Cr2N8O,48.1
1815,Tl3SbS3,8.3
1816,ZrSiPt,70.4
1817,TiGaPd2,48.0
1818,RbHoS2,30.4
1819,LuI3,5.1
1820,Rh3Pb,74.1
1821,Sr4CaMn2(SO3)2,20.3
1822,ThCl4,16.6
1823,Hf4N3,123.4
1824,CeTeCl,28.1
1825,K2Mn2O3,18.7
1826,Fe2C,108.4
1827,KBaSiHO4,36.2
1828,CaSO4,40.0
1829,Na2ZnGeO4,39.0
1830,Rb3PdF5,4.7
1831,Tm(CuSi)2,81.2
1832,AlPNCl5,5.6
1833,TiBe2Hg,50.0
1834,Li5Sn2,17.1
1835,MnGaRu2,146.5
1836,Pr3Al,26.5
1837,BaO2,27.5
1838,Mn2VGa,114.4
1839,ScAuO2,17.8
1840,HgF2,8.5
1841,Nd(SiPt)2,70.3
1842,CaGa4,28.7
1843,Ti3AlC,76.8
1844,Mn2SiRh,68.2
1845,RbVF3,30.5
1846,Be2CoSi,147.8
1847,MgTiF6,46.5
1848,NaFe2O3,85.9
1849,MgTiO3,71.4
1850,CeS2,39.9
1851,Cd3PCl3,12.1
1852,Cu2HgI4,11.0
1853,MgSO4,63.1
1854,YVO4,45.7
1855,Ti2GaCo,37.7
1856,LiNdSn,26.3
1857,AgSbSe2,13.0
1858,TmPPt,52.8
1859,Sc2AlIr,67.9
1860,CeOF,38.4
1861,CePO4,36.2
1862,Al2SiO5,90.6
1863,Rb3BP2,10.4
1864,CoB,147.2
1865,Pu3Al,59.6
1866,YbTiO3,99.6
1867,KAuSe2,9.4
1868,Rb2ZrF6,17.4
1869,MnGaGe,64.5
1870,PrClO,32.7
1871,SnBr2,5.1
1872,UB2C,161.8
1873,Ba2RuO4,45.9
1874,SrPb,31.0
1875,K3LuSi2O7,42.7
1876,BaH4O3,31.6
1877,BaBeCo2,14.6
1878,HoNi,34.5
1879,PrMnSi,7.7
1880,YMnAs,8.7
1881,NaHO,31.1
1882,HoNiBi,41.6
1883,UNiSn,31.5
1884,NaCaBe2B2O6F,35.8
1885,Na4CO4,16.7
1886,Al(CoSi)2,73.3
1887,NaCuO,6.8
1888,MnV2Cr,66.6
1889,K3AlH6,11.0
1890,InBO3,67.8
1891,DySI,12.4
1892,GaAgS2,11.6
1893,KNdGeS4,9.1
1894,BaYCuTe3,22.6
1895,BeVSe,126.7
1896,NdY3,30.9
1897,MnPd,148.0
1898,AgO,32.8
1899,LiHF2,18.7
1900,Ca5Sb3,23.0
1901,BeP2Os,29.0
1902,Ho(PRu)2,81.4
1903,RbCaF3,20.5
1904,BeZn2Fe,57.5
1905,YNi5,69.2
1906,NaSi,15.5
1907,BiSI,20.1
1908,CaBeOs2,27.9
1909,HfFeCl6,6.1
1910,Ba4NaCuC2,20.6
1911,Li3NdAs2,44.9
1912,Tl4Te3Pb,17.1
1913,USiSe,62.9
1914,K2NaAs,9.7
1915,Al3Mo,101.6
1916,YSi2,19.4
1917,TbBS3,43.0
1918,Ca(MnSb)2,13.8
1919,AlSb,26.8
1920,CeH3,51.1
1921,NaMnTe2,10.3
1922,MnSO4,33.6
1923,RePbClO4,22.4
1924,SrAgBi,20.8
1925,BeZnCr,28.8
1926,SnBiO4,15.5
1927,Be2NiPt,106.6
1928,V2GeC,145.8
1929,TiS3,19.6
1930,Ti3N,41.4
1931,NpCdAu2,18.8
1932,MnO,81.6
1933,BeCr2Ge,48.1
1934,NdCd,33.3
1935,In2Co3S2,46.6
1936,NdPPd,44.8
1937,Nb(SCl)2,7.8
1938,Li2FeBr4,12.0
1939,Sm3Np,28.1
1940,KLiO,47.1
1941,Ti2MnSi,62.1
1942,Pr3In,24.5
1943,NaYSe2,24.9
1944,OsCl4,13.9
1945,CeBPt3,63.9
1946,Te2Mo,21.8
1947,NaAgO,12.6
1948,PuN,72.9
1949,LiBe2Mo,2.9
1950,ThSiAu,70.6
1951,PCl2OF,6.5
1952,RbLiCl2,10.3
1953,AlWO4,146.3
1954,Na4SnS4,7.8
1955,DyZnRh2,50.6
1956,YbI2,6.1
1957,Ba4YTe,2.2
1958,TaAlCo2,92.0
1959,NdGa2,58.7
1960,Ba4Na(BN2)3,30.0
1961,MgMo2O5,8.9
1962,BH2N,7.8
1963,PrNbO4,57.2
1964,ZrFeSb,47.9
1965,Pm2AgGe,27.9
1966,Te3MoWS,0.7
1967,Sm3Si,35.6
1968,Ba2YSn,22.1
1969,Na2HF4,9.7
1970,K2NbCl6,10.1
1971,UP3,53.5
1972,H3ClO,9.7
1973,RbPdF3,19.0
1974,KH2N,6.9
1975,SiPbO3,205.6
1976,TaRh3,184.8
1977,Sr(GeRh)2,54.8
1978,Ba4YTi,4.7
1979,Mg2Bi2O5,25.3
1980,RhBr3,5.7
1981,MgGeAs2,36.6
1982,TaCo2,136.8
1983,NdBi,18.4
1984,HoTe,6.4
1985,SrBeTc2,48.7
1986,SmTa3,20.7
1987,AlCuS2,47.8
1988,TbCdPd2,40.5
1989,BeZnFe,28.9
1990,Ag3SI,3.1
1991,K2S,15.1
1992,Mg2As2O7,78.4
1993,PrCr2Si2C,106.2
1994,NdCoGe3,43.8
1995,AlPS4,5.6
1996,YCd2,29.1
1997,ZrAlAu2,30.1
