,pretty_comp,spillage
935,ScNiSb,0.024
936,SmAg2Hg,0.8690000000000001
937,NdMgTl2,0.365
938,Ca3Tl,0.11199999999999999
939,DyTaRu2,1.8130000000000002
940,ErS,0.85
941,PmZnAu2,0.8340000000000001
942,Al2Bi2O7,1.568
943,ScNi2Sn,0.021
944,NiAsSe,0.047
945,DyP,0.132
946,LaNiSb,0.14
947,NbSe2,0.385
948,LiAl2Pd,0.022000000000000002
949,CaNiTe,0.44799999999999995
950,Th(AlC)4,0.044000000000000004
951,YbRh,0.064
952,GeSe,0.078
953,ErZnRh2,0.475
954,NdSnRh,0.495
955,CdCu2GeSe4,0.363
956,IrC2,1.061
957,LiBiF5,0.027000000000000003
958,NbAs2,0.371
959,PbSe2,0.243
960,HfSe3,0.172
961,InCuPt2,2.146
962,CaDyHg2,0.35700000000000004
963,CaCuAs,0.012
964,Sc6Te2Os,0.55
965,BaAlGe,0.009000000000000001
966,AcGaTe2,0.11699999999999999
967,K3Cd,0.04
968,Ho5Ni2Sb,0.733
969,NaAcHg2,0.488
970,LaInCu2,0.757
971,TaNi2,0.073
972,PrNdZn2,2.0140000000000002
973,Zr3Cu,0.131
974,SrAgAs,0.13
975,YAs,0.452
976,Ho2CuRu,0.083
977,ZrO,0.005
978,PmMg,0.023
979,NdInCu2,0.348
980,LiYb2Tl,0.917
981,LiMg2Ga,0.659
982,Sr3BiAs,0.6990000000000001
983,TiIN,0.174
984,Li2PmGa,0.431
985,Ta2CS2,0.51
986,InP,0.023
987,SmMgAg2,0.036000000000000004
988,TbInCu4,0.027000000000000003
989,Ba2YTlNi2O7,0.377
990,YMgAg2,0.168
991,Tm(AlC)3,0.038
992,Re3Pd,1.7530000000000001
993,Sr(CdAs)2,0.071
994,B2W,0.284
995,KAg2SbS4,0.013999999999999999
996,ZrCu5,0.092
997,Dy2ZnGa,0.055999999999999994
998,Nd2Zr2O7,0.086
999,AsRh2,0.155
1000,Ca3Hg,1.841
1001,Ca(SbO2)4,0.015
1002,Rb3Ag,0.006
1003,CdHgO2,0.23600000000000002
1004,YZn,0.015
1005,Er2ZnOs,0.18600000000000005
1006,RbZn4P3,0.003
1007,ErInAu2,0.7140000000000001
1008,Zr6CI2,0.158
1009,Hf2Ga,0.16899999999999998
1010,Lu(SiOs)2,1.1
1011,Ta3N5,0.10800000000000001
1012,PPdSe,0.07400000000000001
1013,Ag5SbS4,0.051
1014,ErGeAu,0.261
1015,Er2ZnIn,0.46399999999999997
1016,Sm2MgGe2,0.064
1017,In5AgS8,0.024
1018,Sn(BiTe2)2,2.162
1019,MgInAg2,0.063
1020,CdGeP2,0.006
1021,Ca2TlPb,1.087
1022,ZrNiBi,0.603
1023,BaMgOs2,1.416
1024,Sc2NiIr,0.722
1025,Ni3Sb,0.062
1026,HfCoSn,0.35100000000000003
1027,LiCdPd2,0.034
1028,CuHgSBr,0.085
1029,Ba(SbRu2)2,0.552
1030,YGeAu,0.41100000000000003
1031,TmCdHg2,0.239
1032,LiTmAu2,1.328
1033,LiPb,2.031
1034,NbInPt,0.89
1035,Tm2OsPd,0.563
1036,InGaTe2,0.43
1037,SmMgPt,0.5720000000000001
1038,Sr2PdO3,0.032
1039,Ti4CoBi2,0.738
1040,Th(GeOs)2,2.194
1041,NaPrAu2,0.551
1042,NbGeAs,0.273
1043,AlCuAu2,0.337
1044,LiCa2In,0.65
1045,YMgZn,0.081
1046,Rb2PdI6,1.355
1047,YP5,0.003
1048,YbSb,1.024
1049,PmCdAg2,0.7809999999999999
1050,PaC,0.426
1051,Te2Mo(WSe2)2,0.1
1052,Sr(GaTe2)2,0.08199999999999999
1053,BiTe,1.2990000000000002
1054,Ba(SnO2)4,0.033
1055,TaRu3C,0.327
1056,AgBi3S5,0.491
1057,TmLuTl2,0.485
1058,SbIr,0.484
1059,CaPd3C,0.672
1060,Ga2HgO4,0.038
1061,YHoZn2,1.597
1062,NdP5,0.053
1063,HfBe2,0.064
1064,TaTc,0.257
1065,TbC2,0.297
1066,YBPd3,0.096
1067,TmInRh2,0.41100000000000003
1068,YbErPd2,0.868
1069,Sr(ZnSb)2,1.3259999999999998
1070,ZrInNi2,0.027000000000000003
1071,FeSiGe,0.026000000000000002
1072,Sm2MgRu,0.486
1073,NaLiPt,0.515
1074,Ho2AlZn,0.085
1075,Cu2GeS4,0.445
1076,TaSiAs,1.137
1077,DySbPt,1.4169999999999998
1078,RbAgCl3,0.019
1079,LiCd2Pd,0.17300000000000001
1080,PrS3,0.265
1081,Sc6Al6Ir7,1.037
1082,YbPrCd2,0.45899999999999996
1083,YAg,0.006999999999999999
1084,Mg2TaNb2O8,0.051
1085,RhI2,0.2
1086,Zr3O,1.05
1087,Sr6Sn2NF,0.899
1088,TiPt,0.5710000000000001
1089,SrSn,0.055999999999999994
1090,AcPbAu2,1.8259999999999998
1091,BMo2,0.521
1092,Ba(NiP2)2,0.019
1093,SmBiPd2,0.223
1094,LiAl2Ir,0.662
1095,BaSiC,0.006
1096,Tl2O,0.096
1097,Er2ZnTc,0.16899999999999998
1098,YTmMg2,0.337
1099,PdO2,0.03
1100,TlSe,0.106
1101,Sc2TlAg,0.071
1102,YbCuBi,2.345
1103,LiLa2Al,1.578
1104,Y2RuRh,0.14800000000000002
1105,Pr2CBr,0.45
1106,TiGaNi,0.44
1107,BaP3,0.01
1108,Y4Sb3,0.615
1109,NdAl,0.332
1110,ScBRh3,0.43799999999999994
1111,InSe,0.04
1112,Er2TlAg,0.405
1113,CeC,0.27899999999999997
1114,RuOF4,0.099
1115,P2Ir,0.17
1116,Sr(ZnAs)2,0.016
1117,HoPb3,1.376
1118,Dy2IrRu,0.22399999999999998
1119,Zr2SbP,0.71
1120,ZnPPd5,0.21100000000000002
1121,PIr2,0.534
1122,ZnCu2SnSe4,1.162
1123,HoZn(BiO3)2,0.179
1124,DyZnRh2,0.091
1125,K4ZnAs2,0.004
1126,Ca3BiSb,0.643
1127,NbI2O,0.064
1128,Ba3SiO,0.026000000000000002
1129,ZrNiGe,0.159
1130,Hf2Al3C4,0.188
1131,HoThTc2,1.1179999999999999
1132,Yb2Sn,0.179
1133,Nb3S4,0.434
1134,NbSbRu,0.016
1135,TlCdRh2,0.518
1136,LiTm2Ir,0.28600000000000003
1137,P3Rh,0.03
1138,HgBi3,1.409
1139,InBi,1.7409999999999999
1140,Sr3Sb2,0.425
1141,ScAlPd2,1.236
1142,Ca2AsAu,0.391
1143,K5As2Au,0.102
1144,MgNi2Sb,0.11199999999999999
1145,PrPt3,0.4970000000000001
1146,Y2C3,0.607
1147,NdP,0.792
1148,MoWO6,0.040999999999999995
1149,Mo3W(Se3S)2,1.025
1150,LiLu2Al,0.131
1151,LiYb2Ir,1.225
1152,ThI2,1.194
1153,LiBiPd2,0.127
1154,Hf2SnC,0.846
1155,Sm(NiBi)2,1.013
1156,MgPdAu2,0.9259999999999999
1157,ScAu,0.62
1158,LiCaRh,0.13
1159,DyAl7Au3,2.3369999999999997
1160,YMgHg2,0.312
1161,NaOsSe2,2.0909999999999997
1162,DyB4,0.08199999999999999
1163,BaSiB,0.015
1164,Yb2Nd2O5,0.054000000000000006
1165,Te2AuI,0.48700000000000004
1166,SmDyMg2,0.055
1167,ErCdPd2,0.993
1168,NaAcAu2,0.872
1169,TbCoSi,0.11699999999999999
1170,CaVBiO6,0.06
1171,Li7Pb2,2.122
1172,PmN,0.21899999999999997
1173,BeRu2W,1.023
1174,SmTmRh2,0.196
1175,KCdSb,0.602
1176,SnP3,0.21
1177,LiScTl2,0.402
1178,SmMgAu2,1.026
1179,SmTmRu2,0.11800000000000001
1180,NdPd3S4,0.36
1181,NiTe2,0.264
1182,NbTeI3,0.3
1183,InSiPt5,0.9390000000000001
1184,LiSm2Os,0.28
1185,KTl2Bi,0.972
1186,ScRu3C,0.087
1187,NbOsPb,0.371
1188,MgPb3,1.021
1189,Ta5As4,0.797
1190,Li2Ca,0.171
1191,TiBeIr2,1.151
1192,Th(SiPt)2,0.418
1193,Lu2CuPt,0.253
1194,TaZnOs2,0.743
1195,PmHoMg2,0.044000000000000004
1196,PrOs2,3.1489999999999996
1197,LiCuPd2,0.5760000000000001
1198,BePd,0.016
1199,MgTaRh2,0.802
1200,LiYb2Pd,0.253
1201,BaHg,0.11
1202,SrLiGe2,0.17600000000000002
1203,TiAlAu2,0.568
1204,PmAlAu2,0.509
1205,Na3Sr3GaP4,0.011000000000000001
1206,Rb2SnI6,1.625
1207,Y2MgRu,0.09
1208,CuMoO4,0.12
1209,Yb(FeSi)2,0.439
1210,Li2TlPt,2.134
1211,KHgF3,0.044000000000000004
1212,Nd3PbN,1.9509999999999998
1213,YMgNi4,0.094
1214,LiVRh2,0.253
1215,LiPdAu2,0.7929999999999999
1216,KZnAs,0.017
1217,Bi2SeO2,0.121
1218,HfSiRu2,0.052000000000000005
1219,Pa3Sb,1.463
1220,NdHoIn2,0.062
1221,Dy4Sb3,0.639
1222,CoSb,0.161
1223,Tm2TlAg,0.474
1224,GaAsPd5,0.157
1225,ZnSnO3,0.975
1226,GePt2,1.1440000000000001
1227,AlCuPt2,0.599
1228,Li2AcSn,1.002
1229,TmB4,1.901
1230,DyBiPt,1.534
1231,NdN,0.40399999999999997
1232,PrRh2,0.608
1233,Ba(SbO2)4,0.021
1234,TlCrTe2,1.236
1235,Te2I,0.758
1236,Dy3SnC,0.14300000000000002
1237,NaAlGe,0.294
1238,PrSbPd,0.33399999999999996
1239,Zn2SnSbO6,0.013000000000000001
1240,Li2MgPb,2.004
1241,SrAsPt,0.698
1242,Pr4Bi3,2.157
1243,Ag2GeS3,0.012
1244,LiDy2Br5,0.113
1245,TlBiTe2,2.04
1246,Tb6FeBi2,2.4459999999999997
1247,Ag3Rh,0.672
1248,MgNiSb,0.128
1249,Er3GaC,1.307
1250,PrBPd3,0.272
1251,Ac2ZnGa,2.121
1252,ZrInCu2,0.009000000000000001
1253,NdS2,0.364
1254,DyCuSn,0.086
1255,Ag(TeMo)6,0.242
1256,Zn2AgSbO6,0.038
1257,Ba(ZnSb)2,1.964
1258,ZrNi4Sn,1.767
1259,Te2Mo2WSe4,0.08199999999999999
1260,Ca3Pb,1.3419999999999999
1261,Sr2LiIn,0.625
1262,Sm(NiGe)2,0.045
1263,LiSnRh2,0.924
1264,H2Se,0.408
1265,Li2AgHg,0.723
1266,Te2Mo2W(SeS)2,0.07400000000000001
1267,TmSbPt,0.621
1268,Tm2BeOs,0.379
1269,TiGaIr2,0.493
1270,HfTc,0.113
1271,MgTa2N3,2.165
1272,NaPmHg2,0.725
1273,MgTaOs2,0.585
1274,Cu2PbO2,0.156
1275,Ho2TlAg,0.7020000000000001
1276,NaCd3,0.025
1277,Cd3As2,0.8540000000000001
1278,YbCdPd2,0.68
1279,TmCu,0.293
1280,SrBiAu,1.29
1281,LiTm2Rh,0.13
1282,LaB2Ru3,0.359
1283,SnPd,0.087
1284,AgAsSe2,0.032
1285,NdBi,1.334
1286,ThRu,0.7709999999999999
1287,BiAs2Os,1.8780000000000001
1288,Ga2BiAs,2.146
1289,Ba3SbAs,0.5770000000000001
1290,Li2YbSi,0.109
1291,Yb2CuIr,1.3630000000000002
1292,PrPPd,0.05
1293,Sr(AlSi)2,0.017
1294,LiSc2Ir,0.209
1295,LuAgPb,2.153
1296,Ca3PbO,1.6869999999999998
1297,NdS,0.5870000000000001
1298,Pm2InAg,0.779
1299,YbSmPt2,1.469
1300,HgSe,0.539
1301,Ti2AlTc,0.015
1302,Nd2MgIn,0.24100000000000002
1303,ZrPd,0.012
1304,LiY2Pt,0.366
1305,SrCaGe,0.011000000000000001
1306,Sc5Pb3,1.1179999999999999
1307,ErZrSb,0.485
1308,TaZnRu2,0.387
1309,Pm2ZnIr,0.389
1310,Ta3TeI7,0.40700000000000003
1311,AcN,0.174
1312,LiHo2Ru,0.166
1313,RbCuBr3,0.032
1314,RbSb2,0.059000000000000004
1315,LiPaRu2,0.293
1316,PmHgRh2,1.6280000000000001
1317,TiSb2,0.2
1318,Nb3B2,0.188
1319,ScSbPd,0.031
1320,NbGaFe2,0.024
1321,BaYCuSnO5,0.013999999999999999
1322,BeGaRh2,0.74
1323,YBRh3,0.17600000000000002
1324,Li3DySb2,0.39299999999999996
1325,Sm4Bi3,2.362
1326,As2Os,0.368
1327,SrGaGeH,0.013999999999999999
1328,Nb2AsC,0.079
1329,NdAl2,0.517
1330,LuPPt,0.376
1331,YAgHg2,1.022
1332,ScBPd3,0.9690000000000001
1333,Sr2Pb,0.723
1334,Ce2Cu(NO)2,0.462
1335,Hf3(Cu2Si)2,0.65
1336,BaGaSiH,0.006999999999999999
1337,Cd2PdRh,0.596
1338,BaHg2Pb,2.286
1339,TbSmIr2,2.105
1340,PdSe,0.12
1341,CaThRh2,0.8109999999999999
1342,HfBe5,0.071
1343,RbCu4S3,0.217
1344,CaInHg2,2.591
1345,Al2Sb2O7,0.013999999999999999
1346,ZrC,0.006999999999999999
1347,PaNi2Sb,0.371
1348,Yb(ZnAs)2,0.067
1349,TbYbHg2,0.522
1350,LiAs,0.022000000000000002
1351,HoPd3,0.045
1352,GaAs,0.057999999999999996
1353,AcCdRh2,0.48700000000000004
1354,TlSiPt5,1.005
1355,DyAgPb,1.65
1356,NbSi2,0.022000000000000002
1357,Ba2ZnCd,0.14400000000000002
1358,Sb2Te2Se,0.706
1359,HfInRh2,0.154
1360,LiMgSbPd,0.6990000000000001
1361,LiTi2O4,0.431
1362,Sc2PdRu,0.201
1363,BaPt2,1.341
1364,SmAg2Sn,0.032
1365,NbCr3,0.045
1366,Li3SmBi2,0.7559999999999999
1367,SiPt,0.332
1368,Er3TlC,0.68
1369,Sc2IrRu,0.233
1370,ErNi2,3.995
1371,Yb(NiGe)2,0.36
1372,Tm2OsRu,0.41700000000000004
1373,Sc3PbC,0.158
1374,ScZn2Ag,0.193
1375,YAgSe2,0.016
1376,LiAsRh2,0.475
1377,HgN,0.635
1378,CaPrAg2,0.065
1379,Cs2PdI6,2.888
1380,Ta5Si3,2.375
1381,ScCdAg2,0.67
1382,NdTlCd,0.85
1383,ZrSnPd,0.015
1384,Li2InAg,0.057999999999999996
1385,SmHoRu2,0.099
1386,NbInS2,0.03
1387,Yb(SbTe2)2,0.235
1388,LuSbPt,0.745
1389,Ac2IrPd,1.21
1390,Li2InAu,0.5710000000000001
1391,LiHo2Os,0.301
1392,In2Bi,2.177
1393,LiGeAu2,0.10400000000000001
1394,Lu(SiPd)2,0.188
1395,HoHg2,1.138
1396,Cu2HgI4,0.198
1397,ErCu,0.27399999999999997
1398,ZrInAu,0.05
1399,HoSe,0.996
1400,SmMgGa,0.871
1401,Sm2O3,0.789
1402,Er(SiPd)2,0.067
1403,NdBiPd,0.47
1404,Te2Mo(WSe2)3,0.127
1405,Sc2RuPt,2.029
1406,Rb3AuO,0.019
1407,YbInCu4,0.20800000000000002
1408,Li2SbPd,0.048
1409,YbGaPd2,0.815
1410,Yb2TlCd,0.9229999999999999
1411,Ba(AgTe)2,0.162
1412,ReSnGe,0.53
1413,LuSnRu2,0.6759999999999999
1414,BeTcSe,0.983
1415,HfI3,0.628
1416,CdSbAu,0.53
1417,Cu2Se,0.025
1418,Er2MgIn,0.062
1419,CrWO6,0.08900000000000001
1420,InSiTe3,0.179
1421,HoAs,0.599
1422,TbSb,1.129
1423,Pb2ClO2,0.057
1424,RbAu5,0.22899999999999998
1425,ZrAgB,0.064
1426,SmZn2Cd,0.013999999999999999
1427,SbS2,0.42
1428,TlIn5Se7,0.10800000000000001
1429,Li2GaAu,0.65
1430,TlBiSe2,2.036
1431,ZrAlRh2,0.768
1432,SmMg2Ag,0.841
1433,TiAlPd2,0.054000000000000006
1434,TmPa3,1.34
1435,Re3Sb,0.925
1436,Ac2CdSn,0.239
1437,Te4Mo2WS2,1.109
1438,BaSb3,0.22399999999999998
1439,SmAs3,0.065
1440,Li2GaSb,2.004
1441,Ti2RePd,2.218
1442,Er2PdRu,0.531
1443,Au7I,0.24100000000000002
1444,Ga2RuRh,0.077
1445,Pm2ZnGa,0.12300000000000001
1446,TiInNi2,0.018000000000000002
1447,ErBiPt,1.3019999999999998
1448,Re3As7,2.233
1449,YbCd3,0.6859999999999999
1450,SiPd,0.038
1451,Nd(Fe2P)2,0.023
1452,In3AsSe3,0.309
1453,Nd2(Zn2Ge)3,0.03
1454,BiBr,1.179
1455,Zr2SnC,0.177
1456,SmMgHg2,0.243
1457,BaCa(SbO2)4,0.026000000000000002
1458,HfVSi,1.093
1459,SrPd3O4,0.9109999999999999
1460,Sc2TlTc,0.273
1461,ThTeO,1.835
1462,NdDy3,0.799
1463,Ag2H3IO6,0.019
1464,SmBiAu2,2.129
1465,Nb3Ru,0.094
1466,Si3W,2.147
1467,UB2,0.547
1468,Y3AlC,0.145
1469,YRhW2,2.112
1470,NaHgPd2,0.125
1471,P3Ir,0.16699999999999998
1472,SrS2,0.003
1473,TiAlRh2,0.094
1474,YbBiAu,0.8909999999999999
1475,Hf3Sb,0.447
1476,YbBPd3,0.684
1477,Li2MgIn,0.042
1478,TlBi2,2.048
1479,Na3Rh,0.33899999999999997
1480,Bi2TeO2,0.183
1481,HfSiS,0.41200000000000003
1482,Y3Sb4Au3,0.292
1483,PrAgSn,0.435
1484,AuSe,0.09300000000000001
1485,SnBi3,2.23
1486,Dy2S3,0.114
1487,YAs,0.366
1488,Y(Sn3Ru2)2,0.898
1489,Tm2ZnRu,0.474
1490,ErP,0.14300000000000002
1491,LiMgTl2,2.119
1492,LiSc2Ru,0.031
1493,HfNiPb,0.08800000000000001
1494,CaLaHg2,0.307
1495,SrZrN2,0.003
1496,Sr2PtAu,1.213
1497,CeCo2,0.294
1498,MgPt3,2.193
1499,ScB4Ir3,0.8270000000000001
1500,TeWSe,0.08900000000000001
1501,TaZn2CuO6,0.081
1502,LiPm2Al,0.064
1503,ZrSiS,0.046
1504,Mg2AgIr,0.983
1505,NaSb,0.13
1506,ErAgSn,0.138
1507,DyBiPd,0.82
1508,SrCuBi,2.608
1509,BeAlIr2,0.73
1510,LiAlRh2,1.311
1511,Na2Ti2As2O,0.425
1512,BaCuBi,2.265
1513,PrPb3,1.339
1514,LiTaRh2,0.10099999999999999
1515,TmBiPd2,0.255
1516,ZnCu2GeS4,0.03
1517,Ta2H,2.0
1518,ThH2,1.218
1519,Te4Mo2WSe2,0.114
1520,LiSnPd2,0.075
1521,HfPd,0.153
1522,LiY2Os,0.268
1523,Be2RuAu,0.78
1524,YbPrRh2,0.19
1525,HfGeSe,0.29
1526,PrB6,0.026000000000000002
1527,TmInNi4,1.3519999999999999
1528,Lu2TcPd,0.446
1529,Pm2MgAl,0.68
1530,TbAl7Au3,2.214
1531,Sc5Ge3,0.4320000000000001
1532,SrCaPb,0.47
1533,Ca2TiSbO6,0.009000000000000001
1534,BPbO3,1.5919999999999999
1535,HfGeTe,0.365
1536,NaH2Pd3,0.7190000000000001
1537,ZrSb,0.094
1538,TaOsPb,0.207
1539,Yb(AlGe)2,0.6409999999999999
1540,TiAsRh,0.19
1541,Pr3(BN2)2,0.027999999999999997
1542,Li2SmIn,1.153
1543,AgAsO3,0.024
1544,Sr(GaAs)2,0.034
1545,CrAgO4,0.012
1546,Ba4Bi3,2.8310000000000004
1547,LiBi,0.595
1548,SmErRu2,0.122
1549,RuSe2,0.054000000000000006
1550,Bi2B2O7,0.12300000000000001
1551,InAs,0.16
1552,Ag3PSe4,0.049
1553,LiTmRh2,0.05
1554,Li(BiO2)3,0.405
1555,PdPb2,1.068
1556,SmRh3C,0.713
1557,YbZn,0.106
1558,BaZrSe3,0.043
1559,MgZrPd2,0.153
1560,Ca(YbS2)2,0.579
1561,TaGaFe2,0.098
1562,SrTl,0.335
1563,SmSb,1.169
1564,Sm2AlCd,0.141
1565,UNi5,1.311
1566,Sc2BeTc,0.044000000000000004
1567,SnIrSe2,1.2830000000000001
1568,Hg3Ir,0.395
1569,Sc6Te2Rh,0.647
1570,V3Pd,0.708
1571,YbSnAu2,0.9
1572,Ho2CdSe4,0.086
1573,ZrCdRh2,0.14800000000000002
1574,SmPt3,1.254
1575,AgPbBrO,0.076
1576,Ti3AlN,0.385
1577,SrPb,0.395
1578,InCuTe2,0.541
1579,ZnNiSb,0.031
1580,NbI2O,0.064
1581,TlGaTe2,0.134
1582,BaCd,0.013000000000000001
1583,CaSbO3,0.015
1584,LiZnSb,0.073
1585,Ba2YSn3O8,0.034
1586,Cu2SiSe3,0.042
1587,DyGeAu,0.35100000000000003
1588,LaCdAg2,0.642
1589,Y5Si3,0.10300000000000001
1590,TiVRe2,2.062
1591,Ca2MgIn,0.021
1592,SmTe,0.61
1593,LiIn2Ru,0.049
1594,Hg(BiO3)2,0.28600000000000003
1595,SiSn,0.049
1596,TlAsPd5,0.413
1597,DyMgRh2,0.084
1598,LiPd2Pb,0.157
1599,BaCuP,0.086
1600,NaTlO,0.10099999999999999
1601,HfSbRh,0.5920000000000001
1602,MoC,0.084
1603,Cu2GeSe4,1.035
1604,ZrInNi4,1.2919999999999998
1605,YPb3,1.344
1606,InRh,0.042
1607,TbTe,0.91
1608,Li2Pd,0.073
1609,AgPdO2,0.036000000000000004
1610,Rb3Zn,0.005
1611,HoSb,1.105
1612,CaAcHg2,0.495
1613,CaCdHg2,1.6769999999999998
1614,Zr2Te2P,0.894
1615,HoB6,0.043
1616,LiLuPt2,1.146
1617,LiGeRh2,0.867
1618,YbNi2,0.175
1619,Na(SnO2)2,0.436
1620,HgO2,0.028999999999999998
1621,CaSmHg2,0.318
1622,PrW3,0.772
1623,Ba2CaWO6,0.019
1624,BaNiO2,0.033
1625,SmRh,0.20800000000000002
1626,HgPt,0.7090000000000001
1627,LiAg2Pd,0.20600000000000002
1628,RbAg3Se2,0.10099999999999999
1629,PmMgRh2,0.09
1630,LiDy2Cl5,0.087
1631,Yb2Ru2O7,1.474
1632,NdZnSbO,2.009
1633,Sm2TlZn,0.22899999999999998
1634,PrMgAu2,0.599
1635,TaFeSb,1.253
1636,Sc2GaOs,0.35700000000000004
1637,LaSe,0.392
1638,TaAlFe2,0.068
1639,HfAs2,0.87
1640,CaGaSnH,0.033
1641,Bi4Te7Pb,3.062
1642,TaSnO3,0.826
1643,YbDyHg2,0.7979999999999999
1644,TaAlNi2,0.099
1645,Sr2CuO3,0.009000000000000001
1646,HoH3,0.28800000000000003
1647,TiNbRe2,0.531
1648,Nd2Ni6Sn,0.77
1649,Ho2RuAu,0.885
1650,Hf5CuPb3,1.034
1651,HfSnPd,0.055999999999999994
1652,Er3SnC,1.614
1653,Ti3TlN,0.09300000000000001
1654,Ba3Sn5,0.764
1655,LiGaPt2,0.892
1656,Sm3Tm,0.9009999999999999
1657,Li2TlAg,0.349
1658,ZrSe3,0.086
1659,Sm3AlN,0.703
1660,Tm2AlZn,0.08
1661,Ta5Ge3,2.654
1662,Ho2CoOs,0.452
1663,GaCuTe2,0.287
1664,TiZnIr2,0.185
1665,Ta6Si7Ni6,1.67
1666,Ba2Zn3(AsO)2,0.106
1667,Pm2RuAu,0.638
1668,Si3As4,0.016
1669,SmNi2,1.21
1670,YGe,0.01
1671,LiNd2Os,0.494
1672,Ca2AgPb,0.311
1673,Er2InAg,0.812
1674,NaBiSe2,0.665
1675,Dy4CdRh,0.503
1676,ZrSnPd,0.016
1677,ErGa2,0.027999999999999997
1678,Ni2SbTe2,2.287
1679,Tl4CuTe3,2.253
1680,Zn2CuSbO6,0.036000000000000004
1681,Ta2NbIr,0.316
1682,LiCd2Pt,0.435
1683,ZnCu2GeSe4,0.469
1684,Ag3AuSe2,0.263
1685,MgZrAu2,0.8240000000000001
1686,TmBi,1.2919999999999998
1687,Li2CaGe,0.131
1688,VGaNi2,0.02
1689,InReGe,1.401
1690,SmCuSn,0.057999999999999996
1691,CeNiSb2,0.929
1692,Tl4Te3Pb,2.242
1693,K2BaCdSb2,0.358
1694,YInCu2,0.015
1695,K3Ag,0.005
1696,Li2CdPb,2.089
1697,Te4Mo3S2,1.035
1698,LiPd3,0.784
1699,Cu6PbO8,0.095
1700,MgSc2Tc,0.23800000000000002
1701,MgInIr2,0.7709999999999999
1702,Fe(BW)2,1.7309999999999999
1703,PrZnGa,0.08900000000000001
1704,Zn2AsO4,1.621
1705,In7GeIrO8,0.057999999999999996
1706,DyB2,0.017
1707,PrN,0.325
1708,PbAu3,0.29
1709,HfSe2,0.035
1710,ScNbTc2,1.273
1711,YbGa2Ir,0.47
1712,Te2W3S4,0.971
1713,Ca3CuRhO6,0.425
1714,ZrPtPb,0.993
1715,LuScZn2,0.057999999999999996
1716,Sr2HgPb,2.052
1717,ZrAlNi2,0.062
1718,HfTc2Sn,0.509
1719,ErB6,0.044000000000000004
1720,MgNiBi,0.214
1721,Cd2PtRh,2.0580000000000003
1722,ZrAu2,0.494
1723,Cu2SnHgSe4,1.4180000000000001
1724,Al3Mo,0.027000000000000003
1725,ScGe,0.005
1726,ScZnRh2,0.04
1727,SbPt,2.151
1728,TeRuPb,0.314
1729,Ca2Ge,0.001
1730,ScPt3,1.148
1731,Zn3Pt,0.377
1732,Er8Ga3Co,0.88
1733,K3Ir,1.204
1734,BaPIr,1.5230000000000001
1735,ScZn2Pt,0.423
1736,ErLuMg2,0.8440000000000001
1737,Er2NiOs,1.714
1738,Pm2PdRu,0.675
1739,Np(SiOs)2,2.45
1740,Te2Mo3Se4,0.065
1741,NaY2In,0.174
1742,SrPd5,1.575
1743,LiZrSe2,0.027000000000000003
1744,Sr5(SnP3)2,0.036000000000000004
1745,TiNiSb,0.035
1746,YbMgCu4,1.349
1747,InNi,0.031
1748,Sr(CuSb)2,2.032
1749,Sb2Pt,0.449
1750,YHf2Pb,1.081
1751,YbB6,0.027000000000000003
1752,Sc2AlIr,0.188
1753,Al2CoIr,0.231
1754,Ho(SiIr)2,0.25
1755,Ca2Pb,0.068
1756,PrFeSi,0.21
1757,TmSnAu,0.11599999999999999
1758,YAlAg2,0.111
1759,YMgPd,0.067
1760,PmAg2Sn,0.037000000000000005
1761,TbNi2,1.2429999999999999
1762,Dy2C3,1.5519999999999998
1763,DyMg,0.037000000000000005
1764,ZnGaRh2,1.304
1765,HfPtPb,0.413
1766,LiGa2Ru,0.32899999999999996
1767,TbRh3C,0.7979999999999999
1768,Y2Bi2O7,0.085
1769,HgS,0.525
1770,PmZn2Au,0.648
1771,Li3NdSb2,0.444
1772,BaAu2,0.135
1773,LiPrSn,0.46399999999999997
1774,SmRh2,1.069
1775,Li3LaBi2,0.19399999999999998
1776,V6Ga5,0.131
1777,InCuO2,0.054000000000000006
1778,ScTiRu2,0.051
1779,Tm3GaC,0.7190000000000001
1780,LiIn2Rh,0.257
1781,Zn2CuIr,0.636
1782,SmAl2,0.593
1783,SmPd3,0.039
1784,ErTaOs2,0.501
1785,ZrB,0.016
1786,Sb2Au,0.77
1787,Sc2ZnPt,0.97
1788,Li2PbAu,2.056
1789,Pb2O,0.991
1790,TmTe,0.769
1791,Rb2Te5,0.179
1792,TmAlAg2,0.087
1793,Zr6Sb2Pt,0.619
1794,TlSe,0.807
1795,Sr2CdSn,2.008
1796,LiIn2Pt,0.637
1797,MgAgAs,0.826
1798,ZnCu2GeTe4,2.0380000000000003
1799,Yb(NiP)2,0.043
1800,Rb7Au5O2,0.102
1801,NdBiO4,0.07
1802,Ag2Hg7(P4I3)2,0.235
1803,TaGaNi2,0.075
1804,MgNbRu2,0.061
1805,CaWN3,0.025
1806,PrTmMg2,0.455
1807,NaLi2Pb,0.932
1808,FePbW2,0.917
1809,TeW2Se2S,1.0759999999999998
1810,GeTe7As4,0.38299999999999995
1811,YAl3,0.002
1812,CuBiSeO,0.6709999999999999
1813,YbCdCu4,0.22399999999999998
1814,Ca2PdAu,0.946
1815,LuInAu2,0.7140000000000001
