,pretty_comp,max_mode
2668,Dy3InC,260.986309
2669,CoHg3,117.437774
2670,K2BaMn,106.64563400000002
2671,MnTlF3,233.611778
2672,Mg3Br,217.782712
2673,CoS2,436.23745
2674,Ca3Hg,218.975777
2675,Nd2Be2SiO7,976.107822
2676,SeI2,194.034817
2677,K2NiF4,445.41373600000003
2678,PrCr2Si2C,512.820692
2679,Li2SnIr,431.755538
2680,Rb2SnBr6,205.512321
2681,Sr2FeSO3,544.756658
2682,BeMoPt2,318.098929
2683,SNF,1128.531069
2684,CdGeO3,677.9723389999998
2685,Rb2CuH4(Cl2O)2,3289.297594
2686,MnCu2Sn,192.043758
2687,V3Si,339.924175
2688,Ba4YCd,125.073101
2689,MoWSe4,340.670852
2690,NaSrNb2,219.50221499999998
2691,Hf(VGa2)2,288.758734
2692,Sc3CoC4,1073.751917
2693,Be2SiTc,513.652507
2694,LiCaMgSiN3,969.907126
2695,CrSnRh2,219.246363
2696,KInO3,561.848378
2697,LiFePd2,380.200414
2698,As3H5,3318.842877
2699,TmPPt,305.55990099999997
2700,Ba3BiSb,148.704432
2701,Rb2Te,91.385695
2702,ZrCoSn,249.158554
2703,Tb3Al,178.963925
2704,K3AlF6,605.025338
2705,CrBr3,238.551444
2706,Zn2Cu(AsO4)2,821.46947
2707,NaH,358.958737
2708,CaPb,162.814448
2709,Tm2AgPt,135.38241100000002
2710,AlVO3,578.433074
2711,Fe3Se4,212.59519500000002
2712,TiAsRu2,227.10975
2713,Yb(SiRu)2,388.873836
2714,Zn2NiN2,660.9473879999998
2715,CeCoC2,1255.164213
2716,RbNO3,1363.6411289999999
2717,MoH2Cl2O3,3619.6553049999998
2718,Sc2FeSi2,421.5122
2719,LiEr2Al,309.973207
2720,Al2Cu,332.050498
2721,MnBe2Cu,493.588434
2722,Li8SnO6,690.911339
2723,LiCuO2,592.658846
2724,K2SiP2,470.73398899999995
2725,KCaCO3F,1444.556552
2726,BeTe,535.649097
2727,Rb2NaHoF6,493.81194800000003
2728,NbAs,260.598136
2729,Al2HgS4,467.02986100000004
2730,KAg2PS4,509.98618099999993
2731,VSiRh,349.794986
2732,KAu(I2O)2,764.73011
2733,KHg,115.835485
2734,Li8PtO6,670.97323
2735,KErO3,475.180434
2736,YbSbPd2,143.12031499999995
2737,MgCrF6,692.5583349999997
2738,Sc2NiIr,304.832003
2739,BaCaTl,126.98898999999999
2740,BaCaV4O8,614.544708
2741,Tb(GeRh)2,269.071353
2742,LiH,1072.115699
2743,Ca(TiN)2,654.928155
2744,VAu4,188.48779299999998
2745,DyZn,124.73958600000002
2746,SmTl,78.529914
2747,Mg2B2O5,1460.031191
2748,Lu3TlC,384.936444
2749,SmNi5,301.849538
2750,SO2,1239.023399
2751,K2ErF5,450.51470700000004
2752,Tm2ZnPt,151.875418
2753,LuNi2,285.42508599999996
2754,Ba4LiBe,129.164522
2755,Ti3PO7,1028.3559400000001
2756,Ba4YP,139.706452
2757,NaErSe2,220.982021
2758,CaTiF6,690.760209
2759,UCoSn,223.80133700000002
2760,BaTaBr,81.950202
2761,K8N3O,282.5057930000001
2762,BeV2Si,498.232207
2763,AcI3,131.171695
2764,BaSn2(HO2)2,3595.591470000001
2765,BaAl2(SiO4)2,1146.459128
2766,MnSi,447.797408
2767,NiO2,607.2552450000002
2768,Er(SiNi)2,406.13363
2769,Au7I,506.81986900000004
2770,MoSe2,340.1000640000001
2771,RbClO4,1061.940509
2772,GaCl3,431.98238899999996
2773,ZnGeP2,370.36843799999997
2774,ErSi,331.9518060000001
2775,LiHfPt2,360.225362
2776,BaGeCl2,176.690899
2777,TiBeV2,440.51482000000004
2778,Ni3H,310.356137
2779,CeCo2B2C,1218.829395
2780,ZrNi2Sb,217.392524
2781,NpGa5Co,250.763572
2782,TbPt3,162.1658
2783,Be2PbCl,442.34003600000005
2784,PmDyCu2,125.47039699999999
2785,SmTlSe2,188.916768
2786,RbSmSe2,192.583687
2787,AlFeF5,841.098243
2788,Te2Mo,264.844712
2789,BaNpO3,442.83655899999997
2790,AlPt,201.762654
2791,NdIO,471.231958
2792,Ba2YTi3O8,532.618029
2793,YBe2Co,643.771029
2794,Sm(CoGe)2,286.335379
2795,MnGeO3,574.983306
2796,USi,332.922215
2797,CaHgO2,709.882511
2798,Ta2N3F,894.9152710000003
2799,Na2LiN,698.8896129999997
2800,BeNiRu2,349.543366
2801,Ag5(PbO3)2,439.077005
2802,Er(CrSi)2,445.61045700000005
2803,Pr3PbC,198.540624
2804,Th3P4,298.758603
2805,Ga2TeS2,367.60220699999996
2806,Rb2CoF6,618.400326
2807,Lu2HgAu,117.665444
2808,SmAg,103.818414
2809,SbTeO3,489.757016
2810,YbPb3,85.576163
2811,KTbGeS4,403.20302000000004
2812,TlCoF3,306.22454
2813,Sr(GeRu)2,270.68904399999997
2814,Ho3In,126.851234
2815,FeAs2,315.454195
2816,K2BeRe,224.816943
2817,LiFeRh2,440.455242
2818,TiBe2Nb,551.109686
2819,YbPb,97.33738100000001
2820,LuAl,351.821933
2821,ClF3,667.309373
2822,CaB6,1263.020791
2823,TbB2,587.352032
2824,VAu2,196.321517
2825,PrGe3Rh,255.46688199999997
2826,DyI3,156.66049099999995
2827,SmSb,145.029083
2828,UO2,513.820691
2829,Na2Pd(SeO4)2,875.584017
2830,Yb5Ge3,152.804369
2831,AgNO3,1314.626683
2832,Li(CO)2,1820.548814
2833,TlHg5Cl,344.62854300000015
2834,BaAgSb,132.435591
2835,CaPmPd2,202.211724
2836,KHoO2,493.502042
2837,BeBiPb,257.09101
2838,TiB2,870.8496039999999
2839,RbLiO3,414.695188
2840,Li2Fe2CoO6,584.254984
2841,Ba2YRuO6,736.615384
2842,HfVF6,584.405884
2843,Zn(CoN)2,854.212749
2844,Tb(SiPd)2,440.349318
2845,KBe2Br,201.022806
2846,Ca(ZnP)2,284.280225
2847,Ca(CdAs)2,180.805733
2848,SmSF,354.38077000000015
2849,Na2Nd2Ti3,891.869693
2850,NaAlF4,712.893054
2851,Ho(PRu)2,420.22247300000004
2852,MnCu2SnSe4,217.60926899999998
2853,HfGaIr2,184.91044399999998
2854,Ba2ZnF6,493.831551
2855,BaSm2PdO5,680.831262
2856,BaCdO2,462.82299400000005
2857,MnGa,247.29767900000002
2858,DyGe,189.743235
2859,NaCNO,2333.005658
2860,TbSnPd2,148.810171
2861,AgClO2,1430.142234
2862,RbCl,112.65863700000001
2863,LiAl2Au,384.897165
2864,BePdRh2,280.358735
2865,TiSiPt,356.779413
2866,ZrHg,144.039018
2867,ZrSeO,524.139367
2868,MnBe2Tc,469.43913399999997
2869,Ba(CoAs)2,265.221689
2870,KCrS2,300.261528
2871,BeIn4Re,287.313292
2872,K6Ge2O7,781.585505
2873,MgCoGe,283.132661
2874,TmNi,173.252907
2875,LiCuF4,652.612511
2876,Tb5Si3,278.31302400000004
2877,Ba2YSb,110.41108700000001
2878,TiBeCd2,259.248878
2879,RbHoS2,287.220015
2880,YH3(CO2)3,3000.335952
2881,BeSnBi,255.058744
2882,Hf2ZnHg,184.35948
2883,PbF2,327.12172599999997
2884,NdSi2,232.04934599999999
2885,P2Pd,468.94369800000004
2886,SrTeO4,747.271198
2887,LuNiBi,171.08434
2888,Y2BeGa,289.959633
2889,NiS,278.447817
2890,Zn(CO2)2,1600.3107949999999
2891,BeNi3,346.149783
2892,Ca(DyS2)2,314.100637
2893,MnNbAs,250.159118
2894,TiBe2Cr,569.113687
2895,SiCN,567.081771
2896,BaC2,1878.449491
2897,TiPbO3,481.24778200000003
2898,LuTlTe2,153.58871399999995
2899,NiMoO4,737.425352
2900,NaAsS2,388.778141
2901,LiBeSi2,619.862823
2902,Tl(FeSe)2,209.689322
2903,Rh2S3,413.847349
2904,TaBeRu,453.54551200000003
2905,SiH4,2193.098145
2906,CoTe,204.31638600000002
2907,TiReN3,761.17516
2908,YV(WO4)2,832.582187
2909,YOF,525.655346
2910,ScMnSi,356.393339
2911,SiNi3,311.532637
2912,ScRh,186.378694
2913,ScRu3C,524.629945
2914,UCdO4,681.1268200000002
2915,TaGaPt,194.111423
2916,SrBeSe2,231.386772
2917,BeMo2W,435.82231500000006
2918,ErNbO4,781.5561
2919,ErSF,370.278526
2920,ScTlO2,559.790642
2921,HfSiS,344.842616
2922,Li5SbO5,724.44513
2923,KMgF3,477.34567400000003
2924,DyNiSb,175.468652
2925,SrCuAs,193.618703
2926,AgBiSCl2,313.3864930000001
2927,K4BeP,214.1449
2928,ZnSnO3,770.170278
2929,MgCN2,1064.396078
2930,BaNbCd,107.006547
2931,HfPtPb,154.00860600000001
2932,TaTc,178.430685
2933,Sc2TcAu,287.324458
2934,BeTcBr,450.22099699999995
2935,BePtCl2,281.011372
2936,Mn2Sb,196.48741299999998
2937,Ca2Cr2O5,560.079609
2938,Zn(CN)2,2275.254673
2939,Ti3Ga,223.735125
2940,YHg,96.92021899999999
2941,TiPRu,398.517339
2942,BeVSe2,269.364852
2943,NbSiRh,392.669709
2944,Rb2HgO2,653.2301110000002
2945,Ba5Ta2Cl2O9,816.78986
2946,BaBiAu,124.86868500000001
2947,ErTlO2,474.808465
2948,YbSmHg2,102.018238
2949,GaTeI7,216.54321299999998
2950,Al2Se3,432.524057
2951,Rb2ZrF6,564.016021
2952,Sc2BeIn,241.97484599999999
2953,Th(AlC)4,794.1161400000003
2954,CaTiO2,597.710839
2955,CIN,2202.764417000001
2956,PmBiPd2,128.553339
2957,SeBr,260.55107200000003
2958,ThSb,155.931602
2959,Rb3In,76.30357099999998
2960,BaTiHg,103.670955
2961,Sc2AlCu,305.460049
2962,SrLiH3,1279.767019
2963,BeAlH5,2046.7196190000002
2964,Np(SiPd)2,448.36111600000004
2965,TaBeO3,718.483079
2966,NbAs2,281.773024
2967,NaLi2Bi,332.259363
2968,TlPd3,174.956397
2969,Sr2ZnCu2(SO)2,536.9246400000002
2970,MnBeTl,378.926916
2971,Mo2W(Se2S)2,407.175328
2972,BaMgPb,203.895857
2973,PdPbO2,547.882386
2974,Ba4MoSe,154.066679
2975,Ba2HoNbO6,794.7369269999997
2976,USO,446.44275300000004
2977,TmMgHg2,192.164691
2978,NaBeBi2,195.83088500000002
2979,NpAl3,294.38721499999997
2980,Dy(GePt)2,265.560836
2981,NiAgO2,576.4216759999998
2982,U(SiRh)2,453.28724900000003
2983,CrP,424.41675
2984,NdZn,116.22861499999999
2985,BaCO3,1404.19482
2986,Lu2Si2O7,1091.892253
2987,As8S9,358.93120600000015
2988,P2Pd3S8,683.512146
2989,USiSe,299.125339
2990,Ba2LiOsO6,735.621111
2991,BBr3,766.9563440000003
2992,NpSb,148.808044
2993,LaBO3,1242.589797
2994,Sn(CO2)2,1605.699034
2995,BaFeHg4,133.04231399999998
2996,VGaNi,281.702459
2997,YPPt,299.888629
2998,NaBeTc2,425.03463099999993
2999,BeGaBr,540.345376
3000,HfBeSb2,174.123292
3001,InOF,588.620916
3002,CuCN,2195.015589
3003,Pm2InAg,129.98851299999998
3004,NdFe5,165.756495
3005,ZrSnPd,205.384796
3006,TiSnO4,750.16816
3007,Tb(CoSi)2,388.282098
3008,BeCo4Te,366.045798
3009,TmMnRh2,152.74899
3010,Na3Al,176.22705
3011,VSiOs2,389.53065
3012,Ba3MgNb2O9,767.1605059999997
3013,ErSeI,191.684167
3014,UCuPO,458.75106100000005
3015,Li(Co3P2)2,448.659226
3016,ErAg,104.29911700000001
3017,ScInNi2,238.45956600000002
3018,LaCN2Cl,2054.7945219999997
3019,KPrTe2,160.408931
3020,NaSbS2,318.571776
3021,Lu2SO2,492.655222
3022,Ca3Zn2(CuP2)2,303.244722
3023,Li2AgSb,304.195184
3024,TlPbI3,113.857926
3025,K2YBe,187.25659
3026,ZnCu2SnSe4,229.408528
3027,NaB(SO4)2,1283.832804
3028,CaCoO2,561.314572
3029,LiBi,244.36547400000003
3030,Te4Mo(WS)2,401.48463799999996
3031,BeReCl4,329.83261
3032,PbO,414.775473
3033,NdSBr,318.64784199999997
3034,USnPt,149.632827
3035,LiUAsO6,907.2242050000001
3036,ScBeCo2,452.734658
3037,K2PdBr4,242.459202
3038,BeGeMo2,366.154905
3039,RbCaI3,186.655378
3040,NaAsRu2,314.582819
3041,BeOsBr2,185.876421
3042,CeTe,156.943262
3043,YFe5,197.830942
3044,Li(CN)2,2047.479793
3045,BaCa2Y,153.621353
3046,ThH2,1052.667302
3047,Ho3Pd2,133.331508
3048,Li4MgCo3O8,611.9818889999998
3049,Se2NCl3,834.509679
3050,Ba(GaTe2)2,222.958889
3051,MnFe2Ge,268.156202
3052,CdP4,449.949376
3053,Sc3InN,478.081903
3054,Mo3(Se2S)2,437.846982
3055,DyAl3,267.067863
3056,HoCoC,830.4890519999999
3057,Tb2ZnNi2,193.41286100000002
3058,Mo3W(Se3S)2,436.962845
3059,Sc2AlC,533.055188
3060,YBeOs2,399.78425899999996
3061,BaTiPd2,164.919907
3062,Ti2ZnTc,278.360095
3063,LiCo(CO)4,2023.106162
3064,CaPAu,230.904755
3065,KTb2CuS4,326.560865
3066,Sc2IrPd,296.823538
3067,Li2MnSiO5,985.9737130000001
3068,TaBePd2,210.4273
3069,ZrInAu,193.167385
3070,BaNaMo,132.719968
3071,BeMoP2,373.52005099999997
3072,ZnNiSb,202.269752
3073,TiPd2,233.597275
3074,V2AsAu,178.074283
3075,Re3F,227.749136
3076,NdTiGe,245.876007
3077,BeFeBr2,148.198052
3078,Nd2O3,623.936015
3079,RbAcTe2,116.566617
3080,ScCo,209.89881699999998
3081,H4NCl,3106.188927
3082,Mn2VSi,372.145412
3083,YbMgNiH4,1605.9765810000001
3084,ScN,536.799847
3085,AgCNO,2232.586212
3086,NaSmO2,478.800515
3087,Nb3Os,312.947679
3088,NpP,278.164015
3089,PW,404.725844
3090,RbHF2,1507.9833820000001
3091,K2ReF6,595.972179
3092,MnBeCu2,352.034836
3093,K2NaGaP2,292.5255850000001
3094,NbAlRu2,350.103723
3095,NaRe3,349.303462
3096,Nb2CoAs,214.7852
3097,Rb2NaGaF6,517.6515820000002
3098,HoPtF7,654.084059
3099,LiCa2Ga,261.104895
3100,ZnAg,142.910525
3101,BaSrNb,106.08190400000001
3102,LuSF,468.521984
3103,ZrO,288.2455240000001
3104,BaHfBr,75.53009200000002
3105,MgTe,175.01623
3106,Lu(MnGe)2,301.955921
3107,MnBe2Cl,518.722445
3108,CeSmI4,137.000528
3109,Al2Mo,354.59916699999997
3110,Sr3(InP2)2,305.120633
3111,V2CrSe4,337.463458
3112,ZrBeMo,525.9911519999998
3113,MgBeTc,455.407321
3114,TiAlCo2,368.731537
3115,BeBr2,603.6356519999998
3116,ZrC,540.795116
3117,BeCr2Se,380.242323
3118,Sr2GeS4,396.51232999999996
3119,Pr5AgSe8,181.32953700000002
3120,K2Al2Sb2O7,978.156925
3121,BaNdMn2O6,566.183447
3122,KHCO2,2883.882356
3123,TaF5,743.38826
3124,Na4CO4,890.5737640000001
3125,KPF6,884.2023039999997
3126,Mn2CrCo,229.82947099999998
3127,BaTi4Br,229.316202
3128,K3Si,137.97291299999998
3129,BeVSi4,615.035532
3130,TaZnCo2,243.78724300000002
3131,CaBeNb2,425.26342900000003
3132,BeCoPd2,247.055388
3133,Ho2AlOs,267.426074
3134,ZrS2,317.145786
3135,GaSiRu2,313.730625
3136,Co(NiSe2)2,231.032697
3137,Ba2S3,442.812862
3138,CdS,270.331279
3139,Ba4HgIr,172.126905
3140,Ta3N5,922.876017
3141,Ca4As2O,435.733961
3142,K3CrO4,787.192464
3143,DySi2,386.06116099999997
3144,Tm2CoIr,166.959211
3145,YbIn2Ni,178.896919
3146,PrCd3,148.60100400000005
3147,Cr2CdS4,348.979657
3148,ThAs,191.354446
3149,BeCuBr2,156.33678500000005
3150,Nb2Al,376.585217
3151,Ca(GaO2)2,653.915364
3152,Sr2Sb,141.33993600000005
3153,Na2Zn(H2Se)2,3233.483501
3154,YInPd2,177.613212
3155,Li3MnO4,633.126087
3156,CdSO4,1164.628308
3157,TiBeHg,298.7911640000001
3158,KTa2Be,279.52756800000003
3159,NaRu3,334.557478
3160,CdSnAs2,213.851251
3161,Sn2IF3,404.98868799999997
3162,Dy(SiIr)2,486.99298899999997
3163,SmI,130.539798
3164,Al2IrRu,383.264253
3165,MgSbPt,241.50904900000003
3166,HgO,296.957592
3167,Cd3As2,162.52616799999996
3168,BeSe,172.083885
3169,ZrBeFe4,379.029927
3170,NaBeAs,572.427477
3171,Sr2BiAu,144.308656
3172,Pm2AgSn,151.53911399999996
3173,LiScSi,316.965285
3174,NdVO4,879.0046980000003
3175,MgMn2Be,483.24887199999995
3176,YVF5,620.57557
3177,SrGe(HO2)2,1391.186981
3178,Dy6FeSb2,166.25817
3179,Tb(SiNi)2,384.056762
3180,TiSe2,287.847176
3181,HoInPd2,146.48029499999996
3182,Na2H4Pd,1852.633138
3183,Pr2SeO2,408.182739
3184,RbI3,148.4637
3185,Nb3Ru,246.406486
3186,NaBi2AuO5,639.981629
3187,Li2ThN2,563.620591
3188,TlCl,83.764661
3189,SmTlO2,448.161813
3190,BeGaCu,358.7634
3191,CaTiO3,821.133629
3192,NaLi2N,603.47957
3193,RbCr4O8,597.911408
3194,DyInCu2,162.987084
3195,U(SiRu)2,437.96300199999996
3196,ScAlAg2,243.133142
3197,PrB2ClO4,1440.122914
3198,NaAlO2,799.645532
3199,CoPt,218.98769700000003
3200,BeGaSi,348.823836
3201,LaF3,397.12200099999995
3202,MgBeZn,350.57534
3203,BeGa2Co,362.252419
3204,SnF3,532.842826
3205,Nd5AgS8,298.930575
3206,KPrSiSe4,435.587559
3207,FeP2,464.936259
3208,K2RbPt,136.35419199999998
3209,HfSiSe,325.22740699999997
3210,RbNiBr3,179.443567
3211,Ba2Cd,87.649022
3212,K2MgCl4,319.1259950000001
3213,ErN,456.23444800000004
3214,K3BS3,806.357521
3215,Rb2MnTe2,203.353797
3216,LuBO3,1219.396172
3217,YVO3,719.7706820000003
3218,Sc(AlC)3,782.0338879999997
3219,Ba3(HIr)2,1984.9411309999998
3220,Yb(SiNi)2,374.91815099999997
3221,Ba2PrSbO6,736.796476
3222,CaSnF4,359.882216
3223,MgUO4,750.497598
3224,ZrBe2V,498.195279
3225,K2Se,155.100336
3226,BeIrOs2,466.835829
3227,LiPd2Pb,294.909534
3228,MnBePd2,264.318913
3229,ZrFeCl6,333.729824
3230,CaCuSb,216.926374
3231,TlSb,69.420936
3232,Al3Cr,380.12888599999997
3233,PuGa,170.847852
3234,Li4VF8,630.78291
3235,TaBeTe,356.882339
3236,HfBe2Fe,492.90607400000016
3237,YbRh,129.916453
3238,K3BrO,264.267728
3239,GePb3O5,719.3719120000003
3240,TiBeSi2,442.542678
3241,KBeTe2,225.44278599999998
3242,HoGa,192.259778
3243,Er2Au,127.808346
3244,MgSiO3,913.34646
3245,NbGaRu2,268.10772599999996
3246,Sc2CoRu,311.382301
3247,Ca2Ge,236.416611
3248,BaAuO2,558.7665519999998
3249,YbBPd3,453.647504
3250,Ta2O5,932.9837449999999
3251,CaBeGa,298.216344
3252,SiF4,980.6305890000001
3253,In2HgSe4,214.093016
3254,MgNi2Sb,269.510714
3255,BePCl,431.508442
3256,BeVSi2,414.773042
3257,BeZn2Ir,328.606928
3258,HoMn2,256.11665899999997
3259,TmGe,194.314649
3260,Al2CdS4,422.10074800000007
3261,Pa2SbTe,142.293922
3262,ThNi5,299.265792
3263,ZrH3,1042.384069
3264,VCu3S4,430.854886
3265,CoCu2Sn,215.951029
3266,VS2N3Cl2,981.1920210000001
3267,MgCuAs,252.41759900000002
3268,LiMoO2,643.3926650000002
3269,Li2CdGeO4,731.715454
3270,Ag3SI,285.873431
3271,V3Cu,259.56130299999995
3272,BaNaMg,125.51984499999999
3273,Au2O3,601.769922
3274,Ca(NiGe)2,250.489314
3275,Sb2TeSe2,184.77658300000002
3276,CaCuP,289.667504
3277,Ca2TaAgO6,842.567707
3278,PrSe,180.326783
3279,K2NbCl6,330.79456899999997
3280,Ca(PPd)2,425.83435099999997
3281,NaAg(CN)2,2210.502681
3282,ScGaO3,665.263531
3283,AcBr3,152.927068
3284,Sm2As4O9,805.1477990000003
3285,SmB6,1303.328632
3286,DyPO4,1065.741967
3287,PmRh2Pb,151.099081
3288,LiYS2,304.35954399999997
3289,TcNiW,224.04914100000002
3290,TiBeIr2,440.870977
3291,ScIr,200.690312
3292,H3N,3440.5460909999997
3293,SrP3,416.896407
3294,HfMn2Be,510.100836
3295,LiBeCo2,551.8652549999998
3296,Y2BeCl,377.86827999999997
3297,UBr4,214.835075
3298,Ca(MnN)2,665.981572
3299,CaCl2,255.478122
3300,NaNdS2,265.515217
3301,BaErCuS3,317.595332
3302,TmAg,104.648475
3303,USb2,154.20903
3304,Ba2BiAu,107.501354
3305,ErClO,542.6868969999998
3306,Na2CaBe,214.238299
3307,LuCuSi,339.131665
3308,SrAlGeH,1250.3744390000004
3309,Be2FePt,528.7297570000002
3310,ZrBe2Zn,393.859165
3311,Nd2Te4O,755.540713
3312,Zn(HO)2,3684.777025
3313,RbLiO,671.226855
3314,UB2Rh2C,1304.120483
3315,Na2SnF6,571.930729
3316,AlClO,799.4997440000003
3317,Dy(FeB)2,606.97406
3318,GaNi3,266.544898
3319,YbRh3C,391.7337
3320,TbSc,159.90094
3321,HoTlTe2,153.906689
3322,LiN3,2237.68008
3323,Li2BeNi,527.22258
3324,BeCuBr,461.067009
3325,Li4CO4,1119.495969
3326,HoNi2B2C,1307.8231529999996
3327,TmTlO2,479.814136
3328,HfBePb2,152.01038300000005
3329,BaPdS2,322.225938
3330,LiGaSe2,356.110005
3331,Na3BO3,1248.1283939999996
3332,BaBrCl,161.176444
3333,AgCSN,2163.32865
3334,TiBeV,513.3844190000002
3335,DyAl,213.56308900000002
3336,Sr5As3,172.91530600000004
3337,Be2CuIr,506.26385700000003
3338,HoBPd3,454.40122599999995
3339,MgAgAs,208.527806
3340,NaHg2,112.599469
3341,KBe2Tc,685.428502
3342,RbCdF3,420.699021
3343,Pm2IrPd,156.296033
3344,ThTe,115.332604
3345,Na3TlO2,430.24574400000006
3346,LiBeN,1024.673639
3347,Mg2P2O7,1153.980049
3348,Er(GeRu)2,289.77176299999996
3349,PdN,611.975728
3350,Ca3MnO4,504.44002
3351,UAl3Pd2,449.59155899999996
3352,Mg2Ti3O8,731.30063
3353,NiC2(SN)2,2140.206852
3354,SiTe2,288.65236699999997
3355,NdSi,306.174969
3356,HfSbRu,197.584503
3357,SrC2,1866.6440489999998
3358,TbSe,186.289837
3359,VCuO3,901.768519
3360,U2Ga2O5,604.1245190000002
3361,SnSe,191.803368
3362,KBaMo,117.978195
3363,ZrTaBe2,528.759718
3364,Mg(AlSi)2,369.546201
3365,BaSn2Te,132.452395
3366,SiC3,920.262392
3367,NaCu3,273.91133199999996
3368,Li2FeBr4,308.5437
3369,BeNbRu2,472.84003600000005
3370,PrMg2,302.958176
3371,Zn2Co3O8,666.360405
3372,NaBeTl2,193.516297
3373,CoSb,254.83947799999999
3374,Cr2GeC,659.423104
3375,RbCuO,605.7381019999998
3376,SrSbPt,178.660524
3377,Ga2Pt,191.19569099999998
3378,Ba(CuO)2,588.2569030000002
3379,UAl4,361.732105
3380,KSb,151.209854
3381,UNiAs2,230.95073399999998
3382,Li2US3,304.617153
3383,HoIn,109.117725
3384,TaMnRu2,180.402333
3385,TaBeOs,639.8850219999998
3386,SnAsIr,188.596843
3387,AlPt3,204.03776000000002
3388,LiFe3(OF3)2,615.549632
3389,BeVRu4,384.802046
3390,Ca(BH4)2,2435.011517000001
3391,NdGa2,251.96135499999997
3392,GaNi2,275.866515
3393,NaAg2,212.69118500000002
3394,CaCr2F2,1044.828436
3395,KBIr2,321.343875
3396,Zn2PtRh,230.45856
3397,Pm2MgAl,222.80669300000002
3398,ZrTi2O,660.807297
3399,VAs,304.76433399999996
3400,Mg2SnN2,595.3953650000002
3401,CaBe2Ni,459.04772699999995
3402,NbTe2,249.23817000000003
3403,BeCoPb2,277.66567200000003
3404,Ti2Zn,250.92938700000002
3405,Th(CuSi)2,396.60326000000003
3406,Si2SnO6,1109.261306
3407,HfGaCo2,220.05232
3408,HfBRh3,558.086208
3409,Na2BeCl,321.38108
3410,Th(PS3)2,597.290257
3411,K2BeSb,190.6442
3412,HfMgAu2,245.07870499999999
3413,CeOF,379.112216
3414,NaGeSbO5,831.159355
3415,Li2PmAl,342.701227
3416,PdF2,395.93799
3417,Be2NiPt,534.892869
3418,LiCrP2O7,1104.547566
3419,Mn2CdO4,574.630592
3420,KTm,115.95703600000002
3421,TbAlCu2,226.535673
3422,LuAlO3,770.744552
3423,Ca5B3O9F,1329.712507
3424,Na3SbSe4,255.555063
3425,Sc3SnC,498.71388600000006
3426,BaP2Pb,226.987331
3427,CaSn(BO3)2,1215.184671
3428,UC2,1314.877904
3429,USiAu,314.277052
3430,Cd(RhO2)2,599.829907
3431,BeInMo2,392.483762
3432,BeSnAs,225.396052
3433,Fe2As,269.08625
3434,CaBeGe,337.3954740000001
3435,KAs4IO6,749.564066
3436,LiAsO3,741.573742
3437,Ba2NCl,406.572821
3438,SrZnF4,466.407788
3439,NdTeF,269.73941
3440,VGePt,276.1389
3441,PH6(NO)2,3430.6327020000012
3442,Al5CuSe8,379.92781
3443,MnAu,123.16126000000001
3444,Rb2MnF6,619.719945
3445,HfBeBi,326.072472
3446,MoP2,509.879779
3447,Th(MnGe)2,270.674402
3448,NaClO4,1077.192898
3449,Be2RhPb,374.981682
3450,Mg(HO)2,3717.8725270000004
3451,ScGaCo2,301.29823799999997
3452,Na2CrF4,517.756344
3453,Be2CrIn,484.77014699999995
3454,MgBeIn,338.830734
3455,HoHSe,1112.2859349999999
3456,KBaV4,349.53583100000014
3457,BaC,214.18330899999998
3458,P3N5,1153.763137
3459,BeCuPd2,237.328677
3460,LiVO2,632.495307
3461,Ca4Sb2O,352.209949
3462,BeIr2Se,184.011617
3463,RbMnAs,271.604607
3464,RbYbS2,214.887548
3465,TiFe2Sn,294.6860470000001
3466,Rb2CoI4,187.520723
3467,NdCo5,236.79903399999998
3468,WN2,905.979116
3469,BaSiO3,508.25838600000003
3470,Ba2Sn3O7,661.791918
3471,Er2TlCd,134.263729
3472,CaTiO3,583.8900179999998
3473,LiNd2Ru,308.61976699999997
3474,Rb8PO3,230.517731
3475,Sr2BeP,291.120789
3476,BeCr2Cd,468.05721500000004
3477,Sr3N2,324.4505680000001
3478,Be2FeIr,412.722404
3479,BaMnCl2,163.199729
3480,Ca4ScBe,298.480885
3481,Tm6CoBi2,158.37354299999996
3482,LuN,488.102196
3483,CoSbO4,746.506832
3484,Li3FeP2HO8,1531.486548
3485,Ho(CoSi)2,405.305205
3486,FeSn2(CN)6,2166.870347
3487,Ba3BiAs,150.31573899999995
3488,KBaV,101.88980500000001
3489,Sm(CoB)2,587.688888
3490,Zn(CrSe2)2,230.66052799999997
3491,BaSnW2,203.506295
3492,BeV2Tc,470.98249000000004
3493,SrTiN2,808.213256
3494,TbAgHg2,131.410224
3495,CuPtF6,556.455731
3496,Rb2S3,431.674413
3497,MnBeFe2,472.62359699999996
3498,HoPt3,161.716502
3499,Ca(NO3)2,1439.557007
3500,TiZnF4,407.508624
3501,CaCrO2,467.158084
3502,Fe2CoGe,263.460435
3503,CrFe2Sn,252.800896
3504,TiCdF6,693.3290139999997
3505,InP,251.259847
3506,MoW2(SeS2)2,446.16224800000003
3507,ZnSiNiO5,912.119824
3508,CaBe2Ge,384.800703
3509,Ta3B4,742.696109
3510,ZnAsAu,169.27004499999995
3511,Al2O,178.40375500000005
3512,Er(MnSi)2,420.327213
3513,BeSbBr2,132.680655
3514,ScInIr2,282.892744
3515,BeCrP2,414.084335
3516,Ho2CuRh,142.425787
3517,BeCo2Te,345.019459
