,pretty_comp,mbj_bandgap
942,CdCu2GeSe4,0.5682
943,Sr3Cr,0.0077
944,TiCl2,0.0087
945,K2TcCl6,2.0146
946,Th(FeGe)2,0.0109
947,MgUO4,1.852
948,Sr(AlCl4)2,7.1598
949,Pm2AgGe,0.0181
950,Sm3Th,0.0046
951,Ta2OsW,0.036000000000000004
952,AgBiI4,1.5922
953,BaHgPb,0.0292
954,ScSn,0.9056
955,LuPS4,2.8522
956,K3CaP2HO8,8.1783
957,P2S7,2.5472
958,AlH3,5.6934
959,Cd(AuF4)2,2.3057
960,NaDySe2,2.6893
961,KThCuS3,2.3851
962,TaNiB2,0.0268
963,BAsO4,6.0053
964,B2S3,2.2902
965,Lu2TiO5,3.5466
966,CaSc2O4,4.5526
967,PbCN2,2.9065
968,Tm2CuPd,0.0113
969,NaHg2,0.0165
970,ScBeTe2,0.0039
971,ZnCN2,5.0894
972,ScBeIn,0.0182
973,Rb4CO4,5.0939
974,Mg4Ta2O9,5.6716
975,SiP,1.896
976,TiPCl9,2.6309
977,AlSiTe3,1.7423
978,Lu2Cr2C3,0.006
979,PbSO3,5.1677
980,K2BaP,0.0492
981,BeNb2In,0.0103
982,Hf2N2O,2.4124
983,KAlO2,6.4981
984,Lu2MgS4,2.972
985,ErBi2BrO4,3.2426
986,Pr(CuSi)2,0.0158
987,Ca4Mg3H4,4.6181
988,BeCrNi,0.0141
989,MgHg2,0.0065
990,CuB2(CN)8,5.8154
991,CuNiSb2,0.0066
992,CdSiO3,3.4251
993,K2HgS2,3.4026
994,VBiO4,2.3417
995,SrS2,2.7189
996,Ru(CO)4,2.2356
997,InSb2S4Cl,2.2284
998,K2BeSe,1.5577
999,Ca2YBiO5,4.1884
1000,Ho2CoOs,0.0283
1001,Na4CO4,6.2344
1002,MoW2(Se2S)2,0.4423
1003,MnS2(NO2)4,0.1442
1004,YbCl2,7.5946
1005,Bi2WO6,3.1899
1006,RbBiF6,3.3049
1007,Li2SnBi,0.0234
1008,ScCuS2,1.037
1009,Ba2NaCu,0.0216
1010,CaTlF3,5.8494
1011,DyMgZn2,0.0118
1012,Ta3SBr7,1.1673
1013,Tm6FeSb2,0.0128
1014,Rb3ErO3,4.5939
1015,Li7BiO6,2.6766
1016,Yb(SiOs)2,0.0157
1017,NdI3,2.6287
1018,Li6Br3N,3.7391
1019,SiS,0.9587
1020,Ca3PN,1.5493
1021,ErAs,0.243
1022,SnRuW,0.0436
1023,Be2VNi,0.0065
1024,Sr4P2O,1.9295
1025,Yb2ZnGa,0.023
1026,Rb2NbAgS4,2.4511
1027,HoCd2,0.0054
1028,AsCl3,5.3869
1029,Ga2HgTe4,1.5136
1030,BPS4,2.8112
1031,La2SO2,3.5978
1032,KNdO2,5.3757
1033,SiAs,1.6235
1034,Ag3Sb,0.0091
1035,AcOF,6.7732
1036,Ba2TaBiO6,3.5552
1037,Mn5NiO2,0.0463
1038,PrCoSi,0.0191
1039,Bi2SeO2,1.2524
1040,Al2O3,2.6863
1041,Mg2ZnAs2,1.7372
1042,PbClF,5.0778
1043,Ba4BeBr,0.0177
1044,NaSmSe2,2.8279
1045,Mg3(HO2)2,6.3269
1046,Ca2SnO4,4.6613
1047,V5Sb4,0.0822
1048,NaTl3(SO3)2,4.396
1049,Re(SeCl)2,1.2906
1050,CaZnSO,4.5192
1051,MgCuPd2,0.6758
1052,Yb(SiRh)2,0.0052
1053,Rb2TeI6,1.7506
1054,VCu3Te4,0.5336
1055,P2Pb3O8,4.9044
1056,SmO,0.0146
1057,BaAgSb,0.0755
1058,CoSbS,0.0415
1059,Sc3InC,0.0632
1060,K3AlTe3,2.9739
1061,CuAgS,0.8573
1062,BW2,0.0039
1063,Na2MgSiO4,6.816
1064,SrHBr,5.2321
1065,HfBRh3,0.5833
1066,Sm3SnC,0.0196
1067,KBaP,1.592
1068,Fe(Sb2O)2,1.2787
1069,MnAlAu2,0.0561
1070,ZnCl2,6.2188
1071,BaTaBr,0.0281
1072,Ba2CaUO6,2.4414
1073,Na2BHO3,7.149
1074,FeCuO2,0.0148
1075,CaBeSb,0.0151
1076,GaAgS2,2.3601
1077,SrClF,7.9106
1078,ZrNiP,0.0123
1079,BaBOF3,8.1132
1080,GaTeI7,2.2971
1081,PbSe2,0.7857
1082,BrN3,2.5082
1083,Cd(BH4)2,5.5064
1084,BS2N2OF7,7.1459
1085,MgSiO3,6.4719
1086,RbAgO,2.5089
1087,HoBiO3,3.9684
1088,Cd(InS2)2,2.5661
1089,KSc2F7,6.8501
1090,Ca(BeAs)2,1.112
1091,Ta2NbIr,0.0061
1092,Ta2SnO6,2.9215
1093,Ba2HoNbO6,3.6652
1094,AlAuO2,1.6914
1095,AlSb,0.0039
1096,RbAgO,1.5354
1097,KH,5.9254
1098,Yb2S3,2.3536
1099,Rb3PS4,4.0561
1100,Ba2Zn,0.0224
1101,YbTlPd2,0.01
1102,Ti3Tl,0.0105
1103,Pb2SO5,4.7595
1104,H8Pd(NCl3)2,1.811
1105,RbGeCl3,4.8659
1106,NaRe3,0.0063
1107,Sm3GaC,0.02
1108,Cr2NiO4,0.0153
1109,GaAgO2,1.7198
1110,AlCu3,0.0346
1111,KClO2,3.5739
1112,RbI3,2.6538
1113,HfMgBe2,0.0067
1114,Na4HgP2,1.8677
1115,Ba3LuIr2O9,0.0301
1116,Ba2DySbO6,4.7815
1117,Hg3(TeCl)2,2.6542
1118,DyI3,2.5736
1119,Sr2BeBi,0.0123
1120,P3N5,3.9785
1121,Ho2Zr2O7,3.9223
1122,Er(SiRh)2,0.0034
1123,Lu2(CN2)3,4.5709
1124,Pr2NCl3,3.9648
1125,SrBeSb,0.0087
1126,MgB9N,2.0093
1127,Ca2AlBiO5,4.0408
1128,BH2CO,0.396
1129,K3GeS3,3.6432
1130,ZrB,0.0275
1131,TiCo,0.0074
1132,SrH2(SeO3)2,5.8721
1133,Lu2O3,6.3309
1134,Sr4S3O,2.8211
1135,Ca(AlSe2)2,3.7937
1136,Sm2CdIr,0.0035
1137,SrAlGa,0.0162
1138,BeV2Cl,0.0021
1139,Tb3CuSiS7,2.3496
1140,SnICl,3.1518
1141,NaBeBi2,0.0224
1142,BeInP,0.1933
1143,LiSmO2,4.9663
1144,DyAlAu,0.0034
1145,VFeSb,0.3751
1146,RbBr,6.2229
1147,Sm(ErSe2)3,1.3708
1148,Ca(CdP)2,1.769
1149,BeCo2W,0.0031
1150,HfGa3,0.0077
1151,YMgZn2,0.0253
1152,SrTiO3,2.3688
1153,CaBeNb,0.0147
1154,Ba4MgOs,0.0205
1155,Al2RuPt,0.0498
1156,TiMn3O8,0.0065
1157,MnAlCu2,0.0242
1158,Na3Mg,0.0016
1159,Lu2AgHg,0.0717
1160,K3MoF6,2.6932
1161,NdMg3,0.0409
1162,Bi3BrO4,2.3852
1163,KNaSO4,8.9096
1164,Tl6SeI4,2.2145
1165,Mg2BeFe,0.0176
1166,Al2Os,0.4122
1167,Cu2SnTe3,0.1113
1168,NbC,0.0221
1169,KErO2,5.9921
1170,ErSbPd,0.128
1171,K2CoS2,0.023
1172,SrGaSnH,0.7392
1173,KAgO,2.5507
1174,Ti6O,0.0066
1175,U(SiIr)2,0.006
1176,Sr3P4,1.2494
1177,Ge3N4,2.881
1178,Ba4InCl,0.0429
1179,Tm2SO2,4.7331
1180,BeFePd,0.0044
1181,Na2S,4.053
1182,Mg2B2O5,7.382999999999999
1183,RuS2,1.112
1184,DyZnRh2,0.0466
1185,Ti2O,0.0057
1186,MgAgSb,0.0395
1187,Re2NiO8,2.3914
1188,MgCrO4,2.5216
1189,BaZrTe2,0.0021
1190,BaNa2Ga,0.0235
1191,SnAsIr,0.0447
1192,Mg(IO3)2,4.4655
1193,ScAlCo2,0.0295
1194,ScH2,0.0981
1195,Cd2Bi6O,2.4092
1196,TiBe2Te,0.0096
1197,MoAsIr2,0.0119
1198,BaAgP,0.5670000000000001
1199,KSr3,0.0106
1200,CaSi2WO6,1.0139
1201,Na3AgO2,2.5369
1202,Mg3B(HO2)3,6.0037
1203,Ca4BeP,0.0366
1204,SnO2,1.0558
1205,ZnSbF5,6.1564
1206,TaInRu2,0.1239
1207,YbGeO3,3.5092
1208,ScVRu2,0.0587
1209,CuO2F,0.08199999999999999
1210,TlHgF3,3.8922
1211,Ta2BeCd,0.0082
1212,KHS,5.4113
1213,ZnNi3C,0.0251
1214,NbP,0.0027
1215,Sr(MnSb)2,0.0258
1216,W3(SeS2)2,1.1208
1217,BaSc4Fe,0.0014
1218,NaTmGeO4,6.0158
1219,KNdGeS4,3.2476
1220,RhF3,0.4232
1221,Mn2OF2,0.0048
1222,AlWO4,1.7702
1223,V(CoSe2)2,0.006999999999999999
1224,Ca6Ge2O,0.4818
1225,UNiSn,0.0142
1226,Ag2HgI4,2.1218
1227,H2CO,4.1983
1228,BaTa2Bi2O9,3.2023
1229,DyNiSb,0.3064
1230,CaS,3.268
1231,AgTe3I,1.5308
1232,LiNbIr2,0.0043
1233,KCdF3,6.5817
1234,IrF3,1.24
1235,CdSbS2Br,2.3391
1236,Rb2Se,3.7863
1237,Li5CuF8,9.9125
1238,TaH2,0.0062
1239,Ba2BiMo,0.0222
1240,Zn(InSe2)2,2.0980000000000003
1241,Lu2GaCu,0.0067
1242,Lu2MgIn,0.0232
1243,Cd2P3I,1.7097
1244,Ca(HoSe2)2,1.7874
1245,BeCo4Pb,0.0215
1246,NdBi,0.2484
1247,ZrCl4,3.8526
1248,HfN2,0.7576
1249,ZrCdO3,1.5538
1250,K3Al2As3,2.218
1251,ZrCr2,0.0374
1252,SmPtF7,2.6017
1253,Sr2Fe2S2OF2,0.0052
1254,BaBrCl,6.044
1255,TbCl3,5.9212
1256,K4CdCl6,6.2951
1257,BaAl2(SiO4)2,7.8151
1258,DyTlS2,2.3259
1259,Cu2GeTe3,0.0106
1260,SeS,0.0154
1261,TmSe,0.0183
1262,AlVNi,0.0795
1263,Hf2Cu,0.0016
1264,KRb2ScF6,7.7729
1265,KMnTe2,0.0095
1266,NiHO2,0.0052
1267,NaFePO4,0.031
1268,KNaO,4.9728
1269,TmPd,0.013
1270,Zn(ReO4)2,4.4633
1271,BaSi2P,0.0021
1272,As2Pb4S6ICl,2.5815
1273,Ta2O5,4.2731
1274,LiCrO2,0.0033
1275,YN,3.5477
1276,TaAs2,0.0277
1277,NaTl2In,0.715
1278,Rb2PdBr6,1.3433
1279,Na2S2O3,5.7306
1280,HfNCl,3.022
1281,HfSnRh2,0.0514
1282,ZrSi,0.0031
1283,K2PtI6,1.2645
1284,Sr2SO,2.8229
1285,TaBe2Pd,0.0044
1286,YHSe,2.2767
1287,K2ReCl6,0.0844
1288,Rb2TeBr6,2.4359
1289,Rb2CoO3,0.0894
1290,Tb3PbC,0.1189
1291,Al2IrRu,0.0173
1292,K2H4Pd,2.9078
1293,CaMg(SiO3)2,7.3641
1294,Rb2IN3,5.2835
1295,KSmS2,3.3126
1296,Ti2MnIn,0.0549
1297,TlCrTe2,0.0086
1298,MgAu,0.0192
1299,PuN,0.0141
1300,BaP3,1.022
1301,Sr3CdO4,2.7293
1302,SrF2,8.1993
1303,Sn(GeO3)2,3.9228
1304,K2SrTa2O7,3.4946
1305,CaTiSiO5,3.2331
1306,NaCdF3,6.9611
1307,Rb2Pt3S4,1.7535
1308,Er6MnBi2,0.0101
1309,TmTlO2,2.1656
1310,Yb4Sb2O,1.334
1311,KBeIn2,0.0028
1312,NaBeHg,0.0165
1313,TlBrO3,3.5145
1314,DyBi2IO4,2.7204
1315,Sc2OsPt,0.0043
1316,AgSbS2,1.2161
1317,Cr3InO8,0.0076
1318,KSnSO4F,5.4254
1319,Dy2Zr2O7,3.9961
1320,NaMnO4,2.0864
1321,BaTcTe,0.0136
1322,CaBeTc2,0.1019
1323,TlBiTe2,0.7549
1324,UBrN,0.0072
1325,Dy(MnSi)2,0.0115
1326,CaC2,2.5494
1327,SmCo2,0.0118
1328,Ba3MgTa2O9,4.3864
1329,UP3,0.006999999999999999
1330,Sn2IF3,3.3494
1331,VBiPbO5,2.8626
1332,ZnB4O7,8.1107
1333,TbIr2,0.0057
1334,TbTaO4,4.9437
1335,TbAsO4,5.4491
1336,GaBN2,4.4726
1337,CaMgGeO4,5.8455
1338,NbV3,1.3886
1339,Cd(InSe2)2,1.2607
1340,Rb2CuH4(Cl2O)2,5.8536
1341,DySCl,3.8402
1342,NbInNi,0.0075
1343,U(GeIr)2,0.0026
1344,BaSbPt,0.0309
1345,LiHfPd2,0.0362
1346,RuN,0.0805
1347,TeAsHO5,4.7578
1348,BaNaBO3,5.7208
1349,WSeS,0.9703
1350,PPbS3,2.8891
1351,TiAlCo2,0.0337
1352,K8NO3,3.8534
1353,Ti3InC,0.0168
1354,SbSeI,1.9804
1355,USeO5,2.2145
1356,Co3SnC,0.0451
1357,Nd3Cu3Sb4,0.3399
1358,NaV2As,0.0055
1359,Be2NbRh,0.5071
1360,BaSrTi,0.0052
1361,BaCa2Mg,0.0081
1362,TmTlTe2,1.1791
1363,RbNdSe2,2.8037
1364,KAuS,3.4507
1365,Be2CrGe,0.031
1366,Ba4CoRe,0.0201
1367,BeSiRh,0.0161
1368,HoMg,0.0277
1369,HfOs,0.0767
1370,Sr3Yb,0.015
1371,Nb3SBr7,0.9645
1372,Cr3CuO8,0.0041
1373,RbAuF4,2.5829
1374,HoAgTe2,1.2773
1375,Na2PtSe2,1.5782
1376,DyPbAu,0.1361
1377,HgPbF6,3.0895
1378,Tb(CoSi)2,0.0021
1379,TbTlTe2,1.0662
1380,RbAu3Se2,2.3248
1381,GeC,2.6156
1382,Cd3AsI3,1.9692
1383,ScGa5Ni,0.0129
1384,Ba2NdSbO6,5.0527
1385,TlCuS2,0.0047
1386,BeCrRu2,0.0033
1387,CS2,3.2103
1388,CaVO2,0.0039
1389,Na4TiO4,5.2439
1390,K2ZnBr4,5.8396
1391,HoAsO4,5.3752
1392,URhS3,0.0015
1393,Ca(ZnAs)2,1.2607
1394,Rb2B2Se7,2.7203
1395,Tm3TaO7,4.4875
1396,FeCu2SnSe4,0.0046
1397,NdCuTeO,1.9734
1398,U(FeSi)2,0.0086
1399,MgTi3O7,3.4547
1400,TiSn(PO4)2,4.5821
1401,KZnSb,1.2236
1402,BaBePO4F,8.3036
1403,Zr(MoO4)2,3.4989
1404,TbBr3,3.9355
1405,Na3MoNO3,4.5747
1406,TlH4NCl4,2.3977
1407,HoIO,4.6055
1408,NbB,0.0018
1409,ZrSnTe,0.0156
1410,BaPtBr2,0.0649
1411,Zn(CrS2)4,0.0056
1412,BaIrCl2,1.9061
1413,SbTeI,1.2528
1414,V4O7F5,0.0047
1415,NaSmO2,5.7365
1416,GaH3NF3,7.9462
1417,PbCClO2,3.7126
1418,Sn2OF5,2.6269
1419,SiSe2,2.5077
1420,BaPr2ZnS5,1.9585
1421,Al2O,0.0171
1422,HoIr,0.0099
1423,FeSeBr7,1.0629
1424,Rb2H2C2O5,4.65
1425,TlBiSe2,0.6795
1426,NaSc2Be,0.0058
1427,DySi2,0.0016
1428,RbPO3,8.065
1429,P4PtF2,6.0222
1430,BeTcW2,0.0061
1431,PrHSe,2.6814
1432,PCl2OF,6.3979
1433,KYO2,5.6703
1434,Ho2CuRh,0.0333
1435,BaSe,1.9329
1436,MgF2,9.4711
1437,TiBeCo2,0.1015
1438,NaLuO2,6.6747
1439,PdAuO2,0.0515
1440,InCuSe2,0.6442
1441,Ba3(PS4)2,2.838
1442,BaCo2Sb,0.0038
1443,Na4SnS4,3.6516
1444,Na2GeTeO6,3.7277
1445,HfCo,0.0247
1446,KBH4,2.5009
1447,BeTc2Rh,0.0084
1448,UCr3,0.0007
1449,Sr(AlH)2,0.1099
1450,Cr3O4,0.0007
1451,Mg(AlC)2,2.5088
1452,Te2W3(SeS)2,0.884
1453,BeHgSe,0.7452
1454,BePtBr2,0.0151
1455,H6PbCNCl3,3.58
1456,SbTeClO3,4.6139
1457,BaCdW2,0.0055
1458,Na2LuPCO7,7.5351
1459,Si3Ag,0.0075
1460,Sc2Ge2O7,4.4602
1461,LiLu2Rh,0.0311
1462,K(SbSe2)2,1.7723
1463,Be2NiPb,0.0033
1464,SmNi2B2C,0.0016
1465,NbO2F,2.272
1466,P2W,0.0026
1467,Na2InPCO7,5.0499
1468,KNaSmNbO5,4.378
1469,Pr3AgGeS7,2.5004
1470,Tb2Ti2S2O5,1.0545
1471,SiP2O7,6.8676
1472,Si2Hg6O7,1.9876
1473,Tl2SnHgTe4,0.4920000000000001
1474,AgCO3,0.0172
1475,UP2,0.0021
1476,Tl3AsS3,1.7797
1477,K2AgAs,2.0874
1478,HoH3,1.2468
1479,HfTaRe2,0.0156
1480,AsO2,5.0422
1481,SiMo3,0.0126
1482,Ti3Zn2O8,2.4388
1483,LiMn4O8,0.0062
1484,LiGaSe2,3.4193
1485,Ho2Sn2O7,4.3836
1486,Zn(CO2)2,4.3399
1487,BaClF,7.233
1488,DyFeC2,0.0062
1489,DyVB4,0.0075
1490,Sm5AgS8,2.0163
1491,KCaSiHO4,7.0489
1492,Sm3Ga,0.0144
1493,Hf2BeBi,0.003
1494,ScSi,0.0028
1495,CuN,0.0111
1496,RbClO2,3.7915
1497,Tl2PtCl6,2.1189
1498,HfBeBi,0.0068
1499,AsCl3O,3.4904
1500,Ca(SmS2)2,2.9165
1501,Ba2HfBi,0.022
1502,Ca4SnS6,3.0629
1503,KNb(AgSe2)2,1.6484
1504,BaTm2O4,4.287
1505,LuCd2,0.0056
1506,BaAlBO3F2,8.5571
1507,CClF3,8.0315
1508,TaB2,0.0117
1509,LuTaRu2,0.042
1510,TlAs,0.3163
1511,BaU(SiO4)2,2.5485
1512,BaAlSiH,0.9985
1513,Al2CdTe4,2.5519
1514,CoN,0.0169
1515,LuHO2,7.1627
1516,Ta(ICl)2,1.5306
1517,ScBeSn,0.0082
1518,SrH4(ClO)2,7.7286
1519,ScCd,0.0076
1520,SrSiO3,4.176
1521,KYTe2,1.7511
1522,Sr3P2,0.8704
1523,SmTlS2,2.5217
1524,SF4,1.8703
1525,SbF3,6.566
1526,HoErZn2,0.0413
1527,SnHgF6,5.0138
1528,BePCl,0.0144
1529,NdTeCl,0.8898
1530,K2TeS3,3.3256
1531,HgRhF6,2.0847
1532,Tb2SnS5,0.8551
1533,LiAgC2,1.9291
1534,Na3Sc2(BO3)3,5.2288
1535,SrHfO3,5.7170000000000005
1536,PmTlTe2,0.6544
1537,Mg2H2O3,6.2221
1538,TmNiC2,0.0243
1539,Ba3(AlSi)2,0.0029
1540,Re2PbO8,4.3321
1541,YMn2,0.0047
1542,ScF3,5.9972
1543,Cd(CO2)2,4.6051
1544,U(SiAu)2,0.0035
1545,BeRu2W,0.0341
1546,Be2ReSe,0.0101
1547,MnP2,0.0174
1548,K2Ge2PbS6,2.8529
1549,NaPrSe2,2.5469
1550,BeCdFe2,0.0066
1551,SeBr,1.9358
1552,PaSnPd2,0.0329
1553,Sr2BiAu,0.8023
1554,UGeSe,0.0034
1555,GeI2,2.2141
1556,HgPSe3,1.9347
1557,NaY3SiS7,2.9178
1558,SrAl4O7,6.2232
1559,ZrPdF6,3.6062
1560,Ho2RuAu,0.0188
1561,Mg(AuF4)2,2.3993
1562,BaLiCa2,0.024
1563,LiMn2Fe3O8,0.0193
1564,TlSbS2,1.6143
1565,Y2Si2O7,6.4947
1566,ScSbRh2,0.0529
1567,BaN3Cl,4.9442
1568,BaPbBr,0.0189
1569,LiYSe2,2.15
1570,Mg2TaSbO6,1.8108
1571,KDyS2,3.4009
1572,SiTe2Os,0.0234
1573,In2Si2O7,3.5904
1574,Ca3TeO6,4.5617
1575,TiGaCo2,0.0297
1576,YbZn,0.0158
1577,CdCuH8(ClO)4,4.5155
1578,NaSbF6,6.8782
1579,K2GeF6,8.5021
1580,NpAl2,0.0076
1581,Be2CdRu,0.0468
1582,NdZnPO,2.0293
1583,Li3V2F9,0.0114
1584,TaGaOs2,0.1037
1585,NdIO,4.76
1586,Ti2BeGa,0.0063
1587,KRb2BiF6,6.7888
1588,ScB2,0.0102
1589,TlAsS2,2.1563
1590,TiP2O7,2.4052
1591,Rb2NaInCl6,4.9494
1592,Bi2TeI,0.0532
1593,K2PdCl6,1.7962
1594,TbTlSe2,1.769
1595,BaV4ZnO8,0.0295
1596,Tm2CdSe4,1.6426
1597,MnZnF4,0.0137
1598,Sc(MnAl2)4,0.0084
1599,Sm3Ho,0.003
1600,Ta4S9Br8,1.4911
1601,Ca(MgBi)2,1.1388
1602,GaAs,1.3135
1603,BeCu4Tc,0.083
1604,Ca(BH4)2,6.9347
1605,ScTaRu2,0.1008
1606,PdI2,0.7615
1607,Ba4CaPt,0.0178
1608,PuO,0.0149
1609,NaNb6O5F,2.1671
1610,YbC2,2.5198
1611,BaSiC,0.741
1612,BaPbF6,4.3449
1613,Na3Ca2BiO6,2.5994
1614,Sc2RuAu,0.0162
1615,Na2H6PtO6,2.9484
1616,CaTiO3,2.4057
1617,Sm3Si2Cl5O6,6.3862
1618,KLiTe,3.8887
1619,BeMo4Os,0.0257
1620,K2LiAlH6,2.7506
1621,ErTa3O9,4.5463
1622,Ba4MgCr,0.0449
1623,Ba3Sb2,0.5336
1624,TlNi,0.0237
1625,TiGeTe6,0.4568
1626,Ba3Bi2F2,6.8969
1627,HoTaO4,3.7276
1628,Ho6CoBi2,0.0101
1629,Ho(FeSi)2,0.0066
1630,K3Sb2Au3,1.5478
1631,AlSCl7,3.771
1632,KCN,6.8617
1633,ScReTc2,0.0119
1634,Rb3Os2Br9,0.6627
1635,Ca2SnN2,1.4449
1636,MoW3S8,1.0485
1637,NaYSn,0.5565
1638,Te3MoWS,0.1629
1639,NaPPdS4,1.3389
1640,Al2CoIr,0.0461
1641,Ba4HgPt,0.0094
1642,PmInPd2,0.0179
1643,SrGe(PO4)2,6.0639
1644,Sc2BeCl,0.0138
1645,Tm2OsAu,0.0232
1646,Ho2CF2,2.1655
1647,Sr2CaMoO6,2.7915
1648,MgBeRe2,0.0145
1649,Lu2ZnTc,0.0271
1650,Rb2TeO3,4.7287
1651,HoP,0.3027
1652,AlCuF5,7.3301
1653,K2BeRe,0.2221
1654,LuCd,0.0015
1655,MnAlCo2,0.0058
1656,RbNdTe2,1.8374
1657,AlAgB,0.0066
1658,Sr(AlTe2)2,2.1841
1659,Be2ReOs,0.0151
1660,Mg(CN)2,7.5978
1661,Y3AlO6,5.8261
1662,Ga2BiAs,0.0844
1663,BiSCl,2.7404
1664,Pm2ZnOs,0.0265
1665,BeReCl4,0.0001
1666,CaSc2Be,0.0062
1667,TaBe2Sb,0.0154
1668,RbNO3,4.2448
1669,Mn2BePt,0.0006
1670,Tm2CoOs,0.0334
1671,Ca3C3Cl2,2.0741
1672,Ba2PbSe,0.027000000000000003
1673,RbLiSe,4.2459
1674,MgSc2Tl,0.0082
1675,TlI,2.8741
1676,Sc6FeTe2,0.0093
1677,SnC2(SN)2,3.2406
1678,KYSn,1.1218
1679,Cd2GaAgS4,2.4423
1680,TbTlS2,2.2858
1681,RbNO2,3.6175
1682,K3GaO3,5.2029999999999985
1683,Co2N,0.0128
1684,Th2HN3,2.5277
1685,BeFeP2,0.002
1686,BeVRh4,0.0092
1687,VF4,0.0013
1688,K2AgBi,1.6414
1689,Tm2AgRu,0.0077
1690,MgSiAs2,2.0975
1691,LuBi2ClO4,3.3072
1692,TaS,0.0354
1693,K2SiAs2,1.9047
1694,Ga4SiO8,4.3459
1695,NaBeBr,1.185
1696,TiMn2Si,0.0107
1697,Sr2C(NCl)2,6.0037
1698,LuN,1.4044
1699,Mn(CoO3)2,0.0044
1700,BeNbRu,0.0176
1701,SrBr2,6.4477
1702,Ho(Al2Fe)4,0.0043
1703,Si3Os,0.0019
1704,ZnP2(HO)4,6.1239
1705,Mn3AgN,0.0154
1706,Rb2BrCl6F,1.234
1707,CuAgF3,0.0668
1708,Li6WO6,4.209
1709,LaAgO2,3.5791
1710,MgBeAl4O8,7.4335
1711,Ba2TmNbO6,3.6472
1712,Sm2ZnS4,2.4954
1713,InSn2I5,1.7593
1714,SF6,7.374
1715,Na3SrPCO7,7.4896
1716,CdCN2,3.9283
1717,TaBe2Fe,0.0141
1718,Sb2Au,0.0399
1719,SmFeC2,0.022
1720,B6P,2.7243
1721,CaZnGe,0.0621
1722,Mg3WO6,4.134
1723,SmTlSe2,1.7235
1724,Sc2BeCl,0.0071
1725,LiBe2Co,0.0059
1726,LiMgN,3.4909
1727,Be2PCl,0.0162
1728,Mg2BeFe,0.0062
1729,ErMn2,0.0023
1730,ZrCl2,0.9616
1731,TaSiRh,0.0167
1732,CS2NF5,3.9155
1733,Ti2Bi,0.0096
1734,Be2PW,0.0007
1735,CuAs2Pb6Cl7O6,2.8558
1736,KNaPrNbO5,4.4282
1737,RbV(CuS2)2,1.124
1738,KNdTe2,1.81
1739,HoMgIn,0.0694
1740,Rb3V,0.0204
1741,YbAlO3,0.095
1742,Tl2TeCl6,2.9472
1743,NbTlBr4O,1.5401
1744,CdSiP2,2.0167
1745,TiBr3,0.0121
1746,HoSbPd2,0.0749
1747,BaHI,3.7237
1748,YWF5,0.8288
1749,BaSrTa2O7,3.5383
1750,Ti2BeSb,0.0445
1751,YbNiO3,0.0097
1752,Li3AuO3,2.4191
1753,Yb(ZnP)2,1.4693
1754,Tb2Pt2O7,1.5506
1755,In5AgSe8,1.3193
1756,NbTeCl9,2.4985
1757,Na2CN2,5.7709
1758,LaBi,0.2028
1759,BH3,8.107999999999999
1760,P2WO8,2.9949
1761,AlSbI6,2.6311
1762,Ba4ZrGa,0.0125
1763,CaPAu,0.1905
1764,Y2BeW,0.0097
1765,K8N3O,2.8889
1766,LiInSe2,1.5509
1767,CaInBr3,3.6525
1768,KAlH4,6.6654
1769,TiGaRh2,0.0258
1770,NaBeCl2,0.0067
1771,TaBeW2,0.0011
1772,CaH2(ClO3)2,7.7372
1773,Sm2AgRu,0.0475
1774,In5AgTe8,1.0853
1775,LuAlO3,7.1079
1776,TbH3,0.3617
1777,LiBeFe2,0.0018
1778,RbSb2,1.0028
1779,TmTaOs2,0.0757
1780,ZrP2(HO3)2,4.8993
1781,GaPS4,3.0756
1782,AlFe2Mo,0.0061
1783,KPrTe4,0.966
1784,NaBe2Pd,0.0202
1785,BeCo4Hg,0.0088
1786,Sr2Mn3(BiO)2,0.0078
1787,KNaS,4.8894
1788,NaBeH3,3.1115
1789,Ba(MgBi)2,1.1512
1790,Sc2MnC,0.0167
1791,Tm2CoIr,0.0313
1792,Mg4H2O5,6.4823
1793,TbYb2PrS6,1.9869
1794,AgClO2,2.4343
1795,PrAsO4,5.6076
1796,Te4Mo(WS)2,0.1912
1797,Sm2IrRh,0.0369
1798,AgCNO,4.0953
1799,TaRu,0.0117
1800,ErTlS2,2.251
1801,Be2VTe,0.0097
1802,Ta2Se,0.0133
1803,HgF,2.373
1804,TiRh3,0.0051
1805,TbSc,0.0177
1806,USeO,0.0054
1807,Dy(HO)3,6.1384
1808,BaTiHg,0.0092
1809,TaF3,3.1144
1810,FeCo,0.0421
1811,ErNbOs2,0.0402
1812,Ta2InCuTe4,0.0145
1813,RbCoCl3,0.0068
1814,Br2O,2.1664
1815,Na4Ti5O2,2.9667
1816,Mo(HO2)2,3.1732
1817,CrCo2Bi,0.0145
1818,MgBe2Tc,0.013
1819,KNi(PO3)3,5.0341
1820,HfScBe2,0.0063
1821,V3Cu,0.0207
1822,K2SbAu,1.7754
1823,K3Sc,0.0047
1824,Ca2SiO4,5.9563
1825,YbClF,7.8853
1826,YNiBi,0.1225
1827,Ca(MnBi)2,0.0127
1828,ZrAlCo2,0.0212
1829,CoCO3,0.0151
1830,MgSe,2.9693
1831,Tl3F,0.0024
1832,UAlNi4,0.0034
