,pretty_comp,kpoints_array_average
3109,Sm4Br6O,5.0
3110,Be(ZnPd)2,12.333333333333336
3111,NdZnIn,17.666666666666668
3112,As4Se3,3.333333333333333
3113,ErAgHg2,15.0
3114,LiBe2Cr,10.333333333333334
3115,BeAu2,25.66666666666667
3116,LiBi(BO3)2,3.333333333333333
3117,KHg2B,18.0
3118,Sm2InHg,19.0
3119,NiHgO2,11.0
3120,K2ReCl6,5.0
3121,PmNi2Sn,12.0
3122,SbAsIr,26.0
3123,ZrI4,2.6666666666666665
3124,GeBO3,21.0
3125,Pr(NiGe)2,11.0
3126,NiMoP8,8.0
3127,RbTcO4,3.6666666666666665
3128,Ba4NbSi,12.0
3129,Mg(MnN)2,16.333333333333332
3130,Ga2Pt,22.0
3131,BaCaTi,9.0
3132,Ba4PbW,14.0
3133,Rb2O3,4.0
3134,LiP2WO7,4.0
3135,Li3Mn3O5F3,5.333333333333333
3136,Rb2U2O5,11.666666666666664
3137,Er(SiIr)2,14.666666666666664
3138,K2Te2Pt,6.0
3139,SrCaAg2,7.333333333333332
3140,CaMnBi2,18.0
3141,Er3PbC,7.0
3142,ZrHCl,16.0
3143,Be2HgBr,19.0
3144,Ba2GaSi,18.0
3145,BaSrSn,9.0
3146,Be2ZnBr,15.333333333333336
3147,AlO3,14.0
3148,CeScSb,5.0
3149,PuC,10.0
3150,MnGeN2,8.333333333333334
3151,Tm2CuRu,18.0
3152,CdAuO2,10.0
3153,TlPd5Se,12.666666666666664
3154,Lu2Pt2O7,4.333333333333333
3155,Sn2BSe,19.0
3156,U(FeGe)2,8.333333333333334
3157,LiZn,17.0
3158,SmSi2,23.0
3159,TbTlSe2,8.0
3160,FeSi2,17.0
3161,LaCoAs,16.0
3162,CaZnSiH2O5,4.0
3163,NdCoGe3,16.666666666666668
3164,Au2Se2O7,3.6666666666666665
3165,Co3Ni,20.0
3166,Li2CdPd,17.0
3167,NaBe2Cr,18.666666666666668
3168,Rb2TiCl6,5.0
3169,Zn2SnSbO6,6.333333333333332
3170,SmAlGe,15.333333333333336
3171,Zn2AsRh,18.0
3172,Fe3W3N,8.0
3173,Ni(BO2)2,6.333333333333332
3174,YCuSi,19.666666666666668
3175,PrTmTl2,19.0
3176,ThI2,17.333333333333332
3177,Yb(SiAg)2,16.333333333333332
3178,ThAs,14.0
3179,Nb3B3C,13.666666666666664
3180,Be2FeCl,17.666666666666668
3181,BeReHg,20.0
3182,MgBe2V,12.666666666666664
3183,Ba(ZnSb)2,6.666666666666668
3184,MoBr2,2.6666666666666665
3185,LiHg2Pt,5.0
3186,Mg2MnIrO6,6.666666666666668
3187,ErGaRh2,19.0
3188,Na2Cr7O4,4.333333333333333
3189,Ti2TcRh,21.0
3190,InSbS3,5.333333333333333
3191,Li2Mg2MnFe(P2O3)2,3.6666666666666665
3192,FeRhO3,12.0
3193,PrPb3,21.0
3194,K2BaSe,10.333333333333334
3195,CrCoPt2,10.333333333333334
3196,Rb3Mn2Cl7,12.666666666666664
3197,ReH8(Br3N)2,6.0
3198,Lu2AgIr,20.0
3199,NdTmMg2,9.0
3200,TmLuHg2,19.0
3201,TeI2,6.666666666666668
3202,SrZnO2,5.666666666666668
3203,YIO,7.0
3204,ZrHg,18.33333333333333
3205,K2Cd2O3,4.666666666666667
3206,ThHg2,16.333333333333332
3207,YbSbPd,14.0
3208,P6SeO24,3.333333333333333
3209,BaYCl,9.0
3210,SmPa3,11.0
3211,Ba4MnNi,10.0
3212,CaCo4Cu3O2,8.0
3213,MnGaRu2,12.0
3214,LiCoGeO4,6.0
3215,Ba2Mn3(AsO)2,7.333333333333332
3216,BaLiSe4,17.0
3217,ThSiTe,11.333333333333336
3218,SmMg2Ag,21.0
3219,Ba4ReCl,8.0
3220,In(IO3)3,4.0
3221,SmAu,19.0
3222,ScZnMo3O8,4.0
3223,BaHfTe,9.0
3224,CaMg(SiO3)2,4.333333333333333
3225,Sm2RuAu,15.0
3226,RbClO4,4.0
3227,BePSe,23.33333333333333
3228,ScBe2Si,14.333333333333336
3229,TaPd2,13.333333333333336
3230,Li2FeSiCO7,4.666666666666667
3231,Li2SnO3,4.333333333333333
3232,AcBiAu2,22.0
3233,SbAsO4,5.0
3234,SrAu2,16.666666666666668
3235,TaW3,16.0
3236,GeF2,3.333333333333333
3237,V4S9Br4,3.6666666666666665
3238,Y2HfBe,9.666666666666666
3239,SrBr2,3.333333333333333
3240,Nb2Co3Si,14.333333333333336
3241,NiCl,21.0
3242,Al2Si2H4O9,3.6666666666666665
3243,WSe2,7.333333333333332
3244,Ce(SiOs)2,7.333333333333332
3245,Mn8(OF)3,5.0
3246,LiGaO2,8.0
3247,BaSe4Br,19.0
3248,NdTaO4,3.6666666666666665
3249,TmO3,9.0
3250,Li2HfO3,7.666666666666668
3251,BeZn2W,13.0
3252,SrBeIn4,22.0
3253,LiTi2Ir,8.0
3254,HfTaTc2,16.0
3255,Ba2GaBi,14.0
3256,BaZnCd,14.0
3257,NaNO2,4.333333333333333
3258,ZrScPt2,8.333333333333334
3259,Pr2CdNi2,11.666666666666664
3260,Li2SbAu,12.0
3261,Eu2H3Cl,9.333333333333334
3262,NaBeP2,31.33333333333333
3263,Be2NbP,17.333333333333332
3264,Nd3GaC,11.0
3265,TiPRu,11.666666666666664
3266,ZnSbF5,3.6666666666666665
3267,MnAgPd2,8.0
3268,Si3W5,13.0
3269,IN,28.0
3270,YbOs3,10.666666666666666
3271,BeNiSe,12.666666666666664
3272,Hf2Ni,13.666666666666664
3273,Cd2GaAgS4,5.666666666666668
3274,Tm2CdSe4,6.0
3275,Nd3GaN,9.0
3276,Tb3SiBr3,6.0
3277,V2P4S3,3.0
3278,Ag3Sn,14.666666666666664
3279,HCN,6.333333333333332
3280,K4Sb2O3,4.666666666666667
3281,AlFe2Si,15.0
3282,Mg3BeAl8O6,3.6666666666666665
3283,Li7SbO6,4.0
3284,Ta2Se,10.0
3285,Cr2B,9.0
3286,ZrGa3,11.333333333333336
3287,Ba2HfCl,10.0
3288,Sc3CoC4,11.0
3289,MgNiH,18.666666666666668
3290,BaN6,3.6666666666666665
3291,Ba4LiSe,10.0
3292,Rb2In4O7,4.333333333333333
3293,CuSiIr2,7.333333333333332
3294,Cr3O4,5.0
3295,Zr3GeO8,5.0
3296,MgZnNi2,11.666666666666664
3297,Ba4MgCu,10.0
3298,Ba5As3ClO2,3.0
3299,Ge(BiTe2)2,19.0
3300,YZn5,20.33333333333333
3301,NpTe2,11.666666666666664
3302,Ba2NaO,11.0
3303,ZrTiTe4,11.0
3304,Be2TlPd,15.0
3305,YCrO3,18.0
3306,Tb4Se3N2,5.333333333333333
3307,Be2NiMo,18.666666666666668
3308,CaGaSnH,11.0
3309,Na4C2O5,3.6666666666666665
3310,Li4Ti3Cr3(WO3)2,4.333333333333333
3311,Ba2NbInO6,5.0
3312,HfBe2Tl,21.0
3313,KCa(PO3)3,3.333333333333333
3314,LiCaGaF6,3.333333333333333
3315,MgBe2Tc,8.666666666666666
3316,Be2CrSi,26.33333333333333
3317,BePtBr2,18.0
3318,Co2RhS4,8.0
3319,TaNiGe,11.333333333333336
3320,Th3As4,6.0
3321,Yb(AlSi)2,17.666666666666668
3322,BH5CN2,3.0
3323,Mg2SiNi3,17.0
3324,CdSO4,4.666666666666667
3325,Ta2CrAs,21.0
3326,Y3BrO4,4.0
3327,Be2P2O7,3.333333333333333
3328,DyTlSe2,8.0
3329,NbO,29.66666666666667
3330,LaZnAu2,19.0
3331,KWO3,21.0
3332,Mg2AlB2Ir5,24.0
3333,NbNi2Sn,11.0
3334,RhN3,13.0
3335,NaBeSi2,14.0
3336,Er3Al2,6.333333333333332
3337,MgMoF6,6.0
3338,BaCaBi,13.0
3339,LiMn2(BO3)2,3.333333333333333
3340,LiVO2,7.0
3341,BaPIr,9.0
3342,LiHF2,7.666666666666668
3343,Ca(MnGe)2,9.666666666666666
3344,SiRu,19.0
3345,K2BeGa,9.666666666666666
3346,PmI3,5.666666666666668
3347,Y2ZnPb,7.0
3348,Ti3Cu,9.0
3349,PrBi,21.0
3350,Co2Ge,15.333333333333336
3351,MnBe2Co,16.333333333333332
3352,AlBiSCl4,3.0
3353,Mn6O7F5,4.0
3354,NpSn3,9.0
3355,K2ErF5,3.0
3356,LiAlTe2,4.0
3357,Cu2SnS3,5.0
3358,BeCu4Sb,25.0
3359,RbHCO2,3.0
3360,Be2NbSe,13.333333333333336
3361,MnNi(PO4)2,4.666666666666667
3362,HoPtF7,3.333333333333333
3363,BaLi4Cd,11.0
3364,Li2Fe(CO3)2,6.0
3365,BaVHg2,15.0
3366,BiClF8,3.6666666666666665
3367,BeCuMo,22.0
3368,Li2GePd,16.0
3369,MnAlRu2,12.0
3370,Ca(NiS2)4,9.0
3371,Ce(Fe2P)2,5.0
3372,Ga2PdBr8,4.0
3373,Na2CoGeO4,4.333333333333333
3374,TaMoN,15.333333333333336
3375,LiBH4,4.666666666666667
3376,CeDyZn2,13.0
3377,HoCdAg2,20.0
3378,NaBi,27.66666666666667
3379,AsPdSe,21.0
3380,HoInAg2,11.0
3381,CeCuN2,18.0
3382,Rh3Br,10.666666666666666
3383,K7NbAs4,3.6666666666666665
3384,Ti2ReIr,19.0
3385,LuGa5Co,14.666666666666664
3386,SeS,24.0
3387,SrZrO3,20.33333333333333
3388,Eu(MgSb)2,12.666666666666664
3389,BaU(SiO4)2,3.0
3390,ErCu5,22.0
3391,Sr(AlSi)2,17.333333333333332
3392,BeReBi,11.0
3393,PrY3,9.666666666666666
3394,MgScTl,11.0
3395,KBe2Fe,8.666666666666666
3396,KBaMg2,17.333333333333332
3397,BeMoRh2,18.33333333333333
3398,PrS3,13.333333333333336
3399,TmLuRh2,18.0
3400,TlAuCl4,3.6666666666666665
3401,BeMo2Br,10.666666666666666
3402,Be2NiGe,23.0
3403,DyB2Rh3,22.33333333333333
3404,Ca(FeN)2,9.666666666666666
3405,TeWSe,8.333333333333334
3406,Th3P4,6.0
3407,Mg3N2,5.0
3408,AsIrBr,17.0
3409,PuTe,8.0
3410,K5Pb24,10.0
3411,ScHgW2,10.0
3412,Ho2PdRh,14.0
3413,KMnCl3,4.333333333333333
3414,NbI5,5.333333333333333
3415,ZrBe2Cd,14.666666666666664
3416,LiAc2Ge,16.0
3417,Na2LiBe2F7,3.333333333333333
3418,Ni2P,11.666666666666664
3419,LiC,6.333333333333332
3420,HfSi2Br,23.0
3421,Nd(SiAg)2,12.666666666666664
3422,HgPRh,12.0
3423,Be2ZnTe,23.66666666666667
3424,AsF3,3.333333333333333
3425,TmSnAu,14.333333333333336
3426,TaSe2,9.0
3427,Ba2MgSb,11.0
3428,SeS2(NO)2,3.6666666666666665
3429,SmGe3,15.0
3430,Zn(BiO2)2,6.666666666666668
3431,Sr2BeGa,13.0
3432,Na3CrF6,3.0
3433,Y2MgS4,5.0
3434,CuH6(NCl)2,10.0
3435,BeFe2Te,8.0
3436,SbOF3,2.6666666666666665
3437,LiVIr2,19.0
3438,Ta2O5,4.666666666666667
3439,LaTiO3,13.0
3440,CaScHg2,8.0
3441,CeScSi,6.0
3442,TaBeGa,16.0
3443,NaH3CN4O,3.0
3444,LiTl3,22.0
3445,LiNiP,20.33333333333333
3446,ZrW2,17.0
3447,Sc2Be2Pd,14.333333333333336
3448,CuBSe2,6.666666666666668
3449,Ca2CoO3,9.333333333333334
3450,AlSiRu2,23.0
3451,K4CdCl6,3.0
3452,AsWBr,15.0
3453,NaTmO2,5.666666666666668
3454,Li2Cr2SiO6,4.333333333333333
3455,Sr2BeSb2,4.666666666666667
3456,ZrTlCuS3,9.666666666666666
3457,TaTiAl,16.0
3458,NdMgO3,9.0
3459,Ba2AlSn3O8,15.0
3460,TbFe2,11.0
3461,FeAg2SnS4,5.666666666666668
3462,FePS3,6.333333333333332
3463,Mg2ZnPd,24.0
3464,LuB4Os,12.666666666666664
3465,Ga2CuO4,7.333333333333332
3466,TaSiRh,8.333333333333334
3467,BaO2,7.0
3468,V2ZnS5,10.666666666666666
3469,CuAsS,11.666666666666664
3470,Zr3N4,6.666666666666668
3471,PaPd3,11.0
3472,Ba4SbW,9.0
3473,MnB2,11.333333333333336
3474,KNdPdO3,6.333333333333332
3475,Rb3Nd,8.0
3476,Na2SrFe,14.0
3477,Li(CoGe)6,14.666666666666664
3478,SiPt5Pb,12.0
3479,ThAu,11.0
3480,BaP2Ru,15.0
3481,AsRuBr,12.0
3482,HoMnGe,6.0
3483,SmNi2B2C,16.0
3484,Ca5(AlSb3)2,6.333333333333332
3485,Ba2YbTaO6,6.0
3486,BeCrGe,11.333333333333336
3487,Ba4MoPd,8.0
3488,MnBe2V,7.333333333333332
3489,Tl4SnS3,5.0
3490,LiBeP2,28.33333333333333
3491,DyP,29.0
3492,LiYO3,9.0
3493,BaTlPb2,18.0
3494,TlN,11.0
3495,Li2CuO2,11.666666666666664
3496,Li3Fe5(CoO)2,4.0
3497,CaNi2O5,7.333333333333332
3498,AgPbO2,7.0
3499,NaSn2Cl5,3.6666666666666665
3500,Nd2SnS5,9.333333333333334
3501,Er2Mg,11.0
3502,ZrNi5,18.0
3503,LiVFeO4,5.0
3504,YInPt2,14.666666666666664
3505,ReAsPd2,12.0
3506,Ba4PdCl,10.0
3507,Li6Br3N,5.0
3508,RbCu2Br3,4.666666666666667
3509,LuTiSi,13.666666666666664
3510,Ba4SrIr,9.0
3511,YbPt,13.666666666666664
3512,Li(FeO2)3,5.666666666666668
3513,HfV2,9.0
3514,NdAlPd,15.0
3515,LuCd,27.0
3516,Zr(CoSi)2,12.666666666666664
3517,Sc5Ge3,6.333333333333332
3518,CaZn3,20.0
3519,TiAsP2,18.0
3520,Ca2PAu,7.333333333333332
3521,Pr5(CoB3)2,10.0
3522,Rb2GeSe3,4.333333333333333
3523,Ca2CdSn,13.0
3524,SrGaCu2,28.0
3525,Nb3Os,16.0
3526,ThAs2,17.333333333333332
3527,Sn5(S2Cl)2,4.0
3528,TiBeCd,12.333333333333336
3529,Rb2Au3,8.0
3530,TiZnAu2,11.0
3531,Li2NdIn,10.0
3532,Hf2MoPt,8.0
3533,Ni3TeO6,6.0
3534,Rb2SiF6,4.0
3535,HfSb,8.333333333333334
3536,Hf2ReIr,13.0
3537,Nd5Sn3,9.333333333333334
3538,ScAg2Hg,7.0
3539,BaBrCl4,9.0
3540,Li2AsAu,3.0
3541,BaZrCl,8.0
3542,KLi4CrO5,4.333333333333333
3543,YMgBe2,15.666666666666664
3544,TlP5,5.666666666666668
3545,SrPd5,11.0
3546,Ca2Sn,8.0
3547,CaSO4,4.666666666666667
3548,Na4MnO4,3.333333333333333
3549,AsRuAu,14.0
3550,WSCl4,3.333333333333333
3551,TmHfIr2,17.0
3552,BaCoBr2,8.333333333333334
3553,HoHfRu2,16.0
3554,CrO3,14.333333333333336
3555,BeHg2Ir,19.666666666666668
3556,CsPbF3,7.0
3557,YB4,14.0
3558,In2AgSe4,7.666666666666668
3559,CuAs4S3Cl,3.6666666666666665
3560,Ba4LiW,8.0
3561,Na3Sr3GaAs4,5.0
3562,CaSn,15.666666666666664
3563,Ba4MgPt,11.0
3564,PCl3,3.0
3565,Pr(MnGe)2,9.666666666666666
3566,YbB2Ru3,21.66666666666667
3567,BeFe2Ge,12.0
3568,K2O2,3.333333333333333
3569,Ni(BMo)2,8.666666666666666
3570,AgHgSBr,5.0
3571,TaBeW,23.0
3572,Zn(FeO2)2,5.0
3573,Be2NiGe,20.666666666666668
3574,NaBeRh2,9.666666666666666
3575,NdSbO4,4.333333333333333
3576,Tb(NiB)2,10.0
3577,LiCeSn2,7.333333333333332
3578,Ce(WO4)2,4.0
3579,Li3Mn3Fe2,4.333333333333333
3580,Ca3Ge3(MoO)2,4.0
3581,CaBeHg2,19.0
3582,GaAu2,16.333333333333332
3583,Mg4H2O5,6.666666666666668
3584,Li2S,5.333333333333333
3585,BeSi2Ru,24.0
3586,TaBePd2,13.333333333333336
3587,LiCdAg2,16.0
3588,K2B2Se7,4.0
3589,BeGa2Os,16.333333333333332
3590,EuGe2Ir,17.333333333333332
3591,Ce(SiAu2)2,9.0
3592,HoCuSb2,14.0
3593,TiMnO3,6.0
3594,YBiPd2,10.0
3595,CoNiSb,9.666666666666666
3596,SrBeRh,11.0
3597,BePdW,21.33333333333333
3598,Er3SiSe2F,2.0
3599,Ba2AlFe3O8,9.333333333333334
3600,Mn2BePt,12.333333333333336
3601,ZrZn3,13.666666666666664
3602,BaSn2Sb,19.0
3603,TiBeV2,19.33333333333333
3604,BaNb2O6,6.0
3605,NaZr2MnF,2.6666666666666665
3606,AgCNO,5.0
3607,V3Ni,10.0
3608,RbCdH2I3O,3.6666666666666665
3609,BaHfHg4,15.0
3610,HfMgRh2,18.0
3611,CdSe,11.0
3612,LiPaRu2,12.0
3613,LiV2O2F3,5.666666666666668
3614,Ca2BeBi,7.666666666666668
3615,YSnPd2,10.0
3616,Li6CrO4,5.0
3617,Rb2Al2B2O7,2.6666666666666665
3618,Tb4C5,11.0
3619,BeFeW2,23.33333333333333
3620,MgGeO3,7.0
3621,BeSnGe4,19.0
3622,Hf2InC,15.333333333333336
3623,Be2CoSi,12.0
3624,Sr3YRhO6,4.0
3625,Te4Mo(WS)2,9.0
3626,U2P2O9,4.0
3627,NaCaAs,7.0
3628,Yb5Pb3,10.666666666666666
3629,Ca(SnO2)2,5.333333333333333
3630,ErFe4B,6.0
3631,USbRh,8.0
3632,V2Cu3H6O,5.333333333333333
3633,LiVPO5,3.6666666666666665
3634,KBeGa4,15.0
3635,BePtPb,23.33333333333333
3636,SbPd3,21.0
3637,BaMnO3,17.0
3638,HfBeTc,11.0
3639,BaZnGe,10.333333333333334
3640,HfScRu2,21.0
3641,CeVO3,18.0
3642,AsRh2,14.0
3643,Ca(CuP)2,18.33333333333333
3644,VF3,7.0
3645,Cd2H2SO6,3.0
3646,Sm2AlNO3,6.0
3647,SiOs,34.0
3648,LiCuO,5.0
3649,RbErO3,10.0
3650,Ba4TaIr,14.0
3651,Al2Ge(HO3)2,5.0
3652,ThI4,3.333333333333333
3653,Li4Mn3Ni(P2O3)2,3.6666666666666665
3654,Na2BiO3,5.666666666666668
3655,TlV2AgO6,3.0
3656,Yb2SnHg,16.0
3657,Li4Co3NiO8,5.0
3658,NpAl2,7.0
3659,ReRuBr,10.0
3660,Ho6CoTe2,13.0
3661,NaNdTl2,15.0
3662,LaAlO3,6.0
3663,Dy(Fe2Ge)2,8.0
3664,Cr(AgO2)2,3.333333333333333
3665,Ba4NiBr,7.0
3666,Lu2TlCd,21.0
3667,Ba(SiNi)2,14.333333333333336
3668,YZnGe,16.333333333333332
3669,Hf2BiB,18.0
3670,ScGaRu2,15.0
3671,BeSi2Ge,28.66666666666667
3672,CaMgSiO4,4.0
3673,TcPt3,12.0
3674,NaMnAs,10.0
3675,Dy2CdIn,16.0
3676,NdMn2,8.0
3677,TiCrAg,10.0
3678,Na2CaP2O7,4.0
3679,Ta3B4,10.333333333333334
3680,BeInTe2,25.66666666666667
3681,SbI3Cl8,3.0
3682,Zr(SO4)2,3.333333333333333
3683,InP,28.0
3684,KBaTl,9.0
3685,CaMg3,12.333333333333336
3686,DyMn2,12.0
3687,Ba4MnMo,12.0
3688,Be2FeSe,22.0
3689,BaNd2ZnS5,5.0
3690,NbNO,6.0
3691,K2H4Pd,4.333333333333333
3692,SrCuBi,16.333333333333332
3693,Ca(BiO3)2,7.666666666666668
3694,Tl2CdGeTe4,6.0
3695,SrS2,4.333333333333333
3696,Cd(GaSe2)2,5.666666666666668
3697,TbCoC,19.33333333333333
3698,Mn3(OF3)2,4.0
3699,Nb3S4,13.333333333333336
3700,Ca2CuB2(HO)2,3.333333333333333
3701,Zr3(Cu2Ge)2,8.0
3702,PrMg3,19.0
3703,PrBi2BrO4,6.333333333333332
3704,NaSbO2,4.333333333333333
3705,Dy2CdS4,6.0
3706,GaNi3,18.0
3707,Sm(NiGe)2,12.0
3708,Ta2BeGe,26.33333333333333
3709,CaPAu,7.333333333333332
3710,Sm(ErSe2)3,5.0
3711,Tb2Se3,6.0
3712,YbThPt2,22.0
3713,SnAsRu,21.0
3714,NdTeF,7.0
3715,Re2PbO8,2.6666666666666665
3716,BaHfN2,6.0
3717,SrTi2Be,8.666666666666666
3718,K2MnF6,3.333333333333333
3719,BeTc2Ni,12.0
3720,CrInCo2,17.0
3721,TmMgRh2,17.0
3722,Ba2YV,13.0
3723,LiIn2Rh,13.0
3724,TaBeBi,23.33333333333333
3725,Ti3NbO8,5.0
3726,NdBrO2,5.0
3727,Be2FeHg,15.666666666666664
3728,Ga(HO)3,4.0
3729,UCuGe,6.666666666666668
3730,NdNi2B2C,18.0
3731,BeBi4Ru,13.0
3732,Li2MnOF3,4.333333333333333
3733,Nd5(FeB3)2,10.0
3734,GaPt3C,14.0
3735,KHCO2,5.333333333333333
3736,K3MoF6,4.0
3737,GaAgSe2,7.0
3738,MgP,15.0
3739,Yb2AgPt,23.0
3740,BeCuRh2,13.333333333333336
3741,CaLaAg2,11.0
3742,BeCdTe2,18.666666666666668
3743,K2PAuS4,5.333333333333333
3744,FeSnRu2,11.0
3745,MgBePb,21.33333333333333
3746,BaNdCo2O5,8.333333333333334
3747,GeBi2O5,4.333333333333333
3748,Mn3SiIr,6.0
3749,Ba4SiSn,12.0
3750,Ba4ZnCu,10.0
3751,YCo4B,9.0
3752,ZrCuSi,6.333333333333332
3753,Sr3BPO3,10.333333333333334
3754,TlCdSb,10.0
3755,BaMgO2,4.666666666666667
3756,Dy2Te5O3,3.0
3757,ScBePt4,14.0
3758,ZnPPt5,15.333333333333336
3759,Tm2Ru2O7,8.0
3760,ReSbAs,22.0
3761,NiS,19.0
3762,AgPtO2,7.0
3763,K2Al2Sb2O7,4.333333333333333
3764,Ce3Y4O2,4.666666666666667
3765,CdI2,5.666666666666668
3766,Ba3NbFe3(SiO2)2,5.666666666666668
3767,NdInCu2,17.0
3768,LiDyTl2,18.0
3769,KPrO2,6.0
3770,K2FeNi(CN)6,4.0
3771,Li3Au,21.0
3772,Na2CdPb,17.0
3773,NdN,12.0
3774,ZrGa5Co,16.666666666666668
3775,Yb2Cr2C3,8.0
3776,UAu2,17.333333333333332
3777,Be2CrCd,11.0
3778,TlCdCl3,4.0
3779,Mg4BeNb,15.0
3780,Na4Mn2O9,6.0
3781,LaMgAg2,14.0
3782,SmDyTl2,19.0
3783,CaNiF6,4.0
3784,Zn2CuRh,7.333333333333332
3785,ErHg,23.0
3786,Dy2TeO6,4.0
3787,RbLiMoO4,3.333333333333333
3788,K2BeOs,6.333333333333332
3789,MgBe2V,14.333333333333336
3790,Cr3O7,3.0
3791,BeBi2P,28.33333333333333
3792,Ba2HgPb,10.0
3793,Ti3V2O9,4.666666666666667
3794,Ba2YZr,11.0
3795,Na5CrO4,4.666666666666667
3796,Sc2MnS4,5.0
3797,NdTm3,8.0
3798,Li6TeO6,4.0
3799,NpSnIr,5.666666666666668
3800,Co2P,8.0
3801,PrNdO2,20.0
3802,BeIn2Cl,24.66666666666667
3803,ErBiO3,5.0
3804,NdTh3,12.0
3805,YbCdAu2,19.0
3806,MgNi2Sb,18.0
3807,BePbSe2,12.0
3808,Ag2Hg7(P4I3)2,4.0
3809,Li2Co2Si2O7,4.666666666666667
3810,KPtO3,15.0
3811,NaBeSi2,22.33333333333333
3812,Li2AlFeO4,5.333333333333333
3813,CaPdAu2,6.333333333333332
3814,Li2Pt,35.333333333333336
3815,Rb3Ir,7.333333333333332
3816,YHSe,6.666666666666668
3817,LiHfHg2,7.0
3818,MnBe2Tc,13.666666666666664
3819,BaGeCl2,8.333333333333334
3820,ZnNi,21.0
3821,Fe5Co,5.0
3822,BMo2C,19.0
3823,Cu(HO)2,10.0
3824,YAgTe2,4.666666666666667
3825,Pb(ClO3)2,4.0
3826,Lu2MgOs,11.0
3827,Y3Th,7.333333333333332
3828,Ba4CdFe,9.0
3829,Ba4CoOs,9.0
3830,V2O3F,11.333333333333336
3831,NbAlOs2,10.0
3832,TeRuSe,12.0
3833,NdPbAu2,19.0
3834,ZrBe2Cd,20.666666666666668
3835,TiFe2Sn,10.0
3836,BeSi2W,13.333333333333336
3837,Pr2Re2Si2C,11.666666666666664
3838,Y2BeW,11.333333333333336
3839,BaNaZr,8.0
3840,Ca5Sb3,4.0
3841,Ho2ZnOs,18.0
3842,ZrFeCl6,3.0
3843,CdGeP2,7.666666666666668
3844,Li4WO5,5.666666666666668
3845,Sm(SiPd)2,16.666666666666668
3846,KYSn,7.0
3847,BeNbTl,15.333333333333336
3848,PmCdAu2,10.0
3849,Ba4CoIr,14.0
3850,ZnCl2,4.666666666666667
3851,Mg2Ti3O8,5.0
3852,NbC,21.0
3853,Ho2V2O7,5.0
3854,NdGe3,23.0
3855,TeMoS,9.0
3856,PrGe,15.333333333333336
3857,LiUAsO6,3.333333333333333
3858,YTe3,21.0
3859,SrSe,8.0
3860,Ti2NiIr,14.0
3861,SrBeNi,23.0
3862,Sr2Nb2O7,4.0
3863,YVO3,13.0
3864,Mo2W(Se2S)2,7.666666666666668
3865,ZrZnN2,8.666666666666666
3866,AsRu2W,13.0
3867,TiPtPb,11.0
3868,Pr2ZnIr,12.0
3869,CeSiRh2,9.333333333333334
3870,Ba4HfFe,9.0
3871,Be2SnBr,8.0
3872,Cr2GaN,16.333333333333332
3873,Ba4IrBr,9.0
3874,CaPtF6,3.0
3875,SrH2O3,5.0
3876,BeZnTc,25.33333333333333
3877,Th2CrN3,13.333333333333336
3878,BeCrSi2,26.0
3879,LiAuO2,4.333333333333333
3880,K2BaZn,13.666666666666664
3881,CuP2,5.333333333333333
3882,TaZnRh2,8.0
3883,YCo3H2,11.0
3884,Ca(BeP)2,7.666666666666668
3885,Sm2SeO2,6.0
3886,YbAg,22.0
3887,Nb3Pb,12.0
3888,SbPd,19.33333333333333
3889,InSe,10.0
3890,Ba2YZn,9.0
3891,Er5Ga3,10.666666666666666
3892,TaP,19.666666666666668
3893,BeGaSb2,21.66666666666667
3894,Er2Te3,5.0
3895,SnSO4,3.6666666666666665
3896,Dy2TlCd,14.0
3897,CeAlCo,8.0
3898,Pr2Ni2I,10.333333333333334
3899,Te2I,5.666666666666668
3900,V3NiS6,7.0
3901,Ba4CoRh,9.0
3902,TaBePt,14.333333333333336
3903,CaIrO3,19.0
3904,Sr2YTlV2O7,10.0
3905,Ba2BiSbO6,5.0
3906,CdTe,18.0
3907,CoB3W,9.0
3908,Ba4YSb,9.0
3909,NaCu,25.66666666666667
3910,K2S3,7.666666666666668
3911,NiPbF6,6.0
3912,RbUTe3Au,5.0
3913,CaC2,7.0
3914,Ba4MnHg,7.0
3915,ScBeTe2,18.666666666666668
3916,BeCu2Pt,17.333333333333332
3917,Ba3Ga2(GeO)4,3.6666666666666665
3918,NaGa4,21.66666666666667
3919,BeCdPb,18.0
3920,RbLiCl2,4.0
3921,TaBe2Pt,11.0
3922,BeZn2Cr,12.666666666666664
3923,KYO2,7.0
3924,LiTi(SiO3)2,5.333333333333333
3925,Ca6In2NF,10.0
3926,Hf2OsRh,13.0
3927,Mg2Nb2FeO8,3.0
3928,Tm(SiRh)2,10.0
3929,HfBe2Rh,17.0
3930,CeMnGe,13.666666666666664
3931,LuGaO3,4.333333333333333
3932,KBaZr,13.0
3933,KMgP,7.0
3934,K3PS4,3.0
3935,V4(OF3)3,5.666666666666668
3936,LiCuO2,11.666666666666664
3937,CoOF,7.333333333333332
3938,BaSiO3,7.0
3939,ZrScOs2,19.0
3940,Pr2SO2,6.0
3941,SmScO3,8.0
3942,ScBe2Sn,18.666666666666668
3943,GaAgS2,6.0
3944,Dy4Sb3,8.0
3945,NdLuIn2,19.0
3946,Ho(BC)2,16.666666666666668
3947,BaCeI4,3.333333333333333
