,pretty_comp,magmom_oszicar
6627,AsN(OF3)2,-0.0
6628,ReO3,0.0
6629,Ba4HgRu,0.2777
6630,Al3Pd2,-0.0
6631,Te2Pd3,0.0
6632,CeAl3Pt2,0.3848
6633,Mg3B(OF)3,0.0
6634,ThH2,-0.0
6635,TiAlO3,-0.0
6636,Mg(IO3)2,0.0
6637,LiSb3P2,-0.0
6638,NaHgPd2,0.0
6639,Sc2CoSi2,-0.0
6640,HfBe,0.0
6641,NdSi2Ru,-0.0
6642,ScBeGe,-0.0
6643,NaBeSi2,-0.0
6644,CoTe2,0.0
6645,LaBeCd4,-0.0
6646,Lu(FeSi)2,0.0
6647,PrCdAg2,0.0
6648,Rb3MgH5,0.0
6649,BaSrZn,0.0
6650,TaZnOs2,0.0
6651,Sr3ZnPtO6,-0.0
6652,LuPb3,-0.0
6653,Zn3(PS4)2,0.0
6654,Ti(MoS2)2,0.0
6655,Be2InRu,0.0
6656,Nd(BC)2,0.0
6657,Ca2MgSi2O7,0.0
6658,BeSbBr2,-0.0
6659,ZnSiTc2,-0.0
6660,Li2CaTa2O7,-0.0
6661,MgBe2Mo,-0.0
6662,LiPrO2,0.0
6663,CeScSb,3.3387
6664,K6CdTe4,0.0
6665,NaHg2,0.0
6666,DyZnRh2,-0.0
6667,BiSBr,0.0
6668,BeW2Cl,0.0
6669,YTmAl2,0.0
6670,Ta2SnO6,0.0
6671,Nd3CuSiS7,0.0
6672,YCrO4,2.0
6673,Tl2S5,-0.0
6674,BeGa2Fe,0.5335
6675,Rb2HgTe,-0.0
6676,AlSbO4,-0.0
6677,VFe2Sn,0.9178
6678,YHoAl2,-0.0
6679,YErIn2,-0.0
6680,Ba4ScPt,2.5112
6681,Mg2PN3,0.0
6682,LuNi2Sn,-0.0
6683,Li2YbPb,0.0
6684,Er2O3,-0.0
6685,TiInNi2,-0.0
6686,Mo2N,-0.0
6687,TlGeCl3,0.0
6688,Pm2SnPd,0.0
6689,Cd2GaAgS4,-0.0
6690,PrMgPt,-0.0
6691,Ba2GaSe,0.0
6692,BeInPb,-0.0
6693,BeInTe2,-0.0
6694,BeBiBr2,0.0
6695,Co(CuO2)4,1.6599
6696,RbAlO3,1.9999
6697,KTa2Be,-0.0
6698,CaInPd,-0.0
6699,BaCoHg4,1.5451
6700,Li2CeAs2,0.0
6701,BeNi3,0.7776
6702,NdTi2CdO6F,0.0
6703,TiMn2Si,1.9533
6704,BaH4(IO)2,0.0
6705,PtF4,-0.0
6706,TmTaOs2,0.0
6707,Mo3O7,0.0
6708,Be2CrCl,1.1021
6709,Zr2NiP,0.0
6710,CeN,-0.0
6711,MnZnRh2,3.4139999999999997
6712,TiTc,-0.0
6713,Sr2Bi3,-0.0
6714,Na3FeO4,5.9949
6715,Sm3S4,0.0
6716,Hg4OF6,-0.0
6717,ScZnMo3O8,0.0
6718,Nd3AlN,0.0
6719,Sc2MnC,0.3296
6720,K4CO4,0.0
6721,Li3BiO3,0.0
6722,LuThRu2,-0.0
6723,LiIn2Pd,-0.0
6724,BeMo2Pt,0.0
6725,TbInCu2,-0.0
6726,Li2CaSi,-0.0
6727,TlFeSe2,2.9925
6728,BaCuBr2,0.0
6729,ErZn,-0.0
6730,Li6Fe(SiO4)2,4.0
6731,Hf2CuIr,0.0
6732,BeIrW,0.0
6733,DyCo5,6.825
6734,BeCuSb,-0.0
6735,Sb3ClO4,0.0
6736,ZnCuPt2,-0.0
6737,URu3,0.0
6738,La2MgBe,-0.0
6739,CaAgSb,0.0
6740,Mg3WO6,-0.0
6741,Y(ReB)4,-0.0
6742,CaCO3,-0.0
6743,BeO,0.0
6744,Zr6CoCl5,-0.0
6745,Bi2OF4,-0.0
6746,Na5InS4,0.0
6747,DyTh,0.0
6748,Nd3Al3Si3(NO)2,0.0
6749,Te4W3Se2,-0.0
6750,K2Fe(CO)4,0.0
6751,In2Co3S2,0.0
6752,PmPd3,0.0
6753,Ca2TlPb,0.0
6754,Ba4NaMo,3.261
6755,Tm2AgIr,0.0
6756,KBe2Ge,-0.0
6757,LiNd2HO3,-0.0
6758,K2AgI3,-0.0
6759,CaHfBe2,0.0
6760,Te2MoWS2,0.0014
6761,K2BeGa,-0.0
6762,BiTeIr,0.0
6763,Sr(SiAg)2,-0.0
6764,YbPrZn2,-0.0
6765,K2MnH2OF5,8.0
6766,Ba4CoCl,-0.0
6767,Li7FeO6,2.9998
6768,Y3H2,0.0
6769,BaCaSc,0.0
6770,Ba4YIn,1.6283
6771,GaAu2,-0.0
6772,Ca6HfO8,-0.0
6773,ZnCuPd2,0.0
6774,Ba4TcGe,0.0
6775,CeS2,0.07400000000000001
6776,BeTeBr,-0.0
6777,Li4V2SiGe,2.0
6778,HfMgAu2,0.0
6779,Ba4NiRh,-0.0
6780,Ba3MgNb2O9,-0.0
6781,TiCdRh2,0.0
6782,TaBeNb,-0.0
6783,Ba4ZrTa,0.0042
6784,Ba(BRh)2,0.0
6785,CuMoO4,0.0034
6786,Ba2YSn3O8,-0.0
6787,SrBeIn2,0.0
6788,TaBe2Cl,0.0
6789,SmCuSeF,0.0
6790,SrH2,0.0
6791,Cu(HO4)2,0.9967
6792,ReTe,0.0
6793,Be2CoP,0.0
6794,Be2ZnFe,0.7456
6795,Rb3(Cu4Se3)2,-0.0
6796,ZrP2O7,-0.0
6797,Er5NiPb3,-0.0
6798,SnPd3,-0.0
6799,SrSiPd,-0.0
6800,NaZnPd2,0.0
6801,BeNiP2,0.0
6802,Be2TlW,-0.0
6803,NbW3Se8,0.0
6804,NpGa5Ni,3.7334
6805,BeCu2Br,0.0
6806,CoOF,4.1062
6807,Er(GeRu)2,-0.0
6808,MgBe2Br,-0.0
6809,Ba4LiHf,3.3614
6810,NaLiCO3,0.0
6811,Mg2GaPd,0.0
6812,NaIO3,0.0
6813,Sc3Al,-0.0
6814,Dy(HO)3,-0.0
6815,Al3Cu,0.0
6816,NaSrBe2,0.0
6817,LiCuO2,1.9209
6818,KBeP2,0.0
6819,NaIn2Bi,-0.0
6820,Mg2AgPt,0.0
6821,BaAgP,0.0
6822,Rb2NbF6,1.0
6823,TbVO4,-0.0
6824,Ce(GeRh)2,-0.0
6825,BeIrOs2,-0.0
6826,Sm3AlC,-0.0
6827,Na2Cl,-0.0
6828,CaVF5,4.0
6829,Zr2BeP,-0.0
6830,SmMg2,0.0
6831,SrH2(ClO3)2,0.0
6832,Cu3Si,0.0
6833,LiNbSe2,0.0
6834,MgBeV2,0.0
6835,Ba2GaGeN,0.0
6836,NdIn5Rh,0.0
6837,SrSbAu,0.0
6838,Ba4Al5,0.0
6839,NbAlCo2,1.8785
6840,HoTaO4,0.0
6841,BeVPb4,-0.0
6842,BaAs3,-0.0
6843,Mn2SnRu,1.8798
6844,YSeO3F,-0.0
6845,ErMgHg2,0.0
6846,Fe3PH6PbSO4,3.0001
6847,ScNi2,-0.0
6848,Na2BeCl,-0.0
6849,Al3Cr3(SbO3)2,5.0
6850,TaTe4Ir,0.0
6851,TaHO3,-0.0
6852,Ba4NbFe,3.8481
6853,CaMg2,-0.0
6854,LiCaBi,0.0
6855,Sm(AlCl4)2,1.9097
6856,Cu2GeS3,-0.0
6857,SrAcTl2,-0.0
6858,Sm2O3,0.0
6859,AsPdS,0.0
6860,Tb(SiIr)2,-0.0
6861,Ba2ZnF6,0.0
6862,Li2SiO3,0.0
6863,Sm(SiPt)2,0.0
6864,ReH8(NCl3)2,2.9995
6865,LuCdPd2,-0.0
6866,PmAgHg2,0.0
6867,NaFePO4,8.0
6868,CuSiBr,-0.0
6869,ZrBe2Nb,-0.0
6870,Ga2PbO4,-0.0
6871,Co2Sn,2.7718
6872,DyI3,0.0
6873,CaGaAu,-0.0
6874,HfGaCo2,0.8764
6875,Nd(CoP)2,1.2958
6876,Ba2SrIrO6,2.6168
6877,Be2NbMo,-0.0
6878,Mn3Zn,3.2105
6879,ErSnAu,0.0
6880,MgTe(PbO3)2,-0.0
6881,BaSrO2,-0.0
6882,ErInPd2,0.0
6883,Be2GaRh,0.0
6884,HfReAs,-0.0
6885,Cr3O8,1.9995
6886,Fe3PdN,8.0096
6887,Li5Fe2Cu3,4.0793
6888,Al2Si(O2F)2,0.0
6889,Er2Co2P7,3.3784
6890,DyCd3,0.0
6891,Ba4SiCl,0.0
6892,K2ScPCO7,0.0
6893,DyBi2ClO4,-0.0
6894,Ho3Tm,0.0
6895,NaP,0.0
6896,TiInCu2,0.0
6897,BaLiP,-0.0
6898,DyBiRh,0.0
6899,Li2Mg2MnFe(P2O3)2,8.8713
6900,Li4Mn3Fe2(CuO2)3,7.0842
6901,KP,0.0
6902,Ba4SiBr,0.0
6903,PrMgHg2,0.0
6904,KH3F4,-0.0
6905,NiTePd,0.0
6906,Ga2HgS4,0.0
6907,MnNiP,3.9987
6908,SrTi2Be,-0.0
6909,Ho2AlOs,-0.0
6910,TmSnGe,-0.0
6911,LiDyIn2,0.0
6912,Li2Cr2O7,-0.0
6913,BPPbO5,-0.0
6914,BeCuRe,0.0
6915,AgBiO3,0.0
6916,Li2MnCo3O8,2.1315
6917,DyCuSeO,-0.0
6918,BaHf4Be,0.0
6919,Be2MoBr,-0.0
6920,Dy2Be2GeO7,-0.0
6921,BaCa(CoO2)4,7.4197
6922,KTl2MoF6,2.9979
6923,KClO2,0.0
6924,Ba4Fe2S4I5,0.9567
6925,GaCuCl4,-0.0
6926,BeFe4Ir,8.7874
6927,LiCaCrF6,6.0
6928,SiC(ClF)3,0.0
6929,CdAs,-0.0
6930,Rb2MnF5,4.0
6931,CdCO3,-0.0
6932,SbBrO,-0.0
6933,Ta2Be,0.0
6934,BaN6,-0.0
6935,Tb(AlSi)2,-0.0
6936,Ti2AlN,0.0
6937,PrSi2Ru,0.0
6938,RbHF2,0.0
6939,VGaNi2,-0.0
6940,Np(CoGe)2,1.2787
6941,Th(AlC)4,0.0
6942,NdPPd,0.0
6943,BeTl2Os,-0.0
6944,Tb2Nb2O7,-0.0
6945,TiBeCr,-0.0
6946,VSiOs2,0.9261
6947,Sn4P3,0.0
6948,NiI2,1.8859
6949,ZnCr2O5,7.9985
6950,BeIrBr4,1.2496
6951,Nb6C5,-0.0
6952,Sr2Cu(IO)2,0.0
6953,MoIr,-0.0
6954,Na2H6PtO6,0.0
6955,Rb2NbAgSe4,0.0
6956,PdSO4,-0.0
6957,V3Re,-0.0
6958,Ba4HfV,0.0003
6959,Nd5Sn3,-0.0
6960,Hg2BrN,-0.0
6961,SrCrF6,2.0
6962,Ho2TlCd,-0.0
6963,Li2BeGa,-0.0
6964,Ti6Al6Ni7,-0.0
6965,SrU2O6,2.0
6966,LiCuF2,-0.0
6967,BaSnBi,-0.0
6968,BaAsPd,0.0
6969,YBrO,-0.0
6970,Cd2PdRh,-0.0
6971,VPCl9,2.0
6972,SrScBe2,0.0
6973,K2Sr2O3,-0.0
6974,Ba2NaMg,0.0
6975,MgH2(ClO3)2,-0.0
6976,Ba4VOs,0.3892
6977,DyMgHg2,0.0
6978,BaSn5,-0.0
6979,Sm2Se3,-0.0
6980,SrBeMo4,-0.0
6981,TiBeSn4,0.0
6982,Mg3P2(HO)6,-0.0
6983,Ba4BeGa,0.0
6984,TbYHg2,0.0
6985,LiSiAg2,1.378
6986,NpRh3,0.0
6987,Ca3AsP,-0.0
6988,CeDyZn2,0.0
6989,YSiAu,0.0
6990,PdPb2,0.0
6991,Tm2Cr2C3,0.0
6992,DyRh3C,0.0
6993,ErF3,-0.0
6994,YTiO3,0.0
6995,KBi2F7,0.0
6996,Cu(AsO2)2,3.9816
6997,Rb3BS3,0.0
6998,CaNi,0.0
6999,ScUS3,5.2009
7000,TmLuIn2,-0.0
7001,BaTlSn2,0.0
7002,NiSO4,3.9998
7003,Na2CdPb,0.0
7004,ZrZnCu2,0.0
7005,MgAgF3,0.0
7006,ZrCdCu2,0.0
7007,Nb2Te3,0.0
7008,RbNiO3,2.6663
7009,Be2SnHg,-0.0
7010,ZrNi4Sn,-0.0
7011,MnVAs,-0.0
7012,Al2CoIr,-0.0
7013,Na2LaBe,-0.0
7014,MgAsW,2.0349
7015,BaAlSiH,-0.0
7016,HoFe5,9.1931
7017,Er2AlSi2,-0.0
7018,Ho3P,0.0
7019,LiTl2Rh,-0.0
7020,MoPb3Cl2O5,0.0
7021,Na5NiSO2,1.0
7022,Dy3SnC,0.0
7023,LaBRh3,-0.0
7024,TcB,0.0
7025,Yb2MnSe4,6.0005
7026,BeReSi,-0.0
7027,Cd2B2O5,-0.0
7028,ZrP2(HO3)2,0.0
7029,ErAl2,-0.0
7030,NbBr2O,0.0
7031,NpCo2,-0.0
7032,Sr3Yb,-0.0
7033,CrBiO3,6.0
7034,CuSnH2(NO3)2,0.9983
7035,Be2TcNi,-0.0
7036,U2Cr3Si,-0.0
7037,MoPt,-0.0
7038,NbAlOs2,-0.0
7039,Y2Zr2O7,-0.0
7040,Sc2TlTc,0.0
7041,YBe2Pb,-0.0
7042,MnBe2Bi,1.5995
7043,NbO2,0.0
7044,Li3Fe2(CuO4)2,3.0708
7045,BeFePb2,2.6763
7046,P4S3,0.0
7047,Lu2GaAg,0.0
7048,Li2Mn3VO8,6.0039
7049,NaSi,-0.0
7050,DyAgHg2,-0.0
7051,Ti3Os,1.4777
7052,UAlRh,6.1409
7053,Mn3Fe,0.0
7054,CaBiB,-0.0
7055,LiAsH2OF6,0.0
7056,IrRu3,-0.0
7057,BaSeO3,0.0
7058,NaNiO2,0.9947
7059,InTe,0.0
7060,K2PtF6,-0.0
7061,Ba(PRh)2,-0.0
7062,Ca3PCl3,0.0
7063,AlCr2,0.0
7064,NdSi2,0.0
7065,Yb4Cl6O,-0.0
7066,Fe3S4,0.2259
7067,Ba4BeCr,3.7223
7068,DySbPd,-0.0
7069,YBe2Cd,0.0
7070,Ba2NdSbO6,0.0
7071,KHo2CuS4,-0.0
7072,Sr2N,0.0
7073,Be2ZnPb,0.0
7074,PrAlO3,0.0
7075,KBaCl,0.0
7076,ScBeMo,0.0
7077,TlInSe2,-0.0
7078,Ca2BeW,1.1
7079,NiPb2(N3O)2,0.0
7080,DySn3,-0.0
7081,BaMgCl,0.4746
7082,HfFe2,5.9779
7083,BaNa2Sb,0.0
7084,Be2NbTc2,-0.0
7085,MgTi3O7,-0.0
7086,YLuCu2,-0.0
7087,TaTiBe2,-0.0
7088,Re3Sb,0.0
7089,KBeCd,0.0
7090,Sr2CuO3,-0.0
7091,Ca3UO6,0.0
7092,HoCu5,0.0
7093,PPbW,0.0
7094,LiMnPd2,4.4851
7095,YbCo2,4.3937
7096,BaO,0.0
7097,BaNaHg,0.0
7098,Cd2P3Cl,0.0
7099,LiCu2Sn,0.0
7100,Ba2AlAg3O8,0.0
7101,YbTe,0.0
7102,SrSn(BO3)2,-0.0
7103,ScOF,-0.0
7104,Pb(SeO3)2,-0.0
7105,TmZnPd2,0.0
7106,Hf2Te,0.0
7107,Be2FeSb,0.9639
7108,Na2Be2Sn,0.0
7109,ScNbRu2,-0.0
7110,Mn3AgN,9.5228
7111,LiEr2Ir,0.0
7112,Na3In,-0.0
7113,YAsRh,-0.0
7114,LiAl2Pd,0.0
7115,MnAgO3,4.0003
7116,K2BeSe,0.0
7117,NdMgTl2,0.0
7118,RbTa(CuSe2)2,0.0
7119,Ba4ZrSb,4.0242
7120,LiTm3,0.0
7121,Dy2TlAg,-0.0
7122,KNaTiO3,-0.0
7123,Na2BeP,-0.0
7124,BeCo4Ru,7.635
7125,Na3MnSiCO7,8.0
7126,Nb2AsC,-0.0
7127,SrBeSe2,-0.0
7128,FeCo3(P2O3)2,8.7835
7129,Li2TiPCO7,2.0
7130,YbPm3,0.0
7131,NbIr,0.0
7132,Ag3(AsO4)2,0.0
7133,Rb3NbS4,0.0
7134,ZrBTe,0.0
7135,Nd3SnC,0.0
7136,Nd(NiGe)2,-0.0
7137,Ba4TaFe,3.5809
7138,LiBeCd,-0.0
7139,BeBi2Pb,-0.0
7140,Cd2As3I,-0.0
7141,LiFeAs,0.0
7142,LaBe2Rh,0.0
7143,Na4SnO3,-0.0
7144,BeSiPt2,0.0
7145,ZrBe2Se,0.0
7146,U(SiAu)2,2.6632
7147,Sm3SnC,-0.0
7148,HfBePb2,-0.0
7149,Ba3N,-0.0
7150,Tm2AgPt,-0.0
7151,BaTa2Bi2O9,-0.0
7152,Yb2TlPb,0.0
7153,AsOsBr,-0.0
7154,WS2,-0.0
7155,LiHo2Ru,0.0
7156,CdIrO3,0.0
7157,TePd3,-0.0
7158,LiPaRu2,0.0
7159,Yb(YS2)2,0.0
7160,Al3Ni,-0.0
7161,PrIn5Rh,0.0
7162,BaBiBr,1.9929
7163,LiSi2NiO6,2.9998
7164,MgBeP2,-0.0
7165,Cr2FeTe4,8.5683
7166,MgSbPd2,-0.0
7167,MoW3S8,0.0
7168,K2UTe3,4.0
7169,SmPS4,-0.0
7170,Yb2Sn2O7,-0.0
7171,Be2CrBi,1.4721
7172,UMoC2,0.0
7173,NdH2ClO2,0.0
7174,LiV2O2,0.0
7175,Mg2Sn,-0.0
7176,ScBe2Sb,-0.0
7177,K2CuBr3,0.0
7178,BaCa(CuO2)4,-0.0
7179,K2FeCu(CN)6,0.9833
7180,NbCrGe,-0.0
7181,SrPbO3,-0.0
7182,K2TiS3,-0.0
7183,TmGa2Pd,0.0
7184,RbAuO,0.0
7185,H4CSN2,-0.0
7186,DySiRu2C,-0.0
7187,ThCdAg2,-0.0
7188,BaNa2Si,0.0
7189,Mn3ZnC,6.8015
7190,Zr2OsPd,-0.0
7191,ZrBe2Sn,0.0
7192,MgBeCr,-0.0
7193,Ba2AgBi,0.0
7194,LiCuTeO4,-0.0
7195,I2O5,-0.0
7196,LiBeFe4,6.6049
7197,MgRh3,0.0
7198,Li2PdAu,0.0
7199,LiV2(OF)3,1.9974
7200,Y6N2O5,0.0
7201,LiSnCl3,-0.0
7202,Li(FeO2)3,5.0
7203,TiOF,-0.0
7204,Li2AgSb,0.0
7205,ZrRu,0.0
7206,LiV3O8,0.0
7207,Ba4MnP,0.7667
7208,CaHg3,-0.0
7209,HoInNi,-0.0
7210,CaTiF5,2.0
7211,Ba2SrSi,-0.0
7212,Si3N4,-0.0
7213,Rb2NaNiF6,1.0
7214,TbCu5,-0.0
7215,PuBi,5.5973
7216,Na2TiCl4,4.0
7217,Ba4NbHg,3.8044
7218,Al2HgS4,0.0
7219,Be2NbRh,0.0
7220,Li2VBPO7,2.0
7221,ZrFeSb,0.9792
7222,Sc2HgPt,0.0
7223,MgNiH3,0.0
7224,Cr3B4,0.0
7225,BaTaBi,3.307
7226,HfMgPd2,0.0
7227,Mg2TiSbO6,-0.0
7228,PrOF,0.0
7229,MnBePd2,0.0
7230,RbNaS,0.0
7231,Ba2CdReO6,0.9448
7232,Be2VTe,-0.0
7233,Hg3F,-0.0
7234,Li2FeNi3O8,-0.0
7235,CeCdAu2,0.6781
7236,Te2Rh,0.0
7237,BaAg,0.0
7238,SnF4,-0.0
7239,Pm2CdIn,-0.0
7240,BeP2Ir,0.0
7241,LaGaO3,-0.0
7242,K2AlPCO7,0.0
7243,Ba2CuTeO6,0.6779
7244,YSi2,-0.0
7245,Al3Te3I,0.0
7246,Zn2SnO4,-0.0
7247,MgTaRu2,0.0
7248,Ac2NiGe,-0.0
7249,Ba4ScSe,2.9999
7250,TaTiOs2,-0.0
7251,Mg2VBiO6,-0.0
7252,BeNbRu2,-0.0
7253,ScBRh3,-0.0
7254,CdAgSb,-0.0
7255,BeOs2Cl,-0.0
7256,CaCrF4,8.0
7257,HfSe3,0.0
7258,Li2P2WO8,4.0
7259,ZnCuMo,0.0
7260,YbBi2BrO4,-0.0
7261,Ba4TcPt,2.0431
7262,Hf2ZnHg,-0.0
7263,MnAs,5.6174
7264,V2ZnO6,-0.0
7265,In2Pt2O7,0.0
7266,Li(Fe3P2)2,0.5718
7267,BaNaGa,-0.0
7268,BeBi4Ru,2.165
7269,Ba4GePb,0.0
7270,DyAgPb,-0.0
7271,VCl3,4.0
7272,MnZnO3,2.9877
7273,KTa(CuSe2)2,-0.0
7274,Mg(BeP)2,0.0
7275,CeFeGe3,0.2982
7276,Be2NiSn,-0.0
7277,Ca2Al2O5,-0.0
7278,Sr2Ge,0.0
7279,BeGaCu2,-0.0
7280,BaScBr,1.9892
7281,HfVGe,-0.0
7282,SmBi2ClO4,0.0
7283,Ti2IrOs,-0.0
7284,SrFeAsF,-0.0
7285,LiNi(CO3)2,2.0
7286,NaAs,-0.0
7287,MnBiAsO5,10.0
7288,Ta2PdS6,0.0
7289,TiSiPd,-0.0
7290,LiHfHg2,-0.0
7291,NbWSe24,-0.0
7292,PmBiRh2,-0.0
7293,TeAuCl7,0.0
7294,Ba4VSi,-0.0
7295,K3AsSe3,-0.0
7296,KSr2Be,0.0
7297,SrMnSn,7.9348
7298,Dy3CuSiS7,-0.0
7299,Li2CuSbO5,0.0
7300,PrInAu,-0.0
7301,ThP2O7,-0.0
7302,LiCr(CO3)2,6.0
7303,Al5CuS8,-0.0
7304,SbI3(BrCl3)2,0.0
7305,Tl3Ir(N3O)2,0.0002
7306,BaTePd2,0.0
7307,TiBe2Bi,-0.0
7308,CdSnRh2,0.0
7309,MoN,0.0
7310,NaZnSb,0.0
7311,RbVP2S7,2.0
7312,Hf2IrOs,-0.0
7313,ZrCdAu2,0.0
7314,Sc3Tc,-0.0
7315,PmInPt2,0.0
7316,AgTeNO5,-0.0
7317,YHoAg2,0.0
7318,Be2WBr,-0.0
7319,Be2TePt,-0.0
7320,Pu2SO2,10.0
7321,Cu2SO4,0.0
7322,Ni3(PbS)2,0.0
7323,K3VSO3,-0.0
7324,BrClO,0.0
7325,HfTiRh2,-0.0
7326,Yb2SO2,-0.0
7327,PrScSi,0.4662
7328,Sc2O3,-0.0
7329,Na2TaBe,0.5482
7330,KNa2BO3,-0.0
7331,CaMn2Be,0.0
7332,SmMoClO4,0.0
7333,YbH2,-0.0
7334,Li3FeS3,7.9971
7335,PdPtF6,1.9991
7336,Zr4Al3,-0.0
7337,Sr2H3I,-0.0
7338,BaTlSe,0.0
7339,Be2ReBr,-0.0
7340,MgNiO2,3.9852
7341,Ca3Al2Si3O2,0.0
7342,Ti2AlMo,-0.0
7343,BePdBr,-0.0
7344,KBe2BO3F2,0.0
7345,K3BP2,-0.0
7346,MgTlF3,0.0
7347,K2YNb5O5,0.0
7348,Ba4SiTc,0.0
7349,BaNa2V,0.1291
7350,UPt3,3.1024
7351,LaH2,-0.0
7352,TmPa3,0.0
7353,PrPt,0.0
7354,VFeCoAs,2.9442
7355,PPdSe,0.0
7356,AlSiP3,-0.0
7357,Cr3Se4,9.9327
7358,Ag8S,0.0
7359,KTaBe2,-0.0
7360,AlCo3,3.7372
7361,NdYIr2,0.0
7362,BaNiS2,-0.0
7363,Sm2IrRh,-0.0
7364,RbAl(H2N)4,-0.0
7365,Be2CdBr,0.0
7366,TmHg,-0.0
7367,Be2VRe,-0.0
7368,Na2Ti3Cl8,5.9997
7369,ScSnPd2,-0.0
7370,CoPO4,8.0
7371,Sr3PbO,0.0
7372,LiErO2,-0.0
7373,Ba2I2O,0.0
7374,Mn(NbS2)2,0.1428
7375,Sm2Te4O,-0.0
7376,Mn3FeO8,6.9713
7377,BePW,0.0
7378,BeRe2Os,-0.0
7379,LaBeOs2,-0.0
7380,Yb2C(NO)2,1.9975
7381,Tb3(MnC3)2,3.7975
7382,BaCaV4O8,7.9929999999999986
7383,K2VAgS4,-0.0
7384,NbVF6,4.0
7385,NaLuS2,0.0
7386,Ta2CS2,0.0
7387,Zr2BePb,-0.0
7388,Ti2FeSe4,2.3288
7389,LiMgTl2,-0.0
7390,Ba4TlSe,0.0
7391,ZrCl2,1.6674
7392,Li3Ti2Fe3,6.9994
7393,CrBr2,4.0
7394,Yb3Zr,0.16699999999999998
7395,Sc2GaHg,0.0
7396,Ca2Sn3O8,0.0
7397,Ca(MnP)2,3.7557
7398,Ga3Ni2,0.0
7399,BeVPd4,-0.0
7400,YbOF,0.0
7401,LiCoGeO4,8.0
7402,TaZnAs,-0.0
7403,Na2AgAs,0.0
7404,SrZn2,0.0
7405,Ca2GeO4,-0.0
7406,Ti2AlRe,-0.0
7407,Ga4SiO8,-0.0
7408,Li4Cr3O8,6.0
7409,SrHBr,0.0
7410,LuCuPb,0.0
7411,HfH2,-0.0
7412,YbZrRh2,-0.0
7413,FeCo5O2,0.5184
7414,BaRhO3,1.022
7415,MgBeBi4,-0.0
7416,Ni3Hg,0.8826
7417,CaCr(GeO3)2,7.435
7418,Ba4PtSe,0.0
7419,NiO2,-0.0
7420,KCaCO3F,0.0
7421,Mg(MoO)6,-0.0
7422,LiZnP,0.0
7423,Re3Ru,0.0
7424,Er2MgTl,-0.0
7425,Ca3FeRhO6,9.9431
7426,Be2RhPb,0.0
7427,PmI3,0.0
7428,Ni3S2,0.0
7429,ZrTiTe4,-0.0
7430,KLiO,0.0
7431,Ti3NbCu3O2,0.5439
7432,TiBeCo2,0.0
7433,Li3FeOF3,7.9997
7434,AgBiI4,-0.0
7435,LuAgSn,-0.0
7436,Pr2TlCd,0.0
7437,SrAgAs,0.0
7438,LuInPt,-0.0
7439,Ag7NO6,-0.0
7440,CoTe(PbO3)2,3.0119
7441,Pt3Pb,0.0
7442,NdZn,0.0
7443,Mn4BeTe,5.3097
7444,Li6V(OF)3,4.0
7445,Sn3(PO)4,0.0
7446,Ba4NaSi,0.0
7447,RbN3,-0.0
7448,BaSrSc,0.0
7449,SmHoZn2,0.0
7450,Li3V4O7F5,0.4435
7451,YS2,1.1955
7452,Be2Si,0.0
7453,Y2ZnGa,-0.0
7454,BeMo2W,-0.0
7455,KAs,0.0
7456,TiFeSb,0.8461
7457,In(Mo3Se4)2,0.0
7458,LiMn(CO3)2,8.0
7459,SmCd2,0.0
7460,SnRh3,-0.0
7461,Ca2AgBi,-0.0
7462,MgInIr2,-0.0
7463,Li4CrO5,0.0
7464,HgBi3,-0.0
7465,SrCrO3,1.9732
7466,Mg3Ga,0.0
7467,Ca2BeBr,0.0
7468,Ba4CrFe,4.4821
7469,BeCoCl,1.2351
7470,SrLi2Ge,-0.0
7471,LuGe2,-0.0
7472,FeSnF6,4.0393
7473,Ca2Mn(PH2)2,5.0
7474,KAg3S2,-0.0
7475,BaNa2Sr,0.2314
7476,K3Sc,1.8904
7477,TiCo,0.4402
7478,NdS2,0.0
7479,MgNi2Sn,-0.0
7480,Bi2SeO6,0.0
7481,NbWSe4,-0.0
7482,LiBi(PdO2)2,-0.0
7483,Be2SbPb,0.0
7484,BeCr2Cu,0.0
7485,LiVOF4,0.0
7486,K2Mg2O3,-0.0
7487,NaSnO,0.0
7488,Bi2CO5,0.0
7489,TmCo2,0.0002
7490,MgBeSb2,-0.0
7491,CaSO4,0.0
7492,SrCu2(BO3)2,3.5131
7493,CaNd3,0.0
7494,Ca4BeZn,0.0
7495,MgTl,-0.0
7496,LuZnRh2,0.0
7497,Ga2HgSe4,0.0
7498,VRu,0.001
7499,ScCdHg2,-0.0
7500,Ba3Bi2TeO9,0.0
7501,Mn4BeSb,3.1235
7502,Sc2Al,0.0
7503,U(Cr3P2)2,0.0003
7504,V2CrTe4,7.9794
7505,ZrMnBe,2.5407
7506,Tc2MoAs,0.4626
7507,Na3Sb,0.0
7508,Li8N3O,2.9972
7509,FeAgS2,1.0049
7510,Ba(CdSb)2,-0.0
7511,NbInSe2,-0.0
7512,K(CoAs)2,-0.0
7513,YMo3O8,-0.0
7514,Li3(CuO)4,0.0
7515,Ba2Ca(BO3)2,-0.0
7516,PrPt3,0.0
7517,GaRh,0.0
7518,Fe2Te4H3ClO2,9.9739
7519,Si2AsW,0.0
7520,NiAgTe2,-0.0
7521,Ho4CdCo,-0.0
7522,NbSiPt,-0.0
