,pretty_comp,slme
860,TbSF,11.31747982
861,ZrZnN2,1.79418301
862,HoCuO2,2.438716712
863,AgCNO,3.04e-07
864,Na3PaF8,0.043163543
865,CdS,2.721640107
866,Th(AlC)4,9.621756007
867,GeO2,14.34960052
868,Rb3H5Pd,3.0154062510000004
869,Ba(PdS2)2,26.99822227
870,NbTl3Se4,21.56086894
871,RbSbS2,6.875171567000001
872,Ba(MgAs)2,12.13403003
873,Sr3(AlGe2)2,5.841769454
874,MoO3,1.467139385
875,HfVF6,15.624424800000002
876,Fe(Sb2O)2,3.617741337
877,Pb2O3,11.59834653
878,Dy2Ti2O7,3.351730145
879,HAuO2,15.30799546
880,TeHO3,2.222402097
881,CaTiO2,5.841769454
882,YAgTe2,33.8125939
883,NaNiIO6,30.39227011
884,Rb2Ti(CuS2)2,25.92332416
885,RbTlO2,19.82704148
886,TlHgF3,3.67e-06
887,Nb(SCl)2,17.913225
888,NdSeF,26.77788142
889,Li6FeO5F,2.149377403
890,PrLuSe3,19.59628721
891,Ba2Bi2O5,3.1146726360000003
892,KAuBr4,33.85862944
893,LiMnF6,3.5645584360000004
894,ICl3,2.9019629960000004
895,Na5InO4,2.07e-22
896,KSmSe2,1.061443898
897,LiAuI4,25.7298762
898,BSb,1.270350741
899,LiAgC2,3.725875892
900,InAgS2,30.19194264
901,ReF6,1.2799999999999998e-13
902,Al2ZnTe4,8.973583246
903,YSbPt,17.29083088
904,K3BS3,0.00359601
905,TiSnPd,12.31722329
906,BAs,1.164247281
907,TmMoClO4,0.327109604
908,KAuO2,15.23349651
909,Ba2InBiS5,6.291557257000001
910,Sm2Ti2O7,3.2991977410000004
911,Ge2S3I2,2.236071725
912,Ca3AsBr3,19.17316427
913,Rb2SnAs2,23.50955559
914,TlInS2,20.34562362
915,K5CuSb2,21.21623965
916,PAuS4,21.03911141
917,Ba2TmNbO6,0.7213591020000001
918,BP,0.946957698
919,RbGeIO6,0.411833004
920,TlGeBr3,33.59643729
921,MoW2(SeS2)2,23.72352759
922,Te2Mo,33.49012425
923,Na3BiO4,28.06350889
924,CdO,32.21226893
925,AcInTe2,27.45199077
926,LiTiV3,28.81800505
927,PbF4,3.06694249
928,TiAl2O5,0.716679772
929,UCl6,31.32804514
930,CsK2Sb,20.73274012
931,HIO3,5.13e-13
932,Te4Mo3Se2,5.8417695689999976
933,LiTlPHO3,6.277092958
934,Pr2SiTeO4,9.850152258
935,RbLiS,0.508579629
936,TlPd3O4,23.8158163
937,Er2TeO6,0.13921381800000002
938,Zn3CdS4,2.7960761310000004
939,PrNbO4,1.99e-22
940,Sr3SbAs,5.841769454
941,PdSCl,27.156153000000003
942,BaLi2Mg(PO4)2,26.10522975
943,K2NaGaP2,12.0469517
944,NaLiFe2(Si2O)2,3.39254984
945,Rb2MnCl6,2.98093266
946,IrBr3,27.29190779
947,Ta2O5,3.72e-23
948,ScS2,13.51157693
949,Sm3CuSnS7,19.80860253
950,BiCl3,8.55e-12
951,YTlO2,17.19758931
952,Tb2SnS5,27.54224286
953,RbBiF3,8.357850987
954,Tl2PtCl6,19.02731814
955,HoTlO2,19.22336208
956,K3Si,0.066978434
957,ErSeI,5.6140764710000015
958,Li2NdIn,0.020687589
959,SrAlSiH,18.3429698
960,K2PAu,28.33713318
961,KYSiS4,1.246872514
962,LiAlO2,4.892132674
963,Sm3AlC,0.281943007
964,Sb2Ir,15.91049697
965,Te(HO2)2,14.31171463
966,KCrF6,10.17854744
967,AgBiI4,24.33721063
968,Nb3TeCl7,29.14653604
969,MgTe,1.25790251
970,SmI3,6.1362495710000005
971,NbSbRu,2.91259138
972,Li2TlBi,14.11534155
973,W3(Se2S)2,31.45046969
974,BaCaO2,0.671999253
975,KRb2RhF6,22.37184861
976,K3AsSe4,19.99868817
977,BaWO4,3.231156122
978,UTl2O4,30.34087447
979,SrP3,10.911210699999998
980,Li3NbS4,2.225869637
981,GaTe,17.99482943
982,BiN,17.65262495
983,HoO3,21.65704980000001
984,SmMoClO4,0.05985344
985,SiH,4.660072148
986,TmBi2BrO4,1.5906237719999998
987,MoW3Se8,17.89545219
988,U(BiO3)2,27.11070549
989,RbHfAgTe3,21.50538111
990,AgTe3I,31.94713501
991,Al2Te3,14.20554461
992,Hg3AsS4Cl,5.879500921
993,Rb2SnCl6,0.445094472
994,BaLiP,32.47184208
995,Ta2ZnO6,0.004390078
996,Ca3PCl3,11.42219912
997,KrF2,6.8e-06
998,BNCl2,3.619676445
999,TlSbO3,9.776248477000001
1000,CuSe2Br,24.39489851
1001,KAuSe,2.383816697
1002,InSe,18.79325153
1003,KNaSmNbO5,7.65e-19
1004,Hf2SN2,2.088912543
1005,Ba3(PS4)2,6.565289649
1006,Hg2GeO4,16.79302575
1007,KGeBr3,30.13072117
1008,K2PtSe2,14.78473144
1009,RbAuSe,3.3139771110000003
1010,InGaS3,5.365040631
1011,NaSrAs,25.16657414
1012,Mg3Nb6O,20.82529499
1013,IO3,12.20190616
1014,GeC,0.000539891
1015,ScNiBi,0.144513639
1016,Sr3V2O8,0.021889304
1017,K2Os(Cl2O)2,22.15614874
1018,CdPtF6,8.900262307
1019,Ca2TaAgO6,24.45331401
1020,KSnSb,33.25975408
1021,LiBiF5,28.26942022
1022,RbSb2,26.60168856
1023,Rb2Te,0.8819017090000001
1024,LiCaAs,7.869427448
1025,SrO,0.029452537
1026,SF4,23.46223815
1027,SrPS3,0.00171021
1028,NaBeAs,9.525034185
1029,CuS4BrN4,22.65858993
1030,SrTiO3,15.18340109
1031,CaCr2F2,4.4211231060000005
1032,Rb4CO4,28.94927014
1033,LiCN,0.119548438
1034,LuP5,16.42553494
1035,Cu2HgGeS4,19.70581876
1036,LiCl,2.372117326
1037,Rb2Hg2PdBr8,33.1377877
1038,CuBSe2,20.45143077
1039,Rb2GeS3,1.822005052
1040,CoSnC4Cl3O4,7.391791117
1041,Zn(InS2)2,25.37773557
1042,YBiPd,0.165279505
1043,SmCuSeO,15.62886151
1044,SnBr2,12.88823681
1045,KSiH3,1.50056563
1046,AlSCl7,0.323160076
1047,CaHgO2,0.239572598
1048,CdHg2SO6,5.526650943
1049,SbTeI,22.07252292
1050,Tb2Be2O5,9.170000000000002e-11
1051,SbN,9.084427613999999
1052,Sr2BiAu,21.59817251
1053,SbSCl9,13.64240415
1054,K2Cd(AuS)4,3.008789702
1055,Ag2PdO2,7.988744242
1056,MgGeO3,2.07e-22
1057,TaSbRu,8.045941251
1058,LiH,2.243833606
1059,Rb2Sb4S7,7.26925086
1060,CrAgO4,26.6667278
1061,Te3W2Se,0.481171599
1062,ErBi2ClO4,2.091472475
1063,TlCuO2,11.68768852
1064,YNiBi,0.428130189
1065,Li4SeO5,15.68395583
1066,LiScS2,4.943788668
1067,Mg2PbO4,11.70914256
1068,AgNO2,18.78528066
1069,Re2NiO8,2.165442716
1070,KZnP,20.81788335
1071,TlF,0.127091327
1072,Te2Mo2WSe4,5.841769464
1073,Ag3AuS2,19.65124896
1074,TbTlS2,2.118768577
1075,SeBr2,24.70125393
1076,CaAs3,5.841769454
1077,ScCl3,0.010733238
1078,CaCrF6,3.5407007110000004
1079,NaVCdO4,1.440045995
1080,TaAsO4,3.93e-06
1081,YBi2IO4,1.6964940030000002
1082,KFe(SO4)2,3.223943487
1083,RbClO2,6.06e-06
1084,CdAs2,12.92306998
1085,TaNO,1.461413834
1086,BiTeI,29.4739725
1087,OsC4(ClO2)2,0.7118877159999999
1088,ZnCu2SnS4,18.84059275
1089,SrTiO3,7.666405891
1090,HgC2(SN)2,2.214284292
1091,NaLi2N,31.37116761
1092,P2PdO6,32.35863946
1093,SrTePd,27.97488275
1094,Tl2CS3,17.01508321
1095,LuCuSe2,13.96021125
1096,Ba(AlTe2)2,20.68858783
1097,K2RbSb,23.82747781
1098,K3H5Pd,2.728072802
1099,K3Sb2Au3,30.3084167
1100,Ba(PrS2)2,7.218098962999999
1101,ZnTeMoO6,0.406289656
1102,Zn(IO3)2,0.007822345999999999
1103,SnICl,3.048204906
1104,ThTe3,26.87585039
1105,Li5Si2BiO8,2.313363218
1106,InAgSe2,31.92266305
1107,Ca2AsI,14.34313204
1108,KNdTe2,8.8923852
1109,CdPS3,1.4067063119999998
1110,Te4MoW3(SeS)2,7.909388875
1111,AlCrF5,5.8140468
1112,Lu(AlC)3,6.353069416
1113,BaH2,3.27e-16
1114,Ti4ZnO9,5.104733336000001
1115,MoH2Cl2O3,6.1530896770000005
1116,K2PAuS4,15.3732572
1117,BaS,1.481362075
1118,K3BAs2,10.61968629
1119,K4Br2O,5.954700934
1120,PSe,7.538987134
1121,Zn2In2S5,24.70745958
1122,PrTlSe2,10.98364634
1123,K2PtCl6,19.30037339
1124,Ba(ZnAs)2,0.5261898079999999
1125,AlCuS2,12.78345727
1126,Cu3TeS3Cl,32.4912253
1127,Ga4SiO8,2.53e-17
1128,Lu2Pt2O7,14.99317643
1129,CuH4(OF)2,2.289563835
1130,CdGeAs2,16.36825321
1131,FeBr3,1.58166527
1132,Na4UO5,14.5200198
1133,CaC2,6.365005782999999
1134,Li3Bi,11.2368623
1135,K2VCuSe4,24.31102871
1136,Rb2PdCl6,24.24954308
1137,LiAg3O2,33.88795307
1138,HgF,0.42545536
1139,KrF2,6.12e-05
1140,LiBH4,2.002285014
1141,Na2H6Ir,13.98215916
1142,Li5P(S2Cl)2,14.20065591
1143,YClO,0.14814772199999998
1144,AlGaN2,0.104824895
1145,U(HO2)2,21.84565775
1146,SnCl2,3.15e-10
1147,Y3AlC,5.180927099
1148,Ba3Ti3(BO)2,9.24444481
1149,KInBr3,0.970708587
1150,Tl3AsS3,27.70687036
1151,BaSnHgS4,5.615228015
1152,NaNbS2,18.32181252
1153,Ga2BiAs,5.841769454
1154,KTbGeS4,1.574453505
1155,LiYSe2,19.7285444
1156,AlSbI6,10.15682457
1157,TmAg(PSe3)2,20.04702751
1158,Sr(ClO2)2,0.022817264
1159,NaLiPt,12.00124907
1160,SnBrF,2.23287838
1161,Re3Se4Cl,31.3320257
1162,Ga2S3,2.617432097
1163,TlGaTe2,27.70430935
1164,Zn2AgSbO6,2.2976103880000003
1165,NaH2AuC4(S2O)2,13.19012882
1166,TaTlO3,33.74431957
1167,Ca(NdTe2)2,32.14271595
1168,Na3CuCSO7,11.92466571
1169,CrPO5,1.064473954
1170,Te4Mo2WSe2,5.84208589
1171,Ba(AgS)2,15.27892529
1172,Bi2TeI,1.16599747
1173,Y2S2O,2.326641321
1174,Li2ZnGeO4,0.449490831
1175,InAuO2,12.02768926
1176,As2Pb4S6ICl,9.067579676
1177,Ta2H4O7,10.04139114
1178,LiYF4,3.180116595
1179,Sr(YS2)2,8.795089667000001
1180,Ca(SmS2)2,5.615228015
1181,NaNbN2,27.72115402
1182,TiZn(BiO3)2,10.95256683
1183,Li2FeSi3O8,5.021304368
1184,Rb2S3,10.14355194
1185,ZrSnPt,15.79465978
1186,SiSe2,7.546901254
1187,Ba2YNbO6,0.877798172
1188,ScGeAu,3.999757043
1189,TbSbPt,6.47382948
1190,MgGeP2,15.80000108
1191,Ca3SbP,33.8193333
1192,Na6Sn2S7,1.355715785
1193,Nd4S3NCl3,0.218665532
1194,K2As2Pd,24.87096005
1195,KNdS2,0.355643314
1196,Ca(CdSb)2,21.50922498
1197,Nd3SnC,1.067079276
1198,Mg2Pb,4.521150829
1199,Sr2SO,6.647884014
1200,In4SnS8,32.73273592
1201,TeO3,18.33664093
1202,K2O2,1.6399999999999998e-08
1203,RbTcO4,0.082377505
1204,Dy2SeO2,0.168208475
1205,Bi3Se4Br,29.55083986
1206,Ba2TbNbO6,0.336682409
1207,Zr7(NO2)4,1.8208837
1208,Al2Se3,2.374656405
1209,ZnO,7.30633818
1210,YAgO2,0.14108169199999998
1211,Al2HgSe4,15.72489196
1212,NaTaN2,6.156666445
1213,HoBi2BrO4,2.025327227
1214,K2VCuS4,27.04985816
1215,TlN3,4.956020334
1216,Lu6WO2,0.349662226
1217,NbBO4,4.4716611980000005
1218,HoN,21.81689316
1219,AlGa3N4,0.965445403
1220,Th(TeI)2,29.52250183
1221,BaYCuTe3,22.89653043
1222,AlCuO2,4.961317548
1223,Rb2U(Si2O)2,12.18127393
1224,Pd(Se3Br)2,33.25966379
1225,Sr4Li(BN2)3,24.7683667
1226,NaPrSe2,2.445276921
1227,K2AgSb,20.00084035
1228,Li7FeO6,2.7757051610000003
1229,Rb2Te5,22.93754352
1230,YBi2ClO4,2.468116671
1231,PCl3,1.353283896
1232,Li2FeCu(CN)6,0.649657432
1233,Nd2CdS4,8.795089667000001
1234,TbVO4,2.202504742
1235,Te2OsCl2,1.200339695
1236,DyCuSe2,13.07685361
1237,BaIrF6,3.955388672
1238,Nd5CuSe8,21.35862165
1239,RbTmS2,1.35e-08
1240,Rb2SnBr6,18.4323349
1241,MoW2(Se2S)2,12.19334985
1242,Cd2BiAsO6,0.494419561
1243,ZnBiAsO5,0.016234713
1244,CdSe,6.294650216
1245,Rb4In2S5,1.4790196780000002
1246,Al2CO,0.000850562
1247,KNbSe2,29.72590485
1248,Sm3AuO6,16.38844605
1249,MnAlF5,6.59126873
1250,Ba2CaUO6,13.46949615
1251,DySBr,0.749708611
1252,BaAg2GeS4,18.58446935
1253,Sr2ZnMoO6,4.619963417
1254,Sm2CdS4,6.933031045
1255,Cd(InTe2)2,28.94927014
1256,Ba3BiP,5.841769454
1257,Bi2Pb2Se5,31.70582029
1258,Hg3(TeBr)2,6.842104687000001
1259,LiP(HO)2,4.289686219
1260,K2TeI6,18.13579369
1261,TaBi4ClO8,2.7404229360000003
1262,Tl3VO4,8.899079466
1263,K2TeSe3,8.112477906
1264,PrTlTe2,15.50383264
1265,Ca4Sb2S,31.24935253
1266,LiYF4,1.038704282
1267,K6Cu(SiO4)2,33.56061307
1268,TaTeBr9,13.07659554
1269,Th2SeN2,14.65568023
1270,YScO3,1.29e-13
1271,CaTiO3,6.829225867000001
1272,NbAgO3,30.38038595
1273,NaNdSe2,2.108752676
1274,CoP2O7,0.7431055390000001
1275,Rb2S5,8.260212888
1276,SrReN3,11.13197575
1277,Ho3AlN,4.446646093
1278,CdHg4C6S6(Br2N3)2,6.924584863
1279,Ba(MgSb)2,12.85974804
1280,Li2CaHfF8,17.75290298
1281,BaC2,1.96243957
1282,AgN3,4.066062377
1283,NaSmS2,0.340381429
1284,AuI,11.41903722
1285,Li3BiO4,14.48300706
1286,SbF5,18.60529648
1287,NaInSe2,16.06955276
1288,LiErSe2,1.106107187
1289,Cu2PbO2,21.19446129
1290,Li4VTe3O2,30.06520803
1291,LiSO3F,23.8501544
1292,Li4Cu(PO4)2,16.4240411
1293,VInO4,0.7764035579999999
1294,Cd(HO)2,0.031860224
1295,Ca4Sb2O,25.06095874
1296,InAg(PS3)2,19.46003338
1297,TiCoSb,16.11484685
1298,SmBi2BrO4,2.844715159
1299,ZrS2,19.46341714
1300,Li2NbOF5,21.97323632
1301,Na8NO3,20.27796756
1302,KCuSe,28.17807218
1303,MgBi2O5,30.75277407
1304,Ca5P8,23.89729559
1305,Ba2PdF6,32.68908608
1306,InBiO3,0.025992417
1307,BaPdF4,29.68850301
1308,ZnCdSe2,18.92729644
1309,Sr(MgAs)2,9.001845396
1310,MgUO4,26.21351064
1311,Ca6Sn2NF,7.888361257000001
1312,ScClO,0.000324827
1313,CuTe2Cl,12.21071271
1314,SrNb3NO7,20.51909361
1315,GeBi2O5,2.97e-05
1316,TiH2C2(NF)6,4.375405085
1317,Bi4Te7Pb,26.60086193
1318,MgCoF6,2.6105681
1319,TeWSe,7.690912142
1320,KPrTe2,9.839369013999999
1321,CuRhO2,17.60241449
1322,Rb2PdCl4,33.24797753
1323,Li4CO4,14.59399648
1324,Sr2H5Rh,31.5932041
1325,K2NaRhF6,24.91331384
1326,SmBr3,9.44e-05
1327,Rb3SbO3,0.080923382
1328,SmTlS2,3.5186546830000003
1329,ZrSe3,20.53442949
1330,BaCeO3,16.90732045
1331,RbAuBr4,20.75095398
1332,K3Nb3(BO)2,12.4776251
1333,Na2Te,0.293219045
1334,P4S3,5.451650046
1335,Ho2SeO2,0.058316343
1336,BaAg2(HgO2)2,14.45969487
1337,LuSbPt,5.841769454
1338,PPdS,21.26513916
1339,HgBr2,1.964731271
1340,RbNa2Sb,26.27759302
1341,Li2Co3SnO8,0.610418149
1342,CdO,6.673064984
1343,AgCNO,1.323753075
1344,BiSeBr,15.21871046
1345,MoWS4,20.40909086
1346,GaAg(PSe3)2,32.00260703
1347,CdGeO3,0.262517614
1348,SrLuCuS3,22.05553584
1349,K4CdP2,15.615662300000002
1350,I2O5,2.05e-06
1351,ZnSnO2,9.952068078
1352,ErTlTe2,11.97624583
1353,U3H2,22.67138781
1354,K2NaAs,29.12148937
1355,RbH2N,1.78e-15
1356,CrCl3,25.8428542
1357,LiSbPHO5,0.885032722
1358,NaCuO,27.53024847
1359,CdSiP2,22.59357196
1360,Mo2W(SeS2)2,24.24277705
1361,ThSeO,33.92402589
1362,Zn(InSe2)2,17.75931228
1363,Li6Br3N,0.214467308
1364,Ge3As4,24.1251734
1365,K4BeP2,7.553730972999999
1366,RbAuCl4,12.27796699
1367,LuTlTe2,10.09757013
1368,Dy2CdSe4,26.46626521
1369,Li4NCl,0.665483565
1370,NaAgO,25.99746602
1371,SiSnO3,2.17284674
1372,MgTiSiO5,2.112637437
1373,Rb2HgO2,2.886874573
1374,KTlO,4.9277504510000005
1375,HoMoClO4,0.203092465
1376,Cd2As3Br,20.96813508
1377,Li2PdF6,25.87624112
1378,Li2V2SiGe,27.98581715
1379,NaVO3,2.089062001
1380,ThTeO,20.40909108
1381,Li2PbO3,19.61405382
1382,ErVO4,6.229800344
1383,RbLiBr2,2.63172529
1384,Pr3CuSiS7,19.23910568
1385,CS2,1.967788766
1386,ErNiSb,0.522141021
1387,Ca2NCl,2.292838468
1388,RbYTe2,10.62841486
1389,ZrNiBi,8.731556592
1390,Lu2CdS4,15.91309784
1391,InCuSe2,21.35687764
1392,CaMnF6,3.209735449
1393,FeSiW,4.1271768610000015
1394,Zn(GaSe2)2,6.576098152999999
1395,Sb3O4F,0.027964877000000003
1396,KMn(SeO4)2,3.945946582
1397,Na2SO3,24.01227609
1398,Te7Mo6S5,12.8197507
1399,YbGeO3,1.25e-19
1400,RbTbS2,0.008077471
1401,Mg9Cu,1.21181485
1402,RbPt2Se3,32.33809069
1403,BCl(OF2)2,15.81631755
1404,AgAsF6,22.80169418
1405,RbCuC2,13.16606234
1406,Ba3AsP,24.41860632
1407,NdVO4,2.037026301
1408,AlSiTe3,23.32983131
1409,Tb2S3,32.28372022
1410,RbAuF4,10.71605303
1411,VCdAgO4,15.04415662
1412,YbS2,15.52319585
1413,PaTlO3,5.419496106
1414,MgAgAs,5.841769454
1415,CdCu2SnSe4,7.617103042
1416,Sr(ZnP)2,24.44672679
1417,TbBS3,2.376811306
1418,LiTl2InCl6,29.72043237
1419,Ca(NdS2)2,7.420284641
1420,DySbPt,5.841769454
1421,Ba2PrNbO6,0.24377802
1422,PI3,8.159843792
1423,LiMgN,1.332889073
1424,H3AuC2NCl,1.98e-06
1425,Sc3GaC,2.8331358910000004
1426,Al2ZnS4,2.122752161
1427,MgCu(SiO3)2,5.25054182
1428,Sn2OF2,0.003355223
1429,Al2HgSe4,33.49201447
1430,Na2HgO2,4.995333692
1431,K3VCO8,6.911215642
1432,CuBS2,18.68520867
1433,Li4Ca3(SiN3)2,0.949363369
1434,YIO,0.0007136639999999999
1435,PdBr2,16.05007784
1436,CuB(CN)4,3.170545821
1437,SbI3Cl8,19.24845927
1438,HoTlTe2,12.35113732
1439,Ca3UN4,29.35549135
1440,Li3NdAs2,4.155801495
1441,Ag2HgO2,27.58109735
1442,GaBiO3,5.619251337000001
1443,Bi2CO5,6.029644557999999
1444,SbHO3,19.65124757
1445,TlInSe2,31.72533921
1446,Te7Mo4S,24.62412511
1447,Mg2Ti3O8,3.002148998
1448,Rb2SnI6,14.73148696
1449,Al2BiS4,1.690006268
1450,LiN3,16.88141997
1451,NaScS2,4.134811832
1452,LuI3,8.470403266
1453,Mn5CoO2,0.7900548059999999
1454,DyAgTe2,33.97637192
1455,Tl2ZnI4,0.741412338
1456,Tb2Pt2O7,19.35383116
1457,CeHfO4,29.69943606
1458,AlBiBr6,1.160193624
1459,MgGe2WO6,12.58351242
1460,FeP4,19.57157898
1461,Sm2AlNO3,13.14807558
1462,LiBH4,8.549822215
1463,InPF3,33.04258738
1464,Mn3(OF)2,6.109603935
1465,DyNiSb,1.104269394
1466,Rb(SbSe2)2,21.10132968
1467,Zr(MoO4)2,0.666913971
1468,Ti(PS3)2,31.14378059
1469,AcH3,25.15088293
1470,Sr3Ga3N5,6.933031045
1471,K3SbS4,3.531363364
1472,PtS2,18.76194608
1473,TeAsRu,23.24186247
1474,AgBr,1.41e-25
1475,SbO2F,16.51889542
1476,SmPtF7,10.68220023
1477,SbCl4F,14.121997199999996
1478,K2Te2Pt,18.59796614
1479,BaNiO3,27.58376447
1480,KTlO2,16.76857574
1481,NaMgAs,18.10628324
1482,Zr2N2O,15.38253103
1483,Cd(InS2)2,8.876725242000001
1484,K3BrO,2.773065262
1485,Li2SO4,28.97431421
1486,Cu2SnTe3,0.445114434
1487,UO3,16.14307753
1488,Tb3BWO9,2.5e-17
1489,Tl3SbS3,21.11421111
1490,Pr2Sn2O7,1.3e-13
1491,SeCl,2.875546782
1492,TbPbAu,5.841769454
1493,BiSBr,7.772200521
1494,ZnBiO3,22.65623749
1495,RbAuC2,3.208405065
1496,HgPS3,8.83819885
1497,KAs4IO6,3.7e-20
1498,RbPbIO6,9.740872219
1499,PrCuO2,8.648759092999999
1500,KTiPS5,30.62924339
1501,Li5AuO4,10.27601502
1502,Ca3BiP,27.29823543
1503,WSe2,21.28895343
1504,Sr(CuO)2,25.89160412
1505,Nb2Bi2PbO9,4.514485206
1506,ScNbO4,0.293219045
1507,K5CuAs2,29.80717939
1508,BaHgO2,0.096482389
1509,HfTaNO3,4.757765946
1510,LiHoS2,0.441133921
1511,Ca4IrO6,0.8509780990000001
1512,Cu(HO4)2,30.83711109
1513,NaLiCO3,31.9623946
1514,AgAuCl4,32.1680647
1515,Cd(RhO2)2,33.51951269
1516,Au2O3,30.52503599
1517,LiNbTe2WO2,15.71867044
1518,Rb3H5Pt,0.012729191
1519,TmN,19.12216955
1520,Yb(DyS2)2,6.315443419
1521,Te9Mo8S7,32.69314653
1522,CrSiH2(OF)6,3.988079634
1523,AgPbO2,9.574191511
1524,KCaBi,21.24744102
1525,NaPPdS4,29.14877006
1526,Sb2S2O,20.04736393
1527,Dy2S3,32.19649586
1528,Ca3SnH2,13.5782965
1529,K2TaCuSe4,14.03042232
1530,Sc2ZnSe4,31.53538349
1531,Ca(BeAs)2,13.57442338
1532,PbC2(SN)2,0.711112183
1533,AuSCl5,14.37692344
1534,RbAgO,31.9194324
1535,GeS,17.66794262
1536,KHg2S(ClO)3,0.481810838
1537,BaTe,10.00512677
1538,Ba(InTe2)2,24.41465919
1539,Cd(GaTe2)2,13.08864355
1540,Ca3SnS5,29.38532586
1541,Ca3Sb2,25.34968343
1542,MgRhF6,5.841769421
1543,Ba3BiAs,5.841769454
1544,SrAlGeH,20.9850756
1545,Na3PS4,0.965413801
1546,Ba(CuSe)2,33.67547943
1547,TeI2,28.11568193
1548,Sr2InI5,1.461506722
1549,BeCrO4,14.84936917
1550,SeBr,13.396009
1551,MgWF6,2.474197417
1552,SrThBr6,6.415833342999999
1553,KPS3,11.71674746
1554,HgS,13.31593557
1555,BaSe,3.097431316
1556,Sr(CdP)2,30.44339017
1557,Sr3BiP,5.841769454
1558,MgTi2O5,2.452014909
1559,ErSbPd,0.264417538
1560,Ba(BS2)2,0.59900245
1561,KPAuSe3,22.16587302
1562,DyBi2ClO4,2.014016502
1563,ThNiSn,8.181955558
1564,NdSF,15.27892529
1565,K7NbAs4,25.992495
1566,Ca(ClO2)2,6.36e-08
1567,GaAgS2,15.3732572
1568,Li(CO)2,26.32339264
1569,SrHfN2,14.5089068
1570,Cd(InSe2)2,30.46113031
1571,CuBr,10.10364446
1572,RbTeAu,26.71546317
1573,CaTi2S5,31.29438766
1574,CuCClO,3.152449396
1575,BI3,0.434757293
1576,CaP,11.65482979
1577,BeSnAs2,27.65814029
1578,Si3NiP4,23.47064322
1579,P2Se5,28.90234758
1580,K4I2O,7.516811837
1581,IrF3,30.77579297
1582,Sr4P2O,23.59029336
1583,Sc2Ti2O7,2.89e-05
1584,LiAgO2,4.913996028
1585,MoSe2,30.4431685
1586,InBi2S4Cl,13.85062729
1587,Pt(SCl3)2,14.45581841
1588,Rb2VAgSe4,28.64071523
1589,InCuO2,13.55818733
1590,ScCuO2,10.0327696
1591,DyTiClO3,0.780084821
1592,HgI,11.38398421
1593,TbBi5O9,8.177569067
1594,MgTa2O6,2.69e-12
1595,YN,1.056889473
1596,Tm2TeO6,0.129767698
1597,KErTe2,3.218526785
1598,Li2GeO3,0.498960669
1599,Hg2P3Br,28.84030645
1600,Cd2SiO4,7.125440871
1601,Na3Ca2BiO6,8.759270303
1602,LiAlO2,4.086939621
1603,CeH3(CO2)3,2.624732129
1604,Nb(Te2I3)2,29.59193986
1605,Cu2HgI4,18.7523984
1606,GeS2,1.215119019
1607,Rb2TlInCl6,0.38450065
1608,Ac2S3,0.006312741
1609,KSiBiS4,7.377161525
1610,TlF3,3.452967338
1611,KInO2,2.06e-06
1612,PPbSe3,13.93555299
1613,BaYBr5,0.053191873
1614,Ca2Pb,31.62138626
1615,LuMoClO4,0.109000829
1616,BPS4,4.399135857
1617,KHoS2,0.051816290999999993
1618,Li2AlBO4,10.7451233
1619,Ca(CdP)2,27.92058118
1620,Na3AuS2,1.36e-07
1621,NaAuC2,13.93559424
1622,K2LiAlH6,5.320338034
1623,LiInSe2,24.04387584
1624,NaAsS2,20.89327609
1625,As2PbO6,0.470244287
1626,Rb2Pt3S4,27.8739858
1627,YBr3,0.830982326
1628,Rb3BrO,18.60004551
1629,HgCN2,3.132076313
1630,BeC2,15.47684016
1631,YbTe,1.073369174
1632,HgTe,27.60760539
1633,CaBiO3,5.737710002999999
1634,K4Na2FeH3F2,5.779966975
1635,GaCuI4,15.69522846
1636,Li2CdCl4,17.82117257
1637,MgCrO4,10.02273805
1638,LuSF,9.97e-14
1639,InSiTe3,23.32192635
1640,NaLi2Bi,20.33745112
1641,SnPSe3,24.3425896
1642,Ca2Ti3O8,1.953070777
1643,RbPrSe2,2.246265911
1644,As(IF2)3,7.895453292000001
1645,RbGeBiS4,10.44149545
1646,YbMgGe,5.841799611
1647,Tl3VS4,27.20164506
1648,VBiO4,13.48460976
1649,Li2B2S5,28.82470068
1650,CrCo3O8,0.035685777
1651,HoNbO4,3.15e-10
1652,K2Se3,26.07363411
1653,Li6Br3N,0.048110485
1654,RhCl3,29.35572506
1655,LiDyS2,27.10736785
1656,YbCrO4,10.57918734
1657,PS,7.253997985
1658,BaO2,0.428120985
1659,InCuTe2,32.20533535
1660,NbAlO4,1.640457769
1661,BiIO,8.488534794
1662,TlNO2,4.587542235
1663,HgI2,20.81788335
1664,TlSe,13.98864229
1665,TlBSe3,12.90395788
1666,KAgO2,24.91826056
1667,KInBr4,1.8e-15
1668,SbSBr,10.73811612
1669,Ca(PrS2)2,7.422322062999999
1670,Na2Te4MoO2,2.939018809
1671,InCuO2,11.67319517
1672,Mg(ScSe2)2,29.4739725
1673,Na4TiAs2O9,9.94071261
1674,ZnPtF6,12.4776251
1675,KTa(AgSe2)2,23.14035857
1676,BaCeN2,26.27316444
1677,K2S5,8.761375637999999
1678,CaCd3O4,20.81788334
1679,AlI3,0.321676072
1680,TbNiSb,1.490119279
1681,Tb3Si2S8I,3.389115804
1682,CaInBr3,0.208273495
