,pretty_comp,optb88vdw_bandgap
3962,Tl(BH)6,4.4592
3963,AcAgHg2,0.0
3964,Rb3Zn,0.0
3965,FeCu2GeS4,0.0
3966,Ba4ScGa,0.0
3967,U3TiGe5,0.0
3968,LiYb2Pd,0.0
3969,NdMn2,0.0
3970,TaSiAs,0.0
3971,Ba4TiV,0.0
3972,KYSiS4,2.8080000000000003
3973,ErB3Mo,0.0
3974,SrBe2Nb,0.0
3975,ScSiPt2,0.0
3976,MgIn2O4,1.5088
3977,NbFeSb,0.7481
3978,LiMnCoO4,0.3751
3979,Al8Mo3,0.0
3980,AsI3,2.0162
3981,SmBRh3,0.0
3982,Be2RuW,0.0
3983,AlSi,0.0
3984,H7BrO3,4.0763
3985,NaWO3,0.0
3986,CrSiO5,0.7947
3987,CaB4O7,6.3741
3988,Ba4NaP,0.0
3989,K3AlO3,3.2592
3990,TiSiPd,0.8366
3991,ErSn3,0.0
3992,Mg(SnN)2,0.0
3993,NdB6,0.0
3994,CaCrF4,1.6288
3995,Ba4MnSn,0.0
3996,Co3(O2F)2,0.0
3997,LiScAs2O7,3.6528
3998,KBeTc,0.0
3999,ZnFePb,0.0
4000,Pr3Se4,0.0
4001,NaSn2Cl5,2.7643
4002,ScAgO2,1.9471
4003,KLi2(HO)3,2.9209
4004,Co2Si,0.0
4005,Re3P4,0.0
4006,NaBe2Cu,0.0
4007,CePmZn2,0.0
4008,NdGaO3,0.0
4009,K6HgS4,1.6568
4010,LiZr2Ir,0.0
4011,Li3CoOF3,0.3041
4012,LuPO4,6.3729999999999976
4013,Yb2Co2P7,0.0
4014,LaC,0.0
4015,Ba3NiSb2O9,0.0
4016,Yb(SiNi)2,0.0
4017,BaFePd2,0.0
4018,Na3FeF6,0.0
4019,PrF3,5.631
4020,ZrBe2Br,0.0
4021,Be2CdRe,0.0
4022,LiPd3,0.0
4023,TiRe2As,0.0
4024,Sc2FeSi2,0.0
4025,BaTlSb2,0.0
4026,K2NaAlH6,2.6757
4027,Ca2BeW,0.0
4028,Ca5W(N2O)2,2.3713
4029,BaCu2Cl,0.0
4030,Ba4VCl,0.0
4031,Ho2MgAl,0.0
4032,YbPrAg2,0.0
4033,Mg(BiO2)4,0.0
4034,Ga3Cu,0.0
4035,BaSm2PdO5,2.2407
4036,HfSnPd,0.409
4037,K2ZnH4,4.2837
4038,Ce3Dy,0.0
4039,UTc2Sn,0.0
4040,NbZnCo2,0.0
4041,YbCdAg2,0.0
4042,Ba(NiP2)2,0.0
4043,ZrH,0.0
4044,Hf3Zn3C,0.0
4045,Ba3Al5,0.0
4046,LiYHg2,0.0
4047,V2Zn2O7,2.0413
4048,PuRh3,0.0
4049,Si3W5,0.0
4050,V3Re,0.0
4051,ScHCl,0.0
4052,BaCaI4,2.9992
4053,Sr(NiGe)2,0.0
4054,YbSiAg,0.0
4055,USnPt,0.0
4056,DyTiSi,0.0
4057,BaCdIr2,0.0
4058,Tm(BC)2,0.0
4059,Li4Ti5Cr3O6,0.0
4060,K2LiAlF6,7.8498
4061,YB4Rh,0.0
4062,Li4NCl,1.9616
4063,Be2NbOs,0.0
4064,Hf5Sn3,0.0
4065,Mn2AlV,0.0
4066,Tl3VS4,1.8925
4067,Ba4PtCl,0.0
4068,Ba4TiTl,0.0
4069,BaTa2Be,0.0
4070,ErRu2,0.0
4071,LiSnCl3,3.727
4072,DyBr3,2.5371
4073,MnZn2SbO6,0.0
4074,CoCuO2,0.6258
4075,MnNb(PO4)2,0.1787
4076,SnAu5,0.0
4077,As4C3,0.0
4078,Ba4CoTc,0.0
4079,TmClO,5.1506
4080,DySi2Rh3,0.0
4081,MgIrO3,0.0
4082,BaZnPb,0.0
4083,Cr3Ge,0.0
4084,ZnCuPt2,0.0
4085,LiCuPd2,0.0
4086,LiDyO2,4.2467
4087,Sm3Hf,0.0
4088,NbGeAs,0.0
4089,CoH2SeO5,0.1695
4090,TaTiRu2,0.0
4091,TbOF,3.278
4092,Ba2YTlNi2O7,0.0
4093,BeHgPb,0.0
4094,LiY2Al,0.0
4095,Be2InRh,0.0
4096,BeIrBr,0.0
4097,Cd2PbO4,0.0
4098,CoAsS,0.0
4099,Be2NiSe,0.0
4100,CaZn2,0.0
4101,CrTe2,0.0
4102,V2TcRu,0.0
4103,K2RbPt,0.0
4104,MnV(PO)4,0.0
4105,LiBeSe2,0.0
4106,ReSn3,0.0
4107,V3OF7,0.0
4108,TaC,0.0
4109,Na3MgPCO7,4.8352
4110,ScVFe,0.0
4111,LiHfBe2,0.0
4112,YH3,0.0
4113,BaPr2CuO5,0.7086
4114,ZnH2SeO4,4.244
4115,RbLaO2,3.4825
4116,Ba2SbI,0.7992
4117,Ca3Hg,0.0
4118,V2OF4,0.6395
4119,Na4GeO4,3.02
4120,LuPaTc2,0.0
4121,Li3V4O8,0.0
4122,Ta2FeOs,0.0
4123,ZnSiRh2,0.0
4124,Ca2FeSbO6,0.0
4125,TmAg(PSe3)2,1.6673
4126,ZrCrFe,0.0
4127,Ba4CdPt,0.0
4128,Li2CuPd,0.2913
4129,BeTl2Ga,0.0
4130,YCrO3,0.0
4131,K2Sn(AuS2)2,1.5016
4132,Be2BrCl,0.0
4133,Na2BeCu,0.0
4134,ErCuGe,0.0
4135,BeNb2P,0.0
4136,CaAgO2,0.0
4137,PrNdTl2,0.0
4138,VMo,0.0
4139,SrLiH3,2.364
4140,Rb3Co,0.0
4141,RbSmO3,0.0
4142,RuPbO3,0.0
4143,Nd2SnHg,0.0
4144,Sc2BeTc,0.0
4145,PIr2,0.0
4146,Cu3(Ge2O)2,0.0
4147,Cu8O,0.0
4148,Lu2TiO5,3.0976
4149,HfBe2Tc,0.0
4150,YBeBr,0.1676
4151,RbTe,0.0
4152,BeCdPt2,0.0
4153,Ba2Mn(B3O)2,2.5694
4154,NbTc2As,0.0
4155,CaHBr,3.9599
4156,NdHO2,4.1855
4157,ScBe2Sb,0.0
4158,TiClO,0.0
4159,Be2SnGe,0.0
4160,RbSm2CuSe4,0.8854
4161,Ag3AsS3,1.0559
4162,Li5MnCr3O8,0.0
4163,U2W2C3,0.0
4164,BeMo4P,0.0
4165,SnPbF4,3.5408
4166,TiNi,0.0
4167,CrSe2,0.0
4168,LiBIr,0.0
4169,GeBi4Te7,0.5379
4170,MnInPd2,0.0
4171,SbPO5,2.3601
4172,Er2Sn2O7,2.8787
4173,S3(NCl)2,1.4122
4174,AcN,0.0
4175,Ti2GaFe,0.0
4176,Ca(MnSb)2,0.0
4177,Dy(CrGe)2,0.0
4178,NaIO3,3.6675
4179,BaMgMn,0.0
4180,ZrAlPt,0.0
4181,LiFeO2,0.0
4182,YMgCu,0.0
4183,Be2CoCu,0.0
4184,Ba4TlRe,0.0
4185,H4NClO2,2.9355
4186,CdCuAs,0.0
4187,KAlTe2,2.076
4188,PbC2(SN)2,2.6551
4189,Ba4HfCu,0.0
4190,KNaBe2,0.0
4191,AuSeCl7,1.6648
4192,Ho2Be2SiO7,5.2647
4193,LiMn2(BO3)2,0.0394
4194,KSe,0.0
4195,MgSnPd2,0.0
4196,Na2SbAu,0.4316
4197,K3Mg,0.0
4198,Zn2AsO4,0.0
4199,Rb2LiVO4,3.7689
4200,AgO,0.0
4201,K2SmF5,7.1383
4202,RbBiO3,0.0
4203,TiBe2Bi,0.0
4204,K2AgBi,0.9483
4205,MnSb2F2,1.4302
4206,Tl3CoCl5,0.6459999999999999
4207,V2O3F,0.0
4208,BeOsRh2,0.0
4209,Y2(Al3Co)3,0.0
4210,SmBi,0.0
4211,Na3AlF6,7.0559
4212,PCl5,1.7182
4213,InAu3,0.0
4214,MgBe2Sn,0.0
4215,HfAlRu2,0.0
4216,Ba4PdPb,0.0
4217,BaBi2Cl,0.0
4218,Li2CoSnO4,0.0
4219,Cd(AsO3)2,2.1215
4220,ScInRh2,0.0
4221,MgGeIr2,0.0
4222,Ag3Te2Au,0.0
4223,Ta3N5,1.2735
4224,Ta2Hg3SO4,2.5838
4225,BeVRe2,0.0
4226,ZrAlNi,0.0
4227,Ba3NaIrO6,0.0
4228,Li2ThN2,2.2928
4229,Sr3BiN,0.3072
4230,BaRe2Ge,0.0
4231,Ti3Al,0.0
4232,Ca3Al7Cu2,0.0
4233,Re2AsRu,0.0
4234,NaTl2InF6,4.5872
4235,Ba3NdRu2O9,0.0
4236,TiGePt,0.0
4237,KCaNb2O6F,2.8245
4238,VCdO3,0.0
4239,BaNb4O6,0.0
4240,PmInNi2,0.0
4241,Hf5Al3,0.0
4242,Sn4P3,0.0
4243,Li2CuSbO5,0.3634
4244,Sr3CdPtO6,2.2262
4245,HoH3,0.1903
4246,H2O2,4.2019
4247,BaNbBr2,0.0
4248,MgH6(NCl)2,4.9969
4249,Li4Co(OF)2,0.1632
4250,Zr2Zn,0.0
4251,BaV2(PO)4,0.0
4252,Ba2AlInO5,1.9218
4253,CaBe2Si,0.0
4254,BeMo2W,0.0
4255,TbGeIr,0.0
4256,LiTaWO6,2.8626
4257,Be2PtPb,0.0
4258,Be(VPd)2,0.0
4259,Mg(BeP)2,0.8011
4260,LiPb,0.0
4261,KEuSiS4,2.77
4262,BaCr2Mo,0.0
4263,ErPbAu,0.0
4264,Mg2Mn2O5,0.0
4265,Li3BO3,5.7046
4266,La2AgSn,0.0
4267,BaAlCuNiO5,0.0
4268,Mg(FeN)2,0.0
4269,Li4V3Cr3O2,0.0
4270,K2Al2Sb2O7,3.6171
4271,Er2In,0.0
4272,Ce3MnBi5,0.0
4273,YBi3F5,0.6668
4274,PrCo4B,0.0
4275,Sc2O3,3.5655
4276,PrYTl2,0.0
4277,Na4Bi2O5,2.094
4278,Cr3O8,0.0
4279,B3N2,0.0
4280,SnBr2,1.8209
4281,Fe3SnC,0.0
4282,LiAlPt2,0.0
4283,ErCl3,3.2941
4284,AlCo,0.0
4285,TlZnF3,4.3833
4286,Na2VPCO7,0.0506
4287,BiMoRh,0.0
4288,CaAl2O4,4.8853
4289,RbSbBrF3,3.8792
4290,Nb2Tl4S,1.1452
4291,TbCuAs2,0.0
4292,Ba4BeGe,0.0
4293,Be2VSn,0.0
4294,InTe,0.0
4295,LiBeGa4,0.0
4296,Ge2Pt,0.0
4297,Na3UF8,3.1335
4298,LaCrO3,0.1499
4299,InPPd5,0.0
4300,BePdBr4,0.0
4301,PrMnSi,0.0
4302,BeSn2Ge,0.0
4303,SeI2,0.8425
4304,BaSc2Ni,0.0
4305,TaRu3C,0.0
4306,CaSnHg,0.0
4307,P3Rh,0.0
4308,NaVSe2,0.0
4309,LuCo2Sn,0.0
4310,TaGa3,0.0
4311,BeAg3,0.0
4312,Na3MoNO3,3.8099
4313,MnBeSe2,0.0
4314,IBr,1.246
4315,BaTbF6,0.0
4316,NaZr2CuF,0.0
4317,NaP,0.9435
4318,AlCrCu2,0.0
4319,Li(Co3P2)2,0.0
4320,BeTcPt,0.0
4321,PrB2Rh3,0.0
4322,Be2FeRe,0.0
4323,Ta3O7F,2.3771
4324,SrZrBe2,0.0
4325,Er5Sn3,0.0
4326,Na3AgS2,2.3013
4327,Dy2Sn2O7,2.8994
4328,MgCr4O9,0.0
4329,ThCd2,0.0
4330,Sc6N2O5,0.0
4331,MgTiRh2,0.0
4332,LiAgC2,1.5128
4333,K2BeGa,0.0
4334,Nd2Zr2O7,0.0
4335,Ba4TcPb,0.0
4336,DyClO,5.143
4337,Sc2CuTc,0.0
4338,LiMg2,0.0
4339,K2SeBr6,1.5275
4340,Ba2PrIrO6,0.0
4341,MoSe2,0.9933
4342,YbSnPd,0.0
4343,BaYPd2,0.0
4344,Nd3Au,0.0
4345,SiH3I,4.1056
4346,Ca(NiS2)2,0.0
4347,TmFe2,0.0
4348,Mg2PdRh,0.0
4349,TiSi2,0.0
4350,LiDy2Br5,0.0
4351,H7NF4,7.5334
4352,SrAl4O7,3.995
4353,Nb3Ir,0.0
4354,Be2OsBr,0.0
4355,ThTa2O7,2.7576
4356,Bi2Te4Pb,0.5316
4357,U4Ga2Fe,0.0
4358,BaSrYb2,0.0
4359,IrBr3,1.4229
4360,As4Se3,1.2255
4361,Ba4IrSe,0.0
4362,LiGa2Ni,0.0
4363,CeSi2,0.0
4364,BeCuSn2,0.0
4365,LuS2,0.0
4366,Ba4CdFe,0.0
4367,H4WNCl6,0.0
4368,KSmF4,7.5503
4369,ErGaRh2,0.0
4370,CaO,3.3592
4371,HoInCo4,0.0
4372,Zn2Sb3O8,0.0
4373,BaMo2Br,0.0
4374,GaH3NF3,5.4123
4375,Be2CuW,0.0
4376,Li2CrS4,0.0
4377,HfTiO4,2.8725
4378,ScN,0.0
4379,Mn2B,0.0
4380,Zr(Al2Fe)4,0.0
4381,FeSO4,0.0
4382,BaTiS3,0.0
4383,Na3BO3,3.319
4384,BeTlNi4,0.0
4385,BaAlCuAgO5,0.0
4386,RbCl,5.0751
4387,CaFeF4,0.0302
4388,SrBeCd2,0.0
4389,NaGeSbO5,2.1355
4390,ZrTi2,0.0
4391,KSnO2,2.3605
4392,SnS,1.5748
4393,Bi2Pd3S2,0.0
4394,YCu5,0.0
4395,PmTl3,0.0
4396,BeTlW2,0.0
4397,Np3Be,0.0
4398,Er3Rh,0.0
4399,LiVCrO4,0.0
4400,Sc2BeGa,0.0
4401,YTmMg2,0.0
4402,LaTl,0.0
4403,Nd3Cr,0.0
4404,Sm(MnAl2)4,0.0
4405,BaCrCd,0.0
4406,Ba2BeBi,0.0
4407,CaSiO3,4.0786
4408,Ba2PbSe,0.0
4409,Li3DySb2,0.0
4410,Li4FeCo3O8,0.0
4411,AsOs2Pt,0.0
4412,LiSm(CuP)2,0.0
4413,KBi(PS3)2,2.171
4414,KGe,0.0
4415,K3Np(H3O4)2,1.4301
4416,Rb2TiCl6,2.016
4417,BaTl2Bi,0.0
4418,LiMoO2,0.0
4419,UBe3,0.0
4420,KBe2Pd,0.0
4421,BeNbRe,0.0
4422,LuRh2,0.0
4423,Li2SnAu,0.0
4424,BaInMo,0.0
4425,NbTlBr4O,1.3342
4426,Ba5Ga5Sn,0.0
4427,Mg2BeCd2,0.0
4428,VInO4,2.9729
4429,UAsSe,0.0
4430,TiBe2,0.0
4431,NaV(GeO3)2,0.0
4432,CeTlCd,0.0
4433,LiTi(SiO3)2,0.3191
4434,Ca2AlFeO5,0.0
4435,Be3Zn4Si3SO2,4.1547
4436,YbPrAu2,0.0
4437,LiHo2Tc,0.0
4438,SmMn3,0.0
4439,VRh3,0.0
4440,UGa5Ni,0.0
4441,MgSiNiO5,0.1557
4442,Pa3Sb4,0.0
4443,BeCrCo2,0.0
4444,ThPt,0.0
4445,NaCu3,0.0
4446,Cr5(SbO2)3,0.0
4447,VTe2,0.0
4448,Ba2MgZr,0.0
4449,PmDyCu2,0.0
4450,Ba4PPt,0.0
4451,RuCl(OF3)2,0.0
4452,CaDyRh2,0.0
4453,Sm4U2O,0.1626
4454,Ba2SmMoO6,0.0
4455,Mn(InS2)2,0.8013
4456,MgSc2Tc,0.0
4457,Rb3LuO3,2.4588
4458,CaBr2,4.5495
4459,K2MnS2,0.8718
4460,DyCrB4,0.2599
4461,Yb2SmS4,0.0
4462,Rb3Th,0.0
4463,SrBPO5,5.787000000000001
4464,Mg3Al9FeSi5,0.0
4465,TmZr,0.0
4466,CaLa2SnO6,4.3258
4467,MnBeRh2,0.0
4468,Lu(Al2Fe)4,0.0
4469,UBrN,0.0
4470,La(HO)3,3.781
4471,Al2CoOs,0.0
4472,BeNiP2,0.0
4473,VBiO4,2.176
4474,PrPtF7,2.4671
4475,AgSbSe2,0.0
4476,BaZn,0.0
4477,YPO4,6.0125
4478,Ta2VOs,0.0
4479,Ti3Pt,0.0
4480,Ba4SrMn,0.0
4481,Cd(FeO2)2,0.0
4482,Ca2SiB2O7,6.0805
4483,TiInPd2,0.0
4484,TbB2Ir3,0.0
4485,Ta2H,0.0
4486,Al5Rh2,0.0
4487,Zn2As2O7,2.0251
4488,PrB2Ru3,0.0
4489,CoSi2,0.0
4490,PdPbO2,0.0
4491,SmAgO2,2.7283
4492,Li3VPCO7,1.5086
4493,SmBeO3,0.0
4494,Rb2NaRhF6,1.9567
4495,DyTlO2,1.6329
4496,SrSbSe2F,0.1925
4497,ScBeCu2,0.0
4498,BeTe2Pd,0.0
4499,LaIr2,0.0
4500,LiFeAs,0.0
4501,Li4Ti3V5O6,0.0
4502,AlPPt5,0.0
4503,InBr,1.5558
4504,Ca4BeNb,0.0
4505,Ca2ZnSn,0.0
4506,BeCuCl,0.0
4507,Nd2O5,2.9719
4508,Li4TiV3,0.0
4509,Ba4WCl,0.0
4510,MnBe2Ni,0.0
4511,Be2Si,0.0
4512,RuC,0.0
4513,Al2Os,0.3684
4514,Li2VGa3O8,2.3118
4515,NdGa,0.0
4516,Li8TiMn3O2,1.1216
4517,RbAuO,1.5539
4518,Yb(HoS2)2,2.2064
4519,BeTl2Cr,0.0
4520,Rb2NaInCl6,3.0927
4521,LiAgF3,0.2132
4522,SnCl4O5,3.1678
4523,IrC,0.0
4524,Ba2DySbO6,3.7224
4525,HfBeNi,0.0
4526,Tb3CuSnS7,1.5008
4527,HfBeCd,0.0
4528,Hf2ZnTc,0.0
4529,La3Al,0.0
4530,CsK2Sb,1.2071
4531,NaIrPb,0.0
4532,Al3Ir,0.0
4533,Na6S2ClO8F,5.0831
4534,RbCaH3,3.3447
4535,BaYCrCuO5,0.0
4536,TeAuI,0.8524
4537,CaYBe2,0.0
4538,MgAsRu2,0.0
4539,ErN,0.0
4540,MnBe2Hg,0.0
4541,LiNdTiO4,2.3697
4542,Ag2Hg7(P4Br3)2,0.7174
4543,Li3Co(CuO2)4,0.0
4544,NbTlPt,0.0
4545,CaBeO3,0.0
4546,U(FeGe)2,0.0
4547,SbRu,0.0
4548,RbSO2F,4.046
4549,Mg2Co3O8,0.0
4550,CaVF6,0.0
4551,Mo3Ir,0.0
4552,MgRh3,0.0
4553,YBeMo,0.0
4554,Ba4InHg,0.0
4555,Sr2BN2F,2.8145
4556,TiFeCoSi,0.0
4557,B2O,0.0
4558,Ti2BeSb,0.0
4559,DyTmO3,4.7998
4560,LiInPd2,0.0
4561,CuH4Pb2(ClO2)2,0.2671
4562,SmGa5Co,0.0
4563,CoCu2SnS4,0.0
4564,Y2GeO5,3.3881
4565,AlNiF5,0.5057
4566,LuGeRu,0.0
4567,BaHgSe4,0.0
4568,BeCuMo,0.0
4569,Mn2Al4Si5O8,0.0
4570,Ca2TaAgO6,0.6624
4571,Pm2ZnAg,0.0
4572,Na2PdS2,1.0594
4573,Mg3TeO6,3.1118
4574,Xe(OF)2,1.7591
4575,GePt2,0.0
4576,ScBe2Sn,0.0
4577,NiRhF6,0.0
4578,SrBeV2,0.0
4579,HoRh2,0.0
4580,Ba2CuHgO4,0.0
4581,ErMgCd2,0.0
4582,FeH6SO6,0.9182
4583,LiGaO2,4.0539999999999985
4584,ZrBePt,0.0
4585,Be2NiIr,0.0
4586,Li2S,3.2361
4587,Li2MnCrO4,0.0
4588,NaBe2In,0.0
4589,LiMg2Ge,0.0
4590,ErVO4,2.4844
4591,YUO4,0.0
4592,V2CdO4,0.0
4593,BeRe2Bi,0.0
4594,Na4SrBe,0.0
4595,Na3SbO3,3.1618
4596,LuCl3,3.3927
4597,PrSi2Ru,0.0
4598,Sc3P2,0.0
4599,Ce2In,0.0
4600,Ba2Pb,0.0
4601,CrTcGe2,0.0
4602,FePbW2,0.0
4603,Ca5Au3,0.0
4604,MgBeZn,0.0
4605,NaZrBe,0.0
4606,LiDy2Cl5,0.0
4607,Pa3Si,0.0
4608,Ba4SnSe,0.0
4609,Be2CrCd,0.0
4610,Al2Cr2O7,0.0
4611,NaYbAu2,0.0
4612,BeSiOs4,0.0
4613,Zr2BeGa,0.0
4614,BeTcIr2,0.0
4615,InFeO3,0.0
4616,BeCo4Tc,0.0
4617,Na2Ti2As2O,0.0
4618,Na2Zn3Se4,1.5046
4619,HfCr2,0.0
4620,PrB2Rh2C,0.0
4621,Y2BeIn,0.0
4622,Li3VCr3O8,0.0
4623,CaAl2,0.0
4624,YSi2Rh3,0.0
4625,ZrSiRu,0.0
4626,MgTeH2O9,4.3379
4627,Ca(ZnSb)2,0.0
4628,BaInBr,0.0
4629,Rb3BiSe3,2.0007
4630,BeFeGe,0.0
4631,Ca2FeP2(H4O)2,0.2849
4632,Na2AlNiF7,1.2906
4633,NdCoGe,0.0
4634,BH3NF4,8.1641
4635,ThMgZn2,0.0
4636,Na2BeH4,4.7732
4637,BeCdBr,0.0
4638,Ca2CoW,0.0
4639,CeScGe,0.0
4640,CaPt2,0.0
4641,LiScMo3O8,1.2363
4642,NaCdF3,3.5652
4643,AlSiTe3,1.2065
4644,KNbO3,1.8877
4645,Er3PbC,0.0
4646,AcDy3,0.0
4647,Na2NiO2,0.858
4648,Ge2O3,0.7767
4649,Li5V4O8,0.0
4650,NpBi,0.0
4651,Mg2GaPd,0.0
4652,ErAgGe,0.0
4653,Cr3Ru,0.0
4654,RbPr(MoO4)2,3.7539
4655,Sc3Al,0.0
4656,CeZrO4,2.0765
4657,NaSr3TaO6,3.89
4658,Ba4BiSe,0.0
4659,Cu2P2O7,0.0
4660,Y(FeGe)2,0.0
4661,NaHO,3.1797
4662,TmCuSe2,1.2744
4663,Pr3CoB4,0.0
4664,MgAsIr2,0.0
4665,LiAsH2OF6,4.0601
4666,LaOF,4.7986
4667,TmInCu2,0.0
4668,Ca5B3O9F,4.5112
4669,Cu2Cl2O,0.0
4670,HPbI3,2.2354
4671,Yb(Fe2Ge)2,0.0
4672,LaTlZn,0.0
4673,LiTm2Ir,0.0
4674,DySi2,0.0
4675,VRe2O9,0.4323
4676,Ba4MnNi,0.0
4677,BeCu2Br,0.0
4678,MnVAgO4,0.5999
4679,CuCO3,0.0
4680,TmIn,0.0
4681,Rb3CrF7,1.7931
4682,SiPN3,4.042
4683,DyAl3,0.0
4684,Ba4TlHg,0.0
4685,MgZrCd2,0.0
4686,Ba4HfZn,0.0
4687,NaSbF4,4.3964
4688,Tl2PtCl6,1.6306
4689,Li2CaSiO4,5.7821
4690,Li2Ni3SbO8,0.0
4691,BaTi4ZnO8,0.0
4692,Zr2Be2Ga,0.0
4693,CaSnS3,0.0
4694,LuFeC2,0.0
4695,BaTlSe,0.0
4696,RbPt2Se3,1.1259
4697,Sc(IO3)3,3.7718
4698,Be2BiPt,0.0
4699,ScInAg2,0.0
4700,Rb2NaVF6,1.8862
4701,LiIn2Ag,0.0
4702,SrBeBi,0.0
4703,YAg2,0.0
4704,BaReH9,3.7585
4705,Mn2OF4,0.0
4706,UB2C,0.0
4707,ZrNi2Sb,0.0
4708,YbNdS3,0.0
4709,Zr6Sb2Pt,0.0
4710,Hf2Ge,0.0
4711,BaTeO4,2.2453
4712,KCu4S3,0.0
4713,TlFeO2,0.0
4714,TaBe2Pd,0.0
4715,Ca3(InAs2)2,0.2121
4716,CdAs,0.1028
4717,Mg2PbW,0.0
4718,Ca2ZnN2,0.8415
4719,ScGa5Fe,0.0
4720,Ca(ZnAs)2,0.4049
4721,NbRh3,0.0
4722,Yb4As3,0.0
4723,PSe,1.9713
4724,RbNaTiO3,3.4739
4725,Yb2MgSi2,0.0
4726,Li3CrPCO7,1.259
4727,KOsF6,1.16
4728,ZnCr2F2,0.0
4729,Ba(PIr)2,0.0
4730,LiHfPt2,0.0
4731,CrSiRu2,0.0
4732,HfBeCd2,0.0
4733,ErPS4,2.2611
4734,K3W,0.0
4735,Ba2ScIn,0.0
4736,LiHo2Os,0.0
4737,Li4Mn3Co2(NiO2)3,0.0
4738,ScF3,4.7012
4739,Ta4MnS8,0.0
4740,HoGaO3,3.8977
4741,ErNbOs2,0.0
4742,NiAgTe2,0.0
4743,KTbGeS4,2.3245
4744,HoTlO2,1.5742
4745,ThGaAu2,0.0
4746,Ti2MnO4,0.0
4747,TlI,2.2039
4748,NaMnBi,0.0
4749,CeTlPd,0.0
4750,TiP,0.0
4751,Ba(NiP2)2,0.0
4752,LiV2(SiO4)2,0.0
4753,PaCdAu2,0.0
4754,TaAuBr,0.0
4755,ThSn3,0.0
4756,Co4Cu3O2,0.0
4757,YPt2,0.0
4758,PrPt3,0.0
4759,Rh3W,0.0
4760,TaCl4,1.1012
4761,Sc2InAg,0.0
4762,Rb2In3,0.0
4763,CaMg,0.0
4764,S5N6,2.014
4765,Pr2CdPd2,0.0
4766,Ca3Si2SnO9,3.6587
4767,LiNpIr2,0.0
4768,BeTlSi,0.0
4769,TaInRu2,0.0
4770,CaTiGeO5,2.7834
4771,Sr2TlCuO5,0.0
4772,Na2O,2.0283
4773,SnAsRh,0.0
4774,LiHoO2,4.3251
4775,HfMgBe2,0.0
4776,InAg(WO4)2,1.8923
4777,Ca3(B3Rh4)2,0.0
4778,NaNbO3,1.7678
4779,ZrGeTe,0.0
4780,Y(FeO2)2,0.0
4781,ZrBeGe4,0.0
4782,Ca3Cr2Si3O2,0.0
4783,Pr2I5,0.0
4784,PrScSi,0.0
4785,Dy7(TeIr)2,0.0
4786,KSn2Cl5,2.9718
4787,Y2ZnAg,0.0
4788,BaN3Cl,4.0996
4789,La2MgBe,0.0
4790,V4GeSe8,0.0
4791,BaTiPd2,0.0
4792,BeGaSi,0.0
4793,Li4FeO3,0.6513
4794,BeMo4Rh,0.0
4795,V3As2,0.0
4796,Yb2Be2Si2Ni,0.3628
4797,V2P4S3,0.0
4798,SrHg2Pb,0.0
4799,KBaBe,0.0
4800,Ta2CrO6,0.0
4801,K3BS3,2.7395
4802,SbI3(BrCl3)2,0.7537
4803,BeSi2Br,0.0
4804,LiLa3,0.0
4805,Co2P2O7,0.0
4806,Cr(SiO3)2,0.0
4807,Ho2AlOs,0.0
4808,SrBePb2,0.0
4809,LiMgN,2.6027
4810,PrCuO2,2.4216
4811,Ca3CrN3,0.0
4812,BaMn2Sn,0.0
4813,CaCN2,3.6529
4814,NaYSiO4,4.5106
4815,Li2Ti3V3O2,0.0
4816,V2Zn3O8,2.6071
4817,Li2MgCd,0.0
4818,BaSiO9,0.0
4819,MoF3,0.0
4820,MnSnPd2,0.0
4821,MgCuO2,0.0
4822,Na2MgAlF7,7.0655
4823,IrF3,1.2253
4824,ErCdPd2,0.0
4825,Tb(Ni2P)2,0.0
4826,Ba2CaCu2HgO6,0.0
4827,Na3Bi,0.0
4828,KBe2Re,0.0
4829,RbHCO2,4.3697
4830,TaPt2,0.0
4831,MgSiN2,4.4319
4832,PmCl2,0.0
4833,ScBeFe,0.0
4834,Na2ZnSe2,1.9584
4835,LiMo2AsO9,2.589
4836,Li2MgPb,0.0
4837,LiTiAsO5,3.1821
4838,Ho2Ge2Os,0.0
4839,K2B(CN)3,2.439
4840,Ba6Hf5S6,0.6118
4841,U(FeSi)2,0.0
4842,CdAsPt5,0.0
4843,Nd3AlN,0.0
4844,Hg2IO,0.8829
4845,BeRhBr2,0.0
4846,Zn2W3O8,0.6468
4847,YTmAl2,0.0
4848,PrBPd3,0.0
4849,HfAlPt,0.0
4850,Er2Co2P7,0.0
4851,Li4Mn(PO4)2,1.9799
4852,TiBeGe,0.0
4853,CeMnGe,0.0
4854,MgVF4,0.9161
4855,NpGa5Ni,0.0
4856,ErRu3,0.0
4857,Ba4ZnPd,0.0
4858,MnAlO3,0.0
4859,MgTiO3,1.9343
4860,Ti2ReB2,0.0
4861,Na2BeGe,0.0
4862,Be2HgPd,0.0
4863,Sb2O3,1.4492
4864,YbIn2Ni,0.0
4865,Ta2CdBi,0.0
4866,Sc2C3,0.0
4867,LiTiRh2,0.0
4868,Nd3Hg,0.0
4869,Al2PdCl8,1.3326
4870,SmMnB4,0.0
4871,Nb5Si3,0.0
4872,Lu(SiNi)2,0.0
4873,MnBeCr2,0.0
4874,HfNiPb,0.0
4875,BeGePd,0.0
