,pretty_comp,et_c12
1037,ErZnAsO,39.2
1038,GaS,29.9
1039,Ca2IN,37.7
1040,TaAs2,61.0
1041,Ba2PCl,18.8
1042,HoN,80.0
1043,Nb2CoS4,18.4
1044,Ba2ScCr,15.8
1045,ZnBr2,27.5
1046,ScSb,80.2
1047,Ca3Pb,14.9
1048,ScCdAg2,83.0
1049,TiAlF5,89.8
1050,BeCrTe2,42.0
1051,ErTiGe,82.7
1052,HfScBe2,105.2
1053,TiS3,20.1
1054,BaScNi2,43.0
1055,TiBe2V,187.3
1056,HfS3,23.5
1057,RbBaTaS4,18.5
1058,MnCuPd2,140.1
1059,CrGaFe2,173.2
1060,GaGeRu2,133.8
1061,SrMgH4,19.4
1062,BeTlIn,30.5
1063,Ta2H,186.5
1064,AlVFeCo,185.8
1065,SrCrF4,27.5
1066,NaAl3,25.8
1067,Nd3Si2S8Br,39.2
1068,DyBO3,78.0
1069,Sm(SiOs)2,102.9
1070,BeCu4W,137.6
1071,CoMoP,196.5
1072,FeCo3,137.4
1073,Lu(FeO2)2,112.6
1074,LiPb,26.5
1075,PuNi,83.6
1076,MoW3(Se3S)2,30.1
1077,Mo(WSe3)2,27.3
1078,HPbBrO,26.4
1079,MgScHg2,59.9
1080,TiGa,69.6
1081,ScTlS2,32.5
1082,BaTiHg,25.4
1083,Tl2MoO4,26.2
1084,Te2Rh,54.6
1085,DyGe,35.9
1086,BeCrRu2,164.2
1087,TmCu,55.6
1088,Na2SO3,37.1
1089,MgMo2O5,62.5
1090,Mg2CrN2,66.3
1091,Dy(HO)3,50.5
1092,KAgSe,14.2
1093,PCl2OF,10.8
1094,YTiSi,79.3
1095,Na2Ti2O5,106.5
1096,Sm(CoGe)2,77.3
1097,CaNi5,83.9
1098,NbSe2,45.8
1099,InPH2O5,46.1
1100,ThH2,89.4
1101,MnV,125.3
1102,Hf5Te4,65.0
1103,Ba2Zn3(AsO)2,56.7
1104,YCuF5,12.3
1105,BaEr2F8,47.2
1106,ScMnBe,39.2
1107,CrSi2,63.4
1108,BaLiPd2,24.7
1109,NaNdTiO4,59.9
1110,Ta3N5,213.6
1111,FeCu2Sn,119.5
1112,TbB6,33.7
1113,BeAlB,27.0
1114,RbCuC2,4.8
1115,H4NF,28.7
1116,Ba4YBe,9.6
1117,TiZn,107.6
1118,NaSmTe2,18.3
1119,TaBeFe,111.9
1120,LuCuSi,67.4
1121,ZrCrFe,115.5
1122,TlGaTe2,18.5
1123,YbS2,40.4
1124,Ba2NbTl,23.4
1125,Sc2CdAg,71.1
1126,HoGeAu,73.4
1127,Li6TeO6,18.1
1128,H3OF,6.9
1129,SmIn2Rh,72.5
1130,K2FeCu(CN)6,56.9
1131,NdIr3,156.3
1132,V3Ag,172.7
1133,Nb(SeBr)2,32.3
1134,SrS2,54.1
1135,RbAuBr3,9.2
1136,SmCd,50.6
1137,Dy5Si3,47.8
1138,SrCl2,20.8
1139,YAl2Co,69.4
1140,Mn2SiNi,237.9
1141,Na2BeFe,25.8
1142,Mg(BeAs)2,40.5
1143,ErPO4,32.4
1144,FeO,128.4
1145,PuB2,74.5
1146,Li2Te,16.4
1147,Li3Nb,83.5
1148,CdCo2As,116.6
1149,InCuS2,57.1
1150,Mn2Co2C,101.2
1151,Co2NiSe4,64.0
1152,TaGa3,97.4
1153,K2BeGa,12.6
1154,LuScZn2,58.8
1155,AuCl3,13.6
1156,Ca2PI,21.3
1157,NaBeRh2,146.1
1158,Be2NbSb,86.7
1159,BaNi2Cl,25.1
1160,CeTiGe,70.4
1161,MgCN2,98.2
1162,In2AgSe4,29.5
1163,Li2Pd,35.1
1164,V2P4S3,15.5
1165,NaInTe2,29.1
1166,AgH4WS4N,22.7
1167,YNiP,68.9
1168,Ta(TeCl3)2,11.1
1169,Rb2PbCl6,13.9
1170,CuBi(PSe3)2,33.0
1171,KSr2Be,23.5
1172,KSmTe2,15.5
1173,SrScBe,16.3
1174,ZnAg,93.5
1175,K3Sm,9.2
1176,NaLiAs,22.5
1177,TiBe2Se,35.9
1178,HfBePd,127.3
1179,ZrAsPt,136.1
1180,BaGaW2,180.4
1181,U2BiN2,66.6
1182,YBRh3,106.7
1183,NbSeBr3,5.9
1184,Sc2BeRh,78.0
1185,Nd(CrSi)2,110.2
1186,Li4VF8,17.7
1187,BaHf4Ga,60.3
1188,Ce2ZnNi2,60.4
1189,Be2CuBr,87.9
1190,MgTaOs2,181.4
1191,Sc2IrPd,126.3
1192,V3Co,120.1
1193,TiBe2Cl,33.9
1194,YBeMo,82.4
1195,ZrBe2Si,92.7
1196,Y2BeSn,94.6
1197,NaReO4,15.3
1198,CaBeBr,3.3
1199,Zn(RhO2)2,150.0
1200,Mg2TiBe,51.0
1201,Rb2ZnF4,29.7
1202,CaP,38.7
1203,Tm2In,63.3
1204,Sr2H6Ru,25.1
1205,Ni6Ge2B,139.2
1206,TiMo2As,191.1
1207,ZnAu,115.2
1208,ThSe,24.1
1209,CaTiO3,101.3
1210,ZrTe3,13.4
1211,Be2CuRh,121.1
1212,HfGaCo2,172.1
1213,SrZrN2,82.1
1214,Ba4CaPt,16.8
1215,BaGaTe,27.5
1216,MnO2,70.3
1217,Yb3SnO,29.5
1218,ZnAgF3,62.4
1219,DyTiSi,80.8
1220,Mo3(Se2S)2,44.6
1221,CeB2Pt2C,181.6
1222,MgTi3,97.4
1223,BaTiPd2,97.9
1224,NdBeO3,167.3
1225,Sm2PbSe4,32.8
1226,Sr(AlPb)2,40.3
1227,ZnAsAu,87.1
1228,AsO2,41.0
1229,BeNbCr,152.3
1230,KLi6BiO6,63.8
1231,Ba4CdRu,19.9
1232,Rb2NaRhF6,24.5
1233,PrIr2,146.9
1234,KCdAs,14.3
1235,LiEr2Ir,62.3
1236,Li2AlRh,69.4
1237,KO3,26.1
1238,Dy(MnSi)2,109.5
1239,SmH3(CO2)3,74.5
1240,Tb(GeRh)2,102.1
1241,Be2MoP,65.6
1242,H4N2O3,0.3
1243,TiFeCoSi,201.6
1244,Rb3P,14.2
1245,NaAsP,55.2
1246,KNaSO4,25.4
1247,Be2CrBi,72.1
1248,Sr3MnN3,28.4
1249,BeInSe,34.2
1250,TbInAg2,73.1
1251,Nd(BOs)4,215.4
1252,YNbO4,77.2
1253,RbBrF4,11.3
1254,Rb3PdF5,16.8
1255,PrSO,47.5
1256,TiSiPd,123.1
1257,BiSI,10.9
1258,KNdGeS4,14.4
1259,Li2InPt,71.4
1260,NdHf,32.8
1261,YP,52.4
1262,CaNiN,55.0
1263,VSnO4,12.6
1264,TiH2,137.1
1265,Tl(NiSe)2,34.0
1266,Ti2BeCo,99.6
1267,BaTaS3,37.0
1268,Ti2CoGe,142.9
1269,MgZr3,61.9
1270,BeSiCl,2.4
1271,DyBiPd,59.9
1272,Er(SiIr)2,140.5
1273,CrAsPd2,138.7
1274,CaBeGa,83.0
1275,SnS2,7.3
1276,Fe(BW)2,231.6
1277,IrC2,165.7
1278,AsRu2Cl,140.1
1279,LiDy2Os,59.1
1280,LiVIr2,157.8
1281,AsI3,7.4
1282,NaBeV2,38.9
1283,TmSbPd,73.2
1284,MgAgF3,51.5
1285,TbNiC2,68.2
1286,Rb2CaH4,8.2
1287,Sr6Li2Cr2N8O,52.3
1288,YAs,52.7
1289,RbAg3Se2,23.2
1290,TbO2,178.1
1291,PuNiC2,77.3
1292,MnAlTc,113.0
1293,Ga2CoS4,33.0
1294,Yb2ZnPb,24.3
1295,HoAl2,36.5
1296,Li2GaRh,74.4
1297,YbBRh3,86.5
1298,MnCoS,141.0
1299,SnPt3C,165.7
1300,TlAu3,98.3
1301,HgPd2Au,144.8
1302,TmInRh2,124.3
1303,Ca2PbO4,57.7
1304,US,33.0
1305,Ba3AsP,1.6
1306,MgBe2Pd,102.0
1307,BaVSi2,62.4
1308,LiAuC2,23.0
1309,Mn2Au5,118.4
1310,CrAs2,69.2
1311,KTlO2,75.7
1312,Pr(AlZn)2,33.5
1313,SmYMg2,34.8
1314,BaYPd2,90.1
1315,HoPd,77.1
1316,V2O5,64.9
1317,Fe3Pd,113.1
1318,Na2SnF6,43.1
1319,CdSO4,34.2
1320,MgScCd2,53.3
1321,MnSiIr,175.8
1322,Ho(HO)3,51.8
1323,Rb2Cu(BrCl)2,11.7
1324,Ti(NbSe2)2,47.2
1325,Ca3Tl,22.3
1326,AlAgTe2,38.1
1327,BAs,54.2
1328,Rb2PdBr6,14.5
1329,AgF2,43.0
1330,Sr3Hg2,22.4
1331,TaTiBe2,112.7
1332,CoSi,205.8
1333,ErAlAg2,79.9
1334,Yb3Tc,39.6
1335,Ba2BiBr,9.1
1336,YErZn2,50.8
1337,DyBi2IO4,82.1
1338,BeCrSi,98.7
1339,Tb3Al,34.8
1340,Al2RuRh,121.2
1341,YGa,38.0
1342,SbPbClO2,32.0
1343,CePd3,101.8
1344,SrSi,28.1
1345,AlCrO3,160.5
1346,KSn2Cl5,16.1
1347,Er2SO2,99.5
1348,NpPd3,119.7
1349,BaTePd2,65.1
1350,HoTl,56.7
1351,MnSbRh,112.6
1352,AsS2NF6,9.3
1353,BeFe2Ni,197.6
1354,Rb(CO)2,12.7
1355,Br3N,14.6
1356,UCo4Sn,164.7
1357,Be2NbCo,187.6
1358,Mn3AgN,83.5
1359,Ta3SBr7,30.3
1360,HoHO2,84.7
1361,NaMn4Be,155.8
1362,BaCuP2,26.7
1363,SbO2,96.8
1364,PmSbPd2,104.0
1365,Fe8N,197.1
1366,Ni3Sb,168.1
1367,BeFe2Ge,169.8
1368,Sr2NCl,31.4
1369,TbTe,12.9
1370,FeN,242.3
1371,KTmO2,58.4
1372,Li7BiO6,38.8
1373,LuCl3,13.9
1374,NaCN,13.8
1375,Al3Os2,139.7
1376,ScBe2Cu,82.7
1377,DyPbAu,57.9
1378,AgCSN,13.9
1379,Nd2ZnIr,65.8
1380,Rb2NaYF6,20.0
1381,Pm2IrPd,83.5
1382,Sr2NiTeO6,31.7
1383,K3SbO4,40.4
1384,Na2Zr(CuS2)2,25.5
1385,Mn2CoSn,107.6
1386,Rb2PtI6,13.0
1387,Sr2CuTeO6,84.4
1388,Y(MnBe)2,151.6
1389,Tb(CoGe)2,83.8
1390,Be2TlCd,41.8
1391,MnTe2,37.3
1392,DyAsO4,42.7
1393,MgCoF5,17.2
1394,Li2O,25.1
1395,Zn(SbO2)2,8.0
1396,BiS2,28.8
1397,Bi2OF4,71.0
1398,NbB,142.3
1399,BeCdRu2,94.6
1400,CoH4(BrO)2,20.0
1401,TlF,22.0
1402,EuMgH4,35.7
1403,SiF4,11.1
1404,Be2VRu,92.6
1405,Ba3Ti2O7,12.0
1406,TiBeSe2,203.9
1407,BeFe2Cu,158.7
1408,PdAu3,145.5
1409,Y2TiO5,90.8
1410,YClO,32.9
1411,LiBBr2,38.7
1412,Lu2CuPt,84.9
1413,Yb(CdSb)2,33.9
1414,UI3,10.5
1415,KH,5.4
1416,MgSO4,53.0
1417,Ho2SeO2,87.9
1418,BaV4O8,36.6
1419,K3VS4,12.9
1420,NaBiSe2,11.2
1421,CaMn2Be,68.2
1422,NaCaAs,18.7
1423,CaBeBi2,64.4
1424,Sm(PRu)2,122.5
1425,CaSO4,35.6
1426,SmDyMg2,35.4
1427,Ag2HgSI2,26.8
1428,Zr2CuSb3,68.5
1429,BaNbCd,24.0
1430,KrF2,16.0
1431,BaSr2Mg(SiO4)2,65.7
1432,CeSiI,33.5
1433,AlCuO2,75.2
1434,LuB2,55.3
1435,YbBi2BrO4,67.4
1436,HoCo5,120.6
1437,RbAuS,4.0
1438,Hf2OsRh,177.4
1439,SmTiGe,70.7
1440,KNaSmNbO5,40.4
1441,Na2TiSiO5,70.4
1442,Th3Sb4,47.4
1443,Mg(ScS2)2,62.8
1444,SiGe,38.8
1445,MnSnAs,57.3
1446,LiAc2Si,30.2
1447,RbScO2,67.0
1448,USiIr,139.7
1449,HoAu2,97.2
1450,NiBTe,100.2
1451,KBeNi2,74.2
1452,BeCdPt2,127.3
1453,Li5TaO5,74.2
1454,Ho2CdSe4,49.1
1455,PrInCu2,56.7
1456,TiAlAu,106.0
1457,ScBeBr2,68.2
1458,NbAgO3,97.7
1459,YHfBe2,34.0
1460,Nd3AlC,34.0
1461,BeNbCr2,219.0
1462,RbLuO2,55.6
1463,HoVO4,54.6
1464,Na3PaF8,24.0
1465,BiSeI,10.1
1466,TmTl,56.9
1467,MnFeTe,97.1
1468,LiBeBr4,33.2
1469,Hf2BeBr,10.7
1470,Tb3CuGeS7,43.2
1471,LiTiPO4F,50.8
1472,BaSrCl2,18.7
1473,CeNdI4,25.5
1474,ScIO,35.8
1475,PbCO3,40.9
1476,BeGeTe2,39.3
1477,DyTe2,62.5
1478,Cr2NiSe4,44.0
1479,Te8MoW3,18.1
1480,Rb2MgCl4,12.7
1481,SnF3,15.9
1482,TiBe2Hg,93.2
1483,NaTaN2,82.9
1484,Ba(CoAs)2,26.2
1485,Rb2PtSe2,23.4
1486,KBa4Mo,9.9
1487,HoSi,37.9
1488,ScSi,45.5
1489,DyAgGe,59.8
1490,PrPPd,92.1
1491,Ti2AlCr,126.9
1492,KBeCo4,117.1
1493,Mg3Al,28.0
1494,RbYS2,22.0
1495,Li2PdF6,62.5
1496,BaMg2Fe,22.4
1497,LiAgF3,34.3
1498,CaAs3,21.7
1499,BaPd2Rh,63.1
1500,Sc2ZnOs,104.4
1501,H2Se,60.2
1502,CoHO2,118.4
1503,Ti2AlTc,138.8
1504,Ca2SiO4,93.4
1505,MgAl2Cu,33.1
1506,SmBi2BrO4,84.3
1507,LuNiBi,46.4
1508,Sr3Ge2(BO)6,54.5
1509,Mn2ZnN2,39.4
1510,Li(CN)2,17.5
1511,Ca2SnO4,58.7
1512,Te2Mo3WS6,38.1
1513,BaNiRh2,143.3
1514,U(HO2)2,35.5
1515,PtSe2,54.3
1516,TiBeRh2,224.3
1517,SmCd3,53.0
1518,Na4CO4,26.2
1519,Sc2BeIr,71.2
1520,Y(AgCl2)3,31.4
1521,Sr3As2,2.7
1522,HfAlFe2,113.5
1523,BaInBr,22.4
1524,Al(CrB)2,106.7
1525,NdCoGe,49.0
1526,IF3,8.2
1527,PrN,71.4
1528,Mg2BBrN2,55.5
1529,Th(PS3)2,4.1
1530,Li(CO)2,25.3
1531,RbSrCO3F,34.2
1532,NiSO4,70.0
1533,V3Cu,155.7
1534,Ba2Mn3(SbO)2,59.2
1535,HoTaO4,203.6
1536,LiFe2O3,95.7
1537,Sc4C3,64.9
1538,GaH3NF3,58.6
1539,ZrBe2Zn,91.6
1540,Tm(NiGe)2,74.7
1541,K3Mo,1.3
1542,USb2Ru,102.6
1543,ThTe3,11.8
1544,SrZrBe,32.0
1545,ErAg2,75.2
1546,Sc2AlTc,93.5
1547,ThNi2,147.7
1548,Na4SiO4,34.1
1549,TeI2,11.4
1550,TaBeP2,191.0
1551,TlPS3,8.2
1552,U(HO2)2,64.6
1553,Zr2Fe3Ge,124.6
1554,TiGaAs,82.9
1555,Sr2Fe2S2OF2,50.9
1556,Rb3Er,6.7
1557,MnBe2Tc,188.0
1558,HfAsRh,163.0
1559,TmScRu2,88.1
1560,K3P,14.7
1561,RbNa7(CoO3)2,30.9
1562,LiErO2,84.7
1563,LiIn2Pt,76.8
1564,Zn2AsRh,133.3
1565,TmLuCo2,80.6
1566,Er3InN,46.2
1567,CdP2,41.5
1568,InAsPt5,177.7
1569,DyYZn2,50.2
1570,Nd3SnC,2.4
1571,Ba(AsRu)2,67.5
1572,BeCo2Te,184.2
1573,Be2ZnRu,209.7
1574,Rb2In4O7,74.4
1575,ZrGeSe,68.7
1576,RbTbSe2,20.7
1577,Si3Sb2O9,6.7
1578,Al2HgS4,29.6
1579,NaBeBi2,78.5
1580,Lu8Te,34.9
1581,SmTa3,121.8
1582,TmMg,40.1
1583,ScBeV2,191.8
1584,ZnAgAs,63.4
1585,ScInNi2,100.4
1586,AsOsBr,106.6
1587,Mn2OF3,33.9
1588,DyHO2,85.2
1589,Sr2Si,38.5
1590,Ba2MgV,20.1
1591,BaNd2PtO5,103.9
1592,U(SiPd)2,106.8
1593,Lu2AgOs,94.6
1594,CuCN,5.3
1595,Br2O,10.2
1596,Li3Al(BO3)2,52.0
1597,NiAsSe,57.3
1598,FeCu2SnS4,57.7
1599,Zr2Ni,121.7
1600,BeFeRh2,226.2
1601,KBeCd,20.5
1602,KErTe2,16.4
1603,IrF3,44.0
1604,VAs,88.4
1605,CdAu,95.7
1606,Ca5As3,29.5
1607,SnO2,49.7
1608,SmHoRh2,99.7
1609,NaNO3,24.8
1610,ThGeO4,57.3
1611,Na6MnCl8,10.3
1612,PrMg2,28.9
1613,SbOF3,11.5
1614,Sm(SiRu)2,117.0
1615,Ce3Sn,48.8
1616,Ba2SrW,16.1
1617,Sm4Sb3,35.1
1618,GaBiO3,121.1
1619,Np(Al2Fe)4,51.2
1620,NaAlH4,11.3
1621,BeSeBr4,37.8
1622,KRb2CrF6,16.7
1623,LiGaGe,46.8
1624,Al2RuPt,158.7
1625,Na8N3O,20.1
1626,KTcO4,21.2
1627,BaReH9,21.1
1628,Tb(NiP)2,69.0
1629,CrAs,70.9
1630,BeNbRu2,158.7
1631,BaSrCa2,13.6
1632,Ba2ZrO4,56.6
1633,GaAg(PSe3)2,35.6
1634,BeV2Fe,144.9
1635,KSmF4,54.1
1636,BaTe,11.0
1637,TaTiBe,109.4
1638,Tm2ZnPt,72.1
1639,Th(FeGe)2,120.8
1640,LiNbWO6,129.0
1641,Ca2Co2O5,118.6
1642,VSiOs2,194.5
1643,Zn(PO3)2,47.3
1644,BaCaTe,22.1
1645,SrCuP,34.5
1646,Rb2Pd,10.1
1647,Ca(WN)2,98.5
1648,Si3N4,184.8
1649,LiAl,36.9
1650,Ba4CaRh,16.3
1651,Be2RuW,212.7
1652,LaS,23.7
1653,Er2Be2GeO7,127.7
1654,K3BS3,19.2
1655,Mn2F7,9.0
1656,NaRuO2,115.1
1657,YCd2,42.4
1658,NpAl2,24.9
1659,KTeF5,11.2
1660,ZnH4(ClO3)2,21.2
1661,AgCNO,22.1
1662,NbCu3S4,14.4
1663,SmAgPb,63.9
1664,TbBPd3,109.8
1665,SrBrF,29.2
1666,ScTaO4,151.6
1667,KCaCl3,7.6
1668,TbH2,63.6
1669,ScNbOs2,146.7
1670,HoCuSb2,54.6
1671,CaMnF5,12.2
1672,LuNi2,110.1
1673,Na4SnO3,24.2
1674,Ba2SnPb,27.7
1675,Si(CN2)2,107.1
1676,ErPbAu,59.2
1677,Tm2SeO2,52.9
1678,YbTlS2,32.0
1679,BeGa4W,70.1
1680,Na2TiGeO5,68.1
1681,Zn(GaSe2)2,29.9
1682,NdPb4F,88.9
1683,Mg(FeO2)2,61.6
1684,UGe3,79.4
1685,AlO,142.9
1686,Mg2FeH6,37.3
1687,USb,67.1
1688,NiTe2,42.6
1689,BaBiPb,28.0
1690,Sr(BeN)2,159.9
1691,KAg2PS4,52.2
1692,BeFe2Se,148.5
1693,KBi(PS3)2,16.4
1694,Sc2CuPt,97.6
1695,HfPt,172.9
1696,Ho(CoSi)2,97.7
1697,V3S4,51.7
1698,DyI3,10.6
1699,Hf3Pt,183.1
1700,NpSbTe,60.0
1701,Ca(As2Rh3)2,121.4
1702,PtO2,103.9
1703,YbSiAu,47.7
1704,KBe2Br,15.0
1705,TaB2,137.9
1706,LiBeNi2,60.8
1707,Ho6FeBi2,44.6
1708,ErHO2,82.6
1709,UInAu2,92.6
1710,TiN,95.2
1711,CaTiO3,100.8
1712,CuTeO4,32.9
1713,Na2CN2,25.1
1714,Al2PbO4,36.9
1715,NbTl3Se4,12.7
1716,Hf2Si,90.8
1717,NaFeO2,112.7
1718,SmIn,54.7
1719,TiBe2Br,22.2
1720,KCaO3,10.2
1721,Nd(GePd)2,59.9
1722,Ca2NF,46.5
1723,AlVNi,103.9
1724,K4BeAs2,11.1
1725,Ti2ZnTc,142.2
1726,TiCo2Ge,200.8
1727,Nd(SiRu)2,112.8
1728,LiPt,118.4
1729,Ti2N,204.3
1730,Pr2AlNO3,102.0
1731,Mn3(OF)2,78.9
1732,UIr2,193.6
1733,Yb4Mg3H4,26.9
1734,YCuS2,47.6
1735,RbC2I3N2,4.1
1736,KBa4Sb3O,12.7
1737,Cd3SiO5,77.9
1738,TbF3,117.1
1739,MnBe2Cd,165.0
1740,BaLi2Ca,5.2
1741,RbCa2Nb3,33.4
1742,Sc3SnC,42.0
1743,PbBr2,28.4
1744,YFeO3,165.1
1745,PmH,41.3
1746,RbAsF6,13.6
1747,Hf2CuSb3,75.4
1748,Na3SbS4,15.4
1749,Li2InAu,53.3
1750,HgPb2(ClO)2,37.4
1751,CaBeSi2,41.5
1752,YbPrCd2,36.6
1753,Ba4CaNb,10.0
1754,Ti3O2,91.5
1755,KCaBi,4.9
1756,LiDyS2,33.7
1757,MgBePb,41.0
1758,ZnSiP2,56.6
1759,SrHClO,33.5
1760,VOF3,4.6
1761,SbBr3,7.4
1762,Be2HgPd,102.0
1763,PrSb,36.5
1764,BeCo2Br,45.7
1765,Tl(FeSe)2,44.7
1766,Sr2FeBrO3,66.0
1767,BaNaV,14.3
1768,Lu2ZnPd,69.9
1769,BeOs2Cl,19.1
1770,TiBeZn,80.1
1771,TaBeFe4,149.0
1772,LiDyS2,32.6
1773,FePt3,171.6
1774,TiBeGa2,104.5
1775,Sm3Ir,48.8
1776,PrSnPt,60.9
1777,US3,10.9
1778,BeZnO2,140.1
1779,MgPd2,98.8
1780,K2SnSe3,7.1
1781,SrAl2,23.7
1782,Pm2MgAl,41.3
1783,RbF,10.9
1784,VGaNi2,183.4
1785,V(WO4)2,44.5
1786,CeSe,12.4
1787,KAuSe,4.7
1788,Ba2SrWO6,58.5
1789,ErAlO3,126.8
1790,CdCu2SnSe4,48.4
1791,MnTcOs,138.6
1792,MgB2,57.0
1793,Sc3InB,38.9
1794,ZrBe2Cu,104.9
1795,AgBr,31.1
1796,Pr(ZnP)3,47.1
1797,Ca(GaO2)2,90.5
1798,HoCo2,120.3
1799,Mn2SnS4,41.2
1800,VSnPd,110.7
1801,NbS3,18.0
1802,LiVS2,59.7
1803,Ti2BePb,100.4
1804,CrCdTe2,23.5
1805,ZrZnN2,127.4
1806,BaLi2Fe,31.4
1807,Pr3TlC,6.6
1808,BeNiPd2,223.9
1809,MgCoGe,53.8
1810,InAs,28.7
1811,Sb2S2O,7.9
1812,K2NiP2,18.4
1813,YZrBe2,38.4
1814,U3Si,128.2
1815,AlCrCo2,222.3
1816,Pm2AgGe,57.2
1817,TaTiBe2,211.0
1818,Er(MnSi)2,112.2
1819,Li2MnBe,89.2
1820,HoGa,40.9
1821,BaH4(IO)2,21.3
1822,NdSb,60.3
1823,LuAgPb,49.7
1824,Y(CoSi)2,90.8
1825,Ca2SnN2,35.0
1826,Ca(BH)2,82.0
1827,TmNiSb,51.0
1828,AlAsO4,19.3
1829,Na2UO4,39.7
1830,BeCrNi,227.2
1831,Be(GaPd)2,143.9
1832,Ba3PN,18.5
1833,Ti2NiIr,198.3
1834,LiBeNi,58.6
1835,BeCdTe,4.7
1836,Mn3SnC,115.5
1837,CoHg3,68.9
1838,V3Sn,131.3
1839,TaTcPb2,117.5
1840,NaEr3,32.3
1841,Na6MnS4,29.3
1842,CePRuO,99.2
1843,Tl2Pt(CN)4,15.0
1844,Li2H2Pt,50.5
1845,SmAgO2,61.5
1846,ZrBeCr2,187.7
1847,PrAu,65.2
1848,CrP4,81.7
1849,BeInW2,117.0
1850,Sb7Mo3,78.0
1851,NaBeCo4,110.7
1852,TiNbRe2,165.9
1853,TmCuSi,63.3
1854,BaTbO3,73.6
1855,BAsO4,43.9
1856,RbAgO2,22.2
1857,Mn2OF2,98.8
1858,Ba3P2,2.5
1859,PtCl2,28.8
1860,CuBr,48.6
1861,NaHoF4,29.3
1862,NaAuO2,21.1
1863,YV2O4,113.9
1864,MnSbPd,77.7
1865,Cu2GeSe4,31.2
1866,Sr2C(NCl)2,33.7
1867,Dy(GeRu)2,106.5
1868,CaHg,30.5
1869,NaLi2N,29.4
1870,Be2InTc,145.7
1871,Cr3GaN,118.4
1872,PrRh2,120.6
1873,Ca(BeAs)2,30.4
1874,TlNi,67.3
1875,NbV3,74.0
1876,KCdF3,33.1
1877,HfBeCu,80.8
1878,MgAl2O4,150.1
1879,PuSi2,106.8
1880,V3Sb,110.6
1881,PuGe3,52.8
1882,Co3Ni,159.5
1883,Ba4ZrSb,15.6
1884,Dy2TlCd,55.5
1885,BiAsO4,55.0
1886,TmInPt,89.9
1887,YZnAsO,37.3
1888,BeCoTe2,37.1
1889,MnCo3,115.3
1890,Mg(CoS2)2,86.2
1891,K2BeTl,43.7
1892,H2AuC4N,14.5
1893,K3SbS4,7.2
1894,TeAsRh,89.7
1895,SmO,57.0
1896,Er(CuSi)2,60.1
1897,NdY3,31.4
1898,Mg(AlSe2)2,33.2
1899,Na3Mg,8.7
1900,Zn(InS2)2,38.8
1901,MgV2O4,49.1
1902,HfAsPd,118.4
1903,Mg2H6Os,43.3
1904,CaPd,50.0
1905,MnBeCl2,103.6
1906,BaMgTe,19.0
1907,PrTiGe,61.8
1908,Sr3V2O8,52.5
1909,CeZnGa,32.8
1910,Be2ZnMo,222.4
1911,NaHS,24.9
1912,Sc2Co,86.7
1913,Ba2GeBi,40.3
1914,Li2BeTc,139.7
1915,Mg2Co3O8,91.0
1916,DyPS4,35.5
1917,KBaRu2,39.4
1918,ScCl3,18.2
1919,TiZnN2,117.3
1920,Ta2Se,105.8
1921,BeGa2Bi,85.1
1922,YBe2Ir,241.0
1923,ZrVF6,18.1
1924,MgBeCu2,122.5
1925,Zr(PS3)2,2.6
1926,HfSbRh,120.6
1927,HgSeO4,35.8
1928,IrF4,28.3
1929,Zr2BeCr,86.4
1930,Ba2CuF6,42.8
1931,UPb,77.2
1932,U(FeP)2,134.2
1933,MoW3S8,37.5
1934,NpSn3,50.9
1935,CrSe2,21.0
1936,Ca(CoO2)4,107.5
1937,ScGaCu2,92.3
1938,MnBeRh2,102.3
1939,Ba4NaBi,10.7
1940,KGeBr3,5.6
1941,TiGaPd2,158.4
1942,ZrTiTe4,14.6
1943,NdClO,52.9
1944,BaSiTe2,27.7
1945,HoInAg2,76.2
1946,K2Os(Cl2O)2,13.3
1947,Sr2BeOs,33.8
1948,ScPO4,43.6
1949,Li2TlBi,11.9
1950,P2Pd3S8,10.9
1951,CeCuSn,51.2
1952,ErInPd2,96.7
1953,Y6FeSb2,46.9
1954,Ta3B2,123.1
1955,Na2HfBe,28.3
1956,BaCa(CuO2)4,105.4
1957,K2Sn2O3,23.0
1958,LiAl2Au,0.0
1959,CrWO6,15.3
1960,BaTiSi2,42.5
1961,As2SO6,8.0
1962,PrTlTe2,15.8
1963,AlSCl3O2,6.4
1964,Al(IO3)3,21.1
1965,Fe2TeO6,165.7
1966,CaPb3,31.8
1967,SbPd,98.4
1968,Sr(NiAs)2,34.4
1969,HoIO,30.8
1970,U(BiO3)2,143.8
1971,CdSbS2Br,28.0
1972,HfBeZn,119.2
1973,Ba2SnS,34.5
1974,NdCuS2,56.1
1975,BaYPt2,73.9
1976,Sb2Te,23.8
1977,Np2InRh2,97.4
1978,Zr(NiP)2,90.2
1979,V4GaS8,56.2
1980,TaAsBr,102.1
1981,Be2HgRu,185.2
1982,TmP5,36.8
1983,CdAs2,35.1
1984,DyBi2BrO4,90.1
1985,CdRhF6,18.8
1986,Mn2P,136.1
1987,Bi2TeSe2,22.8
1988,Rb2O2,21.4
1989,ScP,36.3
1990,KZrS2,30.0
1991,AlFe2Ni,165.0
1992,BaTlTe,26.7
1993,TiSb,62.3
1994,BePbCl2,45.9
1995,NaLiS,7.7
1996,Cd2As3I,35.5
1997,K2Mg2Si2O7,66.9
