,pretty_comp,min_ir_mode
880,KBiO2,117.3815614
881,RbAlF4,85.52657525
882,Li(CN)2,175.0893009
883,BaSnF6,99.76128905
884,K2NiF6,135.9501078
885,SmTlSe2,44.7172141
886,SrS,185.6152613
887,SeBr,54.41396005
888,KCaBr3,11.3177227
889,TiMnO3,159.74023019999996
890,Ca(SbO3)2,112.8534652
891,Hg3(TeBr)2,40.005993
892,TlNO2,32.3342257
893,Li2V(CO3)2,108.837625
894,AcCl3,137.2306477
895,BaH4O3,103.430356
896,CaAlH5,95.00511215
897,RbLuSe2,112.8660715
898,Mo2SeS3,281.06773030000005
899,Lu3AlO6,98.2248212
900,NiP2,114.8416922
901,RbNdO2,138.9579776
902,BaBAsO5,64.9760718
903,Sm2CdS4,24.98365225
904,Cd2BiAsO6,56.4163274
905,ThSbRh,117.3819617
906,K2Se,127.783093
907,Ca2AlBiO5,72.9112374
908,TiBrN,89.17012945
909,HgB4O7,90.51967055
910,Al2CdTe4,51.1371558
911,Li2ZnGeO4,170.64511330000005
912,TlBSe3,28.67276255
913,BaP3,115.7063576
914,SrCuSeF,96.5110981
915,KI,84.88605515
916,NdTlTe2,44.05471635
917,Rb3BiSe3,64.07405435
918,MgSiN2,431.7142159
919,TiCdF6,114.1945688
920,Ce2Dy2O7,128.55714650000002
921,KAcTe2,71.64883985
922,Ba2BiAu,39.5002736
923,Ag2HgI4,38.94162775
924,Na2ZnSiO4,192.1548961
925,LiErO2,151.3845878
926,BNCl2,594.3205451
927,HBr,83.11196855
928,KUO3,119.314861
929,Ca4P2O,101.9233029
930,IOF3,43.209594
931,LuSBr,50.88199495
932,CaBr2,50.0069243
933,ZrIN,100.3972736
934,NdBrO,89.29589229999998
935,ZrS2,150.6254418
936,Th(TeI)2,59.03323520000001
937,KPrTe2,88.0270582
938,PbBrF,59.46381705
939,ScCl3,135.3305648
940,MgAgF3,72.82952990000003
941,KTmO2,206.8007821
942,ErBi2IO4,60.23340165
943,PrCuSO,102.0222523
944,BiTeI,60.2951325
945,Sr4P2O,54.67869235
946,Fe(HO)2,458.0075227
947,GeS,100.971027
948,SiS,63.61162325
949,SrAlGeH,118.4879811
950,BaS,149.9535727
951,TiZnF6,144.8262436
952,KBrO3,101.0943553
953,KInO2,214.4456693
954,Er2SeO2,135.4834746
955,BeSiN2,504.928905
956,Ca2Ge,159.9341605
957,AgBrO4,59.66838595
958,InBi2S4Cl,56.817728
959,KF,165.16193969999995
960,Rb4I2O,48.2011552
961,CdCl2,49.07502525
962,HoTlS2,44.4231338
963,TeO2,84.97930175
964,Rb2Hf2O5,108.3851322
965,BaNaP,128.2549621
966,BaBrCl,23.9694454
967,GeI2,78.4317963
968,SmTlS2,46.1215159
969,BaAl2O4,69.4096875
970,FeCl2,242.7489805
971,Sm3SiAgS7,53.3627347
972,YCuO2,122.9105246
973,Lu2CCl2,137.7117215
974,SbTeI,49.33945739999999
975,Nd3CuSnS7,45.8737921
976,BeCl2,479.6158881
977,GaP,346.3162383
978,YbO,260.9591144
979,Na4SnS4,92.30042715
980,BaSe3,57.96193315
981,RbHoO2,148.0033981
982,Rb3NbO8,42.56076975
983,CaF2,202.9915451
984,SbAsO5,125.9032202
985,MoW3(SeS)4,240.8728096
986,SbO2F,149.9928256
987,CF4,588.6199629
988,KCl,126.8303835
989,MnH4(ClO)2,103.175562
990,K2Te,110.472442
991,KTlO,92.85870615
992,B2AsP,735.7195426
993,BH3,371.9361752
994,Tl2O,140.8697664
995,ErSbPd,138.23888490000002
996,CdF2,219.6359631
997,Ca4Cl6O,90.9617915
998,ZnCl2,84.95348885
999,Zn3CdS4,253.1725564
1000,Li2GeF6,138.21997549999998
1001,ZnSeO4,107.4011071
1002,CaH2,226.0669103
1003,ZnCdS2,240.1166317
1004,Ni(PS3)2,95.1674933
1005,CuCl,60.10427045
1006,Te(HO2)2,126.3887628
1007,InI3,45.8165635
1008,AcClO,111.4874826
1009,SrCaO2,145.7503054
1010,HoTlO2,29.21843525
1011,KTeOF3,55.39545055
1012,KZnSb,86.0383977
1013,UTl2O4,44.40162305
1014,RbDyS2,122.9944332
1015,SmSnAu,122.6390556
1016,BaS2,85.32714225
1017,Li2H2SeO5,213.6949941
1018,FeSeCl7,69.33975255
1019,NaYS2,185.7095084
1020,Ca2IN,85.9752328
1021,ZnB2(CN)8,112.53237140000002
1022,SnC2(SN)2,61.2516772
1023,Sm2AlNO3,99.35715375
1024,PrSF,201.0049856
1025,Ba3BPO7,35.79972425
1026,BaLiH3,275.9701495
1027,CIN,142.942769
1028,RbNO2,85.06351049999998
1029,ZnGeP2,193.3455578
1030,Sr(NdS2)2,85.5378809
1031,Zn(InS2)2,128.3057875
1032,BiSeI,37.0944046
1033,ZnC2S2(OF)6,149.6032309
1034,Cu2HgI4,112.2792116
1035,SrHgO2,88.33407829999999
1036,Sr(ZnP)2,166.284334
1037,Al(IO3)3,130.60970559999998
1038,B2O3,292.2567887
1039,Ge2S3I2,170.89100280000005
1040,Sm2SO2,200.6915957
1041,RbSrCO3F,91.89775925
1042,B2S2O9,184.3055067
1043,LiAlSe2,109.738742
1044,RbN3,116.8309863
1045,Ba3Si6N4O9,88.0582071
1046,RbAuO2,68.9241115
1047,BiIO,49.4002878
1048,Ta2ZnO6,91.10042745
1049,LiAlO2,243.993269
1050,LuNiSb,154.8952423
1051,KHoO2,203.3319485
1052,PaTlO3,56.7557637
1053,Yb4As2O,60.3649007
1054,NaGe2N3,184.5487283
1055,TaCl4,88.31263425
1056,Ca2YSnO5,72.6899935
1057,Tl4SiS4,19.3066485
1058,ScCoTe,190.8316348
1059,Rb2PtCl6,71.3164404
1060,SrC2,152.9038137
1061,DyAgTe2,36.93142315
1062,Te4Mo2WSe2,191.0887967
1063,Na3VO4,166.2796983
1064,Sr(MgAs)2,112.8521979
1065,Pd(SeCl3)2,41.17374325
1066,Ca2Sn,146.4190063
1067,RbTa(GeO3)3,52.8310023
1068,Al2Si2H4O9,193.0174272
1069,K3ClO,18.8773673
1070,NdClO,109.0390923
1071,RbBiS2,53.6070568
1072,Rb2ThF6,121.936838
1073,BaAuO2,42.29170195
1074,RbTmO2,149.87910209999995
1075,BaCrF5,80.6546405
1076,SCl2O,261.694115
1077,SrH2O3,154.4505534
1078,Rb2H6Pt,89.66661090000002
1079,KLiSe,121.3559143
1080,K2CuP,95.0536364
1081,SrGaSiH,122.7130259
1082,LiScS2,225.4923565
1083,Na6MnTe4,94.79107185
1084,PI2,78.60318195
1085,BaHgO2,74.71363815
1086,Ca2MgSi2O7,70.33745115
1087,Yb4Sb2O,63.08455985
1088,Ca3AsCl3,132.6792398
1089,NaScO2,276.7851901
1090,Li4FeSi2O7,124.9114912
1091,CrBiO3,94.4333264
1092,K2S5,44.37994555
1093,K3BiTe3,92.5513859
1094,FeCl2,149.56761310000005
1095,ErNiSb,156.5123838
1096,LiCaAs,211.8595102
1097,DyTlO2,29.37464665
1098,H5CNO2,164.693539
1099,HgF2,191.5734055
1100,SrHCl,141.93453180000003
1101,AlN,189.7971178
1102,Sm2PbSe4,52.26748735
1103,Li4CO4,213.0269936
1104,W2Se3S,238.3850663
1105,Sr(MgSb)2,102.0713435
1106,NdZnPO,84.69932850000002
1107,BaCO3,152.0975775
1108,LuTlTe2,41.65218235
1109,TiMnO4,154.1645104
1110,ErBi2BrO4,72.47288499999998
1111,PHF2,87.60768195
1112,Na2NiO2,139.07617
1113,Tl3PO4,33.25331835
1114,DySI,35.22343625
1115,LiGaO2,197.8256968
1116,NbCu3S4,415.6124024
1117,Ba(BS2)2,62.40108495
1118,ZnSiP2,177.4155635
1119,Ag2HgSI2,23.9322268
1120,NaP,51.54319205
1121,ZnSbF5,47.46842235
1122,CaBiAsO6,68.5774716
1123,InGeCl3,30.93275865
1124,BeSiAs2,154.0227396
1125,KCaCl3,12.6045658
1126,S5N6,123.3110247
1127,Cd(GaSe2)2,61.1633664
1128,Li4MnSb2WO2,91.5795002
1129,PdI2,35.85315095
1130,ErClO,36.72245205
1131,SmClO,107.4459962
1132,Yb(SmS2)2,71.5087365
1133,BaNa2O2,52.2210975
1134,IrBr3,76.82969565
1135,Ba2CuClO2,107.0979889
1136,Cu3TeS3Cl,49.33755645
1137,Nd2SeO2,132.672203
1138,Li3Mn3OF7,120.3691545
1139,Zn(SbO3)2,45.35123095
1140,BAs,670.2074363
1141,Na4CO4,140.07863769999997
1142,Na2CeO3,180.330687
1143,SiPbO3,126.1167269
1144,Ca(PrTe2)2,64.92701395
1145,AgH,647.8843803
1146,Tl3VS4,81.80471525
1147,CrF3,196.5421553
1148,Ca2AsI,64.5916797
1149,Zn(InSe2)2,95.5942399
1150,K6HgS4,59.1661683
1151,HgC2(SN)2,27.65705495
1152,KAlSiO4,114.645194
1153,RbBr,83.2320619
1154,HfSO,129.9112899
1155,CdI2,81.03739845
1156,Si4P4Ru,192.6140256
1157,BCl2,89.86674425
1158,DySBr,42.347029600000006
1159,Dy3CuSnS7,74.0884257
1160,NaHoS2,120.5134933
1161,Nd3BWO9,83.28725615
1162,SrCuSF,66.44263805
1163,P2S7,118.4644693
1164,MgMnF4,124.3323351
1165,Hg3AsS4Cl,28.42830705
1166,Rb2MgF4,138.3542759
1167,Tm2SeO2,55.8455088
1168,LiCoO2,238.15895330000004
1169,CdCl2,149.5230909
1170,KrF2,213.1534568
1171,RbAgSe4,24.66299200000001
1172,Li2NiPO4F,59.6827598
1173,Ga(IO3)3,122.3615169
1174,Li2MnSi3O8,99.71826755
1175,Mo3(Se2S)2,278.1645128
1176,PrBi2BrO4,61.37073670000001
1177,Li2MnBr4,101.8004748
1178,Nb(PS4)2,77.6895587
1179,CaPtF6,173.99168569999995
1180,Ag3P,52.6719895
1181,Li2CrO4,61.2957659
1182,Bi2Te4Pb,45.6083261
1183,Ba2PCl,98.86564145
1184,Ca3PN,103.6037093
1185,PdBr2,232.9394782
1186,KCaSiHO4,95.51029795
1187,K2LiBO3,74.34452035
1188,InCl,57.98274355
1189,Li4CoO3F,109.9276697
1190,Th3Bi4,86.88892275
1191,LiN3,207.5526245
1192,CdSe,160.93606119999995
1193,TbBi5O9,47.50984305
1194,Pr2SO2,195.4947986
1195,ZnNiF6,170.1134476
1196,IBr,56.74569200000001
1197,SrHfO3,34.60639455
1198,S3(NCl)2,81.08102025
1199,S(IO3)2,69.83346595
1200,RbPbBr3,31.71274845
1201,ZrNiSn,220.0687794
1202,KTbS2,101.2408952
1203,LiTa2CuO6,80.18363845
1204,Rb2PbO3,68.4193259
1205,Li3BrO,166.8236368
1206,Tl2SnF6,48.43717315
1207,Ag6Mo2ClO7F3,101.5775301
1208,RuO2,530.0120736
1209,LiNi(CO3)2,159.1230885
1210,AgAuCl4,45.7760099
1211,PtO2,519.8504954
1212,Sr2SbAu,49.91164335
1213,NaSmO2,121.718162
1214,Li2BeSiO4,205.3782378
1215,InBr,47.81359485
1216,Mg5(HO3)2,303.9415282
1217,MgCl2O,84.3664955
1218,CaHfN2,129.4509932
1219,Y(HO)3,148.25138869999995
1220,NaLi3(H2N)4,172.61673190000005
1221,FeN3ClO3,102.1467145
1222,K2PtF6,112.9445107
1223,AlB3N4,462.9100727
1224,K2ZnF4,116.40824170000002
1225,Ca4Al6O3,96.797708
1226,PrBi2IO4,53.24290815
1227,NbBiO4,91.7041625
1228,RbTmS2,124.3990018
1229,PtI2,46.8514807
1230,K2PdF4,128.4025025
1231,SrF2,219.3426832
1232,LiCoO2,210.3140378
1233,LiVPO4,75.49035965
1234,Na2ThF6,48.64644439999999
1235,Ca(NdTe2)2,67.32407855
1236,MoWSe4,236.6428957
1237,NaMgF3,129.23471840000002
1238,YOF,263.6154752
1239,Lu2(CN2)3,58.0799588
1240,BaHI,71.84853965
1241,LiMgH3,244.2791119
1242,HfFeCl6,89.28271905
1243,H6CNF,124.8399888
1244,Ti(CuS)4,191.7480928
1245,CaHClO,150.9508044
1246,LiCl,194.7933814
1247,Ba2H6Ru,131.6517597
1248,LiSbO2,136.09848190000002
1249,SO3,262.9402044
1250,YbI2,95.84593235
1251,Sr(BiO2)2,64.04710755
1252,KAg2PS4,27.86035655
1253,AlCuO2,151.4305775
1254,NaGaO2,190.9769408
1255,NaTmO2,86.32477415
1256,Ho3CuSnS7,68.96403145
1257,PrIO,72.15292509999998
1258,ZnSiN2,242.6359907
1259,BaAl2(SiO4)2,90.63486145
1260,Tl2Sn(AsS3)2,42.66202035
1261,NaCdF3,125.4599653
1262,Mg2Sb2O5,63.71267375
1263,K2O,214.2607435
1264,HfTeSe4,83.8866557
1265,LiMn(PO3)3,113.61611299999998
1266,BiI3,50.2602509
1267,NaMgSb,86.42135575
1268,CaHBr,134.4755042
1269,VCu3Se4,126.9548457
1270,BaBeF4,30.49153815
1271,MgBi2O5,69.7098375
1272,KrF2,204.8316647
1273,NaLuO2,86.5450509
1274,AlN,439.77861280000013
1275,MnZnF6,161.5522691
1276,K4CO4,102.6235195
1277,KPrGeSe4,53.77977645
1278,LiHF2,270.0819735
1279,ErSCl,64.01855995
1280,AlAgS2,112.6577341
1281,BaSr2Mg(SiO4)2,74.53108025
1282,ErTlS2,44.1341894
1283,GaS,279.0385496
1284,HgN3,39.1476974
1285,MgO,385.9174957
1286,Al3BN4,432.3784145
1287,SnS2,68.1637982
1288,SBr,56.38547865
1289,Ba3NbGa3(SiO2)2,81.73581415
1290,VCu3Te4,87.0071485
1291,PtS2,296.83110810000005
1292,CaZnSO,196.5810414
1293,LiMn(CO3)2,104.153951
1294,InClO,73.78267290000002
1295,Ca2SiO4,228.36492540000003
1296,ZrSO,201.1482572
1297,ScCuS2,98.4731453
1298,Nd2SO2,197.4091886
1299,NaLuS2,121.0832781
1300,WSeS,240.7955376
1301,SrAuO2,59.89456565
1302,Mn(SbS2)2,13.8826045
1303,Na3ClO,76.32130825
1304,PrCl3,159.11375049999995
1305,MgTiSiO5,97.06807645
1306,CdBiO3,87.83692985
1307,BaHgS2,21.44508385
1308,Ca2BiAsO6,76.7852401
1309,KSnAs,95.54184705
1310,Bi2Se3,22.4576899
1311,Mn(AlTe2)2,179.16547130000004
1312,KInTe2,77.74762105
1313,RbSnF3,51.2130604
1314,NaSmSe2,107.3211338
1315,GaCuI4,58.80468765
1316,GeRu,123.3884301
1317,ErCuSe2,71.94412075
1318,BH3NF4,99.68418385
1319,K2Mg2Si2O7,137.7301306
1320,TeWSe,191.5694035
1321,HfZrO4,197.01625890000003
1322,TmTlO2,28.1482671
1323,AlTeI7,32.94289655
1324,K6MnSe4,89.90643075
1325,FeI2,84.88245335
1326,AuCN,223.32277230000003
1327,TiNCl,115.3964027
1328,ThI4,55.2882303
1329,BCl3,431.9760134
1330,ZnWO4,104.4800139
1331,Sr4I6O,49.0392407
1332,RbF,132.07720559999998
1333,Na3AlF6,104.3667907
1334,Li2AlVO4,226.112333
1335,Hf2SN2,167.7197847
1336,MgPdF6,201.7936131
1337,ThBrN,73.9514906
1338,CaCN2,253.6507287
1339,AgHgSI,20.5934249
1340,BaI2,35.7115802
1341,Na2Te,139.5298634
1342,K3TaF8,89.6917568
1343,CaMg2N2,183.0587503
1344,Y3GaO6,127.1076554
1345,Li6FeO5F,136.7900609
1346,RbI,69.78017265
1347,CaHI,120.15484740000002
1348,AlPS4,136.2305146
1349,CaF2,257.2858453
1350,NaS2,42.11287925
1351,P2Se5,16.25829175
1352,GaAgS2,152.7032135
1353,AlClO,161.42100349999996
1354,AgCl,73.77763705
1355,KZnAs,95.56705965
1356,DyZnPO,86.7147357
1357,Nb3SBr7,153.5665449
1358,Zn(CN)2,169.57491169999997
1359,Na6BeO4,177.2591186
1360,NaH,342.705834
1361,AlF3,233.3114308
1362,Ca(SmS2)2,88.0950255
1363,Mg(CO2)2,183.6277013
1364,AgI,63.7935475
1365,RbMgF3,152.7449343
1366,Sr2BrN,83.42205685
1367,HgBr2,80.96132709999998
1368,KTbGeS4,70.1164407
1369,CdPS3,100.2039436
1370,HgS,32.52728885
1371,LiSb3P2,78.65547475
1372,RbAuC2,31.19342225
1373,H4IN,128.05339469999998
1374,HgPb2(ClO)2,38.7861834
1375,K4CdP2,72.93645
1376,Nb3TeCl7,110.6982548
1377,NaNiIO6,170.41036259999996
1378,Dy5AgS8,39.1581026
1379,Ca(HO)2,188.1391559
1380,TlInS2,49.2964359
1381,Tl2SiF6,74.56176225
1382,YbMgSn,93.87948295
1383,Na5Li3Ti5O4,83.86227685
1384,AlHO2,243.7298374
1385,Na4CoO3,43.2105945
1386,AlAgTe2,115.9322038
1387,As2Ru,144.1117866
1388,NaRhO2,180.7559328
1389,NaClO3,71.80251665
1390,HfS3,204.5052682
1391,CuCN,187.4718224
1392,H2SeO3,89.93931385
1393,GaTe,169.868125
1394,KTa(GeO3)3,67.17927285
1395,Sr3PN,54.96343465
1396,KNdGeS4,70.35666075
1397,YOF,133.7527763
1398,TaTl(GeO3)3,34.95750335
1399,Na3ScF6,26.94690005
1400,Cd(InSe2)2,64.63126615
1401,BH6CN3F4,122.395067
1402,SrBiBrO2,64.715675
1403,KAsSe2,53.1024713
1404,SmH3(CO2)3,134.5170249
1405,H2SeO4,110.7197655
1406,Zr2SN2,179.55870119999997
1407,As2PbO6,85.24796935
1408,Ba3Ga2(GeO)4,90.14795145
1409,DyNiBi,130.2075046
1410,CaP,185.9242157
1411,Ca2PI,72.30876965
1412,YHSe,182.7908164
1413,ZrSiPt,202.6660157
1414,YAgTe2,106.4457963
1415,Ba2HfO4,112.1224332
1416,Na2PtO2,130.5528105
1417,VCu3S4,202.8979983
1418,CaNiF6,168.8674582
1419,Y2SO2,206.2865251
1420,BaClF,125.9873289
1421,RbIO3,85.3140357
1422,Nd5AgS8,30.12995745
1423,RbUO3,112.0664386
1424,Nd2PbSe4,49.75209695
1425,Rb2HgO2,75.73174695
1426,Ba3Ti2O7,130.1184267
1427,BaLiF3,141.4795711
1428,SrHBr,96.2449651
1429,Ga2TeSe2,42.4682902
1430,GaS,276.8248099
1431,RbAgO2,67.26925115
1432,KScO2,237.0699758
1433,BiSeBr,40.3464298
1434,NdSF,201.8244618
1435,BeSO4,491.3578228
1436,XeF2,179.5564
1437,Th2SeN2,123.7553134
1438,BeSiP2,248.329336
1439,PbI2,60.1349858
1440,Ge3As4,205.1223099
1441,Dy2TeO2,67.11177245
1442,NaN3,184.786347
1443,GaP,344.3264772
1444,HoNiSb,156.68567040000005
1445,TlGeF3,36.4384768
1446,BaO,220.834362
1447,SrTiN2,131.5446061
1448,SeOF2,100.4343254
1449,LuTlS2,43.3520652
1450,KH3F4,72.75979505
1451,Rb2ZrCl6,65.7643324
1452,GaBN2,336.8595456000001
1453,NaCN,121.8225142
1454,Li5CuSO2,223.5298758
1455,In2S3,69.16523199999999
1456,YN,435.56410660000006
1457,Na2PtSe2,59.304837600000006
1458,YCuO2,121.3544136
1459,MoWSeS3,242.0243517
1460,BaGaSiH,109.2733094
1461,SnHgF6,83.10756635
1462,TlInSe2,20.47006325
1463,RbCaH3,104.9859334
1464,FeSiW,247.7194979
1465,CaH2(BrO3)2,70.65250859999998
1466,K4HgAs2,67.7491243
1467,KHoS2,101.9892358
1468,P4S3,214.08458880000003
1469,MgTa2O6,71.9887764
1470,Li2TeO4,91.91903655
1471,Ca(MgAs)2,150.81537
1472,ScSbPd,164.5541693
1473,Rb2Te,86.535246
1474,AlSeBr7,39.65585135
1475,RbSrSiHO4,80.5079672
1476,AlPNCl5,66.7658329
1477,NaAlO2,201.271919
1478,Sr4Sb2O,19.5807855
1479,Rb3NaBe2F8,36.28163175
1480,K2Se3,65.7333169
1481,SnH4(NF)2,128.6184438
1482,TaCu3S4,239.53294
1483,TiGeO3,190.6967341
1484,Dy3BWO9,90.09179005
1485,LiAlSi,338.4591117
1486,NdTlSe2,45.13895820000001
1487,B4CCl6O,274.6608618
1488,NdTeCl,95.44880055
1489,RbErSe2,112.2200487
1490,AgBr,86.490557
1491,MgSiAs2,262.2186105
1492,WCl4O,127.8594311
1493,NaPrS2,104.3648897
1494,NaCaAs,177.2255685
1495,Na3BrO,91.9522198
1496,HgF,102.9708931
1497,Er2Be2GeO7,84.67334885
1498,LiSi2N3,260.6814756
1499,RbTlO2,137.5898939
1500,GaPO4,139.6069019
1501,Li2MnPO4F,54.1113755
1502,KLiZnS2,87.02872595
1503,Li2SnTeO6,84.66641205
1504,Hg3(SCl)2,24.6195036
1505,AsI3,64.52474625
1506,Li2CaHfF8,120.63818899999998
1507,NbCl2O,93.7556544
1508,Dy2PbS4,55.69886885
1509,TbCl2F,100.1704936
1510,NdSeF,147.34917109999995
1511,KF,197.5094387
1512,K3SbSe4,67.88462535
1513,AgCl,115.516963
1514,UO3,229.5276398
1515,LiCuF2,139.14473759999998
1516,BaBeSiO4,61.4998679
1517,Sr2CdAs2,65.29966685
1518,BAsO4,134.7513754
1519,PrBS3,94.063008
1520,RbCaSb,49.4605179
1521,TlN3,64.91460775
1522,Tl2O,140.6913439
1523,K2HgO2,98.6150829
1524,NaNdSe2,106.111029
1525,HfNCl,145.2040324
1526,TeOF2,50.733354
1527,SmIO,89.62328925
1528,ClF,70.6612463
1529,MoSBr,133.5321994
1530,BeGeAs2,140.8133382
1531,LiCrP2O7,61.0341018
1532,LuSF,130.6040361
1533,Mg(InTe2)2,145.6297785
1534,Mg(ReO4)2,275.62797850000004
1535,BH5CN2,75.01692305
1536,AlAsO4,192.6763567
1537,Na3Ca3AlAs4,81.04653635
1538,Li3NbO4,182.435839
1539,Te4W3Se2,190.7508945
1540,Pm2O3,208.5120373
1541,Li3Sb(PO4)2,65.1008675
1542,YAuO2,92.1229051
1543,RbClO3,88.11683640000004
1544,NaAgO2,141.5572433
1545,CdHClO,108.0156142
1546,CaGaBO4,92.71636835
1547,KErTe2,88.73721309999998
1548,TmBi2ClO4,99.1539522
1549,AcBrO,87.20608125
1550,KPrSiSe4,56.59811825
1551,ZnSnF6,136.405502
1552,TlClO3,62.5818753
1553,ZnTeMoO6,96.6470327
1554,UN2,302.3185504
1555,RbMgBO3,131.45862979999998
1556,U(BiO3)2,56.60378775
1557,KSbS2,58.4296669
1558,BCl(OF2)2,95.9788321
1559,BeSnP2,160.94553259999995
1560,Na3PO4,195.5713368
1561,BrO2F,53.2501451
1562,BrF3,78.4335305
1563,TbBS3,89.73761305
1564,CdP2,118.9341707
1565,ScZnMo3O8,157.2834358
1566,AgB(CN)4,85.99671020000002
1567,K2AgSb,60.37073695
1568,K2Se5,42.72124995
1569,Ca2Si,220.1857379
1570,HfBrN,103.5502159
1571,HgIBr,28.37788185
1572,TiS3,201.2328995
1573,BPS4,346.89652830000006
1574,HoSF,196.7825421
1575,Nb(SeCl)2,137.07173500000002
1576,BaAl4S7,44.49693735
1577,K2O2,104.787701
1578,LiMn5O3F5,135.9109215
1579,BiSbO3,77.77363405
1580,BaAlSiH,137.14026919999998
1581,NaDySe2,106.9032583
1582,Nd5AgSe8,19.35017025
1583,NdBrO2,81.63529725
1584,K2Pb2O3,83.365662
1585,SnO,249.0479617
1586,Ag5P(S2Cl)2,26.3239554
1587,LiMn3OF5,79.55455740000002
1588,HfSnPd,145.9136204
1589,GaSeBr7,20.87946785
1590,Ni(AsO3)2,178.8234004
1591,ThSO,172.69490430000005
1592,RbErO2,148.71715480000003
1593,Li2NbOF5,166.04851609999997
1594,RbPbCl3,32.8575539
1595,Yb4Cl6O,95.39103835
1596,KAuC2,54.0989693
1597,NaSrP,105.8388597
1598,UCdO4,90.64079775
1599,MoWS4,341.8884588
1600,NaC,239.2243191
1601,TlI,35.11755
1602,NaF,255.4829443
1603,LiI,149.619339
1604,U3H2,92.45150265
1605,BaZnSO,103.2728106
1606,YH3(CO2)3,150.7754167
1607,HCN,211.0919933
1608,H7NF4,57.15272875
1609,KPrS2,99.69385535
1610,K2PbO3,75.36716475
1611,Zr(MoO4)2,133.2317826
1612,NaZnAs,111.9583512
1613,Al2Te3,52.0471439
1614,Ca3AsN,96.8340595
1615,HoCuO2,109.3496142
1616,ZrFeTe,192.494766
1617,BiBrO,63.53118305
1618,KMgF3,159.83517769999997
1619,Ba7(ClF)2,80.05897615
1620,BaSe,83.12204025
1621,GeH3Cl,89.76035775
1622,Ag3SI,51.85794935
1623,Ga2HgS4,55.0956007
1624,Li3Sb,167.67659640000005
1625,FePb2(CN)6,94.09118875
1626,RbMnF3,109.5625539
1627,LiVF6,206.2797217
1628,AgClO3,31.3427969
1629,ZnPS3,100.4883191
1630,TeMo2Se3,229.8030775
1631,K2TiF6,114.6324876
1632,Li7BiO6,142.6857406
1633,YbGeO3,62.40662105
1634,Ba2H6Os,110.053566
1635,Fe(SiP)4,200.6542437
1636,LiNbS2,232.1458483
1637,Zn4P6N2O,152.1251913
1638,K6CdTe4,75.87335105
1639,Ba(MgP)2,103.4324571
1640,ZrSiO4,154.2485524
1641,Li3MnSi2O7,87.6449339
1642,NaNbSe2,134.7360343
1643,KMgBi,94.05010155
1644,LiH2N,224.9924067
1645,B4PbO7,82.38800675
1646,Na2ZnGeO4,203.4277631
1647,RbHoS2,123.4366542
1648,H4NF,274.3180905
1649,UCO5,203.5755703
1650,H3ClO,183.2237328
1651,RbNaO,83.8939927
1652,KErO2,205.46027880000003
1653,CuBi(WO4)2,44.32385085
1654,Na2H6Pt,135.53346619999996
1655,LiZnN,328.8891958
1656,Te8MoW3,188.4788924
1657,Si3NiP4,133.6148407
1658,SrC2,198.43386730000003
1659,MoF4,246.1701903
1660,MgTeH2O9,130.1281316
1661,BaMgO2,169.9378932
1662,KYS2,171.2024251
1663,LiCoP2O7,103.2074446
1664,ScNiP,243.6222169
1665,Sc4C3,151.2337791
1666,Te3MoWSe,190.1666358
1667,NaTbSe2,107.5168316
1668,SrCa3O4,149.6786686
1669,NaLi2Bi,122.80390459999998
1670,NaSb(PS3)2,57.42186325
1671,Li2MnP2HO8,62.8151252
1672,GeBi2O5,69.0312317
1673,WSe2,237.54538
1674,KBi(PS3)2,33.17487915
1675,CaZrSi2O7,81.70559905
1676,Nd3SiAgSe7,44.18651555
1677,LiCrS2,191.9340191
1678,KCN,120.9669866
1679,TlCd(NO2)3,44.4917014
1680,K3BrO,62.4876282
1681,RbH,449.7055404
1682,Li2Si2NiO6,102.0889523
1683,LiPF6,265.3312994
1684,NaBr,141.9271948
1685,KNaO,92.6825848
1686,YI3,58.16043235
1687,FeSi,222.7264076
1688,TaBi3O7,32.242713300000005
1689,Al2ZnSe4,81.050505
1690,Li8VO5F,151.2490868
1691,BiTeBr,71.6612127
1692,GaTeCl,75.743186
1693,Zr(MoO4)2,145.2427851
1694,KMgAs,102.9316068
1695,BaNa2(SiO3)2,53.29026515
1696,Ca4As2O,107.5998731
1697,GaI3,58.528983200000006
1698,NbBi3O7,34.5790809
1699,BiF5,113.6524312
1700,LiTbSe2,116.5676547
1701,KNdO2,183.6500125
1702,K3SbSe3,88.05770685
1703,BaLiP,115.2887155
1704,SNF,122.2600662
1705,Zn4B6SeO2,178.7920514
1706,YOF,227.4618074
1707,RbAs,39.4341739
1708,HIO3,77.37423445
1709,ClO3,47.7310536
1710,SrBe3O4,168.43437509999995
1711,Mo3WS8,367.7558194
1712,Li2PdO2,219.4355963
1713,Sm2PbS4,58.60725565
1714,Yb(PrS2)2,67.6712187
1715,CdGeP2,117.115195
1716,Ca2Pb,129.26396640000002
1717,HgBr,48.5279852
1718,MoH2Cl2O3,136.9680165
1719,Zn2W3O8,149.3060824
1720,LiNbWO6,55.29720145
1721,Nb3Sb2Te5,106.9396098
1722,TmH3(CO2)3,145.6663301
1723,Zn(GaTe2)2,95.30212725
1724,KLiBeF4,125.6806089
1725,MoBr3,113.812878
1726,TlIO3,50.69003235
1727,SrO2,160.70234440000004
1728,Si3H,474.520375
1729,RbScO2,182.9150118
