,pretty_comp,dfpt_piezo_max_dielectric_ioonic
883,Si4P4Ru,14.78059354
884,BeBr2,3.14863335
885,SbSBr,8.41110394
886,RbMgBO3,2.55407586
887,Li4WO5,4.16815608
888,Ba2HfS4,6.818488297000001
889,LiBF4,1.7349106630000002
890,YbBr2,3.32531603
891,YN,6.48088621
892,ScPS4,6.03060502
893,NdH3(CO2)3,3.044171607
894,Tl4SiS4,7.63879613
895,NdBr3,4.488976583
896,KBiO2,4.4816366
897,RbCuC2,3.65692092
898,KAuC2,4.09989218
899,SmIO,4.70855928
900,Rb2Hf2O5,3.817592603
901,ZrMnO3,5.38338981
902,NaS2,4.713694023
903,HgCN2,4.728964927
904,MoCl4O,4.469665997
905,LiB6C,7.245836363
906,TiF4,2.489472353
907,Mn(GaS2)2,6.464565357000001
908,NaSb(PS3)2,6.64707319
909,BC2N,5.57286705
910,Sm2CdS4,8.6469411
911,ZnS,5.98666143
912,KNbSe2,11.63356917
913,CaGeO3,4.53956438
914,ZrC,28.49636964
915,ZrS2,9.621695823
916,KBi2F7,2.999680373
917,BaAuO2,6.13895753
918,SbAsO3,4.696196617
919,CdSiP2,10.90090517
920,KHF2,1.91723798
921,Ba(MgAs)2,9.343512593
922,YAgSe2,9.756736003
923,Er2Be2GeO7,3.724513317
924,NaMnCrF6,2.58204944
925,LuTlTe2,9.937403407
926,Nd5AgSe8,10.43928333
927,NdIO,4.797484847
928,Zn2W3O8,7.99610706
929,SbSeI,11.17170613
930,RbBiO2,4.157808947
931,TmTlO2,6.5750283
932,Tm2O3,4.319584553
933,Na2PdS2,6.880578333
934,NaPH3NO3,2.49820372
935,Na2PdC2,6.95582713
936,NaCrS2,8.403605287000001
937,Ge2S3I2,4.83668416
938,Th2SeN2,8.011133687000001
939,Sr(Si3N4)2,4.540587067
940,KCN,2.33722304
941,H3ClO,2.577152397
942,KCl,2.62029833
943,K2LiBO3,2.573698437
944,CeZrO4,6.829005657000001
945,Li2CeAs2,15.35847075
946,Lu3AlO6,3.82576363
947,HfS2,8.57097316
948,SmSF,5.777281293
949,KAsSe2,5.8213407870000005
950,InI3,5.01150798
951,Ba2BiBr,8.97129642
952,NbCu3Se4,7.59545015
953,BeCN2,4.732275363
954,NaNO2,2.2660847530000003
955,SiAs2,12.633773800000002
956,NbOF3,2.763423167
957,TeOF2,3.511959533
958,Yb4Cl6O,3.3898787130000003
959,LiErS2,5.878659947
960,Li5GaO4,3.029516907
961,Li3SbS4,3.22045139
962,SrAl2O4,2.88495501
963,K2Te2Pt,7.210272783
964,TmTlTe2,9.973231613
965,K2S,3.151893
966,PrCuO2,4.72234869
967,Yb(ZnP)2,11.65003215
968,BaHBr,3.887139937
969,Lu2CCl2,7.157457137000001
970,HfBrN,5.656607417000001
971,Tl2O,13.10260743
972,FePH5CO4,3.993177843
973,Zn4(B2O)3,3.24543668
974,Li2BF5,1.88594437
975,CaTi2,2.334552287
976,MoO3,5.414534099999999
977,BaHgO2,3.62135301
978,Rb3NbO8,2.82995846
979,PbClF,3.896459437
980,CdPbF6,2.81202725
981,GaS,6.464935897
982,LiTeHO4,3.831145717
983,NiP2,23.19535352
984,AgBi(PSe3)2,10.72511295
985,InSe,8.198436847
986,RbCl,2.36673513
987,BaLiP,9.95066582
988,AlSiTe3,11.19042011
989,SrO,3.77703926
990,MgTlF3,3.09733372
991,Hg3(SF)2,5.79230521
992,SbSI,11.96283775
993,Li4CO4,2.654408773
994,NaBF4,1.783464973
995,YBi2ClO4,5.538380742999999
996,NaDySe2,6.127090742999999
997,Sb2S3,13.18901535
998,TbBi2BrO4,5.891394337
999,NaCN,2.230703127
1000,MgMnF6,2.732854887
1001,AlCuO2,5.369109837000001
1002,Y3CuSnS7,8.006059477
1003,HgSe,11.58683274
1004,TlHgF3,3.7572851
1005,Ba3Ti2O7,5.339729333
1006,Pr2PbS4,9.53239589
1007,CS2,3.447818547
1008,Sr2HN,5.54779068
1009,NdOF,3.6378615
1010,Na6BeO4,3.06547825
1011,SiS2,4.21460697
1012,RbH3O2,2.402546253
1013,P2Se5,8.56636245
1014,GaF3,2.359682447
1015,ScCl3,3.505301577
1016,Ba(NdSe2)2,8.86142799
1017,AlAgSe2,7.19316276
1018,Ga2PdI8,5.85410618
1019,Cd(HO)2,3.78965144
1020,SmOF,3.59971772
1021,BaTe,8.64169452
1022,V2Te2O7F2,7.0182810170000005
1023,MgMnF4,2.355816757
1024,SiH8,2.021429927
1025,GeH3Cl,2.89642663
1026,CaB4O7,3.137511007
1027,CaC2,3.98903485
1028,MgTa2O6,5.309295613
1029,RbLiSe,4.11810905
1030,P2S7,5.774895
1031,K4HgAs2,5.57307619
1032,AlAsO4,2.76021619
1033,Ba(InTe2)2,9.489363362999999
1034,BiAuO2,7.493210887
1035,K2PdCl4,2.862320127
1036,HgCl2,3.84434879
1037,Mg2SnO4,3.577449463
1038,AuI,7.025232103
1039,Hg(ClO3)2,3.093724093
1040,NbCoSn,26.00260799
1041,Mn(Sb2O)2,5.93879852
1042,NbFeSb,25.42971937
1043,ScBrO,4.830247873
1044,Li8MnO5F,3.374713103
1045,ThSbRh,21.36513045
1046,Li7SbO6,3.177694993
1047,Ca(ZnP)2,11.32945956
1048,Ga2HgTe4,13.87278348
1049,PCl3,3.06740395
1050,KHoO2,3.546397523
1051,HgI,9.29342515
1052,K2SmF5,2.19480869
1053,Zn(CN)2,2.23461885
1054,NaAgO2,6.016677737
1055,TbTlSe2,8.193844613
1056,DyClO,4.29532249
1057,VF5,2.45631484
1058,K2MnF6,2.417138813
1059,Ho3CuSnS7,8.05140582
1060,K2NaAlF6,1.98445593
1061,KYTe2,6.655112722999999
1062,PbO,6.71376636
1063,TbH3(CO2)3,3.08887759
1064,CuBS2,8.1136527
1065,Zn(GaSe2)2,8.12337347
1066,K2Se,3.35937968
1067,Na2MgSiO4,2.508801973
1068,CdBr2,4.209959253
1069,ZnSbF5,2.776353673
1070,YHSe,8.588023283
1071,SCl2O,3.064433863
1072,Te2Mo(WSe2)2,9.292707443
1073,Rb2NiO2,3.148958697
1074,NaPrS2,5.757198592999999
1075,CaS,5.02399202
1076,DyTlO2,6.415188807000001
1077,RbYS2,4.846096653
1078,P4S3,5.0331068430000006
1079,TmBi2ClO4,5.505870647
1080,BaTm2F8,2.528353677
1081,Na2ZnGeO4,3.079233467
1082,BaBrF,3.209423247
1083,S5N6,3.918355147
1084,LiTlPHO3,3.439365223
1085,NbCu3S4,6.52945245
1086,Ca2AlBiO5,4.513223483
1087,Be4TeO7,3.37528938
1088,ZrSiPt,16.83674774
1089,Ba2NCl,5.212028977
1090,HOF,2.2792868
1091,MgS,4.03510579
1092,Zn2GeS4,6.12640419
1093,NaHS,3.313440907
1094,HgB4O7,4.433059783
1095,TiCoSb,20.84330728
1096,Zn(HO)2,3.328746767
1097,Rb2LiAsO4,2.6936286330000003
1098,TlInS2,9.78180656
1099,RbLiCrO4,2.83532931
1100,MnTlF3,3.402408307
1101,ZrPdF6,2.920391037
1102,SrAuO2,6.33041057
1103,Rb3BiSe3,4.627596499999999
1104,KAlSiO4,2.44227007
1105,Cd3AsI3,6.6003350670000005
1106,Li2VBO4,4.28408832
1107,CdSO4,3.11288793
1108,CoSnC4Cl3O4,3.054812123
1109,SiBi2O5,4.935596803
1110,Al2ZnTe4,8.458571153
1111,CdBiS2Br,8.727483027
1112,ErTlS2,7.162908707000001
1113,RbAs,7.857416803
1114,LiYbAlF6,2.075002857
1115,Mo2H2O7,4.79667191
1116,Pd(Se3Br)2,9.647257397
1117,Li2GeF6,2.11819645
1118,Tl3PO4,4.547706333
1119,Yb(PrS2)2,7.71040122
1120,SrTiN2,8.789664193
1121,KYGeS4,4.949229897
1122,LiV(PO4)2,5.810572337000001
1123,YCuO2,4.754037753
1124,AuBrF6,2.99936634
1125,Na2ZnSiO4,2.755538067
1126,VCuO3,7.978062713
1127,Mo3W(SeS3)2,8.772429947000001
1128,LiCdBO3,3.34334062
1129,KPrTe2,6.838559787
1130,H4IN,2.999936227
1131,H4CN5Cl,2.797678333
1132,LuAgO2,4.977906687
1133,SnPSe3,11.33011274
1134,CaMgNiH4,7.30788765
1135,YbTe,6.83769841
1136,TbTlS2,7.1714311870000005
1137,TiTl2F6,3.221603343
1138,B2O3,2.978555703
1139,K3ClO,2.86731134
1140,Y2Be2GeO7,3.73558439
1141,RbInTe2,7.518719827000001
1142,Hf2SN2,8.601419647
1143,GaI3,4.804545227
1144,ZnPtF6,3.308754083
1145,MgSiO3,3.345037337
1146,NaLiS,3.864733273
1147,Rb2PbO3,3.81333074
1148,TmBi2BrO4,5.83522895
1149,Li3N,5.261724337
1150,NbI5,11.28309466
1151,BSb,11.50991212
1152,Lu2(CN2)3,3.803336103
1153,HgN3,5.075537477
1154,Ca(HoSe2)2,6.66935463
1155,KAlF4,1.94697786
1156,Ga2Te5,16.41229587
1157,K4CO4,2.800924
1158,HfNCl,5.14147907
1159,Li3NbO4,3.98825135
1160,GaTeI7,6.100781662999999
1161,Rb2HfF6,2.193356543
1162,KNa(BH4)2,2.31861607
1163,BaHI,4.465001977
1164,UF5,2.5980872930000003
1165,SmOF,3.485482367
1166,Yb4Sb2O,12.57996875
1167,ErTlSe2,8.165959027000001
1168,Na4SnS4,4.211244687
1169,Ca3CdO4,4.18935152
1170,K2ZnF4,2.1620679330000003
1171,ScAuO2,7.127606087
1172,Mg2H2O3,2.789277807
1173,Rb2BeF4,2.0502890330000003
1174,CdHClO,3.629137063
1175,IrI3,7.980620253
1176,LiGaS2,4.949683227
1177,ThSeO,8.23959974
1178,K2HgO2,3.144211247
1179,Ga2PbO4,4.1550099330000005
1180,K2PbO3,3.82379913
1181,AsCl3,3.34663626
1182,TbF3,2.688373803
1183,PbIBr,7.08978453
1184,Si3H,8.865613967
1185,KTmO2,3.51460878
1186,Li2MnPO4F,2.87344886
1187,Nb3Sb2Te5,23.92922043
1188,H(CO)2,3.221476483
1189,Rb2O2,2.721011487
1190,CuB(CN)4,3.16585326
1191,Ca3AsBr3,5.11587882
1192,Hg2P2S7,6.968589153
1193,HfZrO4,4.820879937
1194,Er2TeO2,6.53613755
1195,Mg(ReO4)2,2.829724127
1196,TaBe2Rh,26.72690859
1197,Sm2SO2,5.177842583
1198,B2S2O9,2.64838716
1199,CdS,6.225405652999999
1200,Na4CrO3,5.316702783
1201,Cu2WS4,6.05600327
1202,Ag3P,11.7318568
1203,LiTmO2,3.774766953
1204,RhBr3,7.116499042999999
1205,Rb2Se,3.42771859
1206,Ga2TeSe2,7.383686363
1207,TiZnF6,2.75757773
1208,LiGaSe2,5.94960906
1209,YbSe,4.51862745
1210,BiI,10.49325428
1211,SnC,14.936967999999998
1212,K4Au6S5,5.176654857
1213,RbCaCO3F,2.4190197
1214,TbCl3,3.793060943
1215,SmH3(CO2)3,3.06615325
1216,B2S3,6.2422107
1217,Mg(BeAs)2,10.64994668
1218,K4I2O,3.086305523
1219,Na6MnTe4,5.208869757
1220,RbSmTe2,6.714962132999999
1221,TlN3,4.618233773
1222,HgHOF,3.739341257
1223,Bi2Se3,19.07830371
1224,Mg2PN3,4.17638794
1225,SrHBr,3.88167207
1226,TbBi2ClO4,5.560074527
1227,W3(Se2S)2,7.968900397
1228,Zn2Sb2O5,5.285142583
1229,LiZnPS4,4.92872884
1230,MnTeMoO6,5.739078172999999
1231,NaSbS2,8.71401248
1232,Rb2ZrCl6,3.07677798
1233,LiSbTe2WO2,5.523881307000001
1234,Zr(MoO4)2,4.032452333
1235,KSbS2,5.93772488
1236,AgH,9.64968888
1237,CrBiO3,8.91848083
1238,HgPbF6,3.29222808
1239,MgI2,4.281446023
1240,Rb2Te,3.53506554
1241,AlF3,1.985452343
1242,ZnC2S2(OF)6,2.303534987
1243,MgGeN2,5.0242981
1244,YCl3,2.99068208
1245,BaAl2O4,2.978305113
1246,Nd2SO2,5.204087823
1247,BH6CN3F4,2.159206467
1248,Rb2GeF6,2.03472323
1249,Sm2PbS4,9.61101305
1250,NaNbS2,11.08822398
1251,TmBrO,3.551573137
1252,Ti3MnO8,7.202374477
1253,YbI2,3.882344967
1254,TmAg(PSe3)2,8.09603361
1255,Zn3CdS4,6.12953564
1256,NaAuO2,4.81572001
1257,LiInTe2,7.535370303
1258,MgO,3.13646554
1259,LuSBr,4.666972593000001
1260,K2Se5,8.744314117
1261,HgSeO4,4.666280947
1262,Ca2SnN2,9.463435132999999
1263,HS7N,4.38954115
1264,BaSr3O4,3.87112444
1265,AgNO2,4.277917923
1266,SrGaSiH,14.89345564
1267,Sr(MgAs)2,8.698236797
1268,TiSnO4,5.458058362999999
1269,ZnPdF6,3.97006505
1270,Pr3AgGeS7,7.707240763
1271,HfBrN,5.381573713
1272,Zn4B6SeO2,3.49370091
1273,BiSeCl,8.978106017
1274,SnS2,6.495116167000001
1275,LiYSe2,7.04018814
1276,VCu3S4,7.35364508
1277,Sr(BiO2)2,5.113583247
1278,K3AsSe3,4.23308677
1279,NaSrP,7.795955243
1280,Zn3(PS4)2,5.72190235
1281,LiZnP,10.29500982
1282,BNCl2,3.029971837
1283,SrAlSiH,12.81572615
1284,RbAcTe2,9.46944513
1285,NaLi3(H2N)4,2.6074954530000003
1286,SrC2,3.564572747
1287,WOF4,2.790979147
1288,Ca4P2O,7.37822877
1289,LiAlSe2,4.994684613
1290,Na2Se,3.88955967
1291,Nb3TeCl7,6.474632087000001
1292,InGaS3,6.833830122999999
1293,DyCl3,3.778714093
1294,KGeNO,3.605916123
1295,TiZnSiO5,4.210329467
1296,NdZnPO,8.781454207000001
1297,KUO3,4.85360008
1298,InPbCl3,3.98093476
1299,YTlTe2,9.870708853
1300,IO2F,4.4740572830000005
1301,Tb2YbS4,7.691085233
1302,Pr2SeO2,5.586058413
1303,FeN3ClO3,3.306977987
1304,RbI,3.27285892
1305,Rb2Pd3S4,6.740087963
1306,NdBi2BrO4,5.989099603
1307,RbDyS2,4.91514655
1308,MgSnP2,9.651641247
1309,SiSe2,5.354135857
1310,Zn(SbO3)2,5.061490377
1311,ErBi2IO4,6.528434937
1312,DyTlTe2,10.03350379
1313,BaHCl,3.557234973
1314,KNbS2,10.60841878
1315,Bi(BO2)3,3.601565093
1316,HoTlSe2,8.17175698
1317,RbLiS,3.8032374
1318,AlSbO4,4.055913353
1319,LiNbS2,12.14590994
1320,Na2GeO3,2.72928249
1321,P2Pd3S8,7.00999758
1322,TeWSe,7.963766872999999
1323,LiCaAlF6,2.037092537
1324,BH3OF4,1.91483972
1325,ErZnAsO,10.52470867
1326,RbHoO2,3.667531327
1327,YbB4O7,3.1646635
1328,SnB4O7,3.908768427
1329,Ba2SbAu,19.31389528
1330,Ge2N2O,4.5131675000000016
1331,Pr2AlNO3,5.988725982999999
1332,FePb2(CN)6,4.148659753
1333,Rb2O,3.57169857
1334,NaScS2,6.101168907000001
1335,KPH2SO3,2.756428133
1336,BaLiAs,10.60085664
1337,LiAgC2,4.477108673
1338,MoW2(SeS2)2,11.6326235
1339,KNdGeS4,4.97256986
1340,BaZnSO,5.1538884000000005
1341,LiVPO4,3.92619556
1342,NaGaO2,3.103227297
1343,KSrCO3F,2.32458429
1344,Mg2ZnAs2,10.36430517
1345,NaInS2,6.006897763
1346,GeSe2,8.564539457
1347,BaHfO3,4.56667104
1348,BaAlSiH,14.048609
1349,BaSe,5.40365908
1350,SbTeI,12.36913846
1351,Li3BePCO7,2.529259633
1352,ZrZnN2,8.71895127
1353,Li2Si3NiO8,2.953543767
1354,P4S5,5.44319607
1355,BaMgO2,3.599355367
1356,Li2GePbS4,7.49566594
1357,Sr7(HCl)2,3.794682527
1358,As2PbO6,4.544894867
1359,VO2F,3.868246753
1360,NbBr2O,6.100122193
1361,SrSiO3,3.89045814
1362,KErTe2,6.786003157000001
1363,RbHF2,1.975493923
1364,Cd(GaTe2)2,10.84544633
1365,BaI2,4.415781067
1366,Rb2SnO3,3.2438648530000003
1367,TiGeO3,6.05793818
1368,NaSrAs,8.766824027
1369,LiDySe2,6.890736717
1370,CS2NClO2,3.231822507
1371,AgI,7.59374071
1372,BaGa4S7,5.950987562999999
1373,Ca2AsI,6.34893784
1374,Ag3AsS3,8.6561179
1375,KAgC2,3.43573994
1376,FeSeCl7,4.361407667
1377,K2S5,4.579643607
1378,W2Se3S,8.67273329
1379,KSmS2,4.973099827
1380,CuSe2Cl,8.855096393
1381,As2SO6,3.499288613
1382,TlI3,7.195646983
1383,RbErO2,3.653221147
1384,BiIO,7.738503977000001
1385,Tl3VO4,5.509069313
1386,SmTlSe2,8.209223067
1387,Li2CrO4,3.072542063
1388,RbPbCl3,3.59957661
1389,Ga2TeS2,6.70343747
1390,NaDyS2,5.25303241
1391,K2Cu(ClF)2,3.802163987
1392,Al2Si2H4O9,2.558976697
1393,MgBr2,3.426303377
1394,KNaThF6,2.280223807
1395,Cd(InTe2)2,11.24894489
1396,SnICl,6.6793079
1397,Tl2Sn2S3,11.5155719
1398,K2NiO2,3.16333483
1399,BaBe2Si2O7,3.01152881
1400,KNdO2,3.698607587
1401,Sc2CCl2,7.974531722999999
1402,YCuO2,4.753989677
1403,Br2O,7.891385727
1404,KCrS2,7.67564055
1405,CoCuO2,14.09890864
1406,RbMgF3,2.18953957
1407,InBr,7.267744597
1408,MgAgF3,2.750155803
1409,InClO,3.770805017
1410,NaCdF3,2.298310017
1411,NdBrO2,4.530283537
1412,BaCaI4,4.121585883
1413,CuCN,3.864015753
1414,DyTlSe2,8.181083427
1415,Ba2CuBrO2,3.755054903
1416,Pr2PbSe4,11.4514996
1417,YbMgNiH4,7.39078959
1418,RbAlF4,2.0448979
1419,Li4TiS4,4.24185152
1420,MoSe2,7.597641723
1421,NdTlSe2,8.183766807000001
1422,BaB2F8,2.0506661630000003
1423,LiYF4,2.33502821
1424,AcBr3,4.010823923
1425,Au2O3,9.33395546
1426,Au7I,15.47714679
1427,BaLiH3,4.77165436
1428,GaBr3,3.594551267
1429,Na2SiO3,2.418392007
1430,BaCl2,2.91486447
1431,AgClO3,3.44698173
1432,H2O2,2.53851103
1433,Zn(InSe2)2,8.681952707
1434,K2SiF6,1.9223812
1435,KTbS2,4.940705597
1436,Sr2H6Ru,4.27056302
1437,KH8N3,2.58748808
1438,BCl(OF2)2,2.46935038
1439,HfTeSe4,16.22182312
1440,CaH2(BrO3)2,2.68116367
1441,CaH2(ClO3)2,2.522141367
1442,Rb2Zr2O5,4.053294413
1443,NaTlO2,5.452763093
1444,CaH2,5.171693143
1445,SrBe3O4,3.113931903
1446,ZnCoF4,3.049865193
1447,Er2SO2,5.055241647
1448,HgSO4,3.915941573
1449,NaCaAs,6.45697817
1450,ZnO,5.36638841
1451,SrB4O7,3.134615407
1452,Li2TiTeO6,4.64169213
1453,Rb2H6Pt,2.75327122
1454,ZnPS3,6.733708162999999
1455,Ag3SI,9.146209167
1456,PdBr2,6.98212031
1457,Hf(B2H3)2,2.66377168
1458,BiClO,6.05758263
1459,RbSrCO3F,2.39120777
1460,AlCuO2,5.369931003
1461,LiGaO2,3.70137593
1462,Tb3BWO9,4.413872403
1463,KBrO3,3.038847987
1464,BeSiAs2,10.84576131
1465,DyZnPO,8.523589422999999
1466,NaF,1.85064882
1467,Cd(GaSe2)2,7.962680257000001
1468,TeRhCl,11.77278309
1469,K2NiF6,2.45833877
1470,NaPrSe2,6.27296609
1471,SbIrS,16.84801963
1472,RhCl3,5.656723567
1473,TiCdF6,2.69228733
1474,LiAuF6,3.118271533
1475,IOF3,3.1359149
1476,CdPS3,6.191430487000001
1477,Cd(InSe2)2,8.12645541
1478,Li2TeO4,3.46220047
1479,Hg(BiS2)2,11.433943800000002
1480,Li3VO4,3.22439243
1481,BaTe,6.10212088
1482,BaAl4S7,4.990377827
1483,Ca2BrN,4.9581747730000005
1484,Y2Be2SiO7,3.55488679
1485,RbSmS2,4.943788113
1486,Sr2CdAs2,11.64520938
1487,LiAsF6,2.11078846
1488,BiSeBr,9.090722903
1489,KNiIO6,5.146532903
1490,RbV(CuS2)2,6.001818347
1491,KErS2,4.86845863
1492,LiH,4.29945379
1493,Li2CdGeO4,3.561255937
1494,NaLuS2,5.14125962
1495,Nd5AgS8,8.666515723
1496,KLiTe,4.472419907
1497,HgF,4.854067637
1498,Pd(SeCl3)2,4.80095655
1499,SnF2,3.50696811
1500,BaBeF4,2.246174217
1501,H6CNF,2.04976383
1502,Zn4P6N2O,4.37087307
1503,BaSi4O9,2.859174117
1504,Rb2PtS2,5.35222177
1505,BAsO4,3.343441183
1506,LiMnO2,5.111348523
1507,KCaSiHO4,2.78720269
1508,AgHgAsS3,9.818119063
1509,Ta(TeBr3)2,6.8156331
1510,BPS4,4.6838637
1511,K3BrO,3.10682847
1512,YBi2IO4,6.554243467
1513,K4CdP2,5.04438466
1514,Sm3CuSiS7,7.496793027000001
1515,GaP,10.64407226
1516,Er2O3,4.34724015
1517,MgPSe3,6.96864971
1518,TcS2,14.44022451
1519,Tl2SnF6,2.957935273
1520,PbCN2,6.099862577000001
1521,Ca3AsN,9.63664669
1522,Ge2N2O,4.226786983
1523,Li2NiPO4F,3.300119227
1524,K3IO,3.28260872
1525,KSmTe2,6.866996007000001
1526,SrBrF,3.206313003
1527,NaGe2N3,5.154575117
1528,KPrO2,3.719126447
1529,CaO,3.3231168230000003
1530,Ca2SiB2O7,3.11776237
1531,K2ReF6,2.344018203
1532,SiPbO3,5.78340971
1533,KInO2,3.90375063
1534,NaPN2,3.964878403
1535,Be2C,6.86635883
1536,Mg(BeN)2,4.585149967
1537,AgB(CN)4,2.5518402
1538,BrO2F,3.0017532000000005
1539,MgGeO3,3.995721947
1540,Cd(CN)2,2.326059097
1541,Li8TiMn3O2,6.59147882
1542,Dy5AgS8,8.622149452999999
1543,Mg(BeP)2,9.444260893
1544,IrBr3,6.20772133
1545,Sn(WO4)2,4.0200753030000005
1546,Cd2BiAsO6,4.707563527
1547,K2ErF5,2.1644012000000004
1548,CaZnSe2,5.60842846
1549,ScCoTe,18.35168512
1550,Mo3(Se2S)2,12.89299265
1551,AsI3,8.301542012999999
1552,Sr2SbAu,19.1489292
1553,KHoBeF6,2.186372127
1554,Tb3CuSiS7,7.55343638
1555,Dy2PbS4,9.56141918
1556,Na6ZnSe4,4.5273897000000005
1557,Li3CuF4,2.31760071
1558,Ba3Bi2F2,2.72363053
1559,Ho2SeO2,5.497449507000001
1560,HfFeCl6,4.29753243
1561,Pt(SCl3)2,4.735660467
1562,KGeBr3,5.768509
1563,BaO2,3.476200733
1564,KF,2.163854
1565,Ca(SbO3)2,4.74317135
1566,NaCrSe2,10.36962378
1567,KC2IN2,2.72744261
1568,Mg(InTe2)2,10.27739739
1569,KYS2,4.852979723
1570,Mg(HO)2,2.56698119
1571,GaAgS2,7.58032749
1572,Ca(NdTe2)2,11.77553224
1573,RbMnF3,2.48867316
1574,CClF3,2.055697867
1575,KZnF3,2.34186428
1576,CdSnF6,2.378128797
1577,Li3Sb,9.72421765
1578,Mg3NF3,2.76483264
1579,HoSI,5.00136485
1580,PtI2,11.29959723
1581,MoW3Se8,8.867031837
1582,KNdS2,4.979240507
1583,H8(NO2)3,2.711972627
1584,PrHSe,8.187665252999999
1585,TlCl,4.46801013
1586,NaSbO2,4.58474806
1587,NaNbSe2,12.35560627
1588,LiYMo3O8,6.504497337
1589,S2N,4.54918754
1590,LiHF2,1.919418223
1591,Tl2ZnI4,5.290836497
1592,AlF3,1.83202768
1593,AlTeI7,5.778937383
1594,BiSI,9.825160007000001
1595,Na2AgAs,11.61621014
1596,SmAgO2,4.827462857
1597,IBr,7.56956949
1598,LiSbO2,4.19864844
1599,Ca(MgBi)2,14.41278613
1600,GeS2,6.277847932999999
1601,ErTlTe2,9.984545207
1602,KrF2,3.01490943
1603,Ba(MgSb)2,10.44305828
1604,BiBrO,6.606239947000001
1605,UN2,22.18535933
1606,DyAgTe2,11.49581278
1607,YI3,4.491257577
1608,NdClO,4.313286117
1609,Ba2AsAu,19.78809115
1610,LiMn(CO3)2,3.283653423
1611,AlSCl7,3.443866157
1612,Y2TeO2,8.25606833
1613,K2MnF4,2.201016797
1614,NaH,2.98690747
1615,YBrO,3.938211977
1616,Rb4SnO3,3.68433838
1617,BaO,4.24817902
1618,SmTlTe2,10.07328567
1619,TiSiPd,22.20249236
1620,Sr4P2O,7.301497672999999
1621,NbBiO4,5.5970256670000005
1622,Pr4S3NCl3,5.728905543
1623,HoClO,4.287009943
1624,BiSBr,8.449493247000001
1625,RbTmS2,4.89461522
1626,CaZrSi2O7,3.3376720630000003
1627,SO3,2.5426836230000003
1628,ZrCoBi,21.11037397
1629,NaAlO2,2.911085973
1630,GaCl3,2.843904927
1631,Dy3CuSiS7,7.555508933
1632,S(IO3)2,5.256138453
1633,MgMoN2,11.72027316
1634,SrAl2B2O7,2.45536611
1635,Sr2IN,5.540392099999999
1636,Sr(ZnP)2,11.3034725
1637,LiErO2,3.730874697
1638,K2AgAs,7.109434837
1639,ZrBrN,5.741355727
1640,Rb2ZrF6,2.226765893
1641,Ca2SiO4,3.69385076
1642,CdBiClO2,4.78369359
1643,ZrS3,7.646433437000001
1644,Y2SeO2,6.479857423
1645,Sr2H3I,4.46510014
1646,Ag2HgI4,6.14112845
1647,PbCl4,4.044798193
1648,K6CdTe4,4.387190107
1649,AlSbI6,4.99312872
1650,KPrGeSe4,6.112234902999999
1651,Li4MnSi2O7,3.01773008
1652,Na2BeF4,1.77287126
1653,BaSiCl,4.33204617
1654,NaErSe2,6.07302446
1655,Sm2PbSe4,11.57302119
1656,TlBr,5.21533419
1657,BaZnCl2,5.58675402
1658,SrH2,4.56425501
1659,YBi2BrO4,5.867065622999999
1660,Mo3WSe8,9.364254413
1661,TiBrN,10.03219467
1662,Ba(H2O3)2,2.75614411
1663,Na3MoNO3,2.827460893
1664,HgBr2,5.673660472999999
1665,PtO2,8.551912703
1666,PrBr3,4.58620562
1667,SrCa(CO3)2,2.805508693
1668,TiSnPt,21.53474344
1669,TmTlSe2,8.167254273
1670,BiI3,6.73649144
1671,NaBr,2.8687759
1672,UCO5,3.588126193
1673,LiCrO2,5.211942307
1674,TaCu3Se4,7.12098474
1675,Bi3BrO4,6.623109697
1676,NaSmS2,5.356038253
1677,BeS,5.19121211
1678,As2Ru,23.92212224
1679,KI,3.30993035
1680,KAuSe2,8.660291127
1681,BaNaH3Pd,5.947915213
1682,NaDyO2,3.730626137
1683,ZnNiF6,5.07668691
1684,LiNbO3,5.5609318
1685,KTlO,5.030123227
1686,PdF4,5.383584127000001
1687,AgCl,5.04888021
1688,LiCrP2O7,3.569882723
1689,CoHgC4(SeN)4,6.040606307000001
1690,KBi(PS3)2,6.487534227
1691,Na2ThF6,2.351729007
1692,RbBaSiHO4,2.841619703
1693,ScCuS2,10.49454237
1694,Li2H2SeO5,2.37130798
1695,K3Ta3(BO)2,4.179402813
1696,MnH4(BrO)2,3.447319193
1697,LiTa2CuO6,6.85715908
1698,Al5CuS8,6.66182176
1699,Zn(GaS2)2,6.157897802999999
1700,Ga2S3,6.202506037000001
1701,ZnGeN2,6.119548413
1702,CdI2,5.408658653
1703,KCl,2.35583719
1704,SmTaO4,4.940051673
1705,KErO2,3.5277955430000003
1706,Li2NbOF5,2.65337172
1707,CaSnF4,2.98775465
1708,P4PtF2,2.39774632
1709,SNCl,3.889845987
1710,Zr3GeO8,5.15796778
1711,LiC,3.293063337
1712,K2PAu,6.870959567000001
1713,LiSb3P2,3.998343933
1714,KBaSiHO4,2.784301733
1715,Mg3(HO2)2,2.89365103
1716,NdBi2ClO4,5.6542017
1717,Na4S2O5,2.77726548
1718,Na2CN2,2.720554893
1719,RbTlO2,5.356253227
1720,LiHF2,1.98587806
1721,LiLuO2,3.715296893
1722,Ba2BiAu,18.87882148
