,pretty_comp,min_mode
2715,HoTlRh2,-0.031069
2716,HoSnPd2,-0.203156
2717,ThTeO,-0.048617
2718,Mn2Co2C,-141.250431
2719,TeAsOs,-0.10419
2720,MgPSe3,-0.054465
2721,CrTe2,-0.0368
2722,BaTaBr,-35.220286
2723,Th(SiPt)2,-0.050532
2724,GaCo,-0.113139
2725,PbCO3,-0.075491
2726,FePbO3,-148.572219
2727,Pb4SeBr6,-0.08457200000000001
2728,CrAgSe2,-0.094859
2729,RbMnP,-0.202498
2730,NaSO4,-0.07179400000000001
2731,MgBeNi2,-0.986981
2732,PrRh2,-0.016801
2733,BeGaMo2,-0.073134
2734,TaBeRu,-0.11707000000000001
2735,ZrSiTe,-0.027960000000000002
2736,NbCl3O,-123.180768
2737,PrTlTe2,-0.053644000000000004
2738,KNO3,-0.193529
2739,TlInS2,-0.098571
2740,Sc(AlC)3,-0.05995
2741,TiInPd2,-0.065375
2742,FeCuS2,-1.0705770000000001
2743,Mg(MoO2)4,-0.0565
2744,Mo3W(SeS3)2,-1.709454
2745,Li2CdPb,-29.218142999999998
2746,PrOF,-0.080112
2747,BeNbSi,-0.999583
2748,NbBi3O7,-0.046461
2749,TlCrTe2,-0.132854
2750,SbAsOs,-0.10569
2751,K3AuO,-0.078159
2752,KNdO2,-0.04365
2753,Li2CuO2,-0.17411500000000002
2754,YBe2Co,-0.16029300000000002
2755,Be2BiIr,-252.24427400000002
2756,CrNiAs,-0.10824500000000001
2757,BeZnP,-109.62739099999999
2758,Sm3Tm,-0.021892
2759,Cr3Ge,-0.085724
2760,BeNiRu2,-0.28753
2761,Hf3Te2,-0.012247
2762,MnI2,-0.555566
2763,PuMn2,-82.83410500000002
2764,Li2NiO2,-0.044565
2765,Sc2NiOs,-0.337902
2766,BeGa2Cl,-85.763398
2767,NdB2Rh3,-0.05369500000000002
2768,SrAl4,-0.07753600000000001
2769,TmNi,-0.46529499999999996
2770,BaNaBi,-52.49653299999999
2771,MoWSe3S,-0.291157
2772,LiZrSe2,-0.0133
2773,SmIn,-0.042495
2774,MnInRh2,-0.179546
2775,Zr3In,-0.11441
2776,LiF,-111.943925
2777,AlCr2,-0.089451
2778,BeCo2Rh,-0.200087
2779,HoZn2,-0.093954
2780,Tm(FeSi)2,-0.23870999999999998
2781,Na3As,-26.23945800000001
2782,SbTeO3,-0.020827000000000002
2783,BaTlIn,-40.869093
2784,Sm(SiOs)2,-0.033685
2785,CaMnF5,-0.10921099999999999
2786,BePtCl2,-351.378136
2787,HfMn2Be,-64.75472099999999
2788,AsOsBr,-159.026572
2789,ScNiBi,-0.138225
2790,FeAs2,-0.12873900000000002
2791,Be2NbBr,-111.272874
2792,YAl2,-0.05324299999999999
2793,Be2IrRh,-0.149701
2794,NaHg2IO2,-0.070988
2795,Sm2AlNO3,-0.032277999999999994
2796,Li4UO5,-0.092539
2797,Ba4LiBe,-113.021302
2798,LiH,-0.270052
2799,ErTlS2,-0.267944
2800,BeFe4Mo,-0.23036500000000001
2801,Sr2Co(ClO)2,-0.097956
2802,Ba2SrW,-23.575167999999998
2803,Mn4BeTe,-4.113367
2804,KBe2Br,-221.951404
2805,KUCuSe3,-1.3964020000000001
2806,Er2O3,-0.051849
2807,ZrVF6,-0.050109
2808,PbF4,-0.269027
2809,La2SO2,-10.897601
2810,BaVBr2,-74.558948
2811,Rb4NO,-0.059608
2812,HoTaO4,-166.257201
2813,KAlF4,-0.315132
2814,NaUBO5,-0.080988
2815,NaV(OF)2,-0.193671
2816,MnGa,-0.199613
2817,Na3ClO,-0.157694
2818,B2O3,-0.061292
2819,Cd2Ru(CN)6,-0.346833
2820,NdHO2,-0.027366
2821,Mn2F7,-0.189135
2822,BaRh2Br,-104.51885
2823,Fe3RhN,-0.028734
2824,TiZnN2,-0.047539
2825,TiBe2Nb,-0.151051
2826,LiInSe2,-0.21075300000000002
2827,VTe,-77.94167
2828,BaY2F8,-0.041632999999999996
2829,Li2MnOF3,-0.409142
2830,SiGeN2O,-0.048443
2831,BeCoPb2,-221.88720299999997
2832,Fe2Si,-0.046402
2833,CrCuS2,-1.8702310000000002
2834,BaNiO2,-0.42447399999999996
2835,Er2CdS4,-0.16733
2836,Y2BeBi,-26.890169
2837,Rb3Mn,-20.040349
2838,Li3SbO4,-0.046751
2839,TmSnAu,-0.05894
2840,TaBeCd,-1.15314
2841,Ba4CdSe,-74.24199200000002
2842,SiC2,-0.025021
2843,GaGeRu2,-0.253678
2844,KBeBr2,-231.68756299999998
2845,Sm2O3,-0.038932999999999995
2846,Th3Bi4,-0.044572
2847,VFeTe,-0.024239
2848,NaZnAs,-0.25482899999999997
2849,MnCdO3,-0.313808
2850,HfMo2,-0.041454000000000005
2851,NaBe2Cr,-0.221786
2852,RbSmS2,-0.069878
2853,NaNbS2,-0.077304
2854,BaHfS3,-80.499391
2855,Pt3Pb,-0.001998
2856,MgV2O4,-0.190365
2857,K3V,-0.8319129999999999
2858,MoC,-120.15832900000001
2859,UGeSe,-0.045736
2860,BeInW2,-0.13459200000000002
2861,BW2,-72.98263299999998
2862,Dy(CuSi)2,-0.21551700000000001
2863,FeAgS2,-1.004795
2864,SiH4,-0.205288
2865,CoTe,-0.025012
2866,TaCuN2,-0.812546
2867,NbPO5,-40.010609
2868,BaZnTe,-27.183909000000003
2869,Lu6FeSb2,-0.2295780000000001
2870,In2HgSe4,-0.07019700000000001
2871,MgSO4,-0.063907
2872,SrIn4,-20.838471
2873,Tm3AlN,-0.014731999999999999
2874,BaSiBi2,-125.32598700000001
2875,KZnAs,-0.903667
2876,Ca2BeMo,-149.873647
2877,Ba4CdBi,-62.120514
2878,MgTi2O5,-0.10878900000000001
2879,BeO,-53.208063
2880,CeCdAsO,-0.12871400000000002
2881,Cr(SiO3)2,-0.059251
2882,Rb2NaErF6,-38.031735
2883,Zn2SnSbO6,-329.480352
2884,Sr(CoP)2,-0.039070999999999995
2885,NbN,-276.683056
2886,K4BeP,-91.679629
2887,Ba2HgCl,-59.45542800000001
2888,NdSi2,-0.035345999999999995
2889,MgSiRh2,-0.040638
2890,AlVOs2,-0.104842
2891,Bi2Pb2Se5,-0.15644
2892,CoMoP,-0.024415
2893,NbFeF6,-0.07765
2894,MnBeSn2,-38.274692
2895,AgSe,-0.07663099999999999
2896,KP(HO)2,-0.35146900000000003
2897,CrCo,-135.729124
2898,Hf2Cu,-0.547079
2899,Ni2P,-0.41657
2900,AlIr,-0.0035340000000000002
2901,PbC2(SN)2,-0.13021
2902,LiCuAu2,-103.815087
2903,PmCl3,-70.19076899999999
2904,Tb2Ti2S2O5,-0.153639
2905,AlFe,-0.122824
2906,BaTiTe,-72.557573
2907,Yb(SiAu)2,-0.080526
2908,Mn3PtN,-133.537551
2909,ThSiTe,-169.31561399999995
2910,LaAlO3,-11.577849
2911,InN,-0.033562
2912,Dy2C,-0.022504
2913,AlCoF5,-0.225255
2914,LiNbWO6,-0.08921799999999999
2915,SrFeMoO5,-39.717796
2916,LiTi2As,-67.38623299999999
2917,Sm2PbSe4,-0.032312
2918,ZrAlW,-78.343799
2919,BaTiHg,-62.445021999999994
2920,Tl3SbSe3,-0.100004
2921,HfBeFe4,-0.4379770000000001
2922,TcB,-0.04095
2923,ScGaNi2,-0.19126600000000002
2924,P2Pt,-0.01516
2925,KSb,-0.07506
2926,YbAgGe,-0.259757
2927,TiBe2Os,-0.123596
2928,ErTlO2,-0.088675
2929,BeCoCu2,-0.647202
2930,Yb3Tc,-28.583194
2931,Ge2Mo,-0.027762000000000002
2932,MgSiN2,-0.12883499999999998
2933,Li3Co,-0.050574
2934,Ba2NaTa,-0.093667
2935,UCdO4,-0.042684
2936,ZnSiP2,-0.225282
2937,BeCo4Cu,-1.485239
2938,Cu2HgGeSe4,-0.682789
2939,NaHS,-0.30940100000000004
2940,Ti(CrSe2)2,-145.539016
2941,Tb3(CoGe2)2,-0.231721
2942,K2RbSb,-0.053204999999999995
2943,ErAlAg2,-0.038058
2944,NdCoO3,-87.482668
2945,Tm6ReO2,-0.403673
2946,LiNd2Os,-0.078055
2947,Cu3PS4,-0.9373030000000001
2948,SrBe2Zn,-105.307727
2949,BeSi2Rh,-115.277574
2950,As2Pt,-0.015509
2951,ClF,-0.207204
2952,TiBeOs4,-148.161922
2953,CoSbO4,-0.040371
2954,FeH3,-214.012665
2955,Fe2TeO6,-0.047498
2956,CClF3,-0.216125
2957,Sr2HfO4,-0.059289
2958,ScAsRu2,-152.97203100000004
2959,Li7SbO6,-0.050931
2960,PbO,-0.15701700000000002
2961,YHfBe2,-0.22328
2962,Sr2BeGa,-116.013071
2963,Be2HgRu,-191.096628
2964,InPS4,-0.12321300000000004
2965,HgF2,-0.169037
2966,ZrNiSn,-0.110275
2967,Sr2ZnCu2(SO)2,-0.605063
2968,MgFeF4,-0.11158900000000001
2969,UZn3,-0.07722000000000001
2970,YN,-0.0020800000000000003
2971,Li2Co(NiO3)2,-0.17884
2972,BaSO4,-148.3094
2973,Mg2NF,-0.373655
2974,Pu3Ge,-0.026461000000000002
2975,Na3Al,-0.48986
2976,Au2S,-0.023958
2977,Pr2Tl,-0.037089
2978,NaMgBe,-1.776666
2979,HoFe5,-129.852631
2980,NdPPd,-0.072909
2981,NiSnF6,-0.41029099999999996
2982,Nb3Al,-72.205062
2983,NaNdS2,-0.13021300000000002
2984,Mn(Sb2O)2,-0.027763
2985,RbSbBrF3,-0.33628
2986,ZnSiNiO5,-0.110944
2987,BaYAgSe3,-0.085495
2988,TiZnO3,-0.055246
2989,RbAuC2,-0.051948
2990,YBeZn,-0.209025
2991,LaBO3,-8.94556
2992,MgPd2,-0.10728299999999999
2993,K2MgH4,-0.130692
2994,ScBeGe,-1.520869
2995,BaCuCl2,-56.94165600000001
2996,Be2CrP,-0.18450899999999998
2997,Nd2Be2SiO7,-0.068118
2998,RbBr,-0.035572
2999,YbCd,-0.047261000000000004
3000,Be2SbPt,-204.571357
3001,RhO2,-0.011991
3002,Li4Fe2Cu3,-0.16118
3003,ThP,-0.022000000000000002
3004,RbClO2,-0.032626
3005,RbMgF3,-0.07537100000000001
3006,NiHO2,-0.505895
3007,Np(GePd)2,-0.083422
3008,TaGeAs,-122.030593
3009,Ag8S,-56.645304
3010,TbInAg2,-0.066441
3011,KPrTe2,-0.056313
3012,ScSbPd,-0.059317999999999996
3013,PrPb3,-0.058382
3014,NbCu3Te4,-0.17619200000000002
3015,Na4S2O5,-0.095193
3016,ErSbPt,-0.050045
3017,MgWO3,-0.13776300000000002
3018,LiMgP,-0.708861
3019,Er3GaC,-216.075454
3020,CdNi3N,-0.19626300000000002
3021,CeSmI4,-0.035488
3022,SrZr2Nb,-104.55866800000001
3023,CdGeO3,-170.307408
3024,KTeOF3,-0.163319
3025,AsOsAu,-110.843678
3026,BeS,-0.409567
3027,CdP4,-0.42012299999999997
3028,BeNb2Fe,-0.959324
3029,Ba4MgTi,-65.17534599999999
3030,ZrNi3,-0.068321
3031,CoTeO4,-0.078803
3032,NdY3,-0.0059310000000000005
3033,Y3Au2,-0.010526
3034,ScBeBr2,-123.559274
3035,Pb2Au,-0.165096
3036,KTlO2,-0.05583200000000002
3037,NbSbO4,-45.16608
3038,ZnCdPt2,-0.078573
3039,NbAlCo2,-0.025011000000000002
3040,UBC,-0.014996
3041,TmAl2Ni,-0.10600699999999999
3042,PuB2,-0.012267
3043,CS2,-0.079708
3044,KNaSO4,-16.254328
3045,Ca3BiAs,-115.059299
3046,BeOs2Cl,-48.636328000000006
3047,ZrBeNb,-0.23921599999999998
3048,NaDySe2,-0.26704
3049,Sr2TaBe,-140.4028
3050,KAcTe2,-0.050845
3051,TaGa3,-0.199493
3052,Dy(FeB)2,-0.073804
3053,Er3PbC,-206.515765
3054,Be2ZnFe,-0.963297
3055,Co2B,-0.010520999999999999
3056,TbGa,-0.133018
3057,CoAg3(CN)6,-0.059556
3058,Re2NiO8,-36.582429
3059,MnAlRh2,-35.225813
3060,BeZnSb2,-155.677941
3061,BaGa2Cl,-18.123206
3062,BeCr2Co,-90.806279
3063,ThNi5,-0.128755
3064,Na2CN2,-0.107884
3065,TaSiAs,-0.011032
3066,Cu2WS4,-1.6878380000000002
3067,AsOsPt2,-59.334635
3068,Bi4Te7Pb,-0.115676
3069,TaAsIr2,-76.429556
3070,Ba(MnGe)2,-52.197066
3071,CaInBr3,-0.43775600000000003
3072,PuPt2,-0.021618000000000002
3073,Co2SnAs,-103.667988
3074,Be2OsCl,-384.226937
3075,ZrTiBe2,-169.401082
3076,NaClO4,-0.27498
3077,PrAl3Ni2,-0.545946
3078,SnF2,-0.17211400000000002
3079,TaSe2,-0.029988
3080,K2NaVOF5,-22.824338
3081,Mg2BeCl,-126.44700800000001
3082,Ti2Sn,-0.144123
3083,ZnAg,-0.349965
3084,KMnRu,-68.216513
3085,LaPO4,-15.487465
3086,AlWF5,-100.153194
3087,SmBS3,-0.07711699999999999
3088,AlCrO3,-271.43523700000003
3089,YZn,-0.32956799999999997
3090,TiGaAs,-83.024394
3091,Li3Cr,-0.15197
3092,LiC,-0.094563
3093,LiPN2,-0.18499200000000002
3094,Ba2MgSb,-0.107966
3095,LaSb,-8.194066000000001
3096,BaGeF6,-43.105261999999996
3097,ErGa,-0.114683
3098,AlVNi,-94.638042
3099,PaCl4,-0.012158
3100,BeGeMo2,-0.868508
3101,BeGaO3,-408.30127400000003
3102,LiCuO,-0.054601
3103,URh3,-0.014363999999999997
3104,NaZr2CoF,-63.032177000000004
3105,NdI2,-0.027418
3106,Be2NiSe,-0.617351
3107,BePb2Br,-68.80399200000001
3108,UBrO2,-0.155643
3109,CrCdO4,-0.09574099999999999
3110,TlCoMo2,-41.918952000000004
3111,SrAgP,-0.055497000000000005
3112,BeVSi4,-153.041127
3113,LaBeRh2,-3.7836440000000002
3114,HfBeSi2,-0.9538129999999999
3115,BeCoPd2,-0.712858
3116,HoAg,-0.069921
3117,LiUAsO6,-0.06591799999999999
3118,Rb3As,-0.054949
3119,CoBr2,-0.017819
3120,Ca(HO)2,-0.215401
3121,Sm3GaC,-0.16676
3122,LiNbO2,-0.035489
3123,Nb4CrS8,-0.09758700000000001
3124,KAuF4,-0.036177
3125,LiFe3(OF3)2,-0.09535
3126,SrNiSn3,-0.4402680000000001
3127,Dy5Si3,-12.788861
3128,UCuAs2,-0.151635
3129,TaGaFe2,-0.161214
3130,TaMoN,-0.014695
3131,Mn2NiO6,-188.809424
3132,KAs4IO6,-0.058222
3133,Co3Se4,-0.062186
3134,LiCoO2,-0.050774
3135,Er(SiPt)2,-0.081262
3136,Zn(CoO2)2,-0.056930999999999995
3137,NaLuS2,-0.24317199999999997
3138,NaMnCl3,-0.6680729999999999
3139,Ba4TcTe,-77.132297
3140,BeGa4Tc,-164.552061
3141,NdCrO3,-0.096614
3142,PrMg2,-0.031822
3143,HfN,-0.009512
3144,Ca5P8,-0.077721
3145,CaTi2S5,-0.125318
3146,Nd(GePt)2,-54.72936
3147,Ca3GeO,-0.20630199999999999
3148,Ba2TiCl,-55.938938
3149,ScPRu,-0.133535
3150,CuSbS2,-1.6350360000000002
3151,Be2VRu,-0.261556
3152,CeCuSn,-46.06191
3153,TbAgTe2,-0.102099
3154,LuNi2B2C,-0.06795
3155,LiScSi,-95.66005
3156,Sr(NdS2)2,-0.021281
3157,SrBe2Ni,-0.329835
3158,Ca2Ti2O5,-0.093458
3159,Rb2LiAsO4,-0.049842000000000004
3160,U3Te4,-0.10460799999999999
3161,TaAsAu,-122.57773200000001
3162,U(BiO3)2,-0.01741
3163,Lu2MnS4,-0.648836
3164,MnFe2Si,-0.238262
3165,KMgF3,-0.368604
3166,AlSCl7,-0.12063900000000001
3167,AlFe3,-0.024963
3168,Rb2Se,-0.036245
3169,RuPbO3,-77.213335
3170,Te3SeO8,-0.04108
3171,MgCoF6,-0.127223
3172,SrHfN2,-0.06508
3173,BeVSe2,-242.964125
3174,Tl(CuS)2,-0.6913130000000001
3175,SmBi2BrO4,-0.016427
3176,PdAuO2,-0.02854
3177,NbIr3,-0.012027
3178,MoIr,-0.029387
3179,KBe2V,-223.924661
3180,Na2TiSiO5,-0.104947
3181,Te8MoW3,-0.613164
3182,Ba2SbBr,-0.070245
3183,BaCaHg,-56.71360600000001
3184,TlHgF3,-0.204188
3185,BeGa2Co,-0.939149
3186,NaTl2InF6,-42.10367
3187,KCaBr3,-0.264402
3188,KBaV4,-14.659032999999999
3189,ZnPd,-0.127711
3190,PaBr4,-0.092321
3191,HfScRh2,-0.015316
3192,HgCS(OF)3,-0.113783
3193,DyPb3,-0.058385
3194,KSmS2,-0.06376
3195,DyCuSeO,-0.27103499999999997
3196,NiCO3,-0.23993699999999998
3197,BePBr,-173.264456
3198,YSnF5,-143.956736
3199,KTaO3,-0.7330300000000001
3200,HoScRu2,-0.087614
3201,BaInTe,-44.623656
3202,Ba(ZnP)2,-0.2085
3203,K2ZnF4,-0.394801
3204,SnIrSe2,-103.482665
3205,LiZnPS4,-0.180488
3206,Li2PrAs2,-0.078775
3207,Ba2YNbO6,-84.78317
3208,Pr(SbOs2)2,-4.440251
3209,V2P4S3,-56.286106999999994
3210,B6As,-0.102424
3211,RbCeTe2,-0.188114
3212,ErAgSe2,-29.756644
3213,Li2FeNiO4,-0.083101
3214,Pd(Se3Br)2,-0.056163
3215,U(SiNi)2,-0.236202
3216,LiCl,-0.26543
3217,BeP2Os,-170.616266
3218,Cr2As,-0.059808000000000014
3219,NbS3,-0.144422
3220,BaNa2V,-0.675261
3221,Sr4CaMn2(SO3)2,-0.050305
3222,NiTe2,-0.308662
3223,RbBr,-0.006608
3224,V5SiB2,-0.138777
3225,KTlCl4,-0.177465
3226,KZnSb,-0.9530280000000001
3227,UCoAs2,-0.025883
3228,NpAsSe,-0.029789
3229,LuNiBi,-0.082492
3230,BeRu2Rh,-0.139301
3231,Sm2CdS4,-0.069413
3232,DyYZn2,-0.20040999999999998
3233,Be2CuRh,-0.565222
3234,LiBeSi,-1.7166419999999998
3235,BeVSi2,-1.245826
3236,Mn3RhN,-123.248453
3237,HoSi,-0.173342
3238,LiAl2Pt,-0.012889
3239,RbSrCO3F,-0.112265
3240,NaMnSe2,-0.336455
3241,GaSeBr7,-0.164632
3242,Cr3RhN,-130.04567
3243,NdGeRu,-0.283931
3244,Sm3Ti,-0.134116
3245,InAsPt5,-0.020006
3246,Hg3(ClO)2,-0.181091
3247,NbPSe,-0.067628
3248,Ag3SI,-60.386807999999995
3249,YBeCo2,-75.81512099999998
3250,Sc2AgIr,-0.010211
3251,ErFe2,-93.08148800000001
3252,VCoB3,-0.034677
3253,Sc2BeCl,-147.09831
3254,TcAsAu,-100.04960600000001
3255,ZrBeCr,-0.21204800000000001
3256,RbLiO,-0.030317
3257,Ca3P2,-124.57065800000001
3258,NaAg(CN)2,-0.11679300000000001
3259,TbAu,-0.02475
3260,TbBi2BrO4,-0.119121
3261,SrFeO2,-0.11184000000000001
3262,BaSiTe2,-165.11826499999995
3263,CaTlF3,-0.192602
3264,KCu4S3,-0.714766
3265,CeTe,-0.015871
3266,Na2Ti2O5,-59.095215
3267,VO2,-210.537748
3268,Nd(CoSi)2,-0.045101
3269,TiFe2Sn,-0.021519999999999997
3270,RbIO4,-0.031163
3271,HfMn2Be,-0.4491729999999999
3272,Ba2Ti3O8,-0.352175
3273,SrMnGe,-0.11682200000000001
3274,BaNbCl,-62.737857
3275,MgScCd2,-0.480857
3276,Ca2BeCr,-81.883196
3277,Na2GeO3,-0.061341
3278,Cd2SiO4,-0.048237
3279,NbP,-286.992452
3280,RbMnAs,-0.255139
3281,Sm(PRu)2,-0.056015999999999996
3282,Y2AlSi2,-0.07033099999999999
3283,Co3Bi,-0.050256
3284,Dy6FeTe2,-0.13297799999999999
3285,TiBeRh2,-0.47777
3286,Tl2Au4S3,-0.09858099999999999
3287,K2ZnTe2,-0.327763
3288,Mo2O5,-38.157920000000004
3289,UBN,-0.010385
3290,U3Se4,-0.05209
3291,Ca(MnAs)2,-0.09032000000000001
3292,DyTlTe2,-0.055888
3293,Li2MnSi3O8,-0.10906700000000001
3294,HfGaCo2,-0.151403
3295,Fe(NiSe2)2,-0.5551699999999999
3296,CaAlSiH,-0.078574
3297,CaBeBi2,-191.808789
3298,HoSiIr,-0.029485
3299,VCo3,-0.029460000000000007
3300,NaMnBe,-1.195401
3301,BeGaSb,-68.806083
3302,RbErSe2,-0.217158
3303,ScSbRu2,-0.126603
3304,Ca2GeO4,-157.551248
3305,Rb2TlInCl6,-59.748625
3306,ScCuS2,-1.186276
3307,ZrSeO,-0.027711000000000003
3308,MgBeZn,-1.211335
3309,USeO,-0.032947000000000004
3310,Be2FeSn,-0.355229
3311,FeSO4,-0.101101
3312,RuSe2,-0.016856
3313,Mo2AsPd,-116.031015
3314,Np(MnSi)2,-30.03091
3315,TbFeSi,-0.096085
3316,Ta2Ni,-0.251499
3317,Ti2Cu3,-1.0918889999999999
3318,BeSnCl,-311.578123
3319,KSc(MoO4)2,-0.064886
3320,ScAlO3,-0.14490899999999998
3321,KSn2Br5,-0.202769
3322,CaBeSi2,-2.150573
3323,NaCuO2,-0.364454
3324,KRb2FeF6,-17.858977
3325,DyAgSn,-0.079693
3326,UTl2O4,-9.564678
3327,Ca2TaSbO6,-159.560887
3328,NbBO4,-0.076772
3329,CdAsRu,-127.976074
3330,BeNb2Br,-96.556514
3331,K2BeCo,-119.884413
3332,CaZrGeO5,-0.08704400000000001
3333,Sr(GeRu)2,-0.14755
3334,SrC2,-0.023983
3335,Cr2O5,-32.680487
3336,TiBe2Cd,-0.119067
3337,MgNiPO5,-0.14441500000000002
3338,BiTeI,-0.006737000000000001
3339,KRb2ScF6,-74.17036800000002
3340,CaZnSO,-0.166631
3341,Mg(AlSi)2,-0.5321279999999999
3342,Ti2CrIr,-0.051899
3343,BeInFe2,-2.10513
3344,BeNbIn,-0.23161199999999998
3345,Rb(CO)2,-0.058739
3346,MnGeN2,-0.080225
3347,InTe,-0.572774
3348,Li2TiSiO5,-17.967201
3349,BaNaMo,-49.06632800000001
3350,NaPb3,-0.044251
3351,PH4I,-0.056935
3352,ErSbPd,-0.11581
3353,RbNiBr3,-0.588252
3354,KBaCl,-100.148184
3355,CaTl2O4,-62.644374
3356,Be2TcGe,-0.044443
3357,Ca(GeRu)2,-0.039169
3358,H5NO,-0.16223900000000002
3359,KCrCl3,-4.953399
3360,YAsRu,-45.262409999999996
3361,MoAs2,-0.020919999999999998
3362,RbCa2Nb3,-139.46281000000002
3363,Mn2BeW,-0.136778
3364,Ca(GeIr)2,-0.12474600000000001
3365,HoSe,-0.038911
3366,CaBeNb2,-0.298189
3367,Cr2FeSe4,-129.483794
3368,Ca2Ge,-0.31697800000000004
3369,Dy3Mn3Ga2Si,-151.19371999999996
3370,BeCoRh2,-0.713769
3371,NaInSe2,-0.196007
3372,N2O,-0.08634299999999999
3373,Ce(MnSi)2,-29.331996999999998
3374,CuTe2Cl,-0.213329
3375,Rb2S,-0.005749
3376,SmB6,-0.065305
3377,MgRh,-0.206173
3378,SbCl(OF3)2,-0.105807
3379,USb2Pd,-0.01951
3380,PrTeCl,-0.020331000000000002
3381,UFe2,-101.865835
3382,Sc2ZnOs,-0.06995
3383,RbF,-0.37825
3384,K5P2Au,-5.8047379999999995
3385,YClO,-193.00681699999998
3386,HfBe5,-0.08758400000000001
3387,YbP,-0.035431
3388,Ca(SbO3)2,-0.072561
3389,LuGa,-0.33224000000000004
3390,Tm2O3,-0.015597
3391,TaBeFe,-0.455276
3392,Dy(Al2Cr)4,-0.0951
3393,BaHf2Br,-84.320203
3394,Sr(AlH)2,-0.024556
3395,BePd4Se,-232.49340899999999
3396,PrP,-0.0008269999999999999
3397,VSi2As,-129.729067
3398,NdInAg2,-0.060269
3399,Tm2SiO5,-0.082583
3400,MgUO4,-0.095792
3401,Sc3InC,-0.040931999999999996
3402,HoI3,-24.924657999999997
3403,B2AsP,-0.028227
3404,Be2VTe,-0.621518
3405,CaN6,-0.120861
3406,MgB2,-0.672669
3407,NaVS2,-0.29827600000000004
3408,AcF3,-90.391974
3409,FeCl,-148.396249
3410,Fe2As,-0.070436
3411,Sm3Ho,-0.007587999999999998
3412,Mg(AlS2)2,-0.255723
3413,RbCS(OF)3,-0.23362399999999997
3414,Li2MoO3,-0.077517
3415,Mn2BeGa,-0.249319
3416,KZnF3,-0.247534
3417,BaNa2P,-7.5857100000000015
3418,YbSiAu,-0.01611
3419,Ba2MgZr,-33.461865
3420,TaZn2CuO6,-165.01275900000005
3421,KBi2F7,-0.142714
3422,NaBeBi2,-142.834729
3423,DyIr3,-0.008971
3424,LuNiC2,-0.071265
3425,Sc2AlOs,-0.061690999999999996
3426,Na2O,-0.164983
3427,YBiPd2,-22.788546
3428,Sr(CoGe)2,-0.084467
3429,Ba2HgBr,-36.655107
3430,CeO2,-0.10406800000000001
3431,K2GeF6,-0.09468700000000001
3432,TbCuS2,-0.251947
3433,ThTi2O6,-0.166078
3434,CaZrBe,-0.278307
3435,TbTl3,-0.081492
3436,SeCl,-0.076187
3437,Rb2Li2SiO4,-0.065333
3438,Sr5As3H,-0.026550999999999998
3439,USnAu2,-0.06310299999999999
3440,BaDyFe2O5,-0.098355
3441,BaReH9,-0.076593
3442,ScNiSb,-0.008483
3443,SiAs,-0.0165
3444,TiAl,-0.15482200000000002
3445,LiTiV2O6,-0.155501
3446,SmTe,-0.002938
3447,TiBe2Rh,-0.108544
3448,MgBeNi,-1.180841
3449,Na2CoS2,-0.124286
3450,MgNi2,-0.5551689999999999
3451,ZrBe2Si,-313.262538
3452,Si3F,-64.901099
3453,Te3MoWSe,-2.427739
3454,Ba2Mn2Sb2O,-0.10580099999999999
3455,Be2TlCd,-172.530981
3456,SrAu5,-0.029224
3457,ReAsW2,-124.10689599999999
3458,TbSbPt,-0.025516999999999998
3459,ErBi,-0.042635
3460,Zn(GaS2)2,-0.467624
3461,RbFeF3,-0.182365
3462,Ho2CdOs,-0.055367999999999994
3463,BeSbCl,-329.921962
3464,VPt,-0.111428
3465,BaVTe2,-79.997762
3466,K2BaGa,-0.377162
3467,BeV2Tc,-0.2301840000000001
3468,Na2CuF4,-0.786651
3469,Nd3AlC,-0.177294
3470,Na3Co2SbO6,-0.153962
3471,Ba(NO3)2,-0.047948000000000005
3472,MnBeFe2,-1.3075510000000001
3473,CuCN,-4.636939
3474,KTa2Be,-92.48928199999999
3475,Ba2TaTe,-22.634908
3476,CaMo2O5,-46.93628
3477,Li2AlNiO4,-0.094389
3478,BeCu2Tc,-0.32547600000000004
3479,KCrF3,-0.085925
3480,InP,-0.086278
3481,BeBiW2,-0.059477999999999996
3482,LiMnSbO4,-0.089295
3483,HfBePb2,-74.609654
3484,CaP3,-0.07257899999999999
3485,ZnAsAu,-0.046155
3486,InAs,-0.064172
3487,SmSiAg,-0.05945900000000001
3488,BeSbBr2,-237.14053700000002
3489,UAs2,-0.028968
3490,BaCaCr,-60.72975699999999
3491,Dy2OsPd,-0.07749400000000001
3492,BeCo2Te,-62.344085
3493,AlCrNi2,-55.10960600000001
3494,P2Rh,-0.021265
3495,RbSnF3,-0.45382700000000004
3496,NbCu3Se4,-0.038959
3497,TmCl3,-0.141011
3498,BeFe2Te,-59.348711
3499,MgMoF6,-0.34234499999999995
3500,Ca(DyS2)2,-0.049983
3501,Rb2S3,-0.050207999999999996
3502,AgClO2,-101.91194899999999
3503,Mg2TaBiO6,-156.732601
3504,ScBrO,-0.026902
3505,Hg3(SeCl)2,-0.017866999999999997
3506,TiZnO2,-0.077026
3507,Th(SiNi)2,-0.3940010000000001
3508,BaCdO2,-0.056021
3509,CaCdSi,-0.064067
3510,BeV2Pb,-0.766116
3511,CeZrO4,-0.059439
3512,Cr3Rh,-0.043054
