,pretty_comp,magmom_outcar
4866,Tm2AlZn,0.0
4867,UBN,3.0295151000000002
4868,Be2TlP,-0.0
4869,Nd3Ho,-0.0
4870,KSnO2,0.0
4871,Ca3Sn3Rh4,-0.0
4872,Pm2PtAu,-0.0
4873,SrAl4O7,0.0
4874,BaEr2CoO5,2.3447709999999997
4875,Sm5Sb3,0.0
4876,Li2Mn(BO3)2,6.000000099999999
4877,Ca2BeBr,-0.0
4878,LiTiP2O7,1.0
4879,LiMgAsO4,0.0
4880,NaRu3,0.30255240000000005
4881,LiBiO2,-0.0
4882,YNi2B2C,0.0
4883,TeAsRu,0.0
4884,Ba4OF6,0.0
4885,KSrBe2,-0.0
4886,AgHgAsS3,0.0
4887,ThH3,0.0
4888,Zn2CoIrO6,1.3818518
4889,Li2AgF5,-0.0
4890,BeSi2Rh,-0.0
4891,Zn2AsIr,-0.0
4892,BaPdS2,0.0
4893,TeMoWS3,0.0003342
4894,Ba4BiMo,3.3434609
4895,BrN3,0.0
4896,BeSnPb2,0.0
4897,Ba2GaSi,-0.0
4898,ThFe2SiC,0.0
4899,LiMoIO6,0.0
4900,BaSeO3,0.0
4901,LiAuS,-0.0
4902,TaTl(GeO3)3,0.0
4903,Pm2AgGe,-0.0
4904,Ce2CuGe6,1.1312145
4905,TmSi,2e-07
4906,BaTeSe,-0.0
4907,LuMgCd2,-0.0
4908,NdAs2,-0.0
4909,YBe2Sb,0.0
4910,LaF3,-0.0
4911,USeO,3.997403
4912,CeCuSO,1.9599561
4913,Tb3SnC,2e-07
4914,NaAuO2,-0.0
4915,NaBe2Tc,1.0155968
4916,BeInP,0.0
4917,Yb4Sb6Rh7,0.0
4918,Ce(SiAu)2,0.6953589
4919,Na2HgO2,0.0
4920,Tl3H,0.0
4921,CrBr2,3.9999997000000014
4922,Be2SbSe,-0.0
4923,AlVF5,3.0000001
4924,YHfRh2,-0.0
4925,GaP,-0.0
4926,CaCr(SiO3)2,8.0
4927,ZnCu2SnSe4,0.0
4928,DyCuSb2,0.0
4929,Li5Sn2,-0.0
4930,Hf2CoP,0.0
4931,Ca(MoO2)4,-0.0
4932,U2Si4W3,8.0388036
4933,Li6TeO6,-0.0
4934,KCoF3,2.9999217999999996
4935,MnBe2Cd,2.838006
4936,CdPOs2,-0.0
4937,Na2Cl,0.0
4938,BaSeBr,0.9732673000000001
4939,LiIr,0.0
4940,RbCO2,0.0
4941,K3NaP2(O3F)2,-0.0
4942,Li3Tl,-0.0
4943,SrZrBe2,-0.0
4944,Ca3MnO4,4.9999995
4945,Ti3TlC,-0.0
4946,KCaNb2O6F,0.0
4947,VBr2,2.9999997000000005
4948,Np(SiPt)2,7.6427270000000025
4949,Na2SnBAsO7,-0.0
4950,ZrBeCl2,-0.0
4951,Rb2Cd5As4,-0.0
4952,Pm2CuOs,0.0
4953,YBi2BrO4,-0.0
4954,Pr(NiGe)2,-0.0
4955,NaBe2Tc,0.0
4956,NdZnSbO,0.0
4957,VTeRu,0.9995543
4958,BeNiCl,0.0
4959,ThSe,-0.0
4960,BaBeV2,-0.0
4961,BaY2F8,-0.0
4962,CaBeMo,0.0
4963,La2InCu2,2e-07
4964,ZnPt3,-0.0
4965,Ce(FeP)2,-0.0
4966,Nd2V2O7,3.9999952000000003
4967,In2Si(AgSe3)2,-0.0
4968,V4S9Br4,7.9886252
4969,Sc5Cu5O3,0.0964438
4970,MgBe2Cl,0.0
4971,NiRuBr2,-0.0
4972,TaSbRu,0.0
4973,BeCuNi2,0.0
4974,ScBeMo4,0.0
4975,Tb2ZnNi2,-0.0
4976,Na4CO4,0.0
4977,CaBeHg,0.0
4978,Tl(NiS)2,-0.0
4979,Be2ZnSi,0.0
4980,Li3MnCo3O8,2.9901936
4981,CeCr2Si2C,0.017472900000000003
4982,LiAlSe2,0.0
4983,Ba2TlV,3.8972187999999996
4984,YSe,0.0
4985,Na6CoSe4,5.999999400000001
4986,NaMg2Cd,0.0
4987,Ca2MgHg,0.0
4988,MgSiRh2,0.0
4989,TiGa3,-0.0
4990,Sc2TcHg,-0.0
4991,Ti2AsP,1.7931202000000002
4992,Ba2TiOF6,0.0
4993,Ta4S9Br8,-0.0
4994,ErPd2,-0.0
4995,Yb2TlPb,-0.0
4996,ScBeV,-0.0
4997,TiNiO3,3.9997818
4998,HfCdRh2,-0.0
4999,HoAs,-0.0
5000,TaNi2,0.0
5001,CaAsH5O6,-0.0
5002,NaNb3,0.0
5003,Be2FeTc,2.0122782
5004,NaAg3O2,0.0
5005,Rb2Pt3S4,0.0
5006,Mg3TcH7,-0.0
5007,LiNd2Ir,0.0
5008,ErIn5Co,0.0
5009,PrZn,0.0
5010,PtO2,-0.0
5011,BaSr2Li,-0.0
5012,MoWSeS3,1.0300000000000001e-05
5013,Ti2AlN,0.0
5014,LiHo2Al,-0.0
5015,Ba4NaMo,3.261012
5016,UAsP,3.1561193
5017,Li2Ga,-0.0
5018,Ho3Mn3Ga2Si,6.911150599999999
5019,TiVTc2,0.0
5020,Cu2Te2Cl2O5,3.6524482000000003
5021,RbH2N,0.0
5022,K2BeTc,1.0920975
5023,MoN,-0.0
5024,CaVF6,1.0
5025,CdCuAs,-0.0
5026,LiBeCu4,0.0
5027,Sb3O7F,-0.0
5028,HfInPd2,-0.0
5029,RbCu3S2,-0.0
5030,Ba5Al5Sn,0.0
5031,TaNi3,-0.0
5032,Ca(NO3)2,-0.0
5033,MnFe,9.000000000000002e-07
5034,LiMgTl2,-0.0
5035,Tm2CuRu,-0.0
5036,RbIO4,0.0
5037,BePRh2,0.0
5038,Y(CrSi)2,1.1743065000000001
5039,TbIn5Rh,0.0
5040,PrAgHg2,0.0
5041,ZrTi2O,0.0
5042,InHgW2,-0.0
5043,AlP,-0.0
5044,Ba2In2O5,0.0
5045,YSeF,-0.0
5046,LiVCuO4,1.9591927
5047,MgBeSe,0.0
5048,TlPPd5,-0.0
5049,LiH3O2,0.0
5050,EuTl2Pd,-0.0
5051,CaSiSnO5,0.0
5052,Sr(GaH)2,0.0
5053,Tm3InC,0.0
5054,ZrGe2,0.0
5055,LiVTe3O2,-0.0
5056,CaLaAg2,1e-07
5057,Te2MoWSeS,0.0
5058,PrYTl2,-0.0
5059,Zr2Ag,-0.0
5060,NaCN,-0.0
5061,CrAg(PS3)2,5.9994228
5062,Sr(CuGe)2,-0.0
5063,U3Cu,0.9980601999999998
5064,Y5CuPb3,-0.0
5065,Dy2Ti2O7,0.0
5066,Hg(ClO3)2,0.0
5067,U2SN2,3.9284235
5068,Sm(ZnP)3,0.0
5069,BeGaTe2,0.0
5070,ThPb3,0.0
5071,HoMn2,1.8504705000000001
5072,Yb(FeSi)2,-0.0
5073,Ba2YCl7,-0.0
5074,NbGeAs,0.0
5075,Ge3B,-0.0
5076,InOF2,0.9999998999999999
5077,Li2VOF5,-0.0
5078,SrMgH4,-0.0
5079,TaNbTc2,0.0
5080,Mg(GaO2)2,-0.0
5081,ScGeAu,0.0
5082,ZnCrF6,2.0
5083,ZnSbO3,0.0
5084,NaSmS2,-0.0
5085,BaSr3O4,-0.0
5086,Ta2ReMo,5e-07
5087,Li6MgBr8,-0.0
5088,Sm2IrPd,0.0
5089,Sr3CuPtO6,1.9191232
5090,KBa4Mo,0.1159651
5091,GaC3,0.0
5092,BaCr4O8,9.9918773
5093,Sr2PbO4,0.0
5094,P2O5,0.0
5095,AuCl,-0.0
5096,BaTaCl,3.9999826
5097,AgClO4,0.0
5098,VTe,5.252537599999999
5099,Rb2NaVF6,2.0000002
5100,RbBiS2,0.0
5101,HoTiO3,3.967683
5102,ErPS4,0.0
5103,Ca2V2O5,7.1860372
5104,Cr3O8,3.9940788
5105,ScHO2,0.0
5106,AcYbHg2,0.0
5107,Ba3Zr2O7,-0.0
5108,InTeCl,0.0
5109,NaDyS2,-0.0
5110,LiHo2Rh,0.0
5111,BeGaRe2,0.0
5112,BaNaHg2,0.0
5113,Be2CoHg,0.2854253
5114,BaNiRh2,1.2620788
5115,Fe2CoGe,4.9061246
5116,Na3VSO3,-0.0
5117,BaNa2Pb,0.0
5118,HfBeGa4,0.0
5119,BAsPb,-0.0
5120,Ti2MoAu,0.0
5121,LiVCrO4,3.5805099
5122,LiBeGa,-0.0
5123,Tl2Ni3S2,0.0
5124,Ca(BeGe)2,-0.0
5125,TaP,-0.0
5126,Fe2B,7.7645149999999985
5127,Tb4Se3N2,0.0
5128,NaH2N,0.0
5129,Te2Mo3Se4,-0.0
5130,PaTlO3,-0.0
5131,K4CO4,0.0
5132,GePt3,0.0
5133,CoAsS,0.0
5134,NbPd2,0.0
5135,NaSbF4,0.0
5136,ZrBeGa,-0.0
5137,Sr4Zn3F4,-0.0
5138,PrBiO4,-0.0
5139,Rb3Re,3.6237527
5140,NiSeO3,7.9905822
5141,YScBe,-0.0
5142,BaNbSe4,3.6360959000000004
5143,Be2TlSe,0.0
5144,Li2GaPt,0.0
5145,RbUTe3Au,4.0001153
5146,TlHCO2,-0.0
5147,CaInBr3,0.0
5148,U3Ge,0.7404546999999999
5149,XeO3,-0.0
5150,HfGeTe,0.0
5151,Ba4ScPt,2.5111857000000004
5152,Ba2TlCo2O7,5.3524430999999995
5153,ScCoC2,-0.0
5154,LuNiBi,-0.0
5155,NaCr2O4,10.0
5156,Sr2AsAu,0.0
5157,BaOsO3,4e-07
5158,Ti2InN,0.0
5159,Ti2ZnS4,0.0
5160,SmCu,-0.0
5161,Ga2Pt,0.0
5162,Ga2RuPt,0.0
5163,HoBiPt,-0.0
5164,K3Nd,2.7727972000000003
5165,K2S,0.0
5166,UTl2O4,0.0
5167,Ca5Sc2(CoO)2,1.9978498
5168,KTl2MoF6,2.9978826
5169,UBrN,3.9999987
5170,CaB2Rh3,0.0
5171,YbInAu2,-0.0
5172,CrAuS2,2.9984297000000004
5173,BeCoBr2,1.5184932
5174,CdBiO3,0.0
5175,Li3Ti4O8,0.3135892
5176,NaC4N3,0.0
5177,BaLi2(MgSi)2,0.0
5178,Ag3Hg,-0.0
5179,Zr6BI2,0.0
5180,H4IN,0.0
5181,Ag3(AsO4)2,0.0
5182,Sr(CuO)2,-0.0
5183,ReH4NO4,-0.0
5184,Ti2Si,3.6417013999999996
5185,HoIn3,-0.0
5186,P2Se5,0.0
5187,ThAl,0.0
5188,LiNiP,-0.0
5189,TbYHg2,0.0
5190,Sm2Zr2O7,-0.0
5191,InCuS2,0.0
5192,PmDyCu2,-0.0
5193,Sr2NiMoO6,1.9968379
5194,Zr2TcPd,0.0
5195,Rb2FeCu(CN)6,0.9792821
5196,Tm2OsRh,-0.0
5197,Na2SrFe,2.5469345000000003
5198,ZnCoF6,0.9998832000000001
5199,NaNiIO6,-0.0
5200,BeNiBr2,0.0001976
5201,Li3NbO4,-0.0
5202,ScAlNi2,0.0
5203,CrBO3,6.0
5204,Be2HgSe,-0.0
5205,K(CoS)2,1.8306006000000001
5206,Pu(SiOs)2,4.9941384000000015
5207,BeInBr,-0.0
5208,BeZnP4,0.0
5209,NaSb,-0.0
5210,KNdTe4,-0.0
5211,SrLiTa2O6F,0.0
5212,SrLiSb,0.0
5213,SrBeHg,0.0
5214,Be2SiRh,0.0
5215,K6CoS4,6.0000039
5216,CeSn3,0.4834621
5217,Ba4CuPd,0.15539470000000002
5218,BaRh2Se,-0.0
5219,Nb2ReO8,1.9521785
5220,MgTe(PbO3)2,-0.0
5221,LiBeCd,0.0
5222,V(CrTe2)2,8.9706992
5223,Y(CoB)2,-0.0
5224,KTlO,0.0
5225,Ca2MnSbO6,8.0
5226,Ba4InRe,1.7800000000000002e-05
5227,UN2,0.0
5228,SrSi2,-0.0
5229,HfPd5,0.0
5230,Nb3Cl7,-0.0
5231,Sc2BeTc,0.0
5232,RbCeTe2,0.9946048000000001
5233,NaScBe,-0.0
5234,Zn4O9,0.0
5235,CuH,-0.0
5236,Ba4YMo,9.1e-06
5237,Be2InCl,0.0
5238,Li8Ni(O2F)2,-0.0
5239,BaTm2NiO5,1.1894036000000001
5240,Mg9Sn5,0.0
5241,PbSe,0.0
5242,PrDyMg2,0.0
5243,HoZnIn,-0.0
5244,YAlGeO5,0.0
5245,BaTlRu2,-0.0
5246,TaBe2Cd,0.0
5247,BaZn(SnO2)4,0.0
5248,ZnRe2As,0.0
5249,Ce3Sn,1.9803244999999998
5250,KBeCo4,6.231622
5251,Hf2BeBi,0.0
5252,DyClO,-0.0
5253,Ti3Sb,0.0
5254,NaLi3(H2N)4,0.0
5255,Li2AgAs,-0.0
5256,Ca6MnN5,3.9998991000000004
5257,CrSiRu2,2.0102879000000002
5258,BeSiTe,-0.0
5259,SmInCu2,0.0
5260,MgMn2Be,0.0
5261,Be2FeW,-0.0
5262,Ba4SiSn,-0.0
5263,Ag3PS4,0.0
5264,USi3,0.0
5265,BaHCl,0.0
5266,TlBi,0.0
5267,RbPr(MoO4)2,-0.0
5268,Yb3GeO,-0.0
5269,Ta5Sb4,0.0
5270,RbTlBr3,0.0
5271,Fe3PdN,8.0096392
5272,BN,0.0
5273,BeVRh2,-0.0
5274,K2PAuS4,0.0
5275,BaYCd,-0.0
5276,Eu(MnSb)2,6.4376718
5277,HoCuSi,0.0
5278,Sb2Se3,0.0
5279,KV(CuSe2)2,0.0
5280,LiRu2W,-0.0
5281,Li2VF6,1.9999999
5282,BeCuSb,-0.0
5283,Sr4MgCo2(SO3)2,5.1596095
5284,TiAlOs2,0.0
5285,ThRu2,-0.0
5286,In(IO3)3,0.0
5287,Ca3TiNiO6,4.0
5288,TiBe2Os,-0.0
5289,Yb2CuIr,0.0
5290,LiCaSb,-0.0
5291,Er(NiGe)2,0.0
5292,ScSiPt2,0.0
5293,K4BePd,-0.0
5294,YBPt3,0.0
5295,MgBeRe2,-0.0
5296,Tb3GaO6,0.0
5297,Ni3Se4,0.0
5298,Ti2InFe,1.0028711
5299,Sm2C3,0.0
5300,Lu2AgRu,0.0
5301,Li4UO5,-0.0
5302,NbPSe,-0.0
5303,BaSnW2,-0.0
5304,SiH,0.0
5305,BaZn(NiO2)4,0.0
5306,Li2Pd,-0.0
5307,PmBi3,-0.0
5308,Tc3Rh,-0.0
5309,Na5CrO4,5.7815419000000015
5310,TbFe2,6.3436922
5311,BaLi4Bi,0.0
5312,NdSb,-0.0
5313,VBiO4,0.0
5314,Ca3Fe2Cl2O5,6.8631134000000005
5315,Y(SiOs)2,-0.0
5316,Sr3HoRhO6,-0.0
5317,TiBeRe,0.0
5318,BaZr4Nb,0.0
5319,K2BaCdSb2,0.0
5320,BeRuPb2,0.0
5321,Rb3YF6,0.0
5322,LaVO3,1.7494212
5323,CdGe2O5,-0.0
5324,K(MoS)3,-0.0
5325,DyNi2,-0.0
5326,KTmI3,-0.0
5327,ScP,0.0
5328,LuSi2,0.0
5329,Ca3AlN3,-0.0
5330,Sr2MnO4,2.9998896
5331,BaHf2Ni,0.0
5332,NaHoO2,0.0
5333,Ca(BiO3)2,0.0
5334,K3CrO4,1.9999999
5335,Be2CoPt,-0.0
5336,ErSb2,0.0
5337,NbGaFe2,0.0
5338,TiTeOs,-0.0
5339,MnGaFe2,6.3994824999999995
5340,NaDyTl2,-0.0
5341,RbAc3,-0.0
5342,Ba2YCo3O7,6.4903236
5343,SmMgZn2,0.0
5344,YBeTe,0.0
5345,Ti5Se4,-0.0
5346,SmPuO3,4.7704011
5347,AgPb3,0.0
5348,PdF4,-0.0
5349,Be2ZnRu,0.0
5350,ScC,0.0
5351,Li7Si2Ni3O2,2.9999648
5352,KAu(CN)2,0.0
5353,P4Se5,0.0
5354,Tl2PdCl4,0.0
5355,BeBiOs,-0.0
5356,TbCdRh2,0.0
5357,TiBeMo,0.0
5358,Pr3Sn,0.0
5359,K3SbS4,-0.0
5360,Er2FeSi2,-0.0
5361,ZrGaAu,-0.0
5362,Th2SeN2,0.0
5363,Ba4InCo,4.3e-06
5364,Sr3As4,0.0
5365,AlPd,-0.0
5366,BaReN3,0.0
5367,SmYMg2,0.0
5368,KEuS2,0.0
5369,Ba4FeSi,0.3060894
5370,SnI4,-0.0
5371,BeInCo4,5.2408651
5372,BaCdPb,-0.0
5373,Fe3S4,2.4000847999999997
5374,KNb(CuSe2)2,0.0
5375,Ba4TlRu,0.7814823000000001
5376,CaMgTl2,-0.0
5377,Ca2YSbO5,0.0
5378,ThZnRh2,0.0
5379,Mg2Si,0.0
5380,HfRh,-0.0
5381,LiTiO2,0.0
5382,Na3ZnPCO7,0.0
5383,MnIr3,1e-07
5384,TaCu3S4,0.0
5385,Li4TeO5,0.0
5386,TmBr3,-0.0
5387,TbNbO4,-0.0
5388,Be2ZnRe,-0.0
5389,ScOF,-0.0
5390,Pm2ZnIr,0.0
5391,Na2MnCSO7,9.9999999
5392,Li2Mg2MnFe(P2O3)2,8.871332699999998
5393,NbCoSb,2e-07
5394,BAsO4,-0.0
5395,Mg4MnBe,3.7710972000000003
5396,Dy(GeRh)2,-0.0
5397,K2Sn,1.8719728
5398,BeCoIr,1.4215385
5399,NiI,-0.0
5400,PrTi2O6,1.944711
5401,ThS2,-0.0
5402,YBi2ClO4,-0.0
5403,Be2TcPd,0.0
5404,LiY2Ag,0.0
5405,BaTiSi2,-0.0
5406,YBe2Ru,0.0
5407,PrCdAg2,-0.0
5408,K3IO,0.0
5409,SrPS3,0.0
5410,KBeTe2,-0.0
5411,BaCdSb2,0.0
5412,LiBi3(IO2)2,0.0
5413,CaGe2O5,0.0
5414,KClO2,-0.0
5415,Li3VO4,-0.0
5416,PtI3,0.0
5417,RbBaO3,2.9999929
5418,La3Te4,4e-07
5419,Hf3(Cu2Ge)2,0.0
5420,NiB4O7,3.9551742999999995
5421,Zr2Ni2Sn,0.0
5422,SrCuH6O5,1.9974397000000002
5423,TiBeRh2,-0.0
5424,Yb(HoS2)2,-0.0
5425,ErNi4Au,-0.0
5426,BeZnOs,0.0
5427,BeBi2P,0.0
5428,KLi4CrO5,1.9999999
5429,NaClO2,0.0
5430,Ca2Ge,0.0
5431,Tl3Ru,1.6118472
5432,NaN3,-0.0
5433,Te2Mo3WS6,2.99e-05
5434,MnTc2Mo,-0.0
5435,SmBRh3,-0.0
5436,HfB2,-0.0
5437,Nd(NiSb)2,-0.0
5438,VMo,-0.0
5439,BaSnSb,0.0
5440,SrLi2Be,-0.0
5441,Sr(AlSe2)2,0.0
5442,Ba2VBr,5.5448379
5443,ZnCu2Ni,-0.0
5444,RbCdO3,2.39225
5445,Na2B2Se7,0.0
5446,SrBeMo4,0.0
5447,LaSc3(B2O)2,-0.0
5448,DyAl,0.0
5449,KBaRu2,2.0857183
5450,BeTe2Rh,-0.0
5451,ZrGeRu2,-0.0
5452,AgTe3I,-0.0
5453,MnBe2Os,-0.0
5454,Ba2NdNbO6,-0.0
5455,TiN,0.0
5456,Li2HN,-0.0
5457,KBeTc2,0.0
5458,SmIn2Rh,-0.0
5459,Ba2CaReO6,2.1e-05
5460,BeCu2Tc,0.0
5461,ThP,-0.0
5462,BaInBi,-0.0
5463,ZnSbF5,0.0
5464,Li4H6Ru,-0.0
5465,HoInCu2,-0.0
5466,DyVO4,0.0
5467,UOs2,3.5239732000000004
5468,NbTlBr4O,-0.0
5469,Na4W(NO)2,0.0
5470,B5H,0.0
5471,Sr2ZrBe,1.1036756
5472,BeAsBr,-0.0
5473,GaPt3C,0.0
5474,Zr2NiAs2,0.0
5475,Ba3CaI8,0.0
5476,YCo4B,6.6808217999999995
5477,NiSnH2(OF)6,2.0
5478,LaWN3,-0.0
5479,Ba4ZrNb,1.0732676
5480,Ta2FeAs,1.4367389
5481,Al2CoO4,6.000000099999999
5482,Be2FeP,-0.0
5483,KAs4BrO6,0.0
5484,VGe3,3.6028269
5485,PrBiO3,0.0
5486,KI(OF)2,0.0
5487,Sr2CdIn,-0.0
5488,CuI,-0.0
5489,V3Fe3(TeO3)2,3.0232278
5490,HgSe,-0.0
5491,PuSb,5.4346776
5492,CoCN2,-0.0
5493,InSnCl3,-0.0
5494,NaMgF3,0.0
5495,K3SrPCO7,-0.0
5496,Ba2TiSb,3.2710424
5497,LuRh2Pb,-0.0
5498,Rb2PdBr6,0.0
5499,NaIO4,-0.0
5500,Sr(AgSn)2,-0.0
5501,BeCo4Ru,7.635022699999999
5502,Li2HgAs,0.0
5503,NdFeAsO,0.0
5504,MnBe2Rh,2.8936585
5505,YP5,-0.0
5506,HoIr2,-0.0
5507,YbTe,0.0
5508,Ba4YTe,2.5937552000000004
5509,BaMgTi4O8,3.6766483999999995
5510,TiPtPb,-0.0
5511,NaAgF4,0.0
5512,TlCrTe2,3.0537023
5513,Lu2AgPt,-0.0
5514,Dy(FeGe)2,0.6043602
5515,Nd3Ag,-0.0
5516,BaCr2Te,9.5722
5517,Ba4CdP,0.0
5518,Be2CdSe,-0.0
5519,ThInAg2,0.0
5520,V2ZnO5,3.9997363
5521,Sr2CuC(NO)2,0.0
5522,TiSi2,0.0
5523,B6O,-0.0
5524,YHSe,0.0
5525,Zr2TlC,-0.0
5526,BeRhW,-0.0
5527,SrN2,0.0
5528,Ba4GaPd,3e-07
5529,TaBO4,-0.0
5530,NaHF2,-0.0
5531,Na2BHO3,0.0
5532,Zr2AlN,0.0
5533,ScTlSe2,0.0
5534,BaNa2Zr,-0.0
5535,Rb2O,0.0
5536,Ag5P(S2Cl)2,-0.0
5537,CdCN2,0.0
5538,Ho2TeO6,0.0
5539,ZnCu2GeTe4,0.0
5540,LiTbAu2,0.0
5541,Ba4MnW,3.2385774
5542,CaMg2Ni9,5.2e-06
5543,ZnGaAs,0.0
5544,Ba3NaRuO6,5.985483900000001
5545,Mn4BeRe,-0.0
5546,LiCaPb,-0.0
5547,K3AuSe2,0.0
5548,Na3NiO2,1.9933273
5549,Ti3SiC2,-0.0
5550,Sr2BeSi,0.0
5551,NbO2F,0.0
5552,Li2H2Pd,0.0
5553,Be2NiHg,0.0
5554,MnCrRe,3.285204
5555,Li2FeBr4,4.0000002
5556,Ca2AgGe,-0.0
5557,Nb4CrSe8,0.0934736
5558,CdBiS2Cl,-0.0
5559,BaIn2Te,-0.0
5560,TbAg,-0.0
5561,Li2BiAu,0.0
5562,Ag3Ge,0.0
5563,GaFe2Ni,4.5094122
5564,Ba2CdS3,0.0
5565,HgGeO3,0.0
5566,BaSn2Te,-0.0
5567,Ba4YTa,2.5127650000000004
5568,Pr2CdSe4,-0.0
5569,Zr3O,-0.0
5570,Ba4YV,4e-06
5571,Na2BePb,0.0
5572,Ho2AlSi2,-0.0
5573,BePOs,-0.0
5574,TmInRh2,0.0
5575,TaAs2,0.0
5576,AgPdO2,-0.0
5577,Rb3CrF7,4.0000236000000005
5578,LiZn2Pt,-0.0
5579,Li4Mn(OF)2,9.9698456
5580,ZrAlCo2,0.8645242
5581,NaSi,-0.0
5582,BeCuRu,-0.0
5583,Li2Mn2O9,8.0
5584,TiZnPd2,0.0
5585,Sr2HgPb,0.0
5586,HfBe2Os,-0.0
5587,ErHg2,0.0
5588,Be2SbW,-0.0
5589,ZrAs,0.0
5590,Pr3Te4,-0.0
5591,Ho(BRh)4,0.0
5592,TmHfCo2,0.6369526
5593,Ti3H2O7,-0.0
5594,MnBiAsO5,9.9999799
5595,DyTlS2,0.0
5596,NbTc2As,0.6199214
5597,PaTe3,-0.0
5598,TbGaO3,-0.0
5599,K2UTe3,4.0
5600,Ba4ZrV,0.0006882999999999999
5601,MnClO3,-0.0
5602,Hg2MoO4,0.0
5603,TlI,-0.0
5604,NaVAs,3.0000645
5605,LiTaRh2,-0.0
5606,Al2RuRh,-0.0
5607,HoMgAu2,-0.0
5608,ThB2C,-0.0
5609,ZnGaPd2,0.0030509
5610,KBe2Br,0.0
5611,CaThRh2,-0.0
5612,V2NiSe4,2.1691574
5613,RbHoO3,1.9999926
5614,SrCa2Be,0.0
5615,BaV4O8,5.9987416
5616,Ba3V2O8,0.0
5617,Sr2LiIr,-0.0
5618,RbFe2S3,-0.0
5619,CaIr2,0.0
5620,Dy2O3,5.6200000000000004e-05
5621,Mn3ZnN,4.2013615
5622,Ba(MnSn)2,7.253675500000001
5623,Lu(MnAl2)4,-0.0
5624,BeVCd4,3.7458346
5625,YBeCd2,0.0
5626,WS2,0.0
5627,TlBCl2,0.0
5628,Zn(RhO2)2,-0.0
5629,NaYSn,-0.0
5630,Ce3Br,9.000000000000002e-07
5631,Rb2Cr(BrCl)2,4.0000001
5632,AcOF,-0.0
5633,Na5InO4,0.0
5634,Ce4DyO9,0.9527017
5635,Ga2TeO6,-0.0
5636,Li3Fe3O8,6.9999677
5637,Hg2ClO,-0.0
5638,K2HfF6,0.0
5639,Si(O2F3)2,-0.0
5640,Sb7Mo3,-0.0
5641,BaLiIn,0.0
5642,Li2PrIn,0.0
5643,Mg3As2,-0.0
5644,ScNiBi,-0.0
5645,LiDy2Al,0.0
5646,ReTe3Br5,0.0
5647,Sr2TiO4,-0.0
5648,PaCdAu2,0.0
5649,CuSiH8(O2F3)2,1.9999699
5650,HfBe2Ru,-0.0
5651,Te4Mo3,0.0
5652,KSbF6,0.0
5653,ReRuCl2,-0.0
5654,Ti6Si2B,-0.0
5655,ZrGaNi2,0.0
5656,Lu2MgGe2,-0.0
5657,BeCrSb2,1.7165803
5658,Li2CaMg,-0.0
5659,Ge2Sb2Te5,0.0
5660,Hf2MnRh,-0.0
5661,Sr3P4,-0.0
5662,Li2CeAs2,0.0
5663,Nd(SiOs)2,-0.0
5664,Be2TlMo,-0.0
5665,Li2CoCuO4,1.2935564
5666,CeCrO3,3.7972778
5667,ZnC2(SN)2,-0.0
5668,VSe,4.8685640999999995
5669,K2FeCu(CN)6,0.9832892
5670,Li2TiTe3O2,-0.0
5671,Li2Mn3CoO8,5.813128099999999
5672,BeReBi,-0.0
5673,Y2ZnCu,3.3740538
5674,Mo2As3,0.0
5675,BaHf2As,0.4920325
5676,YbCdAg2,0.0
5677,FeGe,4.1023213
5678,Be2TlZn,-0.0
5679,BaNaLa,1.1e-06
5680,FeSbO4,4.4745202000000015
5681,TbAlCu2,-0.0
5682,Hf2SN2,0.0
5683,HfOs,0.0
5684,InAgTe2,0.0
5685,Y2AgIr,0.0
5686,Mg3Fe,2.2213067000000004
5687,LiVPO4F,4.0
5688,NpRh3,1.8000000000000001e-06
5689,Ca(SbO2)2,-0.0
5690,K5CuAs2,-0.0
5691,TiBe2Os,-0.0
5692,Sn3Pt2,0.0
5693,LiGa3,0.0
5694,Zn(SnO2)4,-0.0
5695,SrBiClO2,-0.0
5696,TmCuSi,-0.0
5697,Al2Si(O2F)2,0.0
5698,RbCuO2,0.0
5699,Yb(Fe2Ge)2,9.5219171
5700,CrPdO2,2.8540231
5701,CNCl,-0.0
5702,YbIn3,-0.0
5703,Be2FeBr,5.4299999999999985e-05
5704,LiUN2,1.999925
5705,Ag2Hg7(P4Br3)2,0.0
5706,Ba4PbW,3.6009837999999994
5707,NaSe2,0.0
5708,Be2CoCl,-0.0
5709,ThSe,0.0
5710,Sc5Pb3,0.0
5711,YBi,-0.0
5712,Tb4CdRh,0.0
5713,Rb2CuCl3,-0.0
5714,SmTlO2,-0.0
5715,ScAs,-0.0
5716,Li(SiRh)2,-0.0
5717,RbPO3,0.0
5718,Na2GeO3,0.0
5719,NaBeO3,2.9996847
5720,LiS,-0.0
5721,BePbSe2,-0.0
5722,ScCuS2,0.0
5723,BePBr,-0.0
5724,Ba4ScSe,2.9999412999999997
5725,Be2InSb,0.0
5726,BeCrHg,3.1672746
5727,MnAl,4.5637567
5728,BeCdCu2,-0.0
5729,YbBPd3,-0.0
5730,Na6CoO4,6.0514236
5731,MgRe2As,9.5e-06
5732,Ca2PI,0.0
5733,Mg2ZrBe,-0.0
5734,SrBeIn2,-0.0
5735,TlFeSe2,-0.0
5736,BeFeSe,1.6700113999999997
5737,Sr4Nb2O9,0.0
