,pretty_comp,n_em300k
2397,KAsO2,2.2603671996777366
2398,Sr2FeClO3,3.5523949483900763
2399,TmMgAu2,4.884406906150663
2400,Sm2AlZn,3.816466668276714
2401,Sr2ZnN2,0.6625473185031673
2402,Lu2MgOs,7.6157390215816925
2403,BeC2,0.8465097703960742
2404,NaCrS2,0.6589152109394508
2405,KAuS,0.8024957809322985
2406,PrNdTl2,3.6286397006224576
2407,Ti3AlC2,3.4210131242619
2408,UCl3,5.5499209565158045
2409,URh3,3.609748514741952
2410,V2ZnN2,6.507027246470687
2411,ErPd,5.095507717223338
2412,Be2Si,3.971725272347544
2413,VCu3Se4,1.73397018727104
2414,NaYbS2,4.406333939207341
2415,ZrVGe,6.620515194135141
2416,Mn3(SiTe3)2,3.1927024755721765
2417,AuBrO2,4.18401354873609
2418,FePbO3,8.305327461200385
2419,LiDy3,7.486678837485617
2420,BeCl2,0.42153037064012383
2421,Cu2SnS3,0.0005378256583124492
2422,MgFeF6,4.100562556065181
2423,MnCuPd2,6.033231998920081
2424,Nb3Ga2,4.948816015899934
2425,Sr2Mn2O5,2.2539022285391184
2426,Cd2Os2O7,4.6683328441702345
2427,As2SO6,2.788466610543241
2428,Sm(GeRh)2,4.5442682079567245
2429,BiMoRh,7.603147451590392
2430,Al2S3,4.403586403968174
2431,Lu2NiIr,5.739489037604287
2432,Pr2Au,4.663673806012292
2433,Ce2TeO2,4.645013058098531
2434,Ni2Ge,6.356676809898148
2435,PuSi,4.7389096523883465
2436,BaYCuTe3,0.6162557053182205
2437,Ho(SiPt)2,5.150940417479586
2438,Ti2VTe4,4.744819657681614
2439,Ca(YbS2)2,7.134646252222433
2440,CeGeAu,3.5676112476629385
2441,Cr3O8,4.414559299751604
2442,TmPaO4,2.9200645582042037
2443,CdSO4,0.4341135407013402
2444,MgCdAu2,4.498903282353057
2445,NdTlTe2,2.3239645799099944
2446,MgH2SeO5,0.6585428001439836
2447,K2ReBr6,1.4061129395126766
2448,Ca2Mo3O8,0.5078166753732519
2449,KCuO,1.6941528946025368
2450,ZnSiAs2,0.08649128983202165
2451,ZnBSe2,5.057687905947967
2452,ScBi3,5.6706175733967505
2453,Li3Fe5(CoO)2,4.742892242203316
2454,ThAs,6.991597736933624
2455,LiMgSnAu,7.107812092614227
2456,KLi3PbO4,0.5733056709545694
2457,Pr2UTe4,3.1760396221208413
2458,SiBPb,4.61025548000703
2459,PH2F3,3.8017355519230462
2460,KMnF3,4.508402032383767
2461,Ba2AlAg3O8,6.675243508676799
2462,TmH2,6.421636101805121
2463,VSiTc2,6.4741072433965785
2464,Li4TiV3,0.00025084128701427044
2465,Sc2PdAu,5.675313612303343
2466,MgMoF6,5.772621571294372
2467,Nb2PC,6.325192876440688
2468,BeAlH5,1.2749734948363238
2469,AlAgSe2,0.1476962270594928
2470,V3Mo,4.658100754273362
2471,Rb3Nd,5.474272049892484
2472,MnGeRu2,3.525267979394115
2473,RbAuC2,0.7505632248403575
2474,NpInRh2,3.865394712802404
2475,Ta2InCuTe4,5.5126280035071815
2476,BaBiBO4,1.7672873290942448
2477,DyInAu2,5.135901994979089
2478,TmPu3,4.394281619277633
2479,VGaO3,4.008019001021099
2480,ErAs,3.605892287960993
2481,Li3CuF4,0.8756620261266246
2482,Al3Ir,3.5498830475052663
2483,Zn2CuSbO6,5.1144461675021535
2484,Tl(CuTe)2,7.010734297305003
2485,Mn2V2O7,0.0004601795954598745
2486,CuAgTe2,6.20146133337417
2487,UAs2Pd,3.840354877330408
2488,Li2VCoO5,4.998971655472219
2489,Yb2AgPd,5.534850728197533
2490,HfIr3,5.510641357095946
2491,Ca2Cr3O8,5.781796073713642
2492,NdP,4.405832296458784
2493,TmRh,3.6015502140714983
2494,LuS2,5.854934814150155
2495,Ta2InC,5.524049028905377
2496,Li5Ti2Co3,3.405579516727689
2497,PaAs,3.919270884009977
2498,Li3CuO2,1.5817167900263192
2499,PbAuO2,3.9262482210837613
2500,LiSO3F,0.54287137331431
2501,Ce(CuSb)2,3.8445251433265017
2502,BaBi3,5.5323825562797815
2503,Sr(NdS2)2,0.5487375182449099
2504,SrLiGe2,6.179425435790166
2505,HoAs,4.174357491164241
2506,GeAs3,4.500656179133492
2507,TaMnP,4.46556756238837
2508,SiNi2,6.067552416064287
2509,TmAl4Ni,4.591942119716017
2510,CaB6,6.3143980223324725
2511,Nb6Co7,5.289595453955638
2512,TiZnNi2,6.9795933481932
2513,Na4FeO3,0.3597609457255176
2514,CeAl,3.9368415530044216
2515,MnAl,6.891731392788057
2516,Lu3In,8.345449452312009
2517,FeTc2Cl,5.953401511256143
2518,Li8CoO5F,4.751876632322458
2519,LiZrAu2,5.841540783757242
2520,CrCu2Si,5.938802183518669
2521,NaV2O4,0.00017509165199242508
2522,PuBrO,3.9797873984559167
2523,AlCuAu2,4.399151691446157
2524,LuTlO2,0.5992422699445111
2525,Yb4Cl6O,0.2331510217758857
2526,Ba2Ge,0.00033264950652764895
2527,TmSeO3F,2.7454324962311603
2528,CaV4,3.2661692491713965
2529,Lu8Te,4.631348795820736
2530,SmMgAg2,5.951160439424808
2531,TmBi2BrO4,0.3218256102411127
2532,Na3Co,4.2635708146492615
2533,NbBr3O,8.095936680878062
2534,CrCuO2,7.270733352979879
2535,Li3Mn8(O2F)2,2.3751711093361423
2536,USnRu,3.2111478883903657
2537,MnCu2SiTe4,3.991136697201712
2538,Li2Ca,6.3672244894302725
2539,PrMgGa,4.617600049522124
2540,Rb3ErO3,0.5149566893106515
2541,Li2CaPb,3.6692476226012922
2542,Nd2AgHg,7.600417125162902
2543,Tm3Al2,3.114741129177102
2544,MnSnRu2,3.5583452250724243
2545,MnCdO3,4.4362464487240185
2546,PuIn,3.9358909070558497
2547,LiCo5O3F5,5.164333653197435
2548,U(SiIr)2,4.579018139164225
2549,Li3Ni3OF7,7.509254017530067
2550,YReN3,6.516857194837134
2551,Dy2ZnIn,3.7370796646217097
2552,KUO3,0.9695644660689212
2553,CeB2Pt2C,3.7394316947587822
2554,Tb(FeB)2,3.7045292090851727
2555,CaCdO2,0.2018260518035101
2556,CrCo3,6.7357993479097305
2557,TmCdPd2,5.037610650431825
2558,PdO2,6.064062173735943
2559,Li2H2SeO5,0.8010251275569654
2560,HoLuCd2,7.899663535725413
2561,FeBiAsO,5.234157813866836
2562,ThCoSn,5.250452842144144
2563,VSb2,3.7568425746218512
2564,Pr(CoB)2,7.833953298694673
2565,SrSO4,0.6149080884991329
2566,Rb2Cd3Se4,0.15187577772108454
2567,HfCo2,3.556809832705902
2568,Ba3Er,3.99391653909945
2569,Dy(Ni2As)2,4.243330575796459
2570,DyAg2,6.636150806494245
2571,HoCdPd2,5.143095744476285
2572,Ta2NbRu,5.589916057174183
2573,GaFe2Co,3.523235928229305
2574,Na2VPCO7,3.612202796877959
2575,Er(Fe2Ge)2,5.047248974639798
2576,TiI,3.5632476967514197
2577,TmNi5,5.241303310097217
2578,FeAgS2,4.467611247726555
2579,RbPrTe4,0.04706049555223325
2580,TiTe2,3.9998126955996174
2581,SnHC2O3,6.102065556971277
2582,Lu(CuO2)2,5.999970945370562
2583,Zr7(NO2)4,3.1178039224611966
2584,Li3ZnPCO7,0.6572301627725404
2585,LiAlFeO4,5.8837182293098
2586,YErRh2,7.427800318905986
2587,TaZnCo2,3.6578067823253577
2588,ErGa2,6.424346115012872
2589,CuAs,4.92487623111587
2590,Cr3S4,6.887796398634848
2591,SiPbO3,0.3979980531028817
2592,UCoB3,6.28933529158049
2593,Ho2ZnIn,3.6808307727168237
2594,Al2IrRh,6.694797434706051
2595,SmSbIr,5.190581328858455
2596,Si2NiP3,4.461617470114548
2597,PaAlRu2,4.10851450875215
2598,HoSe2,4.121732303583445
2599,NiTe2,6.337326882625928
2600,Lu(SiPt)2,6.169134887810983
2601,Nb2CS2,5.825259639548956
2602,Li3Cu,5.259791860452303
2603,Zn(InS2)2,0.17673911920822086
2604,MoO2,4.852615653314003
2605,BaRuO3,4.196366809422359
2606,TbAs3,5.873836055534215
2607,HoLuMg2,8.309345719219992
2608,CeB2Ir2C,3.87687890651142
2609,Rh2S3,0.016662149630548694
2610,MgO6,5.135508883889494
2611,Li4P2(N2O)3,0.39143590288097707
2612,Y5Si3,5.6503256363691925
2613,KAl(SO4)2,0.531255457378355
2614,Li(CN)2,4.072433065917681
2615,ScGaRu2,6.016620320969701
2616,H4CN2O,0.7544789471651121
2617,LuCo3B2,4.640549869678256
2618,In2GeB,4.271256327079774
2619,Sr2Ta2O7,2.075499125314688
2620,HfBeSi,4.597461202619552
2621,Rb2O2,0.6512331239483528
2622,NaYSe2,0.6154548828703402
2623,K2Sn(AsS3)2,0.6556415111135007
2624,Sc2CoSi2,4.5654576922446815
2625,K3In,3.9135558551418
2626,NaSr2In,5.198269890641189
2627,Mg2Mn2O5,4.207704843009278
2628,W(OF)2,2.9572383985376787
2629,HgBr,0.7832015936976431
2630,BAsO4,0.5725892505310418
2631,GaCo,7.501121249249529
2632,Zn(FeO2)2,3.0335084734972355
2633,HfSiPd,3.4121913344144046
2634,Li3BiO3,1.7578693436316393
2635,BaMgSn,3.628832241716832
2636,Ca3SnN,7.0007598509797955
2637,K2TbF6,3.4040108820433543
2638,GaH4NF4,0.8436116354808417
2639,Ga2Se3,2.6667408736702405
2640,Ca2AuN,4.243972985501616
2641,Pr3Cu,7.637997457667834
2642,Ba3P2,0.01337239561153207
2643,Na4CoO3,1.209137208653497
2644,Ba5Nb4O5,8.550220178170248
2645,MgCrO4,3.3102123730406867
2646,SmDyRh2,3.511511878891576
2647,Ag2Cl3,5.026117059119982
2648,PrRh2,3.606865164786537
2649,ZrGeRu2,4.304377146687743
2650,ZrGaAu,4.207929352947204
2651,Y3CuSnS7,1.9390250747356648
2652,CrCo2As,3.61320356687706
2653,NaAgO,0.8107066068667516
2654,DyTiSi,4.357409987742677
2655,Al2W,4.221882835025458
2656,Sr4P2O,0.5689371745654322
2657,CuHClO,6.719290637442103
2658,CaPd3C,3.6061687520941503
2659,Bi2Te5Pb2,5.2356839188598965
2660,MnSiIr,4.682059936618108
2661,ZnPd3,6.567370383297006
2662,Na2MgCl4,0.3843825774463238
2663,Mg(NiO2)4,5.122025703403557
2664,BaCaO2,0.6684057519783358
2665,TiMn2O4,3.683274887860075
2666,RbNaS,0.35844597773457826
2667,SmCuO3,4.791200648562309
2668,Np(CoGe)2,5.831785068584398
2669,Yb(SiPt)2,5.9745181613417095
2670,BaAgAs,0.0004572592401347039
2671,YbP,6.387398975795753
2672,PrPt3,6.498937602270117
2673,SmAgO2,0.736403015922524
2674,BHC4NClF4,9.589034554278076
2675,RbF,0.6408436894208581
2676,TbFeSi,3.8474047790537482
2677,CoAsSe,0.03386005933735229
2678,RbGa3S5,0.3207118441815688
2679,NbVF6,3.3276021632156323
2680,Sm3Sc,3.5772150674943304
2681,Sr3MgIrO6,5.40880488395846
2682,Ca2NCl,0.6610236089404719
2683,Nd(AlGe)2,5.569878684985912
2684,TaOsPb,6.362878641762104
2685,NaLi5N2,0.5766856505105339
2686,CdGeO3,0.00012391652958869816
2687,Ti2O3,5.5065351838937
2688,MgSO4,0.6571074566876848
2689,PCl2OF,0.9371491365154068
2690,K3ZnH5,0.9455128329159695
2691,Cu3O2,4.412722308781072
2692,UGa3Pd2,4.391999034076783
2693,H3ClO,0.4793321027059536
2694,PrO,4.732903775646254
2695,PaSb2,4.774782593708367
2696,HoAl7Au3,6.759078066976758
2697,K3BAs2,0.7166494389542702
2698,NaCdF3,0.710989251303345
2699,Ca(BC)2,0.471849140691351
2700,LiTm2Co,7.107354430066162
2701,PmAlAu2,5.3936882169523885
2702,NdIn5Rh,6.5448695698947645
2703,Y(BiO2)3,1.7577071636774846
2704,Nd3SbO7,0.6546325368158863
2705,NiSeO4,0.08554199953452933
2706,Li3BiS3,1.7087970602308706
2707,KVP2S7,5.18111383549199
2708,TaGaCo2,3.728347517487964
2709,HoAgSe2,1.3000156378293506
2710,PaCdPt2,6.055434443221457
2711,K2VAgS4,6.285542245150031
2712,Pm2PdRu,8.450589195853793
2713,Nd5AgSe8,0.7862041949763814
2714,LiFeAs,6.8074594803608575
2715,UNiSn,3.5100341461895543
2716,InAs,4.883149299361002
2717,H3OF,0.5349594575760969
2718,UNi2B2C,5.32848491382794
2719,SO3,0.7167786277917972
2720,Ba5Sb4,0.007582060985577792
2721,AcYbMg2,3.503214843432623
2722,Zn(CoS2)4,4.934727312809846
2723,Er3AlN,3.6311434644584177
2724,MgSc,7.616743864811782
2725,PrCo2,4.55124936718182
2726,USb2,4.467266978298833
2727,Ca5P8,1.009549440107607
2728,Li4MnCo3(P2O3)2,2.37520622579692
2729,Dy2OsPd,3.5598447409201466
2730,CaCo4Cu3O2,6.075514564251031
2731,CoB3W,6.26700771720208
2732,MgRh2Pb,8.153018466128424
2733,Li3Mn2Fe(BO3)3,0.005405469722297408
2734,Li5NCl2,0.5350141431368233
2735,PuPt2,5.235000632771675
2736,LiCd2Rh,5.257170988336844
2737,SrTe3O8,1.1834629448605019
2738,RbMnAs,3.9212507428529606
2739,YbNdHg2,6.416906285217602
2740,ZrZnCu2,7.237387042348691
2741,CrNiAs,6.731088826056098
2742,ThTl3,5.139439938939767
2743,UTe2,4.452930376524043
2744,ScSiPd2,7.17504132423728
2745,LiCa2Si3,4.110722463565823
2746,Li4Ni3BiO8,5.1897276582901535
2747,HoH2,6.63381414218863
2748,MgAg3,4.4102859392118425
2749,NdTh3,6.343832966153784
2750,FeNi,6.461254469008499
2751,TbPb3,5.198515709348891
2752,Sm2MgIrO6,3.6936726833969824
2753,TlCuSe2,4.52065200431016
2754,K2Be2(SiO3)3,0.4547732399560272
2755,DySBr,1.0827439977453783
2756,Al2FeO4,0.000440414431911236
2757,TmF3,0.6286451696621724
2758,InCuS2,0.0003657109395343013
2759,Ho3ScO6,0.5253910524744202
2760,Li2Cr3O6,0.0010535300320363562
2761,Li2MnCoO4,5.582101504633992
2762,Bi2Os2O7,5.1994284700333
2763,H3BrO,1.9142152608491718
2764,PmAlCu2,7.1457234977783886
2765,GaPS4,1.4588976536027292
2766,CuBiSCl2,1.004982929776125
2767,ZnSiO3,4.189726822597393
2768,Na2MgH4(SO4)2,1.4407063725305935
2769,NpOs2,4.420281405208123
2770,PbF2,0.7568760535441846
2771,TiSnPd2,3.5139221170848485
2772,SmGeAu,5.080933633576291
2773,BeSiNi2,4.7504426660828605
2774,Al2CdCl8,0.8528892455885965
2775,Ba2CuClO2,3.1732172766062554
2776,ZrFeTe,1.0464558456275197
2777,Ag3SnP7,0.3968646345076348
2778,SiC,0.6448318616550105
2779,Ho3AlN,3.6362912067141737
2780,SbSeI,0.6038659174207203
2781,DyMg3,6.484413535295572
2782,Ti2ZnRe,3.655868377884038
2783,HfAlNi2,6.459590693044863
2784,ThSe,6.3234483049635495
2785,MgGe2WO6,4.367529196390952
2786,PrFeSi2,3.981253445494445
2787,YbFe2,5.888998240458126
2788,HoSF,0.6022879451135869
2789,CuTe,6.085887520370537
2790,Ba4NaBi3O2,0.028546615173590827
2791,BaMnGe,4.663092342844132
2792,TaSbRu,0.4258212024754498
2793,ZrSnPt,0.8648925945717719
2794,CoNiSb,7.108498754022489
2795,TlI,0.2537448818719701
2796,Pd(Se3Br)2,2.0851814265910256
2797,Ta2Tl3Cu3S8,6.30233656535261
2798,Ba2N,3.8233979701918512
2799,NdMg2Ag,4.010419344386111
2800,SrTaNO2,3.4558134106640312
2801,AlH3,0.33080913164920794
2802,Lu2TlAg,3.803885617494288
2803,ReH4NO4,4.08123174041031
2804,BaNbTc2,6.210135677776227
2805,CdHgAsBr,0.2066961073391099
2806,K2NaNiF6,4.083302180919593
2807,K2CuF4,3.640604433866335
2808,ScRh3,5.6478414201607405
2809,TmLuMg2,7.581002758674692
2810,ErCl2,5.5931821096575645
2811,DyPS4,2.3084108462599238
2812,Li4MnCr5O2,2.4595963940955117
2813,AlO,5.1757745773006345
2814,Ce(AlZn)2,5.066583816674778
2815,SnPt3C,3.954340550602568
2816,PaGe3,5.2053155484622335
2817,Na3As,0.02739722078584352
2818,BaMg2FeH8,0.5232515248716498
2819,CIN,2.7733287698783453
2820,CaBeO3,8.39221928302683
2821,Cd2Sb2O7,0.18163360207059234
2822,Rb3BP2,0.5155809746134593
2823,BaSiCl,0.44171909898403056
2824,MnAu2,5.297999718131994
2825,V3Sb2,5.0834795845955965
2826,CaC2(SN)2,5.0001090388863485
2827,Tc3Ir,5.585421331423372
2828,CaTl2Cd,7.655983594239498
2829,SrAcHg2,6.740948834213867
2830,PrAl5Ni2,6.573794808495841
2831,Hg3As,5.344297891760765
2832,Ba2PrSbO6,0.4936352039422752
2833,HfCoO3,0.004942151956782115
2834,MgZrO3,0.2878041954089936
2835,CrP2O7,3.731141877611616
2836,RbFeS2,3.5754345086952584
2837,ErRu3,6.110422924826545
2838,Tl3CoCl5,2.5122798466425813
2839,BaNaSb,0.8562015560623749
2840,Tl2O,0.711425681478217
2841,CaBiF6,4.626330611925495
2842,CuH4(OF)2,4.504330428477549
2843,Ti3In3Rh2,4.704782414769459
2844,BaRhO3,7.009302016691168
2845,Li4Fe5,4.2677318419580095
2846,Na3MgPCO7,0.6135938132935276
2847,Ba4LiTa3O2,1.2570113559131921
2848,ThSi2,5.6391703672223885
2849,YbAl3,5.524595986842628
2850,Sm3Er,7.975244295086495
2851,LiMnVO4,0.027919244590034826
2852,NiN,5.220004920710382
2853,Hf2Au,3.5251306040859167
2854,K(AsRh)2,3.41975162522017
2855,CrCl3,5.989779357826376
2856,ScGeRu,4.799749770958237
2857,SrAgO2,5.789081093896964
2858,HfNi2Sn,7.493205910822332
2859,YMgHg2,5.5488512928018165
2860,CeSn3,6.641427359274986
2861,TmBr3,1.1864767221964645
2862,ScN,0.0002119339428485874
2863,Sc2C,4.360346204809681
2864,Ta2Te3,4.185663650108091
2865,Pa3As4,4.79083628983979
2866,ThBrN,0.7303601606488607
2867,HoZn2,6.0241197448066925
2868,InClO,0.35337616834339025
2869,Sr6In2NF,3.9834789906605317
2870,CdNiP,6.126048253447304
2871,PuS,3.9109030820228483
2872,YbCl3,2.590770254921781
2873,HoInPd2,5.41169541410257
2874,Sr2H3I,0.5520790598288317
2875,SrZnSi,4.228590816558193
2876,Ag2S,2.971132425170725
2877,NaNdTl2,8.268025441711123
2878,NaMnTe2,3.672034198128797
2879,Sb7Mo3,4.834983136775629
2880,FeSi,0.00010316780646723648
2881,KPO3,0.5096153862660516
2882,Rb3AuO,0.0005954083288212403
2883,Zn2PtO4,0.3053643254197475
2884,TiNbRu2,6.924834153950004
2885,Cd(InSe2)2,0.0002479518015963541
2886,LiYO3,8.108496982613834
2887,MnSb,5.064273512512744
2888,LiErIn2,7.18161079816351
2889,Ho(CuGe)2,6.696021426005465
2890,YMgAu2,5.119940970130315
2891,Nb4FeSi,4.207445700136245
2892,SrPuO4,3.7659890483974894
2893,LiNdTi2O6,3.3706713868835148
2894,Li3Cr3SiO8,0.08590071888681305
2895,ThZn4,6.408146124921196
2896,ScPS4,2.7952103492754303
2897,CdHg2SeO6,0.41728682571658976
2898,NaGa(GeO3)2,0.4186643017617544
2899,Mn6OF,3.5751917847855457
2900,Fe3Pd,5.043167105093247
2901,NaAlB4,1.2813388360111613
2902,MnInCu2,5.383951002232429
2903,GaN,0.010019120363818822
2904,Ce3InC,4.441769081174273
2905,CaTi(SiO3)2,1.9552785854960293
2906,Ce(SiRh)2,4.22858897028733
2907,Na6Sn2S7,0.298182222161427
2908,PrMgTl2,5.476808224713715
2909,YHoCd2,3.5378419571590505
2910,DyAgTe2,0.7858810230338974
2911,Pm2MgSi,8.180511799740787
2912,LiNd2Os,7.354164519809933
2913,ThGa2,4.814929037935528
2914,NpSbTe,3.143203618045178
2915,PaSnPd2,3.8192049274552304
2916,BeBiOs2,6.294038717798817
2917,Li4Fe3CoO8,3.481776047359696
2918,PrP5,3.5414999442591517
2919,MgSc3Ru2,6.976194614107577
2920,CePrO2,4.995761300320601
2921,SmLuMg2,3.599821403973292
2922,VBiO4,4.025715529456111
2923,Tb6FeSb2,5.0261962853076705
2924,La3Al,7.598368515198327
2925,Ba3NaBiO6,0.7650159682550935
2926,FeNiGe,6.2521774481096335
2927,VRh3,5.692527711989925
2928,BeGaBr,5.5411834280889245
2929,Sr2InI5,0.5066351609346397
2930,LiFeF3,3.0309018445816345
2931,Rb4I2O,0.3769018035598941
2932,Mn3S,7.503677553760638
2933,Ca(MnS2)4,6.389220062919747
2934,Sc2In,4.258945989942446
2935,Na3Pt,3.7003314586288174
2936,CdInPd2,4.680487511455422
2937,BaHfMg2,4.239060627056324
2938,SnC,0.13427345430065954
2939,Li5FeO3F,4.768973139262647
2940,KAgF4,8.708388428429227
2941,BeGeRu2,4.670092403552002
2942,TlSbO3,1.3467367049216232
2943,MgSn(GeO3)2,1.2351528304061246
2944,Th(SiTc)2,7.178050907383508
2945,PaAlCu2,7.473737357718805
2946,Zn2Cu(AsO4)2,6.951108625819619
2947,BeF2,0.6688973755677301
2948,AlFe3,8.131636750913163
2949,LiMgSbPd,4.0418667717293975
2950,U(CuGe)2,4.696313722155671
2951,V5S4,4.8238012523839835
2952,HfVF6,5.011816003539095
2953,HoGeAu,0.0003012734055231604
2954,Ho3CuSiS7,0.8423173112991583
2955,SmTmRh2,8.26486728753666
2956,SiRh,5.119280424125203
2957,BaH5BrO3,0.6414766988346873
2958,DyGa,3.752513343352101
2959,GaPPt5,3.975809708090648
2960,TbNiGe2,5.691204432484915
2961,TiMn3(P2O3)2,5.701834591570901
2962,HoNi2,3.8023728421426255
2963,UCrC2,3.1071168920414163
2964,LiVGaO4,5.0497452926764606
2965,Hg2TeO3,0.9265806954460301
2966,Co5SbO2,6.933090919586147
2967,SrSnHg,5.792660605123477
2968,NaLuO2,0.5939502792253565
2969,NbTeCl9,4.840194059290409
2970,Nb2CrSe4,5.904933250942116
2971,CrN,5.801065795478906
2972,Si3N2,0.045632798084635724
2973,PuCoC2,6.12092213149394
2974,Ca3MnO4,1.0381502859150933
2975,Li4FeO4,6.446409344108976
2976,PrB4,4.094811833765109
2977,Na8TiAs4,4.310546068640424
2978,CaAl2,5.573744252219215
2979,Fe2CoGe,3.5077041664710435
2980,Ba3Ti3(BO)2,2.1186050970127845
2981,Y3B7W,7.112776576319004
2982,DyB2Ru3,7.412119328058705
2983,BaSr3O4,0.6189576786764119
2984,BiCl3,0.9927985055353624
2985,RbYTe2,0.4977869811981193
2986,NaTbS2,0.6134183412015736
2987,WN2,5.534857217984536
2988,LuNi2B2C,6.8695500962694265
2989,NbGeSb,4.794594818949647
2990,Ag2H3IO6,0.3657404872780996
2991,SmB2Rh3,4.099215636536041
2992,PrPb3,5.270376012589655
2993,NdAl3,4.663154098296954
2994,Sn2Ir,5.573995303171885
2995,Lu6FeSb2,4.437072989648576
2996,Mg2CuSbO6,0.0050859816517605395
2997,Li3CoNi3O8,4.078323785206895
2998,Sm2AlCd,3.94246907846988
2999,BiBCl,6.713080311936532
3000,Te2AuI,4.895823575072161
3001,K2O,0.039269582629478654
3002,LiDy2Al,4.157561088729483
3003,SrSnO3,0.2122625674273878
3004,KHoBeF6,0.5988087451412741
3005,LuGa5Co,6.599124447732768
3006,Hf3(Cu2Si)2,4.386940581069719
3007,BaP2(HO)4,0.8575466600432231
3008,K3Al2As3,0.2018638774304917
3009,ZnPS3,0.3430198500597353
3010,TbScGe,4.108036372543876
3011,Li4Cr5SbO2,3.5174205063069577
3012,Dy(SiPt)2,6.198543568678392
3013,SmFeSi,3.7235334552574937
3014,Y2Ge2O7,0.5505515181036158
3015,SbF3,1.657970577560158
3016,Ti3Hg,3.8924140482279337
3017,Li2CeGe,4.9674226238764545
3018,Lu(TiGa2)2,4.9222230546036565
3019,NiBiB,5.186512872034621
3020,Sr2CuC(NO)2,2.9454762016367555
3021,Sr3MnN3,4.569403543898283
3022,Cr2As,3.6025792455619947
3023,HfCuHg2,6.287469783647491
3024,Yb2Nd2O5,0.0191651433474908
3025,VZn2SbO6,3.4568048499304243
3026,PrSmTl2,3.683477831190684
3027,Nd2Sn2O7,0.4254449941661155
3028,Li3Co3OF7,1.6662237320822555
3029,ZnCu,4.2153105909865465
3030,AlCrRu2,4.013267513182547
3031,Th(AlC)4,4.565435053322187
3032,Al(CrB)2,5.181349859823842
3033,HfAu2,3.655488268889434
3034,In2Ni3S2,4.843797073246996
3035,RbCeTe2,5.08053543892784
3036,PrN,5.150435019789174
3037,Pr2Tl,3.992236668398352
3038,Ca4Al6SO6,0.6057493064819447
3039,HoCu5,6.0911462224612505
3040,SrIn2Ir,4.830848107305457
3041,PrBPd3,7.973632382586772
3042,Ce2Cu(NO)2,3.8781205771960217
3043,K2ZnO2,0.3884991065181321
3044,Rb2TaCuSe4,4.087831586000627
3045,U2AsN2,3.47078088357414
3046,Li2Cr3CoO8,3.438328017169648
3047,SrCl2,0.5647809759537611
3048,TmSbPd,0.09932456882990244
3049,Ho(SiRh)2,4.4180907380825065
3050,Er2NiIr,5.9075243084455495
3051,Y(NiGe)2,6.8086772087029415
3052,OsO2,3.647240525923576
3053,ScNiB4,5.71075782692586
3054,MgAl2Cu,5.53088981706436
3055,HfGa5Co,4.859434344544275
3056,Lu2InHg,7.610586036417277
3057,HoCl2,5.679863272121137
3058,Na2SnO3,0.2774765610900129
3059,TiCoO3,4.356357717358153
3060,Ba6Hf5S6,8.588481977260104
3061,Cr4Cu3Te8,5.0727391289868695
3062,Ti3Se4,6.057771245679567
3063,Mg2P2O7,0.6581519307345318
3064,BeHgSe,3.68072707853321
3065,LiTb(CuP)2,5.215168469166534
3066,Sr2BBrN2,0.4463021230805138
3067,LiVO2,7.140543462075724
3068,Ba2H6Os,1.1722945576883177
3069,Li2HIO,0.3578679071109038
3070,Y3Al7Cu2,6.8228329577240965
3071,Tb2O3,1.11336638727007
3072,SmH3,6.451544654073955
3073,Mg2PN3,0.42508657279014667
3074,Ho2CuTc,3.6094394617013528
3075,PtS,0.31969678475158203
3076,UB2,5.596340445911884
3077,RbFe2S3,2.8467716223792188
3078,BaY2NiO5,4.444328904320049
3079,Cr2HgO4,6.405255554237678
3080,NaLaSe2,0.6275986408226298
3081,Sr5(SnAs3)2,0.0011831174658210465
3082,Yb(SiNi)2,6.00332545639274
3083,KRb2VF6,0.0002701298893310466
3084,AgBiO3,3.4199359821331066
3085,Ti2TcOs,5.260469783007963
3086,ZnIn2O4,0.19902341717662334
3087,ZnSeO3,0.6769765352137572
3088,Sr3(GeAs2)2,1.9391032012918568
3089,CaGeN2,0.4547337448672071
3090,MgZnRh2,5.0252953958444735
3091,ScTlRh2,3.756037338735733
3092,Pd2O,3.9712379679266254
3093,Co2CuO4,5.6375697409948025
3094,TbCo5,4.239109417182673
3095,Tl3Ga9S3O2,3.2888183741960546
3096,ScPd,5.248415132980166
3097,Ti2RePd,6.952816704078972
3098,Li2FeNi(PO4)2,2.2874824202448902
3099,YCo,4.9295936207241065
3100,Li3MnO2F,2.9670205335064828
3101,Tb2Si3,6.65624306335431
3102,Tm2Sb2O7,0.6508265459615652
3103,Zn2AgSbO6,0.00020370520791950343
3104,Li2Mn7F6,1.1882847937449268
3105,FeCu2SnS4,5.907739547477317
3106,NdSmO2,5.755431880959695
3107,Tb3Nd,4.814345097117588
3108,Ti2In,6.567319313425398
3109,Zn(InS2)2,0.0036247740451917
3110,K2SeBr6,0.3898832950002271
3111,Sr2LiReN4,1.2433071280774453
3112,Yb(NdS2)2,3.90425240635256
3113,Sc6Te2Os,5.764900549658508
3114,K(SbSe2)2,1.1305031857639387
3115,Ca2Sb2O5,2.341188989928712
3116,YB4,3.880010144145377
3117,YMgGa,3.877103309638514
3118,LiV2F6,3.4058961184183767
