,pretty_comp,max_ir_mode
860,RbBiO2,509.88754969999997
861,Pr2TeO2,413.9957945
862,B4CCl6O,2122.523265
863,PrCuO2,594.0956994
864,Rb2Se,104.2969224
865,SmTlO2,235.1110301
866,CoCuO2,676.4924438999999
867,LiCrS2,365.94881630000003
868,Ba(CuS)2,154.267662
869,PrBr3,135.8266127
870,Tl9SbTe6,104.28538329999999
871,ZrInAu,168.334792
872,LiMgH3,1296.0543699999996
873,Ga2PbO4,736.9448882999999
874,KLiTe,333.8130565
875,LiCuF2,527.9115239
876,InSnCl3,136.38175680000003
877,KMgH3,1196.861265
878,Na2CdSnS4,332.2287647
879,Li5GaO4,697.9029103999999
880,CdGeP2,357.7970758
881,Cd(HO)2,3640.0715600000003
882,AuI,188.98060980000002
883,Te(HO2)2,3370.373011
884,AgCNO,2208.62376
885,TiOF2,913.4669052000003
886,H(CO)2,2029.262724
887,Y3CuSnS7,372.84512939999996
888,Ba2HfO4,529.3994675
889,MoW2(SeS2)2,360.2765483
890,Pr3SiAgS7,521.8576985000002
891,KPrS2,222.09105669999997
892,TcS2,454.5445254
893,Te8Mo3W,280.8679972
894,Mg(AlSe2)2,435.70981270000004
895,RbI3,150.6988451
896,Sn3As4,212.18727400000003
897,YbC2,260.0625663
898,BPS4,711.2573842999999
899,RbBF4,1116.498604
900,PrTlTe2,136.72612890000002
901,NaInS2,251.38332889999998
902,HgC2(SN)2,2099.764391
903,Li3BrO,467.6996663
904,Ca(PrTe2)2,167.1585375
905,KAlF4,640.0010073
906,Li2O,453.579343
907,Al2CO,825.926657
908,Sr4P2O,381.9045569
909,TbTlSe2,158.99745900000005
910,PrTeCl,200.83596780000002
911,FeI2,137.46162980000003
912,KPrS2,221.9730978
913,YbGeO3,731.6892617999997
914,Y3CuSiS7,535.2212102
915,Ag2HgI4,102.8709765
916,K2CuP,329.47789
917,Sr2InI5,124.47283870000001
918,Sm2Be2GeO7,938.5621799
919,SrO2,206.66878280000003
920,TeW2Se3,242.3197994
921,RbTbSe2,170.4496823
922,Sr(MgSb)2,231.95782090000003
923,RbF,165.1933888
924,Al2HgTe4,318.4364720000001
925,TaGaO4,806.9617126
926,Mo2H2O7,3373.4350409999997
927,TlGeF3,399.45912979999997
928,Rb2NiO2,805.9833236000003
929,CO2,1837.6569359999999
930,TbH2Br,1246.618798
931,RbLiCl2,374.1102617
932,Ba2SbBr,98.42195305
933,CdPdF6,562.7352603999999
934,Ga2TeSe2,276.2972129
935,CaZnSO,516.096486
936,In2HgTe4,168.6353089
937,H3BrO,2844.484632
938,Tb2TeO2,432.66015530000004
939,NbBr2O,470.1697007
940,BiIO,429.69273899999996
941,BaLiP,371.4738108
942,MnH4(ClO)2,3446.0976539999997
943,TePbO3,705.8400102999999
944,CeZrO4,483.2256588
945,Th3As4,158.6134004
946,BaTe3,135.7868595
947,AgI,64.23526825
948,Li5Cu(PO4)2,996.9401877
949,AcBrO,419.851721
950,Na2CN2,2019.7507039999998
951,BC2N,1219.981419
952,Tb3GaO6,644.0752434
953,KV3(SeO)2,935.4299812999999
954,YAgSe2,194.28706169999998
955,YbS2,183.1036061
956,LuIO,502.52663780000006
957,KI,84.88605515
958,Al(IO3)3,771.8946211
959,HfS2,299.868426
960,Ta(TeCl3)2,366.7064283
961,InClO,461.1280822
962,ZnPtF6,549.1395993
963,Sr3TaGa3(SiO2)2,948.0165047
964,VF5,755.9912401
965,Ba2Ti3O8,712.7073422999997
966,Li2VGa3O8,841.1636050000003
967,LiGaO2,532.0878776999998
968,AlAgTe2,301.56410669999997
969,ZrCl2,334.44653969999996
970,Yb(ZnP)2,266.981991
971,Pd(SeCl3)2,363.4171511
972,MgSnP2,349.06197710000015
973,H5NO,3408.9221759999996
974,Na4WO4,578.8903672
975,Ca2Pb,129.26396640000002
976,MoW3(SeS)4,358.7159017
977,Li7NbO6,715.7294859
978,Rb2MgF4,418.6933421
979,Li2Se,282.87643419999995
980,NaHg2IO2,566.1812825000002
981,KHoS2,238.63929339999999
982,GaBN2,919.9043222999999
983,KTaO3,526.0596651000002
984,KAcTe2,131.2932138
985,ThTe3,172.11801599999995
986,Nd3SiAgS7,523.9654184999998
987,Mg2PN3,963.3934227
988,Na6BeO4,622.3121006
989,AlAgS2,427.0991095
990,NaCdF3,371.48975210000003
991,VFeSb,266.9546773
992,Li5CuSO2,617.6588418
993,DyClO,497.61525
994,RbAs,195.3598978
995,Tl3VO4,803.7833575
996,LiNbO3,647.9767598
997,KMg(PO3)3,1200.4043359999996
998,ZnGeP2,368.7814319
999,Sm3CuGeS7,410.1832225
1000,AlN,439.7786128000001
1001,GaP,347.1456861
1002,Tm2SeO2,480.84060020000004
1003,NaNbSe2,300.1330582
1004,ZrSe3,282.2574249
1005,BaCO3,1370.391887
1006,TiBrN,572.9561016
1007,CaAlF5,639.9888679
1008,K2O2,267.5493412
1009,YHSe,1075.83048
1010,ZnAgF3,463.4740879
1011,InGaS3,368.0037099
1012,SrTe,78.65594165
1013,RbErSe2,171.9415945
1014,K2PdF6,569.0119972
1015,TiZnN2,731.5653999
1016,DyTlTe2,137.0783716
1017,ScTlO2,379.30095570000003
1018,ScNiP,300.3009421
1019,Be2NbRh,380.2282858
1020,PI3,273.12559460000006
1021,AgBiSCl2,315.85354789999997
1022,KGeBr3,127.87790700000001
1023,RbErS2,237.10425959999998
1024,Ba4Cl6O,344.7570257
1025,RbGeIO6,665.9239623
1026,CuRhO2,665.690579
1027,Ca2NCl,430.81049759999996
1028,Al2ZnSe4,368.1200014
1029,SrAlGeH,1226.702078
1030,W3(SeS2)2,416.56751299999996
1031,CaC2,307.4018908000001
1032,MgGeAs2,286.0476857
1033,NaAuO2,561.6590559
1034,TlNO2,1265.346724
1035,Na2LiAlF6,587.9434248
1036,RbScO2,446.754499
1037,Ba2Sc2O5,728.5718372
1038,NaAlO2,657.7867957000002
1039,K2AgP,286.1425665
1040,Yb(NdS2)2,296.5719452
1041,SrAuO2,563.071295
1042,ZnBr2,190.70910690000002
1043,BaHfN2,628.7171015
1044,InBrO,455.5373882
1045,IrCl3,305.8337071
1046,NaAlO2,842.45425
1047,Li2H2SeO5,3348.941334
1048,CuB(CN)4,2254.09365
1049,Hg(ClO3)2,1020.6846210000001
1050,Tm2TeO2,411.5725835
1051,BaSnF6,525.9529117
1052,BaFeF4,408.78042139999997
1053,AlSeBr7,392.6772405
1054,CIN,2173.761037
1055,Ba2BiAu,83.61328575
1056,MgCN2,951.2066656999999
1057,BaMgO2,621.9013620000002
1058,Mo3WSe8,274.5225594
1059,GaAgSe2,231.082817
1060,Na4CO4,834.3921543
1061,SrC2,240.0376255
1062,NaCl,102.72253559999999
1063,Na5MnO4,511.72626860000014
1064,YNiBi,178.36270349999995
1065,HoAgTe2,148.92335780000005
1066,LiTa2CuO6,850.7903159
1067,BiI,120.734904
1068,LiTlPHO3,2275.56995
1069,Li2MgBr4,343.0968961000001
1070,Mg3ZnO4,499.18460089999996
1071,Er2SeO2,414.794527
1072,PNO,1341.388192
1073,Be(CN)2,2268.384192
1074,RbCaCO3F,1455.4968509999999
1075,TlBr,62.9932809
1076,AcInTe2,67.5713688
1077,KBi2F7,388.2996528
1078,KHoO2,342.0038832
1079,CdBr2,157.877566
1080,KMnPH2O5,3413.7731340000005
1081,CaSiO3,707.7949206000003
1082,CBrN,2196.13712
1083,CuSe2Cl,277.8956451
1084,RbLiSe,354.47454869999996
1085,PaTlO3,419.6924414
1086,BN,1762.524455
1087,GaBr3,326.5140755
1088,Mg(BiO3)2,601.7747704
1089,BH3,2624.084987
1090,MoWS4,368.68238239999994
1091,TlInS2,198.9246126
1092,SnC,540.7574103
1093,ThSbRh,144.4361153
1094,CrHO2,2118.108758
1095,Cd(InTe2)2,168.369376
1096,AsCl3,372.8704754
1097,USeO5,908.8449287000001
1098,Ba3NbGa3(SiO2)2,943.1314633999999
1099,SrH2O3,2922.650528
1100,KAuC2,597.3335509
1101,K2Se3,233.2960231
1102,Li2CaHfF8,495.1398462
1103,PbIF,259.25129419999996
1104,NaHoS2,239.3577858
1105,CaClF,340.2694831
1106,MoWSe4,274.4301465
1107,PrHSe,1029.051068
1108,In2HgSe4,208.8758858
1109,IOF3,794.855229
1110,BP,788.8682037000003
1111,K4HgAs2,219.3777341
1112,Nd2Be2SiO7,959.7254562999999
1113,MoWSeS3,363.2145499
1114,Ge3N4,728.3547287
1115,DyTlS2,206.5650309
1116,Ca2MgSi2O7,980.2999050000001
1117,BaI2,111.02811969999999
1118,HoCuO2,594.5009686000002
1119,GaPO4,1006.387909
1120,CaGaGeH,1165.950517
1121,Cr3WO8,778.3462787000003
1122,Nd5AgSe8,179.204891
1123,Hg3(SF)2,311.5706075
1124,KAuS,318.2478111
1125,K2BaCdSb2,148.4438515
1126,RbAuO2,576.9715416
1127,HgPb2(ClO)2,547.2656628
1128,Ho2CF2,549.6836045
1129,KMgSb,265.0541609
1130,KTbGeS4,401.07306969999996
1131,Sc2CCl2,588.4978686000002
1132,RbYO2,352.8617427
1133,Ba2NCl,357.1158354
1134,SmH3(CO2)3,2955.301446
1135,NiPbF6,591.2503775
1136,Zn(InSe2)2,206.9600283
1137,SnICl,203.2793222
1138,KYO2,365.7924048
1139,ScAuO2,530.5951650000002
1140,RbNO2,1306.128104
1141,Zr(MoO4)2,842.7774782
1142,BaZnO2,600.4665165
1143,ZrNCl,505.1996403
1144,Mg(AlS2)2,521.42715
1145,SmTlS2,200.8544771
1146,CaTlCl3,286.626575
1147,YBi2ClO4,461.35649630000006
1148,MoW3(Se3S)2,350.71423619999996
1149,RbIO3,694.8185357000001
1150,CS2NClO2,1742.934332
1151,NaN3,2183.3253839999998
1152,KZnSb,200.1581624
1153,ScCl3,348.7145368
1154,Na4CrO3,683.7520718999998
1155,SnBrCl,201.4710185
1156,Ga2Te5,188.0514454
1157,YCl3,266.5282976
1158,Sm2SO2,422.03194389999993
1159,NbTl3Se4,304.85758599999997
1160,SbF3,534.7933964
1161,ZnSnP2,313.73325489999996
1162,NaTbS2,235.83315770000002
1163,Rb2BeF4,832.6947392999997
1164,RbHF2,1443.484715
1165,Li3ClO,558.7262902000001
1166,BeSnP2,562.1232878999998
1167,Li3BePCO7,1519.242175
1168,Te4Mo2WSe2,255.933136
1169,ZrSiO4,746.1637955
1170,SmAgO2,506.2489313
1171,TaI2O,416.9239245
1172,BAs,675.2435197000002
1173,HfSe2,212.64226800000003
1174,RbSrSiHO4,2696.9826510000007
1175,NdBr3,169.0488155
1176,KBiO2,488.15905760000004
1177,ClO3,1183.469906
1178,Tl2O,294.13502739999996
1179,KPrO2,304.41789960000006
1180,LiSbTe2WO2,891.0626087000003
1181,H6CNF,2957.332127
1182,MnTlCl3,233.041129
1183,HoF3,487.41805389999996
1184,RbBe2BO3F2,1265.9947140000004
1185,HoSI,241.2834815
1186,Li2GeO3,756.0237563
1187,Ba2H6Os,1458.929734
1188,GaTe,187.58181069999998
1189,NaClO2,767.4924211
1190,LiAlSiO4,1001.742087
1191,Th3P4,239.66527280000003
1192,NaYS2,267.0430215
1193,Pr2SO2,406.6663983
1194,Al5HO8,2689.288772
1195,Tl2CdTe4,137.0719017
1196,ZnB2(CN)8,2299.407362
1197,Te4W3Se2,221.94034810000002
1198,CaBr2,212.81952330000001
1199,BaAl2O4,893.2246892000003
1200,Ca(SbO3)2,761.012983
1201,BaAuO2,550.8941761
1202,MgMoN2,687.4069651000003
1203,AgHgSI,330.8541111
1204,K2CuSb,230.8830839
1205,Li8VO5F,645.5202989000003
1206,Ga2PdBr8,306.4916026
1207,DyTlO2,246.08151260000002
1208,LiZnPS4,518.0731738
1209,SrCa(CO3)2,1513.875259
1210,BH6CN3F4,3491.656856
1211,P2Pd,349.08865710000015
1212,Ba3Ga2(GeO)4,763.3217702000003
1213,CaF2,257.2858453
1214,Ag3P,433.54916629999997
1215,Li2CrP2O7,1142.99181
1216,H8(NO2)3,3292.311433
1217,Pr2PbS4,214.44266780000004
1218,K2HgO2,596.5515933999999
1219,SnI4,192.1372206
1220,RbMgBO3,1294.468711
1221,BaBrCl,160.75330319999995
1222,ZnS,264.43908680000004
1223,Zr3GeO8,706.8070936
1224,FeTeCl7,401.4960477
1225,Ag3PS4,499.03402570000003
1226,Ba2H6Ru,1354.642083
1227,B2S2O9,1367.91665
1228,Rb3NaBe2F8,860.9297498
1229,PbClF,284.57191489999997
1230,CdGeAs2,246.50996009999997
1231,CaTi2,695.5475332999997
1232,LiAuC2,460.8943654
1233,GaS,309.1172147
1234,BeS,556.6920069
1235,GaS,306.7942872
1236,BH3OF4,3130.569002
1237,Li4MoO5,665.1954982000002
1238,Zn2Bi2O5,545.7990632
1239,HfBrN,571.1308893999999
1240,Li2MnPO4F,1048.808275
1241,NbCl4,384.1056235
1242,CaMg2N2,465.1930136
1243,ZnSbAsO5,801.990028
1244,Te2Mo(WSe2)2,266.3399701
1245,BiSeBr,180.6364064
1246,BaLiAs,362.1349103
1247,LiYF4,478.72010710000006
1248,TiTl2F6,535.2994160000002
1249,Ga2S3,381.682079
1250,Sm5AgS8,299.5749793
1251,ScCuO2,603.509504
1252,LiNi(CO3)2,1574.651099
1253,LiYSe2,188.1485606
1254,CdPbF6,458.2993352
1255,H4BrN,3071.660196000001
1256,HgBr2,125.4396885
1257,Ba(NdSe2)2,168.4676584
1258,Nb(SCl)2,560.7854193
1259,Nd2TeO2,417.6521551000001
1260,GeC,646.712428
1261,NbIO2,645.7078926
1262,RbUO3,402.5512751
1263,RbYS2,260.2649341
1264,Hg2GeSe4,261.1180605
1265,SrS,185.61526130000001
1266,YOF,472.143187
1267,RbCaI3,187.16526919999998
1268,LiInP2O7,1148.858142
1269,BaLiF3,370.5408445
1270,ZrIN,591.7432905000003
1271,MoW3Se8,274.6626961
1272,KAlSiO4,1003.424995
1273,SmCuO2,593.7817759
1274,KCaSiHO4,2509.86734
1275,K2HgSe,116.58412959999998
1276,NbTlBr4O,648.1537483
1277,Tl2Sn(AsS3)2,376.12170019999996
1278,Na2O,287.48753860000005
1279,H4NCl,3069.490612
1280,TaCu3S4,396.3723872
1281,Ca(SmS2)2,223.26961239999997
1282,Ca3AsBr3,198.06835139999998
1283,TiSnPd,209.26071140000002
1284,Nd3CuSiS7,526.9190279000002
1285,AlPNCl5,1125.772138
1286,Li2Ge2O5,907.5673236
1287,LiCoO2,539.3609123
1288,RbPrSe2,166.02023530000002
1289,KP,341.3444203
1290,BaCaAlF7,658.6289833
1291,RbTmS2,238.90475940000002
1292,KLiS,407.2462881
1293,Na3BiO4,520.5801267
1294,ScBrO,568.539361
1295,LiSiNO,1001.083592
1296,AgBiO2,491.77643200000006
1297,LiErO2,464.9176427
1298,CdS,272.8864084
1299,Li3NbO4,742.2413352000003
1300,SiPbO3,247.4984874
1301,K2S,172.6426115
1302,PbI2,111.5261686
1303,Y2Be2SiO7,988.6676200999999
1304,ZrCoBi,208.1642635
1305,Nb3TeI7,263.13937059999995
1306,ErTlSe2,159.89140580000003
1307,InI3,210.219057
1308,SrBeF4,911.0702742000001
1309,BaAl4S7,497.03089129999995
1310,As2Se3,260.21717689999997
1311,NaBeSb,395.4130077
1312,SnO,371.41698239999994
1313,CaPtF6,555.8832027000002
1314,BiClO,468.39544739999997
1315,HfZnN2,687.6407819
1316,RbCaCl3,289.10101160000005
1317,V2O5,1023.7049300000001
1318,KSbS2,310.0089604
1319,YbS,197.1170426
1320,Y3CuGeS7,411.60109769999997
1321,NaS2,437.6648898
1322,LiVOF3,714.2550824
1323,SrO,212.8578758
1324,LiI,169.2588872
1325,ZrC,515.2656374
1326,SiAs2,406.96267969999997
1327,PrIO,461.7728044
1328,Ag2HgO2,553.9157862000002
1329,KSnSb,147.82684319999996
1330,MoO3,938.1296304
1331,Rb3NbO8,855.1628011
1332,CdSO4,1077.536132
1333,RbBiS2,217.5977779
1334,CaB4O7,1301.842896
1335,RbAcTe2,103.6810146
1336,RbCaBr3,222.3675616
1337,Sm3BWO9,1283.06808
1338,Nd2TeS2,240.32940469999997
1339,AlAgSe2,348.5433179
1340,ZnTeMoO6,904.4972560000001
1341,KCN,2094.943382
1342,Nd3CuSnS7,377.1721585
1343,Mg4H2O5,3737.5744200000004
1344,NaScO2,486.32394050000005
1345,MgI2,256.265402
1346,RbGeBr3,191.34279030000002
1347,LiCrP2O7,1088.95724
1348,BiI3,134.5806234
1349,SiSe2,439.62747060000004
1350,GeS,276.8492888
1351,MoW(SeS)2,442.84617910000003
1352,MgNiF4,476.07128339999997
1353,YbTe,108.72740320000001
1354,Nb3Sb2Te5,222.08358629999998
1355,Pd(SeBr3)2,265.49301349999996
1356,MgTeH2O9,3276.015523
1357,CaZrN2,388.30425510000003
1358,KF,165.16193969999995
1359,TaBe2Rh,372.4772456
1360,Sc2O3,510.7577846
1361,P2Se5,352.594209
1362,TlSbSe2,208.2208918
1363,K2Te,110.47244199999999
1364,Te8MoW3,226.8501017
1365,PrOF,445.9370905
1366,Na4S2O5,956.2800678
1367,CaP,265.58529300000004
1368,TbNiSb,166.7347924
1369,KNdS2,224.42949199999998
1370,Mg2PbO4,551.7988282
1371,MgMnF4,464.14515660000006
1372,Y2Be2GeO7,952.1192217
1373,TmTlO2,257.0947832
1374,CaThBr6,179.3358565
1375,AlCuO2,667.3134566000001
1376,Li2CrO4,972.1610376
1377,Pb2O3,555.6345451000002
1378,CdP2,435.5806148
1379,ZrCl4,384.3749915
1380,SrCN2,2012.1976960000002
1381,Y2SeO2,467.4913289
1382,ZrSnPt,183.5225488
1383,K2NaAlF6,571.7567688999999
1384,HfNCl,602.6993658
1385,GeBi2O5,753.6720477000001
1386,SrP,225.23879649999998
1387,Sr2H5Rh,1736.32673
1388,SrF2,219.34268319999998
1389,Tl2O,294.4153341
1390,Ge3As4,264.2100724
1391,ZnSe,234.69832390000002
1392,LiMn2F6,429.0052288
1393,MgScGa,248.1998379
1394,Cu2O,616.3182385
1395,Mg(ReO4)2,1000.971135
1396,ScSbPd,207.8936949
1397,S3(NCl)2,1025.168561
1398,YN,435.56410660000006
1399,IrI3,176.2485136
1400,Na2ThF6,361.5236048
1401,Yb(PrS2)2,294.708614
1402,Dy2PbS4,282.8018636000001
1403,RbN3,2129.228115
1404,Er2SO2,439.46102069999995
1405,CaHBr,1025.921871
1406,NaCN,2117.973791
1407,BaHI,809.7795541
1408,Ga2HgSe4,249.15151349999996
1409,HgS,324.764301
1410,Sr(AlCl4)2,514.6779771
1411,Ba3Bi2F2,462.6277983
1412,InAgSe2,197.96466619999998
1413,InPbCl3,161.0476836
1414,BiSeI,177.60876000000005
1415,PbO,413.5907921
1416,RbAgO2,570.7815148
1417,LiSmS2,264.0656669
1418,NaY3SiS7,526.7777239
1419,P3N5,1144.776069
1420,K2ZnF4,426.20836439999994
1421,TiSiPd,275.8970463
1422,Ca2YSbO5,640.2838153
1423,Ca2BiAsO6,766.2516344
1424,NaRhO2,498.19407259999997
1425,AlTeI7,330.28015760000005
1426,NbFeSb,255.16541899999999
1427,Ca3AsN,365.74124589999997
1428,AgRhO2,597.4916299
1429,RbPbBr3,109.20981100000002
1430,HCN,3088.8998109999998
1431,KNiIO6,661.5812252999998
1432,SbSeI,204.6351665
1433,PrBi2BrO4,420.28056860000015
1434,SrMg2N2,417.29417620000004
1435,MgSe,181.031804
1436,GeF4,702.916516
1437,Na2SiO3,975.7835146
1438,Hf2SN2,533.3039186999998
1439,HoTlO2,249.03448840000001
1440,SrGaGeH,1087.348102
1441,K2Se,127.783093
1442,BaO2,175.6415102
1443,YbMgSn,221.02075519999997
1444,K4I2O,279.4833385
1445,Ti(CuS)4,424.851553
1446,Na2ZnGeO4,722.2026876
1447,CdBiClO2,503.0581367
1448,Sr(YS2)2,289.5982268
1449,Mn(GaS2)2,344.5996137
1450,BaS3,428.83684460000006
1451,AlN,668.2304482999998
1452,YH3(CO2)3,2971.449282
1453,NaSrAs,200.9948138
1454,HoNiSb,173.6177655
1455,SmTaO4,823.0518203
1456,RbNaS,227.97596439999998
1457,MoSe2,340.3789378
1458,Li5V(SiO4)2,977.331755
1459,RbCaF3,413.4728665
1460,Na3ScF6,486.93861430000004
1461,Nb3SBr7,421.36997970000004
1462,LiCoP2O7,1135.4928289999998
1463,MgTe,145.51565480000005
1464,SrHBr,922.6489939999999
1465,ErSbPd,148.34566909999995
1466,NaSi2BH2O7,3701.1586880000004
1467,Dy2SeO2,470.953359
1468,Dy2Be2GeO7,956.3149852
1469,KYTe2,179.64137580000005
1470,Al2Te3,365.59097080000004
1471,KNa2BN2,1645.6955369999994
1472,Sr2ZnN2,628.0484006
1473,TiCdF6,540.4371502
1474,KMgBi,243.5633875
1475,HoSF,367.1586876
1476,LiSiBi3O7,849.9574997000003
1477,Ba7(ClF)2,317.8231322
1478,LiZnAs,319.9763082
1479,Li5MnO3F,641.5578186
1480,GaP,346.3162383
1481,GaCuS2,345.022992
1482,SiH8,2148.1012140000007
1483,Y2TeO2,428.5857525
1484,PAuS4,548.7564745
1485,RbAgSe4,231.3026602
1486,TiSiPt,245.6343892
1487,TiZnF6,537.3661154
1488,RbCl,124.70688899999999
1489,BaSi3SnO9,980.3308205
1490,Dy3CuSnS7,374.36929110000005
1491,BaBAsO5,1081.808034
1492,NaHO,3520.911376
1493,Pr3CuSnS7,377.87807799999996
1494,CuBi(WO4)2,814.5627779
1495,Li7SbO6,684.6395821000001
1496,KCrP2S7,564.4018599
1497,Ge2S3I2,382.4806114
1498,CrCuO2,643.8899508
1499,ZrFeTe,228.01221580000004
1500,TmTlS2,210.7830389
1501,Na6MnTe4,202.58931069999997
1502,BaHfO3,513.6987544
1503,KMgAs,292.8453828000001
1504,NaP,365.8664418
1505,Li3AsO4,783.045227
1506,TeRhCl,236.6485985
1507,K4BeAs2,772.1026918
1508,K2AgAs,217.28805640000002
1509,KGeNO,795.3366696
1510,BiI3,134.485209
1511,KSmS2,229.55778819999998
1512,H2C,2950.498679
1513,NaHoO2,305.70824439999996
1514,Sm3SiAgS7,527.5103901000001
1515,NaTlO,395.2795077
1516,AuBrF6,607.917807
1517,Ca2H3Br,1082.77495
1518,NaInTe2,156.04434990000001
1519,Li2AlVO4,748.6351305
1520,Na2Te,139.5298634
1521,Li2GeF6,582.8046234
1522,Lu2CCl2,551.4441176
1523,NdClO,471.91460610000007
1524,MoSBr,450.43030260000006
1525,NaNO2,1314.29065
1526,Ca(InTe2)2,160.3804168
1527,PbF2,119.195568
1528,Ho2SeO2,411.610269
1529,Hg3(SCl)2,298.6524516
1530,Pr3SiAgSe7,419.58255310000004
1531,KLi2As,441.9480303
1532,Zr2SN2,523.880376
1533,NaDySe2,155.519621
1534,ZnSiP2,461.91787689999995
1535,KH8N3,3354.054989
1536,CaZnSe2,242.2673398
1537,DySI,239.3681576
1538,ErNiSb,176.57067460000005
1539,NdH3(CO2)3,2945.508518
1540,K6HgS4,224.107231
1541,Li4FeSi2O7,946.1484712000001
1542,MgH2SO9,3354.149103
1543,Ni(AsO3)2,580.8160962999998
1544,ThBrN,544.8583597
1545,CaPdF6,568.976346
1546,Ca3PN,385.772123
1547,NaBr,141.9271948
1548,Hg3(TeCl)2,177.9839809
1549,As2Os,243.5472795
1550,Lu3AlO6,730.2689519999999
1551,TaBi3O7,673.9973302999998
1552,Pr3CuSiS7,524.9638173999998
1553,Li2BF5,1045.320066
1554,BaBe2Si2O7,956.3526707000001
1555,TlN3,2042.6926030000002
1556,BaNaP,189.89616730000003
1557,Tl4GeS4,350.117638
1558,BaAl2(SiO4)2,1129.0739210000004
1559,Li8MnO5F,639.4641056
1560,KUO3,443.30560870000005
1561,HgHOF,2551.0940760000008
1562,Tb3CuSiS7,534.7865929999998
1563,RbLiS,388.79520049999996
1564,Lu2(CN2)3,2064.830833
1565,CuCN,2169.762773
1566,WSeS,240.79553760000002
1567,ScAgSe2,256.0087071
1568,Sr2C(NCl)2,2010.0675649999998
1569,Dy5AgS8,308.6751605
1570,Pr5AgSe8,177.71024409999995
1571,Yb4Cl6O,439.6982726
1572,AgAuCl4,330.3242463
1573,H3ClO,2847.73629
1574,NaSnN,469.30353449999996
1575,LiMn3OF5,548.7527392999998
1576,SiF4,927.5523777999999
1577,K2AgAs,217.2788518
1578,LiScS2,362.7272397
1579,Mg(AlC)2,638.0252866000002
1580,Sr(PrSe2)2,157.207798
1581,Mo3WS8,368.7603547
1582,SrCl2,143.1337311
1583,HgI2,189.81435980000003
1584,BaBeSiO4,934.2766382000001
1585,Zn4B6SeO2,1000.7635650000001
1586,CaS,227.7421809
1587,NaHS,2528.7341690000007
1588,Dy3Sb4Au3,162.0076967
1589,PrCl3,197.6508094
1590,Bi2SO2,454.83383660000004
1591,LiNd2HO3,1434.845931
1592,K6Fe2O5,619.1750662000002
1593,LiGaO2,665.8890115
1594,Na2BeF4,838.1914863
1595,PdF4,629.2824172999998
1596,Li3PO4,997.9150414999999
1597,CuCl,60.10427045
1598,LiBr,301.1850506
1599,Sm2PbSe4,141.6698996
1600,Li2SiO3,988.1018707000001
1601,KBaSiHO4,2723.942357
1602,YbSe,134.27703830000002
1603,LiMgAs,321.0413738
1604,Pr3AgGeS7,402.185559
1605,ZrMnO3,493.90873099999993
1606,ZnGeN2,730.7116732999997
1607,LiNbP2O7,1072.498515
1608,Te2Br,185.148628
1609,Sr7(HBr)2,1022.729342
1610,K2NiO2,804.5582448
1611,Te3W2Se,220.13111060000003
1612,Na3VO4,783.6515299
1613,SNCl,983.8678214
1614,CaMgNiH4,1510.2354070000001
1615,SrH2,1086.484037
1616,TiFeTe,255.1302014
1617,Ca(HO)2,3674.5209090000003
1618,SiC,772.930272
1619,BeBr2,516.4455271
1620,H3NO,3096.722054
1621,BaSr2Mg(SiO4)2,953.8058980000001
1622,DyAgTe2,148.8619605
1623,Na4FeO3,571.3510661
1624,CaHI,966.4684594
1625,ErZnAsO,439.0300053
1626,HfS3,497.92063590000004
1627,FeCl2,302.1176167
1628,ZrBrN,568.3874183999999
1629,ErSeI,161.5844519
1630,PrCuSO,471.4401023
1631,SrCeN2,268.54073660000006
1632,Mn(Sb2O)2,794.0003684999997
1633,PdBr2,233.8820159
1634,V2MoO8,952.5018796
1635,Li3Sb,334.2755876
1636,RbAu3Se2,237.0439628
1637,NaAlSe2,342.7092023
1638,KLiBeF4,795.7382703
1639,MgTiSiO5,942.8080017999999
1640,Mg2TiO4,693.7253893999997
1641,RbSmTe2,142.443853
1642,HoIO,492.9312425
1643,SnH8(CI)4,3063.275772
1644,MnH4(BrO)2,3434.919501
1645,Ta2ZnO6,904.7595204
1646,H4NF,2886.6211559999997
1647,Rb2HfF6,474.19798049999997
1648,Zn(GaSe2)2,247.9455108
1649,RbErO2,333.4151243
1650,K2O,214.26074350000002
1651,BaLi2Mg(PO4)2,980.1322879
1652,NaPrS2,225.27104590000002
1653,KPrTe2,146.4377156
1654,KAgC2,553.9990611000002
1655,Sn(CO2)2,1593.017744
1656,Li4CoO3F,685.057591
1657,KYGeS4,401.3713854
1658,Zr(MoO4)2,887.0455011
1659,Nb(PS4)2,597.1224787000001
1660,NaBeAs,570.1808480000002
1661,ErCuSe2,209.5400844
1662,LiYMo3O8,764.4760804
1663,BaGaGeH,1082.0986460000001
1664,Sr(Si3N4)2,1031.297791
1665,RbMgF3,398.2938474
1666,LiYbAlF6,567.4472819
1667,SmBr3,173.7132466
1668,Hg2P2S7,557.249052
1669,HgI,112.29852120000001
1670,K4ZnAs2,310.1934192
1671,TlI,52.19858625
1672,Br2O,438.69813949999997
1673,LiNbO3,648.0693394
1674,Li2Si2O5,1125.577741
1675,BaSi4O9,987.6077571000001
1676,AgClO3,836.8643563999997
1677,ReNCl4,1008.2456710000001
1678,Li3N,577.3509312000001
1679,Tb2SO2,431.65095099999996
1680,RbNdSe2,166.7723445
