,pretty_comp,ehull
7456,Li2Ni2SnO6,0.01707054545454767
7457,Hf2NiRh,0.3251503500000004
7458,NbW3Se8,0.006666015151517435
7459,NpSb3,0.001921124999999968
7460,Ce(SiAu)2,5.120000000014002e-05
7461,MnSiTc2,0.0
7462,Yb2V2O7,0.0
7463,Cd3PCl3,0.0
7464,DyAl,0.020431925000000014
7465,MgAl2O4,0.09711192857143393
7466,Mn2CoAs,0.004510533189654886
7467,Ba2CuHgO4,0.0
7468,TiSe2,0.0
7469,ZrBeBi4,0.8293733333333337
7470,TiGaCo2,0.0
7471,TaBeMo,0.3670238333333336
7472,RuF6,0.0
7473,Na4BeZn,0.5282480333333333
7474,DyIn3,0.0
7475,BaSb3,0.0
7476,Tm(MnGe)2,0.0
7477,Sr2Mn3(BiO)2,0.0
7478,Sm3Ti3(SeO4)2,0.0
7479,Hf(FeGe)6,0.0
7480,Dy3(AlNi3)2,0.0
7481,Yb(PrS2)2,0.0
7482,SmPd,0.0
7483,TmP5,0.0
7484,Cr3B4,0.01325935714285542
7485,Ni6Ge2B,0.0
7486,Y2In,0.0
7487,Yb4Ge6Ir7,0.0
7488,TbSe,0.0
7489,CaZnGe,0.0
7490,LuAl,0.0
7491,Sm(ErSe2)3,0.0
7492,LiGa2Ru,0.0
7493,K2GeAs2,0.0
7494,NaLi5N2,0.169057
7495,Ca(AlGe)2,0.0
7496,NaLuS2,0.0
7497,HoAg2,0.0
7498,Sm2Cr2Fe5,0.0019022131578934067
7499,U2TeN2,0.0
7500,HfMnSi,0.0
7501,Al3(Co10B3)2,0.0
7502,BeSbTe,0.1654965888888893
7503,Ho2HgO4,0.0
7504,BaTiTe2,0.0
7505,Fe7(OF3)3,0.058663263157894274
7506,RbAgF3,0.0
7507,Tm2V2O7,0.0
7508,Ca2MnSbO6,0.0
7509,UFe2,0.0
7510,CuAsPbO4,0.0
7511,YbS2,0.052813437037037225
7512,Sc6Al6Ni7,0.0
7513,Mn5(SiO)4,0.0
7514,RbTmS2,0.0
7515,PaO2,0.2320433333333343
7516,SnS,0.14583055000000011
7517,Na2CoO3,0.17628191666666382
7518,Ca2RuO4,0.0
7519,Li4V2Cr3(FeO2)3,0.0
7520,Ba4CdIr,0.7260907549999998
7521,CoHgC4(SeN)4,0.3502662119047617
7522,Be3Cd4Si3SeO2,0.0
7523,Th3Br,0.5888568187500001
7524,ThCdHg2,0.0
7525,DyInRh,0.0
7526,Y3AlNi8,0.0
7527,Zn2CrWO6,0.0
7528,TaAsRu2,0.19760723749999973
7529,NbCoO4,0.0
7530,BeSn2Mo,0.36807385
7531,Li2MgBr4,0.0
7532,KTiBe2,0.42404175833333335
7533,Li2B4O7,0.0
7534,LiGaPt2,0.0
7535,SrHCl,0.0
7536,BaBeBi,0.6213013333333333
7537,PBr5,0.0
7538,GaHO2,0.1621080000000017
7539,Th3Be,0.341322457692308
7540,HoO3,0.6857135937500001
7541,BeInCl2,0.0
7542,PrCo2B2C,0.0
7543,Y(CuO2)2,0.33526135714285665
7544,WCl4O,0.0
7545,Mn(BW)2,0.0
7546,Ba4BeCd,0.7042821383333332
7547,HfTa2Be,0.1179321249999994
7548,CaS,0.0
7549,BeCr2Co,0.05589178750000024
7550,AcYbGa2,0.0
7551,Ce2In8Co,0.0
7552,NdGeBO5,0.0
7553,Li5SbO5,0.0
7554,MnBePd2,0.0
7555,Tm3Al2,0.0035765000000003155
7556,TaAlO4,0.03257149999999509
7557,Cr(GaS2)2,0.0
7558,Be2MoW,0.059160525000000234
7559,Sm2MgIrO6,0.0
7560,BaYSb2,0.06279749999999984
7561,Ba2LiGa,0.0
7562,TiBeW,0.07139923888888955
7563,Ca2PI,0.0
7564,CdSiP2,0.8141267749999999
7565,KRuF6,0.0
7566,BeFeBi2,0.7686864999999999
7567,ScBe2Bi,0.3245262249999996
7568,Ho(Al2Fe)4,0.0
7569,LiBF4,0.0
7570,NaYS2,0.0
7571,Nb2VAs,0.012556437499999795
7572,TlIn5S7,0.0
7573,HfOs3,0.2371250000000007
7574,Ca4BeCr,0.9772001316666664
7575,Li2BeCo,0.029297974999999976
7576,CrO,0.31516785833333394
7577,Sm3GaC,0.0
7578,PmGaCu2,0.0
7579,K2NaInP2,0.0
7580,Ba4HoRu3O2,0.0
7581,Mg2GeB2Rh5,0.0
7582,NaCuSe,0.0
7583,ScBePt4,0.0
7584,Ca(GeAu)2,0.0
7585,BaLiCd,0.24874003
7586,Li2CoCuO4,0.0
7587,Pr(SiOs)2,0.0
7588,CaMnO3,0.015692961538460004
7589,Nd3Sm,0.007686293749999963
7590,K4NbAl2O20F,0.0
7591,Rb2CoO3,0.0
7592,Li4MnO3F,0.06326542592592688
7593,AgBi(PS3)2,0.0
7594,NdSnRh,0.0
7595,NaSi,0.0
7596,ErSF,0.0
7597,SnPSe3,0.0005173999999983359
7598,LiAc2Ga,0.0
7599,Tb(SiOs)2,0.0
7600,UPbO4,0.0
7601,DyAgTe2,0.0
7602,PrZn,0.0
7603,AgBi(PSe3)2,0.0
7604,Zr6CoAs2,0.0
7605,ZrBeRh2,0.25019300000000033
7606,RbZrMnF7,0.0
7607,PmZn2Au,0.0
7608,HoInAu2,0.0
7609,TbFe3(B2O)2,0.0
7610,KPrGeSe4,0.0
7611,Er3Al2,0.0
7612,LiMg2Pd,0.0
7613,NaTbSe2,0.0
7614,TmPaTc2,0.0
7615,RbCr3S5,0.0
7616,Ba4SrRh,0.666745065
7617,LiLaO2,0.0
7618,Ba4CaPt,0.5800921908333333
7619,TmCd,0.0
7620,Ba2PbCl,0.0
7621,Sm3Cd,0.05827479000000003
7622,SrU,0.995912105
7623,TlBS2,0.0
7624,BiTeO4,0.0
7625,KNaGeO3,0.0
7626,Ba4ZrSn,0.5498202466666666
7627,YAgSe2,0.0
7628,Ba4RhSe,0.3431046577777777
7629,HoCoC,0.0
7630,RbGa3S5,0.0
7631,Al3(BRu2)2,0.0
7632,ErB2Ir3,0.0
7633,YbBi2BrO4,0.0
7634,Be2InBi,0.5146097175000001
7635,FeAs4F8,0.0
7636,La2AgSn,0.0
7637,Li3Mn2Fe(BO3)3,0.0
7638,SmRe3,0.4069534687499985
7639,LiYbF4,0.0
7640,ScAu4,0.0
7641,Ce(SiIr)2,0.02126170000000016
7642,PrEr3,0.021137362499999986
7643,Dy2NiIr,0.0
7644,Rb2NaMoF6,0.0
7645,LiMgSbPt,0.0
7646,TbLuHg2,0.0
7647,TiCd,0.0
7648,LiDyTl2,0.0
7649,MnGaCo2,0.0
7650,SmPa3,0.1860707937499999
7651,AgF2,0.0
7652,TaBi4ClO8,0.0
7653,BaSnPb,0.3552075855555553
7654,Li4CO4,0.18109227777777728
7655,MgGaPd2,0.0
7656,SmMg,0.0
7657,Li4TiS4,0.0
7658,NdBRh3,0.0
7659,Ca6Al2NF,0.0
7660,CuSiRh2,0.0
7661,Mg4BeRu,0.6628476191666666
7662,YbMgAu,0.0
7663,As3Ir,0.0
7664,Sc6Te2Rh,0.0
7665,Li2BPd3,0.0
7666,AsPO4,0.0
7667,Na2H6Ir,0.0
7668,KLi3PbO4,0.0
7669,CaTl3,0.0
7670,HfGa3,0.0
7671,MoPRu,0.0
7672,Na5LiN2,0.14018678750000002
7673,PrSi2,0.0
7674,Rb3Mn2Cl7,0.0
7675,Yb3SiO,0.0
7676,V4ZnS8,0.05889361538461557
7677,TlAgO2,0.0
7678,BeTl2Re,0.5704097499999998
7679,BaIrCl2,0.0
7680,Be2HgPd,0.08062567500000006
7681,NaMnSe2,0.05610163958333203
7682,LiCl,0.0
7683,SrTaBe,0.8983381699999997
7684,RbFe(SeO4)2,0.0
7685,MnV2Mo,0.4734303853448276
7686,Li5AuO4,0.0
7687,RbCr5Se8,0.0
7688,Te2MoW3(SeS2)2,0.04246374999999958
7689,SmSbO4,0.0
7690,Ba4SiIr,0.8547853466666663
7691,Nd(Al2Cu)4,0.0
7692,Ba3SbP,0.6054065799999999
7693,ZrMnBe,0.3793119471264363
7694,P2WO8,0.0
7695,Ba3N,0.012990767500000056
7696,Zr6Al2Fe,0.0
7697,UFeS3,0.0
7698,Hf2BeMo,0.0
7699,Lu2MgOs,0.0
7700,Mg(VN)2,0.0
7701,TlAuCl4,0.0
7702,Lu(CuO2)2,0.0
7703,Rb3FeO3,0.0
7704,GeClF,0.0
7705,LuSnAu,0.0
7706,DyPPt,0.0
7707,KSrNb2O6F,0.0
7708,VCu3Se4,0.0
7709,Li8CoO5F,0.0
7710,Na3AuO2,3.33333333379926e-07
7711,VGaFeCo,0.0
7712,Mn2CrCo,0.007277195689654903
7713,Li4MnSb2WO2,0.0
7714,LaCN2Cl,0.0
7715,Be2CrRe,0.0
7716,YZrSb,0.0
7717,Dy2ZnGa,0.0
7718,Li4Ga3Si3BrO2,0.0
7719,AlN,0.1860332500000004
7720,Rh3Br,0.8304771083333335
7721,Na2O,0.0
7722,Li6MnO6,0.0
7723,Li4V3Ni3(WO3)2,0.0
7724,HfSbRh,0.0
7725,ZrCdRh2,0.0
7726,Sc2MnGe,0.13014100000000006
7727,K3Nb3(BO)2,0.000987499999999919
7728,Zn2SnSbO6,0.0
7729,NiO2,0.3861404000000001
7730,FeCoSn,0.13849370000000014
7731,BeVSi4,0.6493309416666655
7732,MoW2(SeS2)2,0.03851683333333877
7733,CeAg,0.035207299999999934
7734,MnBe2P,0.0
7735,Rb2MgO2,0.0
7736,TlI,0.0
7737,BeWCl2,0.8977124337500002
7738,Li2Ti3NbO8,0.0
7739,Li4Mn(PO4)2,0.0
7740,Pr2Te2O7,0.0
7741,LiCrO2,0.0
7742,LaYbHg2,0.0
7743,HoTlS2,0.0
7744,TmLuRh2,0.0
7745,Li3AlH6,0.0
7746,Nb5(NiP)4,0.0
7747,Dy3CuSiSe7,0.0
7748,TaBe2Ni,0.07683375000000002
7749,UTe3,0.012090500000000226
7750,YBe2Tl,0.35488955
7751,ScBeSe2,0.0
7752,SrBe2Ge,0.47366969
7753,YV(WO4)2,0.0
7754,LuThRu2,0.0
7755,BaZnSn,0.0
7756,Pr3NbO7,0.0
7757,BeZnFe2,0.0016530499999993784
7758,BaAg2GeSe4,0.0
7759,Ca4PtO6,0.0
7760,BeCoBi2,0.7001739
7761,PuSe,0.0
7762,BaPdCl4,0.0
7763,VFeO4,0.03247199999999406
7764,TmNiC2,0.0
7765,Li2CoO2F,0.0
7766,KTiPCO7,0.0
7767,LiCu2Si,0.0
7768,BaY2F8,0.12141709090909993
7769,CaMn2Be,0.2694767506896549
7770,KClO3,0.0
7771,K2BaFe,0.7945663674999999
7772,Mn2Ga5,0.0
7773,NdI2,6.666666663157628e-08
7774,Nd2SnHg,0.0
7775,Li3FeF6,0.16551369999999954
7776,AlCr2,0.0
7777,GaH3NF3,0.0
7778,Be2VCo,0.03414000000000028
7779,Y2BeBi,0.20166375000000025
7780,CdBiO3,0.0
7781,SrAgAs,0.0
7782,CeCo3B2,0.0
7783,BeV2Hg,0.479657375
7784,Be2GaCl,0.4945355231249998
7785,TiInCu2,0.0
7786,TbH2,0.0
7787,Cu3SbS4,0.011705124999999985
7788,Sr4Al6SO6,0.0
7789,Zn3Mo2O9,0.0
7790,Li2NiBO4,0.0
7791,Sr2Er2Al3Si5NO3,0.0
7792,ScPS4,0.0
7793,CO2,0.2912043333333329
7794,TbAgSe2,0.0
7795,Li6Fe(O2F)2,0.0
7796,In2FeS4,0.0
7797,ZrBeIr,0.0
7798,DySi2Ni,0.0
7799,NaClO4,0.034237624999997614
7800,Mn2VGa,0.00010900000000013675
7801,Na2Zn(H2Se)2,0.0
7802,K3ClO,0.0
7803,Na2BeH4,3.57142856621806e-07
7804,Al(CrB)2,0.0
7805,AuBr,0.018899650000000046
7806,V2FeS4,0.0
7807,InI,0.0
7808,LuSbPd2,0.0
7809,Lu2HgAu,0.0
7810,BeSi2Hg,0.8727350499999997
7811,FeCo3O8,0.06590897916666716
7812,Be2RhPb,0.2689795799999999
7813,SmZnIn,0.0
7814,PtCl2,0.2770969555555556
7815,Lu2Co3Si5,0.0
7816,KAs,0.0
7817,SrAcZn2,0.0
7818,Li2CaSiO4,0.0
7819,SmAl4,0.060216660000000026
7820,ZrFeF6,0.013753125000000031
7821,Sm2TlZn,0.0
7822,Mg2FeO4,0.06318145238095241
7823,Sc(SiNi)2,0.0
7824,HoAu,0.01857712499999975
7825,PrBiPd2,0.0
7826,NbIr,0.0
7827,Fe(BMo)2,0.7804312700000029
7828,Li2VOF5,0.0
7829,SF4,0.3740093874074073
7830,NiTeO4,0.03727342424242375
7831,LiSbPd2,0.0
7832,Ba(CdSb)2,0.0
7833,MgTi3,0.09290476250000036
7834,Pr(SiRh)2,0.0
7835,Be2Ni2Ge,0.13593913999999985
7836,BaCa2Sn,0.0
7837,TmSi3,0.2739911749999999
7838,VSb2O5,0.0
7839,TmPt2,0.0
7840,Ho7Co6Sn23,0.0
7841,ZrMnSi,0.0
7842,Al2HgSe4,0.0
7843,NaAlSi,0.0
7844,NdMnSbO,0.0
7845,NdP,0.0
7846,Ca5(AlSb3)2,0.0
7847,BeGaBr4,0.6656826191666667
7848,YbPmPd2,0.0
7849,TbAlNi,0.0
7850,Cr3Os,0.005942300000000067
7851,KNa2Cd,0.02082553750000016
7852,NaFeO2,0.0
7853,Na2LiBe,0.4124184325
7854,BeSn2P,0.35292768750000003
7855,VP4,0.0
7856,FeIr3,0.0
7857,MnOF2,0.20752056250000184
7858,NpSi2,0.0
7859,Np(GePd)2,0.0
7860,Zn2SbWO6,0.0
7861,ZnCu2O3,0.0
7862,CoCu2SnS4,0.0
7863,LuGaO3,0.009737099999997943
7864,ThC,0.6708959999999999
7865,NiN,0.3576095833333324
7866,Nb2Tl5S4Br9,0.0
7867,BaTaCuO5,0.0
7868,BN,0.2646044609375
7869,Hf5ZnSb3,0.0
7870,Yb2Pb,0.0
7871,La3TlC,0.0
7872,Tm2Cr2C3,0.0
7873,TlHgF3,0.0
7874,VCoSn,0.4584224833333335
7875,LiPm2Ga,0.0
7876,BeV2Hg,0.2803927750000001
7877,ZrP2O7,0.00597199999998832
7878,TiP2,0.0
7879,TiMn2,0.0
7880,InPF3,0.0
7881,MnFe2Si,9.999999992515995e-07
7882,Si3Ag,0.6371557399999999
7883,SrCa(CO3)2,0.0
7884,PrB2Rh2C,0.0
7885,ZrIr,0.1015700000000006
7886,Na8NO3,0.0
7887,PtS2,0.0
7888,Mg2SiB2Ir5,0.0
7889,TiAgHg2,0.2342405358333333
7890,TmLuIr2,0.0
7891,YBe2P,0.04135774999999997
7892,BeZnGa,0.23028849833333345
7893,Hf2CoTc,0.0
7894,DyMgTl2,0.0
7895,Ba4YTe,0.16713784944444446
7896,TiBe2Os,0.044732750000000536
7897,UPt4Au,0.0
7898,Ba2LiReN4,0.0
7899,TiNiGe,0.0
7900,Th(GePt)2,0.0
7901,VPO4,0.0
7902,CaAlF5,0.00044521428571364646
7903,Ca3Al2Si3O2,0.0
7904,TlGaSe2,0.0
7905,GaCo,0.0
7906,Mo2O5,0.16786389285714254
7907,LiZnCd2,0.0
7908,BeNbPb,0.4867252066666663
7909,TlF,0.00099312500000015
7910,Na2TmPCO7,0.0
7911,K2NiPb(N3O)2,0.0
7912,CaBeGa2,0.0
7913,LiSc2Hg,0.01737989999999989
7914,Mg2B2O5,0.0
7915,Na(CO)3,0.0
7916,BaMgSc,0.8134359799999997
7917,Ca3(InAs2)2,0.0
7918,K6HgS4,0.0
7919,Ho3Mn3Ga2Si,0.0
7920,CeBiPt,0.0
7921,Na4Ge2Se5,2.72727272765394e-07
7922,ZnRhF6,0.0
7923,Li2CrPCO7,0.0
7924,USiIr,0.0
7925,BaPd2,0.0
7926,U3Sb4,0.0
7927,LiBe2Ge,0.14505597499999978
7928,Zn(MoO2)2,0.2931360000000005
7929,HgSe,0.017351186666666685
7930,Dy(CrGe)2,0.0
7931,Ho2CF2,0.0
7932,ErB4,0.0
7933,CaCdPb,0.0
7934,Be2GeP,0.4715073187500001
7935,NaZr2NiF,0.0
7936,KSnOs,0.9563831666666665
7937,VSi2,0.0
7938,MnBr2,0.6027085999999999
7939,NiAgF3,0.0
7940,CuAg3,0.07280299500000004
7941,LiSmTl2,0.0
7942,YBeW4,0.19151165833333286
7943,Be2CrOs,0.0
7944,Al2Cu,0.17464549999999998
7945,Sc2BeNb,0.07352150000000003
7946,PrTl,0.0
7947,KAgF3,0.0
7948,NaMn4Be,0.6586326775862066
7949,Er5Sb3,0.0
7950,Li2TiO3,0.0
7951,BeTlZn,0.4902904333333333
7952,U2Cu2As3O,0.0
7953,MgSeO3,0.0
7954,K2MnF6,0.0
7955,V2B3,0.0
7956,Mg3(PO4)2,0.00363269230771035
7957,BaRuO3,0.0
7958,LiVP2HO8,0.0
7959,LiBe2Au,0.0
7960,RbSb2,0.0
7961,MnBeSb,0.2611631471264371
7962,ThGe,0.0
7963,NiH2SO9,0.0
7964,Be2OsPd,0.0
7965,Sc2H5,0.08429984285714243
7966,NClOF4,0.0
7967,RuCl3,0.010264458333333336
7968,TeO3,0.0
7969,LiTiAsO5,0.0
7970,TaBeTe,0.5174400222222224
7971,NpCuSe2,0.0
7972,CaPmPd2,0.0
7973,B6P,0.0
7974,Sm2TlHg,0.0
7975,CrS2,0.2060118333333332
7976,SmPS4,0.0
7977,Be2CrRh,5.4999999998806e-06
7978,YTmHg2,0.0
7979,BaMnSe4,0.0
7980,Ho2Ge2O7,0.056892818181818676
7981,Na2SbAu,0.0
7982,Y2Fe2Si2C,0.0
7983,Zn(BiO2)4,0.2088903076923141
7984,Tb(CrSi)2,0.0
7985,TbFeSi,5.5000000003246905e-06
7986,BeFeW,0.3256460555555529
7987,BeRhW,0.0
7988,Ho3Co,0.0
7989,NaV(GeO3)2,0.0
7990,Sc2ZnAu,0.0
7991,ThBr4,0.0
7992,NdH2ClO2,0.0
7993,Sc2BeTc,2.5250000000198725e-05
7994,In2CoS4,0.0
7995,NaTl2Cd,0.0
7996,Ba4MgNb,0.9040711466666664
7997,Sc3Si3Ni,0.0
7998,BaCrO3,0.0
7999,HoB2Os,0.0
8000,NdSc3,0.04271768749999971
8001,FeHO2,0.4527765624999995
8002,SmCdAu2,0.0
8003,BaCuBr2,0.0
8004,ZrReAs,0.07833141666666688
8005,YbAlO3,0.1504639999999977
8006,BeTe2Rh,3.140000000012577e-05
8007,Er2ZnIr,0.0
8008,NbAlO4,0.036108666666660134
8009,YH2,0.0
8010,Ba4MgGe,0.6855006016666667
8011,Mg2PN3,0.0
8012,Ba2ZnIn,0.0
8013,TiNbTc2,0.0
8014,BeTc2Ni,0.05647998750000039
8015,Na4Mo(NO)2,0.0
8016,KHg2B,0.9085920958333334
8017,Be2MoP,0.15597250000000076
8018,PrIn,0.0
8019,Tb(SiRh)2,0.0
8020,MgScIr2,0.0
8021,YCuAs,0.0
8022,BeFeNi,0.14972186666666687
8023,Ta4AlC3,0.07346250000000154
8024,UNi2B2C,0.0
8025,SmCdHg2,0.0
8026,Mg(AuF4)2,0.0
8027,U4As6Ru7,0.0
8028,ZrBeCr,0.5871650000000006
8029,FeTe,0.104371
8030,BePbBr4,0.5721975066666668
8031,LiVCO4,0.0
8032,GaN,0.4316985
8033,Li2VCl4,0.0
8034,MnBeTc,0.23787679022988506
8035,HfBe3,0.0
8036,CaFeO3,0.0355989000000001
8037,BeCoCl,0.15002725583333332
8038,Sm2Ti2S2O5,0.0
8039,Pu2InRh2,0.0
8040,YVO4,0.0
8041,ScAu2,0.0
8042,VMo,0.3880481333333332
8043,Mn2AlV,0.0
8044,BeZnPt4,0.4519238000000012
8045,ZrBe2Ru,0.0
8046,HfBeCd,0.07022185000000025
8047,Mo2SeS3,0.019663333333334698
8048,SmMgAg2,0.0
8049,BaHfMg2,0.5455170425
8050,Ca(CdSb)2,0.0
8051,ScB2,2.9076923076409852e-05
8052,AlTeO4,0.0
8053,Ac2ZnIr,0.0
8054,LiBe2Cl,0.2280437874999999
8055,Sm(SiAg)2,0.0
8056,NaH2N,0.0
8057,Li6PS5Cl,0.0
8058,Ti2TcIr,0.0
8059,SbPd3,0.0
8060,Na2Ta4O,0.0
8061,MgTl,0.0
8062,V3(As2O3)2,0.0
8063,Li2O,0.0
8064,CaBeSb,0.4637908666666666
8065,Mo5As4,0.0
8066,NbAu2,0.0
8067,YRh5,0.0753067500000002
8068,SrCl2,0.0
8069,H4C,0.0
8070,LiMnBO4,0.0
8071,ZrSiPd,0.0
8072,Tm2MgOs,0.0
8073,Si2AsP,0.6840278624999998
8074,GaRu,0.0
8075,YbPrCd2,0.0
8076,NbNi3,0.16957562500000026
8077,NaAsO2,0.0
8078,MgCrSiO5,0.0
8079,Yb2AgRh,0.0
8080,BeCu4Rh,0.3238944458333335
8081,TaNiB2,0.0
8082,SrPd3O4,0.0
8083,DyTmMg2,0.0
8084,Na7NbO6,0.0
8085,K3NaFeCl6,0.0
8086,ErInPd2,0.0
8087,Li4V3OF,0.013093210526315069
8088,SmHo3,0.016391843749999913
8089,BaCdPb,0.3832017700000001
8090,Np(CrSi)2,0.1382311999999999
8091,Tm2SeO2,0.0448379999999986
8092,LuMgHg2,0.0
8093,MgCoSiO5,0.0
8094,TaCo3,0.0030404166666659904
8095,BaCa2Y,0.09537128999999987
8096,Tm2CdOs,0.0
8097,NaYAu2,0.0
8098,Be2CoPb,0.4067453299999999
8099,LiZn2Ni,0.0
8100,BeH2,0.0
8101,MnSb,0.05269992068965479
8102,LiMgTl2,0.0
8103,Li(CoO2)2,0.10652842857142897
8104,Rb2SnI6,0.0
8105,Rb3Lu,0.560576690625
8106,Ag5(PbO3)2,0.0
8107,SbCl(OF3)2,0.0
8108,Mn3W3C,0.0
8109,Be2CuBr,0.80649252875
8110,BaBiPb,0.0
8111,Sr2MnCuSO3,0.0
8112,CaMg2N2,0.0
8113,LiB6C,0.0
8114,CrInNi2,0.0821756924999999
8115,Ba2YSb3O8,0.0
8116,Mn2CoSn,0.15063880301724095
8117,Y2HfO5,0.0
8118,Ge2Pt3,0.0
8119,Al2Pd,0.0
8120,Be2CuPt,0.15084410000000004
8121,NaBe2Rh,0.31918625
8122,SnS2,0.08472249999999981
8123,TiZnRh2,0.0
8124,SCl2,0.0010456891666668078
8125,K3AlF6,0.0
8126,Mg2BeIn,0.24673974249999994
8127,Cu3Si,0.02527738749999986
8128,ErAgSe2,0.0
8129,Cu3O2,0.17347099000000046
8130,DyFeC2,0.0
8131,Be2PPb,0.3506835300000002
8132,Zn(InS2)2,0.0
8133,Ca3PbO,0.0
8134,La3Al,0.0
8135,LiCr3O8,1.83333333332314e-05
8136,CaC2,0.0065283333333336895
8137,BaVBi,0.7163946233333334
8138,Sr2IrO4,0.03518571428571882
8139,AcAg,0.0
8140,DySb,0.0
8141,BeOsPb,0.3465189400000006
8142,TbN,0.0
8143,Ba2ZnN2,0.0
8144,NdZnIn,0.0
8145,Na2BeCo,0.7447103500000001
8146,V3O5F,0.07837811111111037
8147,Ba2ZrO4,0.0
8148,KBa2Ni,0.32586961
8149,NaCNO,0.0
8150,Al2IrRh,0.0
8151,BiBr3,0.021110212500000003
8152,Al2ZnSe4,0.0
8153,InPt3,0.0
8154,Er3GaS6,0.0
8155,K(CoS)2,0.0
8156,TiGaRh,0.3748661763888892
8157,KI(OF)2,0.0
8158,TaZnOs2,0.0
8159,LiCoF2,0.0
8160,Ta(BeIr)2,0.0
8161,NdH3,0.0
8162,BaCa2Mg,0.00015860000000000868
8163,Be2OsPt,0.5123071499999998
8164,TbInIr,0.0
8165,LiDySe2,0.0
8166,U(BiO3)2,0.0
8167,Er3AlN,0.0
8168,Li4Cr3NiO8,0.0
8169,ScTaOs2,0.0
8170,CeB2Ir3,0.0
8171,CaCr(GeO3)2,0.0
8172,MnAl,0.033967699999999816
8173,Li3Fe7O2,0.06742518181818191
8174,Rb3YO3,0.0
8175,Cr2PO5,0.0
8176,HoRh2,0.0
8177,Be2CdOs,0.2549071875000002
8178,Rb3Ho,0.5853891697916667
8179,Mn3FeO8,0.05882708333332421
8180,NdMgNi4,0.0
8181,CaV4O8,9.999999999621423e-06
8182,BaNaY,0.841747205
8183,VGeAs,0.636540866666667
8184,Tl2SiS3,0.0
8185,DyAlZn,0.0
8186,RbBiF3,0.0
8187,YCuO3,0.20938250000000114
8188,TiBeBi2,0.5015081583333332
8189,Ba2CrTe,0.0
8190,Ag2PdAu,0.12109634749999998
8191,Tb3CuSiS7,0.0
8192,BeGe2Mo,0.30125947500000017
8193,LaOsN3,0.0
8194,Sr2In2O5,0.0
8195,Pb2O3,0.12096820000000008
8196,DyZrRu2,0.0
8197,Ba5As3ClO2,0.0
8198,BeCrHg,0.6229227333333336
8199,Sn5(BRh3)2,0.0
8200,Sm2ZnIr,0.0
8201,HfAlIr2,0.0
8202,NaTl2Hg,0.22366255
8203,CaPd,0.0
8204,Ho(SiOs)2,0.0
8205,ScZn2,0.007224291666666895
8206,HfMg3,0.14226931249999994
8207,YBeFe,0.0
8208,ErAl3,0.0
8209,K2BaBe,0.5777208425
8210,LiHo2Ga,0.0
8211,Yb3SnO,0.0
8212,Np(SiOs)2,0.0
8213,CsCaH3,0.0
8214,KNa3WO5,0.0
8215,ScSi2Rh,0.0
8216,YbTmRh2,0.0
8217,NaPd2Pb,0.0
8218,Ca2Bi2O5,0.0
8219,DyHO2,0.090705625
8220,KCl,0.035703599999999946
8221,MnInBr3,0.00016985000000024894
8222,NaMgF3,0.050528300000000304
8223,BaSrTa4,0.8067503466666661
8224,NbPd3,0.0
8225,Li8PbO6,0.0
8226,CaRhO3,0.0
8227,CrFe2Si,0.0
8228,Zn(CoO2)4,0.010249538461546416
8229,Tc2MoAs,0.25393916250000004
8230,YMn(WO4)2,0.0
8231,K2MnCl6,0.0
8232,Mg(BiO2)4,0.20763515384616005
8233,CrCoGe,0.0
8234,CrP2O7,0.0
8235,MnBe2Cd,0.19141567284482752
8236,Cd2SiO4,0.0
8237,PrHo3,0.02110273749999992
8238,PmDy3,0.014903268749999919
8239,B5H9,0.003150619047619152
8240,NdSi2Rh3,0.0
8241,Ba(Mo3S4)2,0.0
8242,PmRuO3,0.0
8243,Fe3CuO2,0.0
8244,SrSnPt,0.0
8245,LiRhF6,0.0
8246,TaN2,0.98946075
8247,YBr3,0.09895537500000008
8248,Tl2CdGeTe4,0.0
8249,Nd(GeAu)2,1.0799999998756253e-06
8250,GaCuRh2,0.0
8251,BH3NF4,0.0
8252,Ba4SiPb,0.3595887833333333
8253,YClO,2.333333332771304e-06
8254,SrHI,0.0
8255,Li3Cr(CoO3)2,0.0
8256,Pr(Al2Fe)4,0.0
8257,BeNbCr2,0.22689182500000005
8258,CoB3Mo,0.0
8259,LuInCu2,0.0
8260,LuSi,0.0
8261,Ti3In4,0.034786058571428365
8262,Pr3MnBi5,0.0
8263,Nb2Tl5S4Cl9,0.0
8264,CrCo2Bi,0.4407833749999997
8265,CeZnIn,0.0
8266,BiTeIO3,0.0
8267,Li3Nb4VO2,0.0
8268,La2PBr2,0.0
8269,BeAlH5,0.002541857142854376
8270,Ba2TaBiO6,0.0
8271,TmIr2,0.0
8272,Tl(CoSe)2,0.0
8273,CaTiGeO5,0.0
8274,Ba(AlGe)2,0.0
8275,Li2PmAl,0.0
8276,Yb2S3,0.5579862022222217
8277,Nd2ZnAg,0.0
8278,Li5Tl2,0.0
8279,Tm(CrSi)2,0.0
8280,Pt3PbC,0.3781642040000004
8281,Ag2F,0.0
8282,DyMnO3,0.0
8283,Ba(FeO2)4,0.0
8284,NaAlGe,0.0
8285,Sm3Th,0.048638056250000165
8286,Fe(HO)2,0.16092762999999974
8287,Ge3Rh5,0.0
8288,YInRh2,0.0
8289,CeBe3,0.0
8290,Yb(YS2)2,0.0
8291,Li2BeNb,0.4830844000000001
