,pretty_comp,p_powerfact
3109,Mg2Nb2CoO8,8.323141363
3110,Y(BiO2)3,1184.145172
3111,Pm2CdSi,194.7439993
3112,PuH2,105.02227090000001
3113,Na3BN2,475.62786449999993
3114,UPdSe3,185.5822568
3115,Na6MnCl8,409.79285560000005
3116,CaSiO3,2336.647736
3117,LiMnPO4,143.5473376
3118,Si3Ru,260.646558
3119,SrGeO3,384.08084049999997
3120,NbPSe,377.9435987
3121,BrCl,1864.377272
3122,LuSnRh2,3690.3135060000004
3123,Ca3FeRhO6,684.0682638999998
3124,AlCrCo2,78.94066288
3125,CdPd5Se,505.9177119
3126,MgFeRh2,43.32912876
3127,YMgZn,1150.636112
3128,PmSbAu2,3086.39052
3129,Hg3(SF)2,824.0883853999999
3130,KHSeO3,714.3845725
3131,Li2VSiO4,101.6182638
3132,DyAs,95.93217565
3133,NaCa3IrO6,53.61635346
3134,LiCdAg2,49.44427282
3135,HgPb2(ClO)2,995.2423299000001
3136,SbF3,1209.9458
3137,K2PdO2,2228.0017980000002
3138,TlBTe2,141.305917
3139,GaTeCl,1171.0908
3140,Ca(NiN)2,133.0383523
3141,TmSbPd2,85.68181764
3142,ZrTe3,4612.038343
3143,H4INO4,219.9212775
3144,K2FeCo(CN)6,8.018275649
3145,LiErO2,1639.153468
3146,Sr3Tm,1385.8692130000006
3147,Pr(CoSi)2,1044.375248
3148,Mg9Cu,245.84403540000002
3149,Ba(GaSe2)2,1926.4920960000002
3150,ThAu2,493.565834
3151,TlN,736.4621557
3152,Tc3Ir,1745.0637629999999
3153,CeGeAu,127.3383576
3154,SmYIr2,0.7410409929999999
3155,AlSn,158.76335869999997
3156,YbPd2Au,4.539243003
3157,YTmCu2,15.86976906
3158,As2Ir,3084.471923
3159,U2AlCo3,2999.813041
3160,NaSr3BiO6,716.8070244
3161,SnHC2O3,1325.431251
3162,LiZnP,3061.301443
3163,Np(SiPt)2,411.3469016
3164,LiSnAu,169.41275339999999
3165,Li4CuNi3(P2O3)2,153.4601281
3166,LiTm2Au,25.86487438
3167,Ce2CdHg,1530.3531480000001
3168,VO2,1618.2260939999999
3169,Ca3Pb,458.27884689999996
3170,BiBCl,188.72355100000001
3171,CaZnSO,1627.0372380000001
3172,Li3NdSb2,276.3554799
3173,TbInRh2,3390.553899
3174,Zn2SeCl2O3,440.2256092
3175,CaPAu,1946.516772
3176,NaHCN2,973.827858
3177,Er2Te3,1663.7215529999999
3178,MoSe2,771.5910738
3179,RbU2SbS8,485.7999643
3180,As2O3,905.1406037
3181,ZnBi2B2O7,387.6267092
3182,YbCo2,74.81776937
3183,Nd3Al,21.36349799
3184,MnAu2,53.10047625
3185,Sm2InGe2,171.9281632
3186,Pu3Ga,11.98615978
3187,Ca3(MnGa)2,190.73184780000003
3188,FePbO3,273.5597211
3189,NaHg2,457.1413631
3190,U(GeIr)2,656.7333477000002
3191,Mn(CoO2)4,39.85562481
3192,Ti(NCl)3,254.02783
3193,CoTe,52.6441718
3194,HfSiPd,261.168177
3195,Li3Cu,744.0357917
3196,Sr2LiTl,298.02349879999997
3197,CdO,1837.7153230000001
3198,BaEr2F8,145.1710678
3199,Li5ReO6,1034.134207
3200,ScSiRh2,2574.538959
3201,AlAu,1078.131752
3202,ThZn4,17.13938803
3203,Mg2SiPt,967.2531403999999
3204,LiGaSe2,1341.469828
3205,Pm2MgGa,399.28792369999996
3206,RbH,2616.72849
3207,Mg2Sb3O8,239.9790711
3208,CoSi,2296.449467000001
3209,TiZnPd2,1880.203942
3210,U(FeGe)2,154.1224663
3211,Cr2GaC,203.4368354
3212,HfBe3,1.494431564
3213,NaAlO2,1627.197331
3214,ScInIr2,1019.494333
3215,CaCrF5,237.23469599999999
3216,Pu2W2C3,254.1971934
3217,SrZrN2,1722.627676
3218,Ni3B,996.5624224
3219,TaBe2,1696.4097219999999
3220,Nb2Cd2O7,968.8160101
3221,LiTi3O6,429.8587568
3222,Zr2SbP,371.1763963
3223,Al2O,1201.92174
3224,Sm(NiBi)2,113.92919170000002
3225,Tm2IrRu,1151.110496
3226,ReH3,283.2014996000001
3227,Pd3S,113.7327645
3228,Rb2Te,693.2552097
3229,Nb3Cr,11.83006116
3230,Nd2IrPd,707.8341884
3231,AlFeF5,1725.4325079999999
3232,SmSe2,32.11447844
3233,HfCuSi,977.7896245
3234,Bi(TeBr2)2,433.10078830000003
3235,Ti(CuS)4,1010.550383
3236,Rb4Fe2O5,167.90023269999998
3237,BeSiIr2,3.266594258
3238,RbHgF3,3342.512964
3239,Yb3Sm3S8,3213.511457
3240,HoAl2,172.9661273
3241,MnSnRh2,779.4453844
3242,Ba2TlCd,981.9898390000001
3243,Sm(GaPd)2,618.6241338
3244,NbBW,89.31591393
3245,TeOF2,829.9517998
3246,AuBrO2,1600.597314
3247,Sr3(AlP2)2,939.2418177999999
3248,Mg(SnO2)4,2074.682957
3249,RbH2OF,194.8359835
3250,SmGe2,118.45658689999999
3251,TbCo3B2,173.4843341
3252,TiCl3,381.7903546
3253,PrB2Pt2C,801.3390636
3254,Mg2Sn2O5,2003.4865579999998
3255,CdAs2,2241.435667
3256,Ag2GeS3,1374.56314
3257,Ca3BiSb,1290.579192
3258,Rb2Hf2O5,1529.3966990000001
3259,LuCu2,22.35938318
3260,Zn2PdRh,69.73254703
3261,CdAs,765.4927075
3262,TbMgCd2,80.5651462
3263,Mg2PtRh,774.2169068
3264,Li5Fe3Ni2,153.0916709
3265,K3NaCr2O8,627.6893086
3266,Li(FeP)2,2501.341841
3267,TmAgPb,61.21139805
3268,CaCuF4,762.3007991000003
3269,YbFe2,125.1068571
3270,TiSnO4,907.8992979000001
3271,In2HgTe4,2574.080695
3272,Cr3N2,483.26355159999997
3273,ZrN2,386.0525916
3274,PrW3,0.158932421
3275,NaGaO2,313.1494645
3276,Sr2CdAs2,1345.543347
3277,BaCu,773.396163
3278,Tl3Ge,1130.040415
3279,SrNi5As3,403.66490699999997
3280,Cr(InS2)2,200.1320105
3281,ZnCu2Ni,525.3693682
3282,Ba2UFeO6,4342.316111
3283,LiEr2Tc,1146.069006
3284,NaZnAs,2698.5240129999997
3285,YSi2,1853.252963
3286,Sr6Li23,0.130603577
3287,Fe5Si3,666.8188613
3288,NaPrAu2,4.31487339
3289,NdInO3,993.7552053
3290,Ti2Si,1203.056826
3291,RbAu(SeO4)2,1099.696543
3292,CuTe,333.9209798
3293,Ho2Ge2O5,875.0539802000003
3294,Na2FeO4,657.2280802
3295,Ba2LuRuO6,196.08429030000002
3296,PH2F3,686.2431911
3297,Er2CuOs,72.29297043
3298,NaCaFe2(Si2O)2,61.68767128
3299,NbAlNi2,187.6618778
3300,ZnPS3,2114.642069
3301,Na8SnSb4,905.3859889
3302,Ba3Ca2(SiN3)2,869.8931462999999
3303,Nb3PbS6,836.2225258999997
3304,Ba4LiCuC2,1073.567043
3305,TeWCl9,3.1320831589999996
3306,CeSi2,1799.687131
3307,Mg2NiSbO6,512.9799526
3308,SmC6,13.97470805
3309,NiH4C2(S2N)2,90.26294397
3310,Na2GeTeO6,167.97805290000005
3311,Er3AlN,797.213922
3312,FeCu2SiSe4,563.4201132000002
3313,TiFeCoSb,17.34340559
3314,YbAl7Au3,180.1588948
3315,Dy2Co3Si5,433.8356432
3316,FeF3,594.1251179999998
3317,K2Zr7Cl8,13.56425652
3318,Mg2FeN2,246.6823344
3319,CI4,1145.638834
3320,PaPt3,1196.619075
3321,NbGaO4,1134.358769
3322,KCrO2,1276.738769
3323,CdInPd2,366.3403735
3324,CeCr2Si2C,227.01620809999997
3325,SrCuSF,1690.118989
3326,NaAgO,38.16660411
3327,ThNCl,3635.1800719999997
3328,LiAuI4,808.7788774
3329,Pu3O2,571.1826654
3330,NaYb(PS3)2,413.8731247
3331,Al6Cd4TeO2,203.125115
3332,Pr2Zr2O7,1406.853681
3333,IrOs2Br,86.67531784
3334,NbCrGe,289.2863217
3335,KLi6BiO6,1675.2221849999999
3336,Tm2Fe2Si2C,29.41047104
3337,Si3Ge,26.41276123
3338,ThAu,114.5993812
3339,Li2SbAu,46.73814876
3340,Li3SmBi2,395.5601156
3341,Sb3O7F,252.4113585
3342,CdSO3,660.3452772
3343,Ca3N2,1750.2438140000006
3344,BaCe2MnS5,95.74776566
3345,BaZnBi2,3850.378848
3346,Co3(SnS)2,119.92044469999999
3347,Li6Mn5CoO2,330.3882101000001
3348,RbCeS2,669.7677151
3349,Li5CoO3F,68.26641972
3350,Sr2CuO3,104.4266425
3351,RbCoCl3,94.13398499
3352,PrTl3,1370.24979
3353,Cd(AuF)2,120.8889825
3354,Na2CoS2,208.1877371
3355,TlPt2Se3,2805.944991
3356,BaSiO3,807.1129397000003
3357,CaIrO3,1042.472395
3358,LuB2Ru3,177.5134448
3359,KAsO2,398.7163477
3360,TiFe2O5,288.4723046000001
3361,Hf3Zn3N,182.077131
3362,KTeF5,417.01406230000003
3363,Dy5NiPb3,1583.65238
3364,BOsO3,530.8377422
3365,Pr2ZnAg,88.43406145
3366,BaHg3,185.59162690000002
3367,LiV3O8,278.75341569999995
3368,MnP2,198.0798815
3369,LiBO2,921.4049999
3370,Cd3TeO6,970.7310511
3371,Dy3(AlNi3)2,33.769445000000005
3372,K5CuSb2,1189.382442
3373,Y3Ge4,248.23335550000002
3374,Sr2Sb2O7,1163.3681689999999
3375,Zr2CoSi2,158.23296000000005
3376,PrB6,171.57723330000005
3377,Yb(MnGe)2,264.15652769999997
3378,VCoSn,2084.666959
3379,NbTeCl9,253.25395780000002
3380,USb2Au,232.02693969999999
3381,SmTmRh2,224.02753109999998
3382,KZrF5,39.82532943
3383,Li4Mn(OF)2,783.818403
3384,Na3Ni2SbO6,358.8858287
3385,NaAs,92.29041009999999
3386,TaAgS3,399.9052075
3387,RbNiF3,184.06309009999998
3388,Sr2YTlFe2O7,56.40232449
3389,Ti3Nb,126.60630900000001
3390,NaCo3,1024.419704
3391,CoGe,2.671330285
3392,TcIrOs,262.3541902
3393,AuSeClO3,436.12274510000003
3394,Pa3Al,1040.911176
3395,GaTe,1011.252578
3396,Y6UO2,341.3965726
3397,Ca2InN,156.1680911
3398,KYSiS4,1168.4294869999999
3399,Li2V3FeO8,44.73036147
3400,BeCo2Ge,1397.334402
3401,BaSn3Pd,784.2959807
3402,ZrAlNi2,1.098194283
3403,Zn(GaTe2)2,2442.446789
3404,Te3SeO8,569.454487
3405,Mn2AlV,28.58823647
3406,Al5W,89.57197165
3407,Sr(GeAu)2,67.87641484
3408,YAu,309.9949168
3409,NdInPd,1299.662418
3410,UPS,192.9404704
3411,Ho6ReO2,43.55151491
3412,W3O7F,218.48182250000002
3413,LiTiIr2,1366.715702
3414,SrNiF6,769.8723221
3415,AcH3,686.4267214
3416,ZrCrFe,369.4853778
3417,FeNiN,574.4112561000002
3418,KErO3,58.0297981
3419,RbTeO3,14.21763825
3420,Mg(BH4)2,2660.2570309999996
3421,MgMn(GeO3)2,152.0905536
3422,SmAsO4,301.4889913
3423,VSnPd,9.867445221
3424,BaHg2,763.1596334
3425,SnI2,1803.8856469999998
3426,Nd2Co7,33.08840302
3427,P2WO8,356.4042541
3428,LiCaF3,1626.927505
3429,SrCrF6,27.66934364
3430,BiMoRh,53.40579938
3431,BaSr2I6,820.5643212
3432,PrCr2Si2C,421.9947913
3433,Hg2GeSe4,2456.774554
3434,USiS,1407.100858
3435,Li5Ti2V3,832.9866979
3436,MnPt,639.4892165
3437,Tb2Pt2O7,1487.569651
3438,Nd(GeRh)2,1331.5783199999996
3439,Ba2AlNi3O8,87.30032139
3440,HoSb2,277.43320239999997
3441,NaVO2,636.0468057
3442,Mg(BeN)2,1750.598657
3443,Pr2AgIr,70.61748106
3444,KCeS2,581.3950054
3445,ScMn2,338.552862
3446,BiSbO3,1040.40684
3447,Ta2O5,789.0973195
3448,Na3Mg,251.71848219999998
3449,OsSe2,61.86028843
3450,Li2AlRh,478.63992410000003
3451,Te2Br,1374.412625
3452,MgW3,619.1072489000002
3453,Cr3(OF)2,324.3745065
3454,Na2SnTeO6,682.0711176
3455,Y2AlSi2,518.2997121999998
3456,TlGaSe2,1205.557251
3457,Zn2SiO4,830.5760681
3458,Li2PmGe,765.8973823
3459,TbN,2133.168414
3460,Zn(BiO2)2,1251.730852
3461,HfCuSi2,303.2701341
3462,ErInPd,1202.269213
3463,Ba3(AsO4)2,696.2209387
3464,Rb2In4O7,739.0871967999999
3465,Zn3Hg,511.1342557
3466,SrGaSn,537.5563860000002
3467,TbAu,126.22428190000001
3468,Rb4SnO4,193.9009488
3469,TbH3,835.928711
3470,KRb2YF6,66.92430776
3471,Hg2Sb2O7,37.54178811
3472,Nd3PbC,1421.184775
3473,Te4O9,812.891069
3474,HfGaRh2,541.0342785
3475,SmBiAu2,1602.320707
3476,Sr(SiAg)2,80.80514756
3477,CePrO2,4100.789563
3478,LuGeRu,1045.5679910000001
3479,YZnSn,269.79053010000007
3480,CeFeSi,6.830273503
3481,Lu(MnGe)2,756.9299511
3482,SrTiO3,2317.543882
3483,Sr(H2O3)2,206.7899773
3484,SrIn2Pt,169.1003025
3485,Hf2Au,393.64983650000005
3486,InP2Pb,0.539726229
3487,Na2Co2O3,505.44237699999996
3488,Dy2Se3,1294.020335
3489,TiMn2O4,274.5482428
3490,Dy2AgRu,96.27215255
3491,TiPd2,368.1353542
3492,LuAgPb,75.32500199
3493,HfFeGe,56.67626245
3494,NaTl2InF6,2357.360977
3495,LiYGe,383.2808888
3496,YbErZn2,140.48091440000002
3497,Rb3Co,571.7500017000001
3498,HfMn2,189.9212399
3499,Ce(SiIr)2,1336.097908
3500,ErInAu2,362.8124015
3501,MgTaRh2,46.6191029
3502,DyZn,83.71709887
3503,SmSiO3,699.3506914
3504,Mo3Ir,1914.6906350000002
3505,DyI3,1662.201264
3506,LiRh2Pb,1202.75478
3507,SF4,689.013605
3508,RuCl3,149.9991787
3509,PrSi2Mo2C,654.9571659
3510,SmRh3C,211.13746809999998
3511,MnPO4,465.5863091
3512,TaTl3S4,2564.1008
3513,Ti3TlC,3517.5286880000012
3514,BaAlCuAgO5,2331.495798
3515,Li2TiCuO4,372.2967354
3516,Sn4SF6,584.1658813999999
3517,TlF,2378.616216
3518,SrF2,1414.8194349999999
3519,NaGaTe2,2443.537883
3520,Li8Al3Si5,213.93772459999997
3521,LiHf2Re,152.4189081
3522,YAlPd,3.4622751060000003
3523,Ca2FeIrO6,136.18104350000002
3524,TlCuPO4,19.78118122
3525,CaBiAsO6,649.6009556
3526,Ca(NO3)2,454.44713889999997
3527,CeMg2Cu,547.4190693
3528,K5Pb24,671.6192255
3529,Er(FeO2)2,353.20806
3530,YbErPt2,702.9593453
3531,TiAl,556.9644099
3532,TbAgSn,519.8340191000002
3533,BaMgCr4O8,255.42982999999998
3534,HoThTc2,1037.7086259999999
3535,K3H5Pd,688.6375039
3536,NbCoTe2,214.97573939999998
3537,TmAl,473.6548573
3538,ScIr3,46.27736311
3539,Ca(BN)2,1051.606536
3540,RbSbF6,188.01437969999998
3541,NaMoO3,71.02633853
3542,NbGe2,974.9808452
3543,MnVNi,1365.702064
3544,VCu3Te4,2271.7088129999997
3545,Li3Pt,124.07048540000001
3546,Ho3Lu,558.7860827000002
3547,CrN,823.8304227000001
3548,Sm5Ga3,319.0829201
3549,Rb3LuO3,50.32882526
3550,SrTiO3,2322.161101
3551,SnC,3113.29981
3552,AuSe,508.821781
3553,ThSiPt,15.10881524
3554,LiZn2Pt,293.77716539999994
3555,TiCdO3,1725.030532
3556,SBr3,69.67249342
3557,Sr(ZnSb)2,657.4783238
3558,ZrAs2,770.404052
3559,Lu2MgGe2,159.1506795
3560,LiCo2Ge,306.68155299999995
3561,BaYCuSnO5,9.649554271
3562,Ba2CaCu2HgO6,2.34262647
3563,Li5MnF8,202.9910866
3564,Zn3Ir,452.42455199999995
3565,Sm2Mo2C3,909.1136531999999
3566,Li5Ge4,967.9548758999999
3567,KCuCO3F,307.4402034
3568,Ba(PRh)2,76.89402779
3569,Mn2CoSb,770.9831703
3570,Er(CuSi)2,1710.802175
3571,MgGaRh2,826.0149187999997
3572,Li2MgSiO4,492.6069351
3573,Sm2MgRu,225.15951580000004
3574,LiHo2Pt,551.9782825
3575,KUCuS3,570.9502924999998
3576,Ta3Sb,195.52059330000003
3577,Hf(MnSn)6,647.3926057
3578,NaSrBO3,824.5638296
3579,Li6MnFeP2(CO2)2,415.58654110000003
3580,NbSiAs,313.1194571000001
3581,SmDyIr2,0.490459414
3582,NaSb3O8,806.9429869
3583,TaInO4,558.2051868
3584,Li2Cu2F5,49.13615377
3585,Li2CoNiO4,762.830591
3586,Ba2ZnAg2(SeO)2,1619.904851
3587,VZnF6,34.28330608
3588,MnAl6,12.65170152
3589,Mo8P5,275.82011989999995
3590,Sc2Ni2Sn,77.76370479
3591,NaHO,1766.912344
3592,Na2Ti3Cl8,108.3641652
3593,UTl2(TeO4)2,364.506598
3594,Li2FeCu(PO4)2,447.46186280000006
3595,LiCo5O5F,892.7365173000003
3596,YSiAu,1579.337357
3597,S3(NCl)2,924.4502847000001
3598,Li2VGeO5,239.8429889
3599,Zr3ZnN,908.5331937000001
3600,BaSiTc2,19.310894
3601,Na2SbAu,4866.974714
3602,SrLi4N2,624.6475247999998
3603,RbCaAs,1064.983015
3604,Mg2Ta2SnO8,429.7545932
3605,Ca(BC)2,3745.269279
3606,Al5Rh2,17.09081356
3607,Ni2B,123.4489473
3608,Ta3PbS6,731.4829758
3609,TiPtPb,3646.9706090000004
3610,Bi(PdO2)2,644.0350900000002
3611,LuTaO4,964.9287005000001
3612,Li4Cr3FeO8,399.0595613
3613,HfAu,418.0506244
3614,Sr(RuO3)2,443.42082589999995
3615,UC,2759.925296
3616,Sc2Al3Ru,466.6373798
3617,ErCdCu4,79.43952124
3618,U(GePd)2,163.5171669
3619,Li(NiO2)2,257.2047886
3620,LiCa4(BN2)3,2189.250167
3621,HoMgIn,891.0331117999997
3622,Li3MnF7,432.205071
3623,La(CoGe)2,417.92918560000004
3624,Tb2TeO2,4961.046432
3625,GeBi3,90.09737997
3626,CoN,381.78129049999995
3627,Zn(CoO2)2,2202.313173
3628,MgH6(NCl)2,1091.157479
3629,BaBrCl,560.6310616000002
3630,LiF,2864.729032
3631,Na3HfF7,353.15439150000014
3632,AgBiO2,1886.3874870000002
3633,Ni(AsO3)2,532.2131667
3634,Hf2SN2,739.4757668
3635,BaC2(SN)2,357.6493064
3636,NaV(OF)2,2051.774797
3637,Ta9(NiS3)2,257.01389190000003
3638,Rb2NaInF6,584.1387043
3639,Ti5Pb5O4,878.4586734999997
3640,Rb2SiAs2,1287.977806
3641,YAs,70.46748509
3642,Li2Fe(SiO3)2,4.155177242
3643,NaSn2Cl5,880.3428694
3644,BaHgO2,2973.5148
3645,Li3FeOF3,82.73188259
3646,Li3V2P4(HO3)2,32.80644263
3647,TlCu4S3,2863.282053
3648,TlSbO3,930.3650332000001
3649,SmBiPd2,0.464446119
3650,MnPt3,80.41033386
3651,MnHg,1330.031693
3652,Ba2TmReO6,646.6799424999998
3653,SmTlS2,1200.0962
3654,Bi2Te2W,563.8279655
3655,DyMgAu2,34.27824901
3656,NdErTl2,0.328293785
3657,Ba2Zn3(AsO)2,2568.770434
3658,LuCo2,264.1201159
3659,BaAl4S7,797.7095778
3660,ScRh3C,569.0750893999998
3661,ScN,156.1542483
3662,Li8BiS6,17.83072867
3663,Mg2AgIr,580.6570795
3664,Rb4NO,222.2989785
3665,TiBeZn,24.57240318
3666,Na4WO4,3337.60993
3667,Ba2Pb,1458.781032
3668,LuAlB4,1149.473241
3669,Al2CdS4,3625.1701409999996
3670,SmGeAu,122.25325149999999
3671,Ca2Mn(PH2)2,225.46706129999998
3672,SbClF8,60.33662865
3673,Pm3Si,31.4630021
3674,RbLiCrO4,788.1694693
3675,Ta2Be,3195.10102
3676,Mn2CrO6,711.2120187
3677,Pr2ZnIr,243.8949623
3678,Dy2C,71.67023748
3679,Li4TeO5,884.1111186
3680,Ca(BIr)2,1964.2386800000002
3681,TiGa5Ni,1181.371683
3682,BaSbPt,241.83009159999997
3683,AlN,3110.016985
3684,ScH4Pd3,160.2233901
3685,NaCu,77.20220698
3686,Sm2MgIrO6,12.93558204
3687,PCl5,205.4358408
3688,HoIr,289.7280903
3689,CaPrHg2,145.80132969999997
3690,HfNiGe,1023.180427
3691,PuRh2,639.5991372999998
3692,Zn(SnO2)2,928.0659890000001
3693,Tm2Ni2P7,237.5439519
3694,AlAgS2,1455.7137710000006
3695,Bi4Te3,2138.6941079999997
3696,NaInS2,2804.234121
3697,Ho3(AlNi3)2,1.720233151
3698,Ba2SmReO6,561.3931112
3699,PmZn2Cd,422.18283310000004
3700,Ca2N,255.622269
3701,BaZnCO3F2,109.84633000000001
3702,YAl3Ni,343.6450785
3703,AlH2(ClO2)3,360.2971242
3704,BaCaAlF7,36.21763125
3705,CaSiNi2,962.3870082999997
3706,SrSiO3,2502.168275
3707,Tm2CdHg,591.3813874
3708,DySnAu2,0.465211754
3709,NpN,106.4583189
3710,Cd2As2O7,1168.292818
3711,Mg3P2,2801.465956
3712,Yb4Bi3,88.80970323
3713,YbYRh2,59.07472437
3714,CdSiP2,2712.7137199999997
3715,ScReTc2,1971.016176
3716,ZrAs,1103.5578369999996
3717,Mn5O3F5,264.7545644
3718,BaZnSi,498.80381780000016
3719,Ga2HgSe4,2241.592835
3720,ErTe,545.5577899
3721,TiZnPt2,524.2611317
3722,NaNbN2,3910.432177
3723,KNaSO4,516.6741893
3724,V2CuBr,4.886921657
3725,CuAgTe2,758.6695456
3726,PrY3,693.7567326000003
3727,BaTe,2482.784589
3728,LiMg2Rh,510.3456807
3729,SCl,235.1799491
3730,Co3W,2547.572498
3731,PrMgPt,213.08726569999996
3732,SmH2,13.84839522
3733,PuRh3,40.22514048
3734,MoSBr,417.5343186
3735,NaZnP,4100.556858
3736,Er(SiRu)2,853.9157338
3737,TaTiFe2,2522.194659
3738,UBe3,1120.179437
3739,Li2Cr3SbO8,397.33901180000004
3740,HfSn,165.1084128
3741,H2C,4459.524406
3742,Sc2Cu2O5,185.53792030000002
3743,LiNbVO4,190.9120001
3744,NpGa2,808.6141438999997
3745,GeAsSe,1107.822946
3746,Na2LiAu3,247.17277969999998
3747,Ho(CuSi)2,1850.2454710000002
3748,K2Sn(AuS2)2,770.4997515
3749,Lu2(NiB2)3,932.9129422
3750,K3VO4,297.24519469999996
3751,Nd3Tl,8.040252437000001
3752,Pa3Mo,689.9641862999997
3753,Ca3PN,1770.861191
3754,Tm(MnSn)6,557.2530182999999
3755,Na2CS3,1531.75608
3756,Sm3Sb4Au3,1885.268923
3757,NbFeTe2,12.56975319
3758,DyAg,554.2106037000002
3759,SrPd5,446.847938
3760,LiTi4VO8,65.11747077
3761,IClOF,115.51540420000002
3762,Fe2C,53.05653073
3763,Sr(AgSn)2,112.19955800000001
3764,Lu2AgAu,236.07911600000003
3765,ZrCuSi,1582.417056
3766,K4HgAs2,890.6518522
3767,HgCl2,701.413416
3768,Bi3O4F,1162.568442
3769,BrO2F,944.1846429
3770,Mn2HO4,269.2555915
3771,RbYbS2,2291.700635
3772,NbSiPd,959.7242082999999
3773,Na9ZrP4ClO6,62.82635454
3774,NaPN2,1815.3844760000002
3775,Al2Pt,1.729699377
3776,YAgHg2,30.01926296
3777,Sm2AlNO3,2829.196037
3778,NaHoSe2,2064.015223
3779,Na3BO3,172.98575569999997
3780,PrS3,1541.2969779999999
3781,SmEr3,1108.294189
3782,Sc(MnAl2)4,60.63051946
3783,Nb2NiO6,733.8189227999999
3784,Hf2CuRe,1763.053826
3785,NiSe2,2478.599143
3786,Li2Mn3FeO8,473.9873149
3787,Li7V(O2F)2,16.52456519
3788,Rb2GeSe3,849.0107675
3789,Ho3Co,130.7397202
3790,BaAgBi,207.7850414
3791,As2O3,465.0819932
3792,MnZn3,466.7596024
3793,KSn2I5,1529.46504
3794,TiCrO4,15.64187345
3795,Ag2H3IO6,489.99002790000003
3796,RbNaO3,0.9705406999999999
3797,Lu2MgAl,219.9368451
3798,ScCrO4,104.30138509999999
3799,YC,312.7050432
3800,TeRuPb,511.81112019999995
3801,Tl2Pt(CN)4,784.0441165
3802,Na2Al2B2O7,217.8399923
3803,Hf2CoP,977.048025
3804,Ho3Tm,622.6298397999999
3805,SmZnAu2,37.99332020000001
3806,Tm2Mg,137.4817005
3807,Ga2Ge4Pb3O4,425.95707760000016
3808,U(SiPt)2,2654.562945
3809,HoNbO4,915.3558527999999
3810,Y2CdS4,2253.673667
3811,Y3PbC,1502.983858
3812,Ta2Co,30.32155478
3813,Co2SbO6,390.5997815
3814,Mn3ZnN,146.16255149999995
3815,YAlNi,41.52705399
3816,LuS,295.11417819999997
3817,AlZnIr2,244.50764359999997
3818,Ag3BO3,155.21373300000005
3819,VCo3,531.2417586
3820,MgHg,201.0065483
3821,ScSb,1141.2240259999999
3822,Lu3Al,234.1739307
3823,Ba2ClF3,924.0926178999999
3824,Mg2Co2P7,521.515563
3825,ScAuO2,3897.5828020000004
3826,CdF2,1897.5804670000002
3827,TiFe2As,143.3777429
3828,CrWO6,1525.4773369999998
3829,TmMgZn2,15.18199429
3830,Tl3VO4,1782.7011969999999
3831,AlFe3C,244.4346895
3832,HfCr2,300.9181957
3833,Cu2Cl2O,49.69611995
3834,Ba2BeGa,1718.973641
3835,RbPbBr3,632.013029
3836,SmB2Rh3,230.620079
3837,Li2YbSn,348.0218824
3838,NiMoP2,214.716119
3839,TmGa3Ru,26.60140592
3840,Fe4O5F3,447.5422712
3841,NbPbS2,1049.740161
3842,YB4Rh,429.39986330000005
3843,Li8PbO6,943.2262956000001
3844,Li2NiF4,167.9665541
3845,Li7SbO6,206.6091494
3846,ZnGe2WO6,595.8974638
3847,TbScGe,568.7811472999998
3848,PrSb,73.12682602
3849,Ba2Mn2Sb2O,117.76608259999999
3850,PrTlAg2,0.769859855
3851,Tb2Pb2O7,1714.6959780000002
3852,Tl(NiSe)2,137.4679991
3853,YbTm3,22.71235788
3854,Al3NO3,1548.8816539999998
3855,Hf(VH2)2,1445.420225
3856,HoTe3,30.03204002
3857,Ba6ZrO8,1866.1435829999998
3858,ThCdAu2,18.78318837
3859,NbW5Se2,257.512275
3860,LiGaS2,1314.183416
3861,LiGaO2,1070.0811800000001
3862,Rb2Yb2O5,166.54836310000005
3863,SrSi,657.4558802
3864,UAlRh,30.77870487
3865,DyGa2,147.7588631
3866,LiMnF4,721.2960371
3867,ErGa3,2638.0698829999997
3868,Li2HoTl,305.6250575
3869,BaH5ClO3,425.20892589999994
3870,LiTaWO6,1155.86875
3871,ErGa5Co,316.6353749
3872,KCuSe,2942.577808
3873,CeB2Rh3,2580.290084
3874,LiV3Co,1658.767916
3875,BeMo3,2128.524393
3876,U(SiAu)2,21.54016892
3877,ScCdHg2,0.369023408
3878,Na2ZrO3,697.6832266
3879,TbO3,124.60011670000002
3880,TbAsO4,1580.534469
3881,Be4B,11.46114502
3882,Mg2NiH4,1632.201495
3883,DyNiO3,903.2180617
3884,Y2In,510.84066950000016
3885,YHoAl2,125.98504840000001
3886,CaMg2N2,1994.1688600000002
3887,MnH8(N2Cl)2,73.96943370000002
3888,Pr3PbC,1257.6612599999999
3889,SrCu2GeSe4,1589.571137
3890,Ti2GaN,330.2163706
3891,BaCa(NiO2)4,1407.858676
3892,Hg3Pd,34.75208273
3893,K3Na(RuO4)2,200.0964865
3894,CaN2,5.979227206
3895,PmCdPt2,330.2253865
3896,K2HfF6,221.40717090000004
3897,KInTe2,2348.376148
3898,Yb(PrS2)2,2204.2684870000007
3899,Ti2Rh,82.15922845
3900,Al2Re,6.40922569
3901,K6Cr2O9,60.79396322
3902,TmTlRh2,3145.3192329999997
3903,Nd2HgO4,374.1585063
