,pretty_comp,dfpt_piezo_max_eij
900,HgSO4,0.65772
901,GeF2,0.33723000000000003
902,AgClO3,0.20201
903,Sb2TeSe2,0.75888
904,ZnSbAsO5,0.26511
905,Zn3(PS4)2,0.01081
906,KLiBeF4,0.17908
907,Na3VH6O7,0.35594000000000003
908,GaPO4,0.32448
909,RhF3,0.07013
910,Nd3CuSnS7,1.6384299999999998
911,KAg2PS4,0.10379
912,SrAl2O4,0.04348
913,Rb2S3,0.20142
914,Hg3(SCl)2,0.23682
915,Mg(HO)2,0.34859
916,LiTa2CuO6,2.41753
917,Nd3SiAgS7,0.52784
918,Li3MnSi2O7,0.74128
919,Pr2AlNO3,1.8373
920,Sm3CuSiS7,0.77331
921,Yb(DyS2)2,0.43114
922,Ba4Cl6O,0.29484
923,NaHS,0.29391
924,TlSbSe2,0.19363
925,Tl3SbS3,0.3007
926,KCN,0.10188
927,LiGaSi,0.08336
928,ZrMnO3,0.72304
929,Sm3SiAgS7,0.74875
930,MgS,0.3487
931,SrCa(CO3)2,0.29151
932,Hg(ClO3)2,0.2748
933,Au7I,0.09644
934,LiCdBO3,0.46337
935,LiCoS2,0.38832
936,MgSnAs2,0.03715
937,Pr2Be2GeO7,0.23623
938,Yb4Br6O,0.10569
939,Na4SnSe4,0.15075
940,KCaSiHO4,0.12535
941,K6CdTe4,0.47499
942,HoAgSe2,0.13415
943,KCaCl3,2.72888
944,Sm2PbS4,0.5000600000000001
945,AlSeBr7,0.12264
946,Cu3TeS3Cl,0.09244
947,TmCuSe2,0.25615
948,Al6C3N2,6.5757600000000025
949,Tb3CuSnS7,1.04414
950,Li3Mn3OF7,0.1631
951,NbCu3Se4,0.05195
952,RbBe2BO3F2,0.02206
953,LiAgC2,0.13471
954,LiCuSi2O5,0.29168
955,Ga2HgTe4,0.14765
956,Al2CdCl8,0.08977
957,DyAgTe2,0.69185
958,Li4FeSi2O7,0.35848
959,Cd2BiAsO6,1.11973
960,Ca2AlBiO5,1.32726
961,NaHO,0.7792899999999999
962,AuCN,0.96729
963,NbCu3Te4,0.02672
964,NaNiIO6,0.19352
965,SmSnAu,0.41982
966,Ni(PS3)2,0.17067000000000002
967,Ba(GaTe2)2,0.1129
968,BiN,2.7519
969,KGeBr3,1.6930900000000002
970,TiMnO3,3.01341
971,Rb2ThF6,0.16055999999999998
972,TlBrO3,0.741
973,UCO5,0.41071
974,Ca2BiAsO6,0.53898
975,SrGaSiH,0.32998
976,SNF,0.06799
977,NbBiO4,2.9011400000000003
978,Ba3Ga2(GeO)4,0.3681
979,CaH2(ClO3)2,0.02708
980,LiScMo3O8,0.6180899999999999
981,RbCd(NO2)3,0.15155
982,KPH2SO3,0.34138
983,InSe,0.06038
984,ZnSiP2,0.11895
985,ZrSiPd,0.8499899999999999
986,Te2Mo2WSe4,0.15886
987,Nd2Be2SiO7,0.42013
988,NaCaAs,0.01789
989,Li8MnO5F,0.35016
990,In5AgSe8,0.25451
991,TiMn3O8,1.00497
992,BiTeI,0.31081
993,InGeCl3,1.45424
994,Cd(GaTe2)2,0.105
995,Yb(HoS2)2,0.45588
996,AlAgSe2,0.33851
997,NaCaTaTiO6,6.6493
998,LiZnSb,0.53568
999,MoSBr,0.15105
1000,KZnAs,0.30551
1001,Mg2Sb2O5,0.46354
1002,B2O3,0.80423
1003,NaSb(PS3)2,0.87203
1004,ScNiBi,0.0075299999999999985
1005,Li2Si3NiO8,0.30388000000000004
1006,NaCN,0.14086
1007,Zn(GaSe2)2,0.08247
1008,NaBrO3,0.01128
1009,LiMgAs,0.12319
