,pretty_comp,p_Seebeck
2235,Na2LiN,12.32801067
2236,ZrRu,3.9681621
2237,TmCuS2,282.0887867
2238,LiZr2Tc,12.420622
2239,CaCdO2,372.9321233
2240,LiVOF4,481.7141667
2241,KDyS2,274.59835
2242,Li3AuO3,364.1973767
2243,NpAl2,20.64584
2244,RbCaSb,409.6911833
2245,CaCrO3,5.747065900000001
2246,MnAuO2,7.306105033
2247,Yb4As6Rh7,26.31285833
2248,PmSnPd2,6.559539
2249,PtN,-8.812063767
2250,CrH2,-8.0114891
2251,TiAlF5,-1.380502333
2252,MgSbPd2,6.9049303
2253,BaZnO2,415.6105467
2254,Li8BiS6,10.06212637
2255,LiZr2Re,7.4002585
2256,Ca3TaGa3(SiO2)2,456.78591
2257,Hf2Cu,-9.3165807
2258,K2Sn2O3,84.195441
2259,K2Al2Sb2O7,403.4787233
2260,CrFe3,9.988575
2261,AuClO2,182.6631
2262,TbTmRh2,4.2208644999999985
2263,CaSi2,-0.495013067
2264,HoNiGe2,9.412892133
2265,CeBPt3,32.40703033
2266,PrSnPt,11.208909
2267,ZrTiAs,8.057838333
2268,TaTc,5.8805326
2269,Hg(IO3)2,358.1678333
2270,Te2I,178.6229967
2271,Zr2NiP,-2.711976523
2272,Li2TiSiO5,274.2945567
2273,Sr3LiRuO6,278.16678
2274,Mn4ZnS8,4.021883067
2275,RbMnSe2,12.24633533
2276,SrCaHg2,-3.030136
2277,Lu2MgAl,-9.1406566
2278,SmBr3,257.2380567
2279,Si3N4,169.7372867
2280,BPb3O4F,309.76829
2281,Ga3Ni2,0.690405314
2282,CaIrO3,19.685449
2283,Ca2BiSbO6,258.52234
2284,Ti2FeIr,-9.6747919
2285,Cr3Rh,18.802228
2286,NaLi2As,5.000639433
2287,SmTe3,4.639061099999998
2288,BaMg2FeH8,455.2561367
2289,ErTe,-8.849572567000001
2290,Tl3Br,-3.870126283
2291,DyAsO4,449.0577467
2292,Ti2MnBe,6.5863823
2293,Ca2V3O8,-2.924186083
2294,Ti2N,8.957007167
2295,CrAgS2,378.99915330000016
2296,MgScAg2,11.803008
2297,NpFe2,10.960617
2298,PaC2,-2.283391767
2299,LiNbSe2,154.66604669999995
2300,LiEr2Ir,8.294304400000001
2301,LiV2OF5,233.6926767
2302,Nb3TeI7,358.8508867
2303,AlAgO2,422.9757933
2304,Li4Sn(BO3)2,363.7614067
2305,Y3Tm,6.446472267000001
2306,Li6MgBr8,395.46092
2307,HfNiSn,0.5310162970000001
2308,In4Bi2S9,325.8030333000001
2309,YbSmHg2,-1.3828328
2310,HoIr,-9.2695847
2311,TeWCl9,-1.4208976999999998
2312,SrWN3,354.8692733
2313,NClO,440.06639
2314,AlCuSe2,317.4995600000001
2315,BeRh,9.647098800000002
2316,NaAlO7,417.4789467
2317,Hf2Au,11.67099933
2318,YMgZn2,-3.133693
2319,Li3SiNiO5,11.10773753
2320,PtI3,337.8567533000001
2321,K3Sr,22.32056050000001
2322,CoHgC4(SeN)4,367.30051
2323,RbNaTiO3,409.6251367
2324,LaPd3C,-9.0680759
2325,Yb3PbO,44.595749
2326,H2W2O7,289.5453967
2327,ScMnSi,22.34760613
2328,NdBN2,354.71284
2329,CoReO4,-2.046266567
2330,Li2Co2SnO6,469.1675567
2331,TiP2O7,412.5853167
2332,Li2Fe3CoO8,-5.225043367
2333,Sm2AgRu,-9.3380919
2334,Nd2Th2O7,416.9723433
2335,MgH6(NCl)2,279.08714669999995
2336,Li2CrAsCO7,341.3145867
2337,Li3VO3F2,403.2102633
2338,ThCoC2,-8.399155732999999
2339,CeTl3,46.09426
2340,CdI2,448.57005
2341,SmDyTl2,-7.3383409
2342,VB2,4.76044619
2343,LuAg2,3.166118767
2344,Ba(BIr)2,12.41143833
2345,CdCu2GeSe4,184.3143467
2346,ErH2,-1.852010033
2347,TiMnO3,410.76656
2348,Li2Mn3GaO8,-5.5956271
2349,Hg2P2S7,348.0921833
2350,Na2Mn3Cl8,383.7899767
2351,Y2Th5O3,405.9231767
2352,Al2NiCl8,403.44239
2353,ZrBe2,0.8939181
2354,K(RuO2)4,7.3637163
2355,YTmHg2,17.386414000000002
2356,InSb2S4Br,332.9193733
2357,Sr3Cr,-7.4448364
2358,Y2Te5O3,265.3457733
2359,TaTeCl9,351.1345933
2360,Sb2Te,75.79957733
2361,Sc2TeO6,442.4188967
2362,AgPS3,329.9816667
2363,Si3W5,-7.832705667000001
2364,CePd3,85.083185
2365,MnSbS2Cl,207.70897
2366,RbCdF3,359.4102
2367,AcDy3,9.022131767000001
2368,RbLiSe,339.0236233
2369,PrTlTe2,84.00202733
2370,NbBi3O7,277.8712967
2371,CoN,-7.6750178
2372,MgMoF6,58.00898167
2373,Er2Te3,181.9766167
2374,ReN,-6.5459248
2375,Ag2GeO4,23.51074133
2376,Li3Cr3SiO8,134.0179833
2377,CaMgSiO4,397.2085967
2378,Li4Mn3Ni(P2O3)2,147.833373
2379,CdP4,184.9518033
2380,AgHg3SbO6,404.15794
2381,NdGeBO5,443.9865533
2382,NaPrHg2,7.1284698
2383,RbPrSe2,266.26938
2384,Ho(CuSi)2,16.52160933
2385,K2Zn3O4,394.8825333
2386,ZrTe3,-9.9821586
2387,Pm3Y,-3.7468663
2388,K4Hf5O2,334.9732567
2389,NdAl3Pd2,-3.499618533
2390,NbCl3O,398.3617533
2391,NpRh3,-0.86519611
2392,BaAlCuNiO5,6.855197529
2393,HoSF,267.3768767
2394,Nd2AgHg,9.9401045
2395,Rb2Al2Sb2O7,427.4009367
2396,SrPt3O4,8.709475900000001
2397,Ca3BiN,136.51508
2398,Li3CrBAsO7,350.1127
2399,SrGa2B2O7,420.30048330000005
2400,CeS,34.57585
2401,Rb2GeF6,496.49692000000016
2402,K2Sn(AuS2)2,212.6156833
2403,Zn(MoO2)4,-3.6522027
2404,LiSbTe3O2,389.5474733
2405,Sm3Ag,-5.844091067000001
2406,Ba2CuBrO2,472.67084000000006
2407,Nb2Co2O9,30.81679427
2408,PuRh3,-4.1007789
2409,NaLiPt,461.19483
2410,U3TiSb5,54.437826
2411,AcFeO3,-0.9628973
2412,CaDyRh2,-8.431265699999999
2413,LiMnAlO3,315.5437100000001
2414,PdN,-0.949958333
2415,Ba2HoReO6,19.972725
2416,HfVGe,15.41279743
2417,BeGeN2,318.24078
2418,RbAl,-6.6369372
2419,Tb2Ti2S2O5,241.95949
2420,KPrSiSe4,316.8079167
2421,Tm2AgHg,13.281863
2422,AgAsO2,302.7441633
2423,NdSbO4,411.5079733
2424,La(SiIr)2,13.300994
2425,Co3O4,24.957804
2426,Mg2SnN2,258.96258
2427,Nd2ZnIr,2.9855558
2428,Mn3O2F5,234.9643673
2429,Np(SiRh)2,-5.534327667
2430,Al4C3,328.6597133
2431,Na2CrCl4,345.98639669999994
2432,CaMn2(Si2O)2,106.4123195
2433,ZnSeO3,394.8454067
2434,ZnCu2SnS4,285.6902867
2435,ZrAlW,18.371945
2436,Li6UO6,433.05553
2437,BaIn2Pt,-3.94896259
2438,Mg2PN3,308.49367
2439,Ta2NiS5,-8.785200332999999
2440,UTe,3.689019
2441,K(SbSe2)2,245.6574067
2442,LuAgS2,243.08144
2443,Ba(H2O3)2,425.1854633
2444,CuAuF5,13.02541183
2445,ZnPPd5,13.78804067
2446,Rb3Ir,351.5430633
2447,TmGe,-4.2228097999999985
2448,Er2Sn2O7,369.08303
2449,GeBi4Te7,204.3688033
2450,BaCd2,12.69406303
2451,CeIr2,-0.023737166
2452,SmGe2,5.808760067000001
2453,PrNiGe3,-1.6486724069999998
2454,Ti3Bi,2.7383876
2455,CeAl3Pt2,29.71860133
2456,YPO4,421.4537033
2457,TbCoC2,-4.83502
2458,Tm2CdSe4,283.09692
2459,Yb2Nd2O5,314.09292
2460,SnTe3,-0.53129146
2461,Pa3W,1.191659633
2462,Au3S,0.902366667
2463,NaCdF3,409.61668
2464,PdPtF6,395.0571767
2465,Mg4Nb2O9,399.3686333
2466,Re3Ir,0.877340833
2467,CdC,1.0818407
2468,TlAuO2,33.7802701
2469,K2NaInAs2,348.65109
2470,U(GeRh)2,14.1924124
2471,LiFe3(SnS4)2,2.129821333
2472,BaZrNi,7.245492299999999
2473,Pt3Pb,-1.5196232
2474,Pm3Pb,10.591333
2475,ScGa5Ni,-1.011969667
2476,Li4Mn(BO3)2,329.17343
2477,Li3Al2FeO6,306.9500700000001
2478,LiAl3Si9(N2O)2,252.8783367
2479,K3NbSe4,278.67954669999995
2480,Np(CoGe)2,15.05094507
2481,K2NaGaP2,325.1563833
2482,HoZn,4.636191200000002
2483,Sm2V2O7,12.488919
2484,Li2MoF6,2.492559333
2485,LiPrGe,49.20317633
2486,SrMgH4,202.6648833
2487,SrCuAs,102.6284593
2488,NaBi2AuO5,215.667
2489,Li3V3O5F3,-3.466975
2490,AgCNO,327.56254
2491,AgPF6,465.44807
2492,Li2V2SiGe,289.9371233
2493,YbTl,-5.252432700000001
2494,PdO,-8.937861400000003
2495,Na2Zn2O3,285.3022533
2496,NbCr3,22.712777
2497,Tl6SBr4,146.32565669999997
2498,NaHO,445.4545967
2499,Li2CeO3,468.6184267
2500,Ba2Ti3O8,306.1022667
2501,NdHf,29.73256167
2502,P2WO8,372.9993967
2503,Al2PbSe4,266.6611467
2504,LiMnO2,-3.025781667
2505,RbYbO2,15.61428337
2506,Ga3Bi,19.738844
2507,LiNi(PS3)2,29.56672
2508,Al(CoSi)2,5.036719067
2509,Ba4ErRu3O2,1.138988667
2510,VZnSiO5,17.98175397
2511,K3NaUC3O,470.7455533
2512,SbF5,157.6922843
2513,RbHgF3,342.99859
2514,MnCdO2,61.86176833
2515,SrCaI4,292.0705733
2516,Ba6Hf5S6,327.3664067
2517,DyTl3,20.009044
2518,LiFeF4,39.680838
2519,ErLu3,6.1626687
2520,TbMgCd2,-3.8522584
2521,BaLiP,219.6596333
2522,CeB2Rh3,46.95185333
2523,Sn4SF6,310.0103833
2524,YbSm3,0.6706521670000001
2525,ReO2,-9.043637167
2526,TiCo2Si,-0.540746443
2527,LiSiRu2,4.7724098
2528,Sr2H3I,108.7353773
2529,DyTlPd,7.680920667
2530,Y3Sc2Al3O2,384.51864
2531,PH6N3O,363.2300833
2532,NdZn,4.5255512000000016
2533,LiAuS,340.4885567
2534,Co2N,-2.517030767
2535,KErO3,-7.3538475
2536,Mg(GaO2)2,514.96415
2537,TlAgTe2,4.453133467
2538,KNO3,374.2122333
2539,CaAs,34.93645
2540,CdCu2O3,6.2034544999999985
2541,Mn3SnO8,390.1598267
2542,Sc2ZnTc,-9.4786555
2543,SrCu2(BO3)2,36.330821
2544,Nb3Cr,-1.0005831
2545,SbClF8,457.8668567
2546,BOsO3,6.8076409
2547,Fe3(SnS4)2,-1.407993667
2548,BaLu2O4,404.8218233
2549,BiO2,73.41614633
2550,Ta3SeI7,394.1595167
2551,SnS,200.6263233
2552,Ba2GeSe4,220.8234267
2553,Na5CuSO2,447.9279667
2554,Ge2Te5As2,243.3173267
2555,LaB6,0.52806979
2556,LiHoSn2,3.1104229
2557,Tm4In(NiGe2)2,24.23011667
2558,Pr2PbSe4,375.9061967
2559,PrYMg2,5.0220859
2560,Ge2S3I2,378.71432
2561,ErBi2BrO4,280.8727167
2562,Li2Cr3CuO8,21.3277021
2563,LiBi(BO3)2,459.96096
2564,Rb4Fe2O5,41.04875233
2565,Na2O,584.4499
2566,H6PbCNCl3,4.363510333
2567,U(SiIr)2,3.957558423
2568,YbB2Ru3,2.918730833
2569,TaCl4,377.5045367
2570,NdSBr,320.2677933
2571,LiHfIr2,4.1644169
2572,PmAlAu2,6.8942448
2573,Ce3SnC,35.892576
2574,MgZrAu2,14.97858
2575,Ge(PbS2)2,291.2903933
2576,Li2CaGe,58.905499
2577,Cu2GeSe3,11.65902363
2578,Li2O,401.0470533
2579,GaH4NF4,488.95148
2580,Li2Ni3OF6,394.2185033
2581,Li3Co2(GeO4)2,117.19219
2582,ReC2,4.112883367
2583,KO3,341.43120330000005
2584,Ce2C(NO)2,26.48410507
2585,Sr4Li(BN2)3,263.09599
2586,Rb2PdC2,352.21110330000016
2587,Dy(GePd)2,-9.9616803
2588,TaAlRu2,49.511329
2589,KNaH2,314.7826233
2590,Cd(AsO3)2,532.25077
2591,BaDyFe2O5,15.92870433
2592,NdSc3,4.214081033
2593,Cd2SnO4,408.3638333
2594,MgIn3,2.67139829
2595,Ba2GaP4HO4,390.6941733
2596,SmGa5Co,-2.2624259330000003
2597,Zn2As2O7,287.3961833
2598,PrSi2Ru,-3.59297174
2599,RhSe2,5.678423
2600,Sc3P2,13.70583443
2601,In2Ge2O7,447.09936330000005
2602,Na2PtS2,385.75792
2603,PmAl3,8.487192033
2604,Li3Ti2(NiO4)2,0.985698767
2605,Li2SnAu,4.332067667
2606,MgAgSb,8.310514833
2607,BaSrI4,297.67712
2608,UBiSb,-2.7420763
2609,CdCu2SiS4,324.5275433000001
2610,NdMgO3,23.889024
2611,TbMgAu2,2.5726957
2612,SmVO3,-3.4368793
2613,ThZr2H7,7.5457912
2614,LiVP2O7,28.16144333
2615,AsO2,462.01895
2616,Na2MnO4,-6.0099797
2617,Mn5NiO2,359.81812
2618,AsRu,-0.267132667
2619,HfSiPd,11.21276267
2620,Cd3AsI3,212.21979
2621,TmMg2Sc,-2.8383064
2622,Ti2Pd,8.077704767
2623,Zr2Fe2P7,42.15681
2624,SmCdAg2,13.941177
2625,LuBRh3,33.678993
2626,Si(O2F3)2,382.4141267
2627,PrTlPd,5.828619233
2628,LiNbIr2,35.927512
2629,In3As,21.508701
2630,PtO2,388.3475733
2631,TcN,6.2429718670000005
2632,Cd(GaTe2)2,264.6758633
2633,Sm(Mg3Al)2,18.90052267
2634,SbPt3,-8.432585099999999
2635,ZnGe2WO6,382.5765767
2636,Ce2Ni2Sn,33.704421999999994
2637,ZrGa2,9.950372367
2638,Sr3(GeAs2)2,195.11512
2639,ZnCu2GeTe4,37.01274167
2640,ZrI4,352.37806
2641,PrPS4,338.6560233
2642,USeO5,320.79582
2643,MgPaRh2,9.2992929
2644,NbTl3Se4,314.02463
2645,Na2CuP,242.73579
2646,Tb(SiOs)2,-3.166518577
2647,Mn3Mo3C,26.568102000000003
2648,Sr3(AlSi)2,-8.084348667
2649,BAs,161.1071733
2650,ErSnPd2,11.99239667
2651,Yb(NdS2)2,357.5826833
2652,CrPd3,9.5478901
2653,AlCr2,-3.865240033
2654,Co5NiO2,20.45781727
2655,Pr3Tl,-3.728498000000001
2656,AlCuCl4,472.19581
2657,Ca(AgGe)2,1.121507083
2658,Ag2PdO2,382.11891
2659,SrClF,471.77968
2660,MgTiO3,472.08594000000005
2661,Li3YbPCO7,392.9947033
2662,DyMg3,-2.010003667
2663,HfCoAs,-6.218956333
2664,Zn(InS2)2,416.83088
2665,CeMnGe,28.13126
2666,Li2VCr(PH)2,72.624191
2667,FeRe,-3.812967967
2668,LiIn2Rh,-1.7842947669999998
2669,Sr(GaAu)2,3.345005267
2670,Ag3Sn,1.793330667
2671,Mg2TaSbO6,185.6411667
2672,Li2PNO2,473.61892
2673,BeCl2,390.0634667
2674,TbMn2,-0.001743333
2675,Ho3Pu,-2.973239
2676,H2SeO4,415.4003733
2677,Sc3Al,9.3359028
2678,ScBO3,459.5968067
2679,Sc2AgRu,-1.0411812
2680,TbYbRh2,-2.9210516
2681,ReSn2Se,-3.7436023
2682,SbAsF8,362.1200267
2683,LiTm2Al,19.049216
2684,Li6VCrP2(CO2)2,298.8542533000001
2685,Lu2Si2O7,400.5858633
2686,BaAlCuBiO5,86.29673713
2687,K2S5,329.42249
2688,ScRu3C,3.5202044000000003
2689,Sm2Ge2O7,401.4405267
2690,LiAlAg2,0.819352373
2691,TiAl2O5,246.3102367
2692,CuSe2Br,363.9248633
2693,Er2CuOs,-3.7839229
2694,Na2Au,-5.4237315000000015
2695,Rb2MgCl4,438.5834233
2696,PrPd,-0.998866041
2697,Tl3H,-2.5786936000000003
2698,UB4,33.33339233
2699,BS2N2OF7,467.05043330000007
2700,Sc6Si7Ni6,-9.260635033
2701,HgI2,318.1541
2702,MgInPd2,-5.4127902
2703,Li4Ti3O8,350.3576667
2704,DyI3,258.1859667
2705,Ba2SmSbO6,413.32314
2706,VO,2.855817767
2707,Mn(NbS2)2,28.50334743
2708,K(CoS)2,2.4308338330000003
2709,Sr3ZnRhO6,34.287327000000005
2710,Rb3SbSe3,381.86034
2711,KCuO2,406.09971
2712,Hf2Ag,9.3298699
2713,TiInNi2,5.4608212
2714,Tm2In,-5.571211667
2715,HoSi,-4.2455387
2716,Sr3SbN,180.05271000000005
2717,YbNdO2,-8.2349172
2718,YTlAg2,6.6522634000000025
2719,NbAlNi2,8.244976267
2720,AcAgAu2,-6.2955489
2721,FeCo3O8,24.82107477
2722,TcBr3,26.6484732
2723,Th3As4,355.2701
2724,CaAs3,-7.784177867
2725,Li3Y3ZrO8,357.9441667
2726,HoPt2,6.614522833
2727,PrCuS2,218.3949067
2728,ZnSnP2,248.19959330000003
2729,Na8PO3,51.07785
2730,K2Mn2O3,184.9554367
2731,LiZnPS4,298.0214833
2732,ZnAu,0.42915153
2733,U(SiOs)2,4.318307367
2734,LaBi,-6.712495933
2735,Fe3Pd,-4.3080472
2736,Na5SiAs3,338.4255167
2737,Y2Pt2O7,372.57233
2738,RbAuBr3,249.87982
2739,NdZnPO,197.65631
2740,PbAu2,9.201249267
2741,Fe2B4Mo,-5.086494267
2742,Sr2Sb2O7,325.54918
2743,CoBr2,1.518871
2744,CdB2Xe,345.2034767
2745,NiP2,65.132098
2746,Al2Pd,-0.047006898
2747,Sc2TlC,11.33208733
2748,Sc2GaAg,9.8330317
2749,RbPrS2,316.8417867
2750,RbNaO3,-1.0428117
2751,UAlNi4,39.454367
2752,PrBiPd2,0.233072927
2753,NaOsSe2,38.940786
2754,PrNbO4,361.6540133
2755,MoRh,4.320639467
2756,KRb2NiF6,7.717681333
2757,ErMgCd2,-3.1863389
2758,Zr3Zn,2.2101263330000003
2759,HfRh3,0.40904751
2760,NdTe3,11.5469252
2761,Al9Co2,-8.33080938
2762,TiGa,-9.947169233
2763,Lu2ZnHg,6.094843
2764,LaHg2,-5.415340467
2765,Li2B2Se5,323.3496933
2766,TaCuO3,439.4057067
2767,Np(MnGe)2,1.316692467
2768,ErP,-6.8010883
2769,Ti2AlCu,-9.1947962
2770,Er3Pd2,17.50343733
2771,Ca3(BO3)2,336.2239767
2772,La3In,-3.2112664
2773,Na3(GePt)4,3.232871867
2774,ScB2,-6.124620632999999
2775,TmAs,-8.683418267
2776,CoF2,2.913319
2777,PrZnNi,-7.064518667000001
2778,Tm(FeB)2,-5.663124167
2779,Na4ReN3,365.9720867
2780,NaYbS2,33.08002167
2781,KHfPCO7,435.9571767
2782,MgInIr2,7.8963934999999985
2783,SmFePO,-6.079140667000001
2784,Li2FePO5,165.2796067
2785,Ca(GeIr)2,-2.136183867
2786,Li4Mn3Co2(NiO2)3,-5.646647333
2787,Li4H6Ru,465.68748330000005
2788,Pm2ZnRu,3.2317436
2789,Rb2TaCuS4,357.2609567
2790,Ho2SO2,300.2003466999999
2791,Ho2Ge6Pd,-5.525021057000001
2792,Ba(SbPd)2,-3.166132033
2793,Li(CoO2)2,12.9384395
2794,ScVO4,351.8992767
2795,MgIrO3,53.166957
2796,SmTmZn2,3.440532
2797,FeCu2SiSe4,65.11195133
2798,Fe5B2P,-8.799434067
2799,SiBiO3,12.23536
2800,K2Cd(AuS)4,278.4057267
2801,Pa3Si,0.69020733
2802,TmHO2,428.47165
2803,Er2InPd2,8.539885332999999
2804,BaMnO3,320.5009933
2805,Tm2Zr2O7,404.7212667
2806,Sr(PRh)2,5.8301517
2807,Nd2MgCu2,2.2309099
2808,Tl2Ru2O7,15.876372
2809,TaCu3Se4,278.22554
2810,RbCaH3,433.56507
2811,AlCr2C,7.7967704
2812,RbBeH3,279.0638567
2813,LuPPt,5.728363467
2814,SbAsO4,341.88609
2815,Er(FeB)2,-4.65883118
2816,Pm2ZnIr,4.3561259
2817,BaC2,335.1241933
2818,CrFeTe,11.130236
2819,Pm2AgRh,-2.151862
2820,Yb(PrS2)2,344.7955967
2821,ScSn2,12.70693067
2822,TmLuRh2,-4.514043
2823,Hf2CuRe,19.187729
2824,Cr2CdSe4,346.70188
2825,HgSeO4,381.7668
2826,LuInAu2,4.893977933
2827,InAgTe2,241.8130067
2828,SiF4,490.73165
2829,Ag2Te,76.23308833
2830,Ce(YS2)3,18.62611579
2831,Er2Ru2O7,36.30554
2832,CeAgAs2,52.20405037
2833,Fe3(OF2)2,36.96272267
2834,Li2CdGe,7.711221932999999
2835,AcYbCd2,1.5074148
2836,Mg2TaNb2O8,48.51689733
2837,KLi6TaO6,314.3215067
2838,CeCu2,50.658141
2839,ScNbO4,450.3097467
2840,Ba2Ti3Tl2,211.30187
2841,K3ReH6,32.712962
2842,CeGeAu,7.5519198
2843,Cd2PdRh,-1.6826096999999998
2844,Lu2Ti2O7,362.27969
2845,Sc6FeTe2,29.115932
2846,Tb2SnS5,144.1776948
2847,Ni2B,-2.648380607
2848,TbIn3,16.414801
2849,Na3MnSiCO7,295.7630833
2850,DyNiBi,172.71919
2851,Li3CuF4,527.6748233
2852,DyAgGe,0.5975079670000001
2853,Lu3AlO6,323.8411867
2854,MnBe3,-6.9691771
2855,Li2InSn,-1.6807976999999998
2856,VIr,3.164349067
2857,ZnGeO3,31.412866
2858,YSiRu,23.88295823
2859,BeBiOs2,7.4187642999999985
2860,NdPb8F9,265.7626533
2861,LiMgSnPt,6.066663367
2862,Mg(IO3)2,381.9581567
2863,Y2GeI2,158.8151233
2864,ThRh3,-0.1107111
2865,NbInPt,38.704709
2866,Li3Au,-7.459363799999997
2867,ZnH4(ClO3)2,285.2232133
2868,CeAl2Pt3,53.61094467
2869,NbBiO4,361.1406967
2870,Mg2As2O7,393.0529433
2871,NdAs,-7.795464833
2872,PaZnAu2,31.425764
2873,Y2Be2GeO7,449.7969533
2874,YAlGe,10.0584421
2875,Li3V4O5F7,44.38503333
2876,CuH4(IO4)2,17.064775199999996
2877,K2LiBO3,474.0661033
2878,Ba3V2O8,397.8230067
2879,AlCrCu2,-7.9176359
2880,Bi2Te3,199.50527
2881,RbAuSe,230.4895433
2882,TiZnPO5,56.71743000000001
2883,TiZnNi2,18.430181
2884,Li2Cr3NiO8,21.71495067
2885,TiZnO2,81.80057867
2886,SnP3,6.303826533
2887,Cr2HO4,24.94634
2888,Li3SmSb2,-6.56613
2889,Sb2Te3,173.2840733
2890,Na4PbO4,480.1011767
2891,TePdO3,9.1642665
2892,IOF3,325.7648833
2893,HoCl3,294.9851933
2894,SrCdSi,17.477323000000002
2895,Mo2N,-6.346501467
2896,Mg2Bi2O5,337.0408533000001
2897,CaSi2SnO6,316.1278533
2898,Cu2SnS3,124.6106007
2899,LiAl2Pd,5.691087133
2900,NaLiS,367.8346
2901,PrI3,224.37555
2902,K2Te,556.4193799999998
2903,SrLi2Sn,20.705327
2904,ErSiIr,-4.816388967
2905,KTl3,11.00518133
2906,BaIn2Ir,-7.3525323
2907,TbZr,28.36306233
2908,TlSiPt5,7.605480432999999
2909,K3AuO,454.39661
2910,Sc3BPb,58.95895
2911,S8O,341.6769133
2912,ErB2Rh2C,9.548080533
2913,DyAs,-8.8635817
2914,MnSb3(P2O3)2,155.4090413
2915,CaPdF6,533.0484533
2916,Rb2PrO3,28.77934833
2917,Li5Si2NiO8,329.1035633
2918,GeClF,274.2536233
2919,TmAl3,20.2328742
2920,PrNi,0.8220198329999999
2921,AgBi3S5,268.69662
2922,Li4CrO4,380.64927
2923,Ni3Mo,7.521921667000001
2924,YbLuPt2,-9.7575581
2925,Y3InC,10.219709
2926,AsRh2,11.000596
2927,Na3P,378.5701033
2928,Mg2PtRh,10.155039
2929,Cu(IrS2)2,59.516348
2930,Th2SeN2,300.67892
2931,ScO,-4.212281
2932,H8NF5,494.7830067
2933,SmDyMg2,0.91028571
2934,TmH2,-1.842081
2935,HfSn,9.2309614
2936,CrH,-7.782803467000001
2937,SrCuSF,340.4797433
2938,Al4B6O5,356.54336
2939,U(SiPt)2,80.04102900000002
2940,U3Sb4,42.243816
2941,CaIn2Cu,-2.534806933
2942,Lu2CCl2,410.9659133
2943,Sm3(Ge2Ru)2,4.492685633
2944,Na2DyPCO7,382.1100333
2945,Na4CO4,450.11481
2946,PtI2,378.39761
2947,Mn4CrO8,-0.5201331
2948,Ba2FeMoO6,316.9665533000001
2949,AgPdO2,5.755340698
2950,Pr3InC,3.023737
2951,Y2MgRu,10.213722
2952,Li8SiO6,454.52901
2953,SmEr3,0.7910126670000001
2954,LiCa2Si3,8.645578667
2955,MgSiNiO5,81.14532233
2956,Sr3TaGa3(SiO2)2,419.7312767
2957,Li7FeO6,436.5465133
2958,BaHg,2.6664062000000004
2959,Yb(SbTe2)2,270.2639833
2960,Mg2Mo3O8,18.87398867
2961,NaClO2,417.42067
2962,MnNi2Sb,0.360730703
2963,MnAu2,0.572983797
2964,TbMg,-6.7529897
2965,Na3HfF7,410.1464333
2966,Rb2GeSe3,326.9433967
2967,Li2AlFeO4,446.2018733
2968,NbAlO4,426.82211669999987
2969,Ca3In,-3.336039967
2970,ThAu2,4.344610833
2971,GaCuS2,288.3983133
2972,Th3Co3Sb4,-4.622900267
2973,Li2MnCl4,335.0613333
2974,YbSiAu,-1.6259473999999998
2975,SmAs,9.104688333
2976,V2ZnN2,2.486143
2977,Pr2ZnRu,5.6233926
2978,Pr(CoSi)2,7.20185972
2979,SrAsPd,32.00211833
2980,RbAgO2,384.27131
2981,TaFeSb,22.032088
2982,Sr2TaGaO6,393.2939167
2983,HfCrO4,-7.673334
2984,LiTaWO6,391.9198733
2985,NbN,2.866194867
2986,Sr2ZnCu2(SO)2,292.7451267
2987,Fe(CoO3)2,7.258098133
2988,ScBPd3,-5.3504004
2989,SiBO3,4.2767070999999985
2990,KRb2GaF6,495.19199
2991,K3Ho,25.790707
2992,Ba(BRh)2,12.202613
2993,Ce2Sm2O7,401.0659467
2994,ZrZnF6,422.69424
2995,Hg2W2O7,330.0732333
2996,KHoS2,272.7534933
2997,KP,262.00039330000004
2998,TaInS2,2.2527416
2999,Ni3OF5,13.324905800000002
3000,Ba3SbP,140.91037
3001,CaTl,-0.11900704
3002,PtRh3,12.478991
3003,LiSbS2,101.507538
3004,LuSnAu,85.15485833
3005,SmAlGe,36.08399333
3006,Hg3As8(S4Br3)2,292.3002233
3007,YbNbRu2,20.114739
3008,YbZn2,-1.971273033
3009,ThNF,323.9784933
3010,GeBO3,24.343369
3011,Na4CdP2,340.64993
3012,TbMgHg2,-2.7595584
3013,Te(HO)6,456.16469000000006
3014,Mn2Al4Si5O8,64.820583
3015,ErGeAu,-5.141729133
3016,Ba4NaCuC2,308.9956267
3017,Hf5Sn3,-4.274967367
3018,TbPmRh2,21.880669
3019,TlAuCl4,379.2382
3020,AgSb2F2,345.9089333
3021,As3W2,10.70485457
3022,TiCdO3,14.69992
3023,HgCl2,352.39634
3024,PbBrF,296.5313267
3025,NdAu,1.2745615
3026,TbB2Rh2C,8.752643223
3027,V6O7F5,13.80621693
3028,KSb2,263.8862733
3029,LiTl2GaF6,447.98176
3030,TlCdSb,14.891443
3031,GaNi3,15.778849
3032,Ho3Mg,8.5457785
3033,HoNi5,-9.4017974
3034,BaTm2O4,420.3524167
3035,LiNbTe3O2,429.3065
3036,PAuCl8,343.5629267
3037,ZnH4(CO3)2,374.7337133
3038,LiMnPO4,368.52021
3039,RbPO3,415.4305667
3040,PdS2,3.253986667
3041,HfPd,3.640602200000001
3042,SmCdPd2,-1.1448146
3043,ZnCdSe2,273.6272133
3044,V5Te4,29.57073467
3045,FeAgO2,-4.008098967
3046,ZnSn3O7,393.9445467
