,pretty_comp,shear_modulus_gv
2308,K2NiO2,17.54
2309,NaTbSe2,28.613000000000003
2310,SrCaGe,23.693
2311,NaBiSe2,28.02
2312,AgN3,17.847
2313,Sc2CdAg,33.04
2314,Hf2BeCu,50.133
2315,BaLiBi,5.94
2316,USi,39.766999999999996
2317,VAuS2,58.36
2318,CeZn,29.14
2319,Mn2BeV,80.21300000000002
2320,Ce3InC,46.86
2321,NiAgO2,45.413000000000004
2322,Bi2SO2,23.826999999999998
2323,Er(CoSi)2,90.92
2324,NdMgO3,41.18
2325,MnBeCr4,79.08
2326,NdZn2Cd,29.66
2327,BeInRh2,48.626999999999995
2328,Li4Mn3,26.073
2329,MgSbPd,29.86
2330,USbRh,34.96
2331,KBa4W,1.96
2332,MnO2,35.04
2333,CaCeMg2,26.02
2334,ScCo2Sn,60.16
2335,Ce(NiAs)2,38.306999999999995
2336,Ce3Sn,35.76
2337,Ba2ErNbO6,89.54
2338,H4BrN,10.747
2339,Ca2As,33.407
2340,GaH3NF3,37.553000000000004
2341,V(WO4)2,40.453
2342,Ag3PS4,13.44
2343,Al3Fe,50.527
2344,Be2VTe,47.36
2345,Pu(CuSi)2,61.673
2346,CaHClO,21.533
2347,TbSc,26.16
2348,KBaCd2,9.26
2349,TbAl2Ni,53.62
2350,Ge2Os,100.09299999999999
2351,EuIO,28.62
2352,KBaV4,4.84
2353,TiCdHg2,29.406999999999996
2354,BiS2,12.547
2355,Zn(CO2)2,42.446999999999996
2356,Rb2CoI4,4.86
2357,NaMgF3,39.747
2358,SrCuSF,36.393
2359,Tm2CoOs,57.06
2360,Sc2BeRh,33.967
2361,YAl,41.467
2362,TiBe2V,56.9
2363,LiMnPt2,62.42
2364,FeTe2,72.35300000000002
2365,YbB6,115.66
2366,TiGa,69.653
2367,Sr3AlO4F,61.167
2368,NaAl3,19.327
2369,Ti2MnAl,21.44
2370,ZnPtF6,30.666999999999998
2371,Sr3(InP2)2,31.29300000000001
2372,RbCaCl3,16.84
2373,ScReTc2,110.9
2374,TiCoSb,72.68
2375,DyMg3,29.36
2376,In2Co3S2,53.733000000000004
2377,Ba2YZn,9.48
2378,As3W2,83.1
2379,UCr3,21.5
2380,AgSbS2,12.453
2381,HoC2,71.687
2382,NiCO3,37.086999999999996
2383,Ca(SnO2)2,28.3
2384,Tm2OsPd,48.22
2385,Eu(GeRh)2,63.813
2386,Sm2SO2,62.54
2387,YAsRu,20.86
2388,Be2CrBi,50.19300000000001
2389,K2SiF6,12.48
2390,ZrNiSn,71.82
2391,LiGaO2,89.75299999999999
2392,Zn(CrN)2,18.073
2393,TmGe,58.113
2394,CoSnF6,33.72
2395,Lu3TlC,76.24
2396,InAg3,23.72
2397,TiGaNi,73.107
2398,LiV(OF)2,28.04
2399,ZrBeNb,28.066999999999997
2400,TbTlAg2,25.46
2401,TmNiSb,59.58
2402,DyHg,25.78
2403,Nd(SiAu)2,48.747
2404,USO,64.57300000000001
2405,OsO2,128.253
2406,MnGeO3,48.007
2407,Er3PbC,20.5
2408,Mg3(PO4)2,44.773
2409,HoNi,29.166999999999998
2410,Cr3CdTe4,11.62
2411,InTe,5.48
2412,PmMg,28.0
2413,Mn2GeO4,20.0
2414,U(SbO3)2,41.733000000000004
2415,SmErRh2,29.18
2416,NaLiTe,16.6
2417,Np(SiAu)2,30.713
2418,K2PtSe2,19.38
2419,NpAsSe,49.573
2420,Ba2TiCl,0.02
2421,LiBeN,77.36
2422,BeCo2Ir,106.34700000000001
2423,Nd5AgS8,36.986999999999995
2424,RbCeTe2,17.747
2425,AsCl5,5.46
2426,SbOF3,40.327
2427,CeBPd3,12.56
2428,V3Ga,30.16
2429,K2MgH4,19.813
2430,Sc(CuSi)2,62.047
2431,Mn2SiRh,41.0
2432,Mn3Pt,172.62
2433,TlCdF3,21.4
2434,NbAs2,90.18700000000001
2435,MnOF,33.053000000000004
2436,Ba2ScHg,11.86
2437,Nd(CuSi)2,72.26
2438,Li5SbO5,69.833
2439,HfBe2Co,65.053
2440,SrGaSiH,44.913000000000004
2441,KCoO2,33.06
2442,TiInFe2,74.12
2443,ZrPt,20.86
2444,TbInAg2,29.84
2445,MnPS3,20.52
2446,BaCaI4,8.66
2447,UGeS,15.36
2448,BeCrP2,59.533
2449,TaBeW2,51.567
2450,Cr2S5,16.413
2451,HfBeV,40.333
2452,Ag3SI,11.007
2453,ErNi5,70.947
2454,H3OF,12.353
2455,TiSiOs2,130.0
2456,Be2CoTc,39.48
2457,Be2SnMo,13.887
2458,Rb2NaErF6,24.4
2459,ScSi2,9.48
2460,CaMnF6,24.593000000000004
2461,ScRh3,93.08
2462,K2BaCdSb2,13.947000000000001
2463,ScSnO3,51.2
2464,RbCoCl3,10.86
2465,HfCoSb,1.34
2466,H4IN,7.093
2467,PrClO,40.18
2468,ThSbRh,45.08
2469,TbTlTe2,23.206999999999997
2470,CaI2,8.747
2471,Be2SiTc,98.98
2472,Li2ZrTeO6,95.18
2473,MoPt3,90.08
2474,ErAu4,33.573
2475,MnAsPd2,16.94
2476,AlSnO3,62.94
2477,Ti3Cu,23.933000000000003
2478,HgC2(SN)2,6.84
2479,RbNa2NiO2,15.947000000000001
2480,VZnF6,35.213
2481,CuBiSeO,32.613
2482,KRb2TiF6,21.44
2483,PrB2ClO4,46.946999999999996
2484,Pr3Tl,19.18
2485,NdTmMg2,28.04
2486,SbRu,60.827
2487,Li3Bi,27.74
2488,TmC2,74.793
2489,BaCoO3,41.507
2490,CuBrO2,15.54
2491,HgCl,11.107000000000001
2492,BeTc2Ge,38.567
2493,TmAu,36.46
2494,HoCd,30.04
2495,Li3AsO4,39.6
2496,MnBeTl,16.153
2497,K3H5Pt,11.2
2498,BaNpO3,57.96
2499,CoAsS,80.76
2500,BaPdF4,14.953
2501,TmAg,33.72
2502,CS2,4.1530000000000005
2503,Al2O3,113.227
2504,MnTe,22.153000000000002
2505,NaGaO2,34.187
2506,TaZn2CuO6,51.567
2507,Ti3AlN,35.5
2508,RbNa7(CoO3)2,19.707
2509,RbIO4,12.547
2510,PrAs,50.1
2511,RbCa3,7.107
2512,SnAs,39.26
2513,CaScBe,30.46
2514,Ca(SmS2)2,42.98
2515,Nb2Tl5S4Cl9,10.833
2516,MoF6,4.32
2517,YbBPd3,17.42
2518,NpSb,40.56
2519,VFeSb,58.98
2520,AsBr3,6.0729999999999995
2521,HfBeFe4,70.64
2522,As(IF2)3,6.8
2523,Sr3P6(N4O3)2,61.393
2524,BeFeW,61.92
2525,TiBeV,31.56
2526,TmClO,29.147
2527,ZnPd2Au,23.44
2528,Ti2GaCo,27.12
2529,CdAsOs,5.36
2530,Mn3Fe,142.24
2531,Yb3Tc,15.093
2532,Be2WSe,87.32
2533,Ta2BeOs,63.413000000000004
2534,NdTiGe,26.607
2535,TmIn,28.1
2536,ErSi2,21.4
2537,CaGe2,14.227
2538,ZrBePd,26.853
2539,Y(CrSi)2,59.213
2540,SrCaBe2,26.153000000000002
2541,P3Ir,114.14
2542,Pr(SbOs2)2,56.32
2543,PbSe,17.527
2544,B6O,212.18
2545,Te4Mo(WS)2,5.632999999999999
2546,HfB,97.4
2547,SBr,6.8870000000000005
2548,Na2SiF6,23.186999999999998
2549,BaBrCl,8.56
2550,Mg(SnN)2,32.733000000000004
2551,Tl2MoO4,4.8
2552,NaBeRu2,59.26
2553,ErBiPt,40.4
2554,LiCN,6.773
2555,US3,21.767
2556,Li2O,76.02
2557,Mn3NiN,116.34
2558,SmLuZn2,31.66
2559,K3Sm,4.147
2560,SrC2,28.56
2561,BaScIr,13.06
2562,TiFeCoSb,3.54
2563,Sm(GaPd)2,21.947
2564,Ba3Te,3.12
2565,TiCo,38.88
2566,RbHF2,12.56
2567,Ba2ErSbO6,89.06
2568,YbS,51.42
2569,Na3GaS3,11.54
2570,InRh,41.44
2571,CdCuF4,30.947
2572,CePd3,55.88
2573,U3As4,52.52
2574,TiBeCo2,92.46
2575,BeFe2Ni,75.347
2576,IrF3,37.453
2577,BeTlTe,18.933
2578,BaCa2Ir,18.627
2579,Sc2MnGe,19.24
2580,InH5(NF)2,15.92
2581,TmP5,48.28
2582,CaBeCd,29.38
2583,FeP2,156.19299999999996
2584,TaGeAs,4.94
2585,CeNbO4,63.96
2586,MgBeRh2,71.46
2587,CrPS4,20.313
2588,LiY2Al,34.18
2589,Sr(NiGe)2,38.52
2590,Be2VRu,73.68
2591,SbO2F,79.5
2592,EuMoClO4,28.947
2593,K2Mg2Si2O7,80.327
2594,ErPbAu,33.28
2595,ZrSiPd,57.06
2596,Na2ZrSe3,25.94
2597,ErBi,38.8
2598,MnCu2SnSe4,12.707
2599,ZnSbO3,62.6
2600,RbYS2,30.866999999999997
2601,LiB,49.98
2602,YbSn,30.113000000000003
2603,BaCa(CoO2)4,27.5
2604,SrN6,19.74
2605,ZrTiSe4,26.84
2606,NaBe2Ru,52.407
2607,Sr(CuGe)2,42.92
2608,YGa2,58.58
2609,SrO,60.06
2610,MnN,52.02
2611,RbAlF4,39.347
2612,KH4O2F,8.74
2613,Mn2V2O7,23.38
2614,Re3F,51.32
2615,AgPbBrO,7.473
2616,ZnCu2GeTe4,22.08
2617,HfInRh2,76.553
2618,TaCo2,121.64
2619,TiCuHg2,21.96
2620,Rb2NaRhF6,28.66
2621,Sc2NiOs,59.4
2622,Yb3U,13.4
2623,NaBeMo,25.72
2624,SF6,6.38
2625,ScBeNi2,28.8
2626,TiCoO3,89.44
2627,LiPm2Pt,21.86
2628,YBe2Mo,46.78
2629,RbBe2F5,18.4
2630,CdSO4,29.48
2631,Sr(SiAg)2,41.98
2632,Ta2Se,50.907
2633,NaYS2,34.167
2634,BeCoRh2,88.0
2635,LuBi2ClO4,47.69300000000001
2636,BeCu2Br,2.173
2637,FeGe,79.18
2638,SnAsIr,9.36
2639,Ca2BeTl,26.533
2640,SmLuRu2,51.28
2641,BaSnS2,16.827
2642,ZrAlNi,67.4
2643,BeP2Ir,15.78
2644,Sc2Sb,41.667
2645,TmBi,39.06
2646,KrF2,13.513
2647,ErH,45.88
2648,Tb2Cr2C3,70.8
2649,Np(SiNi)2,58.667
2650,ZnH4(ClO3)2,20.713
2651,Rb2TeI6,6.712999999999999
2652,Rb2NaTiF6,27.52
2653,CaMnGe,26.487
2654,AsP2W,43.1
2655,FeCoSn,40.233000000000004
2656,Sc2AlTc,43.68
2657,YNi,26.98
2658,DyInAg2,30.56
2659,HfAl,73.527
2660,NaCN,14.087
2661,Mg(AlS2)2,26.033
2662,Nd(SiAg)2,55.387
2663,Pr2PbSe4,32.053000000000004
2664,Te2Rh,24.613000000000003
2665,K2Sn(AsS3)2,17.707
2666,RbAuC2,32.06
2667,VCo2Si,23.56
2668,GeRu,74.36
2669,NaYbO2,37.36
2670,AlCrNi2,59.32
2671,SmDyMg2,28.02
2672,Al2ZnTe4,21.82
2673,Li8PtO6,65.167
2674,CuAgO2,23.45300000000001
2675,NaH,20.26
2676,Tl2MoCl6,9.58
2677,Er2NiOs,48.86
2678,Ba2SiTe4,13.693
2679,Zr2BeCl,20.22
2680,NaMgSb,17.86
2681,CdS,35.32
2682,Rb3In,2.36
2683,Ca4Mg3H4,34.2
2684,TlCuO2,14.167
2685,NdSb2Pd,30.213
2686,SmMg,28.44
2687,Mn2Co3Ge,91.367
2688,MnBeRh2,123.32700000000001
2689,AcYbMg2,18.88
2690,Sr(AlTe2)2,17.867
2691,NaSm2IrO6,52.607
2692,K2NaScF6,28.48
2693,ErH3,59.12
2694,ZrCoP,113.08
2695,LiSbTe2WO2,108.75299999999999
2696,InAgTe2,13.467
2697,HoP5,46.626999999999995
2698,LiGeBO4,57.493
2699,GdTe,40.18
2700,ScBeIn,55.766999999999996
2701,Er(SiIr)2,101.95299999999999
2702,Ba2MnIn,14.68
2703,ZrSe3,23.97300000000001
2704,SrBeV2,31.54
2705,NaAlTe2,13.073
2706,Au(OF3)2,9.4
2707,NaZrBe,21.18
2708,NaZr2CoF,38.766999999999996
2709,ZnCrF6,36.633
2710,ZrBe2Pd,47.946999999999996
2711,Mg2BBrN2,32.633
2712,MgNiBi,34.76
2713,SbBr3,6.0729999999999995
2714,LiZnP,49.98
2715,V3B2,191.393
2716,Yb(SiRh)2,76.21300000000002
2717,UN,90.62
2718,MgTa,45.453
2719,BaGa2Cl,9.38
2720,CrSiO5,36.58
2721,Ba2Zn3(AsO)2,38.96
2722,Ta2Te4O,8.007
2723,K2PdF4,13.347000000000001
2724,SrCa2Be,13.44
2725,Zr2InNi2,56.507
2726,Er2NiRu,43.38
2727,SbTe2F6,8.812999999999997
2728,YbPaRu2,7.74
2729,V5SiB2,163.3
2730,Na3BrO,24.54
2731,DyRh5,78.393
2732,MnNi3O4,41.453
2733,SrH3,26.82
2734,KAuF6,11.573
2735,NaMoO2,103.6
2736,ErSeI,18.387
2737,Th(SiPd)2,65.087
2738,SmSe,43.68
2739,LiHF2,38.113
2740,Sc2CoRu,62.14
2741,Na2BePb,8.44
2742,KBi2F7,18.64
2743,Yb(SiPd)2,39.107
2744,SmAs,54.84
2745,GaS,24.773000000000003
2746,CuClO2,17.28
2747,HfAsCl,16.06
2748,Tm6FeSb2,39.7
2749,NaGa(GeO3)2,50.993
2750,Er3GaC,29.84
2751,Np(SiOs)2,73.107
2752,SnI2,8.713
2753,LuScPd2,37.24
2754,BeNbPt,92.32700000000001
2755,Tm3InN,71.46
2756,NaBe2Pd,33.033
2757,SrNd5S8,37.933
2758,NdGeRu,45.0
2759,BeV2Cr,59.5
2760,K2S5,8.667
2761,BaCaSi,20.107
2762,CaBe2Ru,17.033
2763,Np(CoSi)2,87.78
2764,BePdCl,7.7
2765,Dy2PbS4,34.733000000000004
2766,Tb(CoGe)2,66.553
2767,HoTl,20.96
2768,HoBi2BrO4,45.16
2769,CeMgZn2,33.08
2770,Sr3BiSb,17.26
2771,Mg2CuN2,52.9
2772,Er2TeO2,64.02
2773,LuTlSe2,28.78
2774,Ba4MgSn,1.04
2775,AlBi,22.62
2776,As2Ir,100.40700000000001
2777,Li2BeCl,14.573
2778,SmH2,49.02
2779,Lu2ZnIr,44.8
2780,Ce2SO2,60.086999999999996
2781,Sr4S3O,39.76
2782,Li5P(S2Cl)2,13.732999999999999
2783,YbAg,21.88
2784,MgAl2O4,134.613
2785,BeGa4W,57.26
2786,YCuSn,52.773
2787,KAs4BrO6,27.29300000000001
2788,BaInMo,6.12
2789,BeCu2Pt,46.78
2790,Ba2YBiO6,74.6
2791,Ba2CrBi,14.18
2792,ZrTiBe2,37.787
2793,DyAgHg2,23.3
2794,TiZnPO5,49.14
2795,BaSiTe2,15.78
2796,Mg(CuN)2,35.26
2797,NaLi2B(PO4)2,41.126999999999995
2798,KHg,5.66
2799,CrAgSe2,15.427
2800,Zn(RhO2)2,59.24
2801,Si2NiP3,56.853
2802,MgBeCu2,43.853
2803,NaYPO4F,58.02
2804,Rb2WBr6,6.58
2805,Ba2HfBi,13.0
2806,Ca4Bi2O,32.527
2807,LiPm2Si,30.84
2808,CaFeO3,59.42
2809,Sr2SbAu,25.52
2810,RbNdSe2,24.247
2811,DyRh3C,77.96
2812,Lu2MgS4,28.52
2813,Ag2Se,9.513
2814,CeBrO,35.027
2815,TiBeTe,61.147
2816,LiAgF3,18.907
2817,XeO3,17.852999999999994
2818,MgNi2,57.287
2819,Lu2Si2O7,75.347
2820,Tm(MnGe)2,44.147
2821,Li2ZrO3,64.307
2822,Cd(AsO3)2,68.187
2823,SmSe,2.84
2824,HoBrO,24.647
2825,ZnCoPO5,51.773
2826,TiVO4,49.073
2827,Ba2ErRuO6,83.38
2828,Th2SN2,65.467
2829,Rb2MnCl6,9.98
2830,MgFeRh2,75.12
2831,TaCr2,70.06
2832,KCuO,5.72
2833,Sc3GaC,85.44
2834,HoSi,67.687
2835,K2ZnF4,23.526999999999997
2836,LiSmS2,36.467
2837,TlHgF3,10.4
2838,Cu3Se2,20.12
2839,TbPbAu,32.74
2840,V5S4,83.60700000000001
2841,V2GeC,105.78
2842,SrTiBe,12.427
2843,MgRe3,100.78
2844,TbAsO4,66.493
2845,MgTi3,15.44
2846,MnGaGe,56.54
2847,H4NCl,15.42
2848,TlHCO2,7.56
2849,KGeNO,40.733000000000004
2850,Te2Mo2WS4,20.513
2851,TmNp3,10.08
2852,NdNbO4,57.107
2853,CoSi,26.76
2854,LiRhF6,21.587
2855,SmRh,26.52
2856,YbPrZn2,28.26
2857,Hg2P2S7,14.76
2858,MgFeO2,46.24
2859,U3O5,62.586999999999996
2860,KAlH4,10.16
2861,PuAl3,62.22
2862,MgTiO3,91.98
2863,Sr2FeO4,61.787
2864,Dy3InN,66.46
2865,CaReBi,21.56
2866,TiBe2Cr,87.573
2867,Sr3Cr,10.38
2868,CaCdSi,18.92
2869,EuSe,41.96
2870,NaCuO,24.467
2871,RbTmO2,59.66
2872,TbTl3,18.58
2873,CeSb,40.38
2874,NaAgO,26.86
2875,Al2RuRh,114.74
2876,HoHSe,68.767
2877,Be2FeMo,80.9
2878,TaAs,99.79299999999999
2879,CaTiO3,110.65299999999999
2880,TaB,207.44
2881,SiPdO3,50.88
2882,KNdGeS4,16.18
2883,Li2FeF6,41.733000000000004
2884,CaCrF4,32.413000000000004
2885,CaPmCd2,27.02
2886,HfNi2Sn,52.78
2887,Ac2O3,45.76
2888,BeNbFe,42.147
2889,BeNbW,56.207
2890,Sc3Fe2Si3,77.4
2891,Tl2SnF6,12.407
2892,InOF,60.12
2893,KZnSb,20.033
2894,MnNiSb,46.88
2895,TlS,8.78
2896,Rb3SbSe4,8.467
2897,NaErO2,66.533
2898,Ge2N2O,62.547
2899,PmI3,4.353
2900,HfFeCl6,12.44
2901,LiGaSe2,18.493
2902,Zn(NF2)2,13.333
2903,SbIrS,87.92
2904,InNi2,29.413
2905,Rb3BP2,9.273
2906,SmCo2,35.68
2907,MgMnF4,38.69300000000001
2908,SmSiRu,52.92
2909,TbSbPt,45.8
2910,BaZrF6,32.913000000000004
2911,LuGeAu,43.433
2912,MgBeSe2,35.02
2913,LiLu2Ru,38.28
2914,YTiF5,42.973
2915,TiMn3O8,74.993
2916,ScBeV,42.98
2917,Ho3InC,22.36
2918,Te2Br,12.24
2919,BaNa2Mn,7.172999999999999
2920,K3VO4,8.892999999999997
2921,DyMg,28.42
2922,RbSmS2,29.213
2923,Nd2ZnIr,27.74
2924,Rb2PtS2,22.546999999999997
2925,U(CrC)4,114.613
2926,Be2Zn,71.367
2927,SmFeSi,52.153
2928,Ba4TaHg,4.48
2929,Y(SiRh)2,86.53299999999999
2930,TlAgO2,24.906999999999996
2931,NbCuTe2,38.493
2932,Ba(ZnP)2,31.493000000000002
2933,CdPbF6,18.012999999999995
2934,AlBN2,188.78
2935,Li2AlBO4,42.986999999999995
2936,MgPd,33.06
2937,Li3Be,18.087
2938,RbSeBr3,7.693
2939,KBaLi2,5.347
2940,Cd(CN)2,1.54
2941,Li2SiO3,54.027
2942,HfZr,41.02
2943,SmClO,42.547
2944,LiBH4,5.5329999999999995
2945,PdAu3,24.2
2946,ErCdPd2,32.36
2947,RbNO2,9.42
2948,Sr3AsP,23.88
2949,Zn(SbO3)2,75.753
2950,K2O2,17.512999999999998
2951,KTlCl4,6.473
2952,Na2S,13.6
2953,LiDyHg2,16.52
2954,Be2CuIr,89.273
2955,InSe,15.247
2956,BeZnO2,92.553
2957,BeCoRh,104.31299999999999
2958,U(FeGe)2,67.953
2959,MgNi2Sb,42.08
2960,RbBiS2,26.29300000000001
2961,ScSi,72.2
2962,ThS2,39.207
2963,LiFe3(OF3)2,32.873000000000005
2964,Na2MgAlF7,43.633
2965,MnCO3,51.507
2966,Cr(WO4)2,40.5
2967,LiNd2Ru,23.08
2968,PaAgO3,54.06
2969,CaTlF3,25.92
2970,Tm(FeGe)2,57.667
2971,CaPAu,36.433
2972,Ti2AlFe,20.32
2973,KCu4S3,20.007
2974,Mg2CrN2,62.66
2975,Sm(SiRu)2,79.533
2976,CrS2,14.36
2977,ZnAg,31.1
2978,RbCaSb,10.753
2979,Sr3Mg,6.5470000000000015
2980,NaInS2,31.413
2981,Au7I,43.233000000000004
2982,PAuClF3,7.193
2983,CdP2,27.753
2984,YBi,37.82
2985,Nb2SiTe4,31.38
2986,ScInAg2,36.72
2987,Y3TlC,65.3
2988,Yb5Ge3,21.566999999999997
2989,HgSe,14.227
2990,SrBe2Ni,41.047
2991,KHfBe,22.3
2992,CaC2,28.32
2993,Mn3ZnC,92.5
2994,Sr(GeRh)2,54.507
2995,Ca(MnN)2,28.767
2996,CdAg,29.74
2997,LiPrO2,61.44
2998,CaBiClO2,24.8
2999,BeNb2Fe,35.407
3000,LiFeP,83.473
3001,NpN,80.86
3002,Ti(CrSe2)2,32.347
3003,AlTlSe2,16.72
3004,TiBe2Rh,45.84
3005,UBi,36.96
3006,YbSmHg2,26.14
3007,K2SiAs2,13.453
3008,BaHgW2,19.96
3009,PdO,28.97300000000001
3010,SnSe,9.44
3011,LiRhO2,47.6
3012,Se2NCl3,6.813
3013,KZnF3,36.58
3014,ZrAsP,10.98
3015,Cr(SiO3)2,73.14699999999998
3016,Mn3B4,132.447
3017,VAu2,52.133
3018,NiSb2,43.88
3019,LiIr,78.607
3020,Ca(CoO2)4,103.90700000000001
3021,SmMgTl,38.313
3022,BaP2Ru,25.62
3023,Mg(CrS2)2,21.3
3024,SrTiO3,96.913
3025,Be2PCl,22.307
3026,Ba(CuSe)2,22.066999999999997
3027,Ca(FeP)2,83.51299999999998
3028,AlBr3,5.9670000000000005
3029,LaCO3F,47.51300000000001
3030,YBeMo,27.64
3031,RbErO3,38.34
3032,HfRh,35.14
3033,LiSc2Au,39.06
3034,NbRh3,149.8
3035,NiMoP2,104.853
3036,ScHO2,61.367
3037,VNiSb,45.08
3038,ScPd,38.74
3039,BaSi2Br,19.033
3040,GaRu,87.68
3041,Rb2TlInCl6,5.54
3042,MnSi,120.04
3043,Tm2CdSe4,20.12
3044,NaFeAs,36.207
3045,Li2AlPCO7,34.953
3046,DyTiClO3,43.667
3047,ErIr,37.64
3048,PuC,11.78
3049,Tb2IrRh,34.32
3050,MnF3,10.507
3051,HfBeSi,15.727
3052,K2AgAs,13.64
3053,Li6V(OF)3,34.953
3054,PuIn,25.86
3055,CaMn2(Si2O)2,67.453
3056,Lu2CuPt,41.3
3057,ZnCo3C,113.24
3058,TlNO2,9.933
3059,V3As,100.48
3060,LiHo2Ga,34.84
3061,AgAuCl4,7.5
3062,Rh2S3,76.753
3063,Mn2F7,23.307
3064,Rb3TlF6,10.14
3065,PrErMg2,27.48
3066,FeTe,22.46
3067,KErTe2,21.587
3068,Nd2HgO4,44.653
3069,H(WO3)2,134.3
3070,Zn2GeS4,28.42
3071,Hg2Rh,44.333
3072,RbAuBr3,7.0070000000000014
3073,SmSb2Au,29.52
3074,Li2PdF6,29.206999999999997
3075,SmTe,36.22
3076,MgZrO3,78.7
3077,BaLiP,26.97300000000001
3078,Ti2FeS4,62.007
3079,TaBePb4,10.22
3080,TiTeAs,60.647
3081,BeTeIr4,29.44
3082,Li2MnO3,67.727
3083,NbVO4,40.993
3084,NdBi2IO4,39.84
3085,Yb(SiOs)2,71.66
3086,InCuTe2,19.633
3087,NaHF2,12.167
3088,Sc2BeTc,50.56
3089,TiAlCu2,65.48
3090,TaAgF6,6.42
3091,MnNbSi,101.86
3092,BaZnCO3F2,35.80699999999999
3093,YRh3C,77.14
3094,LiFe2O3,59.51300000000001
3095,Ti2InFe,2.2
3096,Cd(InS2)2,24.9
3097,SrCaSi,24.513
3098,TlF,13.12
3099,MnAuO2,37.527
3100,UIN,31.593000000000004
3101,Mn2VGa,90.02
3102,FeF2,59.74
3103,BeOsBr,7.04
3104,VH2,90.1
3105,VSb,38.867
3106,RbNiBr3,8.407
3107,OsO4,9.68
3108,Yb(MgSb)2,29.72
3109,BeTlSe,26.4
3110,Ba4ZrCd,4.08
3111,U3O8,67.433
3112,ErTlTe2,23.686999999999998
3113,Ca3BiAs,19.26
3114,Tl2GeS3,9.867
3115,CrGaFe2,94.6
3116,Ba2MoPb,12.38
3117,Sr5As3H,20.633000000000006
3118,SiAs,28.193
3119,NdNiC2,88.12
3120,Er2Be2GeO7,85.493
3121,YAsO4,66.567
3122,HoMnGe,25.073
3123,Mg(CrN)2,44.287
3124,AcI3,3.227
3125,TaBe2,113.16
3126,BaSi2Rh,27.787
3127,TiBeHg,29.607
3128,Er(Al2Mo)2,82.353
3129,MgScCd2,35.5
3130,Be2TePt,17.54
3131,GaSiRu2,87.88
3132,GeF2,13.547
3133,CaHfO3,103.92
3134,PdI2,11.793
3135,Co3W,138.74
3136,Ho2SO2,71.433
3137,BeNb2Si,62.293
3138,Zn4(B2O)3,90.32
3139,ThSb,45.14
3140,Pr(MnGe)2,62.007
3141,Sc2GaAg,39.02
3142,KNaThF6,20.546999999999997
3143,Ba4NaCuC2,37.893
3144,K2MoCl6,9.96
3145,LiSiNO,87.58
3146,Sr(NiAs)2,39.56
3147,Ni3(PbS)2,26.467
3148,YCoC2,99.0
3149,ZrSnRh2,20.28
3150,Na2SeO4,23.45300000000001
3151,NdH3(CO2)3,34.16
3152,TbH3,57.82
3153,Ba2ZrS4,32.1
3154,NaAsRu2,30.82
3155,CuBr,10.92
3156,V2GeAs,44.12
3157,Pd(PbCl3)2,12.3
3158,PtN2,189.553
3159,HPd,38.36
3160,Sr4ZrBe,6.6
3161,Sr3PN,42.98
3162,ThIr5,102.693
3163,Er(SiPt)2,36.527
3164,BaNa2Ga,6.5
3165,LaBO3,50.04
3166,KMnF3,44.82
3167,KYSn,9.66
3168,MgVSF5,18.247
3169,BaTbO3,47.446999999999996
3170,Rb2PtI6,7.58
3171,Fe3PdN,93.54
3172,MgSnF6,38.933
3173,Mg(BeAs)2,50.653
3174,Cl2O,7.393
3175,LiCeSn2,21.28
3176,PmYMg2,27.52
3177,FeCu2SnSe4,13.467
3178,Cd(HO)2,2.32
3179,AlTeI7,4.593
3180,BaYAgTe3,21.127
3181,SrP3,32.387
3182,CuH2(IN)4,6.933
3183,KNaO,20.22
3184,Tm2AlSi2,60.813
3185,KLi3PbO4,35.76
3186,CrCuO2,86.74
3187,Sr4P2O,36.747
3188,BaCaV4O8,0.12
3189,TlI,9.7
3190,KCuO,16.573
3191,LiCaMgSiN3,69.693
3192,KSr2Be,1.94
3193,Ca(GeIr)2,64.447
3194,KC4N3,7.013
3195,Mn3AgN,82.04
3196,UO3,69.273
3197,AsOs2Cl,7.2
3198,Ho2CdOs,34.56
3199,TiBe2,83.44
3200,NaNbSe2,42.126999999999995
3201,TlF,9.36
3202,HfH2,36.4
3203,BiAsO4,44.607
3204,TaBeCl,14.113
3205,V2O5,49.093
3206,K3TaO8,20.352999999999998
3207,HoGe,57.84
3208,Sr(NO3)2,15.16
3209,Li2CdGeO4,36.56
3210,Nd(SiPd)2,56.493
3211,BeVSe,121.24
3212,P2Pd3S8,10.12
3213,Mo2W(Se2S)2,25.97300000000001
3214,Nd2Be2SiO7,86.15299999999998
3215,LiNi2Ge,59.72
3216,InAsPt5,53.893
3217,PrAl3Ni2,59.626999999999995
3218,Be2NbNi,14.147
3219,YbClF,44.233000000000004
3220,MnFeTe,23.6
3221,LaTe,31.58
3222,AlGaO3,110.82700000000001
3223,CaB6,110.46
3224,Rb2Pt3S4,12.28
3225,U(CuGe)2,38.207
3226,Co2P2O7,50.69300000000001
3227,NaCO2,21.493000000000002
3228,Be2FeCo,88.0
3229,NdBRh3,77.64
3230,SiNi3,102.44
3231,FePH5CO4,27.053
3232,NaClO4,16.72
3233,LiNdSn,30.68
3234,NiTeO4,13.387
3235,LiBe2Se,12.767000000000001
3236,BeCu2Ni,57.586999999999996
3237,MoW3S8,30.74
3238,Ba(MnSn)2,26.087
